[00:00.000 --> 00:01.000]  Kinsley
[02:11:36.760 --> 02:11:39.760]  We're trying to get Congresswoman Ben Arorbacher on. We had him on years ago.
[02:11:39.760 --> 02:11:43.760]  Now, this is a big whitewash, but oh, there were Arabs involved.
[02:11:43.760 --> 02:11:47.760]  The Republicans want to get to the truth, but Republican leadership and Democratic leadership don't want them to.
[02:11:47.760 --> 02:11:56.760]  That's because 5,000 Iraqis trained here in the 80s by the CIA and the Defense Intelligence Apparatia were brought back into the country.
[02:11:56.760 --> 02:12:01.760]  They were involved in Oklahoma City for the U.S. government in the diversionary blast.
[02:12:01.760 --> 02:12:04.760]  That's in my film, wrote a tyranny, made five years ago.
[02:12:04.760 --> 02:12:07.760]  I've got local police surveillance tape of them. We know their names.
[02:12:07.760 --> 02:12:12.760]  People who brought this forum were sued and then won their lawsuits in court against those suing them.
[02:12:12.760 --> 02:12:16.760]  This has been vetted. Okay, L.A. Times has reported it.
[02:12:16.760 --> 02:12:23.760]  They have the surveillance tape showing the Arabs with them, but why when police arrested them trying to leave the country
[02:12:23.760 --> 02:12:30.760]  and why would state police arrested them who were already surveilling them, were they not allowed to keep them and charge them?
[02:12:30.760 --> 02:12:34.760]  Because they were ordered by Bill Clinton to let them go because they work for our government.
[02:12:34.760 --> 02:12:39.760]  It's perfect. Our government has terrorists. Anytime they need to get control or get more funding, they just activate them.
[02:12:39.760 --> 02:12:45.760]  And if they happen to get caught, they can then just say, oh, look, it's an Arab. Don't believe him. He's an Iraqi.
[02:12:45.760 --> 02:12:50.760]  Very, very slick. But still, the truth is percolating out despite their whitewashes.
[02:12:50.760 --> 02:12:56.760]  So here's their whitewash that you can read a million words between the lines. Here it is.
[02:12:56.760 --> 02:13:02.760]  Now to a new report on the bombing of the federal building in Oklahoma City 11 and a half years ago now.
[02:13:02.760 --> 02:13:08.760]  A congressional subcommittee is blasting the Justice Department and the FBI for mishandling the case.
[02:13:08.760 --> 02:13:11.760]  American Morningspot, Frank, live in Washington with more. Good morning, Bob.
[02:13:11.760 --> 02:13:15.760]  Good morning, Miles. Well, this report covers a lot of ground, but it doesn't break much ground.
[02:13:15.760 --> 02:13:21.760]  And the explanation for that, according to the congressman who led the investigation, Congressman Dana Rohrabacher,
[02:13:21.760 --> 02:13:27.760]  is that he had a very small staff and a real lack of cooperation.
[02:13:27.760 --> 02:13:32.760]  It's been more than a decade since the second worst terrorist attack on U.S. soil.
[02:13:32.760 --> 02:13:40.760]  The conspiracy theories began almost immediately after 168 people were killed in the Oklahoma City bombing.
[02:13:40.760 --> 02:13:47.760]  Did Timothy McVeigh and Terry Nichols act alone or were others involved? Was every lead hunted down?
[02:13:47.760 --> 02:13:54.760]  This new report by House International Relations Subcommittee does not conclude there was foreign involvement.
[02:13:54.760 --> 02:14:01.760]  It does charge that federal investigators did not fully pursue those possibilities, which have been raised since day one,
[02:14:01.760 --> 02:14:07.760]  when some witnesses, for instance, claimed to have spotted a so-called John Doe number two.
[02:14:07.760 --> 02:14:11.760]  The FBI discarded those theories years ago, citing a lack of evidence.
[02:14:11.760 --> 02:14:20.760]  But it is reasonable to question, says the report, if all leads were thoroughly pursued, all evidence gathered and properly analyzed.
[02:14:20.760 --> 02:14:26.760]  The report does not question whether McVeigh and Nichols were the ones primarily responsible for the bombings,
[02:14:26.760 --> 02:14:34.760]  but concludes the McVeigh execution should have been further delayed while investigators continued to delve into possibilities of involvement
[02:14:34.760 --> 02:14:44.760]  by terrorists associated with the New York World Trade Center bombing in 1993, as well as neo-Nazi groups, including a German national.
[02:14:44.760 --> 02:14:52.760]  While federal officials would not be interviewed, an FBI response contended every bit of information was investigated and reviewed.
[02:14:52.760 --> 02:14:55.760]  The FBI worked tirelessly to cover all leads.
[02:14:55.760 --> 02:15:05.760]  But the outgoing chairman of the subcommittee, Republican Congressman Dana Rohrabacher, says his own two-year investigation, more than ten years after the deadly blast,
[02:15:05.760 --> 02:15:11.760]  was hamstrung by a lack of cooperation and his subcommittee's very limited resources.
[02:15:11.760 --> 02:15:18.760]  At the end of this report, Miles, we're left with the same unanswered questions that have existed for such a long time.
[02:15:18.760 --> 02:15:21.760]  And of course, there's one more question. Why are they still unanswered, Miles?
[02:15:21.760 --> 02:15:28.760]  Good question, Bob Franken. Let's put it right to the outgoing chairman of the subcommittee, Republican Congressman Dana Rohrabacher,
[02:15:28.760 --> 02:15:31.760]  joining us from Santa Ana, California.
[02:15:31.760 --> 02:15:36.760]  Congressman Rohrabacher, good to have you with us. Hope you're having a good break and hang in tent a little bit.
[02:15:36.760 --> 02:15:37.760]  I know you're a big surfer out there.
[02:15:37.760 --> 02:15:39.760]  Well, it's a little early out here.
[02:15:39.760 --> 02:15:41.760]  Yeah, I know, and we appreciate you getting up early for us.
[02:15:41.760 --> 02:15:45.760]  All right, this didn't get very far in this report. Was it a waste of time?
[02:15:45.760 --> 02:15:56.760]  Well, it wasn't a waste of time considering the magnitude of the crime and the relationship that it may have to the terrorist threat that we face today.
[02:15:56.760 --> 02:15:59.760]  And of course, we experienced on 9-11.
[02:15:59.760 --> 02:16:07.760]  So we did, while we didn't come to the conclusion and that we had proven a foreign connection,
[02:16:07.760 --> 02:16:17.760]  we have at least broken some new ground by analyzing the FBI and Justice Department original investigation,
[02:16:17.760 --> 02:16:24.760]  and perhaps some of the deficiencies there that led, that could possibly have led to 9-11.
[02:16:24.760 --> 02:16:31.760]  Well, you know, it's interesting, though. You raise a lot of questions that are just kind of out there in the conspiracy theorist world
[02:16:31.760 --> 02:16:37.760]  that McVeigh called a German citizen who was living in a white supremacist compound.
[02:16:37.760 --> 02:16:41.760]  Another man was seen with McVeigh, that John Doe number two story.
[02:16:41.760 --> 02:16:44.760]  A group of neo-Nazi bank robbers may have been tied to McVeigh.
[02:16:44.760 --> 02:16:48.760]  Persons associated with Middle East terrorism in the Philippines by the contact of Nichols.
[02:16:48.760 --> 02:16:50.760]  An Iraqi national happened to be in Oklahoma City.
[02:16:50.760 --> 02:16:54.760]  All these things have been out there. It's raised once again in the report.
[02:16:54.760 --> 02:16:58.760]  Doesn't this just add more fuel to those conspiracy theories?
[02:16:58.760 --> 02:17:03.760]  Well, there's nothing wrong to add to conspiracy theory when there might be a conspiracy, in fact.
[02:17:03.760 --> 02:17:06.760]  The public needs to understand that.
[02:17:06.760 --> 02:17:09.760]  Let me give you an example, a specific example.
[02:17:09.760 --> 02:17:17.760]  John Doe two was someone who was allegedly with Timothy McVeigh the day of the bombing.
[02:17:17.760 --> 02:17:23.760]  There are numerous witnesses that suggest they saw Timothy McVeigh with another person that day.
[02:17:23.760 --> 02:17:29.760]  When he rented the rider truck that was used in the bombing, the man who rented the truck to him
[02:17:29.760 --> 02:17:32.760]  insists that there was someone with McVeigh.
[02:17:32.760 --> 02:17:36.760]  Someone who delivered a pizza to McVeigh's room that night.
[02:17:36.760 --> 02:17:41.760]  Someone else other than McVeigh answered the door to his motel.
[02:17:41.760 --> 02:17:46.760]  The problem is someone was with him and that person has not been identified.
[02:17:46.760 --> 02:17:53.760]  The FBI called off the investigation into John Doe two months after the bombing.
[02:17:53.760 --> 02:17:57.760]  That was premature and it's left questions unanswered.
[02:17:57.760 --> 02:18:03.760]  Why did they do that? Do you feel that the FBI is stonewalling hiding some information from you?
[02:18:03.760 --> 02:18:06.760]  Well, I didn't say they're stonewalling or hiding information.
[02:18:06.760 --> 02:18:09.760]  What I said was that they called off this investigation.
[02:18:09.760 --> 02:18:11.760]  I think it represents a mindset.
[02:18:11.760 --> 02:18:18.760]  Okay, you can watch the whole video up on prisonplanet.com or m4.com. There's like three more minutes.
[02:18:18.760 --> 02:18:22.760]  We know FBI agents told the LA Times they saw the surveillance camera tapes.
[02:18:22.760 --> 02:18:23.760]  There's 12 of them.
[02:18:23.760 --> 02:18:26.760]  It shows McVeigh with three different air hubs.
[02:18:26.760 --> 02:18:28.760]  It shows him getting out of the car with one.
[02:18:28.760 --> 02:18:33.760]  That man is identified by the State Police Intelligence Unit as Al Hussein Hussein
[02:18:33.760 --> 02:18:35.760]  and the Oklahoma City Intelligence Unit.
[02:18:35.760 --> 02:18:39.760]  We have the Police Surveillance Unit video.
[02:18:39.760 --> 02:18:44.760]  Okay, I've got video of these guys running around there in Oklahoma City.
[02:18:44.760 --> 02:18:45.760]  It's in road to tyranny.
[02:18:45.760 --> 02:18:49.760]  45 minutes of the three hour film is about Oklahoma City.
[02:18:49.760 --> 02:18:54.760]  The FBI cooked the bomb, trained the drivers, gave them the detonators in 93
[02:18:54.760 --> 02:18:58.760]  and then told the people below them not to bust them and let it go forward.
[02:18:58.760 --> 02:19:00.760]  So there they provocateur it.
[02:19:00.760 --> 02:19:04.760]  With Oklahoma City, they had air hubs trained by our government in the 80s.
[02:19:04.760 --> 02:19:09.760]  By name, we know they are on our government's payroll with sheep dipped McVeigh
[02:19:09.760 --> 02:19:14.760]  and running around creating this history, this ledger with every group under the sun.
[02:19:14.760 --> 02:19:17.760]  There was obviously a bigger plan to try to link them up to white supremacists
[02:19:17.760 --> 02:19:21.760]  to move against those groups when really it was Arabic in nature
[02:19:21.760 --> 02:19:23.760]  but Arabic controlled by our government.
[02:19:23.760 --> 02:19:25.760]  And we've had state police officers.
[02:19:25.760 --> 02:19:27.760]  We've got Colonel Craig Robertson.
[02:19:27.760 --> 02:19:29.760]  They killed cops who tried to investigate this.
[02:19:29.760 --> 02:19:34.760]  Cop of the Year, Terrence Yeke and Oklahoma City was there taking people out of the building.
[02:19:34.760 --> 02:19:37.760]  It's just, I mean, I could go on for hours about it.
[02:19:37.760 --> 02:19:41.760]  I've made two films on the subject that cover Oklahoma City.
[02:19:41.760 --> 02:19:45.760]  And, you know, the top of the FBI never covered anything up.
[02:19:45.760 --> 02:19:47.760]  They won't release those videotapes.
[02:19:47.760 --> 02:19:50.760]  There have been two separate lawsuits trying to get them.
[02:19:50.760 --> 02:19:55.760]  Why didn't you use those videotapes in the trial in Denver?
[02:19:55.760 --> 02:19:59.760]  If you've got McVeigh getting out of the car, you've got to prove,
[02:19:59.760 --> 02:20:01.760]  why won't they use those tapes?
[02:20:01.760 --> 02:20:08.760]  Because it shows them with an Iraqi man from every angle you could imagine.
[02:20:08.760 --> 02:20:12.760]  That's why. That's why.
[02:20:12.760 --> 02:20:17.760]  And they got these terrorists in every city right now ready to level this country.
[02:20:17.760 --> 02:20:20.760]  And they'll march the troops in after they do it to be your savior.
[02:20:20.760 --> 02:20:23.760]  Now, we expose this. We can save the country.
[02:20:23.760 --> 02:20:25.760]  That's what I'm doing here.
[02:20:25.760 --> 02:20:29.760]  Tons of news and update from the FEMA camp straight ahead.
[02:20:36.760 --> 02:20:40.760]  Currency devaluation, inflation, one and the same.
[02:20:40.760 --> 02:20:44.760]  If you deposited $100,000 in a bank at 1%,
[02:20:44.760 --> 02:20:50.760]  in a 30-month period dating from May 24, 2005, here is what happened to your funds.
[02:20:50.760 --> 02:20:54.760]  The dollar lost 33% of its value in that time frame.
[02:20:54.760 --> 02:21:00.760]  The bank paid you 1%, your $100,000 now has a net purchasing power of $68,000.
[02:21:00.760 --> 02:21:06.760]  Here is reality. The devaluation of currency equals real inflation.
[02:21:06.760 --> 02:21:10.760]  Keep in mind how the value of your paper assets are measured in dollars.
[02:21:10.760 --> 02:21:14.760]  Gold in the same time frame increased 35% in value.
[02:21:14.760 --> 02:21:18.760]  Learn how to protect and profit in this truly unstable world economy
[02:21:18.760 --> 02:21:23.760]  called Mitus Resources at 1-800-686-2237.
