[00:00:06.750 --> 00:00:08.491]  Dragon Energy activates!
[02:27:40.210 --> 02:27:52.302]  You know, I grew up in a part of America where everybody was really, you know, polite to each other and so to start seeing this stuff happen in the streets was, you know, surprising to say the least.
[02:27:53.038 --> 02:27:54.439]  Well, we were glad to have you here.
[02:27:54.439 --> 02:27:57.021]  We're glad that you came to Austin to be in studio with us.
[02:27:57.021 --> 02:28:04.786]  And, you know, hopefully you don't have to deal with too much of the radical left doxxing you and trying to be violent with you, but I know you're going to fight back.
[02:28:04.786 --> 02:28:06.287]  So we appreciate that.
[02:28:06.287 --> 02:28:11.690]  And folks, it's possible to bring people like Rufio here in studio with your support at InfoWarsTore.com.
[02:28:11.690 --> 02:28:13.111]  We have big specials going on right now.
[02:28:13.111 --> 02:28:13.231]  50% off
[02:28:15.012 --> 02:28:28.039]  Top-selling supplements like Brain Force Plus, like Alpha Power, like Super Male Vitality, Vitamin Mineral Fusion, Survival Shield X2, The Real Red Pill Plus, Knockout, DNA Force Plus.
[02:28:28.039 --> 02:28:32.422]  It's all 50% off at InfoWarsStore.com, and I'm telling you,
[02:28:33.940 --> 02:28:38.443]  Nothing angers the left more than you shopping at Infowarsstore.com.
[02:28:38.443 --> 02:28:40.424]  They cannot stop you from doing it.
[02:28:40.424 --> 02:28:42.746]  They cannot stop us from getting the funding.
[02:28:42.746 --> 02:28:45.408]  That is what angers them more than anything else.
[02:28:45.408 --> 02:28:53.052]  So when you go to Infowarsstore.com and you buy a tube of super blue fluoride free toothpaste, you have just made CNN that much angrier.
[02:28:53.052 --> 02:28:53.673]  We'll be right back.
[02:28:55.711 --> 02:28:56.532]  This is Dan Pilla.
[02:28:56.532 --> 02:28:58.313]  Do you owe the IRS money you can't pay?
[02:28:58.313 --> 02:28:59.954]  Are tax debts crippling you?
[02:28:59.954 --> 02:29:02.796]  I've defended people from the IRS for over 30 years.
[02:29:02.796 --> 02:29:05.077]  I've helped thousands and I can help you too.
[02:29:05.077 --> 02:29:09.600]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[02:29:09.600 --> 02:29:13.543]  Call 800-34-NO-TAX to finally get free of IRS debt.
[02:29:13.543 --> 02:29:17.305]  With the IRS's new programs, there's never been a better time to solve your problem.
[02:29:17.305 --> 02:29:17.726]  Call 800-34-NO-TAX.
[02:29:17.726 --> 02:29:19.367]  That's 800-34-NO-TAX or my website, danpilla.com.
[02:29:24.830 --> 02:29:25.731]  It's a no-brainer.
[02:29:25.731 --> 02:29:28.133]  A Big Berkey water filter is the one you need, period.
[02:29:28.133 --> 02:29:36.259]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA and other endocrine disruptors, pesticides, bacteria, viruses and much more, right?
[02:29:36.259 --> 02:29:38.220]  And does it all at only two cents per gallon.
[02:29:38.220 --> 02:29:41.923]  Get the original and most trusted name in gravity water filtration, Big Berkey.
[02:29:41.923 --> 02:29:46.647]  And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[02:29:46.647 --> 02:29:51.090]  Call or click 1-877-99-BERKEY or bigberkeywaterfilters.com.
[02:29:51.090 --> 02:29:51.731]  That's 1-877-99-BERKEY.
[02:29:56.095 --> 02:30:00.219]  We all know that the outside toxins in the water is a serious health issue.
[02:30:00.219 --> 02:30:07.306]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[02:30:07.306 --> 02:30:12.111]  That's why we're bringing you something to provide clean water for your whole house with one system.
[02:30:12.111 --> 02:30:19.838]  The ProPure Whole House Water Filtration System is an advanced, four-stage, compact filtration system that will provide
[02:30:19.838 --> 02:30:25.444]  Provide water filtration for your entire home, removing 220 plus contaminants from your water.
[02:30:25.444 --> 02:30:34.595]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[02:30:35.015 --> 02:30:42.484]  With its broad-spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[02:30:42.484 --> 02:30:55.258]  Head to infowarrestore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today!
[02:30:56.258 --> 02:31:05.748]  InfoWarsLife and InfoWarsLife.com is extremely excited to announce our latest release, Winter Sun, a revolutionary type of vitamin D3.
[02:31:05.748 --> 02:31:10.452]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[02:31:10.452 --> 02:31:14.837]  It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[02:31:15.217 --> 02:31:18.258]  Every batch is analyzed for purity and D3 content.
[02:31:18.258 --> 02:31:20.698]  It's completely free of toxins and allergens.
[02:31:20.698 --> 02:31:24.239]  Simply put, if you want the best at an extremely low price, this is it.
[02:31:24.239 --> 02:31:28.140]  Winter Sun is the result of our pursuit of the best source of vitamin D3.
[02:31:28.140 --> 02:31:37.182]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[02:31:37.182 --> 02:31:39.122]  Read the facts at InfoWarsLife.com.
[02:31:39.722 --> 02:31:42.203]  About Winter Sun, Vitamin D3.
[02:31:42.203 --> 02:31:48.125]  Not only does Vitamin D3 promote a healthy mood, but Vitamin D supports our memory and brain function.
[02:31:48.125 --> 02:31:50.266]  Something the globalists are targeting.
[02:31:50.266 --> 02:31:52.887]  Visit InfoWars.com today, or call 888-253-3139.
[02:31:55.968 --> 02:32:02.252]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[02:32:02.252 --> 02:32:06.594]  This powerful combo is perfect for supporting your thyroid and health.
[02:32:06.594 --> 02:32:13.899]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[02:32:13.899 --> 02:32:16.080]  Our super high quality nascent iodine
[02:32:16.320 --> 02:32:22.524]  Is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[02:32:22.524 --> 02:32:30.290]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[02:32:30.290 --> 02:32:37.215]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[02:32:37.575 --> 02:32:43.797]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[02:32:43.797 --> 02:32:47.639]  Take control of your chemistry today with this super combo.
[02:32:47.639 --> 02:32:59.223]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com.
[02:32:59.223 --> 02:33:01.884]  You're listening to The Alex Jones Show.
[02:33:14.728 --> 02:33:22.314]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[02:33:22.314 --> 02:33:26.837]  And now, your host, Owen Troyer.
[02:33:26.837 --> 02:33:34.843]  It is an honor to be here with fellow patriots changing the world.
[02:33:34.843 --> 02:33:35.324]  Just like in 1776,
[02:33:37.742 --> 02:33:44.627]  When it was the United States of America that changed the entire status quo of being a human.
[02:33:44.627 --> 02:33:51.932]  Where we said the individual human is independent and can be self-relying.
[02:33:51.932 --> 02:33:54.233]  We don't need a king or queen.
[02:33:54.233 --> 02:33:57.135]  We don't need an establishment.
[02:33:57.135 --> 02:33:58.396]  We don't need a government.
[02:33:58.396 --> 02:34:00.557]  We just need freedom.
[02:34:00.557 --> 02:34:02.238]  We just need me.
[02:34:02.238 --> 02:34:05.140]  We just need independence.
[02:34:05.140 --> 02:34:05.761]  Change the world!
[02:34:08.103 --> 02:34:09.064]  Changed the world for good.
[02:34:09.064 --> 02:34:14.188]  Created the most wealth and prosperity the world has ever seen.
[02:34:14.188 --> 02:34:15.129]  And now here you are.
[02:34:15.129 --> 02:34:28.239]  You know, but the incredible thing about it is you would expect this perhaps from brainwashed sheeple that don't understand history because they were never taught it.
[02:34:28.239 --> 02:34:30.001]  So they don't even understand how good they have it.
[02:34:31.581 --> 02:34:33.344]  Uh, because they have no perspective.
[02:34:33.344 --> 02:34:39.776]  But for people on television, people in the Democrat Party to go down that same thought pattern is alarming.
[02:34:39.776 --> 02:34:40.597]  Look at this clip.
[02:34:41.656 --> 02:34:44.577]  Again, this is why I stand with Rand Paul.
[02:34:44.577 --> 02:34:48.438]  This is why I'm so proud to be a patriot right now.
[02:34:48.438 --> 02:34:51.580]  Because I know what history is going to say about these times.
[02:34:51.580 --> 02:34:55.821]  We are the people that will once again change the world for the good.
[02:34:55.821 --> 02:35:00.223]  Once again say the average individual human can be self-reliant.
[02:35:00.223 --> 02:35:01.863]  We don't need a king!
[02:35:01.863 --> 02:35:04.164]  We don't need a government!
[02:35:04.164 --> 02:35:05.705]  You can do everything!
[02:35:05.705 --> 02:35:07.385]  That is America!
[02:35:07.385 --> 02:35:08.445]  You're free!
[02:35:08.445 --> 02:35:09.366]  You're independent!
[02:35:10.233 --> 02:35:12.375]  You're self-reliant!
[02:35:12.375 --> 02:35:15.058]  And now they try to wash it all away.
[02:35:15.058 --> 02:35:21.645]  Look at how CBS News treats Rand Paul talking about Trump-Putin summit.
[02:35:21.645 --> 02:35:27.491]  Listen, you've heard the avalanche of criticism and negativity, appalling, shameful, disgraceful, shocking.
[02:35:27.491 --> 02:35:32.197]  It's coming from all sides, and I'm wondering, you're here this morning, you're doing a cleanup on aisle three?
[02:35:33.752 --> 02:35:41.756]  Well, you know, I think we ought to take a step back and look at the bigger picture and decide whether or not we want to have conversations with even our adversaries.
[02:35:41.756 --> 02:35:51.861]  During the height of the Cold War, during the Cuban Missile Crisis, Kennedy had a direct line to Khrushchev, and I think the world is a safer and a much better place because we had that line of communication.
[02:35:52.321 --> 02:35:54.102]  We had ambassadors.
[02:35:54.102 --> 02:35:55.043]  Let me finish my question.
[02:35:55.043 --> 02:35:56.644]  If you're going to ask questions, let me finish.
[02:35:56.644 --> 02:35:57.345]  Alright, alright.
[02:35:57.345 --> 02:35:59.166]  No, we can't let you put the truth out!
[02:35:59.166 --> 02:36:04.590]  We continue to have ambassadors and diplomatic relations with Russia, even though they are our adversaries.
[02:36:04.590 --> 02:36:08.754]  Senator Paul, I don't think anybody would object to trying to have a good relationship with Russia.
[02:36:08.754 --> 02:36:13.797]  I think the problem is that he seemed to throw... Close it right there!
[02:36:13.797 --> 02:36:14.578]  Is she serious?
[02:36:16.991 --> 02:36:18.934]  They're all demonizing Trump.
[02:36:18.934 --> 02:36:19.895]  They're all demonizing Putin.
[02:36:19.895 --> 02:36:20.957]  They're all demonizing Russia.
[02:36:20.957 --> 02:36:22.018]  They're saying Russia's the enemy.
[02:36:22.018 --> 02:36:27.707]  And then she's like, well, I don't think anybody wants to not have a good relationship with Russia.
[02:36:27.707 --> 02:36:30.130]  That's exactly what you're trying to do.
[02:36:30.130 --> 02:36:32.614]  This is... Okay.
[02:36:32.614 --> 02:36:32.914]  Go on.
[02:36:35.400 --> 02:36:40.663]  I think that's incorrect.
[02:36:40.663 --> 02:36:44.505]  I think what you just said that no one would object to him meeting with Putin.
[02:36:44.505 --> 02:36:47.607]  Every Democrat on Capitol Hill objected to him meeting with Putin.
[02:36:47.607 --> 02:36:47.787]  Exactly!
[02:36:47.787 --> 02:36:47.967]  Bingo!
[02:36:47.967 --> 02:36:51.910]  Every neoconservative and warmonger on the right also objected to it.
[02:36:51.910 --> 02:36:57.833]  So yes, the vast majority of the foreign policy community, the bipartisan consensus said you shouldn't meet with Putin.
[02:36:57.833 --> 02:36:59.254]  They also said he shouldn't meet with Kim.
[02:36:59.654 --> 02:37:00.555]  And that's what they want.
[02:37:00.555 --> 02:37:01.356]  They want a war with Russia.
[02:37:14.611 --> 02:37:14.951]  I think so.
[02:37:31.198 --> 02:37:35.644]  What the president didn't do, and is getting criticized for, is he did not make that moral case.
