[00:00:03.342 --> 00:00:08.186]  Big Brother, Mainstream Media, Government Cover Ups.
[02:37:00.717 --> 02:37:04.480]  That had a lot to do with the economy there.
[02:37:04.480 --> 02:37:11.185]  We've seen riots break out, sympathy riots in Europe, for Greece break out in France, Denmark, Germany, and other countries.
[02:37:11.185 --> 02:37:17.149]  I think this is what they're concerned about, because if they devalue the dollar, there's some talk.
[02:37:17.769 --> 02:37:24.633]  Can you imagine the march on the Federal Reserve building here in Washington at this point where the Chairman's office is?
[02:37:24.633 --> 02:37:26.614]  It's right on Constitution Avenue.
[02:37:26.614 --> 02:37:30.476]  It's the office to the left of the main entryway.
[02:37:30.476 --> 02:37:38.640]  If I were Mr. Bernanke and I see what's going on in Greece, Europe, and other countries, I'd be casting a wary eye to the Constitution Avenue these days.
[02:37:38.860 --> 02:37:39.841]  Well, absolutely.
[02:37:39.841 --> 02:37:55.057]  A lot of trends forecasters like Gerald Cilente and others are saying that they believe that this is basically a orchestrated, as we've seen the IMF and World Bank in their own documents, brag that they cut off liquidity and implode economies.
[02:37:55.658 --> 02:38:05.643]  When they engineer the crisis, they then impose as the savior and then get the nations to accept basically nationalization of everything, which is then handed over to a select group of offshore banks.
[02:38:05.643 --> 02:38:12.207]  And we've now seen hundreds of news articles, including the Financial Times of London last Tuesday, saying, yes, it's a new world order.
[02:38:12.207 --> 02:38:13.407]  It's world government.
[02:38:13.407 --> 02:38:16.429]  You're going to buy your carbon credits from the banks.
[02:38:16.429 --> 02:38:18.110]  You're going to pay your taxes to the banks.
[02:38:18.690 --> 02:38:23.393]  Everything is going to be owned by these private banks, and the military is going to enforce it.
[02:38:23.393 --> 02:38:35.059]  I mean, they're openly admitting we've had a coup, and so whether you love Obama or hate him, you know, it's all a distraction, because the point is, he's keeping all the same people, whether he's a good guy or a bad guy, being neutral on it.
[02:38:36.059 --> 02:38:42.384]  Clearly he knows they're still in control, so he's leaving the same apparatus in there, and they're just continuing on down the road.
[02:38:42.384 --> 02:38:45.947]  Well, it's like this hedge fund guy, Bernie Madoff, up in New York.
[02:38:45.947 --> 02:38:49.010]  $50 billion Ponzi scheme, and their turn.
[02:38:49.010 --> 02:38:56.596]  First of all, the SEC did not investigate him, even though they received several tips that this guy was a criminal, they decided to look the other way.
[02:38:56.596 --> 02:38:58.998]  Well, the SEC chairman is former California
[02:38:59.458 --> 02:39:00.158]  We're good to go.
[02:39:21.369 --> 02:39:22.190]  I don't think so.
[02:39:41.698 --> 02:39:58.733]  So where do you see it going in the future, and then finish the question after you talk about where you see this going in the future, where your colleagues see this going in the future, with what exactly the two-thirds of the intelligence being gathered by private groups, what they're up to, and how there could ever be any oversight of that?
[02:39:59.688 --> 02:40:04.591]  Well, Hayden was the guy who really promoted this outsourcing in NSA.
[02:40:04.591 --> 02:40:11.454]  He had a couple of programs that got into cost overruns and were complete failures, but they were basically outsourcing programs.
[02:40:11.454 --> 02:40:13.936]  They were called Trailblazer and Groundbreaker.
[02:40:13.936 --> 02:40:16.457]  Just a big waste of money, but it did enrich his friends.
[02:40:17.017 --> 02:40:24.461]  In companies like SAIC and one particular company, Kaki, that's the company that was involved.
[02:40:24.461 --> 02:40:30.504]  You know, they were the ones who sued Randy Rhodes because she said, you know, these guys were involved in the torture in Iraq and they sued her.
[02:40:30.504 --> 02:40:31.385]  She won that suit.
[02:40:31.385 --> 02:40:33.146]  That was a frivolous lawsuit.
[02:40:33.146 --> 02:40:35.927]  It was a slap suit just to try to silence her.
[02:40:35.927 --> 02:40:41.250]  But anyway, Kaki had some interesting ties to the Israeli government.
[02:40:41.250 --> 02:40:42.171]  Now, the idea that
[02:40:42.791 --> 02:40:48.574]  A company like that could have its fingers inside the NSA, which is the Fort Knox of intelligence.
[02:40:48.574 --> 02:40:50.695]  They have all the intercepts, for example.
[02:40:50.695 --> 02:40:54.316]  It's just mind-boggling, and it's very, very worrisome.
[02:40:54.316 --> 02:41:06.602]  But we do know that Blackwater has a subsidiary, Total Information Systems, which is pushing this concept of privatized intelligence gathering, and they have a lot of people who like that idea.
[02:41:07.242 --> 02:41:17.831]  One in particular is the former Republican Chairman of the House Intelligence Committee, Peter Hoekstra from Michigan, who really championed this cause of private intelligence gathering.
[02:41:17.831 --> 02:41:24.316]  Now, since the Democrats took over the House, we don't hear much about that anymore, but don't worry, Hoekstra.
[02:41:24.996 --> 02:41:28.258]  He's now apparently going to run for governor of Michigan.
[02:41:28.258 --> 02:41:33.281]  He may have his eyes set on higher office, so here's a guy to keep a very close eye on.
[02:41:33.281 --> 02:41:36.383]  He promoted this privatization of intelligence.
[02:41:36.383 --> 02:41:45.449]  Of course, when you privatize it, Congress loses effective control over it, and so do the IGs and so do the auditors.
[02:41:45.449 --> 02:41:50.392]  Wayne, let's go to some phone calls now and see what the callers want to bring up.
[02:41:50.392 --> 02:41:52.113]  Let's talk to Tom in Illinois.
[02:41:52.113 --> 02:41:53.574]  Tom, you're on the air with Wayne Madsen.
[02:41:58.410 --> 02:42:00.351]  Yeah, you're on the air, Tom, if you'd like to talk.
[02:42:00.351 --> 02:42:03.173]  Okay, let's let him go.
[02:42:03.173 --> 02:42:04.854]  Let's talk to Leo in Mass.
[02:42:04.854 --> 02:42:05.814]  Leo, you're on the air.
[02:42:05.814 --> 02:42:11.158]  Hi, thanks for taking my call.
[02:42:11.158 --> 02:42:22.885]  With all the economic indicators we're getting now, I think our main feeling is, as in that old movie, we hear a failure to communicate.
[02:42:22.885 --> 02:42:24.746]  And so, I would like to see
[02:42:25.646 --> 02:42:33.372]  us uh... get together like a simple little ten point plan geared to people in the different living conditions i.e.
[02:42:33.372 --> 02:42:52.647]  city suburb country where we can individually in our own little way stop these suckers and uh... i'd like to see that i would like to see you know a bunch of you guys colonel roberts and others get together a plan and publicize it and have it up in the water coolers that will stop these guys cold really
[02:42:55.583 --> 02:42:58.024]  Well, you know, I've tried to get together everything I can.
[02:42:58.024 --> 02:42:59.545]  I'm doing about as much as I can.
[02:42:59.545 --> 02:43:02.927]  I've put out all sorts of plans and ideas and issues.
[02:43:02.927 --> 02:43:04.868]  How about we restore the Bill of Rights and Constitution?
[02:43:04.868 --> 02:43:17.935]  How about we bring the foreign owners of the Federal Reserve and the Bank of England to justice for engineering the derivative scam, the giant Ponzi scheme that they have set up en masse?
[02:43:17.935 --> 02:43:19.956]  How about we stop the warrantless wiretapping?
[02:43:19.956 --> 02:43:22.678]  And people say, oh, well, who cares if they spy on us without warrants?
[02:43:23.038 --> 02:43:30.385]  And then I explain to people, this is used to tyrannize the government itself and keep it in line, the watchers watching the watchers.
[02:43:30.385 --> 02:43:32.026]  This is designed to bring in tyranny.
[02:43:32.026 --> 02:43:33.948]  People go, well, tyranny's cute and funny.
[02:43:33.948 --> 02:43:35.129]  No, it's not cute and funny.
[02:43:35.129 --> 02:43:37.291]  It's about stealing your pension funds.
[02:43:37.291 --> 02:43:39.413]  It's about oppressing the general public.
[02:43:39.413 --> 02:43:43.136]  See, the public was partially sold that, oh, well, this is to fight Al-Qaeda.
[02:43:43.536 --> 02:43:46.177]  But again, historically, it's all directed at us.
[02:43:46.177 --> 02:43:52.061]  This is a foreign group, criminally raping and looting our entire society.
[02:43:52.061 --> 02:44:02.746]  And so we have to get back to our basic Bill of Rights, which is designed to protect us from falling into tyranny, which 99% of other countries and governments always go into.
[02:44:02.746 --> 02:44:05.888]  Look at Mexico, North Korea, Russia, China, all of them.
[02:44:06.428 --> 02:44:10.469]  And so again, liberty isn't just some quaint idea of goody two-shoes.
[02:44:10.469 --> 02:44:15.491]  I talk to troops and police who think it's, you know, breaking the rules, violating rights, or cute and funny.
[02:44:15.491 --> 02:44:23.533]  Those are there to protect you from very evil people getting in control, police, military, and wrecking your society forever.
[02:44:23.533 --> 02:44:25.454]  Wayne Madsen comments on solutions.
[02:44:26.294 --> 02:44:32.717]  Well, I'll tell you, we saw a lot of grassroots politics in this last presidential election.
[02:44:32.717 --> 02:44:39.001]  I think the fact that we got a lot of people who normally vote turned out, registered, voted.
[02:44:39.001 --> 02:44:43.623]  We saw a lot of people involved in the campaign.
[02:44:43.623 --> 02:44:46.345]  Not only Obama's campaign, but other campaigns.
[02:44:47.165 --> 02:44:49.086]  But, you know, what is that bias?
[02:44:49.086 --> 02:44:57.208]  In the end, you know, Obama's keeping Gates in as Secretary of Defense, keeping, you know, Mickey Payton as the CIA Director.
[02:44:57.208 --> 02:45:08.491]  I'm afraid that if that's the kind of grassroots politics, that's the results we get from grassroots politics all the time and effort and money that was spent on it, maybe that's not the solution.
[02:45:08.491 --> 02:45:11.552]  Maybe what the people in Greece are doing is the solution.
[02:45:12.079 --> 02:45:26.794]  Well, I mean, that's my whole point, is that once you have a military industrial complex that's bought and paid for by offshore financial criminals who are openly running global Ponzi schemes to not just gain all the wealth, but destroy any wealth they don't control, I mean, this is warfare.
[02:45:26.794 --> 02:45:30.057]  This is military financial conquest.
[02:45:30.057 --> 02:45:30.898]  We're being conquered.
[02:45:31.258 --> 02:45:48.363]  And then in case the people try to rightfully, as the Declaration of Independence states, get our government back by any means necessary, they're flaunting and shaking the military and police like a stick in our face, saying go ahead and start it, but historically if we do start it, we're probably going to kick their butt.
[02:45:48.363 --> 02:45:49.704]  But then that'll wreck the country.
[02:45:49.704 --> 02:45:52.404]  I mean, we have madmen going for broke.
[02:45:52.404 --> 02:45:53.225]  It's their nature.
[02:45:53.225 --> 02:45:54.045]  It's their instinct.
[02:45:54.605 --> 02:45:55.225]  Hey guys, how's it going?
[02:46:24.864 --> 02:46:33.589]  I had a quick question, not too specific, but I figured you guys would be the best to answer this.
[02:46:33.589 --> 02:46:45.095]  I've been studying a lot of the stuff you guys talk about and I find it all real interesting, real informative, and it's compelled me to make pretty drastic changes in my life.
[02:46:45.095 --> 02:46:47.957]  What I wanted to ask both of you guys is, do you ever
