[00:00:07.870 --> 00:00:09.311]  We did it!
[02:16:58.577 --> 02:17:02.701]  But again, this is another example of the violent, intolerant left that the media
[02:17:03.840 --> 02:17:13.633]  ...has given legitimacy to over the past year, has incited with this hysterical extremist rhetoric about how Donald Trump is literally Hitler.
[02:17:13.633 --> 02:17:16.977]  And we're going to have some more videos of that, probably in the next segment now.
[02:17:16.977 --> 02:17:18.059]  But what's the end game?
[02:17:19.588 --> 02:17:38.717]  Well, now they're out arguing that because Hillary Clinton won the popular vote, which isn't even true at this point, they haven't counted 8% of the vote which is largely in Republican areas, so by the end of this, when it's all wrapped up, Donald Trump could have won the popular vote anyway.
[02:17:38.717 --> 02:17:40.177]  But again, that's the mantra.
[02:17:40.177 --> 02:17:43.439]  This is directly from MoveOn.org, from George Soros.
[02:17:44.278 --> 02:17:54.925]  Oh, Hillary won the popular vote, therefore we need to put pressure on the Electoral College to change the rules of the game after the game has finished.
[02:17:54.925 --> 02:18:03.872]  They're literally trying to overturn the results of a free democratic election like some third world dictatorship.
[02:18:03.872 --> 02:18:06.754]  This is out of the New York Post.
[02:18:06.754 --> 02:18:09.836]  The one scenario that could still get Hillary into the White House.
[02:18:10.947 --> 02:18:23.060]  For diehard Democrats holding out hope that they won't have to live through a Trump presidency, God forbid, literally Hitler, there is a last incredibly long shot for them to latch onto a surprise twist in the Electoral College.
[02:18:23.060 --> 02:18:31.168]  And it basically talks about putting pressure on members of the Electoral College to not vote in line with how the states voted.
[02:18:31.869 --> 02:18:40.516]  In the presidential election, there are actually Tumblr websites, petitions, frothing SJWs everywhere devoted to this.
[02:18:40.516 --> 02:18:45.100]  They actually think they can overturn the results of a democratic election.
[02:18:45.100 --> 02:18:48.003]  These people are authoritarians, okay?
[02:18:48.003 --> 02:18:55.189]  They wouldn't be out of place in Venezuela or North Korea or Communist China.
[02:18:55.189 --> 02:18:57.411]  That's the spirit that runs through these people.
[02:18:59.104 --> 02:19:00.284]  There you see the meme.
[02:19:00.284 --> 02:19:04.706]  Claim Trump is going to destroy America as they go out and destroy America.
[02:19:04.706 --> 02:19:06.646]  Again, it's all reflection.
[02:19:06.646 --> 02:19:08.767]  It's all projection.
[02:19:08.767 --> 02:19:10.988]  What they accuse you of, they're doing.
[02:19:10.988 --> 02:19:12.768]  They're planning.
[02:19:12.768 --> 02:19:16.870]  They're trying to actually overturn the results of the Democratic election.
[02:19:16.870 --> 02:19:18.470]  We saw it with Brexit.
[02:19:18.470 --> 02:19:20.191]  Don't think this is not a threat, okay?
[02:19:21.856 --> 02:19:27.985]  17 million people in the United Kingdom, a majority in the vote of 52%, voted for Brexit.
[02:19:27.985 --> 02:19:31.410]  We were told beforehand the government will implement your vote.
[02:19:31.410 --> 02:19:32.152]  Look what happened.
[02:19:33.168 --> 02:19:38.132]  They got lawyers, they got political class insiders to take it to the High Court.
[02:19:38.132 --> 02:19:40.713]  Now it looks like it's going to go to a parliamentary vote.
[02:19:40.713 --> 02:19:42.635]  They're going to vote against it.
[02:19:42.635 --> 02:19:47.999]  They're going to annul the democratic will of the British people, or at least attempt to.
[02:19:47.999 --> 02:19:56.144]  And that's what leftists and social justice warriors, funded by billionaire elitist George Soros, are trying to do in the United States.
[02:19:56.144 --> 02:19:57.185]  We'll get into it after the break.
[02:19:57.185 --> 02:19:58.746]  This is the Alex Jones Show Live.
[02:19:58.746 --> 02:19:59.167]  Stay tuned.
[02:20:00.467 --> 02:20:05.248]  In these uncertain times, it makes sense to have a sustainable backup method to cook food and boil water.
[02:20:05.248 --> 02:20:11.130]  If your current plan includes using a fuel-burning stove or cooking over an open fire, then there's a much better way.
[02:20:11.130 --> 02:20:17.632]  The Minuteman Rocket Stove is a biomass-burning cooking stove that only requires small quantities of sticks and twigs for fuel.
[02:20:17.632 --> 02:20:21.613]  The Minuteman Stove is easy to use, smokeless, portable, powerful, and sustainable.
[02:20:21.673 --> 02:20:27.918]  For the finest in survival cooking stoves and fire starters made right here in the USA, go to MinuteManStove.com.
[02:20:27.918 --> 02:20:30.059]  That's MinuteManStove.com.
[02:20:30.059 --> 02:20:34.883]  KDArmor.com is your one-stop shop for the highest quality body armor, period.
[02:20:34.883 --> 02:20:38.946]  With packages starting at $169.99 and free shipping on every order.
[02:20:38.946 --> 02:20:40.687]  Why would you go anywhere else?
[02:20:40.687 --> 02:20:43.570]  KD offers rifle threat rated armor up to level 4.
[02:20:43.570 --> 02:20:45.331]  And now introducing Trauma Pads.
[02:20:45.331 --> 02:20:49.394]  Go to KDArmor.com and get your body armor today while you still can.
[02:20:49.574 --> 02:20:54.244]  Mention this ad and receive a free water filter for a limited time with any Body Armor package.
[02:20:54.244 --> 02:20:55.707]  Go to katiarmor.com.
[02:20:55.707 --> 02:20:57.812]  That's K-A-T-I-A-R-M-O-R.com.
[02:20:57.812 --> 02:20:58.814]  Come and take it!
[02:21:00.021 --> 02:21:01.402]  Hi, this is Ted Anderson.
[02:21:01.402 --> 02:21:06.107]  Investment Rarities, a 43-year-old company, has created the best silver offer ever.
[02:21:06.107 --> 02:21:06.827]  Get a U.S.
[02:21:06.827 --> 02:21:12.172]  Silver Eagle, Canadian Maple Leaf, Austrian Philharmonic, OPM Pure Bar, and Silver Round.
[02:21:12.172 --> 02:21:14.994]  Have all five for $99 postpaid.
[02:21:14.994 --> 02:21:15.795]  You heard me right.
[02:21:15.795 --> 02:21:17.977]  Five ounces of silver below cost.
[02:21:17.977 --> 02:21:19.278]  No credit card fees.
[02:21:19.278 --> 02:21:19.899]  Free shipping.
[02:21:20.259 --> 02:21:25.745]  Just $99 and you'll have a great start on what it takes to survive even the worst economic storm.
[02:21:25.745 --> 02:21:31.532]  Act now and receive Jim Cook's exclusive paper explaining how it's possible to make a fortune in silver today.
[02:21:31.532 --> 02:21:33.134]  Don't miss this opportunity.
[02:21:33.134 --> 02:21:33.414]  Call 800-328-1860.
[02:21:35.757 --> 02:21:39.558]  Read how the above-ground supply of silver has dropped below even gold.
[02:21:39.558 --> 02:21:41.099]  The secret is being suppressed.
[02:21:41.099 --> 02:21:43.319]  The price could explode at any time.
[02:21:43.319 --> 02:21:44.019]  Call today at 800-328-1860.
[02:21:44.019 --> 02:21:45.140]  Get 5 ounces of silver for only $99.
[02:21:45.140 --> 02:21:47.401]  Find them on the web at InvestmentRarities.com or call 800-328-1860.
[02:21:47.401 --> 02:21:48.401]  Call now before it's too late.
[02:21:48.401 --> 02:21:48.441]  800-328-1860.
[02:22:00.322 --> 02:22:01.122]  My name is Liam.
[02:22:01.122 --> 02:22:01.782]  I'm 41.
[02:22:01.782 --> 02:22:04.643]  I've been using One World Way for two and a half years now.
[02:22:04.643 --> 02:22:08.904]  I suffered a bulged L4 and L5 disc from a car accident three years ago.
[02:22:08.904 --> 02:22:16.846]  And since that time, I've been unable to walk long distances, do any minor lifting, or just normal activities with my children without having severe back pain.
[02:22:16.846 --> 02:22:22.948]  Since I've started using One World Way, I've been able to walk more, engage in activities with my children, and have less lower back pain.
[02:22:23.428 --> 02:22:27.871]  One World Whey has helped me regain back my strength, confidence, and have a healthier life.
[02:22:27.871 --> 02:22:33.694]  I've noticed a weight loss of about 20 pounds, my A1C dropped two points, and I have more energy now.
[02:22:33.694 --> 02:22:36.336]  One World Whey has helped me regain back my life.
[02:22:36.336 --> 02:22:43.140]  The results for clients on One World Whey have surpassed the results for most any other supplements as well as all other whey protein powders.
[02:22:43.140 --> 02:22:45.762]  One World Whey is non-denatured and frequency encoded.
[02:22:45.922 --> 02:22:50.684]  We believe the frequency encoding increases your body's production of glutathione and energy production.
[02:22:50.684 --> 02:22:56.186]  Call 888-988-3325 or visit OneWorldWay.com.
[02:22:56.186 --> 02:22:59.307]  That's OneWorldWay.com.
[02:22:59.307 --> 02:23:02.908]  Winter has just begun, and are you already tired of being cold?
[02:23:02.908 --> 02:23:05.269]  How would you like to never be cold again?
[02:23:05.269 --> 02:23:11.371]  This is Dale with Fortress Clothing, and I'm here to tell you, you will never be cold again with Fortress.
[02:23:12.119 --> 02:23:22.006]  If you're tired of freezing your butt off, elk hunting, sitting in a tree stand deer hunting, winter camping, fishing, ice fishing, no longer fear the cold.
[02:23:22.006 --> 02:23:26.029]  If you snowmobile, ski, snowboard, get Fortress.
[02:23:26.029 --> 02:23:32.674]  Sledding with the kids, shoveling the walks, shopping, or if you or your spouse get cold feet at home, get Fortress.
[02:23:32.674 --> 02:23:41.040]  If you're stuck outside working in the cold, or find yourself in an emergency situation, get our winter bug out bag, and you will never be cold again.
[02:23:41.540 --> 02:23:45.703]  Fortress is the answer, so quit complaining and go to FortressClothing.com.
[02:23:45.703 --> 02:23:48.886]  It's a mid-layer garment that goes with anything you want to wear.
[02:23:48.886 --> 02:23:52.969]  Enter coupon code RADIO and get 20% off any item.
[02:23:52.969 --> 02:23:55.251]  Go now while we still have inventory.
[02:23:55.251 --> 02:24:01.396]  FortressClothing.com.
[02:24:01.396 --> 02:24:08.942]  The preacher man says it's the end of time In the Mississippi River she's a-goin' dry
[02:24:15.743 --> 02:24:21.328]  Martin Luther King once said, a riot is the language of the unheard.
[02:24:21.328 --> 02:24:25.891]  Well now it's just the language of butthurt losers and criminal thugs.
[02:24:25.891 --> 02:24:29.874]  We've seen more riots last night, we'll see more riots tonight, and this is the end game.
[02:24:29.874 --> 02:24:32.756]  This is what Michael Moore is calling for as well, which we'll get on to.
[02:24:33.777 --> 02:24:42.425]  They're trying to argue that because Hillary won the popular vote, which for one they haven't counted 8% of the results, that's not even known yet.
[02:24:42.425 --> 02:24:52.835]  Number two, she won 47% of the vote, so the majority of Americans who voted did not vote for Hillary Clinton, whichever way you want to splice it.
[02:24:53.576 --> 02:25:04.472]  They're trying to argue that they can go to the Electoral College and put pressure on these people to overturn the fair and free results of a democratic election.
[02:25:04.472 --> 02:25:07.357]  What does that tell you about these people?
[02:25:08.248 --> 02:25:14.613]  Again, would they have whined if Trump had won the popular vote but Hillary had won the election?
[02:25:14.613 --> 02:25:16.175]  Would they have complained about that?
[02:25:16.175 --> 02:25:23.200]  No, they wouldn't have said a damn word because they want to change the rules of the game after they've already lost the game.
[02:25:23.200 --> 02:25:26.643]  I mean, it's like in American football.
[02:25:26.643 --> 02:25:33.049]  I mean, you can't argue that a field goal should have been worth six points after you've already lost the game.
[02:25:33.049 --> 02:25:34.230]  It doesn't work like that.
[02:25:34.943 --> 02:25:35.724]  You lost.
[02:25:35.724 --> 02:25:37.545]  You knew the rules of the game going in.
[02:25:37.545 --> 02:25:38.305]  You lost.
[02:25:38.305 --> 02:25:39.186]  Accept it.
[02:25:39.186 --> 02:25:39.986]  Move on.
[02:25:39.986 --> 02:25:49.033]  But they're not going to accept it because these people are violent, hateful, intolerant, authoritarian thugs controlled from the very top.
[02:25:49.033 --> 02:25:50.314]  This is not organic.
[02:25:50.314 --> 02:25:51.695]  This is moveon.org.
[02:25:51.695 --> 02:26:00.461]  This is, again, the so-called anarchists doing the bidding of a billionaire, globalist, elitist in George Soros.
[02:26:01.061 --> 02:26:05.022]  How does that reconcile with them claiming to be anarchists?
[02:26:05.022 --> 02:26:06.323]  It doesn't!
[02:26:06.323 --> 02:26:11.104]  If Hillary Clinton had won, would all these anarchists and communists be out on the streets right now?
[02:26:11.104 --> 02:26:13.005]  No, they wouldn't!
[02:26:13.005 --> 02:26:18.867]  Yet she's the ultimate Wall Street insider, the ultimate embodiment of the political class.
[02:26:18.867 --> 02:26:21.548]  Would they have been out on the street protesting her election?
[02:26:21.548 --> 02:26:22.368]  No way!
