[00:00.000 --> 00:01.600]  We've got it, Dada.
[1:57:30.600 --> 1:57:34.840]  fast and furious hearings. That's where all this came from. The media just chose the gun running
[1:57:34.840 --> 1:57:40.280]  part where they're allowed to ship cocaine in eight federal agencies are ordered to go along with it.
[1:57:41.080 --> 1:57:46.120]  And then they ship guns out. This is a criminal government. Now, now I'm going to briefly get
[1:57:46.120 --> 1:57:49.800]  into the CFR. We're about to go to break and come back, but I just noticed you're part of the
[1:57:49.800 --> 1:57:55.000]  community, the committee on foreign relations. Yeah, yeah, which is always, I guess, briefly
[1:57:55.000 --> 1:57:58.920]  tell us what that is, then we'll come back. Yeah, this is just, this is something I was invited
[1:57:58.920 --> 1:58:02.440]  to join. I didn't seek it out. I have some very good friends that, that participate in the very
[1:58:02.440 --> 1:58:07.560]  conservative friends and, and folks with that have served their country honorably and, and, and
[1:58:07.560 --> 1:58:12.440]  long standing. So I joined because my friends had invited me into this. I don't know if there's a
[1:58:12.440 --> 1:58:18.280]  particular plot of to, to, to bring somebody's conservators me in to try to do, to course me
[1:58:18.280 --> 1:58:22.360]  or not. I don't think that's the case. Although I have to look at it and see everybody in this
[1:58:22.360 --> 1:58:27.000]  group is, is, is, is an incredibly, incredibly liberal person. Hold on. Stay there. I'm sorry
[1:58:27.000 --> 1:58:32.200]  to interrupt you. The Daily Caller is reporting. It's up at drudgereport.com. Correcting the
[1:58:32.200 --> 1:58:38.200]  ferry trail, a SEALS account of how some of them really died. They're saying the official stories
[1:58:38.200 --> 1:58:51.720]  are total lies. Stay with us. You are listening to GCN. Visit GCNLive.com today.
[1:58:55.480 --> 1:59:02.280]  Terany is here. The grim future foretold in 1984 has become reality. It really says that the state
[1:59:02.280 --> 1:59:07.240]  is God. The United States is now recognized globally as one of the most oppressive police
[1:59:07.240 --> 1:59:13.320]  states on earth. This film conclusively proves the existence of a secret network of FEMA camps
[1:59:13.320 --> 1:59:18.760]  now being expanded nationwide. This documentary exposes how the continuity of government program
[1:59:18.760 --> 1:59:23.880]  has established an old powerful shadow state. Police State 4 chronicles the sickening depth to
[1:59:23.880 --> 1:59:29.880]  which our republic has fallen. Prepare to enter the secret of world of emergency dictatorship.
[1:59:29.880 --> 1:59:35.800]  Body scanners, sound cameras, citizen spies, staged terror and cameras on every street corner.
[1:59:35.800 --> 1:59:41.320]  It's only the beginning of the new world order's hellish plan. The police state isn't coming.
[1:59:41.320 --> 1:59:48.200]  It's here. Secure your copy today at infowars.com or see it online in the highest quality at
[1:59:48.200 --> 2:00:06.760]  prisonplanet.tv. Waging war on corruption, Alex Jones on the GCN radio network. Big brother,
[2:00:07.400 --> 2:00:15.880]  mainstream media, government cover-ups. You want answers? Well, so does he. He's Alex Jones
[2:00:15.880 --> 2:00:22.360]  on the GCN radio network. And now, live from Austin, Texas, Alex Jones.
[2:00:26.120 --> 2:00:31.640]  I'll tell you what. Dan Kofall is our guest. I was getting in the council on farm relations
[2:00:31.640 --> 2:00:36.280]  because he's part of the committee on farm relations, which is sub-regional groups of it,
[2:00:36.280 --> 2:00:40.200]  but his friend is his business partner, who is a member of the CFR, got him into it. He said,
[2:00:40.200 --> 2:00:44.840]  tell us something about the CFR, some of his view on it, what it's really up to.
[2:00:44.840 --> 2:00:49.320]  And I promise we'll get to your phone calls coming up in the middle of the next segment.
[2:00:49.320 --> 2:00:54.920]  But, Dan, we're also going to get into the Italian debt crisis. Ron Paul, where you see this
[2:00:54.920 --> 2:01:01.560]  country's going, all the urban warfare training going on for U.S. cities collapsing. Let's get
[2:01:01.560 --> 2:01:06.200]  into the CFR, though, a little bit, the next segment. Right now, let's get into some of those
[2:01:06.200 --> 2:01:11.160]  other areas you were raising. All right. You want, well, we can talk a little bit about the,
[2:01:11.160 --> 2:01:15.880]  if you're under the Italian debt crisis, that is something that is actually bubbling to the
[2:01:15.880 --> 2:01:21.400]  top right now. And there's a reason gold went up as much as it has today. You've got Berlusconi,
[2:01:21.400 --> 2:01:26.680]  who may or may not stay on as prime minister. Italy's debt problem is the biggest debt problem
[2:01:26.680 --> 2:01:32.760]  in all of Europe. And anytime somebody says that Europe's debt problem won't migrate to the U.S.,
[2:01:32.760 --> 2:01:37.640]  it's absolutely wrong. Italy's debt problem is four to five times the problem of Spain,
[2:01:37.640 --> 2:01:43.400]  and Spain was 10 times the problem of Greece's. So, when you've got a financial situation in
[2:01:43.400 --> 2:01:48.440]  Europe right now that there is no real solution for, you saw the, you come out last week and say,
[2:01:48.440 --> 2:01:53.320]  we've got a trillion-four solution. One, and the markets rallied 400 points. Great, great,
[2:01:53.320 --> 2:01:57.960]  great, 800 points, 300 points the next day. Only problem is they never told anybody they
[2:01:57.960 --> 2:02:03.080]  didn't know how to fund it. And so, you're seeing problems in Europe that are absolutely migrating
[2:02:03.080 --> 2:02:09.560]  our way. And I think the U.S. is preparing for a major financial problem in the United States.
[2:02:09.560 --> 2:02:15.800]  And they'll be looking toward some sort of a national emergency in the U.S. because
[2:02:15.800 --> 2:02:18.760]  you're not going to be able to stop it. The only way you could possibly stop any of this
[2:02:18.760 --> 2:02:23.240]  is for the Federal Reserve to turn on the printing presses for everybody to turn on the
[2:02:23.240 --> 2:02:27.560]  printing presses worldwide. And all you'll do is delay the inevitable. And that's why I always say
[2:02:27.560 --> 2:02:32.360]  you don't have to worry about deflation. And the thing with deflation worldwide, we always hear
[2:02:32.360 --> 2:02:36.520]  that it's going to be terrible. Prices are going to go down. No, it's not. But the two things you
[2:02:36.520 --> 2:02:41.320]  can bank on, genetically speaking, is that politicians spend and central bankers print.
[2:02:41.320 --> 2:02:45.320]  It's in their DNA. They can't help themselves. You won't have deflation. Central bankers will
[2:02:45.320 --> 2:02:48.760]  turn on the tap and you will see hyperinflation. You're going to see that in Europe when they
[2:02:48.760 --> 2:02:53.480]  start to try to do this $1.4 trillion bailout. And that won't even take care of Italy.
[2:02:54.040 --> 2:02:59.720]  So, the problem is there. You can't get rid of it. It's a matter of when you decide to turn
[2:02:59.720 --> 2:03:05.000]  on the printing presses. QE3 is the only reason Bernanke has not gotten into QE3 yet
[2:03:05.000 --> 2:03:08.200]  is because he's waiting for the right time to have the greatest effect. He's waiting for more
[2:03:08.200 --> 2:03:12.200]  turmoil. And then he'll step to the plate and start printing as everybody else with the printing
[2:03:12.200 --> 2:03:17.800]  press will. So, boy, I'll tell you, if anything were more obvious to me, I don't know what it would be.
[2:03:20.360 --> 2:03:26.600]  What's your time frame on things really being hardcore depression, not just sliding into depression?
[2:03:26.600 --> 2:03:32.920]  Well, I think you'll see hyperinflation first. And even some of the listeners on our show are
[2:03:32.920 --> 2:03:37.400]  just like your listeners. Great listeners, really in tune. But I don't think they realize how fast
[2:03:37.400 --> 2:03:43.480]  hyperinflation can occur. Hyperinflation can occur in a matter of days, not months, not years.
[2:03:43.480 --> 2:03:47.800]  And all it takes is for somebody to say, I'm selling dollars. I don't want dollars.
[2:03:48.680 --> 2:03:53.320]  That's the rush towards the exit. Yeah, that's right. And it isn't so much that all of a sudden
[2:03:53.320 --> 2:03:57.560]  things, you know, things, they start to hooch up in prices. It will be that the dollar isn't worth
[2:03:57.560 --> 2:04:02.600]  the dollar. Listen, I've talked to family friends when they go to Europe now for two years, they
[2:04:02.600 --> 2:04:08.600]  don't want dollars. That's right. That is exact. There are fewer. I talked to another good friend
[2:04:08.600 --> 2:04:13.960]  of mine who is runs an asset management business. We always talk about liquidity. And we talk about
[2:04:13.960 --> 2:04:18.520]  the he talks about the dollar being the most liquid asset in the world. I said, it isn't
[2:04:18.520 --> 2:04:22.200]  because an ounce of gold, I can take anywhere in the world and somebody will give me something for
[2:04:22.200 --> 2:04:25.720]  a dollar. There are plenty of places in the world where nobody wants the dollar. The problem we're
[2:04:25.720 --> 2:04:29.160]  going to have in America is when the number of those places around the world not wanting the
[2:04:29.160 --> 2:04:33.800]  dollar began to increase. And there's some point there's a tipping point where the next dollar
[2:04:33.800 --> 2:04:41.640]  off of that printing press nobody wants. All right, Dan co follows our guest. We're going to come
[2:04:41.640 --> 2:04:46.040]  back briefly talk about the CFR, get into what hyperinflation looks like. We had an article a
[2:04:46.040 --> 2:04:51.400]  few months ago showing all the different currencies from hyperinflation. Perhaps we'll show that for
[2:04:51.400 --> 2:04:56.520]  prison planet dot TV viewers and posted everybody else at infoworks.com. And I promise we'll get
[2:04:56.520 --> 2:05:00.920]  to all your phone calls and a lot more straight ahead. Stay weather. Let's cut some breaking this
[2:05:01.800 --> 2:05:07.240]  when you're out on the road. The last place you want to be is on the road.
[2:05:08.440 --> 2:05:14.360]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets. There's a place
[2:05:14.360 --> 2:05:24.760]  down in Tennessee where they make blue diamond gusset jeans. They so pride in every stitch.
[2:05:26.440 --> 2:05:34.280]  Guarantee you love the way they fit. They put a diamond gusset in the crotch where you need it
[2:05:34.280 --> 2:05:44.520]  most. Blue diamond gussets got it. Others don't. We turned jeans inside out diamond gusset jeans
