[00:00.000 --> 00:02.000]  Assume, impeach him.
[02:32:14.240 --> 02:32:19.520]  injections and adenosylcobalamin secret 12 is simply taken by mouth right on the tongue and
[02:32:19.520 --> 02:32:25.440]  then swallowed no needles no injections secure your revolutionary secret 12 formula right now
[02:32:25.440 --> 02:32:32.960]  at infowarslife.com or call 888-253-3139 brain forces here ladies and gentlemen i've been on
[02:32:32.960 --> 02:32:37.280]  this the last few months you probably notice i've been more focused less brain fog more energy and
[02:32:37.280 --> 02:32:41.680]  it's because of brain force there's always hidden additives in your food even organic food has hidden
[02:32:41.680 --> 02:32:45.600]  additives staring at the computer all day working doing good you're still damaging your brain
[02:32:45.600 --> 02:32:48.960]  ultimately we've all been dumbed down to some degree it doesn't have stimulus it doesn't have
[02:32:48.960 --> 02:32:54.000]  garbage in it it has natural things that do it clean you will find brain force and other game
[02:32:54.000 --> 02:33:13.120]  changing products at infowarslife.com or call 888-253-3139 this is our land
[02:33:13.120 --> 02:33:27.520]  these are our people the workers the strikers the builders these are our people
[02:33:29.520 --> 02:33:38.640]  who are they they are the dark armies the dark murdering armies was only honorable
[02:33:38.640 --> 02:33:44.080]  the answer to 1984
[02:34:00.400 --> 02:34:05.440]  we're live broadcasting worldwide we have an hour and a half left in the worldwide broadcast
[02:34:05.440 --> 02:34:09.600]  rob do's going to be hosting the fourth hour of overdrive cover the latest breaking news and get
[02:34:09.600 --> 02:34:16.960]  into a merc whistleblower is going to be joining him this whistleblower has made international
[02:34:16.960 --> 02:34:22.800]  headlines exposing what they knew vaccines were really doing this is bombshell information i suggest
[02:34:22.800 --> 02:34:28.320]  you tape this i suggest you download this live transmission and you share it with your friends
[02:34:28.320 --> 02:34:33.520]  and family that have been told there's no problem with vaccines that they're safe and effective
[02:34:33.520 --> 02:34:37.920]  this is going to be some key intel coming up in the fourth hour he's going to cover some other news
[02:34:37.920 --> 02:34:43.920]  as well that's half of the fourth hour we'll be with that whistleblower rob do infowars nightly
[02:34:43.920 --> 02:34:49.360]  news director hosting the fourth hour paul watson hosted the nightly news last night it was extremely
[02:34:49.360 --> 02:34:54.320]  powerful i'm going to try to recap what i covered in the first hour paul watson's doing a big article
[02:34:54.320 --> 02:34:59.120]  on it right now i'm going to then work with him some this evening as well on a piece for tomorrow
[02:34:59.120 --> 02:35:05.520]  it's great to have paul watson here uh in austin with us and i go back to england next week he
[02:35:05.520 --> 02:35:12.480]  is going to be covering a monsanto march in dc um with his girlfriend this weekend uh up in dc
[02:35:12.480 --> 02:35:18.080]  she's she's over visiting on on work in dc so he's gonna rendezvous with her have a little play
[02:35:18.080 --> 02:35:22.880]  and a little work all at the same time that that makes sure jack's on a dull boy doesn't it uh so
[02:35:22.880 --> 02:35:32.880]  that is coming up but rob do in the fourth hour today now before we go any further uh and i get
[02:35:32.880 --> 02:35:38.160]  into this and play these clips we haven't gotten to yet i just want to remind listeners that we've
[02:35:38.160 --> 02:35:47.600]  got some exciting news supermail volatility that is a concentrated organic cold pressed herbs and
[02:35:47.600 --> 02:35:55.440]  then key compounds to trigger the herbs that doesn't mimic testosterone what it does is it gets your
[02:35:55.440 --> 02:36:01.920]  body or to dr grips research to get your naturally to release more key hormones now that's what we
[02:36:01.920 --> 02:36:06.720]  believe it's doing all i know is you can try it for yourself these are well-known herbs associated
[02:36:06.720 --> 02:36:11.840]  with male vitality with stamina with energy with i'll just tell you quite frankly the first thing
[02:36:11.840 --> 02:36:18.800]  i noticed uh because group was jokin around about it and i took it one day and the next morning was
[02:36:18.800 --> 02:36:23.600]  like uh wow you know am i 20 years old again and i'm just not trying to get graphic here it's just
[02:36:23.600 --> 02:36:31.360]  it's it's the real deal it's the real deal and you can read the rave reviews at info wars life
[02:36:31.360 --> 02:36:39.040]  dot com we have links to third party review uh sites that go over all of that we're also running a
[02:36:39.040 --> 02:36:42.960]  bunch of specials we like to have specials every week i've got to say this week's specials are
[02:36:42.960 --> 02:36:52.320]  particularly wide spectrum 20 off secret 12 vitamin b12 sublingual under the tongue drops
[02:36:54.400 --> 02:37:05.360]  we also have 10 off and free shipping on water filters and we have 10 off and free shipping
[02:37:05.360 --> 02:37:11.520]  on storable food and to do free shipping on storable food is a big big deal because it's
[02:37:11.520 --> 02:37:17.760]  obviously heavy and that's info wars select dot com powered by my patriot supply we have my patriot
[02:37:17.760 --> 02:37:23.200]  supply right next in for select exact same food packaged at the same time they got their factory
[02:37:23.200 --> 02:37:29.200]  going where this stuff's like a week old it lasts 25 years it's totally sealed inside these big
[02:37:29.200 --> 02:37:34.720]  vacuum packed plastic containers and then sub containers within it they've got the best packaging
[02:37:34.720 --> 02:37:39.920]  the highest quality food and it is some of the most competitive cheap crud cost as much as this
[02:37:41.120 --> 02:37:46.960]  that people totally discount this is quality food a lot of calories what i chose for my family
[02:37:46.960 --> 02:37:49.840]  doing a lot of research because i could have three or four storeable foods companies here
[02:37:50.560 --> 02:37:54.960]  and i just won't have the bad mojo the bad karma whatever you want to call it and i know in hinduism
[02:37:54.960 --> 02:37:58.960]  there's those things bad karma it's just karma i don't really believe you reap what you so let's
[02:37:58.960 --> 02:38:06.800]  use a bible allegory i am a superstitious person i will not screw anybody over in fact even my
[02:38:06.800 --> 02:38:10.960]  enemies now i just expose them and try to fight the big enemies little enemies i just let them
[02:38:10.960 --> 02:38:15.680]  attack me because i just feel sorry for them they're such fallen weak pathetic people um
[02:38:15.680 --> 02:38:19.440]  i'm not bragging sin i'm some great guy it's just that's why i've been so blessed i know is that
[02:38:20.640 --> 02:38:27.120]  i don't try to do people right because of that metaphysical rule i am just like that to begin
[02:38:27.120 --> 02:38:31.280]  with but even if you were a bad person you wouldn't want to screw people over because it comes back
[02:38:31.280 --> 02:38:35.280]  on you i know that's all i'm telling you and people don't seem to understand that they just
[02:38:35.280 --> 02:38:39.840]  don't seem to know that what i'm saying is whether it's our nutraceuticals or whether it's storeable
[02:38:39.840 --> 02:38:45.120]  food or whether it's water filtration systems we try to bring in the very best and and if something
[02:38:45.120 --> 02:38:51.600]  better for the price than propure g2 comes out and is the same price or just a little bit more
[02:38:51.600 --> 02:38:58.320]  i'm going to advertise that i found some filters that i think are as good as the g2 system
[02:38:59.040 --> 02:39:03.520]  and are comparable price so i'm going to be adding those in the next week next week
[02:39:05.360 --> 02:39:09.920]  to the site i mean it's like we got like eight or nine this is more than that now companies of
[02:39:09.920 --> 02:39:18.640]  non-gmo high quality heirloom seats and we've got just a whole bunch of companies there and we get
[02:39:18.640 --> 02:39:23.680]  the lowest prices in contracts with folks because i want to be the info war seed center i want to
[02:39:23.680 --> 02:39:28.480]  sell the widest variety of high quality seeds the lowest price that we can legally give you
[02:39:29.200 --> 02:39:35.120]  by legally and you have to sign contracts because we'll go so low that we're so competitive so info
[02:39:35.120 --> 02:39:40.560]  war store dot com info wars life dot com a lot of different specials right now if you missed any
