[00:00.000 --> 00:02.000]  You've got it
[01:17:33.360 --> 01:17:35.360]  and here's the best part
[01:17:35.360 --> 01:17:37.360]  in the survival seed bank
[01:17:37.360 --> 01:17:39.360]  go through strict germination testing
[01:17:39.360 --> 01:17:41.360]  so you can be confident you're not buying old seeds
[01:17:41.360 --> 01:17:43.360]  give a survival seed bank this Christmas
[01:17:43.360 --> 01:17:45.360]  by going to survivalseedbank.com
[01:17:45.360 --> 01:17:47.360]  that's survivalseedbank.com
[01:17:47.360 --> 01:17:49.360]  or you can call
[01:17:49.360 --> 01:17:51.360]  877-327-0365
[01:17:51.360 --> 01:17:53.360]  to give the gift
[01:17:53.360 --> 01:17:55.360]  that produces an ongoing supply
[01:17:55.360 --> 01:18:05.360]  of life sustaining food
[01:18:25.360 --> 01:18:27.360]  in fact
[01:18:27.360 --> 01:18:29.360]  Barron's called his work
[01:18:29.360 --> 01:18:31.360]  a dire prophecy
[01:18:31.360 --> 01:18:33.360]  recently he created a video
[01:18:33.360 --> 01:18:35.360]  which you can watch online for free
[01:18:35.360 --> 01:18:37.360]  detailing his biggest and most important prediction yet
[01:18:37.360 --> 01:18:39.360]  and it's a real eye opener
[01:18:39.360 --> 01:18:41.360]  I can't stress this enough
[01:18:41.360 --> 01:18:43.360]  you should at least watch this free video online today
[01:18:43.360 --> 01:18:45.360]  he explains everything you need to know
[01:18:45.360 --> 01:18:47.360]  including simple steps you can take to protect yourself
[01:18:47.360 --> 01:18:49.360]  you can find the video at
[01:18:49.360 --> 01:18:51.360]  www.EndOfAmerica3.com
[01:18:51.360 --> 01:18:53.360]  that's End of America
[01:18:53.360 --> 01:18:55.360]  3.com
[01:18:55.360 --> 01:18:57.360]  watch the free video at
[01:18:57.360 --> 01:18:59.360]  www.EndOfAmerica3.com
[01:18:59.360 --> 01:19:01.360]  that's EndOfAmerica3.com
[01:19:01.360 --> 01:19:03.360]  Hi folks this is Alex Jones
[01:19:03.360 --> 01:19:05.360]  and I want to tell you about the Silver Lungs Generator
[01:19:05.360 --> 01:19:07.360]  now you can produce pure
[01:19:07.360 --> 01:19:09.360]  and endless colloidal silver
[01:19:09.360 --> 01:19:11.360]  and deliver the solution directly into the bloodstream
[01:19:11.360 --> 01:19:13.360]  by breathing the solution through the lungs
[01:19:13.360 --> 01:19:15.360]  the respiratory system
[01:19:15.360 --> 01:19:17.360]  is the first line of defense for airborne pathogens
[01:19:17.360 --> 01:19:19.360]  and viruses
[01:19:19.360 --> 01:19:21.360]  the Silver Lungs Generator
[01:19:21.360 --> 01:19:23.360]  the respiratory system
[01:19:23.360 --> 01:19:25.360]  with your self produced nano silver solutions
[01:19:25.360 --> 01:19:27.360]  and also delivers
[01:19:27.360 --> 01:19:29.360]  the silver nano particles
[01:19:29.360 --> 01:19:31.360]  instantly into the bloodstream
[01:19:31.360 --> 01:19:33.360]  with continued legislation threatening the sale
[01:19:33.360 --> 01:19:35.360]  of nano silver products
[01:19:35.360 --> 01:19:37.360]  you can now produce pure and endless colloidal silver
[01:19:37.360 --> 01:19:39.360]  with the Silver Lungs Generator
[01:19:39.360 --> 01:19:41.360]  very easy to follow
[01:19:41.360 --> 01:19:43.360]  step by step instructions are provided
[01:19:43.360 --> 01:19:45.360]  making production fast and simple
[01:19:45.360 --> 01:19:47.360]  go to www.SilverLungs.com
[01:19:47.360 --> 01:19:49.360]  today
[01:19:49.360 --> 01:19:51.360]  and learn more about the breakthrough technology
[01:19:51.360 --> 01:19:53.360]  of the Silver Lungs Generator
[01:19:53.360 --> 01:19:55.360]  that's www.SilverLungs.com
[01:20:01.360 --> 01:20:03.360]  coast to coast
[01:20:03.360 --> 01:20:05.360]  direct from Austin
[01:20:05.360 --> 01:20:07.360]  you're listening to the Alex Jones Broadcasting Network
[01:20:13.360 --> 01:20:15.360]  everybody knows
[01:20:15.360 --> 01:20:21.360]  the dice are loaded
[01:20:21.360 --> 01:20:23.360]  everybody knows that the dice are loaded
[01:20:23.360 --> 01:20:25.360]  everybody rolls
[01:20:25.360 --> 01:20:27.360]  with their fingers crossed
[01:20:27.360 --> 01:20:29.360]  everybody knows
[01:20:29.360 --> 01:20:31.360]  the war is over
[01:20:31.360 --> 01:20:33.360]  everybody knows
[01:20:33.360 --> 01:20:35.360]  the good guys lost
[01:20:35.360 --> 01:20:37.360]  good guys lost
[01:20:37.360 --> 01:20:39.360]  everybody knows
[01:20:39.360 --> 01:20:41.360]  the fight was fixed
[01:20:41.360 --> 01:20:43.360]  the poor stay poor
[01:20:43.360 --> 01:20:45.360]  the rich get rich
[01:20:45.360 --> 01:20:47.360]  that's how it goes
[01:20:47.360 --> 01:20:49.360]  and everybody knows
[01:20:49.360 --> 01:20:51.360]  everybody knows
[01:20:51.360 --> 01:20:53.360]  everybody doesn't know though
[01:20:53.360 --> 01:20:55.360]  they don't understand there's different types
[01:20:55.360 --> 01:20:57.360]  of rich people
[01:20:57.360 --> 01:20:59.360]  there are the ultra rich
[01:20:59.360 --> 01:21:01.360]  that are collectivists
[01:21:01.360 --> 01:21:03.360]  that use government to consolidate power
[01:21:03.360 --> 01:21:05.360]  and shut down their competition
[01:21:05.360 --> 01:21:07.360]  there's the middle class that just wants to be left alone
[01:21:07.360 --> 01:21:09.360]  and there's the hard working
[01:21:09.360 --> 01:21:11.360]  underclass blue collar
[01:21:11.360 --> 01:21:13.360]  that wants to make it into the middle class
[01:21:13.360 --> 01:21:15.360]  and then you've now got the giant
[01:21:15.360 --> 01:21:17.360]  welfare dependent class
[01:21:17.360 --> 01:21:19.360]  that doesn't know what planet they're on in many cases
[01:21:19.360 --> 01:21:21.360]  and thinks that anybody with a dollar
[01:21:21.360 --> 01:21:23.360]  more than them are the rich guys
[01:21:23.360 --> 01:21:25.360]  and they'll vote to take guns
[01:21:25.360 --> 01:21:27.360]  to bring in socialism
[01:21:27.360 --> 01:21:29.360]  whatever as long as they get some money
[01:21:29.360 --> 01:21:31.360]  and that's where we stand
[01:21:31.360 --> 01:21:33.360]  okay I'm going to go to your phone calls
[01:21:33.360 --> 01:21:35.360]  but I've tried my best today to sit here and warn you
[01:21:35.360 --> 01:21:37.360]  I mean here's even
[01:21:37.360 --> 01:21:39.360]  MSNBC
[01:21:39.360 --> 01:21:41.360]  that bill
[01:21:41.360 --> 01:21:43.360]  it says it D indexes by search engines
[01:21:43.360 --> 01:21:45.360]  blocks internet service providers
[01:21:45.360 --> 01:21:47.360]  black balls payment
[01:21:47.360 --> 01:21:49.360]  black balls people being able to even be on the internet
[01:21:51.360 --> 01:21:53.360]  shuts down free speech
[01:21:53.360 --> 01:21:55.360]  shuts down even proxy servers
[01:21:55.360 --> 01:21:57.360]  and allows the pentagon to run it all
[01:21:57.360 --> 01:21:59.360]  the pentagon running our lives
[01:21:59.360 --> 01:22:01.360]  what happens to every third world country
[01:22:01.360 --> 01:22:03.360]  the military takes over
[01:22:03.360 --> 01:22:05.360]  that is the crooks that run the military takeover
[01:22:05.360 --> 01:22:07.360]  this is foreign banks
[01:22:07.360 --> 01:22:09.360]  crime bosses that make made off
[01:22:09.360 --> 01:22:11.360]  look like a choir boy running our society
[01:22:13.360 --> 01:22:15.360]  very simple
[01:22:15.360 --> 01:22:17.360]  and if Americans just bow down
[01:22:17.360 --> 01:22:19.360]  to authority and bow down
[01:22:19.360 --> 01:22:21.360]  to torture and bow down to black uniforms
[01:22:21.360 --> 01:22:23.360]  a long long night
[01:22:23.360 --> 01:22:25.360]  is coming you think the depression
[01:22:25.360 --> 01:22:27.360]  is bad now you ain't seen
[01:22:27.360 --> 01:22:29.360]  nothing yet our debt is predominantly
[01:22:29.360 --> 01:22:31.360]  owned by China and foreign banks
[01:22:31.360 --> 01:22:33.360]  here's a headline China trims holdings
[01:22:33.360 --> 01:22:35.360]  of US Treasury debt because
[01:22:35.360 --> 01:22:37.360]  of dollar devaluation
[01:22:37.360 --> 01:22:39.360]  look they're not gearing up for
[01:22:39.360 --> 01:22:41.360]  martial law for no reason and they started
[01:22:41.360 --> 01:22:43.360]  getting ready for it when they got rid of glass
[01:22:43.360 --> 01:22:45.360]  steel they knew
[01:22:45.360 --> 01:22:47.360]  12 years ago what they were
[01:22:47.360 --> 01:22:49.360]  doing
[01:22:49.360 --> 01:22:51.360]  this is all premeditated
[01:22:51.360 --> 01:22:53.360]  because I don't want to hear when all this stuff comes into
[01:22:53.360 --> 01:22:55.360]  place well Alex you were right they were
[01:22:55.360 --> 01:22:57.360]  going to do it but
[01:22:57.360 --> 01:22:59.360]  they just thought of this just now
[01:22:59.360 --> 01:23:01.360]  no it's been a long term
[01:23:01.360 --> 01:23:03.360]  takeover
[01:23:03.360 --> 01:23:05.360]  but what I love is how
[01:23:05.360 --> 01:23:07.360]  even though world governments now admitted and it's run
[01:23:07.360 --> 01:23:09.360]  by the very groups we said would announce it
[01:23:09.360 --> 01:23:11.360]  the big mega brokerage banks
[01:23:11.360 --> 01:23:13.360]  and central banks even though we're totally
[01:23:13.360 --> 01:23:15.360]  right
[01:23:15.360 --> 01:23:17.360]  they have people coming out writing hit pieces
[01:23:19.360 --> 01:23:21.360]  the Ron Paul interview is coming up right now
[01:23:21.360 --> 01:23:23.360]  let's rampage through your calls
[01:23:23.360 --> 01:23:25.360]  Lee in California boom hit it you're on the air
[01:23:27.360 --> 01:23:29.360]  hey Alex how you doing good
[01:23:29.360 --> 01:23:31.360]  hey uh yeah I'm out here in California
[01:23:31.360 --> 01:23:33.360]  little country town out in the middle of San
[01:23:33.360 --> 01:23:35.360]  Joaquin Valley and
[01:23:35.360 --> 01:23:37.360]  moved out of here well I lived here about 17
[01:23:37.360 --> 01:23:39.360]  years ago moved out about 10 and just moved back
[01:23:39.360 --> 01:23:41.360]  a year ago yeah right outside your town
[01:23:41.360 --> 01:23:43.360]  it was in the news last week
[01:23:43.360 --> 01:23:45.360]  that the sheriff meets secretly with the ADL
[01:23:45.360 --> 01:23:47.360]  and the feds quote about small government
[01:23:47.360 --> 01:23:49.360]  terrorists and they're teaching the
[01:23:49.360 --> 01:23:51.360]  locals and the police that tea partiers
[01:23:51.360 --> 01:23:53.360]  might need to be arrested that broke
[01:23:53.360 --> 01:23:55.360]  last week I'm sorry go ahead oh I'm
[01:23:55.360 --> 01:23:57.360]  surrounded by zombies fluoride heads
[01:23:57.360 --> 01:23:59.360]  aspartame zombies
[01:23:59.360 --> 01:24:01.360]  and gangbangers and my kids
[01:24:01.360 --> 01:24:03.360]  they go to school here and every single school
[01:24:03.360 --> 01:24:05.360]  here has got fences all the way around
[01:24:05.360 --> 01:24:07.360]  they're about seven eight foot tall they're locked
[01:24:07.360 --> 01:24:09.360]  in as parents we got to go in there at
[01:24:09.360 --> 01:24:11.360]  certain times to go you know pick up our
[01:24:11.360 --> 01:24:13.360]  kids or whatever we have to go through the
[01:24:13.360 --> 01:24:15.360]  office at a certain time it's all prison
[01:24:15.360 --> 01:24:17.360]  training but the illegal aliens are above the
[01:24:17.360 --> 01:24:19.360]  law yes yeah and exactly
[01:24:19.360 --> 01:24:21.360]  and then and the files that work for the
[01:24:21.360 --> 01:24:23.360]  school they don't even run their backgrounds
[01:24:23.360 --> 01:24:25.360]  in most states
[01:24:25.360 --> 01:24:27.360]  they wanted locked down while they're having fun
[01:24:27.360 --> 01:24:29.360]  with the kids that must be it
[01:24:29.360 --> 01:24:31.360]  and listen yeah we're driving
[01:24:31.360 --> 01:24:33.360]  down the freeway we've been noticing there's
[01:24:33.360 --> 01:24:35.360]  little black boxes in the middle of the lanes
[01:24:35.360 --> 01:24:37.360]  we're thinking maybe license plate readers
[01:24:37.360 --> 01:24:39.360]  we don't know and they go down a little further
[01:24:39.360 --> 01:24:41.360]  there's like new poles up there with
[01:24:41.360 --> 01:24:43.360]  oh no they've got license plate readers
[01:24:43.360 --> 01:24:45.360]  in nationwide they're now putting
[01:24:45.360 --> 01:24:47.360]  in pulse kill switches in all
[01:24:47.360 --> 01:24:49.360]  the new cars they have kill switch systems
[01:24:49.360 --> 01:24:51.360]  they've got helicopters a decade ago
[01:24:51.360 --> 01:24:53.360]  we're all mounted with kill systems
[01:24:53.360 --> 01:24:55.360]  but they don't want the enemy that's the
[01:24:55.360 --> 01:24:57.360]  American people to know
[01:24:57.360 --> 01:24:59.360]  about their secret weapons
[01:24:59.360 --> 01:25:01.360]  until they're ready to roll out 15 years
[01:25:01.360 --> 01:25:03.360]  ago they had ground penetrating radar
[01:25:03.360 --> 01:25:05.360]  they look right through your walls most police
[01:25:05.360 --> 01:25:07.360]  departments have it that everything's
[01:25:07.360 --> 01:25:09.360]  listened to everything's tracked I was a
[01:25:09.360 --> 01:25:11.360]  kook saying it years ago now it's admitted
[01:25:11.360 --> 01:25:13.360]  I mean just a total criminal government
[01:25:13.360 --> 01:25:15.360]  yeah we've we've got I've had a black
[01:25:15.360 --> 01:25:17.360]  helicopter fly over my house no numbers on
[01:25:17.360 --> 01:25:19.360]  it tendered out windows didn't know what
[01:25:19.360 --> 01:25:21.360]  the hell no they admitted since homeland
[01:25:21.360 --> 01:25:23.360]  security and FEMA but again you're not supposed
[01:25:23.360 --> 01:25:25.360]  to be it you're you're a bad man legal
[01:25:25.360 --> 01:25:27.360]  to hear from you josh thank you sir
[01:25:27.360 --> 01:25:29.360]  thank you josh in Oklahoma
[01:25:29.360 --> 01:25:31.360]  city you're on the air
[01:25:31.360 --> 01:25:33.360]  how you doing Alex doing okay
[01:25:33.360 --> 01:25:35.360]  hey man I'm actually calling today um
[01:25:35.360 --> 01:25:37.360]  I heard about the national defense
[01:25:37.360 --> 01:25:39.360]  authorization act and I was trying to tell
[01:25:39.360 --> 01:25:41.360]  a friend of mine named Don about it and
[01:25:41.360 --> 01:25:43.360]  he keeps telling me you know
[01:25:43.360 --> 01:25:45.360]  that Ron Paul is not going with the
[01:25:45.360 --> 01:25:47.360]  presidency I'm telling him well you know
[01:25:47.360 --> 01:25:49.360]  what does that have to do with the NDA
[01:25:49.360 --> 01:25:51.360]  well all right he's trying
[01:25:51.360 --> 01:25:53.360]  to say that Ron Paul is just
[01:25:53.360 --> 01:25:55.360]  like saying
[01:25:55.360 --> 01:25:57.360]  rambling things
[01:25:57.360 --> 01:25:59.360]  and I'm trying to tell him well Ron Paul
[01:25:59.360 --> 01:26:01.360]  listen listen listen listen five percent
[01:26:01.360 --> 01:26:03.360]  defeated the British
[01:26:03.360 --> 01:26:05.360]  and we've got way more than that now in the
[01:26:05.360 --> 01:26:07.360]  info war we don't want this to get physical
[01:26:07.360 --> 01:26:09.360]  but they'll probably try to start something
[01:26:09.360 --> 01:26:11.360]  look your friends okay but he's a coward
[01:26:11.360 --> 01:26:13.360]  deep down so he makes excuses
[01:26:13.360 --> 01:26:15.360]  I can play I can play four
[01:26:15.360 --> 01:26:17.360]  senators who authored and cosponsored the
[01:26:17.360 --> 01:26:19.360]  bill I can play the clips
[01:26:19.360 --> 01:26:21.360]  right now they're the top story
[01:26:21.360 --> 01:26:23.360]  at info wars dot com where it does
[01:26:23.360 --> 01:26:25.360]  affect citizens
[01:26:25.360 --> 01:26:27.360]  that the army times says
[01:26:27.360 --> 01:26:29.360]  their training in brigade homeland
[01:26:29.360 --> 01:26:31.360]  and stars and stripes to quote pull triggers
[01:26:31.360 --> 01:26:33.360]  on tea partiers that look
[01:26:33.360 --> 01:26:35.360]  I've been to the drills before they called
[01:26:35.360 --> 01:26:37.360]  it a tea party I've been to the marine
[01:26:37.360 --> 01:26:39.360]  corps drills they practice killing people
[01:26:39.360 --> 01:26:41.360]  where in John Deere
