[00:00:06.084 --> 00:00:08.286]  Societies don't change.
[01:59:30.954 --> 01:59:34.515]  For 10 years, these folks have been helping home sellers and buyers.
[01:59:34.515 --> 01:59:36.876]  Visit their link at Infowars.com.
[01:59:36.876 --> 01:59:37.576]  Look for Max
[01:59:37.836 --> 01:59:42.278]  The Orange Home Gain Gorilla to help you with any real estate needs you might have.
[01:59:42.278 --> 01:59:43.519]  You'll love this site.
[01:59:43.519 --> 01:59:45.379]  It's HomeGain.com.
[01:59:45.379 --> 01:59:48.261]  H-O-M-E-G-A-I-N.com.
[01:59:48.261 --> 01:59:54.964]  Check them out today.
[01:59:54.964 --> 01:59:57.345]  Waging war on corruption.
[01:59:57.345 --> 02:00:00.126]  Alex Jones on the GCM Radio Network.
[02:00:06.909 --> 02:00:11.753]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:11.753 --> 02:00:13.334]  You want answers?
[02:00:13.334 --> 02:00:14.896]  Well, so does he.
[02:00:14.896 --> 02:00:19.079]  He's Alex Jones on the GCN Radio Network.
[02:00:19.079 --> 02:00:28.246]  And now, live from Austin, Texas, Alex Jones.
[02:00:28.246 --> 02:00:32.870]  Well, ladies and gentlemen, we are into this third hour of world-wide broadcast.
[02:00:32.870 --> 02:00:36.033]  Senatorial candidate Peter Schiff will be joining us.
[02:00:38.148 --> 02:00:44.331]  We're gonna open the phones up if you'd like to talk to him, 800-259-9231.
[02:00:44.331 --> 02:00:53.656]  Look at this Ossacola headline, I hope I'm pronouncing that right, out of Iowa.
[02:00:53.656 --> 02:00:56.837]  This is out of the Sioux Journal, Sioux City Journal.
[02:00:56.837 --> 02:01:01.779]  Federal Judge Orders County Sheriff to Issue Gun Permit, and the article is incredible.
[02:01:01.779 --> 02:01:06.602]  To paraphrase, in the interest of time, this person wrote a letter to the editor, critical of the government,
[02:01:07.597 --> 02:01:10.380]  And critical of the sheriff's anti-gun stance.
[02:01:10.380 --> 02:01:15.985]  So the sheriff told him in the town, you are banned from getting a gun permit.
[02:01:15.985 --> 02:01:22.291]  And see, that's your new gun right, folks, is you go get a permit from the government and then they deny it if they want.
[02:01:23.257 --> 02:01:25.418]  That's basically what the Supreme Court ruling has said.
[02:01:25.418 --> 02:01:29.161]  But a lower-level federal court has ordered U.S.
[02:01:29.161 --> 02:01:38.947]  District Judge Walter W. Bennett has ordered the County Sheriff Douglas L. Weber to issue a gun permit to a resident and to complete a college-level course involving the First Amendment.
[02:01:38.947 --> 02:01:52.577]  The court finds a tsunami, a maelstrom of avalanche of direct, uncontroverted evidence in Sheriff Weber's own testimony conclude beyond all doubt that he unquestionably violated the First Amendment right
[02:01:53.519 --> 02:01:58.003]  of at least Paul Dorr, Bennett wrote in his ruling.
[02:01:58.003 --> 02:02:15.619]  And he told him because he protested once and sent a letter to the editor that the, he called the gun owner a wacko, delusional, a nut job, a spook, and a narcissist.
[02:02:18.533 --> 02:02:21.035]  And just said, I don't allow you to own a gun.
[02:02:21.035 --> 02:02:22.837]  This is the government being God.
[02:02:22.837 --> 02:02:24.519]  You can't have prior restraint.
[02:02:24.519 --> 02:02:27.842]  When somebody commits a crime with a gun, then they're held accountable.
[02:02:27.842 --> 02:02:31.685]  I mean, that's the essence of freedom.
[02:02:31.685 --> 02:02:32.706]  We've seen Chicago.
[02:02:32.706 --> 02:02:33.627]  We've seen New York.
[02:02:33.627 --> 02:02:36.449]  We know where they ban guns, crime rates explode.
[02:02:36.449 --> 02:02:38.631]  And I've gone over the new Chicago gun law.
[02:02:39.474 --> 02:02:50.041]  It's basically impossible to get a gun, and they're calling it your privilege, and that they're permitting you to have a gun, that mafia-run city.
[02:02:50.041 --> 02:02:53.964]  But overall, I guess the ruling's good, and then it does say that at least there is some right.
[02:02:55.933 --> 02:02:56.213]  I don't
[02:03:20.728 --> 02:03:20.948]  Thank you.
[02:03:34.721 --> 02:03:35.301]  We're good to go.
[02:03:53.632 --> 02:03:55.293]  But what does the White House say?
[02:03:55.293 --> 02:04:00.397]  Oh, well, they're gonna sue on racial profiling issues, even though the law doesn't say racial profiling.
[02:04:00.397 --> 02:04:10.283]  It says, after first contact for suspicion of another crime, drunk driving, speeding, whatever it is, if you don't have an ID and you're an illegal alien, they're gonna arrest you for that, too.
[02:04:10.283 --> 02:04:14.746]  Now, that's what the stinking bill says, not what the media hoax says.
[02:04:14.746 --> 02:04:18.589]  Just like they have a media hoax saying you're a racist if you're against government-run healthcare.
[02:04:18.589 --> 02:04:19.670]  What does that have to do with it?
[02:04:19.670 --> 02:04:19.970]  Nothing.
[02:04:21.360 --> 02:04:25.302]  Holder floats possibility of racial profiling suit on top of the new suit.
[02:04:28.604 --> 02:04:28.884]  U.S.
[02:04:28.884 --> 02:04:31.125]  might launch second suit against Arizona immigration law.
[02:04:31.125 --> 02:04:38.129]  Holder says, this is only illustrating to everybody that we have a government involved in high treason against the Republic.
[02:04:38.129 --> 02:04:40.150]  And they are not going to get away with it.
[02:04:40.150 --> 02:04:47.874]  And that is such exciting news that they're being forced to come out in the open and show everybody just how treacherous and un-American and hateful they are.
[02:04:47.874 --> 02:04:50.336]  Our federal government is run by globalists.
[02:04:50.336 --> 02:04:51.576]  It is a corporate takeover.
[02:04:51.576 --> 02:04:54.918]  They use the United States like a throwaway whore.
[02:04:54.918 --> 02:04:55.639]  It's that simple.
[02:04:55.639 --> 02:04:56.199]  We'll be right back.
[02:05:02.059 --> 02:05:02.820]  Listen up, folks.
[02:05:02.820 --> 02:05:03.761]  This is important.
[02:05:03.761 --> 02:05:04.862]  Alex Jones here.
[02:05:04.862 --> 02:05:10.907]  Now you can get free shipping on the storable, easy-to-fix, delicious food from efoodsdirect.com.
[02:05:10.907 --> 02:05:19.035]  From July 4th through July 14th, we have looming evacuations in the Southeast, unemployment insurance running out, and predictions of huge inflation.
[02:05:19.035 --> 02:05:21.377]  So we all need to get as much food as we can.
[02:05:21.377 --> 02:05:24.340]  Every one of you needs to buy as much storable food as possible.
[02:05:24.520 --> 02:05:29.703]  This is the perfect time to do just that with eFoodsDirect and take advantage of their free shipping special.
[02:05:29.703 --> 02:05:39.870]  When you order from eFoodsDirect.com from July 4th through July 14th, every dollar you spend will buy the food and eFoodsDirect will pay for the shipping in the continental United States.
[02:05:39.870 --> 02:05:49.936]  This is Alex Jones wishing you and your family true independence this 4th of July with great food and free shipping through July 14th from eFoodsDirect.com.
[02:05:49.936 --> 02:05:52.798]  You can order on the website eFoodsDirect.com or simply call.
[02:05:52.978 --> 02:05:53.118]  800-409-5633.
[02:05:53.118 --> 02:05:53.318]  That's 800-409-5633.
[02:05:53.318 --> 02:05:55.241]  Or on the web at efoodsdirect.com forward slash ship free.
[02:06:03.086 --> 02:06:09.529]  The Fall of America and the Western World is an all-new 10-hour documentary and survival guide rolled into one.
[02:06:09.529 --> 02:06:14.771]  In this film, you will see the reasons why our government is failing and what you can do to prepare.
[02:06:14.771 --> 02:06:28.316]  Featuring Dr. Paul Craig Roberts, Joseph Farah, David Icke, Naomi Wolf, G. Edward Griffin, Doug McIntyre, Mark Crispin Miller, Mickey Z, Doug Casey, David McIlvaney, and myself, Alex Jones.
[02:06:29.096 --> 02:06:34.119]  Protect yourself and get the tools you need to protect your family from these difficult times.
[02:06:34.119 --> 02:06:44.343]  The Fall of America and the Western World at www.thefallofamerica.net or click on the banners at infowars.com and prisonplanet.com.
[02:06:44.343 --> 02:06:49.506]  Again, that website's www.thefallofamerica.net or call 800-655-1577.
[02:06:49.506 --> 02:06:52.407]  Prepare yourself and the ones you love today.
[02:06:52.407 --> 02:06:53.748]  fallofamerica.net
[02:07:01.411 --> 02:07:05.954]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[02:07:05.954 --> 02:07:06.874]  Number 1.
[02:07:06.874 --> 02:07:10.297]  New climate legislation could easily double or triple your electric bill.
[02:07:10.297 --> 02:07:11.157]  Number 2.
[02:07:11.157 --> 02:07:16.040]  Our new energy czar wants to control how much power your electric company allows you to have.
[02:07:16.040 --> 02:07:16.801]  It's true.
[02:07:16.801 --> 02:07:21.664]  Total government control of electricity in the name of smart grid technology is coming.
[02:07:21.664 --> 02:07:22.484]  Number 3.
[02:07:22.484 --> 02:07:26.067]  In some areas of the country, the power grid is dangerously overloaded.
[02:07:26.067 --> 02:07:29.769]  And now, new socialist legislation is only compounding the problem.
[02:07:29.969 --> 02:07:30.769]  Number 4.
[02:07:30.769 --> 02:07:33.530]  Dangerous weather is always a threat to local grids.
[02:07:33.530 --> 02:07:37.212]  Every year, thousands of families lose their power from weather-related outages.
[02:07:37.212 --> 02:07:38.012]  Number 5.
[02:07:38.012 --> 02:07:42.154]  A solar power generator provides powerful backup, insurance, and peace of mind.
[02:07:42.154 --> 02:07:47.196]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[02:07:47.196 --> 02:07:51.377]  You can get more information at www.mysolarbackup.com.
[02:07:51.377 --> 02:07:53.158]  That's mysolarbackup.com.
[02:07:53.158 --> 02:07:57.760]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-866-422-9000.
[02:07:58.080 --> 02:07:58.240]  877-327-0365.
[02:07:58.240 --> 02:08:06.110]  He's the T-Rex of political talk.
[02:08:06.110 --> 02:08:08.934]  Alex Jones on the GCN Radio Network.
[02:08:31.508 --> 02:08:34.009]  Ladies and gentlemen, we are back live.
[02:08:34.009 --> 02:08:36.230]  Peter Schiff, running for the U.S.
[02:08:36.230 --> 02:08:38.470]  Senate, is our guest.
[02:08:38.470 --> 02:08:49.574]  He, of course, is a businessman, financial commentator, economic advisor to Ron Paul's 2008 presidential campaign and 2010 candidate for the United States Senate in the state of Connecticut.
[02:08:49.574 --> 02:08:52.615]  And, Peter Schiff, it's good to have you here with us for the Balance of the Hour.
[02:08:52.615 --> 02:08:53.736]  Thanks, Alex, for having me on.
[02:08:54.414 --> 02:09:01.221]  Well, so much has happened, so much has developed in the last 8-9 months since we last had you on.
[02:09:01.221 --> 02:09:09.629]  Before we get into your run for the Senate, as a guy who's predicted what would happen in the economy, break down what you see happening.
[02:09:10.632 --> 02:09:21.440]  Well, unfortunately, the politicians who poisoned the well with their subsidies and regulations and cheap money, the government stimulus is simply more of the problem.
[02:09:21.440 --> 02:09:28.766]  You know, we got into this economic mess because we stimulated the economy with low interest rates and government guarantees.
[02:09:28.766 --> 02:09:31.568]  Consumers spent too much money because of government subsidies.
[02:09:31.568 --> 02:09:33.869]  We bought houses and cars that we couldn't afford.
[02:09:33.869 --> 02:09:35.631]  We imported products that we couldn't afford.
[02:09:35.631 --> 02:09:38.052]  The government spent money it didn't have.
[02:09:38.052 --> 02:09:39.894]  That's how we dug our way into this hole.
[02:09:40.254 --> 02:09:40.775]  We're good to go.
[02:09:56.796 --> 02:09:57.636]  We're good to go.
[02:10:13.921 --> 02:10:20.705]  And I think we're now teetering on the brink of a depression, not because the government didn't do enough, but because it did too much.
[02:10:20.705 --> 02:10:26.728]  I think it's going to be an inflationary depression, and I want to be in Washington to put an end to it before it's too late.
[02:10:29.073 --> 02:10:46.786]  Well, I mean, Peter, Ron Paul, myself, many others get called conspiracy theorists when we read IMF World Bank plans going back 20 years to establish a global currency where this private group of banks set, you know, the value of currencies worldwide, where we pay carbon taxes to them.
[02:10:46.786 --> 02:10:56.053]  Now that's all out in the open and the very same big central banks and the very same governments that have bankrupted our economy, that have created 600 trillion or more
[02:10:56.613 --> 02:10:57.214]  Yeah, I mean I...
[02:11:20.416 --> 02:11:24.518]  I don't think that our leaders are smart enough to have conspired to cause this.
[02:11:24.518 --> 02:11:35.363]  I think it's their own incompetence that did it, and their own, you know, all they care about is their own re-election, and so to further their own political campaigns and careers, they do things that are detrimental to the country.
[02:11:35.363 --> 02:11:39.084]  But they certainly take advantage of a crisis, even if they're the ones that caused it.
[02:11:39.084 --> 02:11:43.006]  So I know that Barack Obama and his buddies in Washington are a bunch of socialists.
