[00:00:03.752 --> 00:00:04.893]  He just signed it!
[02:10:14.736 --> 02:10:17.637]  This is just a giant tax.
[02:10:17.637 --> 02:10:21.778]  And gets the IRS involved in deciding what procedures you get.
[02:10:21.778 --> 02:10:22.758]  That's in the bill.
[02:10:22.758 --> 02:10:24.999]  I read it last hour.
[02:10:24.999 --> 02:10:34.321]  Now signed into law that they will go into and fine you if you spend money on health care that they don't agree with.
[02:10:34.321 --> 02:10:36.002]  They will go in and take money out of your
[02:10:38.024 --> 02:10:45.349]  Healthcare account that's supposedly tax-free because you invested after-tax money in it.
[02:10:45.349 --> 02:10:52.994]  So this is the top insurance companies with the top health companies and big pharma steering and controlling medicine.
[02:10:52.994 --> 02:10:54.855]  That's what it does!
[02:10:54.855 --> 02:10:58.457]  And I'll go back over that.
[02:10:58.457 --> 02:11:01.159]  So a lot of people are going to dump their insurance in protest.
[02:11:01.159 --> 02:11:03.000]  Others are saying this is it.
[02:11:03.000 --> 02:11:05.041]  They're not going to pay income tax anymore.
[02:11:05.041 --> 02:11:06.162]  They're dropping off the grid.
[02:11:08.339 --> 02:11:20.414]  That's why they've hired 16 to 20,000 new, they're debating the number, to go out and charge you with all these crimes now if you're caught working off the grid.
[02:11:20.414 --> 02:11:21.455]  That's the big bonanza.
[02:11:21.455 --> 02:11:25.360]  Tens of millions of people that have to go buy insurance from these companies that wrote the bill.
[02:11:27.110 --> 02:11:34.737]  We don't just want the states to sue, we want the states to nullify and pass laws at the state level saying the feds can't operate this within our state.
[02:11:34.737 --> 02:11:41.603]  We need the states to rebel and say we're going to start keeping our education money, our highway funds, you're not going to run our life anymore!
[02:11:41.603 --> 02:11:43.665]  This is all unconstitutional!
[02:11:43.665 --> 02:11:46.748]  Not just this new outrage, but all of it!
[02:11:46.748 --> 02:11:48.630]  It's all bad!
[02:11:48.630 --> 02:11:50.832]  And that's where the Republicans have been a bunch of scum.
[02:11:52.130 --> 02:11:58.452]  Lindsey Graham, Newt Gingrich, all of them, John McCain, global warming's real, we need this tax.
[02:11:58.452 --> 02:12:11.017]  That takes over the industry, lets the federal government selectively enforce unlimited power, any company they want to fine, fee or shut down, any business, home inspections, now they're trying to pass that, that's coming up.
[02:12:11.017 --> 02:12:13.958]  It's all bad, it's all unconstitutional.
[02:12:13.958 --> 02:12:17.239]  The Republicans have got what they like, the Democrats have got what they like.
[02:12:17.239 --> 02:12:18.480]  And they all cover for each other.
[02:12:19.923 --> 02:12:23.265]  When the Republicans are out of power, they pose as patriots.
[02:12:23.265 --> 02:12:26.187]  Then when they get in power, the Democrats pose as patriots.
[02:12:26.187 --> 02:12:29.529]  And they leapfrog.
[02:12:29.529 --> 02:12:31.971]  Their legs on the same ogre.
[02:12:31.971 --> 02:12:33.392]  And they take a step forward.
[02:12:33.392 --> 02:12:35.914]  A left foot, a right foot.
[02:12:35.914 --> 02:12:38.936]  They punch you with the left, they punch you with the right.
[02:12:38.936 --> 02:12:41.557]  Let's start looking at the brain of the New World Order.
[02:12:41.557 --> 02:12:42.678]  The private banks.
[02:12:42.678 --> 02:12:45.360]  JPMorgan Chase, Goldman Sachs, Citibank.
[02:12:46.957 --> 02:12:48.037]  Wells Fargo.
[02:12:48.037 --> 02:12:50.358]  Those are your private shareholders in the Federal Reserve.
[02:12:50.358 --> 02:12:52.839]  Those are the criminals that wrote this stinking thing!
[02:12:52.839 --> 02:12:54.679]  Warren Buffett out there promoting it!
[02:12:54.679 --> 02:13:01.101]  That big, fat, degenerate eugenics, Planned Parenthood, piece of trash!
[02:13:01.101 --> 02:13:05.202]  Bill Gates out pushing his vaccines to quote, cut population.
[02:13:05.202 --> 02:13:06.142]  A Freudian slip.
[02:13:07.571 --> 02:13:10.173]  These are cold-hearted murderers!
[02:13:10.173 --> 02:13:11.254]  Criminals!
[02:13:11.254 --> 02:13:12.795]  Control freaks!
[02:13:12.795 --> 02:13:15.398]  Oh yeah, Obama funding forced abortion in China?
[02:13:15.398 --> 02:13:17.299]  Buffett and Gates pushing it?
[02:13:17.299 --> 02:13:19.861]  Doubling the amount of abortion funding worldwide?
[02:13:19.861 --> 02:13:22.023]  Making you pay for abortions in this bill?
[02:13:22.023 --> 02:13:24.906]  And telling you Obama's gonna sign an executive order?
[02:13:26.072 --> 02:13:29.453]  They're already, for decades, been using federal funds for abortions.
[02:13:29.453 --> 02:13:40.196]  It comes into the hospital or clinic, and they take money that they were going to spend on another program, they use the federal money on that, and then take that money and use it on the abortions.
[02:13:40.196 --> 02:13:45.878]  It's a shell game.
[02:13:45.878 --> 02:13:47.458]  Hey, some of you may love abortion.
[02:13:47.458 --> 02:13:48.859]  You may want to get one every few months.
[02:13:48.859 --> 02:13:49.759]  You like it.
[02:13:49.759 --> 02:13:50.979]  You don't think it's a human.
[02:13:50.979 --> 02:13:51.760]  You're dehumanized.
[02:13:51.760 --> 02:13:52.420]  You're a fool.
[02:13:52.420 --> 02:13:52.980]  You're an idiot.
[02:13:54.226 --> 02:13:58.767]  You think it's cute that 51%, 52% of blacks were never born and were killed.
[02:13:58.767 --> 02:14:01.068]  You know, you're a black leader that thinks that's real cool.
[02:14:01.068 --> 02:14:05.509]  Because, you know, killing black people is what you do for the brothers, because you're down.
[02:14:05.509 --> 02:14:09.911]  But you're worried about, you know, somebody called you a name, but, oh, let's kill half the black people.
[02:14:09.911 --> 02:14:14.612]  You're all a bunch of eugenic scum.
[02:14:14.612 --> 02:14:16.073]  All right, I'm ranting.
[02:14:16.073 --> 02:14:16.833]  I said I'd go to your calls.
[02:14:19.758 --> 02:14:28.120]  Ernie Philberg's coming up with the latest on Barry Sitaro and we've got the color photos of the young Barry Sitaro and his teacher talking about, oh he was Barry Sitaro.
[02:14:28.120 --> 02:14:30.641]  You know, we have his school enrollment forms.
[02:14:30.641 --> 02:14:32.121]  That's why all his forms are sealed.
[02:14:32.121 --> 02:14:34.102]  His name isn't even Barack Obama.
[02:14:34.102 --> 02:14:35.262]  That is admitted.
[02:14:35.262 --> 02:14:37.283]  He's admitted his name's Barry Sitaro.
[02:14:37.283 --> 02:14:38.103]  He's a fake!
[02:14:39.059 --> 02:14:41.020]  But again, it doesn't matter.
[02:14:41.020 --> 02:14:44.622]  It's about them training us that we don't get an American citizen as a president.
[02:14:44.622 --> 02:14:47.423]  It's about them training us that he can become the head of the UN.
[02:14:47.423 --> 02:14:49.264]  Totally illegal under the Constitution.
[02:14:49.264 --> 02:14:50.984]  I cover it and fall the Republic.
[02:14:50.984 --> 02:14:54.106]  It's about them training that they can deem and pass.
[02:14:54.106 --> 02:14:57.828]  And by the way, I was mistaken.
[02:14:57.828 --> 02:15:00.049]  Because they keep changing their legislative thing.
[02:15:00.049 --> 02:15:04.091]  They said the Senate was going to fix it Sunday and Monday.
[02:15:04.091 --> 02:15:06.932]  And so I thought that they changed it and the bill was secret.
[02:15:07.950 --> 02:15:09.391]  The final version.
[02:15:09.391 --> 02:15:14.295]  Obama said in the speech today, he signed it, but it's going back to the Senate.
[02:15:14.295 --> 02:15:16.216]  That's a form of deem and pass.
[02:15:16.216 --> 02:15:18.498]  He signs a bill, they're gonna change!
[02:15:18.498 --> 02:15:26.264]  I mean, this is just total lawlessness, total evil, total... I'm even blown away.
[02:15:26.264 --> 02:15:27.385]  I can't believe it.
[02:15:27.385 --> 02:15:30.067]  It's just... They couldn't believe it in Germany.
[02:15:30.067 --> 02:15:31.108]  They couldn't believe it in Russia.
[02:15:31.108 --> 02:15:32.309]  They couldn't believe it in China.
[02:15:32.309 --> 02:15:33.470]  They couldn't believe it in Cuba.
[02:15:33.470 --> 02:15:34.771]  They couldn't believe it in Cambodia.
[02:15:37.588 --> 02:15:40.610]  People can't believe they're openly saying they're going to shut down free speech on the web.
[02:15:40.610 --> 02:15:41.431]  It's happening.
[02:15:41.431 --> 02:15:43.592]  They can't believe troops are at checkpoints suddenly.
[02:15:43.592 --> 02:15:46.635]  They can't believe there's naked body scanners and now it's going to be mandatory.
[02:15:46.635 --> 02:15:51.839]  And mobile naked body scanner 18-wheeler trailers that they're going to set up and run people through.
[02:15:51.839 --> 02:15:57.463]  When you go to concerts, they ask in the video, do you have a recording device?
[02:15:57.463 --> 02:15:59.704]  That's the terrorism.
[02:15:59.704 --> 02:16:06.129]  This is a science fiction nightmare takeover.
[02:16:06.129 --> 02:16:06.910]  Who's up first here?
[02:16:09.778 --> 02:16:12.839]  Diane in Nevada, you're on the air.
[02:16:12.839 --> 02:16:14.560]  Hi Alex.
[02:16:14.560 --> 02:16:14.800]  Hi.
[02:16:14.800 --> 02:16:15.820]  Hi Alex.
[02:16:15.820 --> 02:16:16.821]  Hi.
[02:16:16.821 --> 02:16:26.024]  Yeah, I want to, gosh, at what point do we, you know, say enough is enough?
[02:16:26.024 --> 02:16:37.148]  I myself, I raised six kids and I did whatever I could to raise them for 15 years when my husband and I split up and I never took a dime of welfare.
[02:16:39.235 --> 02:16:43.416]  When this economy dropped and everything, I ended up homeless.
[02:16:43.416 --> 02:16:56.898]  I was living in a nice, beautiful home on a golf course, and my youngest daughter and I ended up homeless.
[02:16:56.898 --> 02:17:05.099]  I wasn't eligible because I was working self-employed, and what happened was they sent me to the welfare, right?
[02:17:05.099 --> 02:17:08.100]  So I went to the welfare, and I told them, I just need a little bit of money help.
[02:17:08.737 --> 02:17:14.660]  And they forced me to get onto the medical Medicaid, right?
[02:17:14.660 --> 02:17:22.704]  They forced me to see a psychiatrist like three times a week to take all kinds of medications.
[02:17:22.704 --> 02:17:25.585]  They made me so sick.
[02:17:25.585 --> 02:17:26.906]  Ma'am, let me stop you.
[02:17:26.906 --> 02:17:29.948]  That's what people don't get about Canada and England.
[02:17:29.948 --> 02:17:31.889]  They drive you into bankruptcy.
[02:17:31.889 --> 02:17:38.012]  They make you go see a shrink who works for them to try to get dirt on you to take your children
[02:17:38.951 --> 02:17:45.253]  And then the government health care you get is horrible.
[02:17:45.253 --> 02:17:53.636]  It made me so sick to the point where I was seeing demons.
[02:17:53.636 --> 02:17:56.756]  I've never seen demons before or hallucinations.
[02:17:56.756 --> 02:18:00.518]  It's admitted that Prozac and all those drugs do make you have hallucinations.
[02:18:00.518 --> 02:18:01.398]  So how did this end?
[02:18:03.698 --> 02:18:10.666]  Finally, I was like dizzy and I fell down and broke my finger and I said, enough is enough.
[02:18:10.666 --> 02:18:12.769]  I cut up my Medicaid cards.
[02:18:12.769 --> 02:18:17.454]  I said, I'm cutting, I listen to you all the time and I said, I'm just cutting my connections.
[02:18:17.454 --> 02:18:18.915]  I don't know how I'm going to make it.
[02:18:21.753 --> 02:18:28.758]  I've been making it, you know, but they sent me a letter and they said we're not taking you off.
[02:18:28.758 --> 02:18:34.621]  You're not allowed to see, um, you know, that you're like, it's scary.
[02:18:34.621 --> 02:18:36.182]  Are they trying to take your daughter?
[02:18:36.182 --> 02:18:39.845]  No, cause she's like a teenager.
[02:18:39.845 --> 02:18:41.946]  Oh, they would have snatched her if she was little.
[02:18:41.946 --> 02:18:43.107]  They love to have their way with them.
[02:18:44.929 --> 02:18:48.910]  They put the average foster child on seven psychotropics, more than two-thirds are on it.
[02:18:48.910 --> 02:18:50.451]  It's a murder gang.
[02:18:50.451 --> 02:18:58.153]  And we need to recognize them for the murdering control freak, gibbering scum, filth they are, who love wrecking society.
[02:18:58.153 --> 02:18:58.913]  And here's another thing.
[02:18:58.913 --> 02:19:01.694]  Most people that go on unemployment now are being kicked off.
[02:19:01.694 --> 02:19:03.134]  So there's just homeless everywhere.
[02:19:03.134 --> 02:19:07.076]  And they want to wreck the families, because families are where people can live together.
[02:19:07.076 --> 02:19:11.577]  And then the illegal aliens are all exempt, because they're here to drive down the wages and destroy everyone.
[02:19:14.861 --> 02:19:31.665]  No, so what I'm saying is, I mean, they sent me a letter saying that I have to continue to receive their medical care through the HMO that I have, and I am not allowed to seek another insurance company.
[02:19:31.665 --> 02:19:37.567]  You've got to go to the government now, so you don't get a choice.
[02:19:37.567 --> 02:19:38.947]  They've got you where they want you.
[02:19:38.947 --> 02:19:40.687]  Well, do you have any family that can help you?
[02:19:43.782 --> 02:19:47.324]  Yeah, well, you know, I do, but my family's having problems, too.
[02:19:47.324 --> 02:19:51.387]  We live in Las Vegas and my one son... Well, everybody's got to get together.
