[00:00:23.784 --> 00:00:25.925]  43 days left.
[02:16:17.359 --> 02:16:21.925]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:16:21.925 --> 02:16:24.568]  Feel the thrill only at Slingbow.com.
[02:16:25.029 --> 02:16:31.793]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[02:16:31.793 --> 02:16:36.055]  Since 2005, thousands have depended on Berkey Purified Water.
[02:16:36.055 --> 02:16:40.678]  The Berkey guy provides the lowest price filtration systems in every size.
[02:16:40.678 --> 02:16:46.241]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[02:16:46.241 --> 02:16:46.381]  877-886-3653.
[02:16:46.381 --> 02:16:46.721]  GoBerkey.com.
[02:16:55.905 --> 02:16:57.645]  Let's talk tough.
[02:16:57.645 --> 02:16:59.046]  Let's talk comfort.
[02:16:59.046 --> 02:17:01.426]  Let's talk about down-home value.
[02:17:01.426 --> 02:17:06.368]  Made in the USA blue jeans, like you wore as a kid.
[02:17:06.368 --> 02:17:07.248]  Remember?
[02:17:07.248 --> 02:17:15.890]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[02:17:15.890 --> 02:17:19.411]  They sew pride in every stitch.
[02:17:19.411 --> 02:17:22.012]  Guarantee you'll love the way they fit.
[02:17:24.170 --> 02:17:28.874]  They put a diamond gusset in the crotch where you need it most.
[02:17:28.874 --> 02:17:31.456]  Blue diamond gusset's got it.
[02:17:33.447 --> 02:17:36.810]  For good old-fashioned comfort, get Diamond Gusset Jeans.
[02:17:36.810 --> 02:17:38.311]  Every stitch guaranteed.
[02:17:38.311 --> 02:17:41.573]  In our Defender motorcycle jean comes Kevlar reinforced.
[02:17:41.573 --> 02:17:42.414]  See them at gusset.com.
[02:17:42.414 --> 02:17:43.555]  That's gusset.com.
[02:17:43.555 --> 02:17:44.115]  Or call 888-848-7738.
[02:17:44.115 --> 02:17:44.355]  That's 888-848-7738.
[02:17:44.355 --> 02:17:45.296]  Diamond Gusset Jeans got it.
[02:17:45.296 --> 02:17:45.676]  Others don't.
[02:17:56.377 --> 02:17:58.738]  We all know the importance of fish oils.
[02:17:58.738 --> 02:18:05.300]  While we are sure to provide them for ourselves, it's just as important to make sure your kids get their EPA and DHA too.
[02:18:05.300 --> 02:18:12.723]  Honor Roll is a powerful DHA fish oil formula for your child, built from the ground up to support your child's development.
[02:18:13.123 --> 02:18:22.792]  This formula uses wild anchovy fish oil, ultra-purified krill oil, and wild salmon fish oil with vitamins to boost your child's mind and body.
[02:18:22.792 --> 02:18:29.958]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA.
[02:18:30.919 --> 02:18:34.763]  Which has been shown to be essential for your child's brain growth spurts.
[02:18:34.763 --> 02:18:44.613]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s, this formula is highly refined to eliminate nearly all heavy metals.
[02:18:44.613 --> 02:18:48.938]  If you're looking for a formula to help your child grow, look no further.
[02:18:48.938 --> 02:18:53.102]  Try Honor Roll from InfoWars Life at InfoWarsStore.com.
[02:18:56.099 --> 02:19:05.404]  X2, we were selling it for about three years, and then they found out how big it was, and how much we were buying, and they said, oh, we want more money, more money, and oh, this and that.
[02:19:05.404 --> 02:19:12.108]  And so I've broken my contract, and right now we can't get more of this proprietary ingredient that goes in X2.
[02:19:12.108 --> 02:19:18.952]  It literally is so pure that if you put it in a peaker dish on top of a 90 degree hot plate, it gasses, like I Dream of Jeannie in this.
[02:19:18.952 --> 02:19:19.833]  It's purple gas.
[02:19:19.833 --> 02:19:23.114]  I mean, that is so pure, it just goes right into your body when you take it.
[02:19:23.114 --> 02:19:25.096]  We're working on trying to get other suppliers right now, but
[02:19:26.136 --> 02:19:28.517]  I bought a huge amount of it.
[02:19:28.517 --> 02:19:30.177]  Ordered it six months ago.
[02:19:30.177 --> 02:19:31.177]  So I get the price down.
[02:19:31.177 --> 02:19:32.878]  I said, if you don't lower it, I'm done.
[02:19:32.878 --> 02:19:34.098]  I'm breaking the contract.
[02:19:34.098 --> 02:19:36.038]  Well, I broke the contract last week.
[02:19:36.038 --> 02:19:38.379]  And so this is potentially the last run.
[02:19:38.379 --> 02:19:42.120]  In fact, right now it is the last run of Survival Shield X2.
[02:19:42.120 --> 02:19:43.580]  And we've got a good supply of it.
[02:19:43.580 --> 02:19:45.261]  It'll be gone in a couple months.
[02:19:45.261 --> 02:19:48.181]  X2, if you haven't experienced it, m4wrestore.com.
[02:19:48.181 --> 02:19:49.982]  If you have experienced it, you know how great it is.
[02:19:49.982 --> 02:19:51.402]  I suggest you stock up on it.
[02:19:51.402 --> 02:19:52.762]  It's available right now for a limited time.
[02:19:52.762 --> 02:19:54.103]  m4wrestore.com.
[02:19:54.103 --> 02:19:55.503]  It's 25% off right now.
[02:19:59.206 --> 02:20:01.812]  You're listening to The Alex Jones Show.
[02:20:14.787 --> 02:20:24.054]  Mike Adams and I are going to be co-hosting Into the Next Hour with former Navy SEAL and counterterrorism expert
[02:20:34.421 --> 02:20:37.523]  Matt Bracken joins us, but we're going to commandeer part of that hour.
[02:20:37.523 --> 02:20:38.283]  He's ready for that.
[02:20:38.283 --> 02:20:38.743]  It's okay.
[02:20:38.743 --> 02:20:40.104]  So I want to continue with your calls.
[02:20:40.104 --> 02:20:42.065]  We're going to finish this before I go back to your calls.
[02:20:42.065 --> 02:20:42.825]  So please be patient.
[02:20:42.825 --> 02:20:43.926]  I want to hear from you.
[02:20:43.926 --> 02:20:46.527]  This is out of NBC News.
[02:20:46.527 --> 02:20:48.568]  It's out of Daily Caller.
[02:20:48.568 --> 02:20:52.610]  Kavanaugh vows last-minute character assassinations will not force him to withdraw.
[02:20:52.610 --> 02:20:53.270]  And that's key.
[02:20:53.270 --> 02:20:56.212]  In America and in jurisprudence after the Magna Carta,
[02:20:56.932 --> 02:21:10.085]  But also, in Judaic Old Testament law, not Talmudic, but the earlier stuff that I actually agree with, Old Testament things and New Testament, you are innocent until proven guilty.
[02:21:10.085 --> 02:21:14.490]  Well, also, both women's witnesses have instantly said none of it's true.
[02:21:14.490 --> 02:21:15.451]  That's called impeached.
[02:21:16.681 --> 02:21:18.281]  But we're told, oh no, go ahead with this.
[02:21:18.281 --> 02:21:32.265]  So, this is a big moment for America, because as Mike Adams said in his emergency report that came out yesterday that's gone viral, Kavanaugh is needed for the real majority, because we can't trust one of those members.
[02:21:32.265 --> 02:21:44.409]  If Trump, and they're pulling a bunch of stuff and trying to get him out of there during an emergency, Trump needs Kavanaugh, who is a strict constructionist, and who has said he backs the co-equal executive.
[02:21:45.336 --> 02:21:48.938]  Which I back that as well, and I want to be clear.
[02:21:48.938 --> 02:22:03.885]  I'm an expert on martial law, continuity of government, national emergencies, civil emergencies, War Powers Act 33, National Security Act 47, because I learned that Obama was planning to use it, but also so was Bill Clinton.
[02:22:03.885 --> 02:22:10.448]  The difference is they signed executive orders, we're going to cover those in a moment, sheeting power to bureaucracies to block Trump.
[02:22:12.426 --> 02:22:20.568]  And so, I knew they had executive orders, I knew they had to stay behind network, I knew they were trying 25th Amendment, which everything you heard us say 20 months ago is now all over the news.
[02:22:20.568 --> 02:22:22.368]  Tomorrow's news today, next year's news today.
[02:22:22.368 --> 02:22:23.469]  That's why they want to span.
[02:22:23.469 --> 02:22:35.471]  But when Mike Adams had the headline, I talked to him the day he was writing it, I think it was Friday or Saturday, it came out on Sunday, Emergency Report, Trump Planning Mass Arrest of Military Tribunals for Deep State Traitors.
[02:22:35.471 --> 02:22:37.772]  And I went, and it made me click, I went, wait a minute.
[02:22:38.988 --> 02:22:40.950]  We're already in a civil emergency.
[02:22:40.950 --> 02:22:46.275]  Trump's the only president since the War Powers Act who hasn't declared a yearly emergency to get around things.
[02:22:46.275 --> 02:22:49.759]  He used his executive power to kill TPP and they called him a dictator.
[02:22:49.759 --> 02:22:51.180]  Well, why'd they give him that power?
[02:22:51.180 --> 02:22:53.022]  They gave it to Obama.
[02:22:53.022 --> 02:22:55.904]  By Obama, his last four years, he had been made a dictator.
[02:22:56.505 --> 02:22:57.926]  For all intents and purposes.
[02:22:57.926 --> 02:22:59.687]  A rubber stamp for the globalists.
[02:22:59.687 --> 02:23:10.534]  Trump taking control freaked him out so bad because if he realized his power it was over, he could shut down the emergency, restore the republic as he said at the inauguration, and step back towards Washington 2.0 and even greater.
[02:23:10.534 --> 02:23:13.156]  The greatest president in a first term.
[02:23:13.156 --> 02:23:15.838]  So destiny's happening and I'm getting chills.
[02:23:15.838 --> 02:23:23.002]  So they're going to spin this that we're calling for martial law, but I like the fact that you said it up front, because if you're already under civil emergency,
[02:23:23.823 --> 02:23:31.270]  If you're already under national emergency, with all the Brennan and Clapper and Mudd calling for 25th Amendment and we learned Rosesy's trying it...
[02:23:32.816 --> 02:23:36.097]  How do you counter a rogue cancer that's outside of law?
[02:23:36.097 --> 02:23:36.897]  That's martial law.
[02:23:36.897 --> 02:23:38.377]  Martial law is outside of regular law.
[02:23:38.377 --> 02:23:39.277]  That's the definition.
[02:23:39.277 --> 02:23:40.738]  That's the definition of martial law.
[02:23:40.738 --> 02:23:44.658]  Outside of the national laws of a country, generally meaning military rule.
[02:23:44.658 --> 02:23:51.280]  Well, they're trying to get the bureaucracy, the Praetorian Guard, the FBI and CIA to counterman the president, to overthrow him.
[02:23:51.280 --> 02:23:52.400]  So how do you respond?
[02:23:52.400 --> 02:23:58.701]  I think Trump taking the safety off on the constitutional assault weapon, and I mean that as an allegory, not literal,
[02:24:00.074 --> 02:24:06.020]  And in saying, I'll release all the secret documents of your treason, the big dog just got off the porch.
[02:24:06.020 --> 02:24:08.182]  So we're not calling for martial law.
[02:24:08.182 --> 02:24:13.066]  We're under a form of it in their own admissions under Obama's executive orders.
[02:24:13.066 --> 02:24:14.327]  We'll cover next segment.
[02:24:14.327 --> 02:24:17.370]  I want to give the big 35,000 foot view here because my
[02:24:18.542 --> 02:24:21.203]  Rarely have I had such a quantum jump.
[02:24:21.203 --> 02:24:25.866]  At first going, what, what, then I, you told me, then I read your article, I was like, of course, that's true.
[02:24:25.866 --> 02:24:28.047]  We sound extreme saying martial law?
[02:24:28.047 --> 02:24:29.888]  They're the ones saying 25th Amendment.
[02:24:29.888 --> 02:24:31.329]  They're the ones saying remove.
[02:24:31.329 --> 02:24:36.131]  They're the ones saying kill his family, kill us, take our banking away, take us down.
[02:24:36.131 --> 02:24:42.475]  We're simply responding as the duly elected government to a rogue op with Chai Com and
[02:24:43.035 --> 02:24:44.696]  Junker EU tyranny!
[02:24:44.696 --> 02:24:45.977]  So what are we supposed to do?
[02:24:45.977 --> 02:24:51.361]  When they rise to this level, if we don't rise to meet it, we have become derelict in duty.
[02:24:51.361 --> 02:25:03.851]  And Alex, it's crucial to understand that the context of this potential martial law would be also in response to the mass chaos, uprising, and violence committed by the left.
[02:25:03.851 --> 02:25:06.173]  Which is in the Wikileaks, which is in the, exactly.
[02:25:06.673 --> 02:25:17.704]  Right, so, in fact, I've said to people in the last 12 hours who have questioned me on this, I said, there will come a time, probably, very soon in America when the left declares total war.
[02:25:17.704 --> 02:25:20.567]  Bloodshed on the streets is what they want.
[02:25:20.567 --> 02:25:22.449]  Hit lists, where they want to come out and kill people.
[02:25:22.449 --> 02:25:24.531]  Did you see the latest on VJ Media?
[02:25:24.531 --> 02:25:28.415]  Where they said, kill the ICE, kill the Congress, kill their dogs, print me that.
[02:25:28.655 --> 02:25:32.017]  And this is on major sites on Facebook and Twitter, not being taken down.
[02:25:32.017 --> 02:25:34.079]  They are girding for war!
[02:25:34.079 --> 02:25:34.879]  Yes, yes.
[02:25:34.879 --> 02:25:45.326]  And I believe there will come a time where the average American person will beg for a form of temporary martial law simply to restore some peace and stability in the cities.
[02:25:45.326 --> 02:25:50.349]  I have all the clips of CNN and MSNBC say, we want a civil emergency, they want race riots.
