[00:15.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[2:12:52.800 --> 2:12:55.640]  It's getting worse in the UK.
[2:12:55.640 --> 2:12:57.480]  I believe it's the UK or Sweden.
[2:12:57.480 --> 2:12:58.960]  Actually, I'm mixing up my figures.
[2:12:58.960 --> 2:13:04.120]  Unfortunately, I didn't have a little cheat sheet here, but you can look it up for yourself.
[2:13:04.120 --> 2:13:09.840]  It started at 5% more mortality in the month of January, and then it went up to 8%, and
[2:13:09.840 --> 2:13:18.880]  then 11% by March, and 15% by April and June, which was the last month, it was nearly 20%.
[2:13:18.880 --> 2:13:19.880]  It's increasing.
[2:13:19.880 --> 2:13:24.800]  Again, like I said, the number of live births are decreasing.
[2:13:24.800 --> 2:13:25.800]  This is a catastrophe.
[2:13:25.800 --> 2:13:26.800]  You're absolutely right.
[2:13:26.800 --> 2:13:27.800]  This is obvious.
[2:13:27.800 --> 2:13:33.600]  The globalists are achieving their goal, and by the way, this is affecting the countries
[2:13:33.600 --> 2:13:36.160]  and the people that we care about.
[2:13:36.160 --> 2:13:40.680]  I know that you care about the people of Ukraine.
[2:13:40.680 --> 2:13:43.680]  I think you are everywhere.
[2:13:43.680 --> 2:13:49.840]  I want people to live as happily as they can, as for as long as they can.
[2:13:49.840 --> 2:13:55.400]  Every day, we are hearing that somebody suddenly collapsed and died, and a relatively healthy
[2:13:55.400 --> 2:13:56.400]  person.
[2:13:56.400 --> 2:14:00.800]  Sometimes, there are guys in their teens, in their 20s, and they're dropping dead for
[2:14:00.800 --> 2:14:01.800]  no reason.
[2:14:01.800 --> 2:14:05.880]  They're floating all over the place, and people are like, oh, well, pretending that
[2:14:05.880 --> 2:14:10.280]  it's not happening, it's happening, and you've got to look at it.
[2:14:10.280 --> 2:14:15.440]  You have to look the truth in the face, and you have to realize that something horrible
[2:14:15.440 --> 2:14:21.640]  is happening, and the people who are in charge of things, the people who approve these gene
[2:14:21.640 --> 2:14:26.960]  therapy because that's what it is, they did so just to score some political points and
[2:14:26.960 --> 2:14:28.200]  to make some money.
[2:14:28.200 --> 2:14:29.480]  That's the worst part.
[2:14:29.480 --> 2:14:34.600]  They endangered the lives of hundreds of millions of people just so that they could have like
[2:14:34.600 --> 2:14:37.600]  a little house in Martha's Vineyard or some garbage like that.
[2:14:37.600 --> 2:14:41.680]  Let me bring this in, Gonzalo, because this comes from Children's Health Defense.
[2:14:41.680 --> 2:14:47.400]  There's a new study that has found that 15% of American adults have been diagnosed with
[2:14:47.400 --> 2:14:53.080]  serious conditions after taking COVID vaccines, 15%.
[2:14:53.080 --> 2:15:00.360]  That is extraordinary, and of those who complained of symptoms following vaccines, 21% or about
[2:15:00.360 --> 2:15:05.200]  1 in 5 complained of blood clots, and yet, let me just share this, what people learned
[2:15:05.200 --> 2:15:10.520]  exclusively actually here on Infowars when I was here with a microscope and the clots,
[2:15:10.520 --> 2:15:12.160]  these are not blood clots, folks.
[2:15:12.160 --> 2:15:13.160]  These are something else.
[2:15:13.160 --> 2:15:19.000]  These are self-assembling bio structures, probably made of proteins.
[2:15:19.000 --> 2:15:23.760]  They're not themselves alive, but they are occupying the blood vessels and they are causing
[2:15:23.760 --> 2:15:28.160]  people to not get blood to their heart or their brain, and that's when they kill over
[2:15:28.160 --> 2:15:29.840]  and die like you were just talking about.
[2:15:29.840 --> 2:15:31.680]  People are dying in huge numbers.
[2:15:31.680 --> 2:15:33.960]  The insurance companies are also reporting these figures.
[2:15:33.960 --> 2:15:36.920]  Now, we got to take a quick break, Gonzalo.
[2:15:36.920 --> 2:15:37.920]  Please stay with us.
[2:15:37.920 --> 2:15:40.640]  I know it's getting later there in Ukraine, but we'll be right back after this break.
[2:15:40.640 --> 2:15:44.920]  I've got more questions for you, a lot of territory to cover, but you're absolutely
[2:15:44.920 --> 2:15:45.920]  right.
[2:15:45.920 --> 2:15:50.960]  The birth rate is increasing, the live birth rate is decreasing, the globalists are achieving
[2:15:50.960 --> 2:15:53.480]  infertility and genocide against humanity.
[2:15:53.480 --> 2:15:56.640]  We'll be right back with more.
[2:15:56.640 --> 2:16:03.640]  Sold out for seven months, bodies' ultimate turmeric formula is back in stock.
[2:16:03.640 --> 2:16:08.680]  Turmeric's been known for thousands of years to do amazing things for your joints, your
[2:16:08.680 --> 2:16:11.200]  stamina, your immune system, your libido.
[2:16:11.200 --> 2:16:16.040]  And look, the average level of the shelves is five, six, seven percent pure cumanoid.
[2:16:16.040 --> 2:16:22.800]  We have the strongest brand on earth, nobody else decided to do it, it's 95% of cumanoid
[2:16:22.800 --> 2:16:25.040]  at InfoWareStore.com.
[2:16:25.040 --> 2:16:32.320]  Bodies' ultimate turmeric formula, 95% of cumanoid, it is incredible, and what's even
[2:16:32.320 --> 2:16:35.000]  more incredible is it funds the InfoWare.
[2:16:35.000 --> 2:16:40.720]  So the only way you fail is not taking action today and ordering Bodies' ultimate turmeric
[2:16:40.720 --> 2:16:45.360]  formula at InfoWareStore.com, it is simply amazing.
[2:16:45.360 --> 2:16:53.200]  Discover the power of your cumanoids at 95% at infowarstore.com today with Bodies' ultimate
[2:16:53.200 --> 2:16:57.000]  turmeric formula.
[2:16:57.000 --> 2:17:02.120]  Several years ago, I approached one of the top companies in the U.S. that supplies the
[2:17:02.120 --> 2:17:07.320]  highest quality signature reducing faraday cages to the Pentagon and other U.S. government
[2:17:07.320 --> 2:17:08.320]  agencies.
[2:17:08.320 --> 2:17:13.800]  And now they have produced specifically for us this made in America, high end line at
[2:17:13.800 --> 2:17:18.960]  a very affordable price, whether it's small pouches that protect your cell phone or big
[2:17:18.960 --> 2:17:24.640]  pouches that protect laptops and iPads or big bags that promote whatever electronics
[2:17:24.640 --> 2:17:27.120]  you want to put in like desktop computers.
[2:17:27.120 --> 2:17:33.920]  It is all exclusively available at infowarstore.com under the Redux name.
[2:17:33.920 --> 2:17:38.600]  This is InfoWare, taking the highest quality products and bringing them directly to you
[2:17:38.600 --> 2:17:39.600]  at infowarstore.com.
[2:17:39.600 --> 2:17:45.600]  In this insane world, you are crazy if you don't protect your signature, your identity
[2:17:45.600 --> 2:17:50.040]  from identity theft, hackers, criminals, corporations, governments.
[2:17:50.040 --> 2:17:56.280]  This is one of the hottest items out there today that's exclusively available at infowarstore.com.
[2:17:56.280 --> 2:18:01.640]  The globalists are fighting around the clock to destroy the family, to destroy heterosexual
[2:18:01.640 --> 2:18:06.240]  relationships, to annihilate our marriages and the studies are all clear.
[2:18:06.240 --> 2:18:12.880]  The number one cause of marital splits is that there is problems in the bedroom and the number
[2:18:12.880 --> 2:18:16.600]  one issue men have is erectile dysfunction.
[2:18:16.600 --> 2:18:20.280]  Ladies and gentlemen, the left makes big jokes about this because they don't want people
[2:18:20.280 --> 2:18:22.720]  having lasting good love and relationships.
[2:18:22.720 --> 2:18:29.080]  They want to break up society and we are so excited to have the number one natural male
[2:18:29.080 --> 2:18:33.760]  enhancement pill in the world available as a major sponsor now.
[2:18:33.760 --> 2:18:40.600]  Go to theironpatriot.com today, theironpatriot.com and watch the instructional video, look at
[2:18:40.600 --> 2:18:43.640]  the science yourself and then get a bottle of InstaHeart.
[2:18:43.640 --> 2:18:47.680]  It's discreet shipping, I've used it, it's amazing and it's not just for folks that have
[2:18:47.680 --> 2:18:49.080]  problems in the bedroom.
[2:18:49.080 --> 2:18:56.320]  This also enhances it so again, get yours today at theironpatriot.com.
[2:18:56.320 --> 2:19:02.520]  We are now living in the void, sliding towards collapse in the strange space between what
[2:19:02.520 --> 2:19:04.920]  we've known and what's to come.
[2:19:04.920 --> 2:19:11.280]  And right now, the most important thing to remember is don't panic, stay calm because
[2:19:11.280 --> 2:19:17.720]  now is the time that we must get our bearings and steer the ship onto a safe sound course.
[2:19:17.720 --> 2:19:23.560]  There is nothing stopping we the people from making our own rules and building our own
[2:19:23.560 --> 2:19:24.560]  society.
[2:19:24.560 --> 2:19:30.160]  All we got to do is survive the crash and right now, we still have time to prepare.
[2:19:30.160 --> 2:19:34.440]  The world fiat currency system is racing towards zero.
[2:19:34.440 --> 2:19:40.760]  It's time to convert it into hard assets now, including food, water and survival gear to
[2:19:40.760 --> 2:19:43.160]  keep us strong and at the ready.
[2:19:43.160 --> 2:19:50.840]  Go to preparedtoday.com for the essentials, storable foods, water filtration, first aid,
[2:19:50.840 --> 2:19:57.840]  power and more at preparedtoday.com.
[2:19:57.840 --> 2:20:14.080]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[2:20:14.080 --> 2:20:15.360]  All right, it's an extraordinary day.
[2:20:15.360 --> 2:20:17.440]  I'm Mike Adams filling in for Alex Jones.
[2:20:17.440 --> 2:20:22.280]  He will be joining us now in the fourth hour today with attorney Robert Barnes, and I was
[2:20:22.280 --> 2:20:27.960]  speaking with Robert Barnes just a few minutes ago out in the hallway and oh, he's got some
[2:20:27.960 --> 2:20:32.800]  good stuff to share with you the analysis of what's going on with the courts.
[2:20:32.800 --> 2:20:36.200]  And I mean, I'll go ahead and tell you, I was asking him, I was like, isn't this going
[2:20:36.200 --> 2:20:41.880]  to be appealed and won't the appeal, I mean, if there's a rational group of judges that
[2:20:41.880 --> 2:20:47.280]  hears what happened in this railroading of Alex Jones through the legal system, won't
[2:20:47.280 --> 2:20:49.440]  this be overturned?
[2:20:49.440 --> 2:20:53.200]  And I suppose I'll just say to hear the answer, tune in to the fourth hour, Robert Barnes
[2:20:53.200 --> 2:21:00.160]  will give it to you, but if this railroading of Alex Jones stands, the pillars of Western
[2:21:00.160 --> 2:21:04.480]  civilization, at least the judicial pillars, have crumbled.
[2:21:04.480 --> 2:21:09.760]  And that's the thing, every nation and every institution right now, whether we're talking
[2:21:09.760 --> 2:21:14.600]  about Germany or the UK or NATO or the United States or the Supreme Court or whatever, every
[2:21:14.600 --> 2:21:17.520]  institution and nation must make a choice.
[2:21:17.520 --> 2:21:21.200]  Do we stand on principle and then have a future?
[2:21:21.200 --> 2:21:27.440]  Or do we make this up as we go along and just wing it and commit institutional suicide in
[2:21:27.440 --> 2:21:28.680]  the process?
[2:21:28.680 --> 2:21:34.720]  Because if we don't have fairness, you see, the human mind is tuned in to fairness.
[2:21:34.720 --> 2:21:39.240]  If we don't have fairness, then we don't have the consent of the people.
[2:21:39.240 --> 2:21:40.520]  We lose fairness.
[2:21:40.520 --> 2:21:41.520]  You lose the people.
[2:21:41.520 --> 2:21:46.480]  And right now, the Biden regime is losing the people, and frankly, so is the Zelensky
[2:21:46.480 --> 2:21:49.800]  regime in Ukraine, and I think most of Western Europe as well.
[2:21:49.800 --> 2:21:55.160]  So we're bringing in, again, Gonzalo Lyra to comment on all of this, and I really want
[2:21:55.160 --> 2:22:03.120]  to ask you to now give us your assessment of, does Western civilization as a whole have
[2:22:03.120 --> 2:22:05.600]  a future if we stay on this current course?
[2:22:05.600 --> 2:22:09.080]  Or can we avert the worst case scenario?
[2:22:09.080 --> 2:22:11.480]  Or have we doomed ourselves already?
[2:22:11.480 --> 2:22:15.120]  Where do we stand in history right now?
[2:22:15.120 --> 2:22:19.680]  I personally believe that the crash is inevitable, because you see, the people who are currently
[2:22:19.680 --> 2:22:24.920]  in charge of the regime in the West, the West, I talk about Western Europe, the United States,
[2:22:24.920 --> 2:22:28.160]  Canada, and Australia, New Zealand, well, the thing is, see, they are committed to this
[2:22:28.160 --> 2:22:33.440]  course of action of repressing any kind of dissent, because you see, at heart, I think
[2:22:33.440 --> 2:22:37.000]  that they recognize that they are wrong what they're doing.
[2:22:37.000 --> 2:22:41.800]  And see, what happens when you realize that you're wrong, but you don't have the humility
[2:22:41.800 --> 2:22:46.800]  to accept that, or you're afraid, because if you accept it and say, yes, I'm wrong,
[2:22:46.800 --> 2:22:50.160]  then people are going to discover all kinds of crimes that you might have committed.
