[00:00.000 --> 00:26.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[01:50:02.000 --> 01:50:09.000]  So I'm not, I'm not compromised or controlled by any stretch of the imagination.
[01:50:09.000 --> 01:50:14.000]  I'm still making the greatest music of my life with the greatest band, the greatest crew and the greatest management, the greatest family.
[01:50:14.000 --> 01:50:18.000]  Well, you seem to be even more empowered in this fight now than trying to hold you down.
[01:50:18.000 --> 01:50:30.000]  I think political correctness has backfired and even though fake news and the orchestrated lies of the media starting in the late 60s, quite honestly,
[01:50:30.000 --> 01:50:35.000]  some people fell for it, but then when they really tune in and pay attention, they see how dishonest it is.
[01:50:35.000 --> 01:50:40.000]  And my backing and my support is at an all time high right now.
[01:50:40.000 --> 01:50:47.000]  Look at all the claims that I'm a child molester, a draft dodger, that I diss the Native Americans. It's all lies.
[01:50:47.000 --> 01:50:51.000]  What nasty things, especially my relationship with the Native Americans.
[01:50:51.000 --> 01:51:02.000]  I have been invited to almost every Native American tribe to teach their children the Native lifestyle of clean and sober, hands-on conservation,
[01:51:02.000 --> 01:51:12.000]  self-sufficiency, hunting, fishing, outdoor conservation, shared sweat lodges with their spiritual leaders since the 60s.
[01:51:12.000 --> 01:51:21.000]  I have been given felonious eagle feather war bonnets by the elders of numerous tribes because I, in my song Great White Buffalo,
[01:51:21.000 --> 01:51:27.000]  and in my promotion of conservation, especially bow hunting, they feel a kinship, a blood brotherhood there with me.
[01:51:27.000 --> 01:51:37.000]  So, meanwhile, the Native Americans and I are spiritual blood brothers, so the Huffington Post claims that I called him unclean vermin.
[01:51:37.000 --> 01:51:45.000]  And then some people actually fell for it. So, you can see that as I say these things, as nasty and horrific and dishonest as they are,
[01:51:45.000 --> 01:52:11.000]  you notice I'm still smiling because I can plow through the dishonesty and the bull*** and still connect with people who were in the acid column.
[01:52:16.000 --> 01:52:24.000]  Thank you. I believe the positive spirit is as strong as it's ever been.
[01:52:24.000 --> 01:52:30.000]  If you are receiving this transmission, you are the resistance.
[01:52:30.000 --> 01:52:41.000]  You are the resistance, and thank you for tuning in today. This is the Alex Jones show Mike Adams filling in today because this is a collaborative effort at this point.
[01:52:41.000 --> 01:52:45.000]  We are fighting for our survival and we're fighting for your right to exist.
[01:52:45.000 --> 01:52:51.000]  You got to understand that the attacks on free speech are not just to silence people like Alex Jones or myself.
[01:52:51.000 --> 01:53:00.000]  Ultimately, the left believes that you, a conservative, liberty minded individual or a Christian individual or a gun owning individual,
[01:53:00.000 --> 01:53:03.000]  they believe that you have no right to exist.
[01:53:03.000 --> 01:53:13.000]  I want you to understand that the kind of philosophy that the left has now adopted is frankly, it's the kind of thing that has led throughout history to mass genocide and mass executions.
[01:53:13.000 --> 01:53:23.000]  This is like cultural revolution, communist China, the Mao takeover where young people were told to kill their elders and drag them out of their homes and literally execute them
[01:53:23.000 --> 01:53:30.000]  and beat them on the head with bricks and baseball bats until they were dead and to call the government to come arrest their own parents.
[01:53:30.000 --> 01:53:41.000]  And they dragged people out who are the intellectual leaders of the day, people who they were targeted for wearing glasses because they thought people who wore glasses were intelligent and could read and could think.
[01:53:41.000 --> 01:53:47.000]  And so they terminated them because the communist regime cannot tolerate anyone who can think.
[01:53:47.000 --> 01:54:03.000]  That's why, I mean, who watches CNN and believes anything except truly a dumbed down info consumer who has been mass hypnotized, indoctrinated, chemically contaminated with crazy food additives, fluoride in the water supply, everything else.
[01:54:03.000 --> 01:54:08.000]  Who actually, what thinking person could believe anything that they see on CNN?
[01:54:08.000 --> 01:54:09.000]  It's outrageous.
[01:54:09.000 --> 01:54:13.000]  So I want to thank Ted Nugent for that segment there.
[01:54:13.000 --> 01:54:18.000]  And as I promised before the break, here's a fascinating story that you won't see.
[01:54:18.000 --> 01:54:21.000]  Well, I guess it is in the media.
[01:54:21.000 --> 01:54:23.000]  It's called, all right, check this out.
[01:54:23.000 --> 01:54:25.000]  Bizarre research paper.
[01:54:25.000 --> 01:54:28.000]  This is from, by the way, news.com.au.
[01:54:28.000 --> 01:54:33.000]  Bizarre research paper explores the possible scenarios of Earth intercepting an alien message.
[01:54:33.000 --> 01:54:42.000]  Now, according to this paper, the title of the science paper is interstellar communication, message decontamination is impossible.
[01:54:42.000 --> 01:54:46.000]  And the scientists who worked on this are Michael Hipke and John Learned.
[01:54:46.000 --> 01:54:47.000]  It's what it looks like.
[01:54:47.000 --> 01:54:49.000]  University of Hawaii is one of them.
[01:54:49.000 --> 01:54:59.000]  Just to break it down for you, this paper, at least one interpretation of it, claims that alien messages could crash the US power grid.
[01:54:59.000 --> 01:55:03.000]  Now, it sounds insane, but here it is.
[01:55:03.000 --> 01:55:04.000]  It's in the science paper.
[01:55:04.000 --> 01:55:06.000]  It's in the university.
[01:55:06.000 --> 01:55:11.000]  I, when I saw this, I thought immediately, this sounds like a cover story.
[01:55:11.000 --> 01:55:15.000]  And I thought, you know, there is a major false flag coming, no doubt in my mind.
[01:55:15.000 --> 01:55:22.000]  This is one of the reasons that they're trying to silence info wars and silence, you know, my website, natural news and all the other voices out there.
[01:55:22.000 --> 01:55:25.000]  I think there is a major, major false flag coming.
[01:55:25.000 --> 01:55:28.000]  And previously I thought, well, maybe that could be a dirty bomb.
[01:55:28.000 --> 01:55:38.000]  You know, like someone gets some medical imaging equipment, some radioisotopes wraps it around like a conventional explosive and gets a, you know, drops it out of a Cessna over a city or something.
[01:55:38.000 --> 01:55:40.000]  You know, because that's what terrorists do.
[01:55:40.000 --> 01:55:46.000]  But now I'm thinking, what if they crashed the whole power grid and blamed it on aliens?
[01:55:46.000 --> 01:55:51.000]  Yes, you see, they can't blame it on the Russians because no one would believe that at this point.
[01:55:51.000 --> 01:55:54.000]  Oh, that might have been the previous cover story.
[01:55:54.000 --> 01:55:56.000]  Maybe we'll try to blame Alex Jones.
[01:55:56.000 --> 01:55:59.000]  Like Alex Jones crashed the national power grid.
[01:55:59.000 --> 01:56:06.000]  No, they, they can't blame it on climate change because no one believes that story anymore, even though the mainstream science tries to blame everything on climate change.
[01:56:06.000 --> 01:56:11.000]  Like, oh, the loss of libido in women 25 to 30 caused by climate change.
[01:56:11.000 --> 01:56:13.000]  You know, you see these articles everywhere.
[01:56:13.000 --> 01:56:14.000]  It's insane.
[01:56:14.000 --> 01:56:17.000]  They have to have a new boogeyman.
[01:56:17.000 --> 01:56:22.000]  So I think they're going to blame the aliens like actual little green men from Planet Zorg.
[01:56:22.000 --> 01:56:25.000]  And they could just turn off all the power grid.
[01:56:25.000 --> 01:56:31.000]  Just, just have like a, like a deep state built Stuxnet virus, you know, because, hey, the US intelligence built that thing.
[01:56:31.000 --> 01:56:36.000]  They took out the centrifuge systems in Iran, their nuclear program.
[01:56:36.000 --> 01:56:38.000]  They could take down the US power grid, right?
[01:56:38.000 --> 01:56:41.000]  Just crash the whole system, unleash mass chaos in the cities.
[01:56:41.000 --> 01:56:47.000]  And by the time the power grid comes back on, like they'll have assassinated Trump.
[01:56:47.000 --> 01:56:53.000]  Infowars.com domain name will be turned into like a daily happiness tips blog.
[01:56:53.000 --> 01:56:58.000]  And they'll have Hillary Clinton in the White House and CNN will claim that Trump never won the election at all.
[01:56:58.000 --> 01:57:01.000]  What do you, what's his conspiracy theories? You think Trump won the election?
[01:57:01.000 --> 01:57:05.000]  No, the memory hold last year and a half.
[01:57:05.000 --> 01:57:07.000]  And they'll say, no, Hillary's always been president.
[01:57:07.000 --> 01:57:09.000]  And they'll just silence everybody.
[01:57:09.000 --> 01:57:13.000]  They just put up this crazy insane picture.
[01:57:13.000 --> 01:57:14.000]  I'm laughing.
[01:57:14.000 --> 01:57:18.000]  It's like Hillary as an alien gray with black eyes.
[01:57:18.000 --> 01:57:19.000]  It's insane.
[01:57:19.000 --> 01:57:21.000]  I'm just telling you, I don't believe this stuff.
[01:57:21.000 --> 01:57:27.000]  I think, I think it's nonsense, but it's the kind of thing that they, the legacy media would try to push.
[01:57:27.000 --> 01:57:31.000]  As a cover story for anything they want to pull off.
[01:57:31.000 --> 01:57:32.000]  It's insane.
[01:57:32.000 --> 01:57:33.000]  There's a lot more coming here.
