[00:03.000 --> 00:10.800]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[2:17:56.060 --> 2:17:59.500]  I forget his name you can search engine the history of the modern olympics
[2:18:00.140 --> 2:18:02.540]  and you'll learn in the 1870s into the
[2:18:03.900 --> 2:18:08.700]  1920s there was a french member of the former royal family
[2:18:09.100 --> 2:18:14.780]  Who put his time and energy into controlling the population through popularizing sports for
[2:18:15.580 --> 2:18:16.860]  adults
[2:18:16.860 --> 2:18:18.620]  and getting men
[2:18:18.620 --> 2:18:21.660]  To start getting into sports instead of being
[2:18:22.700 --> 2:18:28.860]  Warriors and training for war now the argument was this is going to end global conflict and end wars
[2:18:28.940 --> 2:18:34.780]  Was how it was sold just like globalism world governments sold to end all wars just don't make men men anymore
[2:18:35.820 --> 2:18:37.820]  Or or or you know give them
[2:18:38.300 --> 2:18:43.420]  Don't let them conduct real trains give them toy trains figuratively don't let them be real warriors
[2:18:43.660 --> 2:18:44.540]  We don't want that going on
[2:18:44.540 --> 2:18:50.700]  Let's let's have them all be their little tribal groups and go paint their faces up and yell and scream and you can go read
[2:18:52.940 --> 2:18:56.380]  How his writings got picked up by the turn of a century
[2:18:56.940 --> 2:19:01.740]  And they started having olympics and then hitler picked it up and made it really big in 1936
[2:19:03.180 --> 2:19:09.660]  And invited members of that fellow's family. I should go into history. I don't have the articles pulled up in history, but it it's amazing
[2:19:11.500 --> 2:19:13.500]  And then they exported it here
[2:19:13.500 --> 2:19:20.700]  I mean it wasn't till the 20s and 30s that men's baseball teams were taken seriously or any of this crap
[2:19:21.580 --> 2:19:28.700]  That we think is america. It's not just like santa claus wasn't popular until the 40s when coca-cola popularized santa claus
[2:19:28.940 --> 2:19:30.620]  Yeah, he existed
[2:19:30.620 --> 2:19:34.540]  Did you know that santa claus in england got banned 300 plus years ago?
[2:19:35.020 --> 2:19:38.860]  Because people were dressing up santa claus wore red and white stripes
[2:19:38.860 --> 2:19:44.780]  It was a gang and you went out and raped and killed people and burned buildings down on christmas eve
[2:19:45.740 --> 2:19:47.740]  He was basically freddy kruger
[2:19:48.940 --> 2:19:54.060]  But I mean and that's why you kind of give it an amalgamation today where it's awk rumpus
[2:19:54.380 --> 2:20:00.700]  You know the bad german santa claus and the russians have their bad santa claus and the the dutch have theirs and
[2:20:01.900 --> 2:20:05.740]  You know then the good santa claus has his black peters and i mean it's it's it
[2:20:05.740 --> 2:20:13.180]  It all varies culture to culture but santa claus you think's been there forever is was made up in the 1940s the guy
[2:20:13.740 --> 2:20:20.060]  You know in the red and white suit there was a poem before that what 60 years before about the night before christmas
[2:20:20.860 --> 2:20:23.100]  But other than that it's a total invention
[2:20:23.820 --> 2:20:25.820]  Just like the stupid nfl
[2:20:26.460 --> 2:20:28.460]  Just like all of it
[2:20:29.260 --> 2:20:33.580]  So here's why i'm against the nfl it's been set up to emasculate me
[2:20:33.580 --> 2:20:37.660]  Or to demasculate me. It's been set up to steal
[2:20:38.300 --> 2:20:45.260]  Who I am so that if there's a threat to myself and my family i'll be politically involved in modern forms of warfare
[2:20:47.500 --> 2:20:53.180]  That are not physical but are done through the law and done through speech and done through the soapbox and the electronic soapbox
[2:20:53.180 --> 2:20:55.180]  That's what i'm supposed to do as a man
[2:20:55.340 --> 2:20:57.340]  and instead
[2:20:58.060 --> 2:21:00.060]  We play fantasy football
[2:21:00.060 --> 2:21:06.460]  We play a fantasy game about another fantasy that doesn't matter and then we watch television
[2:21:08.060 --> 2:21:10.060]  And we see
[2:21:10.060 --> 2:21:12.860]  Actors playing fake newscasters
[2:21:13.180 --> 2:21:20.780]  Telling us about fake news a la steven cobert and the irony is not lost on people take maxine waters
[2:21:22.060 --> 2:21:24.060]  And and and all these other people
[2:21:25.420 --> 2:21:27.420]  Running around
[2:21:27.420 --> 2:21:29.420]  saying
[2:21:29.420 --> 2:21:34.940]  Saying we played the clip earlier that donald trump isn't just a russian agent
[2:21:36.860 --> 2:21:38.540]  Donald trump
[2:21:38.540 --> 2:21:41.740]  Actually doesn't have any thoughts of his own his tweets
[2:21:42.220 --> 2:21:47.820]  Everything he says is told to him by the russians because americans couldn't come up with crooked hillary
[2:21:48.700 --> 2:21:50.700]  even like if you drive to the countryside you see a
[2:21:51.820 --> 2:21:58.140]  Red barn and you go look it's a red barn. They go oh the russians must have told you it's a red barn
[2:21:58.140 --> 2:22:00.140]  You're like no, it's a red barn
[2:22:00.860 --> 2:22:06.300]  No one ever thought that she's crooked. No one ever imagined that that would be a nickname for
[2:22:09.260 --> 2:22:12.380]  I mean i would call jeb bush silverspoon dumbass
[2:22:12.940 --> 2:22:15.580]  Did the russians tell me to say that no that's what he is
[2:22:15.820 --> 2:22:19.340]  It's not that we're against wealth we're against somebody given everything
[2:22:19.820 --> 2:22:24.380]  multi-generationally the bushes have been given everything for two generations
[2:22:24.380 --> 2:22:33.660]  It was grandpa that actually made a deal with the nazis and ran some major fraud and scams or at least steal the money
[2:22:36.940 --> 2:22:44.620]  And it just goes on and on and then gloria all red comes climbing out of whatever horses in she lives in
[2:22:45.820 --> 2:22:48.940]  And you know she comes climbing out, you know like like a possum
[2:22:48.940 --> 2:22:56.300]  Uh to to announce that oh another woman another woman that donald trump
[2:22:56.700 --> 2:22:59.180]  Uh had it was was made advances on
[2:23:00.780 --> 2:23:03.740]  Every time these women actually get into court it all folds
[2:23:04.620 --> 2:23:06.620]  homemade up
[2:23:09.980 --> 2:23:12.940]  You know i know a lot of people that have known donald trump for a long time
[2:23:13.420 --> 2:23:17.660]  And you know i'm not going to defend donald trump with the inside knowledge i have let me just explain something
[2:23:17.660 --> 2:23:19.900]  Donald trump is a clean freak
[2:23:20.460 --> 2:23:25.900]  And donald trump is very specific about any woman he dates or marries
[2:23:26.540 --> 2:23:28.700]  If donald trump likes you he's gonna marry you
[2:23:30.860 --> 2:23:34.300]  I mean if you're getting in the sack with donald trump you're getting married to him
[2:23:34.940 --> 2:23:38.620]  You can faulty for being married three four times. The point is he's one of those guys where
[2:23:39.900 --> 2:23:43.660]  He's gonna jump in the sack with you. He's gonna marry you. This is complete
[2:23:44.380 --> 2:23:45.500]  made up
[2:23:45.500 --> 2:23:51.660]  Loaning and they know it just like the not one not two not three not four not five
[2:23:51.900 --> 2:23:58.380]  But six lawsuits that have been dropped with jane doe made up names of him raping
[2:23:59.660 --> 2:24:02.060]  Teenage girls with jeffrey eppstein
[2:24:03.100 --> 2:24:06.460]  20 something years ago totally made up
[2:24:07.740 --> 2:24:13.260]  Completely made up. It's the clintons that hang around with him. They knew that was gonna come out
[2:24:13.260 --> 2:24:15.820]  So they ran it in the media that it was the trump
[2:24:18.060 --> 2:24:27.260]  The trump the same thing over and over and over and over and over and over and over and over and over again
[2:24:30.940 --> 2:24:35.580]  And you know folks paul wassen reported on it. We were contacted by
[2:24:36.780 --> 2:24:38.780]  an individual at mbc and
[2:24:38.780 --> 2:24:43.180]  We made them show credentials in the whole nine yards. We still say claiming to be with mbc
[2:24:43.660 --> 2:24:46.460]  That they've been passing this tape around and I've heard about for over a year
[2:24:46.700 --> 2:24:50.140]  Just like the pp gate thing heard about that a year and a half. It was on the four chance site
[2:24:51.020 --> 2:24:53.020]  Totally made up. Oh by the way, they admit that's all fake
[2:24:54.540 --> 2:24:56.540]  They admit that's all fake
[2:24:56.780 --> 2:25:01.100]  But doesn't matter they go on hardball last night and bring it all up again
[2:25:02.140 --> 2:25:04.300]  That's right. I mean she says with a straight face
[2:25:04.780 --> 2:25:06.780]  Like I'm gonna play it again later
[2:25:06.780 --> 2:25:08.780]  The big announcements coming up in the next segment
[2:25:11.100 --> 2:25:14.140]  That the russians came up with the term crooked hillary
[2:25:16.540 --> 2:25:20.540]  And now they've got news articles out saying it's worse hillary for prison
[2:25:21.340 --> 2:25:25.980]  All of it came from the russians. That's right. I I didn't think of that
[2:25:26.780 --> 2:25:31.420]  The russians did the russians are in my ear here. What do I say next booton?
[2:25:31.420 --> 2:25:39.100]  Here it is desperate democrat calls for trump impeachment claims russia fed him the term
[2:25:39.500 --> 2:25:43.180]  Crooked hillary and everything else. That's right at 2 a.m
[2:25:43.580 --> 2:25:49.180]  He goes into like a egg of silence a little pod and putin pops up
[2:25:49.740 --> 2:25:53.260]  And then tells donald trump when no one can tell donald trump anything
[2:25:57.820 --> 2:25:59.820]  Unless you're super aggressive
[2:25:59.820 --> 2:26:03.580]  There are very few people that trump actually listens to
[2:26:04.460 --> 2:26:07.500]  And or you gotta have a track record of being on target for trump listen to you as well
[2:26:08.700 --> 2:26:10.700]  I wonder who trump listens to
[2:26:13.100 --> 2:26:17.100]  You know, I listen I can get trump back on the show if I want to that's not even the big issue
[2:26:17.180 --> 2:26:19.980]  I know how much trouble it'll cause what a big ass little b
[2:26:19.980 --> 2:26:29.020]  And so trump has not been back on the show yet, but I'm gonna give the media some big heydays here, but uh, let's just say that uh
[2:26:33.260 --> 2:26:39.020]  I do talk to talk to trump some yeah the president and it's not the power trip that it's a president
[2:26:39.420 --> 2:26:42.460]  It's the power trip that it's a president fighting the neural order
[2:26:42.460 --> 2:26:50.060]  Under complete attack and history is completely happening in front of us and it's so cool
[2:26:50.300 --> 2:26:57.820]  I mean trump is just so classy folks and that's why you see all these liars and all these scumbags and all the things they're doing like
[2:27:00.060 --> 2:27:02.060]  Democratic congresswoman
[2:27:03.500 --> 2:27:05.500]  Coming on chris mathews
[2:27:05.500 --> 2:27:12.700]  And claiming I mean, I just can't get over this. This is a craziest crap, but they really say this see
[2:27:13.340 --> 2:27:17.580]  The democrats aren't just now saying any criticism of them as racists
