[00:00:17.611 --> 00:00:21.974]  Hindsight is 2020, and the enemy is very cunning.
[02:10:54.572 --> 02:11:03.477]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[02:11:03.477 --> 02:11:11.642]  Alpha Power's incredible ingredients can help you boost your sport performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[02:11:12.242 --> 02:11:17.686]  Perfect by itself or with super male vitality in the True Alpha Male Pack.
[02:11:17.686 --> 02:11:24.911]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[02:11:24.911 --> 02:11:28.594]  Let Alpha Power help bring you to the peak of your optimal health.
[02:11:28.594 --> 02:11:31.636]  Don't fall short on energy in the fight against tyranny.
[02:11:31.636 --> 02:11:35.699]  Show the world what a True Alpha Male looks like today with Alpha Power.
[02:11:35.699 --> 02:11:38.181]  Head to InfoWarsStore.com today!
[02:11:46.900 --> 02:11:58.543]  You're listening to the Alex Jones Show.
[02:11:58.543 --> 02:12:09.026]  I watched that clip of that CIA Communist Party.
[02:12:09.026 --> 02:12:11.887]  Admittedly, he voted Communist twice.
[02:12:11.887 --> 02:12:13.507]  Wahhabist.
[02:12:13.507 --> 02:12:14.668]  He joined Al-Qaeda.
[02:12:14.668 --> 02:12:15.468]  That's the Wahhabist.
[02:12:16.553 --> 02:12:18.434]  Brennan, so scared.
[02:12:18.434 --> 02:12:20.855]  No one needed to be concerned, Cuomo.
[02:12:20.855 --> 02:12:24.377]  Trump's like a cornered tiger and he just got a new Secretary of Defense.
[02:12:24.377 --> 02:12:30.319]  And then Pompeo comes out and says, we're going to have a second Trump administration.
[02:12:30.319 --> 02:12:32.760]  We've got the election fraud because we know we've got them dead to rights.
[02:12:32.760 --> 02:12:40.704]  These crazy people, here's the problem, because they didn't get in trouble for Russiagate, Ukrainegate, Spygate, all the rest of it, Impeachmentgate.
[02:12:41.994 --> 02:12:42.937]  They did it again!
[02:12:42.937 --> 02:12:44.681]  This time even bigger and crazier!
[02:12:44.681 --> 02:12:45.624]  Big Tech!
[02:12:45.624 --> 02:12:48.993]  Got away with all the spying and censorship so they went further!
[02:12:50.462 --> 02:12:52.863]  And so it looks like Trump's going to fight it.
[02:12:52.863 --> 02:12:53.703]  So we're going to fight it.
[02:12:53.703 --> 02:12:56.764]  This is what we call the 79 days of hell.
[02:12:56.764 --> 02:12:58.264]  The 79 days of hell for everybody.
[02:12:58.264 --> 02:12:59.844]  But pray to Jesus, folks.
[02:12:59.844 --> 02:13:01.885]  This is such an incredible time.
[02:13:01.885 --> 02:13:06.946]  Let's hear what the Secretary of State Pompeo had to say, showing he's not cutting and running.
[02:13:06.946 --> 02:13:07.966]  And you know what?
[02:13:07.966 --> 02:13:12.907]  It's like they say in Full Metal Jacket, Private Joker's silly and he's ignorant, but he's got guts and guts is enough.
[02:13:12.907 --> 02:13:14.548]  Well, Pompeo's not silly and ignorant.
[02:13:14.548 --> 02:13:16.128]  He's a very shrewd person.
[02:13:16.128 --> 02:13:19.089]  And the fact that he's sticking with Trump shows you we are not out of the game yet.
[02:13:19.089 --> 02:13:19.549]  Here's a clip.
[02:13:21.482 --> 02:13:24.817]  There will be a smooth transition to a second Trump administration.
[02:13:26.724 --> 02:13:27.385]  All right?
[02:13:27.385 --> 02:13:28.606]  We're ready.
[02:13:28.606 --> 02:13:30.407]  The world is watching what's taking place here.
[02:13:30.407 --> 02:13:31.989]  We're going to count all the votes.
[02:13:31.989 --> 02:13:34.931]  When the process is complete, there'll be electors selected.
[02:13:34.931 --> 02:13:35.732]  There's a process.
[02:13:35.732 --> 02:13:38.274]  The Constitution lays it out pretty clearly.
[02:13:38.274 --> 02:13:51.646]  The world should have every confidence that the transition necessary to make sure that the State Department is functional today, successful today, and successful with the president who's in office on January 20th, a minute afternoon, will also be successful.
[02:13:52.106 --> 02:13:54.927]  I went through a transition on the front, and I've been on the other side of this.
[02:13:54.927 --> 02:14:04.089]  I'm very confident that we will do all the things that are necessary to make sure that the government, the United States government, will continue to perform its national security function as we go forward.
[02:14:04.089 --> 02:14:20.554]  So you believe there's widespread voter fraud, that the reports that we're getting from Pennsylvania, from Michigan, showing vote totals and massive leads, or significant leads, with 99% reporting, are going to be overturned, and that the United States failed to conduct a fraudulent free election?
[02:14:20.914 --> 02:14:22.995]  Rich, I'm the Secretary of State.
[02:14:22.995 --> 02:14:25.315]  I'm getting calls from all across the world.
[02:14:25.315 --> 02:14:27.236]  These people are watching our election.
[02:14:27.236 --> 02:14:29.077]  They understand that we have a legal process.
[02:14:29.077 --> 02:14:31.337]  They understand that this takes time.
[02:14:31.337 --> 02:14:31.498]  Right?
[02:14:31.498 --> 02:14:36.159]  It took us 37 plus days in an election back in 2000.
[02:14:36.159 --> 02:14:38.460]  Conducted a successful transition then.
[02:14:38.460 --> 02:14:42.861]  I'm very confident that we will count and we must count every legal vote.
[02:14:42.861 --> 02:14:45.242]  We must make sure that any vote that wasn't lawful will not be counted.
[02:14:45.242 --> 02:14:47.563]  That dilutes your vote if it's done improperly.
[02:14:48.396 --> 02:14:49.158]  Gotta get that right.
[02:14:49.158 --> 02:14:51.542]  When we get it right, we'll get it right.
[02:14:51.542 --> 02:14:56.452]  By the way, I don't agree with socialism, but the Mexican president they have in now was anti-Trump.
[02:14:57.398 --> 02:15:01.202]  After he met with him for three hours, he came out of the meeting and he said, I like Trump.
[02:15:01.202 --> 02:15:03.825]  Because Trump said, listen, I want to empower poor people.
[02:15:03.825 --> 02:15:05.867]  If you say you're a socialist, that doesn't work.
[02:15:05.867 --> 02:15:07.348]  We're going to do it.
[02:15:07.348 --> 02:15:08.730]  He had an election stolen from him.
[02:15:08.730 --> 02:15:12.454]  And then one later, he's come out and endorsed Trump basically and said, you can't do this.
[02:15:12.454 --> 02:15:13.515]  It looks like fraud.
[02:15:13.515 --> 02:15:14.536]  That's what this is, folks.
[02:15:14.536 --> 02:15:15.497]  It happened.
[02:15:15.497 --> 02:15:16.197]  They've been caught.
[02:15:16.197 --> 02:15:19.441]  A socialist Mexican president is supporting Trump.
[02:15:20.558 --> 02:15:22.820]  So they can stonewall all day long.
[02:15:22.820 --> 02:15:24.763]  They can play games all day long.
[02:15:24.763 --> 02:15:26.464]  We know we got a populist president.
[02:15:26.464 --> 02:15:28.427]  He's trying to cut a better deal for us.
[02:15:28.427 --> 02:15:30.489]  And if they think they're going to take this from us, they got a big problem.
[02:15:30.489 --> 02:15:31.330]  Owen Schroer, take over.
[02:15:36.577 --> 02:15:52.326]  ...of America and I think that most the audience members that are hearing this transmission right now could probably point to a specific time or story or incident that woke them up or red pill moment as some people call it.
[02:15:52.326 --> 02:15:56.449]  I think this is one of the biggest we've seen since the election of Trump.
[02:15:56.449 --> 02:15:58.730]  Well it's bigger than all of them combined.
[02:15:58.730 --> 02:15:59.891]  This is the big red pill.
[02:16:02.392 --> 02:16:04.993]  The blatant, right in front of your eyes, election theft.
[02:16:04.993 --> 02:16:12.297]  And you know, here's the thing, I've got family and friends, Alex, that, you know, they're conservative, they have conservative values, but they're not really politically charged.
[02:16:12.297 --> 02:16:17.680]  You know, they go about their life, they're not really thinking about politics, oh, who wins, loses the election, okay, fine, whatever.
[02:16:18.340 --> 02:16:24.466]  Well, those people who are in neutral have just been shifted into high gear.
[02:16:24.466 --> 02:16:25.867]  And everyone's panicked.
[02:16:25.867 --> 02:16:26.347]  Hey, what?
[02:16:26.347 --> 02:16:27.649]  Whoa, we don't have fair elections?
[02:16:27.649 --> 02:16:35.796]  Hey, what is this in Michigan with a vertical, I'm calling it a political Viagra for Joe Biden in Michigan, where it just goes straight up.
[02:16:35.796 --> 02:16:36.997]  It's just magic.
[02:16:36.997 --> 02:16:38.478]  Same thing's happened in Wisconsin.
[02:16:38.478 --> 02:16:40.480]  And people say, wait a second, this isn't right.
[02:16:40.480 --> 02:16:42.202]  They see them counting in Pennsylvania.
[02:16:50.632 --> 02:16:52.433]  Well, we lost Owen.
[02:16:52.433 --> 02:16:53.053]  That's okay.
[02:16:53.053 --> 02:16:59.616]  Right when I decided to bite into a delicious, cheesy hamburger.
[02:16:59.616 --> 02:17:05.158]  By the way, I've never been into a hamburger that tastes so good, but all this news has just been breaking.
[02:17:05.158 --> 02:17:06.178]  Owen Schroeder is back.
[02:17:06.178 --> 02:17:07.879]  Owen, get going.
[02:17:07.879 --> 02:17:10.440]  Alex, I kind of want that hamburger now.
[02:17:12.970 --> 02:17:14.211]  I'm thinking about Juicy Hammers.
[02:17:14.211 --> 02:17:15.573]  Alright Alex, let me take over.
[02:17:15.573 --> 02:17:17.895]  You enjoy, yeah you enjoy that.
[02:17:17.895 --> 02:17:24.742]  So, I'm thinking that this, the stealing of this election from Trump, because everybody saw the rallies, folks.
[02:17:24.742 --> 02:17:27.685]  I mean, even the graphs that show how it was rigged.
[02:17:27.685 --> 02:17:31.369]  Even them voting for a whole week in Pennsylvania until Biden was ahead.
[02:17:31.929 --> 02:17:33.571]  I mean, people saw the rallies.
[02:17:33.571 --> 02:17:34.772]  They saw Trump supporters.
[02:17:34.772 --> 02:17:37.034]  They've never seen people so politically activated.
[02:17:37.034 --> 02:17:39.316]  They've never seen people so politically charged.
[02:17:39.316 --> 02:17:42.740]  They've never seen people with so much enthusiasm for a president.
[02:17:42.740 --> 02:17:48.165]  So even just general observers are seeing that this was completely stolen from Trump and they're not buying it.
[02:17:48.165 --> 02:17:53.890]  And the mainstream news, including Fox News, has already sullied their reputation to such a point where
[02:17:54.972 --> 02:17:59.915]  Everything they report is having less and less of an impact every day.
[02:17:59.915 --> 02:18:01.756]  And so they report Joe Biden won.
[02:18:01.756 --> 02:18:03.437]  They have a little fake ceremony.
[02:18:03.437 --> 02:18:04.978]  Nobody's buying it.
[02:18:04.978 --> 02:18:10.221]  And they're going to look really foolish when President Trump has announced the winner, which could be as soon as Saturday.
[02:18:10.221 --> 02:18:13.703]  I think it may take a longer process than that with the legal battle that's ahead.
[02:18:13.703 --> 02:18:17.286]  But Trump will be announced the winner of the 2020 election.
[02:18:17.286 --> 02:18:20.367]  And these people are going to have to admit that they fall for fake news again.
[02:18:20.367 --> 02:18:22.789]  But because of all this energy,
[02:18:23.911 --> 02:18:34.094]  Because of all this outreach to InfoWars, and because of so many people fired up to stop the steal, we had the massive event in Austin, Texas on Saturday.
[02:18:34.094 --> 02:18:35.875]  Thousands of people showed up.
[02:18:35.875 --> 02:18:43.937]  And then we carried that momentum on to the Stop the Steal Caravan, which we just departed from Baton Rouge, Louisiana.
[02:18:43.937 --> 02:18:49.459]  We were at the State Capitol Building of Louisiana, and we're now heading to the State Capitol Building of Tallahassee.
[02:18:49.459 --> 02:18:50.700]  We've got a caravan going.
[02:18:50.700 --> 02:18:51.600]  We've got a convoy.
[02:18:52.220 --> 02:18:56.062]  And we are taking this caravan to D.C.
[02:18:56.062 --> 02:19:06.027]  And so tonight, Tallahassee, Florida, State Capitol Building of Florida, we're expecting to be landing at the State Capitol around 8.30 p.m.
[02:19:06.027 --> 02:19:08.448]  local time, that's Eastern Standard Time.
[02:19:08.448 --> 02:19:15.432]  Tallahassee, Florida, State Capitol Building, the Stop the Steal Caravan, the Infowars Battle Truck, it's all happening
[02:19:15.972 --> 02:19:17.993]  And we're going to have tons of people out there.
[02:19:17.993 --> 02:19:20.955]  I think we're going to pick up a lot of cars on this caravan.
[02:19:20.955 --> 02:19:23.056]  This isn't Minecraft.
[02:19:23.056 --> 02:19:24.177]  This isn't Fortnite.
[02:19:24.177 --> 02:19:25.698]  This isn't World of Warcraft.
[02:19:25.698 --> 02:19:26.539]  This is the real world.
