[00:00.000 --> 00:18.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[2:20:46.080 --> 2:20:52.800]  we were talking to the break just briefly i agree with you if trump doesn't take action now he's
[2:20:52.800 --> 2:20:57.280]  being told he's going to win re-election they've got internal polls he knows he's 15 20 points ahead
[2:20:57.280 --> 2:21:01.440]  from the fake polls that doesn't matter the democrats and all the fraud we've seen they
[2:21:01.440 --> 2:21:07.120]  already wanted him out they'll break any rule it's been proven that millions 1.3 million voted
[2:21:07.120 --> 2:21:12.720]  legally in california the judicial washes won a lawsuit two weeks ago they're going for broke
[2:21:12.720 --> 2:21:16.880]  and they're going to use the election as the cleanest way to get him out sure they're going to
[2:21:16.880 --> 2:21:22.320]  swamp it like i said before all these sanctuary cities as well as a mistake to send the you
[2:21:22.320 --> 2:21:27.840]  know asylum seekers to sanctuary cities because all that does is make them voting blocks sheltered
[2:21:27.840 --> 2:21:33.440]  illegal voting blocks in those cities or those states and that's the game plan i mean if they
[2:21:33.440 --> 2:21:37.600]  were if they thought there was going to be republican voters coming in from other countries
[2:21:37.600 --> 2:21:43.040]  you could see the wall from space that they would build to stop those country republican voters
[2:21:43.040 --> 2:21:46.480]  from coming in but because they know that predominantly they're going to vote democrats
[2:21:46.480 --> 2:21:52.880]  especially when they're being encouraged by the democrats to to vote and voted legally they know
[2:21:52.880 --> 2:21:57.280]  they're going to vote democrat and they'll get a permanent lock on power and colter is correct
[2:21:57.280 --> 2:22:04.160]  about that and they've been bragging that the democrats now admit this it's just total insanity
[2:22:04.160 --> 2:22:09.840]  let's go to phone calls here uh let's go ahead and talk to connor than ansony and others connor
[2:22:09.840 --> 2:22:15.600]  on the air from indiana thanks for holding hey alex uh so great to talk to you um i actually
[2:22:15.600 --> 2:22:19.440]  wanted to make a few points uh my wife is actually from the philippines and we went through the
[2:22:19.440 --> 2:22:25.280]  legal immigration process and it's taken so much time so much money and i've actually had to give
[2:22:25.280 --> 2:22:31.840]  up a lot of my personal documentation and hers as well to get here and i don't know my my kind of
[2:22:31.840 --> 2:22:38.000]  i don't want to say hatred for illegal immigrants and kind of swell over like the last you know
[2:22:38.000 --> 2:22:42.640]  months or so this thing going on cash has been outflowing for my wallet and you know to see
[2:22:42.640 --> 2:22:48.080]  these people wanting open borders is pretty sick to me so well i agree with you we should make people
[2:22:48.080 --> 2:22:52.160]  that aren't criminals and have skills easier to be citizens but the democrats want a permanent
[2:22:52.160 --> 2:22:56.960]  underclass and so they just say oh come on in we'll legalize you but you're never really a
[2:22:56.960 --> 2:23:02.960]  citizen they suck off of you that's exactly right and to see illan omar not even she just
[2:23:02.960 --> 2:23:08.160]  stayed completely silent when they uh desecrated her flag and you know i actually watched the
[2:23:08.160 --> 2:23:13.360]  patreon with my wife i mean it's not the most historically accurate movie but she's a pro-trump
[2:23:13.360 --> 2:23:19.680]  immigrant and all this stuff and she just loves our country she's so grateful to be here and uh i
[2:23:19.680 --> 2:23:26.000]  just think it's sick that you know illan omar being an assaili refugee you know from simalia to just
[2:23:26.000 --> 2:23:31.360]  stay silent on the desecration of her flag one open borders all this stuff is just disgusting and
[2:23:31.360 --> 2:23:35.520]  i'm well it's like stewart road said my friend god bless you connor and god bless your american
[2:23:35.520 --> 2:23:39.840]  wife because you love american you love freedom you're an american that's the problem the left
[2:23:39.840 --> 2:23:44.320]  puts them in refugee centers for six months on average brain washes them and then ships them up
[2:23:44.320 --> 2:23:50.560]  here with a chip on their shoulder god bless you uh i appreciate that call uh let's go ahead and go
[2:23:50.560 --> 2:23:56.480]  to anthony in novata anthony you're on the air thanks for holding hey good afternoon alex and
[2:23:56.480 --> 2:24:02.960]  stewart god bless you hey god bless you i wanted to thank stewart for his service as well um i never
[2:24:02.960 --> 2:24:08.880]  was in the military on myself but i have met stewart during the uh fundy ranch uh situation
[2:24:08.880 --> 2:24:13.600]  that was down here in las vegas and i was it was very nice to meet you stewart appreciate that thank
[2:24:13.600 --> 2:24:19.680]  you yeah definitely you know i just wanted to call and talk about how normal people just need to get
[2:24:19.680 --> 2:24:25.680]  out there and be active uh my brother and i we try to be as active as possible we do have kids and
[2:24:25.680 --> 2:24:30.640]  stuff we have to take care of but the more regular people get out there and get active the more we
[2:24:30.640 --> 2:24:34.800]  can take this country back from these luchas no i agree and that's what's so humbling about this
[2:24:34.800 --> 2:24:40.160]  show because i'm good sometime i'm bad sometime but i mean well but the humblingness of everybody
[2:24:40.160 --> 2:24:44.320]  of every race color and creed who are all humans with red blood all the same race under christ
[2:24:44.320 --> 2:24:49.520]  under christ the goodness of our audience they really are the resistance i mean our audience is
[2:24:49.520 --> 2:24:56.480]  the resistance yeah well said well said one hundred percent anything else anthony um
[2:24:57.120 --> 2:25:01.040]  me and my brother just started a website last night battle born dot youth we're gonna try to
[2:25:01.040 --> 2:25:05.760]  cover as much vocal news as we can and uh that's awesome say that slowly because i i didn't i didn't
[2:25:05.760 --> 2:25:12.640]  catch it uh battle born dot news battle born dot news what a great name battle born dot news
[2:25:12.640 --> 2:25:16.720]  sure folks will check it out anthony biggest thing is go out and shoot video local events
[2:25:16.720 --> 2:25:22.400]  link it up middle city huge traffic great job my friend uh let's go ahead and talk to mea
[2:25:22.960 --> 2:25:26.240]  in ohio than andrew mea thanks for calling you're on the air with stewart rhodes
[2:25:27.280 --> 2:25:32.880]  alex hi thank you for taking my call um i just wanted to call about a situation that we had on
[2:25:33.680 --> 2:25:41.040]  fourth of july over here i live in a a city on a suburb of cleveland west side and
[2:25:41.040 --> 2:25:47.440]  and it's pretty much being taken over by muslims it's horrifying we went to i took my two little
[2:25:47.440 --> 2:25:54.320]  boys i have a seven and eight year old boy um my husband and i got our bags picnic stuff brought
[2:25:54.320 --> 2:26:01.040]  it to the local park and immediately i couldn't believe what i was seeing it looked like i was in
[2:26:01.680 --> 2:26:08.720]  another country um i started getting upset i looked around i said something for one of them i said
[2:26:08.720 --> 2:26:14.480]  where's your red white and blue i don't see anyone with flags or any you know they're wearing all
[2:26:14.480 --> 2:26:21.520]  their black stuff and i just got really upset and um i said some stuff and then they said stuff back
[2:26:21.520 --> 2:26:28.560]  to me and within seconds i had about five cops grabbed me in front of my kids handcuffed me put
[2:26:28.560 --> 2:26:34.480]  me in the car and take me away and arrest me well ma'am i'd like to i'm sure this is a true story
[2:26:34.480 --> 2:26:39.440]  i'd like to put you on hold you it was a gasket your info and try to support you uh because
[2:26:39.440 --> 2:26:44.640]  all over the country i have i go to restaurants now just regular restaurants there'll be five
[2:26:44.640 --> 2:26:48.720]  women with burkas on an austin so it must be 10 times the number they say a muslim's been brought
[2:26:48.720 --> 2:26:53.040]  in i mean it must be millions a month or something i mean you drive down any street they're just muslims
[2:26:53.040 --> 2:26:57.360]  everywhere and full burkas i mean i'm not just talking to gypsum i mean full beekeeper suits
[2:26:57.920 --> 2:27:02.880]  and they're just you can't go to most malls in austin now the men will say stuff your daughters
[2:27:02.880 --> 2:27:06.720]  oh little slut bitch you want to get to fight with them you know your 10-year-old daughter
[2:27:06.720 --> 2:27:11.920]  that they go you're my bitch now because they're not wearing a beekeeper suit they're free game
[2:27:11.920 --> 2:27:14.800]  and so all the grooming all of it's here so so you were out
[2:27:16.480 --> 2:27:19.200]  but we're trying to go to the 4th of july public event you saw this
[2:27:20.720 --> 2:27:25.520]  yes and it happened last year too and i ignored it and then you know i told my husband i got to
