[00:00:00.750 --> 00:00:04.333]  WCAX-TV.
[01:38:51.574 --> 01:39:01.643]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[01:39:02.103 --> 01:39:08.167]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[01:39:08.167 --> 01:39:12.829]  Find out everything from where to get water in an emergency to geographic income levels.
[01:39:12.829 --> 01:39:19.073]  Housing prices, complete with over three gigabytes of detailed information on the 3,000 plus counties in the U.S.
[01:39:19.073 --> 01:39:25.817]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[01:39:25.817 --> 01:39:31.160]  Order Prudent Places USA now for only $29, plus shipping by calling New Millennium at
[01:39:32.403 --> 01:39:35.470]  Call us at 888-803-4438 and tell them Alex Jones sent you.
[01:39:35.470 --> 01:39:37.053]  That's 888-803-4438 or order online at Berkeywater.com.
[01:39:44.542 --> 01:39:48.903]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[01:39:48.903 --> 01:39:50.924]  Well, the glass has a natural resonance.
[01:39:50.924 --> 01:39:57.505]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[01:39:57.505 --> 01:40:03.867]  Using this similar principle, Royal Raymond Rife discovered that disease organisms can be destroyed using different resonant frequencies.
[01:40:03.867 --> 01:40:09.888]  The BioSolutions Frequency Instrument uses the same technology for relief or elimination of pain and disease conditions.
[01:40:10.188 --> 01:40:16.756]  With no side effects, the 2006 Biosolutions Plus is the easiest to operate frequency instrument ever developed.
[01:40:16.756 --> 01:40:20.601]  It's easy reference guide will allow you to begin using the instrument within minutes.
[01:40:20.601 --> 01:40:24.485]  Simple step-by-step instructions using pictures are easy to follow.
[01:40:24.485 --> 01:40:27.169]  Customer satisfaction is guaranteed or your money back.
[01:40:27.169 --> 01:40:28.230]  Don't just treat symptoms.
[01:40:28.370 --> 01:40:31.753]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:40:31.753 --> 01:40:33.595]  It's Alex Jones and the GCN Radio Network.
[01:40:54.477 --> 01:40:59.921]  We're working on getting a state representative who's been pro-Ed Brown and Elaine Brown on.
[01:40:59.921 --> 01:41:01.763]  It's clear there's a siege going on.
[01:41:01.763 --> 01:41:14.333]  AP, two newspapers, and two different TV stations, three TV stations, have reported that they have blocked it off for miles, evacuating houses, have moved in.
[01:41:15.077 --> 01:41:19.639]  With now, it looks like hundreds of state and federal terrorist forces, literally.
[01:41:19.639 --> 01:41:21.820]  I mean, just goon military forces.
[01:41:21.820 --> 01:41:23.141]  Look how cowardly they are.
[01:41:23.141 --> 01:41:30.905]  I mean, five guys, six guys could go in and, you know, if they were properly trained, you know, just evil scum and, you know, deal with a man and a woman.
[01:41:30.905 --> 01:41:36.728]  But no, they're just, you saw them when they get, the feds tell them to stand down when they pulled that off in Virginia a few months ago.
[01:41:36.728 --> 01:41:38.989]  They just do it, waddling around with their machine guns.
[01:41:39.785 --> 01:41:40.006]  I think so.
[01:41:54.605 --> 01:41:54.885]  I think so.
[01:42:15.086 --> 01:42:16.647]  Bullies will bully as long as they can.
[01:42:16.647 --> 01:42:18.548]  But I'll make one quick announcement.
[01:42:18.548 --> 01:42:27.471]  On my program tonight, 9 o'clock Eastern, on Genesis, on different stations and on shortwave, on my broadcast tonight, I'm going to counsel a guest, and I'm not going to have a guest.
[01:42:27.471 --> 01:42:29.392]  I'm going to have the lines open for updates on this.
[01:42:29.392 --> 01:42:31.533]  So anybody that wants to call in tonight, on my program at 800-259-7000,
[01:42:33.234 --> 01:42:35.655]  5-7-9-1, 9 p.m.
[01:42:35.655 --> 01:42:36.275]  Eastern.
[01:42:36.275 --> 01:42:37.215]  We're going to do an update.
[01:42:37.215 --> 01:42:37.815]  Absolutely.
[01:42:37.815 --> 01:42:43.537]  In fact, I'm going to attempt on the other Genesis Shows today to be calling in and help the different shows with reports.
[01:42:43.537 --> 01:42:44.057]  You too, Alex.
[01:42:44.057 --> 01:42:45.738]  You call in, please, if you hear anything else.
[01:42:45.738 --> 01:42:47.658]  And Jack, you're on the air an hour before I am.
[01:42:47.658 --> 01:42:52.580]  You please feel free to call in, too, and share, because, Lord bless me, there's a lot of outlets here now, and I want to get the news out there.
[01:42:52.580 --> 01:42:55.281]  So tonight, 9 o'clock, we should have a whole lot more story to this.
[01:42:55.281 --> 01:42:57.481]  So my hour will be open tonight at 9 o'clock p.m.
[01:42:57.481 --> 01:42:57.821]  Eastern, 800-259-5791.
[01:43:00.362 --> 01:43:03.647]  Continual coverage here on the GCN Radio Network.
[01:43:03.647 --> 01:43:07.191]  I want to still get Luke Rodowski on because he interviewed Ed three days ago.
[01:43:09.048 --> 01:43:33.830]  on Monday before they went to the Republican Convention and got arrested themselves with Matt LePacek and uh... and Matt and everybody else that was witnessed by the American Freedom of Fascism reporters uh... there uh... with the loose change crew uh... and I meant to get the father on who was standing up against 9-11 with a sign so the CPS took his son and said you're not allowed to uh... this is key now and I want to go back and recap everything that's happened and what we know is happening right now but this is key
[01:43:34.725 --> 01:43:59.823]  A law enforcement technology magazine four years ago, I'll never forget it, said, this is a federal guideline, and they were talking about documents they'd seen, similar documents we've seen, we've put out, it's been now in the AP, but this is some separate stuff that said in there, if someone has a get us out of the UN sticker on their car, they're a terrorist, it said are a terrorist, they are to be arrested, and it said police chiefs
[01:44:01.102 --> 01:44:07.085]  Call the Feds in, interrogate them, look for weapons, at least arrest them, and bring them in for questioning.
[01:44:07.085 --> 01:44:14.129]  Now, Butch, you put out a newsletter that's mainly mainstream articles, it's really thick, it's excellent, I get it.
[01:44:14.129 --> 01:44:20.292]  It's just got stuff I never even found, but most of it's mainstream, just a big, thick compilation of news and important things that happened.
[01:44:21.753 --> 01:44:32.498]  But regardless of what it was, you now have had two different listeners arrested who had it, and then you told me, if I'm correct, you were talking fast as we were excited, that you called the cops that did this?
[01:44:32.498 --> 01:44:32.738]  No.
[01:44:32.738 --> 01:44:34.719]  And they said, you're going to be arrested?
[01:44:34.719 --> 01:44:39.182]  No, one of the gentlemen stopped one of the cops from Pennsylvania, his name is George, called me today.
[01:44:39.182 --> 01:44:47.246]  The cop that stopped him and saw the magazine said, that's subversive material, and this time next year, you'll be arrested if that's found in your possession.
[01:44:47.566 --> 01:44:50.548]  Now, didn't you say that somebody else got taken in for five hours?
[01:44:50.548 --> 01:44:56.230]  In Ohio, a guy named Howard was at a seminar this past weekend, was stopped by the police.
[01:44:56.230 --> 01:45:00.673]  They saw my magazine first, and then they saw Constitution, they saw Roadmap.
[01:45:00.673 --> 01:45:03.394]  They called the FBI Terrorism Task Force.
[01:45:03.394 --> 01:45:06.816]  He's arrested, taken down to the police station.
[01:45:06.816 --> 01:45:11.298]  Then when the FBI come, they took him into another office, handcuffed him, ankle cuffed him to a chair.
[01:45:11.958 --> 01:45:19.045]  And, uh, interrogated him for five hours and said, well, he looks like you're part of a militia because, uh, from a news magazine, he is the picture of the Minuteman.
[01:45:19.045 --> 01:45:23.229]  Uh, and, uh... Which, by the way, is at state capitals everywhere in the U.S.
[01:45:23.229 --> 01:45:23.749]  Capitol.
[01:45:23.749 --> 01:45:25.591]  I mean, that's just the symbol of a guy, you know, with a gun.
[01:45:26.218 --> 01:45:31.244]  But they said because, by the way, as you mentioned, this brochure has been out for years.
[01:45:31.244 --> 01:45:39.374]  Anyone who's called an anti-government group, if you have, for example, bumpers that say gun control equals enslavement, or the Constitution has been subverted, or the U.S.
[01:45:39.374 --> 01:45:40.535]  has gone... But they say that!
[01:45:40.535 --> 01:45:44.160]  Or you believe, in the Bilderberg Group, or an international conspiracy,
[01:45:45.845 --> 01:45:47.086]  I mean, let me just stop you.
[01:45:47.086 --> 01:45:52.931]  In America, in the 20 loopholes in the immigration bill, which by the way is not dead, that is pure bull.
[01:45:52.931 --> 01:45:54.852]  Okay, they're going to bring it back up next week.
[01:45:54.852 --> 01:45:58.495]  Okay, just like two weeks ago they claimed it was dead and tried to vote it today.
[01:45:58.495 --> 01:46:05.201]  This is the military tactics, just like they're saying he's not surrounded now, but everybody's evacuated and he is surrounded with Ed Brown.
[01:46:05.201 --> 01:46:12.567]  This is all military tactics where they say this is not an assault, as they're killing you, just enough so you hesitate, that moment of hesitation and they win.
[01:46:13.391 --> 01:46:18.594]  In the bill, we read the subsection yesterday, child molester illegal aliens are allowed in.
[01:46:18.594 --> 01:46:19.135]  Unlimited.
[01:46:19.135 --> 01:46:22.116]  I'm not kidding, it's in the subsection.
[01:46:22.116 --> 01:46:25.078]  Any MS-13 gang members are allowed in.
[01:46:25.078 --> 01:46:26.599]  It actually says it.
[01:46:26.599 --> 01:46:28.060]  Okay, you could not make this up.
[01:46:28.992 --> 01:46:46.478]  It actually says, total blanket amnesty for twelve years, not six, they've doubled it, for anyone that wants to be here, total unlimited skilled and unskilled visas, total end, total legalization, social security cards on the first visit, unlimited legalization.
[01:46:46.478 --> 01:46:47.838]  That's all okay.
[01:46:47.838 --> 01:46:50.399]  While these groups run around saying this is Mexico.
[01:46:50.399 --> 01:46:57.081]  And openly saying it on big radio owned stations that aren't even owned by Mexicans.
[01:46:57.961 --> 01:47:11.234]  But then, if you've got a pocket constitution, anybody that doubts that it's in Road to Tyranny, that happened in 2000, Abbey Newman, they find a pocket constitution, they find a Harrison Ford video, Patriot Games, the word Patriot first got them upset.
[01:47:11.234 --> 01:47:12.415]  They're so dumb, folks.
[01:47:12.415 --> 01:47:13.756]  These are state police!
[01:47:13.756 --> 01:47:15.137]  This isn't me, it's on tape!
[01:47:15.137 --> 01:47:15.938]  These are so evil!
[01:47:16.548 --> 01:47:17.989]  Okay, but so stupid!
[01:47:17.989 --> 01:47:23.335]  And they say, this is paraphernalia, this is contraband, should we charge her for that?
[01:47:23.335 --> 01:47:26.798]  And one of them thinks and goes, maybe she's allowed to have that.
[01:47:26.798 --> 01:47:28.620]  You evil piece of filth!
[01:47:28.620 --> 01:47:29.741]  This is America!
[01:47:29.741 --> 01:47:31.382]  You swore an oath to that!
[01:47:31.382 --> 01:47:38.369]  Jack McClam, what is it like for you to know that cops nationwide, when they see the Constitution, start getting upset?
[01:47:38.369 --> 01:47:39.750]  What is wrong with them?
[01:47:39.750 --> 01:47:40.471]  How in the...
[01:47:41.603 --> 01:47:43.464]  How in the hell are they that stupid?
[01:47:43.464 --> 01:47:44.905]  Forgive me.
[01:47:44.905 --> 01:47:47.007]  We're about to... The revolution's on, folks.
[01:47:47.007 --> 01:47:50.229]  How have we gotten to this point, Jack McClain?
[01:47:50.229 --> 01:47:51.750]  Well, brother, I'll tell you.
[01:47:51.750 --> 01:47:53.230]  I see the other side.
[01:47:53.230 --> 01:48:02.276]  I see contact from our police and soldiers that are waking up to this conspiracy and this evil treason that's going on.
[01:48:02.276 --> 01:48:07.299]  But, of course, I do know we contact police officers... You've got a phone off the hook at your office.
[01:48:07.299 --> 01:48:08.500]  Somebody's listening at your office.
[01:48:09.474 --> 01:48:12.116]  Yeah, what happened is somebody at your office was listening on the other line.
[01:48:12.116 --> 01:48:15.259]  Jack, can you get them to hang up?
[01:48:15.259 --> 01:48:18.462]  But if anybody is listening on the other line, please hang up.
[01:48:18.462 --> 01:48:20.384]  They didn't know.
[01:48:20.384 --> 01:48:23.727]  They were listening, and then they didn't hang it up right.
[01:48:23.727 --> 01:48:25.268]  Or something's going on.
[01:48:25.268 --> 01:48:26.589]  But, Butch, do you have somebody off the line?
[01:48:26.589 --> 01:48:28.171]  I can't hear you as well either, Alex.
[01:48:28.171 --> 01:48:29.672]  Tell you what, I'm going to put you both on the line.
[01:48:29.672 --> 01:48:31.554]  No one's on my line here, no.
[01:48:31.554 --> 01:48:33.155]  Jack, can you hang up and call us right back?
[01:48:35.367 --> 01:48:36.669]  I've got to do it.
[01:48:36.669 --> 01:48:37.370]  Get Jack back on.
