[00:00:00.109 --> 00:00:04.853]  Kidding, talk radio.
[01:54:45.437 --> 01:54:47.138]  You asked who Walter Burien is.
[01:54:47.398 --> 01:54:52.681]  If you do a search on Google, punch in Walter Burien, you'll get about 47,000 hits.
[01:54:52.701 --> 01:54:54.062]  You'll see my writings, my articles.
[01:54:54.102 --> 01:54:56.923]  You'll learn how I think and what I'm writing about.
[01:54:58.644 --> 01:55:00.605]  Bottom line, government took over, Alex.
[01:55:01.186 --> 01:55:05.288]  They've been laughing all the way down to the bank for the last 65 years.
[01:55:05.328 --> 01:55:07.109]  They've constantly distracted the public.
[01:55:07.129 --> 01:55:08.910]  They constantly misdirected the public.
[01:55:09.560 --> 01:55:16.283]  They constantly attack anyone who brings up the points of their growth, their expansion, and their takeover of the wealth.
[01:55:17.164 --> 01:55:19.605]  And it's just a business as usual for them, Alex.
[01:55:19.805 --> 01:55:21.586]  They complain about you making money.
[01:55:21.606 --> 01:55:29.249]  You're making a grain of sand on a grain of sand on the beach, compared to what government is doing.
[01:55:29.910 --> 01:55:31.730]  And what the players inside government are doing.
[01:55:31.750 --> 01:55:36.993]  And now they're scratching each other's backs, cutting multi-million dollar deals every single hour.
[01:55:37.620 --> 01:55:43.823]  Laughing all the way down to the bank, as the public sits there scratching their heads saying, there's something wrong here, but I just can't figure it out.
[01:55:43.943 --> 01:55:46.184]  We're about to break, Walter.
[01:55:46.464 --> 01:55:48.405]  Walter, we're going to get into the root of it in the next hour.
[01:55:48.465 --> 01:55:58.370]  Right now, what we're seeing with the Fed intentionally trying to kill the dollar, are they making that move to totally blow out what's left of assets, so the foreign investors can buy up what's left?
[01:55:59.312 --> 01:56:02.515]  It all has to do with manipulation of the money and investment.
[01:56:02.555 --> 01:56:04.377]  They have the majority of the investments.
[01:56:04.457 --> 01:56:07.260]  They control the majority of the derivative positions.
[01:56:07.620 --> 01:56:08.621]  So they're schooling.
[01:56:08.641 --> 01:56:12.886]  They're schooling the public as minnows, back and forth, so they can feed.
[01:56:13.346 --> 01:56:14.667]  That's exactly what's going on.
[01:56:15.108 --> 01:56:16.249]  The sharks are feeding.
[01:56:17.070 --> 01:56:18.992]  Now, I'll explain the game when we get back on.
[01:56:20.322 --> 01:56:28.606]  Now, the reason I'm so freaked out is this is the biggest move I've seen in my lifetime, and it looks like they're going to go ahead and go for broke in the next year.
[01:56:28.646 --> 01:56:29.307]  Do you agree with that?
[01:56:31.308 --> 01:56:32.689]  Right now, I follow the dollar index.
[01:56:32.709 --> 01:56:37.091]  I've been telling people for the last four years that it's going to drop down to probably a low of about $75, $76.
[01:56:37.731 --> 01:56:39.772]  Yeah, you said that last year.
[01:56:39.792 --> 01:56:44.695]  Yeah, it just didn't to the $77 range yesterday, or the high $77 range, low $78.
[01:56:47.404 --> 01:56:49.205]  So, I give it another, you know, week or two.
[01:56:49.225 --> 01:56:50.926]  You're gonna bottom out probably in the 75, 76.
[01:56:51.406 --> 01:56:54.808]  You may take a shoot back up to the 80, trying to break 80.
[01:56:54.888 --> 01:56:56.029]  It probably won't break.
[01:56:56.089 --> 01:56:56.789]  It'll come back to the 75, 76.
[01:56:58.770 --> 01:57:01.672]  At this point in time, what I'm looking for is maybe a low tick of about 73, 72, 80.
[01:57:02.372 --> 01:57:12.398]  I mean, putting that in layman's shoes, it's gonna, put it this way, they're gonna drive it down a little bit lower, and then they're gonna start working it back a lot higher.
[01:57:13.698 --> 01:57:14.018]  Okay?
[01:57:14.299 --> 01:57:16.760]  As they play their game, liquidating everybody else with their money.
[01:57:18.582 --> 01:57:24.125]  Now again, only about 20% of the wealth is left in what you'd call middle class hands.
[01:57:24.826 --> 01:57:27.887]  This is all a contraction like a python.
[01:57:28.188 --> 01:57:31.349]  When you take a breath out, it squeezes tighter.
[01:57:34.291 --> 01:57:38.514]  Order a copy of this show for your friends and family at GCNlive.com or call 877-300-7645.
[01:57:49.944 --> 01:57:50.584]  Big Brother.
[01:57:51.245 --> 01:57:52.325]  Mainstream media.
[01:57:53.026 --> 01:57:54.146]  Government cover-ups.
[01:57:54.166 --> 01:57:55.607]  You want answers?
[01:57:56.347 --> 01:57:57.228]  Well, so does he.
[01:57:57.248 --> 01:58:01.650]  He's Alex Jones on the GCN Radio Network.
[01:58:02.110 --> 01:58:06.192]  And now, live from Austin, Texas, Alex Jones.
[01:58:10.362 --> 01:58:15.243]  Okay, we're going to be switching back and forth here in this hour in between world financial news.
[01:58:15.323 --> 01:58:19.504]  Currently, as it comes in, we're gold's at where the dollar's going downwards.
[01:58:19.604 --> 01:58:20.084]  Gold up.
[01:58:20.905 --> 01:58:21.485]  Crude oil above $84.
[01:58:21.545 --> 01:58:24.385]  I mean, it's breaking every record ever known.
[01:58:26.146 --> 01:58:30.667]  Walter Burien worked, of course, in the stock exchanges, in the commodities.
[01:58:31.167 --> 01:58:34.088]  He learned about this in the early 1990s.
[01:58:34.148 --> 01:58:38.089]  He's going to go through his story because this is the biggest game in town.
[01:58:38.109 --> 01:58:39.869]  It's absolutely the heart
[01:58:40.555 --> 01:58:43.778]  of what we're facing with the Federal Reserve and where we're going in the future.
[01:58:43.818 --> 01:58:46.760]  Walter, we've got five more minutes before the guest comes on and then we're going to bring you back.
[01:58:47.581 --> 01:58:55.247]  Now, set it up in a nutshell, because I want to get into what's happening currently, how you woke up to this, what the biggest game in town is, how the scam works.
[01:58:55.327 --> 01:58:57.089]  Put it in the most basic terms.
[01:58:57.129 --> 01:58:59.651]  We have a lot of new listeners since the last time you joined us.
[01:59:00.692 --> 01:59:03.614]  Okay, let's qualify one thing about the Federal Reserve right up front.
[01:59:03.654 --> 01:59:09.379]  The Federal Reserve is, is, without question, a private organization.
[01:59:09.972 --> 01:59:10.392]  Period.
[01:59:11.032 --> 01:59:16.134]  It is in the Federal Government's own Consolidated Finance Report.
[01:59:16.194 --> 01:59:23.556]  On the front of my webpage, tamperone.com, you'll see a link to download the Federal Consolidated Financial Statement.
[01:59:24.236 --> 01:59:28.417]  Within their appendix index, it lists their enterprise operations.
[01:59:28.777 --> 01:59:36.139]  Now, they give reference to the Federal Reserve, but only, only that they appoint several of the directors.
[01:59:36.781 --> 01:59:38.681]  Within the Federal Reserve.
[01:59:38.701 --> 01:59:42.242]  In other words, the Federal Reserve is a private organization.
[01:59:43.162 --> 01:59:46.063]  The Feds, in their own report, say we do not own it.
[01:59:47.203 --> 01:59:52.584]  We only appoint several directors to the board, as advisors and consultants.
[01:59:53.465 --> 01:59:54.305]  End of story.
[01:59:54.785 --> 01:59:55.105]  Period.
[01:59:56.685 --> 01:59:57.505]  The Federal Reserve.
[01:59:57.545 --> 02:00:00.606]  Most people do not understand what the Federal Reserve's job is.
[02:00:01.266 --> 02:00:05.247]  Their sole job is to maintain the value of the dollar.
[02:00:05.939 --> 02:00:08.262]  The dollar is the bartering tool used.
[02:00:08.922 --> 02:00:17.552]  Now if styrofoam balls were picked out as the bartering tool, it would be the Federal Reserve's job to maintain the value of styrofoam balls.
[02:00:18.889 --> 02:00:20.510]  As good a job as they've done on the dollar.
[02:00:20.830 --> 02:00:25.632]  This is the equivalent of Jesus saying he worships Satan.
[02:00:25.893 --> 02:00:28.434]  I mean, this is the opposite of what they claim they set it up for.
[02:00:29.054 --> 02:00:32.376]  They are literally destroying the very fiat system they built.
[02:00:32.436 --> 02:00:32.776]  Go ahead.
[02:00:33.536 --> 02:00:42.641]  Well, you know, if styrofoam balls were the bartering tool, you know, if a truckload of styrofoam balls blew out onto the highway, everybody would be saying, Look!
[02:00:42.761 --> 02:00:43.521]  Styrofoam balls!
[02:00:43.601 --> 02:00:43.781]  Quick!
[02:00:43.941 --> 02:00:44.242]  Grab them!
[02:00:44.282 --> 02:00:44.862]  Throw them in the truck!
[02:00:45.422 --> 02:00:47.424]  I got a trunk load of styrofoam balls.
[02:00:47.444 --> 02:00:48.705]  I'm going to buy a new Mercedes.
[02:00:49.265 --> 02:00:50.886]  Well, the dollar is a piece of paper.
[02:00:50.966 --> 02:00:51.307]  Period.
[02:00:52.448 --> 02:00:54.649]  It is not backed by any physical commodity.
[02:00:55.370 --> 02:01:07.019]  The Federal Reserve, though, by pulling dollars in, or letting dollars out, maintaining balance on those digital zeros on the computer systems, they maintain the value of the dollar.
[02:01:07.239 --> 02:01:07.579]  Period.
[02:01:08.139 --> 02:01:13.904]  Now, there's only a very minute amount of dollars in circulation compared to the entire value of, say, the United States.
[02:01:15.234 --> 02:01:24.421]  1%.
[02:01:17.015 --> 02:01:24.421]  If you took the actual value of all the property in the United States, printed up $100 bills, you'd have a stack 50 yards wide going up to the moon.
[02:01:26.062 --> 02:01:30.505]  The currency in circulation is very minuscule compared to the value within this country.
[02:01:31.206 --> 02:01:34.468]  Now, the Federal Reserve has been maintaining that value.
[02:01:34.968 --> 02:01:44.035]  Now, people, when they say, well, the dollar's worthless as a piece of paper, you know, they're extremely backwards on that point, because if you can buy an island with those dollars,
[02:01:44.679 --> 02:01:45.459]  It is not worthless.
[02:01:46.620 --> 02:01:48.321]  It is not backed by anything.
[02:01:48.881 --> 02:01:50.342]  People want to go over to the gold standard.
[02:01:51.103 --> 02:01:53.924]  But I keep telling people about the golden rule.
[02:01:54.144 --> 02:01:55.925]  He who controls the gold makes the rule.
[02:01:56.706 --> 02:02:00.928]  Do we really want the people that own the gold, which is not the United States?
[02:02:01.764 --> 02:02:11.487]  The international banking cartels, large international insurance companies, they're the primary, the cabal, the cabal is the primary.
[02:02:11.567 --> 02:02:14.928]  That's why they've driven down gold prices for the last 80 years to consolidate.
[02:02:14.948 --> 02:02:25.292]  They've been buying up all of the physical gold and they're now at a point within the next several years, they're going to do a transition into gold-backed currency for the dollar.
[02:02:26.195 --> 02:02:37.124]  Which, with them owning all of the gold, and gold shoots up to $3,000 an ounce, they thus convert the value of everyone's holdings... Tell you what, stay there.
[02:02:37.304 --> 02:02:40.987]  We're going to get your perspective on this on the other side after we talk to the City Councilman.
[02:02:41.487 --> 02:02:42.268]  I'm Alex Jones.
[02:02:42.308 --> 02:02:43.969]  This is the GCN Radio Network.
[02:02:45.717 --> 02:02:50.799]  Black Berkey purification elements are more powerful than any gravity filter element on the market.
[02:02:50.859 --> 02:02:58.181]  These awesome elements are used in Berkey purification systems, and they can also be used to upgrade most other gravity filtration systems.
[02:02:58.321 --> 02:03:09.004]  They can purify raw, untreated water by removing pathogenic bacteria, cysts, parasites, trihalomethanes, and chemicals such as chlorine, atrazine, styrene, and MTBE.
[02:03:09.165 --> 02:03:13.706]  These elements also reduce unwanted heavy metals such as lead, mercury, and aluminum.
[02:03:13.746 --> 02:03:14.086]  I think?
[02:03:31.834 --> 02:03:32.175]  I doubt it.
[02:03:48.530 --> 02:03:53.996]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[02:03:54.357 --> 02:04:01.985]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:04:02.682 --> 02:04:09.765]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:04:10.145 --> 02:04:21.570]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[02:04:21.870 --> 02:04:25.812]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:04:25.852 --> 02:04:27.793]  It's an anthology of government crimes.
[02:04:28.113 --> 02:04:31.955]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:04:32.555 --> 02:04:39.889]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[02:04:45.695 --> 02:04:47.535]  Heart disease is on the rise.
[02:04:47.655 --> 02:04:52.857]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
