[00:00:00.109 --> 00:00:01.590]  A really good idea.
[02:02:32.870 --> 02:02:39.434]  Then Conspiracy of Silence and it just started on and on.
[02:02:39.434 --> 02:02:46.698]  But I don't know if you have you read the book by Anatoly Fomenko called History Fiction or Science?
[02:02:46.698 --> 02:02:48.359]  No, but I've heard of it.
[02:02:48.359 --> 02:02:51.380]  Oh, man, you have to read that.
[02:02:51.380 --> 02:02:55.583]  You know, George Orwell said who controls the past controls the future.
[02:02:55.583 --> 02:02:56.303]  Yes.
[02:02:56.303 --> 02:02:57.784]  The present controls the past.
[02:02:58.821 --> 02:03:01.442]  And this just makes a lot of sense.
[02:03:01.442 --> 02:03:05.883]  You read this book and you're... I've always been a history buff.
[02:03:05.883 --> 02:03:09.683]  And, you know, I've always had questions on, you know, certain things.
[02:03:09.683 --> 02:03:21.506]  It just didn't fit, especially when you go into medieval, before that, from what they say is, you know, 1100 back to the birth of Christ.
[02:03:21.506 --> 02:03:25.907]  So, yeah, too many open holes there.
[02:03:27.243 --> 02:03:28.744]  And that just raised a lot of questions.
[02:03:28.744 --> 02:03:31.405]  But when I read this book, I was just blown away.
[02:03:31.405 --> 02:03:32.306]  And he backs it up.
[02:03:32.306 --> 02:03:33.486]  This guy's a mathematician.
[02:03:33.486 --> 02:03:35.267]  He's not a historian.
[02:03:35.267 --> 02:03:46.913]  And he got into it with, you know, his evidence was based on, you know, eclipses and other astral events.
[02:03:46.913 --> 02:03:51.975]  And it just blows you away when you start... His evidence of what?
[02:03:51.975 --> 02:03:53.216]  His evidence of what?
[02:03:54.055 --> 02:03:59.398]  He shows how the Catholic Church, you've heard of the Council of Trent?
[02:03:59.398 --> 02:04:00.619]  Yes.
[02:04:00.619 --> 02:04:08.023]  And he shows how all of our history is really based on this Scaliger.
[02:04:08.023 --> 02:04:14.806]  He was basically a scriber for the Catholic Church back in the 14-1500s.
[02:04:14.806 --> 02:04:22.991]  His father, coincidentally, was named Julius Caesar Scaliger, and so he wrote
[02:04:23.649 --> 02:04:29.610]  Basically everything, he fictionalized our history.
[02:04:29.610 --> 02:04:51.636]  And it all seemed to start from around 1259 when there was either a huge volcanic explosion that caused most of the civilizations to go back centuries or millennia from starving the crops and everything failing.
[02:04:53.904 --> 02:04:58.766]  Well, the fall of the Roman Empire had a big part to play in that in 410 as well.
[02:04:58.766 --> 02:05:01.627]  Yeah, well you see, that's just it.
[02:05:01.627 --> 02:05:08.209]  If you start reading this book, the Roman Empire and everything kind of falls into the same time as...
[02:05:13.641 --> 02:05:15.443]  Listen, I really appreciate your call.
[02:05:15.443 --> 02:05:16.364]  I'll let them check into that.
[02:05:16.364 --> 02:05:17.566]  Thanks for the call.
[02:05:17.566 --> 02:05:22.233]  We'll be right back and we'll talk to Linda, Rick, Rob, and others.
[02:05:22.233 --> 02:05:25.758]  I'm going to get into what's happening with the war drums for Iran.
[02:05:32.936 --> 02:05:38.739]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[02:05:38.739 --> 02:05:46.404]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:05:47.088 --> 02:05:54.531]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:05:54.531 --> 02:06:06.275]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[02:06:06.275 --> 02:06:10.236]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:06:10.236 --> 02:06:12.497]  It's an anthology of government crimes.
[02:06:12.497 --> 02:06:16.338]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:06:16.919 --> 02:06:23.932]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[02:06:29.620 --> 02:06:38.124]  More than 700 chemicals have been found in our drinking water, and did you know that you can have greater exposure to these chemicals by taking hot showers than when you drink the water?
[02:06:38.124 --> 02:06:42.786]  That's because many chemicals are inhaled when they evaporate, and others are absorbed through the skin.
[02:06:42.786 --> 02:06:51.909]  The KDF shower filter is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus in your shower.
[02:06:51.909 --> 02:06:55.511]  The media is non-toxic, environmentally sound, and is recyclable.
[02:06:55.811 --> 02:07:01.138]  The KDF shower filter will typically last 10,000 gallons or one year, whichever comes first.
[02:07:01.138 --> 02:07:07.827]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[02:07:08.351 --> 02:07:09.652]  What about you?
[02:07:09.652 --> 02:07:15.056]  Order your KDF shower filter, normally $49, for our special price of only $35, a $14 savings.
[02:07:15.056 --> 02:07:16.216]  Call now to order at 1-888-803-4438.
[02:07:16.216 --> 02:07:18.118]  Order today and save $14 by calling 1-888-803-4438.
[02:07:29.326 --> 02:07:34.348]  Times are tough right now, but there are a lot of different ways to get ourselves out of this mess.
[02:07:34.348 --> 02:07:38.589]  Providing for our own food, water, and power are a good start.
[02:07:38.589 --> 02:07:45.131]  As you may have heard by now, Kenz Solar has been configuring alternative energy packages for over a decade.
[02:07:45.131 --> 02:07:49.453]  One of Kenz's most popular items right now is the new solar-powered generator.
[02:07:49.693 --> 02:07:55.256]  For a lot less than you'd expect, this portable system can chop up nearly a third of your electric bill.
[02:07:55.256 --> 02:08:00.940]  Getting yourself onto solar power is one of the most liberating things you can do for yourself and your family.
[02:08:00.940 --> 02:08:09.005]  The solar-powered generator will run your lights, fan, electric blanket, your refrigerator, and a whole slew of household items.
[02:08:09.005 --> 02:08:17.650]  Visit Ken's website at KenSolar.com for free downloads, free videos and how-to's, and of course, the new solar-powered generator.
[02:08:17.950 --> 02:08:22.420]  Enter the GCN coupon code during your order and save an additional 10%.
[02:08:22.420 --> 02:08:25.987]  Get a solar powered generator now from KenSolar.com.
[02:08:34.326 --> 02:08:35.626]  Big Brother.
[02:08:35.626 --> 02:08:37.407]  Mainstream media.
[02:08:37.407 --> 02:08:39.168]  Government cover-ups.
[02:08:39.168 --> 02:08:40.749]  You want answers?
[02:08:40.749 --> 02:08:42.310]  Well, so does he.
[02:08:42.310 --> 02:08:46.492]  He's Alex Jones on the GCN Radio Network.
[02:08:46.492 --> 02:08:50.595]  And now, live from Austin, Texas, Alex Jones.
[02:09:08.501 --> 02:09:27.675]  welcome back ladies and gentlemen now eight minutes thirty seconds into this third and final hour today the eighth day of january two thousand and seven two thousand seven just wow it's pretty scary to have israel
[02:09:30.174 --> 02:09:35.397]  Openly divulging a plan to attack Iran.
[02:09:35.397 --> 02:09:41.301]  And then at the same time, then pulling back and saying, no, we didn't threaten to attack Iran.
[02:09:41.301 --> 02:09:45.463]  When they clearly are threatening to nuke Iran.
[02:09:45.463 --> 02:09:52.207]  Of course, Israel... I mean, Olbert didn't accidentally admit they have nukes a month ago.
[02:09:52.207 --> 02:09:53.688]  This is all part of a larger program.
[02:09:54.830 --> 02:10:02.572]  And every intention, every indicator shows that there is going to be an attack on Iran sooner rather than later.
[02:10:02.572 --> 02:10:05.052]  And we're all just here waiting for the other shoe to drop.
[02:10:05.052 --> 02:10:16.014]  I frankly can't believe I've been talking about anything else but this, but I will get into it more in this hour, but what can we say we haven't said?
[02:10:16.014 --> 02:10:19.035]  I can comment on Bush and his troop surge, and I will,
[02:10:21.869 --> 02:10:23.609]  But right now, let's get to your calls.
[02:10:23.609 --> 02:10:25.290]  Linda in Austin, thanks for holding.
[02:10:25.290 --> 02:10:27.190]  Go ahead.
[02:10:27.190 --> 02:10:34.312]  Hi Alex, I wanted to respond to that person that was complaining to you about being upset and complaining too much.
[02:10:34.312 --> 02:10:45.654]  And I think that you're so different from mainstream media that's muckraking all the time because you actually are a true journalist that exposed
[02:10:47.572 --> 02:11:13.742]  Injustice and you are upset and then we the listeners equally enraged about our elections being stolen can then go to something like TexasTollParty.com and or we can try to stop the coal plants which you expose like Terry's 17 coal plants that are going to produce mercury all in the air and then we the citizens can take actions
[02:11:14.463 --> 02:11:23.089]  And go to Stop the Coal Plant and have petitions and participate and I want to let that listener know that you do service in the community.
[02:11:23.089 --> 02:11:39.662]  You show up at City Council hearing meetings and you show up at protests and if we all would act that way and take action throughout this year, maybe we'll be able to save Town Lake and stop the coal plants and get paper ballots because you do
[02:11:41.155 --> 02:11:49.059]  expose what's going on and so then we can be upset and then we can take action and I I support you and applaud you for that.
[02:11:49.059 --> 02:12:09.970]  Well listen I appreciate that Linda but let me just say this I read that person's or I paraphrased that person's somewhere in the stacks the actual I keep saying email it's a MySpace posting because that individual said something that the majority of the minority group that criticizes me
[02:12:11.830 --> 02:12:34.490]  Regurgitate and repeat and it's that I'd be more effective if I didn't get so upset and I'm exaggerating but they never show where and in reality I am totally freaked out how bad things are I can't find words to describe for people how systematic how
[02:12:35.754 --> 02:12:38.555]  How multi-level this has been thought out.
[02:12:38.555 --> 02:12:40.236]  How evil these globalists are.
[02:12:40.236 --> 02:12:45.619]  And they openly say, I mean, David Rockefeller wrote in his memoirs that they plan to destroy U.S.
[02:12:45.619 --> 02:12:48.820]  sovereignty and that he is proud of it.
[02:12:48.820 --> 02:12:53.482]  And I still can't even convince people that it's happening!
[02:12:53.482 --> 02:12:56.724]  I mean, you know, they don't even believe Lou Dobbs!
[02:12:56.724 --> 02:13:00.666]  So I don't know what we're supposed to say to people.
[02:13:01.661 --> 02:13:03.964]  Folks, I never claimed to be the cat's meow.
[02:13:03.964 --> 02:13:07.468]  I never claimed to be Mr. Rico Suave here.
[02:13:07.468 --> 02:13:21.123]  I'm just an average person, and frankly, you know, a lot of times I'm real up and happy and, you know, happy-go-lucky, but sometimes I get really upset because I'm tired of having myself to live my whole life focused on this stuff.
[02:13:21.838 --> 02:13:24.780]  I mean, this is crazy!
[02:13:24.780 --> 02:13:33.966]  I mean, the fact that 78% of us don't want to be in Iraq, it's unconstitutional, they lied to get us there premeditatedly, and now they want to go into Iran?
[02:13:33.966 --> 02:13:37.548]  Yeah, I mean, you know, I'm mad about that!
[02:13:37.548 --> 02:13:39.229]  I'm upset about that!
[02:13:39.229 --> 02:13:48.975]  And even though I didn't care about Iraqi or Iranian children, I should care about, and I do, by the way, I should care about what it will do to our economy!
[02:13:49.645 --> 02:13:56.854]  Or the fact that it's not meant to bring freedom to those countries, but to make sure there's endless destabilization!
[02:13:56.854 --> 02:14:03.582]  Just so defense contractors have somewhere to sell their weapons systems!
[02:14:03.582 --> 02:14:04.243]  Anything else, Linda?
[02:14:05.659 --> 02:14:12.162]  I'm upset that mainstream media is a mouthpiece of all this corruption, even though we the people own the airwaves.
[02:14:12.162 --> 02:14:14.322]  And I know that you've spoken out about that.
[02:14:14.322 --> 02:14:22.406]  And I'm upset about MSG and aspartame and artificial flavors and colors that make us physically, mentally, emotionally sick or fat.
[02:14:22.406 --> 02:14:28.228]  And then they prescribed all kinds of dangerous, deadly drugs to counteract that condition.
[02:14:30.596 --> 02:14:40.199]  I just appreciate that you keep speaking out about these things, and there are a lot of people that are with you in that outrage.
[02:14:40.199 --> 02:14:42.980]  Well, I appreciate it, Linda, and thanks for the call.
[02:14:42.980 --> 02:14:44.841]  The truth is, things are bad.
[02:14:44.841 --> 02:14:47.982]  There's a lot of good in the world.
[02:14:47.982 --> 02:14:55.005]  You know, the blue sky is pretty, your children are wonderful, your wife's wonderful, you may love your job.
[02:14:55.005 --> 02:14:56.785]  That's my point.
[02:14:56.785 --> 02:14:59.006]  We have to protect all the good.
[02:15:00.752 --> 02:15:03.553]  The bad is growing!
[02:15:03.553 --> 02:15:09.134]  I mean, empathy is just common sense.
