[00:00:00.289 --> 00:00:01.570]  GCN Radio Network.
[01:48:32.976 --> 01:48:38.919]  We're putting a gag order on these pictures because we don't want reputable citizens to lose their reputation because of these pictures.
[01:48:38.939 --> 01:48:40.360]  That's a joke, by the way, of course.
[01:48:41.352 --> 01:48:42.053]  Absolutely.
[01:48:42.113 --> 01:48:44.075]  And those pictures have been sealed.
[01:48:44.716 --> 01:48:45.697]  Nobody can get to them.
[01:48:45.737 --> 01:48:47.880]  But Gary Karagora, you mentioned him.
[01:48:47.960 --> 01:48:52.525]  He was the pilot and he was the investigator for the Senate Committee in Nebraska.
[01:48:53.125 --> 01:48:55.328]  And he met Rusty Nelson in Chicago.
[01:48:55.368 --> 01:48:57.891]  Rusty ended up being a good guy.
[01:48:58.531 --> 01:49:00.814]  He was concerned about what was going on.
[01:49:00.874 --> 01:49:02.616]  He was the official photographer, as I said.
[01:49:03.291 --> 01:49:07.834]  And he would slip his own film in there every once in a while and take pictures on his own and then not let them know about it.
[01:49:07.854 --> 01:49:09.235]  So that was his insurance policy.
[01:49:09.855 --> 01:49:17.801]  And so Rusty was hiding out in Arizona and Gary Caridora, the investigator for the John DeCamp and that group, got heard about it.
[01:49:17.861 --> 01:49:18.761]  Rusty got a hold of him.
[01:49:18.781 --> 01:49:30.049]  He and Rusty met in Chicago and Rusty gave him the pictures of the politicians having sex with some, you know, children and what have you in Washington, D.C.
[01:49:30.919 --> 01:49:39.788]  And so, Gary Caridore was flying back that night, about 1.30 in the morning, right outside of Chicago, and there was obviously a bomb in the plane.
[01:49:40.389 --> 01:49:42.851]  The FBI claims that the plane just fell apart in the air.
[01:49:43.332 --> 01:49:44.813]  But a farmer saw an explosion.
[01:49:45.454 --> 01:49:46.955]  The debris fell down.
[01:49:46.976 --> 01:49:50.519]  A sheriff's deputy was the first one on the scene.
[01:49:50.559 --> 01:49:52.161]  He was picking up these pictures.
[01:49:53.002 --> 01:49:56.708]  And an FBI agent came along and took the pictures from him and told him to keep his mouth shut.
[01:49:57.189 --> 01:50:00.915]  Apparently he didn't because a month, a year later his wife was murdered.
[01:50:01.636 --> 01:50:05.002]  And of course Gary and his 11-year-old son both died in the crash.
[01:50:05.875 --> 01:50:06.776]  That was what happened.
[01:50:06.796 --> 01:50:08.297]  That's when I came into the scene.
[01:50:08.337 --> 01:50:11.520]  Now to be clear though, to be clear, John DeCamp was hired.
[01:50:11.680 --> 01:50:12.721]  The Senate didn't believe it.
[01:50:13.041 --> 01:50:14.483]  John DeCamp didn't believe it either.
[01:50:14.543 --> 01:50:18.025]  He went in and said, oh my gosh, that's the perfect type of witness, isn't it?
[01:50:18.266 --> 01:50:23.270]  Where it's someone who's credible and an official and they were hired to disprove it.
[01:50:24.051 --> 01:50:25.371]  Well, Johnny Camp is a hero.
[01:50:25.652 --> 01:50:29.473]  I mean, he absolutely says, hey, wait a minute, I don't believe this.
[01:50:29.513 --> 01:50:32.494]  But then once he started investigating, he realized it did take place.
[01:50:32.934 --> 01:50:37.775]  He, at one time, was described by the Omaha World Airlines as the most influential politician in the state of Nebraska.
[01:50:37.795 --> 01:50:39.896]  Well, in the meantime, he's no longer in office.
[01:50:39.956 --> 01:50:41.737]  They've destroyed his name and reputation.
[01:50:41.957 --> 01:50:47.038]  He's had to move from Lincoln, Nebraska, to a small town south of there, about 35 miles.
[01:50:47.058 --> 01:50:47.538]  Stay there.
[01:50:47.558 --> 01:50:48.199]  Stay there.
[01:50:48.299 --> 01:50:51.800]  Also, they'd stop doing this to children, which includes blowing their heads off.
[01:50:51.820 --> 01:50:52.360]  We'll be right back.
[01:50:58.514 --> 01:51:01.735]  It's here, after a year in production and traveling to distant lands.
[01:51:02.075 --> 01:51:04.036]  My new film, Terror Storm, is complete.
[01:51:04.396 --> 01:51:12.059]  Shocking declassified government documents prove that Western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:51:12.739 --> 01:51:19.781]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:51:20.182 --> 01:51:23.103]  Terror Storm chronicles the lies that took us to war in Iran.
[01:51:23.503 --> 01:51:25.824]  A White House program to disseminate fake news.
[01:51:26.244 --> 01:51:27.164]  NSA spying.
[01:51:27.569 --> 01:51:31.612]  Secret police torture, the latest 9-11 information, and much, much more.
[01:51:31.912 --> 01:51:35.375]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:51:35.875 --> 01:51:37.816]  It's an anthology of government crimes.
[01:51:38.136 --> 01:51:42.119]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:51:42.580 --> 01:51:49.484]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[01:51:55.319 --> 01:51:58.502]  Introducing the most efficient gravity filter available.
[01:51:58.522 --> 01:52:02.565]  You know, if you were to throw 100 ball bearings at a magnet, most would bounce off.
[01:52:02.685 --> 01:52:05.247]  But, if you place them on the magnet, all would stick.
[01:52:05.327 --> 01:52:07.649]  The same principle applies in water filtration.
[01:52:07.829 --> 01:52:16.276]  Most filtration systems force water through the filter at 60 to 90 PSI, causing water molecules to race through the filter in less than a second.
[01:52:16.356 --> 01:52:17.657]  The Berkey light is different.
[01:52:17.797 --> 01:52:21.800]  Water molecules take 5 to 10 minutes to pass through the torturous path
[01:52:21.800 --> 01:52:22.300]  We're good to go!
[01:52:42.227 --> 01:52:45.270]  Let's get the Advanced Berkey Light Purifier for only $279 by calling New Millennium.
[01:52:45.290 --> 01:52:46.952]  888-803-4438 or order on the web at berkeywater.com.
[01:52:46.972 --> 01:52:47.873]  Not yet available in Iowa.
[01:52:54.759 --> 01:53:00.245]  Why continue suffering from pain, illness, and disease when natural health and wellness therapies are within your reach?
[01:53:00.685 --> 01:53:04.910]  Hundreds of people report improved health and wellness using Rife Frequency Technology.
[01:53:05.330 --> 01:53:12.198]  In the 1920s, research scientist Royal Raymond Rife discovered that disease organisms can be destroyed using resonant frequencies.
[01:53:12.618 --> 01:53:19.343]  The BioSolutions Frequency Instrument uses the same technology for relief or elimination of pain and disease conditions.
[01:53:19.644 --> 01:53:21.265]  There are no reported side effects.
[01:53:21.565 --> 01:53:24.747]  Join others in discovering a return to natural health and wellness.
[01:53:25.028 --> 01:53:27.489]  Don't just treat symptoms, eliminate the cause.
[01:53:27.790 --> 01:53:34.535]  BioSolutions has over 550 pre-programmed auto-sequences for various health conditions and is very easy to use.
[01:53:34.955 --> 01:53:37.638]  Customer satisfaction is guaranteed or your money back.
[01:53:37.898 --> 01:53:41.281]  For more information, call BioSolutions toll free at 866-885-6625.
[01:53:41.321 --> 01:53:41.682]  That's 866-885-6625.
[01:53:41.742 --> 01:53:43.924]  Once again, that's 866-885-6625 for BioSolutions.
[01:54:11.855 --> 01:54:15.197]  We will be taking your calls coming up in the third hour at 1-800-259-9231.
[01:54:15.297 --> 01:54:17.598]  TedGunnerson.com is the website.
[01:54:18.179 --> 01:54:19.199]  G-U-N-D-E-R-S-O-N.com.
[01:54:19.359 --> 01:54:23.842]  We're going to go back to him in just a moment.
[01:54:25.143 --> 01:54:25.903]  I want to make it clear.
[01:54:27.064 --> 01:54:29.125]  There's a lot of disinfo out there on this subject.
[01:54:30.126 --> 01:54:37.850]  But I did look at it, research it, and I continue to look at it, and... Oh, by the way, John, I forgot to ask you up there running the show in Minnesota.
[01:54:37.870 --> 01:54:39.271]  Did you find the Cynthia McKinney clip?
[01:54:40.618 --> 01:54:41.138]  You did fine.
[01:54:41.158 --> 01:54:43.920]  We're going to play that later.
[01:54:45.141 --> 01:54:57.128]  Not only do they admit that trillions are missing from the Pentagon, and we're not going to tell you where it is on the tape, we're not going to air that part, but they also just say, yeah, okay, they're running child kidnapping rings, and we're not going to stop them.
[01:54:58.909 --> 01:55:02.211]  I mean, that's the incredible part about all of this.
[01:55:03.252 --> 01:55:06.714]  And when you understand the mindset of the New World Order, it becomes very, very clear
[01:55:07.950 --> 01:55:09.693]  I just hope you'll get my new film, Terror Storm.
[01:55:09.733 --> 01:55:12.578]  It's now out on DVD, the special edition, 17 minutes.
[01:55:12.979 --> 01:55:16.264]  I've added information on 7, 7, and 9, 11, being inside jobs.
[01:55:16.284 --> 01:55:17.346]  We're going to get Ted's take.
[01:55:17.386 --> 01:55:19.549]  I know he's an expert on government-sponsored terror.
[01:55:19.569 --> 01:55:20.932]  I've been speaking out on it for many years.
[01:55:21.960 --> 01:55:25.282]  But Terror Storm is available on DVD at InfoWars.com.
[01:55:25.643 --> 01:55:31.207]  You can get it for half price or $9.95 when you get it with America, Freedom to Fascism, or Loose Change 2nd Edition.
[01:55:31.507 --> 01:55:42.775]  There's a lot of different specials right now at InfoWars.com and PrisonPlanet.com and the Secure Shopping Cart on all the videos I've made, the books and films that we carry from other great researchers and filmmakers.
[01:55:43.718 --> 01:55:53.340]  So again, peruse the online video and bookstore shopping cart at Infowars.com or call toll free 888-253-3139.
[01:55:53.680 --> 01:56:02.881]  Going back to Ted Gunderson, Ted, when you first woke up, I mean, what was it like, A, for you to be able to deal with this?
[01:56:02.901 --> 01:56:04.262]  Because it's even hard for me to deal with it.
[01:56:04.302 --> 01:56:07.162]  I mean, I wish that this stuff wasn't going on.
[01:56:07.862 --> 01:56:11.723]  For a normal person, it completely freaks you out, at least it freaks me out.
[01:56:12.638 --> 01:56:19.805]  Uh, to realize that yeah, there's evil out there, but there's also just so much of it, and it's in so many high places, Ted.
[01:56:22.027 --> 01:56:24.329]  What did I, what was my reaction to that?
[01:56:24.489 --> 01:56:24.749]  Yes.
[01:56:25.269 --> 01:56:31.575]  Well, uh, I've been an investigator for 55 years, so I, uh, I can handle the emotional aspect of it.
[01:56:32.570 --> 01:56:44.874]  And basically it was just, once somebody told me about it and I became involved in it, as you do Alex, any good investigator or investigative reporter does, you want to know more and more and more and more.
[01:56:45.174 --> 01:56:48.175]  And number one, in addition to that, you have to document it.
[01:56:48.535 --> 01:56:54.217]  So I went on a journey to document this information, and it is well documented.
[01:56:54.557 --> 01:56:58.761]  By the way, I pulled up the last page of my finder's report, the U.S.
[01:56:59.001 --> 01:57:00.063]  Department of Treasury, U.S.
[01:57:00.103 --> 01:57:00.723]  Cousins report.
[01:57:00.763 --> 01:57:01.644]  Can I read this to you?
[01:57:01.664 --> 01:57:02.845]  Yeah, go ahead.
[01:57:02.945 --> 01:57:03.826]  It's a barn burner.
[01:57:04.327 --> 01:57:12.575]  This particular investigator with the Cousins, on April the 2nd, 1987, went to the Metropolitan Police Department at 9 a.m.
[01:57:12.615 --> 01:57:13.696]  for a final briefing.
[01:57:13.776 --> 01:57:15.758]  I'm going to quote right from this report, quote,
[01:57:16.358 --> 01:57:20.662]  I was advised that all passport data had been turned over to the State Department for their investigation.
[01:57:20.682 --> 01:57:29.608]  The State Department in turn advised the Metropolitan Police Department that all travel and use of the passports by the holders of the passports was within the law and no action would be taken.
[01:57:29.648 --> 01:57:35.173]  This included travel to Moscow, North Korea, and Vietnam from the late 1950s to the mid-1970s.
[01:57:35.213 --> 01:57:38.095]  By the way, Alex, it was against the law to travel in those countries at that time.
[01:57:38.495 --> 01:57:44.880]  Paragraph, quote, the individual further advised me of circumstances which indicated, listen to this now,
[01:57:45.307 --> 01:57:51.402]  That the investigation into the activity of the Finders had become a CIA internal matter.
[01:57:51.743 --> 01:57:54.630]  The investigation had become a CIA internal matter.
[01:57:55.436 --> 01:57:57.097]  And then continuing with that paragraph.
[01:57:57.137 --> 01:58:01.918]  The Metropolitan Police Department report has been classified secret and was not available for review.
[01:58:02.318 --> 01:58:13.862]  I was advised that the FBI had withdrawn from the investigation several weeks prior and that the FBI Foreign Counterintelligence Division had directed the Metropolitan Police Department not to advise the FBI Washington Bureau Office of anything that had transpired.
[01:58:13.902 --> 01:58:15.443]  No further information will be available.
