[00:00:00.149 --> 00:00:00.429]  EANS.
[01:58:20.861 --> 01:58:25.983]  He sets up the Rhodes Scholarship to get the best and brightest from England and the U.S.
[01:58:26.083 --> 01:58:27.943]  to be the Presidents and Prime Ministers.
[01:58:28.864 --> 01:58:34.306]  And those Presidents and Prime Ministers then turn out to be part of that, or to go through skull and bones.
[01:58:34.666 --> 01:58:43.649]  One of their other schools, where it's the exact same curriculum, you know, we've had triple PhDs on who, you know, where they only give out like one every few years from Harvard.
[01:58:45.020 --> 01:58:50.162]  Remember a few weeks ago, we went to the same school, the same specialized school that Kissinger went and they tried to recruit him.
[01:58:52.584 --> 01:59:00.607]  And so they develop the intelligentsia to man all the nations and they create duplicates of the shadow government systems in all the countries.
[01:59:01.187 --> 01:59:10.872]  So we'll start the next hour, I'll spend another 30 minutes going over some of the history of these people and break down what the world they want to build on the other side.
[01:59:12.481 --> 01:59:17.156]  Copies of the preceding broadcast are available at GCNlive.com or call toll-free 877-376-45.
[01:59:22.961 --> 01:59:27.543]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[01:59:27.743 --> 01:59:32.186]  It provides you with purified water, light, power, and communications ability.
[01:59:32.366 --> 01:59:46.373]  The Security Pack includes a Berkey Light Water Purifier, an LED Base, two Berkey Sport Filtration Bottles, the Berkey Battery Adapter, the Berkey MP Solar Charger, as well as a backup set of two Black Berkey Purification Elements.
[01:59:46.613 --> 02:00:03.119]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy LEDs, free solar power for communications devices such as radios, walkie-talkies, and cell phones, as well as power for small applications.
[02:00:03.319 --> 02:00:06.961]  Get the one-stop solution for your emergency and everyday needs.
[02:00:07.081 --> 02:00:09.762]  The Berkey Security Pack, a retail value of $518 for only $399.
[02:00:12.603 --> 02:00:16.325]  By calling New Millennium at 888-803-4438.
[02:00:16.946 --> 02:00:18.707]  Not yet available in Iowa.
[02:00:22.749 --> 02:00:24.670]  Waging war on corruption.
[02:00:25.130 --> 02:00:27.992]  Alex Jones on the GCN Radio Network.
[02:00:29.693 --> 02:00:30.593]  Big Brother.
[02:00:30.674 --> 02:00:31.714]  Mainstream media.
[02:00:31.734 --> 02:00:32.435]  Government cover-ups.
[02:00:32.675 --> 02:00:33.535]  You want answers?
[02:00:33.575 --> 02:00:34.136]  Well, so does he.
[02:00:42.421 --> 02:00:46.043]  He's Alex Jones on the GCN Radio Network.
[02:00:46.603 --> 02:00:54.528]  And now, live from Austin, Texas, Alex Jones.
[02:00:54.548 --> 02:00:59.591]  I'll spend 30 more minutes on the history of the Global Crime Syndicate and who they are and how they operate.
[02:01:01.052 --> 02:01:07.335]  Okay, so we've established you have these ancient construction guilds, mathematic guilds, secret knowledge guilds.
[02:01:07.876 --> 02:01:09.857]  Knowledge is power, they've got to keep that secret.
[02:01:10.419 --> 02:01:12.440]  And the most elite colleges were literally secret.
[02:01:13.440 --> 02:01:25.766]  And they had great power, and so they basically supplanted much of the royalty, intermarried with the royalty, as of about 200 years ago, accelerating through into the 20th century and now the 21st century.
[02:01:26.887 --> 02:01:39.673]  And their plan had always been, up until 100 years ago, roughly, it's really about 110 years ago, to set up a world government empire run out of London, England.
[02:01:41.977 --> 02:02:07.741]  But they learned there was massive resistance if the empire was out in the open, so they created financial institutions, private banking syndicates that already existed, but they created international bodies where they would quote give loans to third world countries at loan-sharking prices, pay off the dictators or controlled governments not to pay it off, then to sign over the country's infrastructures to them, then it's just private business, because you know, you defaulted, now we own you,
[02:02:11.653 --> 02:02:14.856]  But added to all of this was H.G.
[02:02:14.916 --> 02:02:16.957]  Wells, one of the chief architects.
[02:02:17.358 --> 02:02:22.081]  I mean, someone who literally has charted so much of what we live under today.
[02:02:23.723 --> 02:02:24.243]  And H.G.
[02:02:24.303 --> 02:02:30.428]  Wells wrote more books of non-fiction than he wrote books of fiction.
[02:02:30.828 --> 02:02:37.474]  He's known for The Time Machine, and he's known for War of the Worlds, and The Island of Dr. Maru about genetic engineering.
[02:02:38.134 --> 02:02:40.016]  Undoubtedly a very brilliant individual.
[02:02:40.589 --> 02:02:41.710]  But he wrote other books.
[02:02:42.631 --> 02:02:48.777]  He wrote one of them, what, like 90 years ago, called The New World Order by H.G.
[02:02:48.817 --> 02:02:49.117]  Wells.
[02:02:49.157 --> 02:02:50.398]  You can see it in the library.
[02:02:50.879 --> 02:02:51.860]  It's online for free.
[02:02:51.900 --> 02:02:52.600]  Just type H.G.
[02:02:52.640 --> 02:02:57.665]  Wells, The New World Order in and we have the book on Infowars.com.
[02:02:57.845 --> 02:03:00.508]  I think five years ago we found it online and put a link to it.
[02:03:01.709 --> 02:03:02.810]  Who knows if that link is still there.
[02:03:02.830 --> 02:03:04.352]  But the point is you can find it online.
[02:03:04.772 --> 02:03:05.813]  And it's a non-fiction book.
[02:03:06.661 --> 02:03:07.941]  There's going to be a world government.
[02:03:08.361 --> 02:03:09.622]  There'll be no private property.
[02:03:09.662 --> 02:03:12.523]  It'll be run by a high priesthood of globalists.
[02:03:14.263 --> 02:03:15.483]  We will order your life.
[02:03:15.563 --> 02:03:17.204]  We will break up the family.
[02:03:18.844 --> 02:03:23.786]  Basically, and his other books cover forced vaccinations, forced drugging to make us behave.
[02:03:24.146 --> 02:03:31.728]  This is where Aldous Huxley, in what, 1934, wrote Brave New World.
[02:03:31.788 --> 02:03:35.389]  I mean, genetic engineering, drugging the population to control them.
[02:03:36.241 --> 02:03:43.288]  Now you see all that, and Huxley in 1962 gave a speech saying, right before he died by the way, let me tell you, this is all real.
[02:03:43.328 --> 02:03:45.770]  We're already putting wires into people's brains to control them.
[02:03:45.810 --> 02:03:46.972]  I've been in the facilities in England.
[02:03:47.212 --> 02:03:50.455]  My brother, you know, ran UNESCO at the UN.
[02:03:50.515 --> 02:03:55.340]  He said, Julian Huxley, the United Nations Cultural Educational
[02:03:56.076 --> 02:03:58.458]  United Nations Cultural and Educational Organization.
[02:03:58.938 --> 02:03:59.898]  This is the plan by 2000.
[02:03:59.958 --> 02:04:05.442]  This is a long-term strategy for a global empire to control you.
[02:04:05.462 --> 02:04:07.223]  He gave that at Berkeley.
[02:04:07.723 --> 02:04:08.684]  You can find that online.
[02:04:09.304 --> 02:04:12.506]  In fact, somebody's taken the audio and put it on YouTube with images.
[02:04:13.066 --> 02:04:15.828]  I played it, I think, eight years ago on the radio, an hour of it.
[02:04:16.701 --> 02:04:18.361]  In fact, I'm planning to do that in the future.
[02:04:18.381 --> 02:04:23.243]  I'm really going to start focusing on this more on the history and who they are, because we've had requests, and I know it's important.
[02:04:23.283 --> 02:04:29.464]  I tend to get caught up in the latest news, but we need to know who we're dealing with first to be able to understand and deal with all this.
[02:04:30.085 --> 02:04:32.925]  So, H.G.
[02:04:33.005 --> 02:04:41.728]  Wells, who is the progenitor of this, he goes and literally sells the intelligentsia, and sells the royal family, and he was again, futurist to the Queen.
[02:04:41.748 --> 02:04:43.148]  He's like a rock star.
[02:04:44.303 --> 02:04:46.905]  By the turn of the century before last.
[02:04:47.445 --> 02:04:47.985]  By 1900.
[02:04:49.586 --> 02:04:51.327]  Already one of the best known men in the world.
[02:04:51.627 --> 02:04:53.008]  One of the most read men in the world.
[02:04:53.928 --> 02:04:56.410]  Writing literally dozens and dozens of bestsellers.
[02:04:57.030 --> 02:04:58.211]  It was all science fiction though.
[02:04:58.531 --> 02:05:00.072]  His other books weren't bestsellers.
[02:05:00.912 --> 02:05:05.294]  So when we get back, we'll break down what he says they're going to do.
[02:05:06.195 --> 02:05:10.857]  And you're going to be stunned to see that almost everything H.G.
[02:05:10.897 --> 02:05:12.278]  Wells said they would do, they have done.
[02:05:14.116 --> 02:05:20.407]  We'll tell you about a couple of things he said they would do that haven't been done yet, but that are on the drawing board and being implemented.
[02:05:22.190 --> 02:05:23.693]  It's all coming up on the other side.
[02:05:23.733 --> 02:05:24.454]  I'm Alex Jones.
[02:05:24.514 --> 02:05:26.017]  Infowars.com is the website.
[02:05:26.538 --> 02:05:26.939]  Stay with us.
[02:05:33.183 --> 02:05:33.664]  It's here.
[02:05:33.864 --> 02:05:38.608]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[02:05:39.008 --> 02:05:46.655]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[02:05:47.324 --> 02:05:54.386]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[02:05:54.787 --> 02:06:06.190]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[02:06:06.511 --> 02:06:10.052]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[02:06:10.492 --> 02:06:12.433]  It's an anthology of government crimes.
[02:06:12.733 --> 02:06:16.574]  Terror Storm is a film that everyone who wants to be truly informed must see.
[02:06:17.174 --> 02:06:24.643]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[02:06:29.798 --> 02:06:34.901]  Black Berkey purification elements are more powerful than any gravity filter element on the market.
[02:06:34.961 --> 02:06:42.264]  These awesome elements are used in Berkey purification systems and they can also be used to upgrade most other gravity filtration systems.
[02:06:42.424 --> 02:06:53.010]  They can purify raw, untreated water by removing pathogenic bacteria, cysts, parasites, trihalomethanes, and chemicals such as chlorine, atrazine, styrene, and MTBE.
[02:06:53.250 --> 02:06:57.792]  These elements also reduce unwanted heavy metals such as lead, mercury, and aluminum.
[02:06:58.072 --> 02:07:03.057]  Unbelievably, they even remove small micro-particulate from water, like food coloring particles.
[02:07:03.277 --> 02:07:06.220]  Yet, they leave in the nutritional minerals that your body needs.
[02:07:06.440 --> 02:07:16.209]  Moreover, because they are recleanable, black Berkey elements are more economical than the standard disposable elements, providing fresh, pure water for less than 2 cents per gallon.
[02:07:16.229 --> 02:07:17.270]  Get a 2-pack for only $99 or a 4-pack for only $188.
[02:07:20.213 --> 02:07:23.175]  Call a new millennium at 888-803-4438 at 888-803-4438 or order on the web at berkeywater.com
[02:07:29.634 --> 02:07:34.195]  We at The Bible Says want to alert the world to the topic of the Mark of the Beast.
[02:07:34.615 --> 02:07:37.536]  Soon it will be upon us as an overwhelming surprise.
[02:07:37.856 --> 02:07:40.417]  The world is pressing toward a forced one-world religion.
[02:07:40.777 --> 02:07:45.598]  The real issue behind this is the union of church and state nullifying our First Amendment.
[02:07:45.979 --> 02:07:51.340]  Americans will have to give up their peculiar beliefs and accept what the new world religious leaders prescribe.
[02:07:51.660 --> 02:07:54.621]  In 2005, President Bush signed the REAL ID Act.
