[00:00:00.529 --> 00:00:06.872]  Listening to GCN.
[01:51:26.270 --> 01:51:37.716]  Terror Storm chronicles the lies that took us to war in Iraq, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:51:38.016 --> 01:51:41.698]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:51:41.979 --> 01:51:43.940]  It's an anthology of government crimes.
[01:51:44.240 --> 01:51:48.102]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:51:48.662 --> 01:52:03.989]  Get your copy today at Infowars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv The War on Terrorism.
[01:52:04.309 --> 01:52:07.090]  Will it be fought overseas or will it affect us here at home?
[01:52:07.370 --> 01:52:11.532]  If you are like most folks, you want to be prepared but can't afford an underground shelter.
[01:52:11.932 --> 01:52:12.773]  So what do you do?
[01:52:13.093 --> 01:52:17.655]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[01:52:18.135 --> 01:52:20.276]  With a little know-how, it's not that difficult.
[01:52:20.756 --> 01:52:21.657]  Sheltering in Place!
[01:52:22.057 --> 01:52:35.463]  Surviving acts of terrorism from biological, chemical, and radioactive fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[01:52:35.503 --> 01:52:42.567]  government, gives you easy-to-follow video instructions, and walks you step-by-step through the process of preparing your home as a shelter.
[01:52:42.907 --> 01:52:47.312]  Get this critical video every American needs for only $29 plus shipping.
[01:52:47.752 --> 01:52:49.534]  Order by calling New Millennium today at 888-803-4438.
[01:52:49.554 --> 01:52:49.774]  That's 888-803-4438.
[01:52:49.854 --> 01:52:51.376]  Or order on the web at Berkeywater.com.
[01:53:01.093 --> 01:53:09.038]  For years you've been hearing about Herbal Healer Academy and how it's remained the leader in effective alternative and natural medicine and education.
[01:53:09.498 --> 01:53:12.660]  But how can they continue to hold that title for years on end?
[01:53:13.040 --> 01:53:16.081]  The answer is high quality and huge selection.
[01:53:16.482 --> 01:53:21.284]  Just visit HerbalHealer.com and shop online or request a free catalog.
[01:53:21.725 --> 01:53:24.066]  You're bound to find the alternative you're looking for.
[01:53:24.807 --> 01:53:29.473]  Did you know that Herbal Healer carries the latest, safest, and effective weight loss products?
[01:53:29.993 --> 01:53:35.880]  You can also count on Herbal Healer for the largest selection of safe and natural supplements just for children.
[01:53:36.200 --> 01:53:37.342]  And don't forget your pets.
[01:53:37.822 --> 01:53:43.489]  Herbal Healer even has natural mineral supplements for all your animals, including horses, cows, and birds.
[01:53:43.929 --> 01:53:50.273]  Take a peek at their online calendar and you're sure to find everything you need and maybe something you didn't realize you need.
[01:53:50.813 --> 01:53:55.676]  Visit HerbalHealer.com and don't forget to sign up for the free Herbal Healer newsletter.
[01:53:56.216 --> 01:53:59.578]  HerbalHealer.com, working with the power of nature.
[01:54:04.685 --> 01:54:05.225]  Don't worry.
[01:54:05.646 --> 01:54:07.207]  This show is documented.
[01:54:07.687 --> 01:54:14.371]  Alex Jones on the GCN Radio Network.
[01:54:14.832 --> 01:54:17.273]  Let's jam some calls in for our guest.
[01:54:17.573 --> 01:54:20.335]  I want to thank, joining us, the director of Riddles and Stone.
[01:54:20.976 --> 01:54:24.057]  Let's go to David in California, then Richard and Tyler.
[01:54:24.118 --> 01:54:24.678]  Go ahead, David.
[01:54:24.698 --> 01:54:25.278]  You're on the air.
[01:54:26.339 --> 01:54:27.240]  Oh, good morning, Alex.
[01:54:27.260 --> 01:54:27.760]  How are you?
[01:54:28.540 --> 01:54:28.901]  Good, sir.
[01:54:28.921 --> 01:54:29.561]  What's on your mind?
[01:54:30.742 --> 01:54:32.423]  Well, you know, I'm really amazed.
[01:54:33.243 --> 01:54:33.584]  I was...
[01:54:34.582 --> 01:54:41.066]  Really astonished at Rosie O'Donnell's public disclosure about her investigations of 9-1-1.
[01:54:41.106 --> 01:54:42.347]  That just really amazed me.
[01:54:42.367 --> 01:54:45.789]  It just shows how wrong we can be about people when we misjudge them.
[01:54:46.049 --> 01:54:47.530]  Well people change.
[01:54:47.550 --> 01:54:49.751]  She's been a big liberal and I'm not saying she's perfect.
[01:54:50.131 --> 01:54:57.376]  The point is she's going public about 9-1-1 and this staged Iran situation and she's going to be demonized now and she's put a lot on the line.
[01:54:58.336 --> 01:54:59.657]  Any questions or comments for the guest?
[01:55:01.698 --> 01:55:03.580]  Actually I had a comment about the
[01:55:05.029 --> 01:55:07.811]  A solution to the bad police problem.
[01:55:07.911 --> 01:55:16.795]  I wanted to suggest that anyone who's been a victim of police persecution, file a complaint against the oath of office.
[01:55:17.155 --> 01:55:20.057]  All police officers take an oath of office when they're hired.
[01:55:21.317 --> 01:55:25.340]  In order to... Oh, you've had personal success with that?
[01:55:26.180 --> 01:55:26.900]  Yes, I have.
[01:55:26.920 --> 01:55:33.604]  A few years ago I was in a major confrontation with the Criminal Extortion and Racketeering Agency, also known as the IRS.
[01:55:35.157 --> 01:55:42.900]  And we called the Sheriff wouldn't show up so the local police show up and we tried to explain that we were witnesses to a crime.
[01:55:42.920 --> 01:55:44.981]  You know what I'm going to do?
[01:55:45.021 --> 01:55:46.422]  You know what I'm going to do?
[01:55:46.442 --> 01:55:52.745]  I'm going to have to put you on hold because I thought I was specifically saying callers for the guest and I thought all these calls were for my guest.
[01:55:53.105 --> 01:55:56.046]  It's kind of... I'm not sure... Oh, he said he was for the guest?
[01:55:56.086 --> 01:55:56.486]  Oh, okay.
[01:55:57.087 --> 01:55:58.847]  You know, David, I'm going to have to get to you later.
[01:55:59.068 --> 01:56:01.609]  Okay, let's go to Richard in Texas.
[01:56:01.669 --> 01:56:02.269]  Richard, go ahead.
[01:56:03.410 --> 01:56:04.051]  Hello, Alex.
[01:56:04.571 --> 01:56:15.240]  I wanted to say that basically it seems like the only explanation for what's going on with the world and the things we're seeing happening is an absolute worship of evil and Satan.
[01:56:15.580 --> 01:56:24.228]  But a question for your guest is that I'd be curious, now that these practices have been in place for so many generations, how much of this
[01:56:24.788 --> 01:56:42.086]  They could, and this is probably tough to comment on, but how much of this is due to, you know, sort of self-delusional things that come from this form of worship and almost like a placebo effect and operating in fear versus true empowerment that these guys are getting from somewhere in these practices.
[01:56:42.606 --> 01:56:45.289]  And, you know, I hope that's something that they could comment on.
[01:56:46.562 --> 01:56:52.485]  Well, I think that it is something that they can get true empowerment from.
[01:56:52.545 --> 01:56:54.646]  I mean, I don't agree with the source of power.
[01:56:54.847 --> 01:56:56.567]  It's not coming from the God of the Bible.
[01:56:57.028 --> 01:56:59.669]  I believe the power is coming from satanic forces.
[01:57:00.450 --> 01:57:15.878]  But those forces are real, and historically you find a lot of... you find guys like Dr. John Dee, Sir Francis Bacon, who were tapping into these powers, and they were giving them all kinds of scientific knowledge and so on, and worldly wisdom.
[01:57:16.819 --> 01:57:20.141]  So, that power is real, and it has a long legacy.
[01:57:20.181 --> 01:57:34.412]  In fact, one of the guys that I interviewed, he commented that he's not a Christian, but he's puzzled that these occult societies have been responsible for so many advancements, socially and scientifically, over the centuries.
[01:57:35.033 --> 01:57:37.835]  And a lot of that comes from, you know, the word demon.
[01:57:38.408 --> 01:57:52.010]  Oddly enough comes from a root Greek word that means one who knows or a knowing one and so they're often seeking after these powers for knowledge and information scientifically to drive their movement forward.
[01:57:53.234 --> 01:58:04.729]  At the same time, wouldn't you say that there's almost like a propaganda theater being put on by Satan that is deluding these worshippers of his to the same extent that we're being deluded by our government and our media?
[01:58:05.430 --> 01:58:06.191]  Oh, absolutely.
[01:58:06.251 --> 01:58:09.716]  I think the delusion goes all the way back to the Garden of Eden.
[01:58:11.918 --> 01:58:20.724]  It's Satan through the serpent saying, partake of the tree of knowledge, and through knowledge your eyes shall be opened and you'll basically become your own God.
[01:58:20.905 --> 01:58:21.505]  Thank you Richard.
[01:58:21.525 --> 01:58:22.165]  We're out of time.
[01:58:22.226 --> 01:58:25.388]  Tyler and David and others, I'll get to you later, but we've got to let our guests go now.
[01:58:25.768 --> 01:58:32.413]  I want to thank you for joining us, Christian J. Pinto, the director of Riddles in Stone, Part 2 of Secret Mysteries of America's Beginnings.
[01:58:32.813 --> 01:58:35.855]  We'll have you back up soon, and again, Godspeed to your great work.
[01:58:36.295 --> 01:58:37.196]  Thank you very much, Alex.
[01:58:38.077 --> 01:58:38.417]  You bet.
[01:58:38.497 --> 01:58:38.857]  Bye-bye.
[01:58:39.037 --> 01:58:39.638]  We'll be right back.
[01:58:41.676 --> 01:58:46.760]  If you would like a copy of this show, come to GCNlive.com and reserve it today, or call toll-free 877-376-45.
[01:58:57.636 --> 01:58:58.277]  Big Brother.
[01:58:58.938 --> 01:58:59.999]  Mainstream media.
[01:59:00.720 --> 01:59:01.841]  Government cover-ups.
[01:59:02.481 --> 01:59:03.302]  You want answers?
[01:59:04.043 --> 01:59:04.924]  Well, so does he.
[01:59:04.944 --> 01:59:09.289]  He's Alex Jones on the GCN Radio Network.
[01:59:09.810 --> 01:59:13.934]  And now, live from Austin, Texas, Alex Jones.
[01:59:14.795 --> 01:59:16.938]  Now into the third and final hour.
[01:59:18.197 --> 01:59:22.340]  We're going to have a guest on for about 30 minutes, but the guests are always so good I end up holding them over longer.
[01:59:22.360 --> 01:59:23.900]  I do want to take your calls.
[01:59:23.921 --> 01:59:26.082]  I've got a bunch of news I want to get into as well.
[01:59:27.383 --> 01:59:28.803]  They plan to go into Iran.
[01:59:28.843 --> 01:59:30.865]  They're pulling this stunt with the British sailors.
[01:59:32.085 --> 01:59:42.672]  It has now come out in a bunch of mainstream publications and British diplomats have gone public saying that the British just rewrote the lines and said, no, now your waters are ours.
[01:59:43.510 --> 01:59:52.212]  And believe me, that's who Iraq belongs to, the British Empire, controlled by the Anglo-American bank chairman that literally owns us as their property.
[01:59:53.932 --> 01:59:56.713]  British-manufactured Gulf maritime border map.
