[00:00:00.309 --> 00:00:02.631]  Find out right now.
[01:53:00.179 --> 01:53:00.940]  We listened.
[01:53:00.940 --> 01:53:06.586]  After 9-11, you asked us to develop a filter that was more powerful in removing chemical agents.
[01:53:06.586 --> 01:53:08.308]  Again, we listened.
[01:53:08.308 --> 01:53:15.636]  Introducing the Berkey Light, the gravity filter requested by America, designed by Americans, and made in America.
[01:53:16.096 --> 01:53:18.918]  Get the Berkey Light at the American Water Purifier.
[01:53:18.918 --> 01:53:19.159]  Only $279.
[01:53:19.159 --> 01:53:19.819]  Call New Millennium at 888-803-4438.
[01:53:19.819 --> 01:53:20.119]  That's 888-803-4438.
[01:53:20.119 --> 01:53:21.781]  Or order on the web at berkeywater.com.
[01:53:21.781 --> 01:53:22.721]  Not yet available in Iowa.
[01:53:32.344 --> 01:53:34.286]  Hello friends, Alex Jones here.
[01:53:34.286 --> 01:53:38.311]  I want you to imagine waking up one morning to find out you've been burglarized.
[01:53:38.311 --> 01:53:41.034]  An intruder has taken your personal possessions.
[01:53:41.034 --> 01:53:47.401]  Credit card numbers, social security cards, banking information, and more, all in the hands of a total stranger.
[01:53:47.401 --> 01:53:52.286]  What's worse is, you realize he got it through your front door, because you left it unlocked.
[01:53:52.346 --> 01:53:52.586]  I think?
[01:54:08.618 --> 01:54:09.078]  I think so.
[01:54:49.787 --> 01:54:53.288]  Going right back to the phones, let's go to Eric in Connecticut.
[01:54:53.288 --> 01:54:54.329]  Eric, thank you for holding.
[01:54:54.329 --> 01:54:56.009]  You're on the Alex Jones Show.
[01:54:56.009 --> 01:54:58.970]  Hey Jack, thanks for taking my call.
[01:54:58.970 --> 01:55:14.316]  In light of the recent events in Virginia, it's interesting how a lot of the television shows today are far more pro-establishment, pro-government than the old shows, say from the 90s,
[01:55:16.078 --> 01:55:20.009]  Early 90s, late 80s, and I'll give you a great example, the X-Files.
[01:55:22.119 --> 01:55:23.059]  Sure, go ahead.
[01:55:23.059 --> 01:55:35.663]  I mean, I always thought the X-Files put, you know, bizarre alien information next to things that were true in order to discredit it, so I'm not saying that that was the plan, but it sure kind of had that effect, didn't it?
[01:55:35.663 --> 01:55:38.483]  Much like other modes of communication.
[01:55:38.483 --> 01:55:48.366]  That's why I love this show and what Alex does is because he sticks to the facts, he reports what's documented, and he doesn't go off on tangents about lizards or whatever it's going to be.
[01:55:48.366 --> 01:55:49.186]  Oh, I understand that.
[01:55:49.206 --> 01:55:54.170]  Yeah, but there were episodes, there were certain episodes that had nothing to do with the aliens or anything like that.
[01:55:54.170 --> 01:55:56.232]  I'll give you a great example.
[01:55:56.232 --> 01:56:03.497]  There was an episode, and I believe it was the second or third season, and the title of it was called Blood.
[01:56:03.497 --> 01:56:11.403]  And it was about an ex-Navy guy who had this phobia about blood.
[01:56:11.403 --> 01:56:15.767]  And there was an experiment, and I believe it was in this small Maryland town.
[01:56:17.162 --> 01:56:19.163]  And Mulder, he was working by himself.
[01:56:19.163 --> 01:56:20.544]  Scully wasn't with him on this one.
[01:56:20.544 --> 01:56:28.927]  He was working by himself and he was examining these murders that took place in this town.
[01:56:28.927 --> 01:56:33.890]  And electronic devices were common to all of these murders.
[01:56:33.890 --> 01:56:41.233]  And he looks into it more and he realizes that these people are seeing these messages in these electronic devices.
[01:56:42.219 --> 01:56:43.901]  And there was some poisoning going on.
[01:56:43.901 --> 01:56:45.764]  Some of the local fields were being sprayed.
[01:56:45.764 --> 01:56:51.592]  Basically, to make a long story short, there was a government-sanctioned experiment on the people of this town.
[01:56:52.432 --> 01:56:56.136]  And they were, um, they were fomenting mind control.
[01:56:56.136 --> 01:56:56.476]  Right.
[01:56:56.476 --> 01:56:59.319]  And this guy ends up this... No, I mean, there was some good stuff there.
[01:56:59.319 --> 01:57:13.772]  I love the episode, by the way, of The X-Files where it's near the end of the series and they find some aliens and they go and they inspect the scene and they pull off the heads and they are CIA agents in alien uniforms posing as aliens.
[01:57:13.772 --> 01:57:14.733]  I thought that was pretty good.
[01:57:15.514 --> 01:57:16.014]  Well, yeah.
[01:57:16.014 --> 01:57:16.615]  But you made a point.
[01:57:16.615 --> 01:57:19.157]  Let me go back to the original point that you made, if I could, Eric.
[01:57:19.157 --> 01:57:21.919]  Because, you know, look at today's TV schedule.
[01:57:21.919 --> 01:57:23.280]  It's programming.
[01:57:23.280 --> 01:57:24.541]  500 channels of it.
[01:57:24.541 --> 01:57:25.622]  Programming, okay?
[01:57:25.622 --> 01:57:29.165]  They don't call it that for an anomalous reason.
[01:57:29.165 --> 01:57:30.146]  It's cop shows.
[01:57:30.146 --> 01:57:31.167]  It's court shows.
[01:57:31.167 --> 01:57:32.027]  It's CSI.
[01:57:32.027 --> 01:57:34.029]  It's The Running Man, basically.
[01:57:34.029 --> 01:57:35.250]  It's medical shows.
[01:57:35.250 --> 01:57:36.491]  I mean, just littered with that.
[01:57:36.491 --> 01:57:39.333]  And if you're not getting that, it's sports and reality TV.
[01:57:39.333 --> 01:57:40.975]  So you make a good comment that
[01:57:41.135 --> 01:57:42.357]  I'll give you one more example of...
[01:57:51.821 --> 01:57:54.402]  Well, anyway, this X-File episode, he goes up to the tower.
[01:57:54.402 --> 01:57:57.564]  This guy goes up to the tower, akin to... I gotta cut you there, man.
[01:57:57.564 --> 01:57:58.344]  I gotta keep moving.
[01:57:58.344 --> 01:58:02.647]  We can't go over all the X-File episodes, but you made a good point, and let's stick with that.
[01:58:02.647 --> 01:58:06.389]  Gotta go to Torin Wolf, a friend of ours here in Texas.
[01:58:06.389 --> 01:58:10.411]  He's an ex-Iraqi vet who has been opened up to 9-11 truth.
[01:58:10.411 --> 01:58:10.971]  He's out there.
[01:58:10.971 --> 01:58:15.213]  In fact, I know you were out with the guys this Saturday in front of the Statehouse.
[01:58:15.213 --> 01:58:16.734]  Torin, thanks for joining us.
[01:58:16.734 --> 01:58:18.015]  Thanks for talking to me, Jack.
[01:58:18.015 --> 01:58:20.776]  I always appreciate talking to a fellow patriot.
[01:58:21.707 --> 01:58:25.752]  Well, you're a patriot with a lot to lose, and you've got a great background.
[01:58:25.752 --> 01:58:33.280]  You were an Army nurse, you were a combat nurse in Iraq, and you paid the price over there.
[01:58:33.280 --> 01:58:37.345]  Earlier on the show, we were talking about depleted uranium, and I guess if we really support the troops,
[01:58:38.065 --> 01:58:45.952]  We need to, you know, embody in bold the current investigations, the cover-ups that are going on right now about depleted uranium.
[01:58:45.952 --> 01:58:48.795]  I'd like to bring you back if you can hold about 70-80 seconds.
[01:58:48.795 --> 01:58:51.998]  We'll come back for the third hour of the Alex Jones Show.
[01:58:51.998 --> 01:58:53.079]  Appreciate everybody joining us.
[01:58:53.079 --> 01:58:53.919]  Phone lines are open.
[01:58:53.919 --> 01:58:55.461]  We've got a lot of news to report.
[01:58:55.461 --> 01:58:56.202]  Stay with us.
[01:58:56.202 --> 01:58:57.923]  This is the Alex Jones Show.
[01:58:57.923 --> 01:59:00.025]  It's the Genesis Communications Radio Network.
[01:59:13.348 --> 01:59:18.374]  If you would like a copy of this show, come to GCNlive.com and reserve it today, or call toll-free 877-376-45.
[01:59:23.547 --> 01:59:26.750]  Introducing the most efficient gravity filter available.
[01:59:26.750 --> 01:59:30.913]  You know, if you were to throw 100 ball bearings at a magnet, most would bounce off.
[01:59:30.913 --> 01:59:33.555]  But, if you place them on the magnet, all would stick.
[01:59:33.555 --> 01:59:36.077]  The same principle applies in water filtration.
[01:59:36.077 --> 01:59:44.585]  Most filtration systems force water through the filter at 60 to 90 PSI, causing water molecules to race through the filter in less than a second.
[01:59:44.585 --> 01:59:46.026]  The Brookie light is different.
[01:59:46.026 --> 01:59:50.009]  Water molecules take 5 to 10 minutes to pass through the torturous path
[01:59:50.289 --> 01:59:51.650]  Not yet available in Iowa.
[02:00:21.957 --> 02:00:24.359]  Waging war on corruption.
[02:00:24.359 --> 02:00:33.646]  Alex Jones on the GCN Radio Network.
[02:00:33.646 --> 02:00:34.967]  Big Brother.
[02:00:34.967 --> 02:00:36.729]  Mainstream media.
[02:00:36.729 --> 02:00:38.470]  Government cover-ups.
[02:00:38.470 --> 02:00:40.071]  You want answers?
[02:00:40.071 --> 02:00:40.972]  Well, so does he.
[02:00:40.972 --> 02:00:45.816]  He's Alex Jones on the GCN Radio Network.
[02:00:45.816 --> 02:00:49.879]  And now, live from Austin, Texas, Alex Jones.
[02:00:52.779 --> 02:00:54.141]  Thank you for joining us today, folks.
[02:00:54.141 --> 02:00:58.927]  The third hour of the Alex Jones Show coming your way on Genesis Communications Network.
[02:00:58.927 --> 02:01:02.271]  I'm Jack Blood, your radio gun sitting in for Alex Jones today.
[02:01:02.271 --> 02:01:03.573]  One more hour to go.
[02:01:04.764 --> 02:01:06.244]  We'll keep the phone lines open.
[02:01:06.244 --> 02:01:08.485]  No guests.
[02:01:08.485 --> 02:01:08.785]  800-259-9231.
[02:01:08.785 --> 02:01:09.965]  1-800-259-9231.
[02:01:09.965 --> 02:01:14.687]  Got a lot of news to go over.
[02:01:14.687 --> 02:01:17.988]  We'll do that, but we'll take a few more of your calls in the meantime.
[02:01:17.988 --> 02:01:21.189]  Speaking with Torin Wolfe on the line from Texas here.
[02:01:21.189 --> 02:01:27.410]  Torin, I tried to give you a little bit of an introduction here, but I know you called in for something, so you got the floor, buddy.
[02:01:27.410 --> 02:01:28.451]  Well, thanks a lot, Jack.
[02:01:28.451 --> 02:01:29.271]  I do appreciate it.
[02:01:31.005 --> 02:01:40.929]  Anybody who's been listening to the presentations that I've been doing knows that I have a background, a very significant background, specifically in hazardous materials.
[02:01:40.929 --> 02:01:47.591]  I was a hazardous materials consultant licensed as an asbestos consultant here in the state of Texas for 12 years.
[02:01:47.591 --> 02:01:59.376]  And while I was putting together my final points on a PowerPoint that I'm going to be doing this weekend, I just decided that I wanted to go ahead and get the EPA's actual
[02:02:00.305 --> 02:02:00.705]  We're good to go.
[02:02:29.904 --> 02:02:30.405]  I don't
[02:02:41.940 --> 02:02:43.582]  September 14, 2001.
[02:02:43.582 --> 02:03:03.663]  So they give the alert that you can go back into the city, and that's an important point to make, Torim, because they're not just talking about the rescue workers, they're talking about people that got out of the city, it's now safe to go back, go shopping, but they hadn't actually even begun to do any type of analysis on this, although I'm sure they were aware of what the possibilities were, until the day after they made that announcement.
[02:03:04.224 --> 02:03:10.469]  Well, yeah, that's actually the most interesting thing, is that they had absolutely no proof.
[02:03:10.469 --> 02:03:17.274]  And in a hazardous material situation, until you can prove that the area is safe, it is considered unsafe.
[02:03:17.274 --> 02:03:18.475]  That's federal law.
[02:03:18.475 --> 02:03:23.418]  So you think it's conscience-shocking for them to have told everybody to go back in and it was safe to go in?
[02:03:23.418 --> 02:03:26.821]  I mean, that's what the courts ruled, that it wasn't conscience-shocking.
[02:03:26.821 --> 02:03:28.542]  Well, if you don't have a conscience, no.
[02:03:28.542 --> 02:03:29.783]  Exactly, that was my point.
[02:03:31.614 --> 02:03:37.398]  If you're willing to sell your soul for anything, I guess not.
[02:03:37.398 --> 02:03:38.759]  I about came unglued.
[02:03:38.759 --> 02:03:45.883]  I actually called my wife from upstairs saying, you're not going to believe what I just caught these people in.
[02:03:45.883 --> 02:03:49.065]  I was kind of surprised that nobody had grabbed this.
