[00:00:10.265 --> 00:00:10.766]  News.
[02:11:15.936 --> 02:11:18.297]  To which I said, you know, Alex, I think you're 100% right.
[02:11:18.338 --> 02:11:18.978]  We need to get him on.
[02:11:19.018 --> 02:11:20.899]  But I try, and they never come on with me.
[02:11:21.039 --> 02:11:24.121]  I've reached out to Valette Farca probably a half-dozen times.
[02:11:24.221 --> 02:11:31.065]  I've never received anything from her, never received a response from BAM, never received a response from any of these people.
[02:11:31.105 --> 02:11:31.926]  They always ignore me.
[02:11:32.226 --> 02:11:33.747]  I've gotten one response, ever.
[02:11:34.187 --> 02:11:36.409]  This is from Lauren Duca, who got
[02:11:37.372 --> 02:11:39.173]  Destroyed by Tucker Carlson last week.
[02:11:39.534 --> 02:11:40.494]  So I reached out to her.
[02:11:40.975 --> 02:11:44.257]  First time I've ever gotten a response from a liberal to come on the show.
[02:11:44.477 --> 02:11:44.657]  Ever.
[02:11:44.997 --> 02:11:48.099]  And she says, thanks for reaching out, but she's going to have to pass.
[02:11:48.620 --> 02:11:51.482]  Shocker that she didn't want to come on the show and debate me.
[02:11:51.542 --> 02:11:53.403]  She didn't want to come on the show and debate David Knight.
[02:11:53.423 --> 02:11:54.564]  They don't want to debate.
[02:11:54.724 --> 02:11:59.286]  You've got Howie Carr on radio in Boston ripping on Alex Jones for being crazy.
[02:11:59.586 --> 02:12:01.967]  I bet he doesn't have Alex Jones on the show to debate him though.
[02:12:01.987 --> 02:12:13.873]  So David, not just is there a coup against Trump and the government, there's a coup against Trump started by George Soros and David Brock and these people funding people out to go on the streets and riot and protest violently.
[02:12:14.133 --> 02:12:20.056]  So it's a coup on all levels right now and they don't want to actually face an intellectual debate on issue.
[02:12:20.416 --> 02:12:21.536]  No, we've seen that over and over again.
[02:12:21.556 --> 02:12:27.338]  You know very well that when you go to these different protests and everything, you try to engage people on the street, just ordinary, every one of them.
[02:12:27.378 --> 02:12:28.199]  It's not just the leaders.
[02:12:28.259 --> 02:12:32.760]  The leaders like to pontificate from their safe little ivory towers at Berkeley and so forth.
[02:12:32.800 --> 02:12:36.381]  They don't want to try to defend their ideas in the marketplace of ideas.
[02:12:36.821 --> 02:12:38.102]  They want to be able to censor you.
[02:12:38.142 --> 02:12:42.263]  And you see that from the top of the movement to the bottom of the movement.
[02:12:42.383 --> 02:12:47.485]  Again, I always think of this as the ultimate picture of what was happening.
[02:12:47.945 --> 02:12:50.927]  The Planned Parenthood demonstration that InfoWars went to.
[02:12:50.947 --> 02:12:57.332]  And we showed up with signs saying, you know, this is genocide against black children because that's the way that it began.
[02:12:57.352 --> 02:13:02.316]  And we're holding up our signs saying that this is about life, this is about defending innocent life.
[02:13:02.496 --> 02:13:03.116]  And what did they do?
[02:13:03.156 --> 02:13:05.798]  They show up with black signs to cover ours.
[02:13:05.838 --> 02:13:07.920]  They don't try to make a case for what they're doing.
[02:13:08.200 --> 02:13:09.962]  Instead, they just try to silence us.
[02:13:10.002 --> 02:13:12.064]  And so they're not going to come on and debate you.
[02:13:12.124 --> 02:13:13.545]  They're not going to come on and debate me.
[02:13:13.585 --> 02:13:15.166]  They don't want to talk about the issues.
[02:13:15.447 --> 02:13:17.088]  They simply want to use censorship.
[02:13:17.108 --> 02:13:18.469]  And that's what the universities have become.
[02:13:18.730 --> 02:13:19.650]  Especially Berkeley.
[02:13:19.670 --> 02:13:26.777]  We've had a lot of people call Berkeley out and say, I remember, you know, 40, 50, 60 years ago when Berkeley was the center of the free speech movement.
[02:13:27.137 --> 02:13:30.238]  At that time, it was a more conservative administration.
[02:13:30.258 --> 02:13:34.619]  So the liberals said, wait a minute, you're silencing us and we want to be able to speak here.
[02:13:35.019 --> 02:13:36.219]  And so it was all about free speech.
[02:13:36.279 --> 02:13:39.040]  But now that they're in control, they don't want to have a debate.
[02:13:39.120 --> 02:13:40.580]  They don't want to have free speech.
[02:13:40.620 --> 02:13:43.281]  And this is what we see again and again from the left.
[02:13:43.341 --> 02:13:49.322]  We see this, the people who are now on the left constantly pushing war, pushing sanctions.
[02:13:49.462 --> 02:13:52.004]  That used to be that the left was saying, oh, we don't want war.
[02:13:52.064 --> 02:13:53.325]  Now they do want war.
[02:13:53.645 --> 02:13:54.786]  They want censorship.
[02:13:54.806 --> 02:13:55.887]  They don't want free speech.
[02:13:55.927 --> 02:13:57.588]  And this is what has happened with this.
[02:13:57.608 --> 02:14:00.911]  They've become, as we always knew they were, completely authoritarian.
[02:14:00.931 --> 02:14:04.693]  There really isn't any free speech in communist countries.
[02:14:05.154 --> 02:14:06.415]  And that's what these people are.
[02:14:06.455 --> 02:14:07.275]  They're simply communists.
[02:14:07.295 --> 02:14:08.316]  They don't want to have a debate.
[02:14:08.356 --> 02:14:09.277]  They don't want to have free speech.
[02:14:09.437 --> 02:14:11.660]  Well, and they want to start a civil war.
[02:14:11.780 --> 02:14:17.869]  What they want to do is they want to create chaos on the streets because it's a lot easier to remove the president if you've got chaos in the streets.
[02:14:17.909 --> 02:14:21.874]  If you've got martial law, police state, all this stuff, wildness, looting, burning, rioting.
[02:14:21.914 --> 02:14:24.778]  Throughout the places where Soros has fomented the revolutions.
[02:14:25.018 --> 02:14:25.618]  That's how they do it.
[02:14:25.638 --> 02:14:27.279]  That's what the Hungarian Prime Minister is doing.
[02:14:27.639 --> 02:14:29.339]  People in Poland are doing this as well.
[02:14:29.619 --> 02:14:30.739]  I think it's an encouraging thing.
[02:14:30.759 --> 02:14:35.800]  When I saw Trump go to Poland and deliver that speech, it's like, wow, that's the speech he needs to give here in America.
[02:14:35.820 --> 02:14:38.361]  He needs to call out Soros and what Soros is doing here in America.
[02:14:38.621 --> 02:14:40.881]  And he needs a wartime consigliere, like I said before.
[02:14:40.901 --> 02:14:43.122]  You can go back to Godfather, Tom Hayden, Robert Duvall.
[02:14:43.782 --> 02:14:47.803]  You know, he said, hey, Tom, you're going to have to take a back seat right now, because right now we're at war.
[02:14:48.283 --> 02:14:49.704]  We don't need a nice guy right now.
[02:14:49.764 --> 02:14:55.347]  We need a guy who's going to call them out, who's going to take them on, not a beleaguered Attorney General who's afraid to confront them.
[02:14:55.467 --> 02:14:57.228]  You know, I want to go to this powerful clip.
[02:14:57.288 --> 02:14:59.589]  This is a survivor of Dunkirk.
[02:14:59.629 --> 02:15:03.191]  He's a veteran from Calgary and he survived Dunkirk.
[02:15:03.211 --> 02:15:06.633]  He went and saw the movie premiere this weekend and he was interviewed and he talked about it.
[02:15:06.673 --> 02:15:12.096]  But there was a very powerful quote that he said that I think can be, it's just very timely right now.
[02:15:12.136 --> 02:15:14.697]  Let's go to this Calgary veteran who survived Dunkirk.
[02:15:15.638 --> 02:15:22.746]  Sturdy hopes the movie sends a message to a new audience of the sad nature of war and our apparent inability to avoid it.
[02:15:23.527 --> 02:15:29.471]  Tonight, I cried because it's never the end.
[02:15:29.511 --> 02:15:31.933]  It will happen.
[02:15:31.993 --> 02:15:34.455]  We are this human species.
[02:15:34.855 --> 02:15:36.476]  We are so intelligent.
[02:15:36.556 --> 02:15:39.198]  We do such astonishing things.
[02:15:39.238 --> 02:15:44.982]  We can fly to the moon, but we still do stupid things.
[02:15:47.901 --> 02:15:49.242]  So tough to pick up on radio.
[02:15:49.282 --> 02:15:52.424]  He's obviously a very elderly man and struggling to speak there.
[02:15:52.444 --> 02:16:02.331]  But what he's saying is, you know, he remembers Dunkirk, he sees the movie, and you can see how violent and bad war is, but yet here he is, this war happened years ago, and we're still doing stupid things.
[02:16:02.371 --> 02:16:06.254]  We can fly to the moon, we can create amazing technology, but yet we still get tricked into war.
[02:16:07.054 --> 02:16:08.315]  And that's the thing to me, David.
[02:16:08.415 --> 02:16:13.839]  Just like every other war, the Gulf of Tonkin, you know, 9-11, all of these things are started on false pretenses.
[02:16:13.919 --> 02:16:15.240]  It's something that we get tricked over and over.
[02:16:15.540 --> 02:16:17.621]  They're doing the same thing right now over Trump.
[02:16:17.921 --> 02:16:18.902]  They're doing the same thing.
[02:16:18.922 --> 02:16:20.743]  They lie about Trump all day in the media.
[02:16:20.963 --> 02:16:22.403]  They stir up violence in the streets.
[02:16:22.603 --> 02:16:28.206]  They want to lie about Trump, start a civil war in America, and bring in the George Soros globalist regime change.
[02:16:28.366 --> 02:16:30.007]  You know, we had Lionel on the last hour.
[02:16:30.027 --> 02:16:33.409]  He was talking about Vietnam and talked about how he and I both just missed that.
[02:16:34.369 --> 02:16:35.930]  Just missed getting pulled into that.
[02:16:36.050 --> 02:16:38.672]  And towards the end of that, we understood what this is about.
[02:16:39.452 --> 02:16:46.880]  It was with the documentary, The Fog of War, that Robert McNamara finally confessed that the Gulf of Tonkin was a false flag.
[02:16:47.120 --> 02:16:48.001]  He said it was totally fake.
[02:16:48.742 --> 02:16:50.564]  That was a pretense that they got us into the war.
[02:16:50.704 --> 02:16:53.066]  And he even related the story within that documentary.
[02:16:53.127 --> 02:16:55.789]  If you haven't seen it, it is a must-see.
[02:16:56.750 --> 02:17:01.695]  And what he said was, years afterwards, he was part of an American delegation that went back to Vietnam.
[02:17:02.396 --> 02:17:10.946]  And he said at the table, one of the Vietnamese leaders slammed his fist on the table and stood up very angrily and said, what is this about the domino theory?
[02:17:10.966 --> 02:17:11.887]  You know that wasn't true.
[02:17:11.967 --> 02:17:14.871]  He said we've fought the Chinese for our independence for centuries.
[02:17:14.911 --> 02:17:16.252]  Don't you know anything about history?
[02:17:16.272 --> 02:17:18.034]  Didn't you know anything about what was going on?
[02:17:18.054 --> 02:17:19.436]  Well of course they did know.
[02:17:20.097 --> 02:17:21.478]  They knew precisely what they were doing.
[02:17:21.958 --> 02:17:22.999]  They wanted that war.
[02:17:23.299 --> 02:17:24.440]  They engineered that war.
[02:17:24.701 --> 02:17:27.523]  And so what you just saw there was a veteran of Dunkirk.
[02:17:27.943 --> 02:17:30.765]  The people who fight the wars don't want the wars.
[02:17:31.306 --> 02:17:41.613]  And of course in Vietnam, what we saw in Vietnam was the cynical manipulation by Robert McNamara and others of sending in American troops to take an area and they would win every battle.
[02:17:41.633 --> 02:17:45.797]  Of course we lost the war, but they would win every battle, they would take over the area, they would hold it
[02:17:46.537 --> 02:17:50.460]  Sometimes at great cost to win it and to hold it and then the U.S.
