[00:00:05.188 --> 00:00:07.212]  Important instructions will follow.
[02:42:23.940 --> 02:42:26.342]  Gonna stab your wife, your son.
[02:42:28.124 --> 02:42:30.146]  Gonna stab him with a butcher knife.
[02:42:30.446 --> 02:42:35.090]  And then the police chief says, Oh, we love our Somalis.
[02:42:35.471 --> 02:42:36.972]  We love our Muslims too.
[02:42:36.992 --> 02:42:38.593]  Oh, they're so good.
[02:42:39.314 --> 02:42:40.515]  Oh, they're so sweet.
[02:42:41.536 --> 02:42:42.177]  There you go.
[02:42:43.258 --> 02:42:43.958]  Wow!
[02:42:46.420 --> 02:42:48.502]  Now, there's hundreds of these.
[02:42:49.343 --> 02:42:49.483]  And...
[02:42:50.638 --> 02:43:01.527]  Super Deluxe put this out to attack us and thought it would hurt us, Time Warner, and then it got 27 million views, 14 million on Facebook alone, and then they disabled them and shut them down and blocked them or put glitches in them so people can't see them.
[02:43:02.728 --> 02:43:05.550]  When the higher-ups went, he's right, they love it, shut it off!
[02:43:06.611 --> 02:43:09.434]  Too late, scum!
[02:43:10.134 --> 02:43:11.075]  It's constantly happening.
[02:43:15.431 --> 02:43:27.937]  Now, I don't know what you call the name of this one.
[02:43:29.278 --> 02:43:30.158]  Dude's like, look at these.
[02:43:30.198 --> 02:43:32.079]  I watched like six or seven yesterday just in his office.
[02:43:32.379 --> 02:43:33.580]  He goes, this one's from the Philippines.
[02:43:33.600 --> 02:43:34.860]  I don't know the name of the video.
[02:43:35.061 --> 02:43:35.861]  We should put it on screen.
[02:43:36.121 --> 02:43:38.683]  I just kind of blurted out to them in the break, hey, get one of those videos.
[02:43:39.003 --> 02:43:40.524]  I'm not sure which one they've gotten ready.
[02:43:40.824 --> 02:43:41.605]  And that's the problem.
[02:43:41.865 --> 02:43:43.566]  How do you do justice to all these?
[02:43:43.606 --> 02:43:47.309]  I'm told they're going to have a live transmission tonight for like three hours playing them.
[02:43:47.629 --> 02:43:49.130]  It'll be on InfoWars.com.
[02:43:49.751 --> 02:43:52.553]  But we'll look up the artist here and give them credit in a moment.
[02:43:52.593 --> 02:43:58.877]  But these are the kind of folks that are in the running because their voice is so pretty and it's her brother, you know, playing the acoustic guitar with her.
[02:44:00.759 --> 02:44:01.679]  So this is...
[02:44:03.288 --> 02:44:13.219]  This is just how we get people involved in taking their attacks on us, turning it around against them, and then they realize we're defeating them in panic and censor even more, which only blows up in their face even better.
[02:44:13.499 --> 02:44:14.000]  So here it is.
[02:44:19.284 --> 02:44:22.385]  I've had enough of these people.
[02:44:22.745 --> 02:44:31.449]  They're a bunch of Christian murdering scum that run giant death factories keeping babies alive and selling their body parts.
[02:44:31.649 --> 02:44:34.730]  What more do you need to know about these people?
[02:44:34.850 --> 02:44:36.750]  I go out and face these scum.
[02:44:38.391 --> 02:44:40.452]  We're good to go.
[02:45:02.824 --> 02:45:03.184]  I think.
[02:45:40.699 --> 02:45:46.623]  My spirit gets close to that evil and I feel it go out.
[02:45:46.843 --> 02:45:47.524]  Out.
[02:45:48.804 --> 02:45:49.185]  Out.
[02:45:50.185 --> 02:45:52.407]  We're six of Santa Claus.
[02:45:52.527 --> 02:45:56.990]  We don't even notice hell itself rising up against us.
[02:45:57.370 --> 02:45:59.191]  Millions are pouring in.
[02:45:59.251 --> 02:46:02.994]  People of the very worst type and I'm so pissed.
[02:46:03.074 --> 02:46:08.177]  We're gonna stab your daughter at the mall.
[02:46:13.038 --> 02:46:15.979]  Right when I thought...
[02:46:41.277 --> 02:46:43.979]  That the mainstream corporate media couldn't get any more.
[02:46:43.999 --> 02:46:46.461]  And that's the little end they put on the piece.
[02:46:46.881 --> 02:46:51.024]  And again, it's a train wreck because we've got hundreds and hundreds and hundreds of these.
[02:46:51.044 --> 02:46:54.106]  And then I've asked for them, and when I get them, I don't really have the name of who it is.
[02:46:54.146 --> 02:46:58.049]  So I'm going to wait a few weeks on the contest because it's just a logjam here.
[02:46:58.469 --> 02:47:01.672]  And then I'm going to go through these again and try to promote a lot of them that are great.
[02:47:01.692 --> 02:47:04.534]  We're going to play some of the really ridiculous ones as well.
[02:47:04.814 --> 02:47:06.075]  They're some of the best ones.
[02:47:06.595 --> 02:47:10.378]  And just everybody who took action is a winner because resistance is victory.
[02:47:12.898 --> 02:47:17.962]  The only way you do not succeed is laying down and going along with these people.
[02:47:19.983 --> 02:47:25.568]  And that's Danielle Pascal in the Philippines.
[02:47:27.972 --> 02:47:30.153]  They're typing these as I look up on the screen.
[02:47:30.173 --> 02:47:31.094]  I don't have a teleprompter.
[02:47:31.374 --> 02:47:32.674]  They do have a little notepad they put there.
[02:47:32.694 --> 02:47:37.577]  So what I'm gonna do is I'm gonna stop doing this now while I'm ahead and just say we'll tell you who those folks are later.
[02:47:38.357 --> 02:47:41.259]  And we'll post it on InfoWars.com.
[02:47:41.939 --> 02:47:43.220]  Now, continuing here.
[02:47:43.800 --> 02:47:50.564]  Ladies and gentlemen, they've made a big joke about caveman bone broth formula not tasting good.
[02:47:51.604 --> 02:47:54.726]  And they edited a video of where I was live on air talking about it.
[02:47:55.876 --> 02:48:05.989]  Months ago, where I said it tastes okay in just water, but that when you put it in a blender with a bunch of milk, that I thought it tasted like Ovaltine.
[02:48:06.510 --> 02:48:08.733]  And actually on the video, I go, wow, that tastes good.
[02:48:09.173 --> 02:48:10.815]  It just tastes passable without the milk.
[02:48:11.656 --> 02:48:16.520]  The next time I tested it with less milk and part water, it just tasted okay, but better than before.
[02:48:16.780 --> 02:48:22.605]  But it's not about how it tastes, and I never said it was, like, you know, better than mother's milk.
[02:48:22.825 --> 02:48:27.589]  I said, compared to other bone broth formulas, it tastes really, really good, but that isn't the issue.
[02:48:28.850 --> 02:48:33.915]  The issue is, it is from the biggest firm out there, who also produces their own bone broth,
[02:48:34.906 --> 02:48:45.858]  When they've explained to us that we are now the number one seller of bone broth formulas in the United States, which you Google bone broth being super popular, top health trend, but also the ancients knew about it.
[02:48:45.978 --> 02:48:48.581]  People know how great bone broth is.
[02:48:48.601 --> 02:48:55.269]  So I'm going to cut some ads where I just show the scientific studies, the reports, the health reports, the cleanse reports, all of it.
[02:48:56.724 --> 02:49:00.506]  The bones are full of minerals, full of the stem cells, full of the trace elements.
[02:49:00.786 --> 02:49:02.247]  And as I said, you can search engine that.
[02:49:02.567 --> 02:49:05.349]  Bone broth, one of the most healing diet staples.
[02:49:06.254 --> 02:49:06.634]  I don't think so.
[02:49:28.081 --> 02:49:32.345]  Then with turmeric, chaga, bee pollen, and so much more.
[02:49:32.926 --> 02:49:43.015]  So again, InfoWarsLife.com, InfoWarsStore.com, part of the 1776 special, where a lot of the items are 1776 now, in the month of August.
[02:49:43.075 --> 02:49:49.020]  We are running it with 30% off on strawberry flavor or chocolate flavor, naturally flavored.
[02:49:49.041 --> 02:49:50.522]  It's got a little bit of stevia in it.
[02:49:51.683 --> 02:49:52.223]  Caveman.
[02:49:53.524 --> 02:49:56.026]  Ultimate Bone Broth Paleo Formula.
[02:49:56.186 --> 02:49:58.667]  Infowarslife.com or 888-253-3139.
[02:49:58.727 --> 02:50:00.228]  It has 1,487 reviews, 4.7 stars.
[02:50:00.248 --> 02:50:02.730]  Get an additional 10% off when you sign up for AutoShip or call toll free.
[02:50:02.750 --> 02:50:02.790]  888-253-3139.
[02:50:02.810 --> 02:50:03.530]  Sign up for AutoShip that way.
[02:50:03.590 --> 02:50:04.711]  It's one click.
[02:50:04.891 --> 02:50:07.653]  Cancel any time.
[02:50:07.673 --> 02:50:08.573]  An additional 10% off.
[02:50:08.593 --> 02:50:08.813]  Get it.
[02:50:19.724 --> 02:50:23.547]  Discount it with our new True Whey from Grass-Fed Organic Cows.
[02:50:24.328 --> 02:50:25.228]  Super high quality.
[02:50:25.269 --> 02:50:26.970]  Again, from one of the top labs in the country.
[02:50:27.430 --> 02:50:28.291]  Super high quality.
[02:50:28.391 --> 02:50:32.855]  Way less than you'll find it at major stores for the exact same stuff that we're private labeling.
[02:50:33.135 --> 02:50:35.497]  So we just, we set out always to have the highest quality.
[02:50:35.797 --> 02:50:36.498]  Very affordable.
[02:50:36.978 --> 02:50:38.960]  That's what I, myself, and my children take.
[02:50:39.080 --> 02:50:39.460]  It's great.
[02:50:39.480 --> 02:50:41.682]  And you mix in the whey with the caveman.
[02:50:42.422 --> 02:50:46.146]  Chocolate particularly, and it's really, really good with milk as well, or some ice.
[02:50:46.727 --> 02:50:48.729]  And give it to your children, give it to yourself, it's amazing.
[02:50:48.989 --> 02:50:51.352]  Talk about a meal replacement though, it is super filling.
[02:50:51.732 --> 02:50:52.293]  The Caveman.
[02:50:52.633 --> 02:50:56.497]  Infowarslive.com or 888-253-3139.
[02:50:56.817 --> 02:50:59.740]  Thank you all for your support and shopping with the good guys.
[02:50:59.800 --> 02:51:02.143]  You make this maniac operation possible!
[02:51:06.929 --> 02:51:12.092]  Now, joining us is one of the most prolific and successful people, reaching tens of millions a week.
[02:51:12.692 --> 02:51:15.773]  Author, you name it, Mark Dice.
[02:51:15.953 --> 02:51:21.196]  And more and more, they're trying to censor him off YouTube, CNN's been trying to censor him, and it's just really coming to a head.
[02:51:21.236 --> 02:51:26.198]  And Twitter's admitting that they are about to massively increase the censorship.
[02:51:26.238 --> 02:51:27.539]  They say, quote, tenfold.
[02:51:27.559 --> 02:51:32.161]  I want to talk about this and just the general lay of the land with media critic Mark Dice.
[02:51:32.261 --> 02:51:33.302]  Mark, thanks for coming on with us.
[02:51:33.462 --> 02:51:34.722]  Always good to join you, Alex.
[02:51:34.922 --> 02:51:37.583]  Yeah, the war against independent media continues to ramp up.
[02:51:37.603 --> 02:51:43.645]  They just had the Sun Valley Conference, which is basically the Bilderberg Conference of tech in Sun Valley, Idaho.
[02:51:43.765 --> 02:51:53.587]  It's a sports town where every year the big tech moguls and media companies merge to have discussions about acquisitions, new forms of service, policies.
[02:51:54.108 --> 02:51:59.129]  And so that's, I think, why we're starting to see some of the new censorship rolling out is this is
[02:51:59.309 --> 02:52:03.031]  Coming out of the discussions that were held at Sun Valley.
[02:52:03.191 --> 02:52:11.897]  But all these people, when they have an annual meeting where they're going to get together and you kind of expect what their next move is going to be, that's where they're going to collaborate, kind of come to a consensus.
[02:52:12.517 --> 02:52:20.042]  Essentially, this is one of those big elite consensus building organizations like Build a Bird, like the Bohemian Grove, which also just happened.
[02:52:20.062 --> 02:52:22.323]  But this is specifically focused on tech.
[02:52:22.743 --> 02:52:28.690]  It's not overtly sinister, but this is where all of these big shots go, and all the infestors come.
[02:52:28.710 --> 02:52:36.199]  Sure, they couch it in stopping bullying, but then they have these groups that go around bullying, saying if you hurt their feelings, talking bad about Hillary, they ban you.
[02:52:37.638 --> 02:52:47.047]  Yeah, the double standard is incredible and that's part of the reason why my YouTube channel has taken off for the last year because they're sort of documenting the clear hypocrisy, the violations of terms of service.
[02:52:47.067 --> 02:52:47.688]  Yeah, talk about that.
[02:52:47.728 --> 02:52:53.954]  I mean, they'll have a Facebook with a half million people for a year saying kill Trump, but we just say we don't like Hillary and our thing gets suspended.
[02:52:54.014 --> 02:52:54.915]  I mean, it's crazy.
[02:52:55.095 --> 02:52:55.895]  They're taking down
[02:52:56.676 --> 02:53:05.081]  Conservative YouTube channels, thankfully you guys covered the story about CNN and YouTube just pulling my video, which was a very strange form of censorship.
[02:53:05.121 --> 02:53:06.242]  I hadn't seen this before.
[02:53:06.382 --> 02:53:08.883]  They locked my previous video on private.
[02:53:09.224 --> 02:53:10.184]  They didn't strike it.
[02:53:10.564 --> 02:53:13.286]  And they sent me an email that said it was misleading.
[02:53:13.326 --> 02:53:15.907]  You know, their tagline is, this is CNN.
[02:53:15.987 --> 02:53:18.029]  So I just, I titled the video, This is CNN.
[02:53:18.109 --> 02:53:19.189]  This is CNN.
[02:53:19.369 --> 02:53:21.010]  I showed people what CNN was.
[02:53:21.431 --> 02:53:25.153]  I just used a bunch of different clips of them and remixed them and it was transformative.
