[00:00:00.169 --> 00:00:02.772]  Nascent Iodine is essential.
[02:05:48.477 --> 02:05:49.417]  It's going to make us grow.
[02:05:49.437 --> 02:05:51.678]  And when we grow, you're going to grow.
[02:05:51.698 --> 02:05:53.239]  We're going to get more reports out there.
[02:05:53.539 --> 02:05:54.399]  More special reports.
[02:05:54.459 --> 02:05:55.800]  More live video.
[02:05:55.840 --> 02:05:56.540]  More focused.
[02:05:56.640 --> 02:05:57.340]  It's where it's all going.
[02:05:57.360 --> 02:05:57.781]  More praised.
[02:05:57.881 --> 02:06:01.462]  So we appreciate y'all and this ride that you're taking with us in this 30-hour broadcast.
[02:06:01.822 --> 02:06:03.243]  We now start our
[02:06:05.670 --> 02:06:09.936]  14 with Owen Schroyer, the Cuck Destroyer.
[02:06:10.236 --> 02:06:10.917]  Thanks for watching.
[02:06:19.580 --> 02:06:19.920]  Great!
[02:06:20.020 --> 02:06:21.001]  Hey, thank you so much.
[02:06:21.121 --> 02:06:25.504]  Listen, I have bought your products and I gotta say they're amazing.
[02:06:25.665 --> 02:06:27.226]  Anyone who's on the fence, buy it.
[02:06:27.346 --> 02:06:34.751]  Because I've got Caveman, Superman Vitality, Secret Swell, 5mm Fusion, I've got the Body Armor.
[02:06:34.771 --> 02:06:35.792]  Wow, thank you.
[02:06:35.812 --> 02:06:38.094]  You're the type of listener that makes it all possible.
[02:06:38.174 --> 02:06:39.735]  Which nutraceuticals do you like best?
[02:06:39.975 --> 02:06:43.296]  I really like the Vitamin Mineral Fusion, to be honest.
[02:06:43.456 --> 02:06:44.497]  That's really incredible.
[02:06:44.717 --> 02:06:47.758]  I drank it in the morning and I swear to you, I felt incredible.
[02:06:47.778 --> 02:06:49.038]  Like, I haven't felt this week.
[02:06:49.118 --> 02:06:50.719]  My morning was fantastic.
[02:06:50.799 --> 02:06:51.919]  And I love you guys.
[02:06:51.939 --> 02:06:53.480]  I love the Info Wars crew.
[02:06:54.180 --> 02:06:59.462]  And I just want to, yeah, I want to take this opportunity to tell anybody out there who's on the fence.
[02:06:59.922 --> 02:07:00.903]  Just buy it.
[02:07:01.063 --> 02:07:01.863]  You will love it.
[02:07:02.103 --> 02:07:02.563]  I'm telling you.
[02:07:02.583 --> 02:07:03.924]  I've never bought a bad product.
[02:07:04.224 --> 02:07:08.607]  What you find in our news is the same thing you find in our products at InfoWarsLife.com.
[02:07:08.647 --> 02:07:09.408]  It's a win-win.
[02:07:09.528 --> 02:07:10.609]  InfoWarsLife.com.
[02:07:14.031 --> 02:07:21.777]  InfoWars has partnered with Defender Body Armor to bring you a new state-of-the-art line of advanced, highly tested body armor from InfoWarsStore.com.
[02:07:22.017 --> 02:07:27.521]  Defender Body Armor is certified to protect against all handgun rounds and even armor-piercing FN 5.7 pistol rounds.
[02:07:28.882 --> 02:07:42.825]  The secret to Defender body armor is its proprietary processing technology that disperses more kinetic energy at a rate higher than any other traditional body armor, using one of the strongest synthetic materials ever created, called ultra-high molecular weight polyethylene.
[02:07:43.065 --> 02:07:45.946]  Defender armor is also super compact and lightweight.
[02:07:46.186 --> 02:07:51.947]  There's a reason the Department of Defense chose Defender to manufacture their new line of advanced lightweight armor.
[02:07:52.287 --> 02:07:52.768]  It works.
[02:07:53.048 --> 02:08:01.357]  Defender Body Armor is made right here in America and has received the highest level ballistic resistance certification from an authorized NIJ ballistic laboratory.
[02:08:01.497 --> 02:08:10.928]  Defender Body Armor is now available through InfoWarStore.com so you can defend yourself, your family, and finance the Info War against the globalists all at the same time.
[02:08:11.268 --> 02:08:11.769]  A total 360 win.
[02:08:14.127 --> 02:08:15.889]  You provided, Alex, with the caveman.
[02:08:15.969 --> 02:08:17.970]  Well, so we've been formulating this stuff for a while.
[02:08:18.030 --> 02:08:21.433]  We've been getting these different flavors and, you know, I don't know about this one.
[02:08:21.874 --> 02:08:24.856]  You know, and so I've been taking that stuff and I'm an old man.
[02:08:24.896 --> 02:08:25.477]  I'm 42.
[02:08:25.517 --> 02:08:28.399]  I work out five times a week, if not more.
[02:08:28.580 --> 02:08:30.041]  I hear you're okay in jujitsu.
[02:08:31.962 --> 02:08:33.083]  No, no, I'm not.
[02:08:33.143 --> 02:08:33.804]  I'm terrible.
[02:08:33.844 --> 02:08:34.384]  I'm terrible.
[02:08:34.485 --> 02:08:41.630]  But, the point is, is that I have a lot of aches and shoulders and, you know, this weird joint stuff that I've had issues with for years.
[02:08:42.231 --> 02:08:49.457]  And this bone broth, the Caveman Bone Broth, along with our joint formula, has just worked magic for me.
[02:08:49.477 --> 02:08:52.960]  And that's just, you know, that's just from my personal experience.
[02:08:54.341 --> 02:08:59.604]  I think they're great products, and I think if anybody else has those issues, that you should definitely, you owe it to yourself to check it out.
[02:08:59.624 --> 02:09:02.705]  If I'm wrong, then hey man, write me a mean letter.
[02:09:03.105 --> 02:09:04.386]  But let me tell you, they work for me.
[02:09:04.406 --> 02:09:05.967]  Yeah, they work for me too.
[02:09:06.047 --> 02:09:07.187]  Actually, we were talking about this earlier.
[02:09:07.207 --> 02:09:14.391]  Dude and I play basketball, and I'm just now, for the first time in my life, I'm 27 now, after I play basketball, my knees are barking.
[02:09:14.811 --> 02:09:16.752]  Yeah.
[02:09:16.952 --> 02:09:22.596]  But the bone broth and the joint formula, like you just said, you combine those two, I felt the difference immediately.
[02:09:22.656 --> 02:09:24.337]  I felt it immediately.
[02:09:24.357 --> 02:09:26.598]  Yeah, and it actually tastes good.
[02:09:26.678 --> 02:09:29.740]  Like, I'm really picky, and I will drink it.
[02:09:29.820 --> 02:09:30.900]  It tastes good to me.
[02:09:30.920 --> 02:09:34.962]  I love chocolate, so I really like the flavor of the Caveman.
[02:09:35.003 --> 02:09:37.044]  So, I mean, if the bone broth
[02:09:39.725 --> 02:09:40.826]  Bone broth.
[02:09:40.886 --> 02:09:46.011]  If the bone broth is really that gross, I mean, I would never have known because it tastes really good.
[02:09:46.031 --> 02:09:49.794]  And my favorite is the Super Female Vitality.
[02:09:49.834 --> 02:09:57.581]  So ladies, get yourselves some Super Female Vitality if you haven't already because it seriously, it just gets me going.
[02:09:57.641 --> 02:10:02.786]  I mean, I'll take a whole bunch of that stuff before I go out and do my... Maybe get it for your wife then, too, or girlfriend.
[02:10:03.547 --> 02:10:09.535]  I go and take a bunch of it before I go do Man on the Street, and I just start running, zipping around, running right into the action.
[02:10:09.555 --> 02:10:11.137]  No fear, nothing, so.
[02:10:11.800 --> 02:10:19.142]  Well, that's a big primary part about, you know, fighting the globalists is making sure that we stay healthy and stay clear eyed and stay honest and stay humble.
[02:10:19.702 --> 02:10:21.503]  I hope that we do that here at InfoWars.
[02:10:22.223 --> 02:10:32.766]  We got a lot going on and we're in the middle of the fight, so we really appreciate it when anybody supports us, either by purchasing our products or you can even go on to our store and donate.
[02:10:32.826 --> 02:10:34.086]  We're doing this by the skin of our teeth.
[02:10:34.126 --> 02:10:40.228]  I know it looks like we're in a billion dollar studio, but Alex has never taken one cent of
[02:10:41.348 --> 02:10:42.228]  I don't think so.
[02:11:06.500 --> 02:11:13.383]  Even when we make mistakes, and even when we're not right, and even when we might go a little bit crazy, you guys stick with us, and I appreciate that.
[02:11:15.424 --> 02:11:20.747]  The reason InfoWars Live has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[02:11:20.907 --> 02:11:27.110]  I take this, my family takes this, and then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[02:11:27.170 --> 02:11:31.612]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[02:11:31.752 --> 02:11:36.313]  If I ever forget to take them, I have a noticeable difference.
[02:11:36.393 --> 02:11:37.473]  I don't feel good.
[02:11:37.533 --> 02:11:41.034]  The nascent iodine is one of the ones that was life-changing for me.
[02:11:41.274 --> 02:11:43.935]  Yeah, I actually have just run out of my Super Female.
[02:11:43.975 --> 02:11:49.297]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[02:11:49.777 --> 02:11:52.157]  Very exciting, feeling great, looking good.
[02:11:52.737 --> 02:11:56.158]  And I know my hair is luxurious once again.
[02:11:56.258 --> 02:11:58.459]  So, obviously, the Super Female is amazing.
[02:11:58.499 --> 02:11:58.859]  I love it.
[02:11:59.019 --> 02:12:01.622]  Nascent Iodine is essential.
[02:12:01.822 --> 02:12:02.803]  Survival Shield X2.
[02:12:02.843 --> 02:12:08.489]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[02:12:08.669 --> 02:12:10.411]  It's got a five-star rating.
[02:12:10.671 --> 02:12:11.432]  It's a win-win.
[02:12:11.913 --> 02:12:12.673]  Infowarslife.com.
[02:12:14.625 --> 02:12:21.730]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[02:12:22.111 --> 02:12:35.320]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[02:12:36.241 --> 02:12:47.487]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[02:12:48.147 --> 02:12:54.110]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[02:12:54.870 --> 02:13:03.259]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[02:13:03.900 --> 02:13:12.089]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[02:13:24.656 --> 02:13:25.617]  You want answers?
[02:13:26.217 --> 02:13:27.218]  Well, so does he.
[02:13:27.538 --> 02:13:33.864]  Live from the Infowars.com studios, it's Alex Jones.
[02:14:00.500 --> 02:14:00.621]  You
[02:14:05.267 --> 02:14:11.709]  This is the Defense of Liberty 30-hour special, and we are up here with the Graveyard staff.
[02:14:11.789 --> 02:14:12.929]  I'll be hosting with you.
[02:14:13.610 --> 02:14:15.710]  We're gonna try to press through till 7 a.m.
[02:14:16.150 --> 02:14:21.692]  Just like Rob Dew tagged me into the ring, he'll come back and tag me out.
[02:14:22.072 --> 02:14:25.233]  If we can make it that long, if the calls sustain, that's our plan.
[02:14:25.253 --> 02:14:30.455]  We've got Marcos up here, Harrison and Wes, everybody taking care of business.
[02:14:31.135 --> 02:14:32.196]  Well, this is the... And Dan.
[02:14:32.216 --> 02:14:32.797]  Sorry.
[02:14:33.097 --> 02:14:33.797]  Gotta say Dan's name.
[02:14:34.118 --> 02:14:35.339]  Dan's up here as well, too.
[02:14:35.819 --> 02:14:36.620]  The newest member.
[02:14:36.660 --> 02:14:39.422]  This is Dan's... Is this Harrison's first rodeo, too?
[02:14:39.522 --> 02:14:40.603]  With the late night special?
[02:14:41.104 --> 02:14:42.245]  First all-nighter.
[02:14:42.705 --> 02:14:43.546]  First all-nighter.
[02:14:43.586 --> 02:14:44.807]  Marcos, are you live with us?
[02:14:45.508 --> 02:14:45.808]  I am.
[02:14:45.868 --> 02:14:46.809]  I'm live on the air with you.
[02:14:46.849 --> 02:14:48.650]  Keep your mic open all night long.
[02:14:48.730 --> 02:14:49.972]  All night, Owen Schroyer.
[02:14:50.152 --> 02:14:50.932]  So here's the deal.
[02:14:50.992 --> 02:14:52.434]  It's the Defense of Liberty special.
[02:14:52.514 --> 02:14:53.314]  You know what's up.
[02:14:53.395 --> 02:14:54.736]  We're under serious attack.
[02:14:54.776 --> 02:14:56.717]  We want to expand in the face of the globalists.
[02:14:57.538 --> 02:15:04.590]  And you know, when I first started listening to Alex Jones, every day he came on with the
[02:15:06.064 --> 02:15:06.885]  Empire March.
[02:15:06.925 --> 02:15:08.346]  I believe there's the March of the Empire.
[02:15:08.406 --> 02:15:10.788]  I forget I forget the name of that song from Star Wars.
[02:15:11.629 --> 02:15:27.022]  I think it's time to come back because we have struck fear into the face of the mainstream media and that is Alex's ultimate goal is to just be able to just beat them at every turn at every corner until their voices are silent.
[02:15:27.783 --> 02:15:29.304]  But for my portion of the 30 hours
[02:15:30.925 --> 02:15:33.167]  Defense of Liberty broadcast special.
[02:15:33.307 --> 02:15:37.070]  I wanted to start with this story that's not seeming to get too much hype.
[02:15:37.871 --> 02:15:42.754]  A brother-in-arms in the fight for free speech and fight for liberty, Michael Savage.
[02:15:43.335 --> 02:15:44.796]  This is a story from World Net Daily.
[02:15:44.916 --> 02:15:48.439]  Eight years later, number one author, radio host, still banned in Britain.
