[00:00:00.109 --> 00:00:01.857]  Please, spread the word.
[02:01:49.429 --> 02:01:49.669]  Yeah?
[02:01:49.889 --> 02:01:50.089]  Yeah.
[02:01:50.709 --> 02:01:52.589]  How many people are you going to kill to replace it with communism?
[02:01:54.010 --> 02:01:55.410]  By any means necessary.
[02:01:55.430 --> 02:01:56.430]  By any means necessary.
[02:01:56.450 --> 02:01:57.271]  Whatever's necessary.
[02:01:57.971 --> 02:01:58.671]  That's the other group.
[02:01:58.891 --> 02:02:00.051]  By well-meaning, I think they're good.
[02:02:00.712 --> 02:02:01.132]  Like Hitler.
[02:02:01.152 --> 02:02:01.772]  We're the Red Guard.
[02:02:02.652 --> 02:02:03.512]  We're the Red Guard.
[02:02:03.852 --> 02:02:06.213]  Oh yeah, we're also replacing the First Amendment.
[02:02:07.670 --> 02:02:08.271]  No more hate speech.
[02:02:08.471 --> 02:02:09.132]  No First Amendment.
[02:02:09.172 --> 02:02:09.912]  No more hate speech.
[02:02:10.012 --> 02:02:11.113]  Now that's an evil person.
[02:02:11.133 --> 02:02:14.016]  Here's one of the useful idiots that comes over.
[02:02:14.316 --> 02:02:15.237]  Just look at these people.
[02:02:15.277 --> 02:02:17.279]  They look like lobotomized smurfs.
[02:02:18.279 --> 02:02:21.422]  The blue cap, you might want to check that out.
[02:02:21.462 --> 02:02:23.324]  Like I was telling you, these are fascist Nazis.
[02:02:24.084 --> 02:02:26.627]  The term snowflake comes from Nazi Germany.
[02:02:26.667 --> 02:02:27.768]  No it doesn't, dumbass!
[02:02:29.078 --> 02:02:31.999]  You can't attach all language to something evil, you claim.
[02:02:32.059 --> 02:02:34.360]  Look at these punks.
[02:02:34.700 --> 02:02:38.221]  By the way, I'm not trying to be mean to these people.
[02:02:38.481 --> 02:02:40.362]  Look, they all look like something's wrong with them.
[02:02:41.622 --> 02:02:43.563]  I guarantee you these kids never got loved by their mother.
[02:02:44.123 --> 02:02:45.223]  These were crib babies.
[02:02:45.243 --> 02:02:45.824]  God, look at them.
[02:02:45.844 --> 02:02:46.344]  The Daily Stormer, man.
[02:02:46.404 --> 02:02:47.164]  The Daily Stormer, man.
[02:02:47.544 --> 02:02:51.646]  The guy wearing that hat's probably Southern Poverty Law Center.
[02:02:57.901 --> 02:03:00.002]  Why are you more concerned with that than Nazis?
[02:03:00.062 --> 02:03:01.923]  Why are you more concerned with that?
[02:03:02.483 --> 02:03:03.524]  We went to war!
[02:03:03.544 --> 02:03:04.124]  We went to war!
[02:03:04.144 --> 02:03:07.766]  Thousands of Americans, thousands of Americans died to defeat the Nazis.
[02:03:07.786 --> 02:03:08.846]  Defeat the Nazis?
[02:03:09.687 --> 02:03:14.169]  And so, obviously the communist regime of Russia did have a part in taking down the Nazis.
[02:03:14.189 --> 02:03:14.869]  This is a well-meaning guy.
[02:03:14.889 --> 02:03:15.309]  Enough of him.
[02:03:15.369 --> 02:03:16.510]  Let's go out to break.
[02:03:16.570 --> 02:03:17.410]  It's five minutes long.
[02:03:17.450 --> 02:03:18.651]  It's up on Infowars.com.
[02:03:18.671 --> 02:03:19.191]  We just posted it.
[02:03:19.211 --> 02:03:19.731]  I'm gonna tweet it out.
[02:03:20.012 --> 02:03:22.413]  Here's a teacher in New Orleans just running up saying, I need to die.
[02:03:22.613 --> 02:03:24.474]  We'll go out to break with this and come back with Matt Bracken's take.
[02:03:24.514 --> 02:03:24.794]  Here it is.
[02:03:27.059 --> 02:03:30.600]  You're saying someone that gets up there and speaks, you want to kill them?
[02:03:31.140 --> 02:03:32.060]  Is that what you're saying?
[02:03:32.140 --> 02:03:33.820]  No, no, no, no, no.
[02:03:33.840 --> 02:03:35.301]  No, you authoritarian bastard.
[02:03:35.321 --> 02:03:36.481]  Stay right here.
[02:03:36.521 --> 02:03:42.102]  If I have nowhere to vent what I have to say, let me do it here because it doesn't matter.
[02:03:42.482 --> 02:03:43.923]  Alex Jones needs to be killed.
[02:03:44.063 --> 02:03:44.783]  Is that what you're saying?
[02:03:44.823 --> 02:03:45.143]  Yeah, I am.
[02:03:45.743 --> 02:03:47.803]  So please, what do you got against free speech?
[02:03:48.443 --> 02:03:50.004]  What do you got against free speech, Lee?
[02:03:50.564 --> 02:03:53.364]  I want to listen to the people on the other side.
[02:03:53.404 --> 02:03:55.505]  Now, this is totally different than what you think.
[02:03:56.394 --> 02:03:56.794]  Okay?
[02:03:57.355 --> 02:03:57.835]  Okay?
[02:03:59.796 --> 02:04:03.898]  I want Alex Jones to be taken out for brainwashing.
[02:04:03.938 --> 02:04:04.518]  Not free speech.
[02:04:04.538 --> 02:04:05.379]  I believe in free speech.
[02:04:05.479 --> 02:04:06.619]  You know what we were just doing?
[02:04:06.659 --> 02:04:07.760]  We were speaking freely in the public.
[02:04:07.820 --> 02:04:18.485]  And right now- Did you just say you want to stop someone who has a news program that millions of people listen to, and you want to go ahead and eliminate his brain?
[02:04:18.545 --> 02:04:19.426]  You want to- Stay there.
[02:04:19.466 --> 02:04:21.227]  She goes back and keeps saying she wants me dead.
[02:04:21.347 --> 02:04:22.207]  Hey ladies!
[02:04:22.287 --> 02:04:22.467]  Pause.
[02:04:22.507 --> 02:04:23.708]  We're going to play more of it later.
[02:04:23.728 --> 02:04:24.769]  It's up on InfoWars.com.
[02:04:25.751 --> 02:04:28.493]  Hey, you gotta line up, sweetheart, you wanna kill me.
[02:04:28.533 --> 02:04:31.495]  And by the way, I get killed, I don't want it to happen, because I got children.
[02:04:32.816 --> 02:04:33.776]  I win, either way.
[02:04:33.796 --> 02:04:34.897]  See, I chose this.
[02:04:35.117 --> 02:04:37.919]  They always threaten me and do stuff like, you know, we'll kill you.
[02:04:38.179 --> 02:04:38.560]  Oh, really?
[02:04:38.600 --> 02:04:39.860]  I didn't know that when I got into this.
[02:04:40.461 --> 02:04:41.442]  I'd brainwash anybody.
[02:04:41.682 --> 02:04:45.204]  I'm telling the truth historically, and I don't like you bullies, and I'm taking you on, and guess what?
[02:04:45.244 --> 02:04:45.945]  We're gonna beat you.
[02:04:46.465 --> 02:04:48.806]  Long run, you're not stopping our species.
[02:04:49.687 --> 02:04:51.108]  And you're gonna be defeated.
[02:04:51.128 --> 02:04:52.569]  I don't need to kill you, lady.
[02:04:52.889 --> 02:04:54.170]  You look like a zombie.
[02:04:54.190 --> 02:04:55.331]  You can barely talk.
[02:04:56.432 --> 02:04:59.754]  So, of course, a weak person like you runs their mouth about killing people.
[02:05:03.397 --> 02:05:05.558]  This is one of the biggest secrets out there.
[02:05:05.958 --> 02:05:17.967]  The missing link of why our ancestors, whether you were in Africa or ancient Albion, which is England today, why our ancestors were so much stronger.
[02:05:17.987 --> 02:05:23.131]  I mean, there are huge archaeological reports, all sorts of anthropology studies.
[02:05:23.151 --> 02:05:24.312]  You can look them up for yourself.
[02:05:24.972 --> 02:05:34.695]  That show that humans, just an average farmer of 10,000 years ago in England, was stronger than Olympic athletes today.
[02:05:34.815 --> 02:05:40.977]  In the final equation, everyone knows our modern society has lost its vitality.
[02:05:41.858 --> 02:05:43.698]  The sperm counts are down like 90%.
[02:05:44.699 --> 02:05:45.939]  People are falling apart.
[02:05:45.979 --> 02:05:46.959]  They're totally depressed.
[02:05:46.979 --> 02:05:47.520]  They're unhappy.
[02:05:48.120 --> 02:05:49.080]  What is going on?
[02:05:50.341 --> 02:05:54.222]  Every ancient culture was obsessed
[02:05:55.441 --> 02:05:58.022]  With what I'm about to reveal to you.
[02:05:58.403 --> 02:06:00.103]  Today, we call it bone broth.
[02:06:00.304 --> 02:06:07.327]  And for thousands of years, our ancestors enjoyed its benefits before it became a loss to our modern diets of processed junk.
[02:06:07.547 --> 02:06:15.872]  That's why I'm so excited to announce the product that is undoubtedly the jewel in the crown of InfoWarsLife products.
[02:06:17.290 --> 02:06:23.775]  Caveman, we lost our vitality because we just ignored the ancient traditions.
[02:06:24.156 --> 02:06:27.578]  Everyone knew that you used all the parts of the animal.
[02:06:27.638 --> 02:06:30.761]  You used the skin to cover yourself for shelter.
[02:06:31.362 --> 02:06:36.446]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength.
[02:06:36.966 --> 02:06:40.108]  We are now introducing Caveman by Infowarslife.com.
[02:06:40.408 --> 02:06:50.833]  The ultimate in true paleo nutrition with bone broth, turmeric roots, chaga mushroom, and seven total primal superfoods in a single great tasting formula.
[02:06:50.953 --> 02:06:52.394]  The bone is so amazing.
[02:06:52.814 --> 02:06:58.417]  From the outside structure full of minerals and kecofactors to the marrow that produces the blood for the body.
[02:06:59.537 --> 02:07:02.458]  This is the engine of the life essence.
[02:07:02.999 --> 02:07:08.421]  I've made a lot of important points here, but this is the one you need to research for yourself because it's so key.
[02:07:08.701 --> 02:07:18.186]  High quality bone broth helps support healthy muscles and connective tissue, while the active compounds in turmeric do battle on the cellular level and help fight free radicals.
[02:07:18.446 --> 02:07:23.028]  And collagen is essential to aid healthy tendons, ligaments, and muscle tissue.
[02:07:23.248 --> 02:07:25.048]  This is a absolute win-win.
[02:07:25.108 --> 02:07:27.869]  You get an amazing product produced right here in America.
[02:07:28.149 --> 02:07:34.291]  You support InfoWars and all we're doing to promote freedom and the restoration of our Republic and promotion of freedom worldwide.
[02:07:35.571 --> 02:07:44.273]  The journey towards better health and giving our bodies these amazing compounds that God created starts at InfoWarsLife.com.
[02:07:44.473 --> 02:07:48.874]  Three years in the making, incredible research, and the very best ingredients.
[02:07:49.394 --> 02:07:51.975]  I'm Alex Jones, and I may not be a caveman,
[02:07:52.708 --> 02:07:55.989]  But compared to these trendies out there in the street, I'm as close as it gets.
[02:07:56.389 --> 02:07:59.811]  Join me at InfoWarsLife.com and get your caveman formula today.
[02:08:14.821 --> 02:08:16.603]  He never gives up.
[02:08:17.083 --> 02:08:18.925]  He's Alex Jones.
[02:08:19.086 --> 02:08:21.628]  Broadcasting from deep in the heart of Texas.
[02:08:22.229 --> 02:08:22.769]  Worldwide.
[02:08:29.763 --> 02:08:39.575]  You got C-SPAN up on screen for TV viewers.
[02:08:39.655 --> 02:08:43.119]  They have a vote on exemption for Congress from health care bill.
[02:08:43.139 --> 02:08:45.943]  They're having a vote on that so that Congress can't be exempt from it.
[02:08:48.137 --> 02:08:51.600]  They're trying to pass the Obamacare repeal today in the House.
[02:08:51.620 --> 02:08:52.381]  We'll be following that.
[02:08:52.401 --> 02:08:54.363]  I want to go to your phone calls very, very soon.
[02:08:54.403 --> 02:08:56.184]  Matt Bracken is our guest.
[02:08:56.645 --> 02:09:02.150]  EnemiesFartherThanDomestic.com, best-selling author, former Navy SEAL, anti-terrorism expert, really smart guy.
[02:09:02.170 --> 02:09:06.133]  And he's been on hold the last 10 minutes while I played some clips of communists in Austin.
[02:09:07.630 --> 02:09:09.212]  Basically saying they want to kill people.
[02:09:09.232 --> 02:09:12.195]  They need to kill people to bring in their utopia.
[02:09:12.796 --> 02:09:24.888]  And then a teacher in New Orleans just a few days ago with a fellow we've had on as a guest who goes around with a bicycle that he powers by pedaling with a big Jumbotron TV putting out patriotic messages.
[02:09:26.435 --> 02:09:28.676]  And people didn't just donate so he can go around town doing that.
[02:09:29.317 --> 02:09:30.398]  Hasn't done that in like six, seven years.
[02:09:30.438 --> 02:09:30.878]  Great guy.
[02:09:31.539 --> 02:09:32.560]  So he told us this happened.
[02:09:32.580 --> 02:09:33.380]  I went and watched the footage.
[02:09:33.400 --> 02:09:35.362]  He's saying, no, I need to be killed for brainwashing.
[02:09:35.702 --> 02:09:37.864]  She's for free speech, but I'm brainwashing.
[02:09:38.284 --> 02:09:44.870]  When I show you USA Today last week saying, women, wear hijabs to stand up to Trump for feminism.
[02:09:45.791 --> 02:09:49.374]  When they cut your genitals off, put hoods over your heads and you're slaves, you can't drive a car.
[02:09:50.194 --> 02:09:52.897]  And a man can rape you and then you get executed for adultery.
[02:09:53.800 --> 02:09:54.780]  That's not brainwashing!
[02:09:54.860 --> 02:09:56.521]  I'm calling your brainwashing!
[02:09:57.741 --> 02:10:00.182]  Matt Bracken, watching and listening to those clips, what do you make of that?
[02:10:01.522 --> 02:10:07.603]  Well, the people that get in the faces of people at these rallies, they're the useful idiots.
