[00:00:05.572 --> 00:00:17.396]  He never gives up.
[02:29:31.843 --> 02:29:34.424]  Please work with Dr. Corsi, or if you write an article, I want to put this out.
[02:29:34.444 --> 02:29:35.324]  This is big news.
[02:29:35.804 --> 02:29:36.764]  It solves a lot of mysteries.
[02:29:36.784 --> 02:29:39.665]  You've got the exclusive documents of what's happening inside the White House.
[02:29:39.685 --> 02:29:40.365]  That is so big.
[02:29:40.405 --> 02:29:41.105]  Thank you, Roger Stone.
[02:29:41.125 --> 02:29:41.825]  We'll talk to you soon.
[02:29:42.505 --> 02:29:43.065]  Great to be here.
[02:29:43.085 --> 02:29:43.725]  Many thanks, Alex.
[02:29:43.745 --> 02:29:44.465]  You bet, my friend.
[02:29:44.585 --> 02:29:51.947]  All right, ladies and gentlemen, we'll be back with Leanne McAdoo, the whole transhumanist movement, telling you what your future is going to be, as if you don't have free will and a lot more.
[02:29:52.047 --> 02:29:52.867]  We're on the march.
[02:29:53.347 --> 02:29:54.927]  The empire's on the run.
[02:29:55.847 --> 02:29:58.528]  Alex Jones and the GCN Radio Network.
[02:30:03.325 --> 02:30:05.987]  We've taken Brain Force and made it Brain Force Plus.
[02:30:06.187 --> 02:30:09.949]  Now at 20% more in the bottle and an even more hardcore formula.
[02:30:10.050 --> 02:30:12.431]  You owe it to yourself to get these products.
[02:30:12.471 --> 02:30:14.933]  They really have worked for myself, my family.
[02:30:14.973 --> 02:30:17.094]  They have five-star reviews by the thousands.
[02:30:17.174 --> 02:30:18.275]  Infowarslife.com.
[02:30:18.395 --> 02:30:24.219]  In ancient times, man roamed the earth in a constant state of hunting or being hunted.
[02:30:24.379 --> 02:30:29.543]  Introducing Caveman, where cutting-edge science meets ancient super nutrients.
[02:30:29.783 --> 02:30:33.205]  Secure your bottle right now at Infowarsstore.com.
[02:30:33.345 --> 02:30:39.668]  The anthropogenic globalists have won the French presidential election, with Macron becoming the youngest French president ever.
[02:30:39.688 --> 02:30:43.569]  Macron won in a landslide, thanks to many simply voting against Le Pen.
[02:30:43.729 --> 02:30:46.370]  Macron was elected despite mere hours before the election.
[02:30:46.570 --> 02:30:53.313]  Leaked documents revealed Macron would cater to Islam, Antifa, the EU, as well as his own personal offshore bank accounts.
[02:30:53.493 --> 02:30:55.554]  There will be no investigating into the U.S.
[02:30:55.614 --> 02:31:00.256]  meddling in the French election, despite Barack Obama and seemingly every major U.S.
[02:31:00.316 --> 02:31:04.678]  news network endorsing Macron and labeling Le Pen racist and extremist.
[02:31:04.818 --> 02:31:11.902]  The fake corporate news continues to push Le Pen as racist, as Bernie Sanders has chimed in saying France rejected racism and xenophobia.
[02:31:11.982 --> 02:31:16.424]  But the cruelest irony of all this is the victory cries of Vive la France.
[02:31:16.704 --> 02:31:20.809]  Even though it is not refuted that Le Pen was the nationalist candidate.
[02:31:20.869 --> 02:31:22.271]  They cheer hooray for France.
[02:31:22.511 --> 02:31:23.392]  Long live France!
[02:31:23.652 --> 02:31:30.080]  As this election will likely mark the end of France and it is a victory for the globalist European Union, not France.
[02:31:30.240 --> 02:31:32.723]  For InfoWars.com, this is Owen Schroer.
[02:31:33.604 --> 02:31:37.807]  Men, give your body the support it needs with InfoWars Life Prostagard.
[02:31:38.328 --> 02:31:42.211]  It's time to start assisting the body in regulating proper prostate balance.
[02:31:42.771 --> 02:31:53.380]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[02:31:53.980 --> 02:32:01.746]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[02:32:01.946 --> 02:32:10.952]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[02:32:11.312 --> 02:32:21.580]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[02:32:22.080 --> 02:32:25.182]  Now's the time to start naturally supporting your body.
[02:32:25.502 --> 02:32:29.724]  Get Prostagard on your side today, exclusively at Infowarslife.com.
[02:32:30.125 --> 02:32:31.245]  That's Infowarslife.com.
[02:32:33.669 --> 02:32:38.533]  DNA Force is finally back in stock at Infowarsstore.com.
[02:32:39.253 --> 02:32:43.997]  DNA Force protects your body from the toxic environment that surrounds us all.
[02:32:44.137 --> 02:32:48.600]  The powerful ingredients include Bio-PQQ and Coenzyme Q10.
[02:32:48.820 --> 02:32:51.302]  Protect yourself against dangerous free radicals.
[02:32:51.502 --> 02:32:53.324]  Optimize cellular energy.
[02:32:54.064 --> 02:32:54.985]  It's DNA Force.
[02:32:55.025 --> 02:32:56.906]  It's available for a limited time only.
[02:32:57.667 --> 02:33:01.090]  Get yours today, right now, at Infowarsstore.com.
[02:33:14.400 --> 02:33:19.522]  He aligns himself with the truth, and it's time for you to choose a side.
[02:33:20.042 --> 02:33:24.724]  You're listening to Alex Jones.
[02:33:25.084 --> 02:33:30.085]  The whole transhumanist movement, the whole gender-neutral movement is about saying you can't be man, can't be woman.
[02:33:30.125 --> 02:33:36.268]  That's the old-fashioned bad thing that hurts everybody's feelings on the cover of Newsweek, Time Magazine, National Geographic.
[02:33:36.688 --> 02:33:40.189]  There just can't be anybody that's, quote, normal, because normal's hateful.
[02:33:41.365 --> 02:33:44.107]  So we've gone from being tolerant to, you're not going to be tolerated.
[02:33:44.688 --> 02:33:47.110]  And then, oh, we're merging with a machine, body augmentation.
[02:33:47.130 --> 02:33:49.551]  The CIA and others have met the plan to push this.
[02:33:49.611 --> 02:33:51.713]  Leanne McAdoo is here to discuss this with us.
[02:33:52.394 --> 02:33:54.035]  And of course, you wanted to come on today about this.
[02:33:54.055 --> 02:34:00.040]  I separately saw Mark Dice's video on InfoWars.com where he was showing the MTV Gender Neutral Awards.
[02:34:00.060 --> 02:34:01.501]  They don't call you male or female now.
[02:34:01.961 --> 02:34:03.682]  Like best actress or best actor.
[02:34:04.163 --> 02:34:05.884]  Target's getting rid of areas for boys and girls.
[02:34:05.904 --> 02:34:06.485]  It's one area.
[02:34:06.845 --> 02:34:08.846]  I mean, this is massive engineering.
[02:34:09.187 --> 02:34:09.447]  Oh, yes.
[02:34:09.727 --> 02:34:12.793]  So we'll talk to Leanne McAdoo about that here in just a moment.
[02:34:14.198 --> 02:34:15.658]  We don't have George Soros funding.
[02:34:15.678 --> 02:34:17.959]  We don't get government stimulus money like MSNBC.
[02:34:18.899 --> 02:34:20.480]  We don't get funded by the multinationals.
[02:34:20.500 --> 02:34:23.901]  We get funded by you buying great products at InfoWarsTore.com.
[02:34:24.461 --> 02:34:35.064]  The best water filtration systems, gravity-fed, wide selections, the great Patriot apparel to then be able to meet like-minded people and also promote freedom out there when you're out and about the town.
[02:34:35.624 --> 02:34:38.525]  Great supplements that the enemy demonizes all over the news.
[02:34:39.145 --> 02:34:41.246]  Oh my gosh, Alex Jones sells snake oil!
[02:34:42.179 --> 02:34:48.562]  Then they cut to commercial and it's a serotonin reuptake inhibitor Prozac ad that literally gives you brain embolisms and death.
[02:34:48.942 --> 02:34:50.023]  You know, all the rest is garbage.
[02:34:50.543 --> 02:34:52.384]  As if BioPQQ's quack.
[02:34:52.764 --> 02:34:56.666]  That's a hundred plus studies behind BioPQQ, one of the ingredients in DNA Force.
[02:34:57.086 --> 02:34:58.067]  By the way, it's about to sell out.
[02:34:59.327 --> 02:34:59.988]  DNA Force.
[02:35:00.068 --> 02:35:05.630]  I mean, BioPQQ's been proven for nerve growth refactor, detoxifying the mitochondria in your cells.
[02:35:06.051 --> 02:35:07.531]  This is a drug in Japan.
[02:35:07.571 --> 02:35:08.912]  We have to buy it from the Japanese.
[02:35:09.392 --> 02:35:10.593]  That's just one of the ingredients in it.
[02:35:11.997 --> 02:35:13.138]  X2, the good halogen.
[02:35:13.178 --> 02:35:14.518]  Look what it's done for so many people.
[02:35:14.898 --> 02:35:16.619]  Super male vitality, super female vitality.
[02:35:16.659 --> 02:35:17.980]  Read the rave reviews, folks.
[02:35:18.740 --> 02:35:19.561]  This is snake oil.
[02:35:19.901 --> 02:35:23.262]  Think about coming out with a multivitamin called snake bite or snake oil or something.
[02:35:23.322 --> 02:35:23.662]  Snake oil.
[02:35:23.682 --> 02:35:25.283]  Because it's got everything in it, you know.
[02:35:25.843 --> 02:35:27.824]  In the old days, heroin was what the snake oil was.
[02:35:27.904 --> 02:35:28.204]  Exactly.
[02:35:28.225 --> 02:35:30.546]  You drank heroin and didn't have any more pain.
[02:35:30.666 --> 02:35:31.786]  Or a cocaine derivative.
[02:35:32.086 --> 02:35:33.627]  Or cocaine or heroin, yeah, would be in it.
[02:35:33.647 --> 02:35:34.788]  No, that's not what we're selling here.
[02:35:35.108 --> 02:35:36.508]  So that's the old, this is just known herbs.
[02:35:36.528 --> 02:35:37.729]  That's a big pharma selling.
[02:35:38.129 --> 02:35:39.910]  Let me just ask you, Lan, what does super female do for you?
[02:35:40.970 --> 02:35:44.334]  Turned me into a goddess like overnight.
[02:35:44.975 --> 02:35:53.366]  Yeah, it really it took a few days for it to kind of really Acclimate in my body and my cells, but yes, I just was like walking down the grocery store aisle like
[02:35:55.769 --> 02:35:57.790]  And by the way, I didn't ever ask you to say that.
[02:35:57.810 --> 02:35:59.090]  You're like, man, this stuff really works.
[02:35:59.430 --> 02:36:00.171]  It really does.
[02:36:00.771 --> 02:36:01.611]  It's concentrated.
[02:36:01.631 --> 02:36:04.012]  It's known herbs concentrated like an oil form.
[02:36:04.752 --> 02:36:06.233]  It's available at InfoWorksStore.com.
[02:36:06.253 --> 02:36:07.513]  That's how we fund this operation.
[02:36:07.993 --> 02:36:09.474]  We have the fluoride-free toothpaste.
[02:36:09.514 --> 02:36:11.715]  It's back in super blue with the colloidal silver.
[02:36:11.735 --> 02:36:13.255]  It's what turns a grayish blue.
[02:36:13.835 --> 02:36:16.256]  Real iodine's blue, not red, folks.
[02:36:17.077 --> 02:36:18.717]  And then, of course, it's a blue-purple crystal.
[02:36:18.997 --> 02:36:20.258]  Then, of course, it has the colloidal silver in it.
[02:36:20.298 --> 02:36:23.179]  That is back 33% off and so much more.
[02:36:24.059 --> 02:36:29.200]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[02:36:29.500 --> 02:36:33.461]  Now, Leon McAdoo is here.
[02:36:33.681 --> 02:36:40.002]  Earlier in the broadcast, I began to get into this, but I want to talk about transhumanism, where they're saying, oh, your future is this.
[02:36:40.202 --> 02:36:42.323]  Oh, evolution, you're going to evolve.
[02:36:42.383 --> 02:36:45.703]  But it's the big corporations that are deciding how we're going to evolve.
[02:36:45.723 --> 02:36:48.464]  We see that famous photo of Zuckerberg with all of his minions.
[02:36:49.284 --> 02:36:55.209]  Virtual reality goggles on, sitting like, you know, hunchbacks while he walks bipedally in the real universe.
[02:36:55.550 --> 02:36:57.992]  They're living in his world that he programmed.
[02:36:58.052 --> 02:36:59.233]  That's the holy grail.
[02:36:59.673 --> 02:37:02.216]  What humans will look like in a thousand years we're reviewing.
[02:37:03.686 --> 02:37:14.730]  This piece put out by Inside Tech, put out by Tech Insider, and again it's like it's all fun, it's all great, you'll be put in a big mainframe, it will control you, it will know your future.
[02:37:14.750 --> 02:37:16.651]  This sounds like being in hell, doesn't it?
[02:37:16.891 --> 02:37:24.334]  Well Alex, there's a story out, I think it's on Bloomberg, but it's definitely up on the Drudge Report, where they're already saying, what's the world going to look like without jobs?
[02:37:24.674 --> 02:37:32.297]  Because we know this is going to happen very quickly, there's the automated takeover, we will have hundreds of millions of people out of work.
[02:37:32.757 --> 02:37:34.178]  And so they're saying... Just in phase one.
[02:37:34.378 --> 02:37:34.618]  Right.
[02:37:34.838 --> 02:37:36.259]  So they're saying, well, what's that going to look like?
[02:37:36.319 --> 02:37:39.400]  Well, most people are going to be involved in virtual reality.
[02:37:39.480 --> 02:37:41.221]  Most people are going to play video games all day.
