[00:00:02.498 --> 00:00:03.199]  Is the U.S.
[02:14:45.342 --> 02:14:48.583]  And if you're divided, speaking to the Oxford faculty is something that presidents do.
[02:14:48.583 --> 02:14:50.343]  It's a big honor, big deal.
[02:14:50.343 --> 02:14:59.386]  But I said, really, this offer is for you to then go into the caves underneath and be in the first level satanic sex orgy ritual.
[02:14:59.386 --> 02:15:01.266]  And, you know, we think you got what it takes.
[02:15:01.266 --> 02:15:02.387]  We think you're hardcore enough.
[02:15:02.387 --> 02:15:03.947]  You're going to find out what's really going on.
[02:15:03.947 --> 02:15:06.228]  And, you know, you got to be willing to do this.
[02:15:06.228 --> 02:15:11.529]  And I told this high level Hollywood person, household name, not Charlie Sheen, folks, it's a director.
[02:15:11.529 --> 02:15:13.149]  I said, not going to do it.
[02:15:13.149 --> 02:15:13.790]  Thanks a lot.
[02:15:13.790 --> 02:15:14.650]  They said, it's a big honor.
[02:15:15.563 --> 02:15:19.064]  You do this, you don't have to do the other rituals, and I said, I know where this leads.
[02:15:19.064 --> 02:15:21.785]  So then Oxford invited me and I said, no, I'm not going.
[02:15:21.785 --> 02:15:30.128]  Cambridge then sends a letter a month later and says, oh, if you want to go the other side of this, we're actually the good guys and are trying to get out of this.
[02:15:30.128 --> 02:15:31.889]  And I just said, I'm not coming.
[02:15:31.889 --> 02:15:35.930]  So I've had the literal high-level Illuminati invite me to their meetings.
[02:15:35.930 --> 02:15:36.990]  And I've told everybody that.
[02:15:36.990 --> 02:15:38.591]  People are starting to finally listen.
[02:15:38.591 --> 02:15:41.072]  But I had them when I was in high school, they were trying to get me.
[02:15:41.980 --> 02:15:42.740]  Sorry, go ahead.
[02:15:42.740 --> 02:15:50.402]  No, I mean it's... And that's because they're getting, they believe, and I believe it now because they're getting higher order information.
[02:15:50.402 --> 02:15:58.725]  I think that the key here is for people to understand that this is how... Dude, they had people back in time trying to stop me.
[02:15:58.725 --> 02:16:00.845]  I don't know how all this works, but I'm telling you.
[02:16:00.845 --> 02:16:06.507]  But that's what I'm saying, people, and whether this is going on or not... But see, there's good in the universe, there's free will, so they couldn't stop me.
[02:16:06.747 --> 02:16:06.987]  Sorry.
[02:16:06.987 --> 02:16:07.988]  But this is what they believe.
[02:16:07.988 --> 02:16:08.828]  That's the key here.
[02:16:08.828 --> 02:16:12.270]  It's not about whether you're saying you believe this or, you know.
[02:16:12.270 --> 02:16:13.790]  This is how they think.
[02:16:13.790 --> 02:16:15.171]  This is what they're thinking.
[02:16:15.171 --> 02:16:17.052]  This is how they're operating.
[02:16:17.052 --> 02:16:20.233]  This is how these elite social groups are operating.
[02:16:20.233 --> 02:16:21.234]  That's the key.
[02:16:21.234 --> 02:16:23.515]  That's what people need to have sink in.
[02:16:23.515 --> 02:16:25.736]  That's what people cannot come to grips with.
[02:16:25.736 --> 02:16:30.538]  They cannot come to the terms with that reality that secret societies actually exist.
[02:16:30.538 --> 02:16:32.319]  And they're chapped into something they don't want you to know about.
[02:16:33.266 --> 02:16:37.469]  They're tapped in anything and they have these crazy beliefs that most of the average humans would just laugh.
[02:16:37.469 --> 02:16:50.817]  I told people four years ago Ridley Scott believes in aliens and has been given high-level stuff basically from Oxford and that's where he was hooked up and this is a revelation and when the next movie comes out he's gonna tell you it's all real.
[02:16:50.817 --> 02:16:52.838]  I said that four years ago he just did it today.
[02:16:52.838 --> 02:16:56.961]  You people, people are gonna want you to start talking about aliens more now, now that you're talking about it.
[02:16:58.658 --> 02:17:00.999]  You know that's how it goes.
[02:17:00.999 --> 02:17:05.362]  I apologize.
[02:17:05.362 --> 02:17:08.063]  We're going to send you, Beth, because I think it's good for women.
[02:17:08.063 --> 02:17:09.224]  Women are mainly buying it.
[02:17:09.224 --> 02:17:11.405]  The conservatism is the new counterculture.
[02:17:11.405 --> 02:17:13.726]  Paul Joseph Watson shirt for you holding an hour.
[02:17:13.726 --> 02:17:15.767]  When you hold an hour now, you get a free shirt.
[02:17:15.767 --> 02:17:18.889]  If you'll give us your address and want that, Beth, you can have a nutraceutical if you'd like.
[02:17:18.889 --> 02:17:20.309]  Beth, thank you for holding like a true trooper.
[02:17:20.309 --> 02:17:22.591]  Go ahead.
[02:17:22.591 --> 02:17:23.311]  Hey, Alex.
[02:17:23.311 --> 02:17:24.732]  Thanks for taking my call.
[02:17:26.158 --> 02:17:35.412]  You know, speaking of shirts, I just want to say that I actually just ordered about $100 worth of shirts because I have family who's coming in from California.
[02:17:35.412 --> 02:17:40.960]  And my sister and I have decided that our desire is to trigger them.
[02:17:42.259 --> 02:17:46.441]  Every single day that they're here, we will be wearing an InfoWars shirt.
[02:17:46.441 --> 02:17:48.042]  By the way, I didn't know you were going to say that.
[02:17:48.042 --> 02:17:48.922]  We didn't screen your call.
[02:17:48.922 --> 02:17:51.564]  So we're going to send you, because you did that.
[02:17:51.564 --> 02:17:52.504]  Harmon, make sure we get it.
[02:17:52.504 --> 02:17:53.305]  Make sure we do it, guys.
[02:17:53.305 --> 02:17:54.225]  Send it to Nico.
[02:17:54.225 --> 02:17:55.646]  We're going to send you five shirts.
[02:17:55.646 --> 02:17:56.726]  You tell us the five you want.
[02:17:56.726 --> 02:17:58.187]  Go ahead.
[02:17:58.187 --> 02:17:59.028]  Holy cow.
[02:17:59.028 --> 02:17:59.528]  Thanks, man.
[02:17:59.528 --> 02:18:00.748]  That's awesome.
[02:18:00.748 --> 02:18:03.970]  You bet.
[02:18:03.970 --> 02:18:08.772]  So, you know, I'm not exactly sure why I called.
[02:18:08.772 --> 02:18:11.654]  I just really feel like I need to get my voice out there.
[02:18:12.472 --> 02:18:19.976]  But, you know, I've been thinking long and hard about this, and Trump is fighting with us.
[02:18:19.976 --> 02:18:23.018]  People seem to think he's going against us.
[02:18:23.018 --> 02:18:30.282]  You know, he's handing us everything that we need, that he needs us to help him with.
[02:18:30.282 --> 02:18:32.564]  So, for example, look at the taxes.
[02:18:32.564 --> 02:18:33.364]  Look at what he's doing.
[02:18:33.364 --> 02:18:38.627]  He's giving us a $24,000 tax credit as a married couple.
[02:18:38.627 --> 02:18:41.629]  Now, if you really think about it, with a tax credit,
[02:18:42.193 --> 02:18:42.873]  I don't know.
[02:18:42.873 --> 02:18:43.154]  I don't know.
[02:19:07.222 --> 02:19:10.023]  Which is exactly what Trump has always done with his taxes.
[02:19:10.023 --> 02:19:12.843]  He goes out and he does such good for people.
[02:19:12.843 --> 02:19:15.344]  He gives people a place to live.
[02:19:15.344 --> 02:19:27.927]  He takes money from all these elites with his hotels and he writes all these books so that we know the way he thinks and all these amazing things.
[02:19:27.927 --> 02:19:28.347]  Exactly!
[02:19:28.347 --> 02:19:31.008]  I'm going to hold you over because you're such a good caller and I want to pop in on this.
[02:19:32.614 --> 02:19:34.575]  He needs us to feel confident, empowered.
[02:19:34.575 --> 02:19:41.600]  He's promoting Americana, giving his confidence, moving to get the taxes cut, getting the small businesses going, saying we're a country again.
[02:19:41.600 --> 02:19:44.682]  That fundamentally is high noon to the globalist vampires.
[02:19:44.682 --> 02:19:45.503]  So stay there, Beth.
[02:19:45.503 --> 02:19:51.427]  Then Levi, next segment you'll get in, and we'll get to Michael, Eric, Victor, everybody straight ahead.
[02:19:51.427 --> 02:19:53.429]  And we've got so much more coming up today.
[02:19:53.429 --> 02:19:55.470]  There is so much, so much to get to.
[02:19:55.470 --> 02:20:01.134]  We've got that article about the elite banker, mainstream news about the satanic sacrifices of children.
[02:20:01.294 --> 02:20:08.235]  By now you know that wireless technology like cell phones do in fact pose dangers to the health and privacy of everyone.
[02:20:08.235 --> 02:20:13.236]  Block It Pocket's wide range of products are unmatched in providing the protection you deserve.
[02:20:13.236 --> 02:20:15.496]  No scare tactics, just common sense.
[02:20:15.496 --> 02:20:22.118]  BlockItPocket.com offers quality American-made options to alleviate and eliminate these invisible dangers.
[02:20:22.118 --> 02:20:27.118]  Learn more at BlockItPocket.com or call 888-315-9618.
[02:20:27.118 --> 02:20:30.319]  BlockItPocket.com, enhancing health and privacy.
[02:20:31.039 --> 02:20:32.339]  It's called the Deep State.
[02:20:32.339 --> 02:20:37.121]  Barack Obama's most loyal aides still hold office and they want to stop President Trump.
[02:20:37.121 --> 02:20:41.202]  Deep State was first revealed in the runaway New York Times bestseller Big Agenda.
[02:20:41.202 --> 02:20:46.804]  David Horowitz's Big Agenda exposes Obama's government in exile and his shocking plan.
[02:20:46.804 --> 02:20:53.886]  Newsmax, Lou Dobbs, Ann Coulter all say you must read Big Agenda at bookstores everywhere or check out our free offer.
[02:20:53.886 --> 02:20:58.327]  Call 800-NEWSMAX 800-NEWSMAX or go to bigagenda411.com.
[02:20:58.327 --> 02:20:59.408]  That's bigagenda411.com.
[02:21:00.808 --> 02:21:06.169]  After being sold out for months, our best-selling Super Blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[02:21:06.169 --> 02:21:09.010]  The first shipment of Super Blue sold out in one week.
[02:21:09.010 --> 02:21:10.991]  I thought it would be a six-month supply for listeners.
[02:21:10.991 --> 02:21:15.972]  And since then, people are beating down our doors, wanting to be able to resupply their Super Blue.
[02:21:15.972 --> 02:21:18.052]  Research across the board is clear.
[02:21:18.052 --> 02:21:19.333]  In fact, it's certified.
[02:21:19.333 --> 02:21:24.414]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[02:21:24.414 --> 02:21:27.775]  That's why the last Surgeon General's report on oral health warrants
[02:21:27.935 --> 02:21:31.277]  That your oral health can have a serious impact on your entire body.
[02:21:31.277 --> 02:21:34.158]  Super Blue Fluoride-Free Toothpaste is a groundbreaking new formula.
[02:21:34.158 --> 02:21:37.920]  It's loaded with good halogen iodide instead of the bad halogen fluoride.
[02:21:37.920 --> 02:21:44.804]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[02:21:44.804 --> 02:21:52.268]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil, iodine, nano silver, and more.
[02:21:52.268 --> 02:21:55.210]  Learn more about InfoWars Life Super Blue Toothpaste.
[02:21:55.430 --> 02:22:00.396]  At InfoWarsLife.com and support the Info War while you support healthy gums and teeth.
[02:22:00.396 --> 02:22:04.361]  Mother's Day is next week and ProFlowers is offering an amazing special.
[02:22:04.361 --> 02:22:09.567]  One dozen assorted roses plus a free glass face for $19.99 plus shipping and handling.
[02:22:09.567 --> 02:22:14.292]  Go to ProFlowers.com, click on the blue microphone in the upper right corner and enter the secret code 1616.
[02:22:15.834 --> 02:22:16.275]  But hurry!
[02:22:16.275 --> 02:22:23.242]  This incredible deal expires this Friday with fresh flowers, guaranteed delivery, and unique vases and accessories that mom will love.
[02:22:23.242 --> 02:22:27.808]  Pro Flowers has everything you need to get your Mother's Day shopping done for all the moms you know.
[02:22:27.808 --> 02:22:30.371]  Order now from Pro Flowers to get huge savings.
[02:22:30.811 --> 02:22:31.151]  We're good to go.
[02:22:59.878 --> 02:23:01.940]  Offer not valid in all states or where prohibited by law.
[02:23:01.940 --> 02:23:03.162]  Loans are subject to lender approval.
[02:23:03.162 --> 02:23:04.323]  See website for details.
[02:23:04.323 --> 02:23:06.085]  Need some extra cash today?
[02:23:06.085 --> 02:23:08.848]  Do you have bad credit or maxed out credit cards?
[02:23:08.848 --> 02:23:11.351]  If so, turn your radio up!
[02:23:11.351 --> 02:23:15.997]  67cash.com is one of the nation's largest personal loan networks with over 50 different lenders.
[02:23:16.357 --> 02:23:24.780]  Now you can get a personal loan for up to $5,000 with any type of credit discreetly from your computer or smartphone and with no paperwork to send in.
[02:23:24.780 --> 02:23:27.320]  That's right, no paperwork whatsoever.
[02:23:27.320 --> 02:23:34.043]  Your cash will hit your bank account as soon as tomorrow as our lenders have millions of dollars to lend regardless of your credit history.
[02:23:34.043 --> 02:23:36.723]  Just have a checking account and a regular source of income.
[02:23:36.723 --> 02:23:42.005]  Go to 67cash.com and you can get the loan you need now regardless of your credit.
[02:23:42.185 --> 02:23:47.229]  Go to 67cash.com from your smartphone or computer to get the cash you need.
[02:23:47.229 --> 02:23:49.551]  Visit 67cash.com.
[02:23:49.551 --> 02:23:54.595]  Type www.67cash.com directly into the address bar.
[02:23:54.595 --> 02:23:55.615]  That's 67cash.com.
[02:23:55.615 --> 02:23:56.516]  67cash.com.
[02:24:20.379 --> 02:24:23.561]  So, we got big news!
[02:24:23.561 --> 02:24:32.706]  Colbert, it's on DrudgeReport.com, red-linked, has made a homophobic slur at President Trump.
