[00:00:03.707 --> 00:00:04.533]  That's Allen Railway, Chevy.
[02:17:14.964 --> 02:17:18.685]  I've met most of them, and I mean like exclusive parties with like 20 people.
[02:17:18.685 --> 02:17:21.425]  And they are all scared to death of the big producers.
[02:17:21.425 --> 02:17:25.726]  They have secret meetings about the New World Order, and a lot of them just say, screw it, I'm going with it.
[02:17:25.726 --> 02:17:29.347]  And they get hundreds of millions of dollars a year for doing it, and it's disgusting.
[02:17:29.347 --> 02:17:34.208]  But Matt Damon, Affleck especially, they all know it's a complete joke.
[02:17:34.208 --> 02:17:36.649]  I mean, they all know it's a complete joke.
[02:17:39.750 --> 02:17:40.753]  I couldn't agree more.
[02:17:40.753 --> 02:17:48.651]  I actually have a cousin who's on the board of the Strain Actors Guild, and you would have thought the world ended when Obama...
[02:17:49.449 --> 02:17:52.952]  Left office, and that's just the type of mentally ill people that we're dealing with.
[02:17:52.952 --> 02:18:02.281]  Well, but there's a lot of folks like Chris Carter, who's openly said he's a listener and thinks what I do is good, who says he does get pressured, you know, to say positive things about the libertarian movement and not cast us as racist.
[02:18:02.281 --> 02:18:04.843]  You know, he said that to Vanity Fair and a bunch of other publications.
[02:18:04.843 --> 02:18:06.325]  So, there's a major fight.
[02:18:06.325 --> 02:18:07.466]  I mean, it's come out.
[02:18:07.466 --> 02:18:11.730]  There are secret societies in LA of people, but they've had to disband them.
[02:18:11.730 --> 02:18:12.771]  I've had top
[02:18:13.231 --> 02:18:15.134]  TV directors and HBO.
[02:18:15.134 --> 02:18:17.877]  I mean, I mean guys that have made billions, okay?
[02:18:17.877 --> 02:18:19.920]  I mean, top guys.
[02:18:19.920 --> 02:18:23.024]  I'm talking about like six or seven of the top HBO shows ever.
[02:18:23.024 --> 02:18:23.805]  Major movies.
[02:18:23.805 --> 02:18:25.508]  Come here to this office, repeatedly.
[02:18:26.539 --> 02:18:27.380]  I'm not bragging.
[02:18:27.380 --> 02:18:29.461]  I've had them, you name it, and they go, no.
[02:18:29.461 --> 02:18:30.421]  Okay, is this all off record?
[02:18:30.421 --> 02:18:31.262]  Let me tell you what's going on.
[02:18:31.262 --> 02:18:34.004]  And it's, I already know to the point, there's no point.
[02:18:34.004 --> 02:18:35.124]  I haven't been to LA in years.
[02:18:35.124 --> 02:18:39.827]  I'm going next week to be on Joe Rogan's podcast because it reaches 20 million people a week.
[02:18:39.827 --> 02:18:42.569]  He's an old friend, but I mean, it's just a joke, but God bless you.
[02:18:42.569 --> 02:18:43.309]  I appreciate your call, Kevin.
[02:18:43.309 --> 02:18:50.754]  All right, to give our guests more time and to take calls later in the hour, I'm going to skip this break, but there is a total collapse of confidence in the system.
[02:18:51.474 --> 02:18:58.616]  There are a bunch of big corporations that want monopolies, hoping that weaponized MSM and Hollywood garbage can suppress the public.
[02:18:58.616 --> 02:19:03.918]  The Communist Chinese are openly at Davos saying, we'll keep Trump and America in line.
[02:19:03.918 --> 02:19:09.460]  Hollywood movies are now coming out where Trump is a terrorist, funded by the Communist Chinese.
[02:19:09.460 --> 02:19:10.981]  That's on DrudgeReport.com today.
[02:19:11.843 --> 02:19:15.887]  This is so crazy, and they are completely freaking out.
[02:19:15.887 --> 02:19:21.792]  Now, I know that Mr. Dent, Harry Dent of harrydent.com, again, is a really smart fellow.
[02:19:21.792 --> 02:19:32.861]  I'm not going to get into his whole background, his degrees, and his best-selling books, and all the work he's done at Bain Capital, and you name it, and his best-selling book, The Demographic Cliff, which has accurately predicted, you know, that we have these downturns.
[02:19:32.861 --> 02:19:35.944]  My question to him is, can we turn this around?
[02:19:35.944 --> 02:19:36.825]  What does he make of what
[02:19:37.285 --> 02:19:38.748]  Trump's doing.
[02:19:38.748 --> 02:19:41.232]  What does he make of the moves he's making?
[02:19:41.232 --> 02:19:45.179]  But first off, since you've been holding for five minutes, listen to me rant, sir.
[02:19:45.179 --> 02:19:45.780]  Happy New Year.
[02:19:45.780 --> 02:19:48.244]  Hadn't had you on since the year changed over.
[02:19:49.411 --> 02:19:50.331]  You've been hearing me rant.
[02:19:50.331 --> 02:19:53.592]  I mean, the Chinese are openly saying they're going to come into America.
[02:19:53.592 --> 02:19:55.633]  They're going to teach us how to censor the press.
[02:19:55.633 --> 02:19:57.153]  That's in the Wall Street Journal.
[02:19:57.153 --> 02:20:01.314]  They report us with a straight face like, oh, thank you, Chinese communist murderers.
[02:20:01.314 --> 02:20:02.915]  It's like a Twilight Zone episode.
[02:20:02.915 --> 02:20:06.035]  As you've reported, we're in much better stead than they are.
[02:20:06.035 --> 02:20:08.596]  The world's acting like they're the leader.
[02:20:08.596 --> 02:20:15.238]  So now that Trump's president, just a cornucopia of ideas, what is your global approximation of the state of the planet right now?
[02:20:16.445 --> 02:20:19.789]  Well, number one, this is what it looked like back in the late 80s.
[02:20:19.789 --> 02:20:21.170]  Japan was the up-and-comer.
[02:20:21.170 --> 02:20:24.574]  Everybody thought they were going to surpass the United States and take over the world.
[02:20:24.574 --> 02:20:29.019]  And we said, no, Japan's going to have the greatest crash in history for the next decade.
[02:20:29.019 --> 02:20:29.600]  And the U.S.
[02:20:29.600 --> 02:20:32.383]  and Europe were going to do better than ever in the 1990s.
[02:20:32.383 --> 02:20:34.406]  So we're looking at demographics.
[02:20:34.406 --> 02:20:37.209]  We're looking at something economists don't understand.
[02:20:37.830 --> 02:20:39.671]  And we have the same thing with China today.
[02:20:39.671 --> 02:20:46.853]  China's workforce is the only emerging country in the world that already has a declining workforce.
[02:20:46.853 --> 02:20:50.094]  And it declines even faster about eight years from now.
[02:20:50.094 --> 02:20:52.195]  And they end up looking more like Japan.
[02:20:52.195 --> 02:20:54.155]  So China's near the top of its game.
[02:20:54.155 --> 02:21:01.338]  China's also over-invested, over-expanded more than any country in history by a mile.
[02:21:01.338 --> 02:21:03.158]  They've got so many empty condos and houses.
[02:21:05.444 --> 02:21:07.125]  And they're having a brain drain too, aren't they?
[02:21:35.862 --> 02:21:36.862]  Yeah, what's that?
[02:21:36.862 --> 02:21:38.363]  A brain drain.
[02:21:38.363 --> 02:21:46.948]  Yeah, I mean, well, people are the most affluent, richest people are leaving the country and are getting their cash out as fast as possible.
[02:21:46.948 --> 02:21:50.069]  They don't trust their top-down government.
[02:21:50.069 --> 02:21:52.250]  They don't trust that, you know, this bubble.
[02:21:52.250 --> 02:21:55.792]  They've got the most expensive real estate in the world by far.
[02:21:55.792 --> 02:22:01.695]  Hong Kong makes Sydney, Australia and London and San Francisco look cheap.
[02:22:01.695 --> 02:22:03.836]  So they've got a giant big bad bubble.
[02:22:04.335 --> 02:22:06.457]  That ugly bubble, as Trump says.
[02:22:06.457 --> 02:22:09.139]  And it's the biggest bubble I've seen in history.
[02:22:09.139 --> 02:22:15.405]  This book, The Sale of a Lifetime, my new book, that looks at every bubble in history, looks at all the bubbles around the world.
[02:22:15.405 --> 02:22:16.906]  They all look alike.
[02:22:16.906 --> 02:22:18.728]  They all grow exponentially.
[02:22:18.728 --> 02:22:20.950]  They all have a kind of an orgasmic final.
[02:22:20.950 --> 02:22:22.732]  And by the way, Trump agrees with you on real estate.
[02:22:22.732 --> 02:22:24.373]  He says it's overvalued.
[02:22:24.373 --> 02:22:26.415]  He's saying, you know, no more subsidies.
[02:22:26.415 --> 02:22:27.556]  They're saying that's horrible.
[02:22:27.556 --> 02:22:28.357]  Isn't this what we need?
[02:22:30.386 --> 02:22:46.799]  The last thing we need, all of this quantitative easing and all these subsidies and tax favored things like real estate, all they've done is create a bigger bubble that would have occurred anyway in what I call this fall bubble boom season on our 80-year long-term model for the economy.
[02:22:46.799 --> 02:22:49.381]  Sure, so what do you make of $2 trillion out of the stock market?
[02:22:49.381 --> 02:22:50.562]  What do you make of that?
[02:22:50.562 --> 02:22:52.424]  $2 trillion out of the stock market?
[02:22:52.424 --> 02:22:56.247]  I was thinking it was going to peak late last year.
[02:22:57.051 --> 02:22:58.892]  Until Trump came along.
[02:22:58.892 --> 02:23:05.157]  He beat the polls and won, and then he beat the markets who said he would be bad for the markets, instead of good.
[02:23:05.157 --> 02:23:07.539]  The market's gone straight up ever since.
[02:23:07.539 --> 02:23:10.261]  This, to me, is that final orgasmic rally.
[02:23:11.091 --> 02:23:14.332]  In the third stock bubble, now we've had three stock bubbles in a row.
[02:23:14.332 --> 02:23:18.092]  This has never happened in history because of so much stimulus from the government.
[02:23:18.092 --> 02:23:29.415]  Every time a bubble bursts, instead of restructuring the debt and getting real and cutting costs and doing the type of things normal businesses and even governments in the past do, they just throw money in the economy and create more bubbles.
[02:23:29.415 --> 02:23:31.155]  A bunch of money comes in the economy.
[02:23:31.155 --> 02:23:33.256]  It's going to go chase real estate and stocks again.
[02:23:33.256 --> 02:23:36.616]  And now we have a bigger stock bubble by far than ever.
[02:23:36.616 --> 02:23:39.797]  Larger real estate bubbles in many cities and extreme.
[02:23:40.467 --> 02:23:44.208]  Around the world, especially in places like China, London and Australia.
[02:23:44.208 --> 02:23:46.208]  And these bubbles are going to burst.
[02:23:46.208 --> 02:23:47.588]  That's all bubbles do.
[02:23:47.588 --> 02:23:50.249]  And they burst twice as fast as they build.
[02:23:50.249 --> 02:23:52.309]  That's one of the principles in this book.
[02:23:52.309 --> 02:24:01.991]  The second thing is when they crash, half the crash will come in the first three months when the smart money finally realizes this bubble is over because they're playing it with leverage.
[02:24:01.991 --> 02:24:04.211]  They get out really quick.
[02:24:04.211 --> 02:24:06.452]  And we saw this in China last year.
[02:24:06.452 --> 02:24:09.232]  Their second stock bubble peaked.
[02:24:09.662 --> 02:24:12.505]  And went down 45% in three months.
[02:24:12.505 --> 02:24:14.226]  The 1929 bubble did that.
[02:24:14.226 --> 02:24:17.789]  And by the way, I mean, to your credit, you did predict a lot on the show.
[02:24:17.789 --> 02:24:19.351]  Six months, a year out, watch.
[02:24:19.351 --> 02:24:20.732]  China's the one to watch.
[02:24:20.732 --> 02:24:21.693]  They're the big bubble.
[02:24:21.693 --> 02:24:25.516]  And then some people are even saying, oh, it did somehow cause this.
[02:24:25.516 --> 02:24:28.659]  No, it was, I mean, they wouldn't let stocks fall.
[02:24:28.659 --> 02:24:29.140]  Exactly.
[02:24:29.140 --> 02:24:32.983]  Well, the Chinese government's been buying their own stock market ever since.
[02:24:32.983 --> 02:24:35.966]  They will execute you in China if you criticize the stock market.
[02:24:36.650 --> 02:24:37.531]  Yeah, oh, exactly.
[02:24:37.531 --> 02:24:38.892]  No, no, that's right.
[02:24:38.892 --> 02:24:39.533]  You're in trouble.
[02:24:39.533 --> 02:24:44.257]  So they're doing everything to prevent it, yet their market's going sideways now for almost a year.
[02:24:44.257 --> 02:24:49.723]  That's called a dead cat bounce, which means you've got another bubble burst coming in China.
[02:24:49.723 --> 02:24:53.386]  So sometime this year, a couple of things are going to happen.
[02:24:53.386 --> 02:24:56.029]  One is first, more likely or sooner,
[02:24:56.542 --> 02:24:58.583]  Italy has a huge debt crisis.
[02:24:58.583 --> 02:24:59.903]  It's close to default.
[02:24:59.903 --> 02:25:03.164]  Deutsche Bank is flaming out, as well as other Italian banks.
[02:25:03.164 --> 02:25:08.645]  Germany has the worst demographics in the world, like Japan I saw in the 1990s ahead of time.
[02:25:08.645 --> 02:25:12.746]  So we're going to have a blow-up in Germany and Southern Europe.
[02:25:12.746 --> 02:25:19.988]  Second thing, at some point, and it may take longer because the Chinese do have so much power in their economy, the China bubble is going to blow.
[02:25:19.988 --> 02:25:21.409]  And that's going to be the death knell.
[02:25:21.409 --> 02:25:25.770]  But I tell you, something between now and then, Trump's got a big problem that he doesn't see.
[02:25:26.638 --> 02:25:31.161]  He says he's going to grow the economy 4% by cutting taxes and regulations.
[02:25:31.161 --> 02:25:33.222]  He doesn't understand a couple things.
[02:25:33.222 --> 02:25:34.643]  Demographics are terrible.
[02:25:34.643 --> 02:25:42.589]  Our workforce is going to be negative growth, slightly negative growth for decades to come, and more so in the next several years.
[02:25:42.589 --> 02:25:47.632]  And the only reason jobs have been growing is we've been hiring back the people we laid off.
[02:25:48.232 --> 02:25:51.857]  We haven't been growing the workforce.
[02:25:51.857 --> 02:25:55.642]  Businesses haven't been investing in new capacity.
[02:25:55.642 --> 02:25:57.223]  Baby boomers have been retiring.
