[00:00:07.065 --> 00:00:10.448]  Thursday, 27th.
[02:39:21.499 --> 02:39:26.142]  Understand, you're supporting yourself in these fights.
[02:39:26.142 --> 02:39:32.047]  You're supporting yourself in the huge awakening that's taking place.
[02:39:32.047 --> 02:39:33.188]  You are the resistance.
[02:39:33.188 --> 02:39:37.831]  That isn't something where I pat you on the head and say, if you're receiving this transmission, you're the resistance.
[02:39:37.831 --> 02:39:39.733]  You really are the power.
[02:39:39.733 --> 02:39:41.134]  You are the people.
[02:39:41.134 --> 02:39:41.775]  We have this fake
[02:39:42.722 --> 02:39:49.127]  Sports culture, fake, you know, liberal culture, fake video game culture, all the stuff, that's not real culture.
[02:39:49.127 --> 02:39:50.528]  That's just entertainment.
[02:39:50.528 --> 02:40:05.300]  When we make politics, and being involved, and being informed, and being active, and promoting freedom, the culture, and make it fun, the sport it is, the real sport, the life sport, the purpose-driven life, the whole world opens up to you.
[02:40:07.498 --> 02:40:14.040]  Young people think they don't have any future because globalism is trying to make humans obsolete, go into this whole robotic technocracy.
[02:40:14.040 --> 02:40:21.883]  We can demand with our purchases and what we promote and what we rate and what we do, how we spend.
[02:40:22.603 --> 02:40:27.704]  How we speak, word of mouth, for the culture of the world we want to build with our choices.
[02:40:27.704 --> 02:40:35.166]  But they want to bully us with political correctness, shrink our language, tell us we can't have choices, tell us that we don't accept being enslaved, that we're racist.
[02:40:35.166 --> 02:40:38.907]  All this is divide-and-conquer lies!
[02:40:38.907 --> 02:40:41.428]  And we must resist it!
[02:40:41.428 --> 02:40:50.990]  I once drove in 2000 down this very road, Congress, in an old car with Rick Linklater sitting in the back with cameras on me for the film Waking Life.
[02:40:52.014 --> 02:40:53.935]  I was out right on the same road.
[02:40:53.935 --> 02:40:54.955]  In the morning, kind of like this.
[02:40:54.955 --> 02:40:56.275]  About 10 in the morning.
[02:40:56.275 --> 02:40:56.835]  It's 8 in the morning.
[02:40:56.835 --> 02:40:56.916]  8.30.
[02:40:56.916 --> 02:41:02.637]  And I remember saying, you know, this is the dynamic human spirit that refuses to resist left, right.
[02:41:02.637 --> 02:41:05.458]  All this is just distractions by the elite.
[02:41:05.458 --> 02:41:14.441]  When it gets down to it, we need basic human freedom and it's about that and what gives us more freedom and what empowers us and what makes us truer and more bonafide and closer to God.
[02:41:15.680 --> 02:41:16.681]  And that's what this is all about.
[02:41:16.681 --> 02:41:21.003]  Now back to David Knight and the live transmission.
[02:41:21.003 --> 02:41:22.344]  This is the InfoWars.
[02:41:22.344 --> 02:41:24.625]  InfoWars.com forward slash show.
[02:41:24.625 --> 02:41:25.725]  The full might of the system.
[02:41:25.725 --> 02:41:26.966]  Things that can shut us down.
[02:41:26.966 --> 02:41:29.968]  Things that can shut you down.
[02:41:29.968 --> 02:41:32.009]  So let's man the guns in the InfoWars.
[02:41:32.009 --> 02:41:37.012]  With God's help and your vision and your refusing to back down or submit, we are invincible.
[02:41:37.012 --> 02:41:38.592]  I'm Alex Jones.
[02:41:38.592 --> 02:41:39.593]  This is the InfoWars.
[02:41:41.312 --> 02:41:45.355]  All right, now I want to take a look at some of the developments in the last 24 hours.
[02:41:45.355 --> 02:41:46.897]  We've had some developments on Obamacare.
[02:41:46.897 --> 02:41:51.100]  We've had developments, of course, on tax reform.
[02:41:51.100 --> 02:42:04.731]  And I think it's a very telling story here, because we see the real opposition to Donald Trump is coming from within the White House, as Alex was just talking about, Jared and Ivanka and Rex Tillerson, you know, pushing back against the Paris Climate Treaty.
[02:42:05.271 --> 02:42:08.013]  Saying that, you know, we're just going to kind of pretend that it's not there.
[02:42:08.013 --> 02:42:15.759]  We're going to leave the framework there, just as they want to leave the framework of Obamacare in place, and do some minor tweaking to it.
[02:42:15.759 --> 02:42:20.463]  I was glad to see that Trump took the lead on tax reform.
[02:42:20.463 --> 02:42:22.665]  That's exactly what should have happened with Obamacare.
[02:42:22.665 --> 02:42:28.490]  Now hopefully he learned a lesson from the disaster of Obamacare repeal, because he let
[02:42:29.210 --> 02:42:34.333]  Paul Ryan, who does not want to repeal Obamacare, make sure you understand that, okay?
[02:42:34.333 --> 02:42:36.594]  He was the running mate of Mitt Romney.
[02:42:36.594 --> 02:42:42.857]  He and Mitt Romney were picked because they were going to enact Romneycare if we didn't get Obamacare.
[02:42:42.857 --> 02:42:47.159]  And Romneycare had already been put in place in Massachusetts exactly like Obamacare.
[02:42:47.859 --> 02:42:53.924]  So the establishment had decided that they were going to give us government-run health care one way or the other.
[02:42:53.924 --> 02:42:59.708]  And although the Republicans ran on repealing Obamacare, they never had a plan to do it.
[02:42:59.708 --> 02:43:10.796]  Donald Trump did have a plan to repeal Obamacare, to replace mandates with markets, to replace coercion with choice, to empower you as a consumer to get cheaper health care.
[02:43:10.796 --> 02:43:13.438]  That was the stated goal of Obamacare.
[02:43:13.438 --> 02:43:14.940]  They called it the Affordable Care Act.
[02:43:15.580 --> 02:43:20.621]  You know, when Paul Ryan put it out there, all he did was change affordable to American.
[02:43:20.621 --> 02:43:23.182]  Because we all know it's not affordable.
[02:43:23.182 --> 02:43:25.923]  You can't keep selling that lie anymore.
[02:43:25.923 --> 02:43:33.485]  And so now we've had the GOP conservatives, who took so much heat, unfortunately, from Donald Trump.
[02:43:33.485 --> 02:43:37.226]  And I don't understand why he poured so much scorn on them.
[02:43:37.226 --> 02:43:39.887]  The people who should have had scorn poured on them,
[02:43:40.643 --> 02:43:46.647]  We're the people who took advantage and tried to go in the other direction from Donald Trump, not the people who are running in the same direction with him.
[02:43:46.647 --> 02:43:51.670]  So now they've looked at it and said, well, all right, President Trump is going to oppose us on this.
[02:43:51.670 --> 02:43:53.751]  The establishment is going to oppose us on this.
[02:43:53.751 --> 02:43:58.194]  We'll try to do the best that we can and we'll try to move a little bit away from some of this.
[02:43:58.194 --> 02:44:04.078]  But the basic fundamental structure remains just as we see with the environment as well.
[02:44:04.078 --> 02:44:06.360]  And a good example of where this is going, as I point out earlier,
[02:44:07.352 --> 02:44:14.020]  California has now passed the first committee test of a single-payer healthcare bill.
[02:44:14.020 --> 02:44:18.945]  And understand that what we're talking about there is government-run, government-controlled healthcare.
[02:44:18.945 --> 02:44:20.867]  That's what Hillary tried to establish 25 years ago.
[02:44:22.509 --> 02:44:25.590]  And of course, California is right there with her.
[02:44:25.590 --> 02:44:28.211]  They want full-on socialism.
[02:44:28.211 --> 02:44:40.054]  And it's interesting, as they pass this thing, it wasn't even close, 5-2 in the Senate Health Committee, Democrats and Republicans still are uneasy about the major question they say in the LA Times.
[02:44:40.054 --> 02:44:42.575]  How will it be paid for?
[02:44:42.575 --> 02:44:44.056]  And they've got a lot to pay for.
[02:44:44.056 --> 02:44:50.898]  The state would supply all medical expenses for everyone, including people who aren't even
[02:44:51.784 --> 02:44:58.449]  Legal immigrants, everybody, worldwide, can come to California and get their health care paid for.
[02:44:58.449 --> 02:44:59.730]  And so, what are they going to pay for?
[02:44:59.730 --> 02:45:09.938]  They're going to pay for inpatient, outpatient, emergency services, dental, vision, mental health, nursing home care, everything for everybody.
[02:45:09.938 --> 02:45:13.981]  The measure says the program would be funded by quote-unquote broad-based revenue.
[02:45:13.981 --> 02:45:17.003]  But it doesn't specify where that comes from.
[02:45:17.003 --> 02:45:20.465]  So we're just going to... This is a Venezuelan mindset, folks.
[02:45:21.454 --> 02:45:24.616]  They are going to destroy health care.
[02:45:24.616 --> 02:45:26.417]  They're going to destroy the state of California.
[02:45:26.417 --> 02:45:28.199]  They're well on the way to doing that.
[02:45:28.199 --> 02:45:34.723]  And quite frankly, when we look at the tax plan, there are three points of opposition to it.
[02:45:34.723 --> 02:45:38.926]  And one of them are high-tax states like California and New York.
[02:45:38.926 --> 02:45:41.768]  California wants to have universal health care for everybody.
[02:45:41.768 --> 02:45:48.712]  They're going to pay for everything you can imagine, for everyone, even if they're not citizens of the United States or citizens of California or whatever.
[02:45:48.712 --> 02:45:50.734]  And of course, they're going to have to raise their
[02:45:51.917 --> 02:45:58.911]  Income taxes and they're hoping then that they can then deduct those income taxes from the federal taxes and put it on the federal deficit.
[02:45:58.911 --> 02:46:02.298]  So they want to move the California deficit and federalize it.
[02:46:03.311 --> 02:46:06.133]  And that's one of the things that is very controversial.
[02:46:06.133 --> 02:46:07.534]  That's one of the points of opposition.
[02:46:07.534 --> 02:46:21.904]  They say that would take about a trillion dollars off of the deficit increase to say that high-tax states like New York and California, the people who live in those states, would not be able to deduct their state taxes from their federal taxes.
[02:46:21.904 --> 02:46:23.205]  And I think that's exactly right.
[02:46:23.205 --> 02:46:24.325]  We don't want to see that.
[02:46:24.325 --> 02:46:29.509]  But then, of course, the other points of opposition to it were, as usual, envy.
[02:46:29.509 --> 02:46:32.231]  People who have businesses, people who have income, are going to get
[02:46:33.164 --> 02:46:34.164]  Uh, tax cuts.
[02:46:34.164 --> 02:46:36.965]  And the more you have, the more your tax cut is going to be.
[02:46:36.965 --> 02:46:38.766]  And it's like, yeah, exactly.
[02:46:38.766 --> 02:46:46.308]  So therefore, if somebody else is going to get a higher return than you are off of the tax cut, then you should oppose it.
[02:46:46.308 --> 02:46:47.528]  That's the politics of envy.
[02:46:47.528 --> 02:46:49.809]  That's what takes us down to the bottom.
[02:46:49.809 --> 02:46:55.711]  But the third point of opposition is the idea, and this is being sold now within the GOP,
[02:46:56.618 --> 02:47:03.566]  The GOP people are saying this is going to increase the deficit if we cut taxes.
[02:47:03.566 --> 02:47:04.086]  No it doesn't.
[02:47:05.031 --> 02:47:10.792]  We've seen over and over again that tax cuts mean an increase in tax revenue.
[02:47:10.792 --> 02:47:13.753]  We saw it with Ronald Reagan, those massive tax cuts.
[02:47:13.753 --> 02:47:17.994]  And I had an article that I covered on the news last night in North Carolina.
[02:47:17.994 --> 02:47:25.936]  Carolina Partnership for Reform pointed out that in their state, they did tax cuts and it boosted revenue, as you would expect.
[02:47:25.936 --> 02:47:27.077]  They had done projections in 2014.
[02:47:28.897 --> 02:47:31.678]  And they had projected what the revenue collections were going to be in the future.
[02:47:31.678 --> 02:47:33.859]  Then the conservatives cut taxes.
[02:47:33.859 --> 02:47:36.399]  So what happened to those projections?
[02:47:36.399 --> 02:47:38.300]  Did they get less taxes?
[02:47:38.300 --> 02:47:41.441]  No, they got more taxes when they cut the rates.
[02:47:41.441 --> 02:47:42.721]  We've always seen that.
[02:47:42.721 --> 02:47:49.303]  And as they point out, faster economic growth generates government revenue and tax reduction helps the economy.
[02:47:49.303 --> 02:47:50.924]  We've seen that over and over again.
[02:47:50.924 --> 02:47:52.144]  It's not a projection.
[02:47:52.144 --> 02:47:53.125]  It's not a theory.
[02:47:53.125 --> 02:47:54.245]  It's historical fact.
[02:47:55.168 --> 02:48:01.654]  And so they show here that in 2014, they actually got 3.6% more revenue than they thought they would get before.
[02:48:01.654 --> 02:48:04.537]  In 2015, they got 3.5% more revenue.
[02:48:04.537 --> 02:48:14.626]  Already, for 2016, they haven't finished their fiscal year yet, but at $570 million above their projection through March because they cut taxes in North Carolina.
[02:48:14.626 --> 02:48:15.767]  That's the way that it works.
[02:48:15.767 --> 02:48:19.010]  Why did we get a massive deficit increase under Ronald Reagan?
[02:48:19.010 --> 02:48:20.632]  Well, it's because they wouldn't control spending!
