[00:00:03.197 --> 00:00:03.819]  It's Friday.
[02:26:15.921 --> 02:26:22.023]  I'm going to go to Tristan, Jeff, Boheme, Devon, Clint, Lewis.
[02:26:22.043 --> 02:26:23.844]  I'll get to all those calls before the transmission ends.
[02:26:24.104 --> 02:26:25.245]  Paul Watts is coming up in the fourth hour.
[02:26:25.605 --> 02:26:28.746]  But I've got to say this, or we won't be able to fund ourselves, plus they're great products you need.
[02:26:30.287 --> 02:26:35.789]  Yeah, they go, oh look, Jones sells vitamins and minerals and water filters and air filters and everything is good for you.
[02:26:37.076 --> 02:26:38.458]  Doesn't mean I'm the perfect person.
[02:26:38.758 --> 02:26:42.623]  It just means everything we bring you is the very best we can.
[02:26:44.165 --> 02:26:47.530]  We have store-wide free shipping and we have great products.
[02:26:47.590 --> 02:26:52.556]  CellForce is the BioPQQ, the CoQ10, all the other things.
[02:26:53.077 --> 02:26:54.759]  Promotes cellular energy production.
[02:26:56.039 --> 02:27:00.922]  Optimal mental health supports cardiovascular health, but it's not a stimulant.
[02:27:01.002 --> 02:27:05.024]  It's the building blocks, the brain, the heart, the body associated with nerve regrowth.
[02:27:05.484 --> 02:27:12.828]  Cell force is basically DNA force, but a different formula where it's still really expensive formula for us, but not as expensive.
[02:27:14.068 --> 02:27:19.271]  I think we're just going to have DNA force up there at the regular price and have cell force as the discounted one, but it's apples and oranges.
[02:27:19.311 --> 02:27:20.132]  Which one's even better?
[02:27:20.152 --> 02:27:20.852]  They're both excellent.
[02:27:22.120 --> 02:27:25.985]  133% off right now, 150% off, but that's what it is, and it's really incredible.
[02:27:26.245 --> 02:27:29.269]  If you can afford it, it's the best thing you can do for yourself, your children, your family.
[02:27:29.889 --> 02:27:32.853]  We had a caller yesterday ask, hey, can you give caveman at shelter?
[02:27:32.893 --> 02:27:33.394]  Absolutely.
[02:27:33.614 --> 02:27:34.495]  It's not a drug.
[02:27:34.515 --> 02:27:35.576]  It's not even a supplement.
[02:27:36.557 --> 02:27:39.541]  It's concentrated organic chicken bone broth.
[02:27:41.462 --> 02:27:46.344]  We don't really have the equations for it, but it's like hundreds of bowls of chicken soup, but not with the calories.
[02:27:47.005 --> 02:27:49.526]  When you talk about essence of strength, people are just going crazy.
[02:27:49.546 --> 02:27:51.167]  I mean, just try it.
[02:27:51.647 --> 02:27:55.889]  I mix it in with our organic whey that we sell that's super high quality and grass-fed.
[02:27:57.030 --> 02:27:57.470]  Super good.
[02:27:59.042 --> 02:27:59.722]  That's our way.
[02:27:59.742 --> 02:28:01.743]  It's just private label from the top company in the U.S.
[02:28:01.803 --> 02:28:04.324]  and we just sell it for $5 to $10 less than they do.
[02:28:04.344 --> 02:28:05.624]  But Caveman is proprietary.
[02:28:05.664 --> 02:28:06.985]  I saw how big Bone Broth was.
[02:28:07.005 --> 02:28:08.765]  Now it's the big hit with the Olympic people and everything.
[02:28:08.785 --> 02:28:11.846]  And I said, well, why not just take something super concentrated?
[02:28:12.146 --> 02:28:13.267]  No one's done this, by the way.
[02:28:13.887 --> 02:28:15.568]  It's Ultimate Bone Broth Formula.
[02:28:15.588 --> 02:28:17.168]  We call it Caveman.
[02:28:17.188 --> 02:28:18.429]  I'm going to change the name, I think.
[02:28:19.009 --> 02:28:20.109]  It's a successful product.
[02:28:20.129 --> 02:28:21.510]  It was our bestseller for a while.
[02:28:22.390 --> 02:28:23.730]  And I never really just promote it.
[02:28:23.810 --> 02:28:25.251]  I mean, I really should promote it more because
[02:28:26.420 --> 02:28:28.744]  It's not like some paleo thing where you say paleo for the diet.
[02:28:29.345 --> 02:28:30.626]  It's like they used to eat the bones.
[02:28:30.687 --> 02:28:32.089]  Everybody knew the bones were what you wanted.
[02:28:33.493 --> 02:28:35.555]  And, uh, so that's why it's so powerful.
[02:28:35.575 --> 02:28:36.556]  Look at the chaga mushroom.
[02:28:36.936 --> 02:28:38.217]  So much more.
[02:28:38.237 --> 02:28:38.478]  50% off.
[02:28:38.518 --> 02:28:41.620]  Try cavemen in chocolate or strawberry flavor.
[02:28:41.961 --> 02:28:46.245]  Infowarslife.com or 888-253-3139.
[02:28:46.745 --> 02:28:49.568]  And all these specials have got to end in the next few days.
[02:28:50.148 --> 02:28:51.309]  Order by the 18th.
[02:28:51.349 --> 02:28:52.991]  Have delivery guaranteed in the U.S.
[02:28:53.011 --> 02:28:53.651]  before Christmas.
[02:28:54.232 --> 02:28:55.473]  So thank you all for your support.
[02:28:55.653 --> 02:28:58.736]  Massive savings are going to end soon at Infowarsstore.com.
[02:29:01.221 --> 02:29:05.084]  Fuel your body with Carnivore, the new digestive enzyme product by InfoWars Life.
[02:29:05.645 --> 02:29:13.051]  Digestive enzymes assist in the digestion process and increase the bioavailability of nutrients by breaking down foods into easily absorbable components.
[02:29:13.751 --> 02:29:18.455]  They also help prevent discomfort from indigestion caused by fermentation of undigested food particles in the gut.
[02:29:19.055 --> 02:29:20.957]  Digestive enzyme production declines as we age.
[02:29:21.597 --> 02:29:25.020]  Carnivore is filled with digestive enzymes like those naturally present in the body.
[02:29:25.821 --> 02:29:28.283]  Enjoy the full potential of protein-rich foods again.
[02:29:28.963 --> 02:29:35.608]  You can eat protein-heavy foods now, while minimizing the later indigestion and discomfort commonly associated with high-meat diets.
[02:29:36.208 --> 02:29:43.454]  Just one pill with every high-protein meal helps increase the bioavailability and absorption of amino acids, the building blocks to your muscles.
[02:29:44.314 --> 02:29:50.979]  Carnivore also contains digestive enzymes to help digest fats and carbohydrates, so you can fully digest all types of meals.
[02:29:51.539 --> 02:29:52.620]  Don't let a meal go to waste.
[02:29:52.980 --> 02:29:54.822]  Use Carnivore by InfoWars Life.
[02:29:55.622 --> 02:29:58.586]  Head to Infowarslife.com and secure your bottle now.
[02:29:59.127 --> 02:30:00.849]  That's Infowarslife.com.
[02:30:01.792 --> 02:30:02.533]  I'm so excited.
[02:30:02.593 --> 02:30:05.114]  The new product at Infowarslife.com.
[02:30:05.354 --> 02:30:10.698]  In a glass bottle, two-month servings, filled to the brim, filled to the absolute top.
[02:30:11.158 --> 02:30:12.159]  The real red pill.
[02:30:12.739 --> 02:30:14.961]  This is a heart and brain pill.
[02:30:15.721 --> 02:30:17.923]  A nootropic that doesn't have any stimulants in it.
[02:30:18.243 --> 02:30:19.464]  But boy, does it stimulate.
[02:30:19.984 --> 02:30:21.045]  Because it's beyond that.
[02:30:21.265 --> 02:30:27.269]  Quite frankly, I just went off what I saw medical doctors prescribing to their patients.
[02:30:27.569 --> 02:30:28.690]  But it wasn't prescription.
[02:30:29.070 --> 02:30:30.011]  But they were charging people $100, $200.
[02:30:32.132 --> 02:30:51.217]  For the formulae, and I came up with our own formula working with some scientists and developers, non-GMO, made right here in America, 120 capsules, and ladies and gentlemen, you add the preglanone to it, which is the precursor to all the hormones that your body has to have to even make the hormones in your glands.
[02:30:51.717 --> 02:30:53.017]  It is amazing!
[02:30:54.418 --> 02:30:59.379]  Red Pill, now available at InfoWarsStore.com, and your purchase fugs the operation.
[02:31:03.607 --> 02:31:06.577]  You heard it here first, and the globalists are already dreading it.
[02:31:07.458 --> 02:31:12.862]  It's the first annual Christmas Spectacular Extravaganza brought to you by InfoWars.
[02:31:13.162 --> 02:31:16.344]  And it's launching Christmas week, leading into Christmas.
[02:31:16.444 --> 02:31:18.265]  You know, Christmas is about Christmas.
[02:31:18.986 --> 02:31:24.670]  And to celebrate this, we've got the biggest sales in the history of InfoWars at infowarsstore.com.
[02:31:25.610 --> 02:31:29.573]  50 to 67% off all our best-selling items and free shipping.
[02:31:29.913 --> 02:31:36.098]  A lot of these items, high-quality supplements, nutraceuticals, Patriot apparel, water filtration, you name it.
[02:31:36.958 --> 02:31:46.461]  ...is loss leader prices right now because I want to celebrate the birth of Jesus Christ and celebrate Western culture and celebrate the resurgence of freedom.
[02:31:46.841 --> 02:31:55.104]  So find out about the mega sales and special broadcasts going on this week only at InfoWars.com forward slash show and InfoWarsStore.com.
[02:31:55.244 --> 02:32:00.566]  Again, it is the Christmas spectacular extravaganza!
[02:32:01.351 --> 02:32:04.896]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[02:32:05.357 --> 02:32:11.405]  Nothing triggers safe space snowflakes more than this slogan and my face.
[02:32:11.625 --> 02:32:14.609]  It is the new t-shirt from InfoWarsStore.com.
[02:32:14.990 --> 02:32:17.954]  Conservatism is the new counterculture.
[02:32:18.174 --> 02:32:21.617]  You've seen how much this triggers the safe space snowflakes.
[02:32:21.958 --> 02:32:23.699]  The left controls culture.
[02:32:23.739 --> 02:32:24.720]  They control arts.
[02:32:24.780 --> 02:32:26.022]  They control entertainment.
[02:32:26.302 --> 02:32:33.409]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[02:32:33.449 --> 02:32:35.851]  We are striking back in the culture war.
[02:32:36.332 --> 02:32:40.215]  This triggers snowflakes like nothing you've ever seen in your life.
[02:32:40.255 --> 02:32:42.317]  You've seen how much they absolutely hate
[02:32:42.938 --> 02:32:48.321]  The image of my face and that particular slogan, conservatism, is the new counterculture.
[02:32:48.561 --> 02:32:54.823]  This t-shirt is not only a conversation starter, it will trigger the holy hell out of leftists.
[02:32:54.884 --> 02:32:56.584]  It will make me incredibly happy.
[02:32:56.744 --> 02:32:57.925]  It's available right now.
[02:32:58.245 --> 02:33:00.786]  Get yours at infowarsstore.com.
[02:33:03.848 --> 02:33:06.489]  You're listening to the Alex Jones Show.
[02:33:27.256 --> 02:33:29.417]  Waging war on corruption.
[02:33:29.877 --> 02:33:36.500]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[02:33:36.520 --> 02:33:52.568]  I was born in the soul of misery And I never had me a name They just give me a number
[02:33:54.441 --> 02:33:59.025]  To have microchip identification devices implanted into their body.
[02:33:59.885 --> 02:34:07.551]  Got a long line of heartache, I carry it well.
[02:34:07.911 --> 02:34:12.314]  The list of lives I've broken reach from here to hell.
[02:34:16.337 --> 02:34:20.360]  Bad luck wind been blowing at my back.
[02:34:20.380 --> 02:34:22.562]  Starting to turn around though, isn't it?
[02:34:25.750 --> 02:34:33.096]  And the spirit of evil, the spirit of disease, wants to keep this nation broken.
[02:34:33.156 --> 02:34:38.340]  They want to continue to suck off of us, the vampires.
[02:34:38.360 --> 02:34:39.541]  They'll just want the money.
[02:34:40.562 --> 02:34:42.444]  They want us poor, so we have to beg to them.
[02:34:42.464 --> 02:34:46.087]  Well, I want to make you rich.
[02:34:46.107 --> 02:34:47.868]  I want to make you spiritually rich.
[02:34:48.797 --> 02:34:49.958]  I want to make you powerful.
[02:34:49.978 --> 02:34:50.979]  I want to make you successful.
[02:34:50.999 --> 02:34:52.019]  I want to make you honorable.
[02:34:52.039 --> 02:34:54.181]  I want to make you close to God.
[02:34:54.201 --> 02:34:56.363]  Because that's what I want.
[02:34:57.403 --> 02:35:02.767]  And see, I'm too... Arrogance is not the word.
[02:35:07.411 --> 02:35:08.371]  But it's a close word.
[02:35:09.472 --> 02:35:12.454]  I'm too arrogant to want to put you down to feel big.
[02:35:13.715 --> 02:35:14.616]  I'm too confident.
[02:35:18.780 --> 02:35:23.105]  I'm too self-assured to want to see you fail.
[02:35:25.808 --> 02:35:29.012]  And then I realized a lot of people want to see other people fail.
[02:35:30.393 --> 02:35:32.256]  They want to make you miserable and stupid.
[02:35:32.296 --> 02:35:33.377]  They enjoy lying to you.
[02:35:33.957 --> 02:35:35.279]  They enjoy screwing you over.
[02:35:35.299 --> 02:35:39.624]  And if you understand that, you understand basically everything.
[02:35:42.705 --> 02:35:49.869]  There are people that'll go out of their way to cheat you rather than successfully make money with you and build a future.
[02:35:52.710 --> 02:35:53.171]  They're evil.
[02:35:54.031 --> 02:35:54.912]  It doesn't make sense.
[02:35:55.012 --> 02:35:58.754]  It'd be better for them just to build, but they cannot help it.
[02:36:00.755 --> 02:36:04.117]  Like Zuckerberg calling his users that trust him, dumb effers.
[02:36:05.697 --> 02:36:12.061]  But his own engineers are coming out and saying, no, we plan to hurt people, and it is hurting people, and it's consciously evil.
[02:36:13.564 --> 02:36:22.909]  You've got, like, a whole bunch of the executives, the former president, the former head of development, coming out saying, man, this is really bad.
[02:36:23.429 --> 02:36:24.550]  And we knew it was bad.
[02:36:28.072 --> 02:36:29.233]  How much more worse is it going to get?
[02:36:34.936 --> 02:36:40.599]  Because they don't want to have one big store you buy everything from so we all move into the future together.
[02:36:42.076 --> 02:36:48.804]  They want one big store like Amazon, they want one big thing like Google, because they got a plan and they're going to make you do it and they think it's funny.
