[00:00:07.577 --> 00:00:08.577]  Paul Watson reports.
[02:21:48.811 --> 02:21:52.933]  He looks like a fifth-year senior at the University of Falling Off a Surfboard.
[02:21:54.156 --> 02:21:54.576]  That's right.
[02:21:54.616 --> 02:21:56.777]  I mean, literally, they say we cannot sell coffee.
[02:21:56.837 --> 02:21:57.317]  It's a fraud.
[02:21:57.857 --> 02:21:59.917]  Wake Up America Patriot Blend Coffee.
[02:21:59.937 --> 02:22:01.338]  Maybe you've had back pain before.
[02:22:01.358 --> 02:22:02.658]  Maybe you've had nerves that were cut off.
[02:22:03.638 --> 02:22:04.618]  This creates tingling.
[02:22:04.638 --> 02:22:06.379]  A lot of people have their feeling come back.
[02:22:06.459 --> 02:22:07.439]  I'm not going to make claims.
[02:22:07.739 --> 02:22:08.679]  This research is true.
[02:22:09.660 --> 02:22:11.480]  Organically based bio PQQ.
[02:22:11.560 --> 02:22:13.780]  And you can only find its ingredients in comets.
[02:22:14.661 --> 02:22:15.741]  Oh, and blueberries.
[02:22:21.188 --> 02:22:23.890]  His products are different than the ones you can find in stores.
[02:22:24.051 --> 02:22:28.034]  It is absolutely in the crystalline form, the strongest, you absorb it.
[02:22:28.494 --> 02:22:32.877]  So, folks, don't go out in the store and get iodine and say, one of the big chains, it'll kill you.
[02:22:33.578 --> 02:22:34.579]  Wow!
[02:22:35.640 --> 02:22:39.403]  I honestly did not know that you could imply your competition kills people.
[02:22:40.552 --> 02:22:45.533]  We sell five different brands of the very best water filtration systems out there.
[02:22:45.553 --> 02:22:46.253]  They're amazing.
[02:22:46.273 --> 02:22:51.335]  They cut out 99.99% of the glyphosate, the herbicides, the pesticides, the fluoride.
[02:22:51.455 --> 02:22:55.076]  Jones is talking about the globalists systematically feminizing us.
[02:22:55.236 --> 02:22:59.757]  Chemicals were being placed in the water to feminize society and reduce the population.
[02:22:59.857 --> 02:23:02.937]  His products are marked up just enough to keep his business going.
[02:23:03.257 --> 02:23:05.218]  Well, the money that's made is pretty much put back in the bank.
[02:23:05.678 --> 02:23:12.284]  In fact, as he frequently tells his audience, he needs them to buy more to keep his truth-telling crusade solvent and growing.
[02:23:13.045 --> 02:23:16.168]  We need to fund ourselves, and we fund ourselves by you buying the products.
[02:23:16.208 --> 02:23:20.472]  We're at a shortfall now because of the massive sustained economic attacks we're under.
[02:23:20.632 --> 02:23:22.453]  I could have sponsors every segment.
[02:23:22.594 --> 02:23:23.094]  I don't do it.
[02:23:23.474 --> 02:23:24.675]  I plug enough to fund things.
[02:23:25.336 --> 02:23:25.736]  Exactly!
[02:23:25.776 --> 02:23:29.418]  It's like an NPR pledge drive for people who hate NPR.
[02:23:29.438 --> 02:23:31.900]  Why not pick up a Bill Clinton rape whistle?
[02:23:31.920 --> 02:23:38.064]  Which, according to Infowars, should be used to let Bill know you're in the crowd and that you know the truth.
[02:23:38.084 --> 02:23:39.064]  That truth, by the way,
[02:23:55.200 --> 02:24:03.866]  Nobody can dispute the fact that we... And by the way, our order came with a free 9-11-was-an-inside-job bumper sticker.
[02:24:13.512 --> 02:24:18.235]  Ladies and gentlemen, during the break, I was made aware of incredible news here.
[02:24:19.056 --> 02:24:21.898]  This is on President Trump's Twitter.
[02:24:23.397 --> 02:24:24.979]  Donald Trump Jr.
[02:24:25.741 --> 02:24:38.659]  tweeted and Eric Trump tweeted the July jobs numbers and the million plus new jobs and a link to Drudge and a screenshot of it.
[02:24:40.561 --> 02:24:48.247]  And Twitter said this is potentially sensitive or hateful material and deleted it and will not let you see it.
[02:24:48.888 --> 02:24:49.949]  It's all starting.
[02:24:50.029 --> 02:24:51.310]  Just what Sarnathich was saying.
[02:24:51.610 --> 02:24:54.772]  The announcements of the censorship on Facebook, Google, Twitter.
[02:24:54.793 --> 02:24:56.614]  We'll put it on screen for TV viewers.
[02:24:56.654 --> 02:24:57.455]  We're retweeting it.
[02:24:58.095 --> 02:24:59.596]  We were able to find the deleted tweet.
[02:25:00.377 --> 02:25:01.558]  People had already screenshotted it.
[02:25:01.598 --> 02:25:02.339]  We can put it on screen.
[02:25:02.679 --> 02:25:05.141]  Go down and tab right there on the bottom of Eric Trump.
[02:25:06.277 --> 02:25:07.237]  I was just doing it during the break.
[02:25:07.478 --> 02:25:08.498]  Just take your cursor.
[02:25:08.538 --> 02:25:08.938]  There it is.
[02:25:08.978 --> 02:25:09.619]  Drudge Report.
[02:25:10.439 --> 02:25:14.741]  Jobs numbers, 209,000 last month, a million plus this year.
[02:25:16.282 --> 02:25:19.483]  Record number, 153 plus million employed.
[02:25:20.143 --> 02:25:21.524]  Economy showing strength.
[02:25:21.844 --> 02:25:24.725]  These are links to AP, Reuters, mainstream news.
[02:25:25.266 --> 02:25:25.786]  Boom!
[02:25:26.646 --> 02:25:34.830]  Twitter says Eric Trump, and now others reportedly, aren't able to share the link to Drudge.
[02:25:36.547 --> 02:25:37.809]  There you go, ladies and gentlemen.
[02:25:38.189 --> 02:25:41.613]  I'm having to show you on our own video streams at InfoWars.com.
[02:25:41.874 --> 02:25:42.234]  Who knows?
[02:25:42.274 --> 02:25:43.316]  YouTube might ban this.
[02:25:43.636 --> 02:25:46.520]  We are not allowed to show you the jobs.
[02:25:47.000 --> 02:25:48.903]  We're not allowed to show you the stock market.
[02:25:49.203 --> 02:25:50.425]  We're not allowed to tell you.
[02:25:52.383 --> 02:25:53.984]  See, first, oh, let us censor Nazis.
[02:25:54.104 --> 02:25:55.304]  Now it's jobs numbers.
[02:25:55.924 --> 02:25:56.724]  They're moving.
[02:25:57.045 --> 02:25:58.285]  They're sharpening their knives.
[02:25:58.485 --> 02:26:00.166]  They're getting ready to overthrow the president.
[02:26:00.446 --> 02:26:03.067]  And they're testing right now to see what they can do.
[02:26:03.247 --> 02:26:09.029]  For months, they won't let positive tweets go to the top of Trump's Twitter feed because he reads those and sees those.
[02:26:09.349 --> 02:26:11.389]  Then was asking people, why does everybody hate me now?
[02:26:11.710 --> 02:26:13.650]  Used to be all this great stuff and great videos.
[02:26:14.350 --> 02:26:16.051]  They said, sir, they're blocking it all to you.
[02:26:17.311 --> 02:26:21.733]  Now they auto-dislike his tweets starting last week to drive them down.
[02:26:24.085 --> 02:26:29.570]  Now they won't let you share Eric Trump's information or Trump Jr.
[02:26:30.031 --> 02:26:33.954]  We're retweeting it all with screenshots right now if they don't want you to see it real Alex Jones.
[02:26:34.335 --> 02:26:35.736]  Retweet it to everybody.
[02:26:36.016 --> 02:26:38.338]  Leanne McAdoo, this is just amazing.
[02:26:39.179 --> 02:26:42.221]  And it shows in this digital world how these big companies can rip people off.
[02:26:42.702 --> 02:26:54.731]  It just came out that Uber manipulates with their drivers how to scam people at certain times and how they use the AI to track where you're at and to know there's no other cars around you or other companies knowing with algorithms how to screw you.
[02:26:55.231 --> 02:26:56.553]  I mean, this is just incredible.
[02:26:56.593 --> 02:26:59.977]  The president must move with antitrust against Twitter now.
[02:27:00.358 --> 02:27:01.279]  Anti-free speech.
[02:27:01.599 --> 02:27:02.881]  Civil rights violations.
[02:27:03.221 --> 02:27:03.702]  Fraud.
[02:27:03.982 --> 02:27:04.903]  Google the same.
[02:27:05.384 --> 02:27:05.964]  Facebook.
[02:27:06.185 --> 02:27:09.649]  Because they're moving and preparing to end America.
[02:27:09.749 --> 02:27:12.092]  Lee Ann, this is incredible!
[02:27:12.352 --> 02:27:18.777]  Where we can't even show people good jobs numbers because the Federal Reserve wants to kill the recovery.
[02:27:18.957 --> 02:27:20.979]  They want to kill our economy.
[02:27:21.019 --> 02:27:23.341]  They want to show that they're such traitors!
[02:27:23.881 --> 02:27:24.682]  Arrest them!
[02:27:24.762 --> 02:27:25.602]  Good God!
[02:27:26.003 --> 02:27:33.829]  What are we going to put up with when they're saying, we're getting ready to kill the President, and we're going to kill his supporters, and we're not going to let you see good jobs numbers?
[02:27:34.569 --> 02:27:42.140]  And the idiot supporters of this are poor, liberal Democrats who Trump's trying to help, but they don't want to be helped, Leanne!
[02:27:42.320 --> 02:27:43.642]  They want to be slaves!
[02:27:44.738 --> 02:27:46.018]  Well, it's just so incredible.
[02:27:46.038 --> 02:27:50.379]  It kind of underscores that it doesn't matter the information that is being shared.
[02:27:50.499 --> 02:27:53.340]  It's the source of the information that's being targeted.
[02:27:53.360 --> 02:27:57.841]  If you're going to share a Drudge Report link, then you're not allowed to do that now.
[02:27:58.161 --> 02:27:59.662]  It's because it's so powerful.
[02:27:59.722 --> 02:28:02.822]  Drudge Report was so powerful and had such an impact on the election.
[02:28:02.982 --> 02:28:04.843]  InfoWars, Mike Cernovich, all of these.
[02:28:05.323 --> 02:28:22.497]  People, we just had the New York Times put out an article about the new right and how they're... Paul Joseph Watson's photo was the big picture there on the New York Times, basically lamenting the fact that they're so powerful on the radio and YouTube, and that the left has not been able to take over these markets.
[02:28:22.798 --> 02:28:30.144]  So we've got to regulate them and then destroy them, ultimately, since the left is unable to gain traction in these markets.
[02:28:30.524 --> 02:28:32.886]  And since the right has, they have to be destroyed.
[02:28:33.466 --> 02:28:39.590]  Watson said that that was an absolute bat signal to YouTube to start the purge when I sent him that article.
[02:28:41.612 --> 02:28:46.475]  Leanne, remember right after the election they got mad, the media did, at
[02:28:47.864 --> 02:28:50.707]  Facebook that had done so much censoring and said, you didn't do enough.
[02:28:50.727 --> 02:28:52.288]  He goes, I promise I'll do more.
[02:28:52.568 --> 02:28:54.450]  Like you're a hero when you do more censorship.
[02:28:54.730 --> 02:28:55.571]  Again, we just joined us.
[02:28:55.872 --> 02:28:56.392]  This in.
[02:28:56.712 --> 02:28:57.233]  Breaking.
[02:28:57.954 --> 02:28:58.614]  Eric Trump.
[02:28:59.455 --> 02:29:00.116]  Donald Jr.
[02:29:00.136 --> 02:29:01.237]  too we're seeing it happen with.
[02:29:01.497 --> 02:29:02.037]  The President.
[02:29:02.077 --> 02:29:09.564]  They're censoring their Twitter and not letting them share drudge links to the good job numbers coming in, saying it's sensitive or hateful.
[02:29:10.245 --> 02:29:16.914]  And I saw another article saying the president's not allowed to talk about the economy and another weird statement saying that's illegal.
[02:29:17.215 --> 02:29:19.678]  Just like he's not allowed to have dinner with Putin at the G20.
[02:29:19.898 --> 02:29:20.639]  That's illegal.
[02:29:20.900 --> 02:29:22.322]  I mean these people are crazy.
[02:29:24.133 --> 02:29:29.877]  And then they actually come out with an article going, huh, looks like Russia and the Cold War is ramping up again.
[02:29:30.077 --> 02:29:30.798]  What happened?
[02:29:31.098 --> 02:29:35.962]  Gee, I wonder if it's been the months and months, nearly a year now, of absolute Russia hysteria.
[02:29:36.302 --> 02:29:42.326]  It's like they're creating all this chaos, and then when a nuke goes off, they're going to go, well, huh, I wonder who pushed that button.
[02:29:42.346 --> 02:29:46.049]  And by the way, Eric, it's not just interesting that they're censoring the job numbers.
[02:29:46.129 --> 02:29:46.750]  It's criminal.
[02:29:47.190 --> 02:29:48.211]  It's unbelievable.
[02:29:48.711 --> 02:29:50.973]  I can't believe how calmly Eric takes all this.
[02:29:52.537 --> 02:29:55.539]  We're on the march, the Empire's on the run.
[02:29:56.459 --> 02:29:59.261]  Alex Jones and the GCN Radio Network.
[02:30:03.784 --> 02:30:12.329]  Of the 30 plus proprietary products that we've developed for Infowarslife.com, which are all amazing, DNA Force is the flagship.
[02:30:12.709 --> 02:30:21.274]  This highly advanced formula has been sold out for close to six months due to a worldwide shortage of the sought after ingredients.
[02:30:21.614 --> 02:30:38.785]  Today I'm very excited to announce that we have received a limited shipment of DNA Force and despite the fact that we have been sold out for close to six months, I'm still discounting it 20% because I want listeners and viewers that haven't tried DNA Force yet to actually get a chance to see how amazing it is.
[02:30:39.065 --> 02:30:52.789]  The secret behind DNA Force is its powerful lineup of patented ingredients like CoQ10, systemic enzymes, NaR lipoic acid, BioPQQ, and many, many others that synergistically work together.
[02:30:53.089 --> 02:31:03.772]  Visit InfoWarsLife.com for yourself and read the hundreds and hundreds and hundreds of third-party outside reviews that are an average of 4.8 stars for DNA Force.
