[00:00:00.009 --> 00:00:00.329]  Tom.
[01:51:10.945 --> 01:51:18.548]  That's the sound of a .44 Magnum and TraumaMaxx, a high-tech hybrid Kevlar bulletproof vest from InfidelBodyArmor.com.
[01:51:18.688 --> 01:51:20.969]  We'll stop it and most pistol rounds.
[01:51:21.169 --> 01:51:25.931]  TraumaMaxx is a major breakthrough in pistol-rated body armor and prices start at just $170 per insert.
[01:51:27.992 --> 01:51:28.813]  More protection.
[01:51:28.913 --> 01:51:29.934]  More stopping power.
[01:51:30.014 --> 01:51:30.914]  More mobility.
[01:51:31.155 --> 01:51:33.076]  And it weighs less than 5 pounds.
[01:51:33.236 --> 01:51:35.718]  Get details at InfidelBodyArmor.com.
[01:51:35.858 --> 01:51:39.181]  That's I-N-F-I-D-E-L-BodyArmor.com.
[01:51:39.642 --> 01:51:41.323]  Do you know about the NSA loophole?
[01:51:41.763 --> 01:51:45.506]  Or maybe you think your law-abiding ways are too boring for them to care about you.
[01:51:46.047 --> 01:51:50.791]  Tell that to the Virginia farmer who was audited by the IRS because of her Tea Party activities.
[01:51:51.391 --> 01:51:56.817]  Or the Texas man who woke up to a SWAT team raid because of online comments he had made about his gun collection.
[01:51:57.078 --> 01:52:00.461]  No, God-fearing Americans like you are in the crosshairs.
[01:52:00.782 --> 01:52:05.828]  Learn how to drop off the government's radar and get off the grid at privacylockdown.com.
[01:52:06.108 --> 01:52:07.850]  That's privacylockdown.com.
[01:52:09.980 --> 01:52:11.841]  You can eliminate inflammation and pain.
[01:52:11.941 --> 01:52:14.322]  You can eliminate constipation or irritable bowels.
[01:52:14.642 --> 01:52:19.145]  You can flatten your tummy without exercises, and you can make your complexion clearer and more youthful.
[01:52:19.445 --> 01:52:21.326]  You can feel good from the inside out.
[01:52:21.626 --> 01:52:31.091]  Find out that as far back as 1749, what was able to reverse one man's death sentence and open up 160 spas to dispense this life-giving food.
[01:52:31.431 --> 01:52:31.711]  Call 866-844-1047.
[01:52:31.751 --> 01:52:31.971]  That's 866-844-1047.
[01:52:39.250 --> 01:52:45.113]  Virtually anyone can hack your cell phone and track your calls, your texts, your emails, your every movement.
[01:52:45.393 --> 01:52:47.154]  But only if they can detect a signal.
[01:52:47.474 --> 01:52:51.156]  Stay one step ahead of hackers and Big Brother with a Blockit Pocket.
[01:52:51.476 --> 01:52:56.818]  A custom-made pocket infused with pure silver that creates a complete Faraday enclosure for your cell phone.
[01:52:57.059 --> 01:53:00.820]  For free shipping to the lower 48, visit BlockitPocket.com or call 888-315-9618.
[01:53:00.940 --> 01:53:01.441]  BlockitPocket.com.
[01:53:01.521 --> 01:53:02.441]  Enhancing health and privacy.
[01:53:08.704 --> 01:53:13.225]  For thousands of years, silver has been used as both a medicine and a preservative.
[01:53:13.506 --> 01:53:14.906]  But not all silver is equal.
[01:53:15.306 --> 01:53:23.469]  Supernatural silver is an amazing new technology that has been clinically shown to be several hundred times more effective than colloidal or ionic silver.
[01:53:23.829 --> 01:53:30.231]  Supernatural silver resonates at the same frequency as germicidal light used in labs to kill bacteria and viruses.
[01:53:30.611 --> 01:53:34.732]  Supernatural silver is a broad-spectrum microbial that creates no resistance
[01:53:34.952 --> 01:53:38.893]  and does not harm beneficial bacteria, making it ideal for daily use.
[01:53:39.373 --> 01:53:45.915]  It can be used internally as well as topically and is highly effective against bacterias, viruses, molds and yeast.
[01:53:46.535 --> 01:53:54.237]  Supernatural Silver liquid and gel are perfect for on-the-go or emergency preparedness and can provide protection at home, school or work.
[01:53:54.797 --> 01:53:58.898]  Go to SupernaturalSilver.com and remember the promo code SILVER2014 for 20% off.
[01:53:58.938 --> 01:53:59.938]  That's SupernaturalSilver.com.
[01:54:02.899 --> 01:54:07.547]  SupernaturalSilver.com Give yourself and your loved ones a fighting chance!
[01:54:20.885 --> 01:54:23.930]  You can run on for a long time.
[01:54:24.591 --> 01:54:26.814]  Run on for a long time.
[01:54:26.834 --> 01:54:29.658]  Run on for a long time.
[01:54:30.379 --> 01:54:32.743]  Sooner or later gotta cut you down.
[01:54:33.364 --> 01:54:35.787]  Sooner or later gotta cut you down.
[01:54:37.944 --> 01:54:40.286]  Go tell that long tongue liar.
[01:54:40.867 --> 01:54:43.108]  Go and tell that midnight rider.
[01:54:43.729 --> 01:54:46.852]  Tell the rambler, the gambler, the backbiter.
[01:54:47.352 --> 01:54:49.754]  Tell him that God's gonna cut him down.
[01:54:50.094 --> 01:54:52.737]  Tell him that God's gonna cut him down.
[01:54:52.777 --> 01:54:54.178]  I want to get into Kentucky.
[01:54:54.398 --> 01:54:55.679]  Stories up on Infowars.com.
[01:54:57.280 --> 01:55:00.203]  The police set up eating while driving checkpoints.
[01:55:00.923 --> 01:55:04.086]  We're going to cover that in a moment, get more into it in the next hour and take your calls.
[01:55:04.106 --> 01:55:14.334]  The toll-free number to join us for first-time callers, again, on this Friday or anybody that tried to call in before and got left on hold at the end of the show, this is your time.
[01:55:14.374 --> 01:55:15.815]  You still count as a first-time caller.
[01:55:16.216 --> 01:55:17.176]  We want to hear from you.
[01:55:17.196 --> 01:55:17.236]  800-259-9231.
[01:55:17.256 --> 01:55:17.316]  1-800-259-9231.
[01:55:26.383 --> 01:55:27.223]  I've got a story here.
[01:55:27.243 --> 01:55:30.425]  Brain implants hold promise of restoring combat memory loss.
[01:55:30.465 --> 01:55:32.946]  See, that's how they're doing all the experimentation publicly.
[01:55:33.206 --> 01:55:34.927]  Oh, we're doing brain implants to help soldiers.
[01:55:35.347 --> 01:55:36.967]  We're putting five-year-olds on Prozac.
[01:55:37.007 --> 01:55:37.728]  It's totally normal.
[01:55:38.668 --> 01:55:41.109]  They just mainline it all how they announce it.
[01:55:41.549 --> 01:55:46.771]  They don't announce it sinisterly, like Martians came to the planet and grabbed troops and put chips in their brains.
[01:55:46.831 --> 01:55:52.094]  No, it's, oh, we're putting chips in to help them after we make them serve seven, eight, nine tours and put them on drugs.
[01:55:52.394 --> 01:55:53.694]  Then we put chips in their brain.
[01:55:53.714 --> 01:55:55.015]  We're going to be talking about that.
[01:55:55.968 --> 01:56:01.269]  Briefly though, ladies and gentlemen, we have added so many incredible items to InfoWarsTore.com.
[01:56:01.710 --> 01:56:10.032]  The ProGun shirts, the Liberty shirts, so you can meet like-minded people and spread the word and inform others.
[01:56:10.972 --> 01:56:17.254]  We fund about 80% of this operation off PrisonPlanet.tv memberships and off folks buying things at the stores.
[01:56:18.479 --> 01:56:32.907]  The books, the videos, the t-shirts, the super high quality nascent iodine, survival shield, the fluoride shield, the super male vitality, the very best spectrum, three different brands of water filters that cut out the fluoride, the glyphosate, you name it.
[01:56:33.007 --> 01:56:40.611]  Pro Pure and the Pro One being the platinum line of that promo code water, 10% off, and when you shop with us,
[01:56:41.852 --> 01:56:44.234]  Already getting the highest quality products at the lowest prices.
[01:56:44.514 --> 01:56:47.657]  We are extremely competitive, in most cases, at the lowest prices.
[01:56:47.977 --> 01:56:55.864]  When you shop with us, the good guys, the white hats, you are literally helping fund the tip of the spear against the globalists.
[01:56:56.804 --> 01:57:00.026]  And we're rising because the tyranny is out in the open.
[01:57:00.606 --> 01:57:02.787]  People are looking for leadership.
[01:57:03.107 --> 01:57:06.649]  We're here to bring people on air as a platform to expose what's happening.
[01:57:07.069 --> 01:57:13.352]  Madein1776.com will take you to the exclusive Made in America apparel that's at InfowarsStore.com.
[01:57:13.773 --> 01:57:15.413]  So, please, check it out.
[01:57:15.453 --> 01:57:17.034]  Try our incredible coffee.
[01:57:17.074 --> 01:57:18.095]  It's my favorite coffee.
[01:57:18.135 --> 01:57:18.875]  Super organic.
[01:57:19.255 --> 01:57:21.436]  Grown in organic volcanic soil in southern Mexico.
[01:57:23.192 --> 01:57:24.153]  Just simply amazing.
[01:57:24.233 --> 01:57:27.135]  Infowarslife.com, Infowarsstore.com.
[01:57:27.415 --> 01:57:31.698]  Let's go out to break with this, and then I'll talk more about it when we come back and go to your phone calls.
[01:57:32.759 --> 01:57:49.711]  Instead of searching for actual criminals, without warrants I should add, Kentucky State Police will be on the lookout for people who eat while they drive as part of Operation Raid, which will include checkpoints targeting distracted drivers, despite the fact that eating while driving is not banned in Kentucky.
[01:57:50.674 --> 01:57:52.657]  Well, they can call that eating while you're distracted.
[01:57:52.917 --> 01:57:56.222]  And distracted drivers are a big issue, but it's the Fourth Amendment.
[01:57:56.282 --> 01:58:01.989]  If you see someone doing their makeup while they're driving or whatever, then you can go give them a ticket.
[01:58:02.009 --> 01:58:04.333]  You don't set up a checkpoint and stop everybody.
[01:58:04.513 --> 01:58:05.955]  This is all federal grants to do this.
[01:58:06.135 --> 01:58:07.277]  Let's go out to break with the clip.
[01:58:07.597 --> 01:58:12.082]  To increase driving safety, Kentucky State Police is starting a new safe driving program.
[01:58:12.583 --> 01:58:19.250]  Operation RAID, standing for Remove Aggressive, Impaired, and Distracted Drivers from Kentucky Roadways.
[01:58:19.270 --> 01:58:21.393]  And they show a car crashing to make it legitimate.
[01:58:21.693 --> 01:58:24.957]  Law enforcement will be more visible and the number of checkpoints will increase.
[01:58:25.457 --> 01:58:28.261]  This program will allow each post to identify target areas.
[01:58:29.033 --> 01:58:31.274]  Not only just texting, but any distracted driving.
[01:58:31.294 --> 01:58:32.715]  That includes eating, drinking.
[01:58:33.235 --> 01:58:35.436]  We're going to be out looking for those people.
[01:58:35.617 --> 01:58:40.139]  You're going to see a major force when it comes time for St.
[01:58:40.179 --> 01:58:42.320]  Patrick's Day weekend.
[01:58:43.561 --> 01:58:48.683]  NHTSA studies show two-thirds of all fatal crashes link to a distracted driver.
[01:58:49.989 --> 01:58:50.950]  Checkpoints, no big deal.
[01:58:50.970 --> 01:58:52.471]  We all need them.
[01:58:52.491 --> 01:58:55.373]  This is American as TSA and checkpoints.
[01:58:56.133 --> 01:58:58.315]  As drones and cancer viruses and vaccines.
[01:58:58.355 --> 01:58:59.155]  Not on the rabble pipe.
[01:58:59.596 --> 01:59:02.337]  Alex Jones here with a message to fellow freedom lovers.
[01:59:02.618 --> 01:59:07.461]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:59:07.641 --> 01:59:14.806]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:59:14.946 --> 01:59:20.349]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:59:20.589 --> 01:59:24.211]  These are items that I did research on, that I personally use.
[01:59:24.611 --> 01:59:29.133]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:59:29.333 --> 01:59:34.536]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:59:34.776 --> 01:59:37.858]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:59:38.018 --> 01:59:40.279]  When Disaster Strikes by Matthew Stein.
[01:59:40.539 --> 01:59:45.082]  Therosafe, used by Homeland Security to protect yourself during any radiological event.
[01:59:45.282 --> 01:59:47.743]  Hand-cranked shortwave AM FM radios.
[01:59:48.183 --> 01:59:55.207]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[01:59:55.387 --> 01:59:56.427]  We're getting prepared.
[01:59:56.668 --> 01:59:57.088]  Are you?
[01:59:57.328 --> 01:59:58.108]  Infowarshop.com.
