[00:01:14.400 --> 00:01:15.821]  Greetings, InfoWarriors.
[02:36:22.067 --> 02:36:24.069]  I don't know if you know that they're not going to make it.
[02:36:24.649 --> 02:36:31.636]  But I know that they're going to wind up in prison with prison sentences three and four times what they should be.
[02:36:32.637 --> 02:36:34.399]  Because this war on drugs is no joke.
[02:36:35.019 --> 02:36:36.241]  I think that that's a false
[02:36:37.600 --> 02:36:40.083]  Message to be given people who feel hopeless.
[02:36:40.443 --> 02:36:43.026]  And notice they don't indict the people that are fake and claim all that.
[02:36:43.487 --> 02:36:50.415]  No, no, they want them out there like a lantern fish has that light to get the little fish to swim over so they can eat them.
[02:36:50.700 --> 02:36:53.923]  Have you ever thought to yourself, why is this person so popular?
[02:36:53.983 --> 02:36:55.404]  Their music sucks.
[02:36:55.945 --> 02:37:00.228]  Well, we all know that the music industry is a machine, a giant machine.
[02:37:00.248 --> 02:37:07.555]  90% of what Americans read, watch, and listen to is controlled by just six media corporations.
[02:37:07.975 --> 02:37:13.157]  Those media companies own and control all of the channels through which an artist becomes popular.
[02:37:13.518 --> 02:37:19.500]  They own the networks, the radio stations, the award shows, the movie studios, the magazines, the cable channels.
[02:37:19.620 --> 02:37:25.703]  Without any regard to their actual talent, a person can be launched into superstardom overnight.
[02:37:26.263 --> 02:37:27.744]  And here's another shocking truth.
[02:37:28.084 --> 02:37:33.627]  The people who own all of the media are the same people who own all of the private prisons.
[02:37:34.127 --> 02:37:45.373]  The prison industrial complex is a booming industry, and just like any industry that needs a constant supply of raw materials to keep up with demand... Sorry guys, we're gonna have to cut in.
[02:37:46.053 --> 02:37:49.755]  We've got some developing... He's done some really great legwork.
[02:37:49.795 --> 02:37:52.916]  Sorry, we're gonna have to cut in here.
[02:37:53.557 --> 02:37:57.099]  We've got some developing news here, actions happening.
[02:37:57.119 --> 02:37:59.400]  This is Joe Biggs' feed.
[02:38:00.460 --> 02:38:01.081]  Can Joe hear us?
[02:38:05.788 --> 02:38:09.171]  Joe, we heard you said they were bringing dogs out.
[02:38:09.191 --> 02:38:10.071]  Have you seen dogs?
[02:38:11.793 --> 02:38:13.514]  Yes, there's dogs out here.
[02:38:13.534 --> 02:38:13.594]  Wow.
[02:38:16.376 --> 02:38:18.017]  Are they attacking people with the dogs?
[02:38:18.658 --> 02:38:21.080]  There's probably like 800 officers out here.
[02:38:21.100 --> 02:38:24.322]  The wind is starting to pick up.
[02:38:26.704 --> 02:38:28.805]  This window is busted out at the fire department.
[02:38:29.486 --> 02:38:29.746]  Yeah.
[02:38:31.307 --> 02:38:32.908]  You're standing in front of the fire department now.
[02:38:33.069 --> 02:38:33.289]  Okay.
[02:38:34.059 --> 02:38:36.040]  Where are more of the protesters at?
[02:38:36.060 --> 02:38:37.100]  Have they left the area?
[02:38:41.161 --> 02:38:42.421]  Yeah, keep your mic in front of you.
[02:38:44.242 --> 02:38:45.242]  I know it's hard to do.
[02:38:50.564 --> 02:38:53.284]  So the protest, they effectively scattered the protest.
[02:38:53.324 --> 02:38:55.845]  There was a shot, I think that was Jake Tapper.
[02:38:55.885 --> 02:38:57.586]  I'm joined now with David Knight.
[02:38:58.146 --> 02:39:02.507]  David, you've analyzed what the prosecutor, was it Robert?
[02:39:03.134 --> 02:39:03.474]  McCullough.
[02:39:03.574 --> 02:39:04.455]  McCullough, yeah.
[02:39:04.915 --> 02:39:12.498]  Yeah, I listened to the announcement, and you know, one of the things that he said, which is something that we hear over and over again, don't listen to anybody but us essentially.
[02:39:12.518 --> 02:39:12.938]  Oh, right, right.
[02:39:13.118 --> 02:39:22.662]  What he said was, social media has gotten into this process, and he goes, they quote, breed suspicion of those who are already disrespectful of the system.
[02:39:23.522 --> 02:39:30.647]  That's exactly the problem, and that is the problem with this hearing, this procedure, the way that this prosecutor, Robert McCullough, proceeded.
[02:39:31.148 --> 02:39:39.093]  What he did was he held an extended grand jury, which is unprecedented, to go for three months, a little bit over three months.
[02:39:39.554 --> 02:39:41.976]  Typically, it's a pro forma process.
[02:39:42.456 --> 02:39:47.680]  They don't need a whole lot of information there, and usually they would have a public trial, a real trial.
[02:39:48.220 --> 02:39:53.003]  Not something that's going to be done secretly, hidden from the public, and that's really the issue.
[02:39:53.023 --> 02:39:54.263]  You know, don't listen to anybody else.
[02:39:54.403 --> 02:39:55.524]  Social media is a problem.
[02:39:55.704 --> 02:39:55.944]  Right.
[02:39:56.765 --> 02:39:56.945]  Oh!
[02:39:56.965 --> 02:39:58.385]  Someone's shooting at us!
[02:39:58.966 --> 02:39:59.086]  Oh!
[02:39:59.126 --> 02:39:59.846]  Something is going on.
[02:39:59.886 --> 02:40:02.388]  Yeah, I just heard Joe say somebody's shooting at him.
[02:40:03.228 --> 02:40:03.488]  Yeah.
[02:40:06.488 --> 02:40:08.809]  David, you're going to be on camera four over here.
[02:40:08.849 --> 02:40:12.130]  Yeah, the problem is that he's talking about the process.
[02:40:12.170 --> 02:40:24.895]  He talked a great deal, Rob, about the process, how they had presented evidence, but then it brings up the question, if this is a prosecutor who is basically not interested in prosecuting, what is the quality of evidence that's being introduced?
[02:40:24.975 --> 02:40:29.617]  Is it evidence that would withstand scrutiny in an adversarial relationship?
[02:40:30.077 --> 02:40:33.279]  But this is a prosecutor who, again, doesn't want an indictment.
[02:40:34.039 --> 02:40:34.801]  Are they getting the truth?
[02:40:34.841 --> 02:40:35.863]  Are they getting the whole truth?
[02:40:35.943 --> 02:40:37.305]  Are they getting nothing but the truth?
[02:40:37.345 --> 02:40:41.834]  And we don't know what evidence they've been given because it is a secret process.
[02:40:41.854 --> 02:40:43.878]  So Fox is guarding the hen house.
[02:40:44.400 --> 02:40:48.663]  And what we have people doing now, what we're seeing is people destroying property.
[02:40:48.683 --> 02:40:51.625]  This is only going to raise property taxes.
[02:40:51.926 --> 02:40:52.106]  Oh yeah.
[02:40:52.126 --> 02:40:56.589]  The people, the business owners there, the residents there, the people who live in that area.
[02:40:57.990 --> 02:41:01.112]  And it hardens people who are predisposed to one side or the other.
[02:41:01.253 --> 02:41:01.433]  Right.
[02:41:01.473 --> 02:41:04.355]  Basically what they're doing is they're pitting black against white.
[02:41:04.375 --> 02:41:08.098]  They're pitting businesses against these people here.
[02:41:08.138 --> 02:41:10.439]  The businesses are going to say we need more police protection.
[02:41:10.459 --> 02:41:11.500]  We need to double down on this.
[02:41:11.540 --> 02:41:12.721]  Look, these guys are rascals.
[02:41:13.962 --> 02:41:16.123]  Boy, it looked like there was somebody there about to light something.
[02:41:16.703 --> 02:41:18.564]  Maybe that was a photographer messing with his camera.
[02:41:19.145 --> 02:41:25.828]  Yeah, as Paul Joseph Watson pointed out in his report, they have scrupulously avoided the clear-cut cases of excessive police abuse.
[02:41:26.168 --> 02:41:38.915]  It was only two months ago that they did not return an indictment on officers who were shown on store footage in Walmart shooting down a man with a toy BB gun in one hand that he was going to buy from Walmart and a phone in the other.
[02:41:39.315 --> 02:41:40.796]  No indictment in that case.
[02:41:40.856 --> 02:41:41.796]  That is an outrage.
[02:41:42.096 --> 02:41:44.137]  That's what people should be outraged about more than this.
[02:41:44.197 --> 02:41:46.597]  There are some ambiguities, certainly, in this case.
[02:41:46.957 --> 02:41:49.918]  And I'm not saying that Officer Wilson was not innocent.
[02:41:50.038 --> 02:41:55.280]  The way they played this thing out, however, was, I believe, calculated to get this kind of result.
[02:41:55.440 --> 02:41:58.921]  It's in their interest to pit different groups against each other.
[02:41:59.181 --> 02:42:02.422]  It was in their interest to do this and stretch it out before the election.
[02:42:02.762 --> 02:42:04.743]  It didn't work then, but it looks like it's working now.
[02:42:04.923 --> 02:42:10.465]  Yeah, you rile a lot of people up and then you come in with the giant police state and people go, this is what we need.
[02:42:10.485 --> 02:42:12.145]  Because look, now they stopped it.
[02:42:12.485 --> 02:42:12.725]  Yeah.
[02:42:12.745 --> 02:42:14.806]  But this is only going to continue.
[02:42:14.946 --> 02:42:20.228]  And then there's never a real examination as do we need this many police officers?
[02:42:20.268 --> 02:42:22.228]  Do we need this much police force?
[02:42:22.468 --> 02:42:27.270]  Why are we training cops on a shoot first mentality, on an empty the clip mentality?
[02:42:28.170 --> 02:42:30.411]  Let's say that, yeah, this shoot first mentality...
[02:42:30.931 --> 02:42:31.352]  Absolutely.
[02:42:31.492 --> 02:42:34.795]  The shoot first mentality is not something that we're coming up with.
[02:42:34.875 --> 02:42:37.578]  That's what a police instructor at New Mexico Police Academy said.
[02:42:37.638 --> 02:42:43.344]  He said in this new curriculum that they were putting in earlier this year, he said this is a shoot first curriculum.
[02:42:43.444 --> 02:42:44.245]  I will not teach it.
[02:42:44.285 --> 02:42:44.846]  They said fine.
[02:42:45.206 --> 02:42:45.366]  Go.
[02:42:46.047 --> 02:43:13.029]  And of course in New Mexico that's one of the places where it's the most egregious especially Albuquerque police force has more higher per capita number of shootings than anywhere else in the country by a large margin higher than New York City anywhere and of course in that area they just even though they're under supposedly under investigation by the federal government we know the federal government's the ones that are pushing this kind of rules of engagement supposedly they're investigating them at the same time they've just uh...
[02:43:13.749 --> 02:43:18.233]  Came up with a new curriculum that they're going to offer to the Albuquerque Police Department called Killology.
[02:43:18.953 --> 02:43:21.495]  How to survive before, after, and during.
[02:43:21.515 --> 02:43:22.856]  That sounds loving.
[02:43:23.157 --> 02:43:23.617]  Exactly.
[02:43:23.737 --> 02:43:29.882]  And talking about how encouraging officers to see themselves perpetually in a war zone.
[02:43:30.402 --> 02:43:31.583]  And this is what we're seeing right here.
[02:43:31.623 --> 02:43:33.965]  They train for this, this is what they're going to move to.
[02:43:34.045 --> 02:43:38.469]  And we're the terrorists, we're the insurgents, we're the people that they need to be afraid of.
[02:43:40.478 --> 02:43:42.440]  You guys are doing some editing magic in there.
[02:43:43.642 --> 02:43:45.924]  Are we back on, is this Joe's feed?
[02:43:46.525 --> 02:43:47.606]  On Skype?
[02:43:47.706 --> 02:43:47.966]  Okay.
[02:43:48.447 --> 02:43:53.432]  Have we been able to get Jakari's feed back?
[02:43:54.734 --> 02:43:56.976]  We still haven't gotten Jakari's feed back up.
[02:43:58.498 --> 02:43:59.939]  We're trying to get the phone to turn on.
[02:44:01.767 --> 02:44:06.772]  But yeah, I know you're under fire, I know you guys are under duress right now, and it's not the easiest situation.
[02:44:08.594 --> 02:44:11.376]  But you guys are doing a great job, and we appreciate you being out there.
[02:44:11.396 --> 02:44:19.644]  I know you guys got a lot of fans throughout the country, throughout the world now, who are watching this stuff and learning as you go.
[02:44:19.664 --> 02:44:24.769]  You guys even talked about earlier, nobody put out this report.
[02:44:24.889 --> 02:44:26.390]  We're the only ones to do this report.
[02:44:26.490 --> 02:44:29.231]  Army Special Forces in Ferguson for verdict.
[02:44:29.291 --> 02:44:30.632]  And we put out the video.
[02:44:31.072 --> 02:44:35.854]  It was called Secret Army Guards Missouri Courthouse.
[02:44:36.494 --> 02:44:37.855]  Nobody was putting this stuff out.
[02:44:38.135 --> 02:44:41.277]  I mean, nobody wants... You won't get this from the mainstream media.
[02:44:41.977 --> 02:44:46.142]  You know, they would run cover for any group like this, going, oh, don't pay attention to them.
[02:44:46.462 --> 02:44:48.044]  There's no contractors in the area.
[02:44:48.084 --> 02:44:49.225]  Why would we have contractors?
[02:44:50.346 --> 02:44:52.308]  We're a group that puts this information out.
[02:44:52.588 --> 02:44:53.650]  And we'll gladly put it out.
[02:44:53.910 --> 02:44:54.851]  Because people need to know.
[02:44:55.091 --> 02:45:00.417]  People need to know that every once in a while, cops do go out there and provocateur stuff like this.
[02:45:00.757 --> 02:45:04.601]  But of course, as we hear from the prosecutor, they were the only ones who had the facts.
[02:45:04.621 --> 02:45:06.182]  They were the only ones who had the evidence.
[02:45:06.302 --> 02:45:12.669]  Anybody in social media is essentially dangerous because they're feeding a narrative out there that causes people to distrust the police.
[02:45:13.029 --> 02:45:18.534]  The procedures that they did doing this in secret is what's causing people to distrust the police.
[02:45:18.634 --> 02:45:21.177]  Changing their story constantly is causing people to distrust them.
[02:45:21.377 --> 02:45:24.739]  Right here where the fire department is, you can see that there's been damage to the building.
[02:45:25.499 --> 02:45:33.344]  Also, people are running up the road away from the police now, but people have started mobilizing, getting in their cars and moving to different areas.
[02:45:33.684 --> 02:45:38.947]  That's why a lot, you can hear the police officers saying that there's buildings being broken into and things like that.
[02:45:39.307 --> 02:45:43.970]  So we're just keeping an eye on what's going on right now and bringing you guys updates as they happen.
[02:45:44.190 --> 02:45:46.131]  Once again, I'm Joe Figgs with InfoWars.com.
[02:45:47.133 --> 02:45:48.514]  I think Joe just filed a report.
[02:45:48.915 --> 02:45:51.337]  I think Joe has just filed a report.
[02:45:51.377 --> 02:45:51.937]  There you go.
[02:45:52.057 --> 02:45:55.981]  Hey Joe, what happened to those people that got down in front of the police Tiananmen Square style?
[02:45:57.122 --> 02:45:57.803]  What happened to that?
[02:45:57.843 --> 02:45:58.283]  Could you see?
