[00:00:00.109 --> 00:00:00.669]  Network.
[02:19:51.552 --> 02:19:52.913]  Ladies and gentlemen, I'm Alex Jones.
[02:19:52.933 --> 02:19:55.073]  Catherine Albrecht is our guest in studio.
[02:19:55.494 --> 02:19:58.214]  We'll be right back on the other side of this quick break.
[02:19:58.514 --> 02:20:00.255]  And your phone calls are coming up as well.
[02:20:02.074 --> 02:20:03.115]  Hi, this is Ted Anderson.
[02:20:03.195 --> 02:20:07.519]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[02:20:07.679 --> 02:20:13.303]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[02:20:13.403 --> 02:20:16.746]  Gold has outperformed paper investments, yet no word about IRAs.
[02:20:16.986 --> 02:20:19.548]  If you would like to have gold for your retirement, call 800-686-2237.
[02:20:19.648 --> 02:20:24.472]  Don't get left behind by rising inflation and low returns.
[02:20:24.612 --> 02:20:24.853]  Call 800-686-2237.
[02:20:24.893 --> 02:20:26.234]  Secure your future and call 1-800-686-2237.
[02:20:32.018 --> 02:20:35.240]  How can you save a ton of money and prepare for emergencies?
[02:20:35.640 --> 02:20:38.542]  By having your own in-home freeze dryer from Harvest Rite!
[02:20:38.862 --> 02:20:42.504]  Now you can cut down on wasted food by freeze drying your leftovers!
[02:20:42.864 --> 02:20:43.425]  That's right!
[02:20:43.585 --> 02:20:51.689]  Create your own long-term food storage by freeze drying your own fruits, meats, vegetables, even complete meals with the Harvest Rite in-home freeze dryer!
[02:20:52.049 --> 02:20:54.471]  Imagine the savings and the peace of mind!
[02:20:54.831 --> 02:20:59.774]  See how the amazing Harvest Rite freeze dryer works at HarvestRite.com!
[02:21:01.537 --> 02:21:07.885]  By now you may know that a Bitcoin is the first decentralized currency that's easily transferred from person to person over the internet.
[02:21:08.206 --> 02:21:09.067]  No bank needed.
[02:21:09.327 --> 02:21:12.932]  This means lower fees and accounts can never be frozen, limited, or closed.
[02:21:13.212 --> 02:21:16.716]  Plus, a large number of businesses and merchants already accept Bitcoins.
[02:21:17.057 --> 02:21:20.181]  And Bitcoins are easily exchanged for dollars, euros, and more.
[02:21:20.601 --> 02:21:29.047]  If you're interested in making money in the Bitcoin market right away, and by right away we mean start making money today, please visit us at CloudHashing.com.
[02:21:29.367 --> 02:21:36.212]  CloudHashing.com is one of the fastest growing Bitcoin miners in the world, delivering the highest profits to people just like you.
[02:21:36.452 --> 02:21:42.236]  To get started, join us at CloudHashing.com and you will start mining Bitcoins right away and get paid daily.
[02:21:42.416 --> 02:21:43.316]  You heard correctly.
[02:21:43.576 --> 02:21:45.818]  You will receive payments every single day.
[02:21:46.078 --> 02:21:46.919]  And the best part?
[02:21:47.079 --> 02:21:50.281]  You do not need a computer or need any experience in mining Bitcoins.
[02:21:50.561 --> 02:21:52.101]  It's perfect for everyone.
[02:21:52.301 --> 02:21:56.502]  Learn more at cloudhashing.com, just like it sounds, cloudhashing.com.
[02:21:56.782 --> 02:21:59.923]  Start making money today at cloudhashing.com.
[02:22:00.743 --> 02:22:05.544]  It seems that everywhere you turn to these days, people are talking about the health benefits of silver.
[02:22:05.884 --> 02:22:08.565]  But don't be fooled into believing all silver is the same.
[02:22:09.025 --> 02:22:14.846]  Only one silver solution has been clinically shown to be hundreds of times stronger than colloidal or ionic silver.
[02:22:15.146 --> 02:22:16.928]  That's Supernatural Silver.
[02:22:17.349 --> 02:22:22.114]  It can be used internally as a powerful immune system enhancer to fight off bacteria and viruses.
[02:22:22.434 --> 02:22:26.819]  Supernatural Silver can be used topically to treat any type of wound or skin issue.
[02:22:27.240 --> 02:22:30.503]  It's even gentle enough to be used on the ears, eyes, and sinuses.
[02:22:30.844 --> 02:22:35.289]  And unlike harsh drugs and antibiotics, Supernatural Silver has no side effects.
[02:22:35.669 --> 02:22:40.173]  Available as a liquid or a gel that you can use every day to stay healthy and well.
[02:22:40.513 --> 02:22:46.137]  To experience outstanding customer service and to place your order, visit SupernaturalSilver.com.
[02:22:46.638 --> 02:22:50.621]  Use the promo code SILVER2014 for 20% off your entire order.
[02:22:50.861 --> 02:22:55.064]  Give yourself and your loved ones a fighting chance with Supernatural Silver.
[02:22:55.364 --> 02:22:57.746]  Only at SupernaturalSilver.com.
[02:22:58.086 --> 02:22:59.427]  SupernaturalSilver.com.
[02:23:01.542 --> 02:23:03.103]  Time and time again.
[02:23:03.483 --> 02:23:05.964]  You need to come here and help us.
[02:23:06.064 --> 02:23:07.124]  We need assistance.
[02:23:07.504 --> 02:23:08.064]  Please!
[02:23:08.324 --> 02:23:11.626]  Those we should be able to depend on let us down.
[02:23:11.906 --> 02:23:17.988]  Federal and state and local officials saying help is on the way while the folks here in Bell Harbor say show me.
[02:23:18.288 --> 02:23:20.630]  Don't depend on the government to save you.
[02:23:20.810 --> 02:23:27.154]  Take action now so that you're prepared for the next disaster with MyPatriotsupply.com.
[02:23:27.454 --> 02:23:39.762]  Get the best prices on storable food, non-GMO seeds, water filtration devices, home canning equipment, survival and self-reliance books, and more at MyPatriotsupply.com.
[02:23:39.782 --> 02:23:40.123]  Call 866-229-0927.
[02:23:40.303 --> 02:23:42.724]  We are hurting down here and we need help.
[02:23:47.088 --> 02:23:47.929]  Immediately!
[02:23:47.989 --> 02:23:52.335]  Before it's time to survive, it's time to prepare.
[02:23:52.776 --> 02:23:57.142]  MyPatriotSupply.com MyPatriotSupply.com
[02:24:07.624 --> 02:24:20.389]  The future has been charted by the technocrats.
[02:24:20.409 --> 02:24:21.570]  They've written books on it.
[02:24:21.610 --> 02:24:23.350]  It's not a very pretty place they're taking us.
[02:24:23.610 --> 02:24:25.471]  When they mean business.
[02:24:25.671 --> 02:24:28.432]  We have to decide that we can take control of our own destiny.
[02:24:29.453 --> 02:24:30.733]  And promote individualism.
[02:24:31.113 --> 02:24:33.094]  People aren't going to want to join the New World Order.
[02:24:33.554 --> 02:24:35.175]  So they need to socially control us.
[02:24:36.510 --> 02:24:39.671]  But it's illegitimate for them to say that we basically have to do what they want.
[02:24:40.932 --> 02:24:41.392]  It's a fraud.
[02:24:41.432 --> 02:24:42.172]  It's called slavery.
[02:24:42.912 --> 02:24:50.875]  So how do we decide to build a future for humans that's better and more civilized and happier, rather than a future that doesn't have humans?
[02:24:51.476 --> 02:24:59.839]  As Bill Joy wrote, Why the Future Doesn't Need Us for Wired Magazine, now 15 years ago, and said, the elite have pretty much decided to kill everybody.
[02:25:00.754 --> 02:25:04.056]  And that's what you're getting at, is that the robots are here.
[02:25:04.096 --> 02:25:06.238]  It is the rise of the machines.
[02:25:07.419 --> 02:25:08.399]  Catherine, break that down.
[02:25:08.660 --> 02:25:16.765]  Well, so it's funny, even as I'm getting on the airplane to come here, I'm flying United, and instead of the gate agent taking my ticket and putting it on the scanner, there's now a machine.
[02:25:16.905 --> 02:25:20.348]  And I'm thinking, well, why pay a human if you can put in a machine?
[02:25:20.428 --> 02:25:23.270]  I mean, that's going to be the attitude on everything they can automate, they will.
[02:25:23.950 --> 02:25:27.912]  We would see the same thing in all the cash registers if we hadn't said, what's this self-checkout garbage?
[02:25:27.932 --> 02:25:28.432]  I don't want that.
[02:25:28.852 --> 02:25:32.474]  So they really are moving towards replacing humans with machines.
[02:25:32.874 --> 02:25:35.895]  And I had an interesting experience recently in Waltham, Massachusetts.
[02:25:35.995 --> 02:25:39.837]  I was actually there for a big engineering conference and...
[02:25:41.077 --> 02:25:41.938]  One thing led to another.
[02:25:42.018 --> 02:25:46.662]  The guy who drove me to a television appearance, I asked him, who's the most famous person you've ever driven?
[02:25:46.802 --> 02:25:49.384]  And he says, well, the CEO of Google, Eric Schmidt.
[02:25:50.105 --> 02:25:51.426]  He was sitting right here where I'm sitting.
[02:25:51.446 --> 02:25:52.407]  He's like, yeah.
[02:25:52.807 --> 02:25:55.529]  And I said, what in the world was Eric Schmidt doing in Massachusetts?
[02:25:55.569 --> 02:25:59.333]  He said, well, he was going to see Boston Dynamics, where they make the robots.
[02:25:59.793 --> 02:26:00.613]  And I said, you're kidding me.
[02:26:00.633 --> 02:26:04.874]  He said, yeah, no, in fact, it's right next to your hotel, literally next door to my hotel.
[02:26:04.914 --> 02:26:09.835]  So I was sleeping in a hotel within a half a block of Big Dog and all of its companions.
[02:26:10.195 --> 02:26:13.056]  So I just cruised on over and introduced myself and walked in the door.
[02:26:13.076 --> 02:26:19.497]  And there literally standing there was a whole array in their reception area of the Big Dog robots.
[02:26:19.897 --> 02:26:22.798]  And what they envision, of course, is this company's now been bought by Google.
[02:26:22.998 --> 02:26:28.642]  And you have to ask yourself, what in the world is Google buying military robots that were developed by the Defense Department?
[02:26:29.242 --> 02:26:31.444]  Why does a search engine need that kind of stuff?
[02:26:31.864 --> 02:26:34.946]  You know, these things can run through the woods, they can hunt people down, it's kind of crazy.
[02:26:35.327 --> 02:26:37.968]  So I think it's sort of a one-two punch.
[02:26:38.028 --> 02:26:44.433]  There's the military sort of robot control aspect on the one side where they rule you through technological power and surveillance.
[02:26:44.773 --> 02:26:52.035]  But I think the other side people need to think a little bit more about is that they're getting us to voluntarily pay for the privilege of being tracked.
[02:26:52.415 --> 02:26:54.095]  So 20th century tyranny.
[02:26:54.576 --> 02:26:57.676]  It was Pol Pot killing a quarter of Cambodia in five years.
[02:26:57.896 --> 02:27:01.237]  It was Mao Tse-Tung killing 200 million Chinese.
[02:27:01.597 --> 02:27:05.678]  It was Joseph Stalin killing 60 million of his own citizens and ruling by terror.
[02:27:05.779 --> 02:27:07.379]  So everybody in those countries was afraid.
[02:27:07.839 --> 02:27:09.300]  But there's a little bit of a problem.
[02:27:09.320 --> 02:27:11.120]  When you have people afraid, they want to take you down.
[02:27:11.200 --> 02:27:12.081]  They want to depose you.
[02:27:12.101 --> 02:27:12.941]  They want to get rid of you.
[02:27:13.381 --> 02:27:34.049]  And so they've figured out a new way in the 21st century, which is to make us look to them for protection, look to them to save us, and then get us to voluntarily, instead of at a point of a gun, say you have to carry a tracking device 24-7, they say here, pay us six, seven, eight hundred bucks and we'll give you a tracking device that has music and games and all this addictive stuff on it.
[02:27:34.409 --> 02:27:39.055]  It's total social programming, premeditated, on record.
[02:27:39.075 --> 02:27:42.238]  And again, it's not that we're having automation because it's good.
[02:27:42.319 --> 02:27:48.266]  It's being done to replace us so that humans aren't making decisions at the micro level.
[02:27:48.666 --> 02:27:49.787]  It's all centralized.
[02:27:49.908 --> 02:27:50.809]  That's the problem.
[02:27:51.169 --> 02:27:55.614]  Right, and what's going to come next, see, because they're trying to figure out how do we get into people's homes?
[02:27:55.674 --> 02:28:01.381]  How do we get, see, the invisible thing that they can't track and surveil is what you say to your spouse over breakfast.
[02:28:01.401 --> 02:28:02.462]  Well, that's what Gates said.
[02:28:02.542 --> 02:28:06.527]  It's Kinect that can look through your walls, listens to you, knows your face scan.
[02:28:06.747 --> 02:28:12.734]  Right, so both Apple right now and Google are in an arms race to figure out which one is going to be the first to automate your home.
[02:28:13.234 --> 02:28:19.041]  And if you ever watch Star Trek, the original, you know, the computer's there and they would say, hey computer, plot a course for Orion 7.
[02:28:19.381 --> 02:28:21.063]  And the computer was always listening.
[02:28:21.684 --> 02:28:24.485]  And then the computer would say, you know, yes, Captain, blah, blah, blah.
[02:28:25.065 --> 02:28:26.405]  They want to do that in your home.
[02:28:26.845 --> 02:28:36.248]  And instead of making it seem that they're watching, tracking, surveilling, camera monitoring you, they instead want to make it seem like you're going to have all this new control over your home.
[02:28:36.268 --> 02:28:43.030]  But the reality, if you put cameras into your home, then they're going to use that the same way they've used everything else they've used to track us.
[02:28:43.210 --> 02:28:45.150]  It's like your house being run off a smartphone.
[02:28:46.291 --> 02:28:48.471]  It's literally like making your house glass.
[02:28:49.171 --> 02:28:50.592]  And they're advertising it everywhere.
[02:28:51.781 --> 02:28:58.207]  Even for poor people, put your house on this, and if you go look at new houses in Austin, they've all got smart systems.
[02:28:58.608 --> 02:29:01.991]  And it's like, it's a $20,000 system, part of the price, don't you want it?
