[00:00:00.229 --> 00:00:00.590]  Call 888-253-3139.
[01:58:27.100 --> 01:58:30.721]  And just getting into GMO, Monsanto has so much pull, they can shut everything down.
[01:58:30.761 --> 01:58:34.482]  They've falsified FDA quotes in California to defeat GMO, labeling bills.
[01:58:34.602 --> 01:58:35.602]  It's total insanity.
[01:58:35.982 --> 01:58:38.183]  We have to fight for our right to actually be able to speak.
[01:58:38.783 --> 01:58:39.363]  Hang on.
[01:58:39.423 --> 01:58:41.684]  We're coming up to a break, but I want you to stay here.
[01:58:41.704 --> 01:58:43.605]  We're going to talk about this one more segment, Anthony.
[01:58:43.705 --> 01:58:46.746]  And then in the next hour, we're going to be talking to Kathleen Willey.
[01:58:47.367 --> 01:58:49.968]  You know, they want to know where you're getting your source of information.
[01:58:49.988 --> 01:58:51.228]  They want to be able to attack people.
[01:58:51.248 --> 01:58:52.709]  We've seen this happen over and over again.
[01:58:57.110 --> 01:59:00.832]  This is GCN, the Genesis Communications Radio Network.
[01:59:04.170 --> 01:59:05.010]  The facts are in.
[01:59:05.210 --> 01:59:06.331]  The studies are legion.
[01:59:06.611 --> 01:59:13.973]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[01:59:14.113 --> 01:59:17.594]  So why are the social engineers adding it to the water?
[01:59:17.954 --> 01:59:18.334]  Simple.
[01:59:18.514 --> 01:59:22.935]  Dumb down the host population that the parasitic technocracy is feeding on.
[01:59:23.235 --> 01:59:26.456]  We may not have been able to get fluoride out of the water supply yet.
[01:59:26.656 --> 01:59:28.698]  But we can help to get it out of our bodies.
[01:59:28.939 --> 01:59:34.304]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield Formulation.
[01:59:34.645 --> 01:59:44.956]  Using six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[01:59:45.276 --> 01:59:49.519]  Let's take a stand against the Globalist by blocking their poisons with Fluoride Shield.
[01:59:49.860 --> 01:59:51.701]  I use Fluoride Shield every day.
[01:59:52.001 --> 01:59:57.306]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[01:59:57.566 --> 02:00:01.809]  Let's start cleansing our bodies now and support the Info War at the same time.
[02:00:01.969 --> 02:00:03.851]  That's InfoWarsLife.com.
[02:00:07.173 --> 02:00:09.135]  Waging war on corruption.
[02:00:09.575 --> 02:00:12.378]  Alex Jones on the GCM Radio Network.
[02:00:19.062 --> 02:00:19.702]  Big Brother.
[02:00:20.363 --> 02:00:21.403]  Mainstream media.
[02:00:22.144 --> 02:00:23.244]  Government cover-ups.
[02:00:23.905 --> 02:00:24.705]  You want answers?
[02:00:25.465 --> 02:00:26.386]  Well, so does he.
[02:00:27.026 --> 02:00:30.668]  He's Alex Jones on the GCN Radio Network.
[02:00:31.229 --> 02:00:35.271]  And now, live from Austin, Texas, Alex Jones.
[02:00:38.248 --> 02:00:41.231]  Welcome back to the Alex Jones Show on this Monday, March 3rd, 2014.
[02:00:41.711 --> 02:00:46.095]  I'm David Knight, filling in for Alex, and I have Anthony Gucciardi in studio with me.
[02:00:46.575 --> 02:01:00.406]  We've been talking about the amazing revelations of the FDA wanting to monitor social media chatter so they can more effectively propagandize you, and we've also talked about the FDA spying on whistleblowers.
[02:01:01.147 --> 02:01:02.868]  Pointing out dangerous devices.
[02:01:02.948 --> 02:01:03.969]  So what does the FDA do?
[02:01:04.410 --> 02:01:13.356]  Well, they do things like record everything that they're doing on the internet, taking pictures of them with their computer, then using that to destroy the person's character.
[02:01:14.077 --> 02:01:16.639]  And we've got coming up in the next segment, Kathleen Willey.
[02:01:17.199 --> 02:01:20.940]  Someone who blew the whistle on Bill Clinton's sexual misconduct.
[02:01:21.460 --> 02:01:23.121]  Same things happened to her.
[02:01:23.161 --> 02:01:27.602]  They went after her as well as all the other women who made allegations, tried to destroy them.
[02:01:27.723 --> 02:01:28.763]  She's going to be talking about that.
[02:01:28.823 --> 02:01:36.505]  She's very concerned about that as we see Hillary Clinton apparently the frontrunner for the Democrats in 2016.
[02:01:36.585 --> 02:01:37.706]  But getting back to the FDA,
[02:01:38.406 --> 02:01:42.788]  We were just talking about garlic and the efficacy and the safety of that.
[02:01:42.808 --> 02:01:47.250]  It doesn't come with a long flyer talking about all these amazing side effects.
[02:01:47.290 --> 02:01:52.693]  Maybe if they had a flyer, the only side effect I can think of with garlic might be a possible bad breath or something.
[02:01:52.813 --> 02:01:53.873]  That's easily corrected.
[02:01:55.054 --> 02:01:57.955]  The average of side effects for pharmaceutical drugs is about 70.
[02:01:58.195 --> 02:01:59.336]  It can go up to about 500.
[02:01:59.796 --> 02:02:04.498]  Now, the thing is, I'm not against entirely Western medicine.
[02:02:04.518 --> 02:02:06.579]  I mean, it has its powerful implications.
[02:02:06.619 --> 02:02:11.521]  If you go and get in a car accident, you don't want to go to India and have someone, you know, administer tinctures to you.
[02:02:11.881 --> 02:02:13.722]  You want someone to immediately give you surgery.
[02:02:14.122 --> 02:02:15.402]  So there's many, many benefits.
[02:02:15.422 --> 02:02:16.363]  And I have MD friends.
[02:02:16.383 --> 02:02:19.184]  In fact, I was just speaking to one yesterday, or a couple days ago.
[02:02:19.824 --> 02:02:27.668]  And he was telling me, you know, we're so pressured to give antibiotics to everyone that comes in the door with a cold, which is a virus, or a flu from a virus.
[02:02:28.429 --> 02:02:31.690]  The antibiotics obviously don't do anything against viruses.
[02:02:32.051 --> 02:02:40.815]  But he was saying we're told from the higher-ups in the medical establishment to just give them antibiotics so they feel better mentally and they feel like we've done something.
[02:02:40.915 --> 02:02:46.378]  He said some people, in fact, will insist for antibiotics when they know they have a cold or they'll leave.
[02:02:46.959 --> 02:02:47.959]  It's total chaos.
[02:02:47.999 --> 02:02:48.780]  And he was telling me
[02:02:49.660 --> 02:02:51.661]  One of the things he likes to do is take elderberry.
[02:02:52.101 --> 02:02:54.542]  But when he tells people that, they think it's quack science.
[02:02:54.842 --> 02:02:56.823]  This is a guy with an MD that studied this.
[02:02:56.843 --> 02:03:08.248]  You know, this is a guy that really knows what he's talking about in many ways, looking at this, saying, hey, you know, I was checking out Natural Society, I was checking out InfoWars, all the stuff, he's a huge fan, saying, you know, vitamin C seems like really to be the answer.
[02:03:08.548 --> 02:03:10.649]  And it's funny, because we're not even pushing garlic.
[02:03:10.689 --> 02:03:13.470]  I just was reading one study where garlic trumped antibiotics.
[02:03:13.510 --> 02:03:15.450]  I mean, we could talk for six hours about anything.
[02:03:15.491 --> 02:03:17.771]  We could talk about turmeric, iodine, garlic, any of it.
[02:03:18.192 --> 02:03:18.772]  All of it's great.
[02:03:19.332 --> 02:03:20.993]  All of this is magnificent in many ways.
[02:03:21.053 --> 02:03:23.254]  It's killing cancer cells, destroying viruses.
[02:03:23.594 --> 02:03:24.334]  It's all there.
[02:03:24.835 --> 02:03:25.315]  You know what I mean?
[02:03:25.655 --> 02:03:27.016]  It just happens to be garlic.
[02:03:27.236 --> 02:03:33.219]  And one of the radio producers was telling me this awesome story about how he took garlic for a serious tooth infection.
[02:03:33.239 --> 02:03:36.180]  In fact, if he wants to get on the mic, he could share that with everyone.
[02:03:36.420 --> 02:03:37.001]  Yeah, absolutely.
[02:03:37.421 --> 02:03:37.941]  CJ here.
[02:03:38.041 --> 02:03:43.784]  I had actually taken garlic for a bad toothache that was related to a root infection.
[02:03:44.705 --> 02:03:51.993]  Because I'd read about the Army using garlic as a antibiotic substitute in the field when penicillin wasn't available.
[02:03:53.116 --> 02:03:54.556]  And I'd take a couple of cloves a day.
[02:03:55.116 --> 02:04:01.818]  Within about three days, the swelling went down, pain went away, and the only side effect was garlic breath.
[02:04:02.218 --> 02:04:02.978]  Wow, exactly.
[02:04:03.238 --> 02:04:12.499]  Well, you know, we're going to be on our own because they have announced quite publicly and repeatedly, especially last fall, that they're no longer going to do any more antibiotic research.
[02:04:12.880 --> 02:04:20.841]  They've put out these antibiotics, they've given them, so broadly given them, giving them to cattle, to the animals in the food chain, that
[02:04:21.421 --> 02:04:25.784]  Now there's a large immunity to the existing antibiotics, and they are radically cutting down the supply.
[02:04:25.804 --> 02:04:32.929]  I know my wife had a prescription that she wanted to get renewed for antibiotics, and the price had skyrocketed.
[02:04:33.029 --> 02:04:38.792]  It was what had been about a $5 prescription was now $200 or $300, and you couldn't even get it.
[02:04:38.852 --> 02:04:44.236]  Even if you wanted to pay that kind of money, you couldn't get it, and it was a generic.
[02:04:44.656 --> 02:04:45.376]  They were cutting it back.
[02:04:45.436 --> 02:04:45.977]  Just amazing.
[02:04:46.097 --> 02:04:58.382]  Instead of fixing it and looking into garlic, looking into all of this, looking into real things that kill the bad bacteria, they're going to instead just push executive orders to do more antibiotics, more wide-spectrum antibiotics that push superbugs and all of it.
[02:04:58.402 --> 02:04:59.783]  It's total chaos, but we are winning.
[02:04:59.823 --> 02:05:00.503]  We can achieve this.
[02:05:00.563 --> 02:05:01.364]  Push the information out.
[02:05:01.764 --> 02:05:02.124]  Thank you.
[02:05:02.304 --> 02:05:04.205]  Anthony Gucciardi, thank you for the information.
[02:05:04.705 --> 02:05:05.825]  Very important information.
[02:05:06.125 --> 02:05:08.166]  We're going to be right back with Kathleen Willey.
[02:05:08.586 --> 02:05:13.008]  She's going to tell us about the personal attacks about what she thinks is a war on women.
[02:05:13.188 --> 02:05:13.668]  Stay tuned.
[02:05:14.028 --> 02:05:16.869]  Hi folks, Alex Jones here with some important information.
[02:05:17.129 --> 02:05:20.350]  I want to tell you about Matt Redhawk and his team of patriots.
[02:05:20.530 --> 02:05:20.770]  We're good.
[02:05:38.877 --> 02:05:44.581]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[02:05:44.821 --> 02:05:47.603]  It is rare to find companies who practice what they preach.
[02:05:47.983 --> 02:05:53.207]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[02:05:53.367 --> 02:06:01.393]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
