[00:00:00.287 --> 00:00:01.129]  Let's do this!
[02:15:45.503 --> 02:15:53.389]  I just can't believe that we've allowed a technocratic system to get control of our wealth and build this thing.
[02:15:53.389 --> 02:15:54.870]  And now they're just flooding everything.
[02:15:57.836 --> 02:16:05.698]  With refugees in the third world.
[02:16:05.698 --> 02:16:10.159]  And then you see what they do in stable countries like Libya or Iraq.
[02:16:10.159 --> 02:16:16.561]  They blow them up and bring in radicals to chop all the Christians' heads off.
[02:16:16.561 --> 02:16:21.122]  I guess it really is the devil.
[02:16:21.122 --> 02:16:24.442]  Because, I mean, only the mind of El Diablo could come up with this.
[02:16:24.442 --> 02:16:26.383]  Dale in Illinois, anything else?
[02:16:28.211 --> 02:16:38.655]  I mean, anyone that's ever been to Chicago will know that it's a cesspool of violence and drugs and gangs, and this isn't helping out at all.
[02:16:38.655 --> 02:16:40.436]  And even our state is in debt.
[02:16:40.436 --> 02:16:43.157]  It's in a lot of trouble.
[02:16:43.157 --> 02:16:44.098]  Oh, you're in total debt.
[02:16:44.098 --> 02:16:45.838]  You've been maneuvered into that position.
[02:16:45.838 --> 02:16:47.079]  Appreciate the call.
[02:16:47.967 --> 02:16:49.447]  We're not being negative here.
[02:16:49.447 --> 02:16:51.008]  This is where it's going.
[02:16:51.008 --> 02:17:04.071]  The plan is to wreck everything and implode everything but central city areas that'll be super fancy and nice for the elite to live, and then rural areas like Whitefish, where the elite will control everything.
[02:17:04.071 --> 02:17:06.192]  You'll go through checkpoints to get into it.
[02:17:06.192 --> 02:17:09.113]  Everyone else will live in hell.
[02:17:09.113 --> 02:17:14.794]  That's the public, cloward and pivot, Agenda 21 plan in Congress.
[02:17:14.794 --> 02:17:16.935]  Jay in Iowa, thanks for holding your ear on the air.
[02:17:18.834 --> 02:17:23.417]  Yeah, I just wanted to say something, uh, related to the veterinarian that called earlier.
[02:17:23.417 --> 02:17:31.242]  Uh, I got, uh, well, I stepped on a nail on a job site in, in 2004.
[02:17:31.242 --> 02:17:34.304]  I lived in Michigan at the time.
[02:17:34.304 --> 02:17:41.569]  Uh, the funny thing was, was I was just doing what I was told and I went and got a tetanus shot.
[02:17:41.569 --> 02:17:46.852]  And so anyway, a month later I ended up with chicken pox, something fierce.
[02:17:46.852 --> 02:17:47.552]  I was 28 at the time.
[02:17:49.071 --> 02:17:51.192]  It almost killed me.
[02:17:51.192 --> 02:17:55.434]  And I gave the chicken pox to a good friend of mine that was like four years older than me.
[02:17:55.434 --> 02:17:56.134]  Yeah, that's the thing.
[02:17:56.134 --> 02:17:59.616]  They make these vaccines in the same tanks they make other stuff.
[02:17:59.616 --> 02:18:02.697]  It's one of the biggest problems.
[02:18:02.697 --> 02:18:04.498]  Yeah.
[02:18:04.498 --> 02:18:07.160]  Lovely, huh?
[02:18:07.160 --> 02:18:10.421]  Yeah, I mean, you heard her, how it kills the dogs.
[02:18:10.421 --> 02:18:12.262]  And the Hollywood folks won't give it to them.
[02:18:12.262 --> 02:18:18.505]  They get expensive titer tests or immunity antibody tests.
[02:18:19.611 --> 02:18:19.892]  Right.
[02:18:19.892 --> 02:18:20.012]  Right.
[02:18:41.976 --> 02:18:46.960]  Uh, have got an autoimmune disorder or brain disorder or a muscular disorder.
[02:18:46.960 --> 02:18:48.882]  And soon it'll be half and then it'll be almost all.
[02:18:48.882 --> 02:18:51.484]  And we're just gonna have everybody dying around us.
[02:18:51.484 --> 02:18:54.426]  And if the answer is just take more shots, just believe the government.
[02:18:54.426 --> 02:19:01.272]  You see what I'm... So, I mean, did they directly link the tetanus shot to giving you the chicken pox?
[02:19:02.478 --> 02:19:09.803]  No, and I haven't really done any of my own research on it, but it was just odd that I'd never had the chickenpox before.
[02:19:09.803 --> 02:19:17.649]  Obviously, I was pretty immune to it, and then all of a sudden, I mean, I'd never felt like that before in my life.
[02:19:17.649 --> 02:19:19.771]  Yeah, well, tetanus does lower it.
[02:19:19.771 --> 02:19:21.812]  Here's the deal, and I want to get into the science of it.
[02:19:21.812 --> 02:19:22.993]  I've had medical doctors on.
[02:19:22.993 --> 02:19:26.796]  The UN's been caught in Latin America, Africa, and Asia.
[02:19:28.889 --> 02:19:39.157]  Adding a certain female hormone, forget the name of it, to the tetanus shot so it causes an autoimmune response to the tetanus shot and basically sterilizes the woman.
[02:19:39.157 --> 02:19:47.203]  But it also then fries the ovaries and uterus and the women usually have all these different type of cysts and other disorders that come out of it.
[02:19:47.203 --> 02:19:52.247]  And they like it because it's a nice soft kill gift that ends up killing a lot of third world women.
[02:19:52.247 --> 02:19:54.689]  Then those that survive, they just flood us with them.
[02:19:54.689 --> 02:19:56.791]  They don't know any better and they vote to make me their slave.
[02:19:56.791 --> 02:19:58.472]  Stay with us, we'll be right back.
[02:19:59.861 --> 02:20:02.843]  Do you owe the IRS money that you can't pay?
[02:20:02.843 --> 02:20:05.826]  Are tax liens and levies ruining your life?
[02:20:05.826 --> 02:20:09.248]  Are you tired of being afraid just to go to the mailbox?
[02:20:09.248 --> 02:20:12.851]  If this describes you, then Dan Pilla can help.
[02:20:13.393 --> 02:20:17.035]  Hi, I'm Dan Pill and I've been solving tax problems for more than 30 years.
[02:20:17.035 --> 02:20:23.578]  In fact, I wrote the book that made it possible to negotiate settlements with the IRS and I've helped thousands of people do exactly that.
[02:20:23.578 --> 02:20:28.160]  Call now at 800-346-6829 to learn how I can help you.
[02:20:28.160 --> 02:20:32.642]  You know your IRS debt will not go away by itself, but you don't have to live in fear anymore.
[02:20:32.642 --> 02:20:37.624]  New changes to IRS policies will help more people than ever before eliminate their debts once and for all.
[02:20:38.024 --> 02:20:40.786]  There's no need for you to suffer another day with IRS debt.
[02:20:40.786 --> 02:20:43.707]  Call 800-346-6829.
[02:20:43.707 --> 02:20:51.151]  I can help you eliminate wage and bank levies, release tax liens, and negotiate a settlement with the IRS that will put your tax nightmare behind you forever.
[02:20:51.151 --> 02:20:55.854]  Call 800-34-NO-TAX or go to my website, TaxHelpOnline.com.
[02:20:55.854 --> 02:20:57.755]  That's TaxHelpOnline.com.
[02:20:59.502 --> 02:21:06.724]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[02:21:06.724 --> 02:21:09.085]  But it's not just the air outside that's toxic.
[02:21:09.085 --> 02:21:14.387]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[02:21:14.387 --> 02:21:19.569]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[02:21:19.569 --> 02:21:22.650]  There are more than 42 million smokers in the United States.
[02:21:22.970 --> 02:21:27.052]  Well over a thousand types of mold and mildew linked to numerous conditions.
[02:21:27.052 --> 02:21:31.433]  And don't forget the fact that six million Americans live with pets they're allergic to as well.
[02:21:31.433 --> 02:21:41.718]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[02:21:41.718 --> 02:21:52.562]  Made with organic and wild cultivated herbs and manufactured in the USA, the new InfoWars Live Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[02:21:52.702 --> 02:21:56.692]  Now available exclusively at InfoWarsLive.com or by calling toll free 888-253-3139.
[02:22:00.387 --> 02:22:01.989]  Time and time again.
[02:22:01.989 --> 02:22:04.932]  You need to come here and help us.
[02:22:04.932 --> 02:22:06.373]  We need assistance.
[02:22:06.373 --> 02:22:07.194]  Please!
[02:22:07.194 --> 02:22:10.777]  Those we should be able to depend on let us down.
[02:22:10.777 --> 02:22:17.184]  Federal and state and local officials saying help is on the way while the folks here in Bell Harbor say show me.
[02:22:17.184 --> 02:22:19.706]  Don't depend on the government to save you.
[02:22:19.706 --> 02:22:23.290]  Take action now so that you're prepared for the next disaster.
[02:22:23.570 --> 02:22:27.051]  We are hurting down here and we need help.
[02:22:45.938 --> 02:22:46.839]  Immediately!
[02:22:46.839 --> 02:22:51.621]  Before it's time to survive, it's time to prepare.
[02:22:51.621 --> 02:22:55.983]  MyPatriotSupply.com MyPatriotSupply.com
[02:22:58.763 --> 02:23:02.684]  Clean water at home, clean water at the office, clean water on the go.
[02:23:02.684 --> 02:23:08.925]  The Berkey Guy has a Berkey water filtration model for anywhere you are and one that fits any budget.
[02:23:08.925 --> 02:23:12.085]  Thousands of satisfied customers can't be wrong.
[02:23:12.085 --> 02:23:16.366]  For free shipping within the US, go to GoBerkey.com or call 877-886-3653.
[02:23:16.366 --> 02:23:16.566]  That's 877-886-3653.
[02:23:16.566 --> 02:23:18.186]  Helping thousands prepare since 2005.
[02:23:18.186 --> 02:23:18.526]  GoBerkey.com.
[02:23:29.386 --> 02:23:37.089]  Jessica Armand here, creator of My Magic Mud, the all-natural teeth whitener and strengthening remedy that's getting rave reviews from GCN listeners.
[02:23:37.089 --> 02:23:40.390]  Here's what Austin dentist Dr. Griffin Cole has to say about it.
[02:23:40.390 --> 02:23:42.091]  I really love this Magic Mud product.
[02:23:42.091 --> 02:23:48.214]  Because charcoal is so absorbent, it's very effective at taking off all the sticky plaque and debris that gets stuck on our teeth every day.
[02:23:48.214 --> 02:23:49.774]  I highly recommend My Magic Mud.
[02:23:49.774 --> 02:23:53.636]  Visit MyMagicMud.com to hear the full interview with Dr. Cole.
[02:23:53.636 --> 02:23:54.716]  Get your jar today.
[02:23:54.716 --> 02:23:55.977]  That's MyMagicMud.com.
[02:24:12.287 --> 02:24:15.808]  Don't want no shackles.
[02:24:15.808 --> 02:24:18.229]  Don't want no shackles on me.
[02:24:18.229 --> 02:24:20.870]  Alright folks, Alex Jones here back live.
[02:24:20.870 --> 02:24:26.092]  Infowars.com and PrisonPlanet.com are the news websites.
[02:24:26.092 --> 02:24:31.954]  We're going to hit some of that news in the next segment, talk to a guest, and get to the callers that are holding.
[02:24:31.954 --> 02:24:34.895]  There are two articles that caught my eye today.
[02:24:34.895 --> 02:24:39.297]  One of them is in the Daily Mail, the other is in CBS News out of Charlotte.
[02:24:40.888 --> 02:24:41.509]  Report!
[02:24:41.509 --> 02:24:45.992]  Robots will take over more jobs than they create.
[02:24:45.992 --> 02:24:57.121]  And this is a new Pew Research 1,800 industry experts by the Pew Research Internet Project and the Elan University Imaging the Internet Center.
[02:24:59.464 --> 02:25:13.428]  And a large percentage, 48%, have direct fears that the role of artificial workers will be unstoppable and that humans will not be able to adjust in time to avoid massive unemployment and social disruption.
[02:25:13.428 --> 02:25:15.088]  Here is another one.
[02:25:15.088 --> 02:25:21.430]  IBM develops a computer chip with one million neurons that functions like a human brain.
[02:25:22.486 --> 02:25:28.929]  IBM has developed a computer chip which it says will function like a human brain and a giant step forward for artificial intelligence.
[02:25:28.929 --> 02:25:36.713]  True North is being hailed as the world's first neuro-synaptic computer chip because it can figure things out on its own.
[02:25:36.713 --> 02:25:46.418]  The chip also has one million neurons and could cram the same power as a supercomputer into the circuit the size of a postage stamp.
[02:25:46.418 --> 02:25:47.359]  Now, let's talk about that.
[02:25:49.229 --> 02:25:57.271]  It's a very complex issue, obviously, but here's an example of technology innovating things and being good.
[02:25:57.271 --> 02:25:58.851]  Uber started four or five years ago.
[02:25:58.851 --> 02:26:00.292]  I want to do a whole report on it this week.
[02:26:00.292 --> 02:26:03.272]  We're going to get on that and get it done.
[02:26:03.272 --> 02:26:07.993]  Where you can use an app and you can, you only order it when you want it.
[02:26:07.993 --> 02:26:12.054]  And the Uber cab shows up on average in about five minutes in major cities.
