[00:00:00.350 --> 00:00:01.654]  Direct from Austin.
[02:06:06.293 --> 02:06:12.460]  The globalist social engineers are not just targeting us with propaganda, they are manipulating our genetics.
[02:06:12.641 --> 02:06:17.807]  We are being targeted at every level by estrogen mimickers that lower our testosterone and
[02:06:17.807 --> 02:06:20.929]  And other hormones and natural compounds that the body needs.
[02:06:21.229 --> 02:06:31.494]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula.
[02:06:31.774 --> 02:06:45.181]  Sourced from powerful organic herbs, and then concentrated for maximum potency, super male vitality was developed to activate your body's own natural processes, instead of using synthetic chemicals.
[02:06:45.581 --> 02:06:51.686]  Supermail Vitality by InfoWarsLife is so powerful that I only take half the recommended dose.
[02:06:51.926 --> 02:07:00.553]  For a limited time, we are offering 15% off Supermail Vitality at InfoWarsLife.com to introduce you to this powerful supplement.
[02:07:00.673 --> 02:07:04.656]  Visit InfoWarsLife.com today to secure your Supermail Vitality.
[02:07:04.837 --> 02:07:05.677]  InfoWarsLife.com
[02:07:06.798 --> 02:07:11.383]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[02:07:11.523 --> 02:07:14.485]  Why do we have the highest cancer rates on the planet?
[02:07:14.646 --> 02:07:19.870]  The highest rates of diabetes, autism, and every other major disease.
[02:07:20.211 --> 02:07:21.872]  It all comes down to one thing.
[02:07:22.133 --> 02:07:23.474]  We are what we eat.
[02:07:23.774 --> 02:07:25.676]  Our food is devoid of nutrition.
[02:07:25.896 --> 02:07:26.296]  I don't know.
[02:07:44.389 --> 02:07:51.333]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[02:07:51.473 --> 02:07:57.276]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[02:07:57.516 --> 02:08:03.459]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[02:08:03.699 --> 02:08:06.240]  And get free shipping when you sign up for AutoShip.
[02:08:07.981 --> 02:08:10.943]  So we have Ethan right there.
[02:08:10.983 --> 02:08:11.763]  What's his name?
[02:08:31.288 --> 02:08:32.529]  There is a war.
[02:08:32.969 --> 02:08:33.970]  It's happening now.
[02:08:34.730 --> 02:08:36.611]  It will decide the fate of humanity.
[02:08:37.152 --> 02:08:38.913]  The time to choose sides has come.
[02:08:39.713 --> 02:08:41.174]  We are the resistance.
[02:08:41.615 --> 02:08:43.196]  We are the Infowar.
[02:08:45.902 --> 02:08:47.603]  We're going right back to your phone calls.
[02:08:47.643 --> 02:08:49.804]  I'm asking, what is your line in the sand?
[02:08:49.824 --> 02:08:53.586]  We're either going to have it towards the end of the broadcast today or on the nightly news tonight.
[02:08:53.606 --> 02:08:59.849]  Jakari Jackson's put together a one-year-later, the Boston bombing, looking at that false flag and everything that happened there.
[02:08:59.869 --> 02:09:02.010]  If we don't air it today, I'll air it tomorrow.
[02:09:02.550 --> 02:09:05.651]  I need to get into the reports that we've got here.
[02:09:06.392 --> 02:09:09.253]  Clinton files on media enemies have been released.
[02:09:09.713 --> 02:09:12.315]  Learn what Hillary meant by vast right-wing conspiracy.
[02:09:12.675 --> 02:09:14.556]  They were scared of the internet, period.
[02:09:15.396 --> 02:09:15.896]  I don't know.
[02:09:35.592 --> 02:09:37.873]  Remember when the terrorists were Al-Qaeda?
[02:09:38.353 --> 02:09:56.679]  And then we were pointing out, hey, you know, the CIA and other governments, Saudi Arabians especially, are funding Al-Qaeda and protecting them and using them as a secret army to overthrow the Serb areas in Kosovo, to attack the Russians, to attack areas in Europe.
[02:09:57.100 --> 02:09:59.500]  And these are real jihadis, real terrorists.
[02:09:59.580 --> 02:10:03.682]  It's just that they're funded and protected three layers up by the West.
[02:10:04.921 --> 02:10:10.485]  Oh, Alex, how dare you say Dick Cheney had the plunger on 9-11 like Wile E. Coyote?
[02:10:10.705 --> 02:10:11.665]  That's not what I said.
[02:10:13.927 --> 02:10:18.910]  There are criminal, radical Muslim networks that are being protected in jihad centers here in the U.S.
[02:10:19.310 --> 02:10:21.512]  I'm even going to send some of our reporters to one very soon.
[02:10:22.633 --> 02:10:26.815]  That's in local news, but not national news, where they actually have training camps.
[02:10:27.716 --> 02:10:28.536]  And they're left alone.
[02:10:29.437 --> 02:10:32.399]  Because they need that as a reason to take over.
[02:10:35.424 --> 02:10:36.225]  Boston bombing.
[02:10:37.285 --> 02:10:39.167]  The older brother was on the CIA payroll.
[02:10:39.187 --> 02:10:40.648]  That came out in even British news.
[02:10:41.328 --> 02:10:43.970]  The Russians blew his cover and said, does this guy work for you?
[02:10:44.250 --> 02:10:46.972]  Why is he allowed to fly with a fake passport and a fake name?
[02:10:47.572 --> 02:10:48.693]  He was sheep dipped, folks.
[02:10:48.933 --> 02:10:50.014]  He had a fake name.
[02:10:50.414 --> 02:10:51.275]  Did you hear that?
[02:10:52.976 --> 02:10:58.940]  Funded by the State Department through Georgetown University to go over there and then, oh, we got to get rid of him.
[02:10:59.200 --> 02:11:02.963]  The younger brother said he's not guilty and they're keeping that trial secret.
[02:11:04.286 --> 02:11:08.028]  Under national security, because he's in there saying he didn't do it, and he was set up.
[02:11:11.550 --> 02:11:12.530]  Shut up, you traitor!
[02:11:12.590 --> 02:11:14.071]  We all know the government didn't do anything wrong.
[02:11:14.952 --> 02:11:17.093]  Now, here's the headline, Infowars.com.
[02:11:17.633 --> 02:11:20.835]  Al-Qaeda in Syria gets anti-aircraft missiles.
[02:11:22.335 --> 02:11:23.156]  Or MANPADS.
[02:11:24.156 --> 02:11:28.459]  Obama admin floats PR campaign for weapons sent years ago.
[02:11:29.459 --> 02:11:30.860]  And they're announcing why they did it.
[02:11:31.912 --> 02:11:34.974]  And it's actual Saudi Arabian real Wahhabi Al-Qaeda.
[02:11:35.334 --> 02:11:37.375]  Let's play some of that video, then I'm going to go back to your calls.
[02:11:37.615 --> 02:11:42.518]  Video and audio, here it is.
[02:11:42.618 --> 02:11:43.498]  Modern stingers.
[02:11:50.742 --> 02:11:51.202]  Unbelievable.
[02:11:51.903 --> 02:11:52.143]  Oh boy.
[02:12:01.505 --> 02:12:05.147]  Allahu Akbar!
[02:12:05.347 --> 02:12:09.589]  Allahu Akbar!
[02:12:12.610 --> 02:12:14.071]  Allahu Akbar!
[02:12:14.171 --> 02:12:21.234]  And there's videos of TOW missiles, anti-tank missiles, and these guys shooting aircraft down.
[02:12:21.254 --> 02:12:27.297]  I mean, those are high-powered missiles.
[02:12:28.457 --> 02:12:29.518]  That thing must have gone 5,000 feet.
[02:12:31.813 --> 02:12:38.095]  The globalists want our guns.
[02:12:38.755 --> 02:12:41.156]  And they want to call Bundy a terrorist.
[02:12:42.137 --> 02:12:44.297]  But these guys they're giving weapons to.
[02:12:46.638 --> 02:12:51.860]  And they're saying if we don't overthrow Assad, Al-Qaeda will nuke the West Coast, the East Coast.
[02:12:53.600 --> 02:12:55.101]  Alright, that's enough.
[02:12:55.141 --> 02:12:55.841]  Please turn it off.
[02:12:56.821 --> 02:12:58.982]  I mean, it's so elementary what's going on.
[02:13:00.154 --> 02:13:05.831]  And I don't think the average police officer or average FBI agent or average person, even the CIA, wants to be part of this.
[02:13:07.620 --> 02:13:12.702]  Everyone has to remove their consent from this fraud, and it's the enemy of my enemy is my friend.
[02:13:13.563 --> 02:13:17.884]  This is being used to overthrow our culture and bring on a police state.
[02:13:18.425 --> 02:13:23.187]  All right, let's go to Daniel in Tennessee, listening on WBCR 1470 AM.
[02:13:23.407 --> 02:13:28.969]  I guess one of six affiliates we've got in Tennessee, a lot of stations in Tennessee for this show.
[02:13:28.989 --> 02:13:31.450]  I'm gonna go to Daryl or Darren and others.
[02:13:31.470 --> 02:13:32.811]  Go ahead, you're on the air, Daniel.
[02:13:33.513 --> 02:13:34.453]  Thank you, Alex.
[02:13:34.553 --> 02:13:37.134]  First time caller and in 10 years I've been trying.
[02:13:38.254 --> 02:13:42.435]  As a colleague, I'll ask you for only 120 seconds, I can say what I can get on there.
[02:13:42.455 --> 02:13:43.515]  Go ahead, brother.
[02:13:43.615 --> 02:13:55.258]  First of all, the line has been drawn by the feds back when they kicked the church door in Idaho, back when they shot and killed some of the men and women in Montana, back at Ruby Ridge, back at Waco.
[02:13:55.538 --> 02:14:01.199]  They're the ones that drew the line in the sand and dared the American public to even think about crossing that line.
[02:14:01.719 --> 02:14:15.343]  The line has been drawn by them and so many people have been cowered until we hear somebody like Mr. Bundy come up and stand against them and the Patriots with the militia, the well-armed militia.
[02:14:15.824 --> 02:14:17.064]  One more thing you need to know.
[02:14:17.084 --> 02:14:22.886]  I know for a fact that Harry Greed is a Mormon.
[02:14:23.446 --> 02:14:33.652]  And one of the 13 articles of faith are, do you believe, we believe, in being honest with our fellow man in all our dealings, at every time, all the time.
[02:14:34.833 --> 02:14:36.074]  And he is a Mormon.
[02:14:36.114 --> 02:14:36.734]  That's a fact.
[02:14:36.814 --> 02:14:37.335]  I know that.
[02:14:37.655 --> 02:14:40.096]  I have contacts in Las Vegas right now.
[02:14:40.677 --> 02:14:48.602]  So, here is Harry Greed kind of hiding in the closet for what he supposedly, allegedly believes in.
[02:14:49.262 --> 02:14:55.806]  And tell Mr. Bundy, please, that all of the stakes and the wards back here in the East are praying for him and his family.
[02:14:56.406 --> 02:15:00.089]  And lastly, Alex, I pray that they don't try to make a martyr out of you.
[02:15:00.289 --> 02:15:01.470]  That's worried us for years.
[02:15:02.605 --> 02:15:12.210]  Well, I appreciate your prayers, but all I'm doing is the best I can, and clearly Mr. Bundy and his family and everybody are very good people.
[02:15:12.230 --> 02:15:13.191]  You can just see that.
[02:15:13.691 --> 02:15:15.192]  And it really upsets the system.
[02:15:15.732 --> 02:15:21.455]  And if they do decide to kill him or start a civil war, it's the wrong poster child for the globalists.
[02:15:21.856 --> 02:15:23.436]  I mean, this is really not what they want.
[02:15:23.476 --> 02:15:27.199]  But if they don't crush him or demonize him, other people are going to stand up.
[02:15:27.839 --> 02:15:29.660]  And so they're stuck between a rock and a hard place.
[02:15:29.720 --> 02:15:30.961]  What does your gut tell you?
[02:15:31.921 --> 02:15:36.666]  Or you'd say as a Christian, your spirit, what does your gut tell you is going to happen at the end of the day here?
[02:15:37.526 --> 02:15:43.032]  I don't think we can tell because we have to make the decision on what we're going to do.
[02:15:43.092 --> 02:15:44.273]  I think that governs the future.
[02:15:45.222 --> 02:15:51.845]  Before you drop my call, I'd like to tell you, we carry a program three times in 24 hours here to educate the public on Truth Radio.
[02:15:52.265 --> 02:15:57.227]  We do that because we believe in what you're doing, Alex, and other talk show hosts.
[02:15:57.647 --> 02:16:06.831]  And my gut feeling is, before it's over, the feds are going to do exactly what they did in Montana, Ruby Ridge, Waco, and the church in Idaho.
[02:16:07.111 --> 02:16:14.854]  No matter what it takes, they're out to win, because they're desperate, they're sorely afraid of a well-armed militia under constitutional rights.
[02:16:15.154 --> 02:16:15.694]  Thank you.
[02:16:16.455 --> 02:16:17.395]  Very well said, sir.
[02:16:17.435 --> 02:16:18.136]  You're absolutely right.
[02:16:18.456 --> 02:16:23.039]  New article by Steve Watson just went up on Infowars.com and PrisonPlanet.com.
[02:16:23.119 --> 02:16:25.440]  Princeton researchers conclude U.S.
[02:16:25.480 --> 02:16:28.022]  political system has been almost completely usurped.
