[00:00:20.051 --> 00:00:22.873]  Welcome to the InfoWars Nightly News live coverage.
[02:00:23.615 --> 02:00:27.795]  It reminds me of, I believe it was Prop 37, the GMO labeling initiative in California.
[02:00:27.815 --> 02:00:31.776]  Do you know what the FDA actually didn't call out Monsanto on, but kind of did?
[02:00:32.036 --> 02:00:43.819]  Monsanto went around with flyers, with an FDA logo, with a fake quote that didn't exist, from the FDA, claiming it was from the FDA, saying, GMOs are 100% natural and they're the same exact thing as conventional food.
[02:00:44.059 --> 02:00:48.380]  And they put it in a flyer, and they were like, the FDA thinks GMO labeling is bad.
[02:00:48.460 --> 02:00:50.001]  It's the same thing as natural food.
[02:00:50.221 --> 02:00:51.021]  And they sent it all out.
[02:00:51.081 --> 02:00:54.682]  They sent out like tens of thousands, maybe even hundreds of thousands of these flyers.
[02:00:55.282 --> 02:01:01.403]  And I was on the press call, LA Times, New York Times, Washington Post, me, and like two other organizations.
[02:01:01.923 --> 02:01:10.046]  And they were calling them out, the individuals that were positioning for GMO labeling, saying, hey, look, you know, look, LA Times, look, New York Times, this is illegal.
[02:01:10.086 --> 02:01:11.746]  This is a federal crime.
[02:01:12.106 --> 02:01:21.810]  I mean, we looked at an example where this woman, she did mail fraud, because she used a federal symbol on her mail to scam people, and she went to jail for like 25 years.
[02:01:22.731 --> 02:01:29.394]  And Monsanto puts an FDA seal, a fake quote from the FDA, and what does the New York Times, the LA Times, Washington Post, all those guys, what do they do?
[02:01:29.794 --> 02:01:35.576]  They don't say like, Monsanto criminally justifies, you know, anti-GMO labeling.
[02:01:35.636 --> 02:01:35.697]  No.
[02:01:37.250 --> 02:01:42.512]  Pro-GMO labeling group claims Monsanto may have done something wrong, but probably not.
[02:01:42.772 --> 02:01:48.233]  Well, there's a different standard for them, of course, just like there's a different standard for HSBC or Bank of America.
[02:01:48.333 --> 02:01:56.375]  If they get caught laundering money for drug cartels, millions or billions of dollars, they basically get a small fine and are let go.
[02:01:56.716 --> 02:02:01.777]  Meanwhile, we see small businesses accused of structuring deposits.
[02:02:02.037 --> 02:02:10.864]  They say, well, we think that you had more money and you were holding it back so that you wouldn't get to the magical $10,000 deposit number so that you want to avoid some paperwork.
[02:02:10.904 --> 02:02:12.366]  So we think you're holding that back.
[02:02:12.386 --> 02:02:14.267]  So we're just going to seize all of your cash.
[02:02:14.667 --> 02:02:16.329]  You know, that's the difference in the rules.
[02:02:16.869 --> 02:02:23.074]  I think it was amazing that just this last week, and we had it on our trailer, one of these trailers bringing us in here, $20 billion.
[02:02:25.336 --> 02:02:28.478]  In Washington, that was basically on a black budget.
[02:02:28.518 --> 02:02:30.919]  They give these different bureaucracies and federal employees.
[02:02:30.939 --> 02:02:32.060]  Yeah, they just broke.
[02:02:32.360 --> 02:02:44.447]  They give them these credit cards, and as long as they make quote-unquote micro-purchases of under $3,000 that doesn't get reported, aren't they structuring their purchases the same as these businesses are accused of structuring their deposits?
[02:02:44.507 --> 02:02:48.609]  These guys are definitely structuring their purchases to avoid... Fine, $30,000 at Starbucks.
[02:02:48.710 --> 02:02:49.910]  Exactly, $30,000 at Starbucks, but $20 billion.
[02:02:53.732 --> 02:02:56.413]  $3,000 or less at a time and nobody can see where it's going.
[02:02:56.453 --> 02:03:00.935]  I mean, they're definitely, they're doing exactly the same thing that they're then accusing small businesses of.
[02:03:01.216 --> 02:03:02.296]  Many of them are not doing that.
[02:03:02.356 --> 02:03:07.818]  Many of them are just making deposits as the money comes in or when they can make it to the bank or whatever.
[02:03:08.379 --> 02:03:11.040]  They're not deliberately trying to hide money from the IRS.
[02:03:11.060 --> 02:03:16.362]  I mean, that money is in the banking system anyway, so it certainly is reported as income when they put it in the bank.
[02:03:16.382 --> 02:03:17.843]  Well, of course, the IRS can be criminals.
[02:03:17.923 --> 02:03:18.583]  It's perfectly fine.
[02:03:18.743 --> 02:03:20.043]  Right, just not we the people.
[02:03:20.063 --> 02:03:21.444]  Just a double standard, yes.
[02:03:21.464 --> 02:03:27.025]  But if you make $5,000 more than you say on your income statement because you had to buy bare essentials for your family, then you're going to go to jail.
[02:03:27.625 --> 02:03:37.567]  But they can buy billions of dollars of black assets, and they can go to Starbucks and buy $30,000 on your bill, and Obama can stay in the nicest hotels and resorts, and so can Bill Clinton, and everything's fine.
[02:03:38.027 --> 02:03:45.429]  But isn't it so weird that there's this facade around us that there's some type of support for these criminals?
[02:03:45.729 --> 02:03:46.649]  I don't think there is.
[02:03:47.369 --> 02:04:07.233]  I think the fake support through MSNBC and everything is purported, it's like pushed on us like mind beams, like everyone loves Obama, but we read the polls, we read the stats, no one does, we read the polls and the stats on these candidates, we know who's going to win, we know that even a facade of being real is going to get people into office.
[02:04:07.273 --> 02:04:12.174]  I mean, look at all the Republicans running right now just saying, Obama's bad, yes, and then everyone loves them.
[02:04:12.414 --> 02:04:14.495]  It's so simple, because there's no real support.
[02:04:15.075 --> 02:04:15.215]  Right.
[02:04:33.550 --> 02:04:36.212]  That's actually how you defeat other animals, is you go like that as well.
[02:04:36.552 --> 02:04:39.414]  It's just this fake, fake, fake support.
[02:04:39.474 --> 02:04:48.620]  The media, MSNBC specifically, I hate them the most, they just kind of puff up their fur and puff up their teeth and make themselves look intimidating when they're worthless.
[02:04:48.740 --> 02:04:49.360]  They have nothing.
[02:04:49.700 --> 02:04:50.781]  Well, they're getting a lot of money.
[02:04:50.861 --> 02:04:52.862]  Yeah, they're getting a lot of money on this election.
[02:04:53.883 --> 02:05:05.032]  They're spending $4 billion on ads, most of that going to companies like MSNBC or the major three networks, and so they have a vested interest in this political system.
[02:05:05.373 --> 02:05:11.658]  $4 billion worth just in this election, and we see the amount of money that's being spent on the elections going up exponentially.
[02:05:12.058 --> 02:05:12.338]  Why?
[02:05:12.639 --> 02:05:16.702]  Because it's getting pulled into this black hole of power and influence in Washington.
[02:05:17.122 --> 02:05:19.104]  No campaign finance reform is going to stop that.
[02:05:19.124 --> 02:05:19.965]  You've got to stop.
[02:05:20.305 --> 02:05:20.885]  We're good to go.
[02:05:50.285 --> 02:05:52.226]  Right, and will that strategy work?
[02:05:52.286 --> 02:05:53.886]  Can they run fast enough?
[02:05:54.466 --> 02:06:09.930]  Now, even just last year when everyone was so pumped about Obamacare, and they thought it was just going to be this great thing, and the president was able to get this universal healthcare, and they said that the democratic strategy would be to own Obamacare, and now no one's talking about it.
[02:06:10.131 --> 02:06:14.192]  In fact, they have pushed back the fees.
[02:06:14.252 --> 02:06:18.573]  People won't even find out how much their healthcare is going to cost until after the election.
[02:06:19.033 --> 02:06:28.875]  And those exemptions, remember we were reporting last year about, oh my goodness, all of these exemptions because we knew it wouldn't work, exemptions for businesses, exemptions for those people who wanted to keep their plan.
[02:06:29.276 --> 02:06:33.157]  Well, all of those are also set to expire right after the election.
[02:06:33.317 --> 02:06:37.718]  So everyone's going to find out just what Obamacare is really all about, so no one's touching it.
[02:06:39.298 --> 02:07:08.345]  Really silent on immigration ever since everyone was pointing out how wide open the borders are and how all of these, because of the fact that sweeping amnesty is about to be passed, there is just this influx of illegal immigrant children coming in and where are we putting them and then there's these diseases and why do we have homeless veterans and the veterans can't get into the VA but yet we're getting these five-star hotels for people who aren't even citizens of this country and you know paying double
[02:07:08.885 --> 02:07:09.185]  I don't know.
[02:07:38.576 --> 02:07:39.056]  Why is that?
[02:07:39.697 --> 02:07:41.218]  It's because they're betraying their base.
[02:07:41.578 --> 02:07:43.280]  I mean, look at how Obama has betrayed his base.
[02:07:43.380 --> 02:07:50.205]  If Obamacare is good for his base, even, wouldn't he let these numbers come out before the election?
[02:07:50.245 --> 02:07:54.288]  Wouldn't he want people to see what their premiums are going to be if they were, in fact, going to go down?
[02:07:54.668 --> 02:08:06.437]  Wouldn't he want, and he and his Hollywood supporters, wouldn't they want to have a film about how Obama had brought the out-of-control intelligence agencies and spying?
[02:08:06.678 --> 02:08:08.139]  Wouldn't they like to see how he stopped that?
[02:08:08.599 --> 02:08:09.579]  Oh, he didn't, that's right!
[02:08:09.899 --> 02:08:11.340]  That's right, he didn't do that, did he?
[02:08:11.420 --> 02:08:13.820]  So they gotta hide that until after the election.
[02:08:13.840 --> 02:08:15.521]  Right, they don't want to hurt the Dems.
[02:08:15.581 --> 02:08:18.242]  Well, here's some real simple proof that Obamacare will not work.
[02:08:18.722 --> 02:08:21.442]  Outside of the other 50,000 proofs that already exist.
[02:08:22.043 --> 02:08:25.283]  Look at the handling of the Ebola situation by the government.
[02:08:26.164 --> 02:08:30.345]  Look at the lack of basic protective gear in the hospitals given to the nurses.
[02:08:30.425 --> 02:08:34.606]  Look at the lack of basic understanding by the CDC on how to control it.
[02:08:34.906 --> 02:08:38.007]  Look at the lack of understanding and actual prosecution of anything.
[02:08:38.547 --> 02:08:44.789]  Look at the way they mishandled it to the point now where they're saying there's going to be at least a few cases in every single major city.
[02:08:45.549 --> 02:08:48.770]  Gee, that's the same system that Obamacare is built upon.
[02:08:49.111 --> 02:08:50.991]  Worship the government, the government will protect you.
[02:08:51.231 --> 02:08:51.751]  Well guess what?
[02:08:51.811 --> 02:08:53.112]  The government did not protect you.
[02:08:53.372 --> 02:08:54.792]  The government is not going to protect you.
[02:08:54.812 --> 02:08:58.934]  And we had a story this week about scientists saying 130 cases by the end of the year.
[02:08:58.954 --> 02:09:02.195]  We see the government ordering massive
[02:09:02.395 --> 02:09:04.757]  Massive quantities of hazmat suits.
[02:09:22.153 --> 02:09:25.535]  The company was, it sold 160,000 hazmat suits to the U.S.
[02:09:25.575 --> 02:09:25.955]  government.
[02:09:26.256 --> 02:09:28.377]  That was when Paul Watson broke that story.
[02:09:28.737 --> 02:09:33.420]  So, you know, at the same time you say it's not coming to the U.S., they're buying massive amounts.
[02:09:33.440 --> 02:09:35.441]  Tens of thousands just to Dallas.
[02:09:35.641 --> 02:09:37.162]  So if you think Obamacare...
[02:09:38.502 --> 02:09:40.985]  Look at what the government has saved you from with Ebola.
[02:09:41.005 --> 02:09:47.671]  They've helped you to such a large degree that they're just shipping people here, now from Africa, with Ebola, saying everything's fine.
