[00:00:00.009 --> 00:00:02.199]  You're listening to the Alex Jones Show!
[01:55:02.746 --> 01:55:09.451]  And I wanted to repeat that quote yesterday we got from Julian Assange, where he was talking about the prosecution of Bear Brown.
[01:55:10.211 --> 01:55:14.835]  Was for quoting an assassination threat that was made against Julian Assange.
[01:55:14.855 --> 01:55:16.316]  Get that clip ready to play guys.
[01:55:16.336 --> 01:55:17.457]  We'll play that clip for them.
[01:55:18.078 --> 01:55:20.640]  But he points out something I think is very interesting.
[01:55:20.700 --> 01:55:23.523]  He says, Twitter is a police interview that never ends.
[01:55:24.363 --> 01:55:26.445]  Facebook has all your friends wearing a wire.
[01:55:27.426 --> 01:55:30.469]  YouTube has you in the dock talking to the judge?
[01:55:30.989 --> 01:55:39.837]  He says, every social media user creates a vast library of statements that can be taken out of context by vengeful or ambitious officials.
[01:55:40.277 --> 01:55:45.481]  Users should be displayed their Miranda rights every time they log on to social media.
[01:55:45.842 --> 01:55:47.723]  And this is why Julian Assange said that.
[01:55:47.763 --> 01:55:48.404]  Let's play that clip.
[01:55:48.884 --> 01:55:52.809]  And the National Security of the United States, the way to deal with this is pretty simple.
[01:55:53.129 --> 01:55:54.390]  We got special ops forces.
[01:55:54.911 --> 01:55:56.733]  I mean, a dead man can't leak stuff.
[01:55:56.773 --> 01:56:00.798]  This guy's a traitor, a treasonous, and he has broken every law of the United States.
[01:56:00.818 --> 01:56:02.079]  He's talking about Julian Assange.
[01:56:02.620 --> 01:56:07.425]  And I'm not for the death penalty, so if I'm not for the death penalty and I don't want to do it, illegally shoot the son of a bitch.
[01:56:07.685 --> 01:56:08.206]  Paul, what about it?
[01:56:08.486 --> 01:56:10.929]  Oh, I can't believe I believe what... I'm along with Bob.
[01:56:11.130 --> 01:56:11.430]  You know what?
[01:56:11.530 --> 01:56:15.976]  When he comes out and says that he's holding everyone hostage, that he's going to release millions of people... There you go.
[01:56:15.996 --> 01:56:19.961]  So that's the Fox News clip, where he says, let's illegally shoot the SOB.
[01:56:21.095 --> 01:56:21.415]  Okay?
[01:56:22.036 --> 01:56:26.899]  Now, when Barrett Brown posted on Twitter, he posted that.
[01:56:26.979 --> 01:56:32.323]  He said, dead men can't leak stuff dot dot dot, illegally shoot the SOB.
[01:56:33.184 --> 01:56:47.694]  And that was a quote that you just heard from Bob Beckel on Fox News, along with another Fox News commentator who said, yeah, let's just assassinate Julian Assange because he's giving out information that shows the criminal actions of our government abroad.
[01:56:48.786 --> 01:56:49.687]  He's the whistleblower.
[01:56:50.007 --> 01:56:55.830]  He's exposing crimes that our government is committing, and we haven't seen all these crimes yet.
[01:56:55.850 --> 01:56:59.613]  As I mentioned in the first hour, there's a video from Abu Ghraib.
[01:56:59.933 --> 01:57:08.418]  According to Seymour Hersh, and I trust him, he's been a reliable source many years, he says that he's seen the video of U.S.
[01:57:08.458 --> 01:57:17.304]  soldiers in Abu Ghraib bringing the children of women who are imprisoned there, raping those children in front of
[01:57:18.064 --> 01:57:20.545]  The mothers, sodomizing the young boys.
[01:57:20.885 --> 01:57:25.848]  And the mothers are writing back letters saying, come and shoot me, I don't want to live anymore.
[01:57:26.308 --> 01:57:27.429]  That's what our government is doing.
[01:57:27.669 --> 01:57:36.033]  That's the kind of thing that Julian Assange was exposing, and he was threatened by the Fox News puppets, saying we ought to just shoot the guy.
[01:57:36.393 --> 01:57:44.117]  Now when Barrett Brown gets angry because of the way he's been attacked for exposing criminal actions of our government, he retweets
[01:57:45.646 --> 01:57:51.948]  That action, that comment from Bob Beckel saying that men can't leak stuff, let's just illegally shoot him.
[01:57:53.308 --> 01:58:00.010]  The FBI said that they were being threatened, that that was a threat against them because Barrett Brown was angry with them.
[01:58:00.750 --> 01:58:03.811]  And that's what they're trying to keep him in jail for another eight years.
[01:58:03.831 --> 01:58:05.172]  He's already been in jail for two years.
[01:58:05.632 --> 01:58:10.013]  That's how they will twist and take out of context anything you put on social media, so be careful.
[01:58:11.596 --> 01:58:13.117]  Then there's not just social media.
[01:58:13.277 --> 01:58:20.441]  They're going to grab information from you by eavesdropping on you, looking at your computer, listening to your telephone.
[01:58:20.841 --> 01:58:23.363]  That's the full spectrum tyranny that's there.
[01:58:24.003 --> 01:58:30.287]  So the solution isn't just that you can't say anything to anybody, that you have to zip your lip like you're living in East Germany.
[01:58:30.607 --> 01:58:36.851]  No, the solution is to shut down and incarcerate these criminals who are running our government.
[01:58:37.051 --> 01:58:40.774]  Sorry I didn't get your call, but we'll take it right after the break at the top of the hour.
[01:58:40.794 --> 01:58:41.735]  We'll go back to the callers.
[01:58:42.076 --> 01:58:45.118]  We've got Scott in California, Andrew in Washington, and many others.
[01:58:45.399 --> 01:58:46.480]  Stay with us, we'll be right back.
[01:58:46.540 --> 01:58:48.902]  And we have reporters from Washington joining us next hour.
[01:58:48.922 --> 01:58:53.526]  Thank you for listening to GCN.
[01:58:53.566 --> 01:58:55.388]  Visit GCNlive.com today.
[01:58:59.551 --> 01:59:03.053]  The government's Department of Homeland Security is buying up loads of ammo.
[01:59:03.213 --> 01:59:07.176]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:59:07.496 --> 01:59:08.957]  Can you put two and two together?
[01:59:09.277 --> 01:59:16.862]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:59:17.122 --> 01:59:17.983]  But for how long?
[01:59:18.263 --> 01:59:24.527]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[01:59:24.907 --> 01:59:27.729]  Infidel Body Armor just won't quit.
[01:59:29.341 --> 01:59:33.184]  The average person's life is filled with unexpected challenges.
[01:59:33.945 --> 01:59:40.190]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[01:59:40.390 --> 01:59:49.357]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[01:59:49.717 --> 01:59:54.561]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[02:00:01.344 --> 02:00:03.940]  You're listening to The Alex Jones Show.
[02:00:15.253 --> 02:00:15.894]  Big Brother.
[02:00:16.555 --> 02:00:17.576]  Mainstream media.
[02:00:18.317 --> 02:00:19.439]  Government cover-ups.
[02:00:20.100 --> 02:00:20.901]  You want answers?
[02:00:21.662 --> 02:00:22.563]  Well, so does he.
[02:00:23.224 --> 02:00:26.849]  He's Alex Jones on the GCN Radio Network.
[02:00:27.410 --> 02:00:31.475]  And now, live from Austin, Texas, Alex Jones.
[02:00:32.276 --> 02:00:35.418]  Welcome back to the Alex Jones Show on this Friday, December 19th.
[02:00:35.458 --> 02:00:36.698]  I'm David Knight, your host in Austin.
[02:00:36.718 --> 02:00:39.740]  We're going to be joining our reporters in Washington State in Spokane.
[02:00:40.580 --> 02:00:45.803]  They're going to give us an update as to what's going on there and tell you about the demonstration that's going to be happening tomorrow.
[02:00:45.823 --> 02:00:51.486]  I don't know if they've had a chance to interview anybody with the police department or the sheriff's department there in Spokane.
[02:00:51.966 --> 02:00:57.808]  Of course, the sheriff pushing back mentioned several times that he'd love to come on our show and talk to us and we tried to reach out to him.
[02:00:58.389 --> 02:01:03.751]  He mentioned that the PIO told us that he's not going to be back until the beginning of the year.
[02:01:03.851 --> 02:01:04.991]  He's gone for a holiday.
[02:01:05.071 --> 02:01:06.912]  So, I know they're not going to be able to talk to the sheriff.
[02:01:06.952 --> 02:01:08.012]  We would like to talk to the sheriff.
[02:01:08.032 --> 02:01:09.633]  We'd like to have him on the radio show.
[02:01:10.213 --> 02:01:15.215]  But in spite of the video that he put out there saying he wants to get on the video show, he's not available.
[02:01:15.795 --> 02:01:17.218]  But we will be talking to our reporters there.
[02:01:17.238 --> 02:01:19.922]  Let's go back to your calls in this segment.
[02:01:19.942 --> 02:01:21.704]  Let's go to Andrew in Washington.
[02:01:21.764 --> 02:01:22.005]  Andrew?
[02:01:23.808 --> 02:01:24.449]  Hey David.
[02:01:25.290 --> 02:01:25.911]  Hey, go ahead.
[02:01:25.931 --> 02:01:26.532]  What's on your mind?
[02:01:27.714 --> 02:01:29.876]  Well, I've got some footage for you.
[02:01:29.896 --> 02:01:39.306]  I'd like to give you of about 15 of these MRAP vehicles arriving on a train into a depot in Spokane right next to the police department.
[02:01:39.807 --> 02:01:43.531]  And they're a little bit different than the ones I've seen a lot of videos of coming from you guys.
[02:01:43.571 --> 02:01:46.194]  They're a little bit more off-road like with a
[02:01:47.048 --> 02:01:51.590]  You know, they ride higher above the axles, kind of a dune buggy type scenario.
[02:01:52.130 --> 02:01:53.290]  Yeah, we'd like to have that.
[02:01:53.510 --> 02:01:58.432]  Yeah, when you finish with the call, don't hang up and we'll get that information from you to get in touch with you.
[02:01:58.452 --> 02:02:00.893]  You can also send it to ShowTipsAtInfoWars.com.
[02:02:00.933 --> 02:02:03.754]  You can also send it to ShowTipsAtInfoWars.com.
[02:02:04.694 --> 02:02:06.975]  Great, I was actually hoping... But hang on, we'll get that from you directly.
[02:02:07.135 --> 02:02:07.615]  Yes, go ahead.
[02:02:08.055 --> 02:02:13.757]  I was actually hoping I'd be able to deliver it in person on a thumb drive to Joe Biggs while he's here in Spokane.
[02:02:13.797 --> 02:02:15.398]  I'm skipping work right now to
[02:02:22.828 --> 02:02:28.153]  Sure, he's going to be in the next segment, so he'll tell you where he is.
[02:02:28.213 --> 02:02:33.237]  If you listen in the next segment, we're going to go to him live and he'll tell you exactly where he is and Spokane always does.
[02:02:33.297 --> 02:02:36.299]  I think he's at the Sheriff's Department or somewhere around there.
[02:02:36.799 --> 02:02:44.726]  But just listen and he'll be mentioning where that is and if you want to give us any contact information, don't hang up and we'll get that from you.
[02:02:45.006 --> 02:02:45.266]  Thanks.
[02:02:45.566 --> 02:02:47.287]  Let's go to Anthony in Florida.
[02:02:47.327 --> 02:02:47.628]  Anthony?
[02:02:50.429 --> 02:02:50.689]  Hello?
[02:02:50.969 --> 02:02:51.310]  Hello.
[02:02:51.450 --> 02:02:52.070]  Anthony, you're on.
[02:02:52.190 --> 02:02:53.291]  You said you want to talk about guns?
[02:02:54.451 --> 02:02:55.032]  Yes.
[02:02:57.633 --> 02:03:07.519]  I heard about how if, what do you call it, that Texas could nullify federal gun laws if they try to enforce a new anti-gun
[02:03:11.494 --> 02:03:15.397]  Bill, it's supposed to come into December 24th, I think it is.
[02:03:16.058 --> 02:03:16.979]  Oh, that's the U.N.
[02:03:17.039 --> 02:03:17.719]  Arms Trade Treaty?
[02:03:17.779 --> 02:03:18.900]  Yeah.
[02:03:19.000 --> 02:03:24.765]  That's not going to be a valid treaty because, first of all, it's only been signed by the Secretary of State.
[02:03:24.825 --> 02:03:26.186]  It hasn't been confirmed by the Senate.
[02:03:26.746 --> 02:03:37.075]  Even if they were to confirm the treaty, there's a big constitutional fight that's going to come up because it's not constitutional for them to affirm anything that violates our own Constitution.
[02:03:37.375 --> 02:03:48.679]  So when the Constitution expressly allows, recognizes, doesn't allow it, recognizes our God-given right to own guns, when the Constitution says that, they can't sign that away with a treaty.
