[00:00:00.109 --> 00:00:00.990]  Well, so does he.
[02:00:12.253 --> 02:00:14.194]  Welcome back folks to the Alex Jones Show.
[02:00:14.214 --> 02:00:17.416]  This is Mike Adams, the health ranger filling in for Alex today.
[02:00:17.817 --> 02:00:28.504]  We've been talking about Fukushima radiation catastrophe and how it's spreading radiation across the world now with a core number, I'm sorry, reactor number three core containment vessel
[02:00:29.824 --> 02:00:31.025]  That is causing a leak there.
[02:00:31.065 --> 02:00:38.528]  We've been talking about GMOs and the events taking place tomorrow around the country to protest the non-labeling of GMOs in our food supply.
[02:00:38.928 --> 02:00:45.431]  People are demanding across the political spectrum, on the left, the right, everybody in between, everybody wants to know what's in their food.
[02:00:46.071 --> 02:00:58.336]  We also have talked about health freedom a little bit and joining us shortly we're going to have Kentucky gubernatorial candidate Phil Moffitt, who is going to be joining us and talking about his amazing platform
[02:00:59.136 --> 02:01:20.205]  That says keep the FDA off of our farms in Kentucky, get the federal government out of our lives so that our farmers can pursue their own economic abundance without having their hands tied behind their backs or without being carted off as criminals for growing things such as industrial hemp, which we import from other countries anyway to make clothing and bags and food.
[02:01:20.505 --> 02:01:22.626]  So why not let Kentucky farmers grow it?
[02:01:23.406 --> 02:01:23.966]  Yes sir.
[02:01:39.718 --> 02:01:41.839]  Thank you, Mr. Moffitt, for joining us today.
[02:01:42.139 --> 02:01:54.945]  Now, for those who aren't familiar with your platform and what you're saying here, can you give us a brief summary of what you're running on here with the FDA and keeping the FDA off of the farms of the Kentucky farmers?
[02:01:55.425 --> 02:02:00.548]  Well, one of the corners of our platform is fighting for state sovereignty under the 9th and 10th Amendments.
[02:02:01.229 --> 02:02:10.518]  And part of that is using the power of nullification to get the federal government out of our coal fields in Kentucky and the FDA off of our farms.
[02:02:11.319 --> 02:02:22.190]  And it also applies to trying to get any unconstitutional regulation or law that comes from the federal government off our territory in Kentucky.
[02:02:22.490 --> 02:02:25.113]  We're able and free people and we need to be treated as such.
[02:02:26.309 --> 02:02:29.330]  Let me ask you, what's wrong with the FDA on your farms there in Kentucky?
[02:02:29.370 --> 02:02:30.410]  Why are you against that?
[02:02:30.931 --> 02:02:32.431]  Well, for a number of reasons.
[02:02:32.671 --> 02:02:37.553]  One, it's not a right given to them as enumerated in the Constitution.
[02:02:38.113 --> 02:02:43.415]  So they shouldn't have any place regulating how we farm or what we farm in Kentucky.
[02:02:44.222 --> 02:02:48.645]  And the other is that they're choking our farms to death.
[02:02:48.665 --> 02:02:49.926]  They're taking away crops.
[02:02:50.006 --> 02:02:57.391]  They're bringing in the... They're trying to force us to use the seeds from, you know, genetically modified seeds.
[02:02:57.411 --> 02:03:01.274]  And they're trying all kinds of techniques, basically, to tell us what to do and when to do it.
[02:03:01.334 --> 02:03:02.615]  That's not how free people live.
[02:03:03.234 --> 02:03:03.955]  That's exactly right.
[02:03:03.995 --> 02:03:06.076]  Now, where did this come from?
[02:03:06.377 --> 02:03:12.121]  I know you're a Tea Party candidate, and you're running in the gubernatorial primary, which is coming up very soon.
[02:03:12.461 --> 02:03:21.469]  But what caused you to pursue this position, and what kind of feedback are you getting from the people of Kentucky that you're talking to right now about this position?
[02:03:22.069 --> 02:03:26.413]  Well, what caused us to do it is our farms, our farmers are going broke.
[02:03:27.151 --> 02:03:27.872]  I don't think so.
[02:03:45.501 --> 02:03:48.543]  These things, industrial hemp is a wonderful product.
[02:03:48.643 --> 02:03:50.964]  It grows exceptionally well in Kentucky.
[02:03:51.424 --> 02:03:57.788]  It can be used for all types of things, including food, clothing, oils, lotions, medicines.
[02:03:58.468 --> 02:04:13.076]  And it was the number one cash crop in Kentucky until the DEA, believe it or not, in the 1930s took it away from our farmers because they tied it to marijuana, which is an unjust tie together of two things.
[02:04:13.656 --> 02:04:18.538]  Because you can smoke hemp, but you certainly can't get high off of it.
[02:04:18.658 --> 02:04:19.999]  The response has been very good.
[02:04:20.279 --> 02:04:26.102]  I'll tell you, there are a lot of people in Kentucky that want the organic food industry in Kentucky.
[02:04:26.142 --> 02:04:27.302]  They want industrial hemp.
[02:04:27.683 --> 02:04:31.324]  They want their farmers to just... Alright, Phil, we gotta take a break here, Phil.
[02:04:31.364 --> 02:04:33.265]  We will be joining you on the other side of this break.
[02:04:33.305 --> 02:04:35.086]  Stay with us here on the Alex Jones Show.
[02:04:35.286 --> 02:04:39.088]  We'll be returning with Phil Moffitt, getting the FDA off Kentucky's farms.
[02:04:49.008 --> 02:04:52.469]  Diamond Gusset is proud to announce the anthem of the Patriot movement.
[02:04:52.849 --> 02:04:56.890]  They're offering a free CD, t-shirt, and bumper sticker with a qualifying purchase.
[02:04:57.110 --> 02:05:01.692]  Diamond Gusset offers great products at great prices while keeping Americans working.
[02:05:01.732 --> 02:05:06.993]  Not looking for a factory where a man can feed his family.
[02:05:07.754 --> 02:05:14.756]  Not worried about them moving south, closing the doors and shutting her down tomorrow.
[02:05:17.555 --> 02:05:21.960]  I'm looking for America.
[02:05:23.081 --> 02:05:24.522]  We're American and be proud.
[02:05:24.703 --> 02:05:27.425]  Go to gusset.com forward slash America.
[02:05:27.465 --> 02:05:31.490]  Land of the free and the home of the brave.
[02:05:31.930 --> 02:05:35.774]  Seems like I just woke up one day and it was gone.
[02:05:43.507 --> 02:05:48.078]  Again, go to gusset.com forward slash America Today.
[02:05:49.975 --> 02:05:56.660]  Alex has told you that the Mideast uprisings over food prices and shortages caused by fuel costs are spreading worldwide.
[02:05:57.000 --> 02:05:59.242]  We're seeing the impact right here in the United States.
[02:05:59.682 --> 02:06:08.489]  Ethanol, that was supposed to reduce petroleum use and fuel prices, hit a 30-month high in February, and pump prices are expected to reach $5 a gallon.
[02:06:08.709 --> 02:06:16.635]  Because of shipping costs, food is being priced out of the reach of millions of Americans, with an expected 35% jump in the next 60 days.
[02:06:16.975 --> 02:06:18.336]  Move quickly while you can still
[02:06:18.336 --> 02:06:18.576]  I think so.
[02:06:52.506 --> 02:06:53.427]  Tyranny is here.
[02:06:53.768 --> 02:06:57.472]  The grim future foretold in 1984 has become reality.
[02:06:57.632 --> 02:06:59.915]  It really says that the state is God.
[02:06:59.935 --> 02:07:05.382]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[02:07:05.802 --> 02:07:12.050]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[02:07:12.450 --> 02:07:17.993]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[02:07:18.433 --> 02:07:22.115]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[02:07:22.615 --> 02:07:26.577]  Prepare to enter the secretive world of emergency dictatorship.
[02:07:26.898 --> 02:07:32.420]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[02:07:32.841 --> 02:07:35.982]  It's only the beginning of the New World Order's hellish plan.
[02:07:36.403 --> 02:07:37.843]  The police state isn't coming.
[02:07:38.384 --> 02:07:38.804]  It's here.
[02:07:39.484 --> 02:07:46.486]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[02:07:49.527 --> 02:07:51.768]  He's the T-Rex of political talk.
[02:07:52.288 --> 02:07:55.109]  Alex Jones on the GCN Radio Network.
[02:08:01.128 --> 02:08:03.929]  Welcome back to the Alex Jones Show.
[02:08:03.949 --> 02:08:05.129]  I'm filling in for Alex today.
[02:08:05.189 --> 02:08:06.970]  I'm Mike Adams, the editor of Natural News.
[02:08:07.390 --> 02:08:25.236]  We are joined right now by Phil Moffitt, who is the gubernatorial candidate for Kentucky, and he's running on a unique and very uplifting platform actually about getting the feds off of our farms, out of our lives, so that the farmers of Kentucky can experience economic abundance without the interference of Washington.
[02:08:25.796 --> 02:08:27.257]  It's about more than farmers, but
[02:08:27.937 --> 02:08:29.839]  Phil Moffitt is joining us again in this segment.
[02:08:29.939 --> 02:08:36.404]  Phil, what has been the reaction now, so far, to your message out on the streets in Kentucky?
[02:08:37.185 --> 02:08:39.387]  The reaction has been wonderful.
[02:08:40.207 --> 02:08:46.653]  A lot of people in Kentucky understand how repressive the federal government has become, especially to our farmers.
[02:08:47.313 --> 02:08:55.400]  We had an absolutely wonderful tobacco industry here in Kentucky that was taken away from us through federal regulation and lawsuits.
[02:08:56.181 --> 02:09:00.643]  And it really has left our farmers in such a tough spot.
[02:09:00.743 --> 02:09:06.665]  They're trying to fight now in the soybean and soy markets, which of course are worldwide markets with very low margins.
[02:09:07.365 --> 02:09:11.646]  And they need more crops and more opportunity to be free people.
[02:09:11.747 --> 02:09:21.630]  Industrial hemp and the whole foods industry and the natural foods industry would be great extensions for them, and it would allow us to bring jobs and prosperity back to Kentucky in a way we
[02:09:23.004 --> 02:09:36.191]  And as you're explaining, the federal government has interfered with the ability of Kentucky farmers to grow crops that would actually make them a profit, such as industrial hemp, which again, we're importing from other countries and not allowing it to be grown right here in America.
[02:09:36.211 --> 02:09:43.435]  I mean, what kind of, how does that policy even come to exist in America, where American farmers can't grow the stuff that we're buying from other countries?
[02:09:43.455 --> 02:09:44.355]  It doesn't make sense.
[02:09:44.675 --> 02:09:45.736]  It's what you might expect.
[02:09:45.816 --> 02:09:48.918]  It was a power grab by a rich industrialist in the 1930s.
[02:09:50.613 --> 02:09:58.600]  Andrew Mellon, who is the Bill Gates of the day and the owner of Mellon Bank, was the Secretary of Treasury under FDR.
[02:09:59.261 --> 02:10:02.964]  And he was also one of the seed investors at a company called DuPont Chemical.
[02:10:04.185 --> 02:10:10.210]  DuPont Chemical was starting to, you know, understanding things like plastics and nylons and those types of things.
[02:10:10.250 --> 02:10:12.112]  The synthetics industry was being born.
[02:10:12.492 --> 02:10:17.096]  And their number one competitor was the industrial hemp industry in the United States.
[02:10:17.833 --> 02:10:25.999]  So, hemp at the time was, you know, used for clothing and fabrics, robes, and all kinds of different things.
[02:10:26.059 --> 02:10:39.188]  And of course, by taking that off the market, and how they did it was they used that current day DEA to tie hemp, which is in the cannabis family, to tie industrial hemp to marijuana, and they made it illegal.
[02:10:39.729 --> 02:10:45.853]  And it took it off the, really in just a day or so, took an entire market away from Kentucky farmers and other states
[02:10:46.414 --> 02:10:51.557]  It's incredible, but just to be clear for those listening, your position is not about medical marijuana.
