[00:00:00.009 --> 00:00:00.189]  I think?
[01:49:41.838 --> 01:49:45.540]  And now, new socialist legislation is only compounding the problem.
[01:49:45.740 --> 01:49:46.301]  Number 4.
[01:49:46.541 --> 01:49:48.903]  Dangerous weather is always a threat to local grids.
[01:49:49.303 --> 01:49:52.686]  Every year, thousands of families lose their power from weather-related outages.
[01:49:52.986 --> 01:49:53.527]  Number 5.
[01:49:53.767 --> 01:49:57.690]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:49:57.931 --> 01:50:02.675]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:50:02.955 --> 01:50:06.999]  You can get more information at www.mysolarbackup.com.
[01:50:07.139 --> 01:50:08.701]  That's mysolarbackup.com.
[01:50:08.921 --> 01:50:11.003]  Remember, the government doesn't own the sun.
[01:50:11.183 --> 01:50:13.526]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:50:18.035 --> 01:50:19.537]  Hi folks, this is Alex Jones.
[01:50:19.757 --> 01:50:24.803]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:50:25.063 --> 01:50:26.425]  Saving means to make money.
[01:50:26.605 --> 01:50:35.395]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:50:36.116 --> 01:50:43.223]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:50:43.663 --> 01:50:51.270]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:50:51.670 --> 01:50:58.997]  If you want something better, if you want something you've never had before, you have to do something you've never done before, getting a free catalog is easy by calling 800
[01:51:00.557 --> 01:51:04.739]  Call 800-340-7091 or see Calvin on the web at FiveStarSoap.com.
[01:51:05.039 --> 01:51:12.602]  Take charge of your health now by calling 800-340-7091 or see Calvin on the web at FiveStarSoap.com.
[01:51:17.890 --> 01:51:21.493]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:51:21.913 --> 01:51:24.915]  This is our last chance to not relive history.
[01:51:25.155 --> 01:51:29.939]  As we're finishing off this agenda, that we're pulling the rug from underneath Americans at home.
[01:51:29.959 --> 01:51:36.163]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[01:51:36.343 --> 01:51:38.585]  I think it's incumbent upon all of us
[01:51:39.085 --> 01:51:39.385]  Tim Geithner?
[01:51:39.425 --> 01:51:39.846]  Bernanke?
[01:51:39.906 --> 01:51:40.266]  They're arsonists!
[01:51:40.286 --> 01:51:41.027]  They're asking for more matches!
[01:51:41.047 --> 01:51:42.688]  And the Congress is saying, who do we make the check out to?
[01:51:58.021 --> 01:51:59.863]  Today seems like nobody does care.
[01:52:00.143 --> 01:52:04.927]  And right now in Washington, D.C., we have seen a fall of the republic.
[01:52:05.287 --> 01:52:15.235]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[01:52:18.358 --> 01:52:23.942]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[01:52:29.403 --> 01:52:30.131]  Yeah.
[01:52:36.750 --> 01:52:39.612]  We're back in the first long segment of the third hour.
[01:52:39.732 --> 01:52:43.314]  Joining us is Bob Chapman, the international forecaster.
[01:52:43.794 --> 01:52:48.197]  And we were just beginning to get into the whole Greece situation.
[01:52:48.777 --> 01:52:51.639]  And as you say, it's not our debt, it's not their debt.
[01:52:52.079 --> 01:52:53.380]  But could you recap, Bob?
[01:52:53.860 --> 01:52:55.321]  How did they get us on the hook for this?
[01:52:56.141 --> 01:52:59.223]  How did they bring about this crisis and try to put it on the people?
[01:52:59.783 --> 01:53:01.244]  And didn't they know they would resist?
[01:53:02.685 --> 01:53:03.786]  Excuse me.
[01:53:04.226 --> 01:53:04.726]  This started in 1974.
[01:53:06.907 --> 01:53:28.159]  When David Rockefeller visited Greece at that time, the government had a coup by the military, and the military were in power two or three years, and David told them that the communists were going to come and get them, and so they better load up with all kinds of classy American equipment, which they did.
[01:53:28.999 --> 01:53:30.820]  And that really started the spiral.
[01:53:30.840 --> 01:53:32.981]  It goes back that far.
[01:53:33.942 --> 01:53:35.122]  And when Greece
[01:53:36.952 --> 01:53:37.472]  Applied.
[01:53:37.492 --> 01:53:42.735]  Their due date was 1-1-0-1.
[01:53:42.755 --> 01:53:49.539]  To be in the Eurozone and adopt the Euro as a currency.
[01:53:51.680 --> 01:54:01.086]  They used credit swaps and other devices to hide the terrible situation that they had financially.
[01:54:01.626 --> 01:54:04.928]  But just so they could get into the Eurozone.
[01:54:06.454 --> 01:54:07.675]  The other members liked that.
[01:54:08.316 --> 01:54:09.216]  They looked the other way.
[01:54:10.017 --> 01:54:20.282]  And they did the same thing with Italy, who did something similar, who should not have been accepted at that time as well.
[01:54:21.183 --> 01:54:27.066]  But anyway, the evolutionary process of debt has been going on for years, politician to politician.
[01:54:28.047 --> 01:54:33.190]  And a good part of it was kept away from the Greek populace because
[01:54:34.036 --> 01:54:38.961]  It was hidden by using credit default swaps and other devices.
[01:54:40.242 --> 01:54:44.966]  And so it came to a head about a year and a quarter, year and a half ago.
[01:54:46.087 --> 01:54:51.552]  And the Greek people really generally didn't know what was going on.
[01:54:51.612 --> 01:54:54.815]  In fact, I think a lot of the politicians didn't either.
[01:54:55.516 --> 01:54:58.659]  So now the president has a situation where
[01:54:59.847 --> 01:55:20.705]  He is lacking 20 votes which belong to the other party which is run by Mr. Semras and who Mr. Pompadre has been trying to make deals with for the last few weeks to no avail because Mr. Pompadre wants to sell out the Greek people by collateralizing debt and I don't think they should do it.
[01:55:21.065 --> 01:55:25.369]  And just as an example of this collateralization process, just recently
[01:55:26.740 --> 01:55:33.002]  A German group which owned part of the telecom bought another piece of it for 30 cents on the dollar.
[01:55:33.963 --> 01:55:53.489]  So what they wanted to do and what they would like to do, and that's why the International Chamber of Commerce and the Goldman Sachs and JPMorgan Chase representatives have been going in and out of Athens for the past month or so, perhaps longer.
[01:55:54.605 --> 01:56:03.290]  And they want to buy, you know, bid for the airport and bid for the ports and buy the islands and so on.
[01:56:04.191 --> 01:56:05.292]  And they're not going to get away with it.
[01:56:06.372 --> 01:56:07.673]  The Greek people are not dumb.
[01:56:08.213 --> 01:56:09.334]  They may be laid back.
[01:56:10.015 --> 01:56:13.417]  They may like a short work week and retiring at 50.
[01:56:14.697 --> 01:56:18.100]  But they know what's going on now.
[01:56:18.700 --> 01:56:22.002]  And I think Alex and Max and I have helped that process.
[01:56:22.862 --> 01:56:23.563]  In fact, I think
[01:56:24.924 --> 01:56:34.168]  We have been very instrumental in what's going on right now in Greece, because I get that from subscribers there as well as people in government who contact me.
[01:56:35.009 --> 01:56:40.031]  But, anyway, they can't and they won't pay the debt back.
[01:56:40.231 --> 01:56:40.991]  They're going to default.
[01:56:41.592 --> 01:56:50.676]  Now, there's 33 banks that hold not only a large amount of bonds for Greece, which they've purchased,
[01:56:52.071 --> 01:57:02.713]  But they also hold bonds for other sick nations, such as Ireland and Portugal, and I think Spain and Belgium and Italy are not far behind.
[01:57:03.713 --> 01:57:05.214]  And what are we talking about?
[01:57:05.294 --> 01:57:14.115]  Well, I guessed about a little over a year ago, I said, it'll cost them $4 trillion to clean up the mess, which they don't have.
[01:57:15.396 --> 01:57:17.016]  Now my figure's gone up to $6 trillion.
[01:57:18.187 --> 01:57:19.908]  And so there's no way of bailing them out.
[01:57:20.069 --> 01:57:27.474]  Even the healthy countries, like particularly Germany, isn't going to, doesn't want to, and they're willing to take their losses.
[01:57:28.194 --> 01:57:39.783]  And the electorate pointed that out in the recent elections with the party CDU, Christian Democratic Union, that is led by Mrs. Merkel.
[01:57:40.900 --> 01:57:41.341]  I don't
[01:57:59.483 --> 01:58:04.464]  And you look at the percentage figures, 67 to 69 percent of the people did not want a euro.
[01:58:04.484 --> 01:58:06.524]  They wanted to keep the D-mark in Germany.
[01:58:07.124 --> 01:58:10.925]  And quite frankly, more than half of them don't even want to belong to the European Union.
[01:58:11.565 --> 01:58:18.046]  But getting back to what is at stake here, you've got a whole bunch of banks with bonds.
[01:58:18.066 --> 01:58:23.047]  You've got governments with bonds in Greece and those other failed countries, we'll call them.
[01:58:24.087 --> 01:58:27.408]  And the numbers are atrocious.
[01:58:29.511 --> 01:58:45.895]  It just so happens that in the case of Greece, the losses, about $120 to $130 billion, are covered by credit default swaps, which were issued, sold, by American banks.
[01:58:47.175 --> 01:58:58.878]  And I was thinking about this today when I was watching Max and Alex talk in the previous broadcast, and, you know, I always suspected
[01:58:59.841 --> 01:59:14.007]  That when the MBS and the CDOs, which were bonds that contained mortgages, 60% of those were sold to European banks.
[01:59:14.868 --> 01:59:16.148]  Now, they all have attorneys.
[01:59:16.828 --> 01:59:17.849]  They're all intelligent.
[01:59:19.109 --> 01:59:23.171]  And they were told that these were AAA rated pieces of paper, bonds.
[01:59:24.432 --> 01:59:26.653]  When in fact, they were BBB.
[01:59:26.713 --> 01:59:29.334]  It's a difference between a 10 and a 4, 10 being best.
[01:59:30.837 --> 01:59:37.260]  And they get stuck with these things that are selling for 10 or 15 or 20 cents on the dollar.
[01:59:38.680 --> 01:59:48.064]  And I can't help but think there was a deal made ahead of time that will sell you these bonds, and if they go bad, we'll cover you.
[01:59:49.084 --> 01:59:51.125]  This is the Fed, Federal Reserve talking.
[01:59:52.445 --> 01:59:58.768]  And the reason I say that is that there's never been, from Europe, any legal action
[01:59:59.452 --> 02:00:14.040]  Or any criminal prosecution, which would include also not only the sellers of the bonds, which are banks and brokerage houses, but also the raiders, which are S&P, Moody's and Fitch, who lied about the ratings.
[02:00:14.600 --> 02:00:15.801]  There's absolutely no question.
[02:00:16.301 --> 02:00:18.682]  And they should be prosecuted criminally along with the bankers.
[02:00:19.243 --> 02:00:21.744]  But anyway, I think a deal was made.
[02:00:22.464 --> 02:00:23.725]  A deal was made ahead of time.
[02:00:25.319 --> 02:00:38.466]  Now we come full circle to what's going on today and we see that the credit default swap backing insurance on all this money that was given to Greece and bonds received.
