[00:00:00.613 --> 00:00:01.216]  Oh, no!
[01:51:00.126 --> 01:51:01.067]  Then your calls.
[01:51:01.067 --> 01:51:01.467]  Wayne Metz.
[01:51:01.467 --> 01:51:02.708]  Hi, this is Alex Jones.
[01:51:02.708 --> 01:51:08.293]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:51:08.293 --> 01:51:13.318]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[01:51:13.318 --> 01:51:13.778]  It's true.
[01:51:13.778 --> 01:51:16.601]  Seeds have outperformed even gold and silver before in this country.
[01:51:16.601 --> 01:51:18.343]  And it's possible that could even happen again.
[01:51:18.863 --> 01:51:24.109]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:51:24.109 --> 01:51:31.217]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[01:51:31.217 --> 01:51:32.338]  And here's the best part.
[01:51:32.338 --> 01:51:38.705]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[01:51:39.005 --> 01:51:42.208]  So visit them today at survivalseedbank.com.
[01:51:42.208 --> 01:51:44.429]  That's survivalseedbank.com.
[01:51:44.429 --> 01:51:45.310]  Or give them a call at 877-327-0365.
[01:51:45.310 --> 01:51:45.550]  That's 877-327-0365.
[01:51:45.550 --> 01:51:49.013]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:51:49.013 --> 01:51:50.734]  This is Alex Jones for survivalseedbank.com.
[01:52:00.942 --> 01:52:07.387]  This message starts with a great offer from Big Berkey Water Filters because we don't want you drinking dangerous water one minute longer.
[01:52:07.387 --> 01:52:18.916]  Right now, purchase any filter system from BigBerkeyWaterFilters.com to get your choice of two Berkey sport bottles, a KDF shower filter, a set of fluoride filters, or our new Cyclast Spigot absolutely free.
[01:52:18.916 --> 01:52:19.697]  Why do this?
[01:52:19.697 --> 01:52:30.565]  Because over 60% of municipal water is fluoridated, and at less than 2 cents per gallon, Berkey Water Filters purify both treated and untreated water, removing dangerous chlorine, fluoride, and other contaminants.
[01:52:30.865 --> 01:52:38.348]  Big Berkey Water Filters are powerful enough to purify stagnant pond water, so they're perfect for rainwater collection systems and emergency preparedness.
[01:52:38.348 --> 01:52:46.051]  Remember, Big Berkey includes free shipping on every order over $50, and GCN listeners get 5% off all ceramic filter systems.
[01:52:46.051 --> 01:52:52.774]  Visit bigberkeywaterfilters.com or call 877-99-BERKEY.
[01:52:52.774 --> 01:52:56.275]  That's bigberkeywaterfilters.com or call today, 1-877-99-BERKEY.
[01:53:00.816 --> 01:53:04.237]  The largest part of gaining radiant health is detoxification.
[01:53:04.237 --> 01:53:12.058]  You can drink ionized water, cleanse your intestines, eat a perfect diet, and even take lots of quality supplements and in many instances only make minimal progress.
[01:53:12.058 --> 01:53:16.619]  What is the key to detoxifying your body of mercury, heavy metals, chemicals, and drugs?
[01:53:16.619 --> 01:53:18.059]  It is glutathione.
[01:53:18.059 --> 01:53:22.120]  Glutathione is the master antioxidant used to detoxify your entire body.
[01:53:22.120 --> 01:53:25.481]  It stops free radicals, keeps cells young, and reduces inflammation.
[01:53:26.121 --> 01:53:31.906]  One World Whey Protein Powder may be able to raise your glutathione production by 64% or more.
[01:53:31.906 --> 01:53:39.153]  One World Whey is more effective than any other whey protein powder on the market because it is unheated and from grass-fed cows.
[01:53:39.153 --> 01:53:43.977]  All other, quote, cold-processed whey protein powders have been heated and damaged by 15% or more.
[01:53:45.578 --> 01:53:47.979]  One World Whey comes in three delicious flavors.
[01:53:47.979 --> 01:53:48.380]  Call 888-988-3325.
[01:53:48.380 --> 01:53:48.620]  That's 888-988-3325.
[01:53:48.620 --> 01:53:49.901]  Or visit OneWorldWhey.com.
[01:53:49.901 --> 01:53:51.181]  That's One World W-H-E-Y dot com.
[01:54:07.361 --> 01:54:08.302]  Okay, callers.
[01:54:08.302 --> 01:54:10.444]  Wayne's going to stay with us 20 minutes into the next hour.
[01:54:10.444 --> 01:54:11.946]  We'll get into Fukushima.
[01:54:11.946 --> 01:54:14.008]  We'll take your phone calls.
[01:54:14.008 --> 01:54:21.696]  Webster Tarbley, who called all of this with precision three years ago, is going to be on with us at the bottom of the next hour.
[01:54:21.696 --> 01:54:23.258]  Doctor of history.
[01:54:23.258 --> 01:54:24.359]  He's also an economist.
[01:54:26.040 --> 01:54:26.621]  We're good to go.
[01:54:41.713 --> 01:54:43.134]  But we've been shipping since last week.
[01:54:43.134 --> 01:54:47.435]  Big Brother, Their Orwellian Nightmare Come True, an excellent new book by Mark Dice.
[01:54:47.435 --> 01:54:50.696]  We're the sole place to get this powerful book.
[01:54:50.696 --> 01:54:55.738]  We have it discounted with some of my films as well at InfoWars.com.
[01:54:55.738 --> 01:55:00.800]  You can also support us with your 15 cent a day, $5.95 a month, PrisonPlanet.tv memberships.
[01:55:00.800 --> 01:55:07.942]  You can see the live video streams, the archive of the video, all my films, expanded extras, exclusive interviews, PrisonPlanet.tv.
[01:55:07.942 --> 01:55:10.003]  Wayne, getting back to Tripoli.
[01:55:11.090 --> 01:55:21.756]  And getting back to this new UN precedent where the UN gives an order and NATO and America jumps, obviously because it's their puppet they created to have this illusion of international solidarity.
[01:55:21.756 --> 01:55:29.720]  But it's the Security Council doing this, not outside nations, you know, the 160 plus that aren't part of the Security Council.
[01:55:29.720 --> 01:55:38.205]  But having those ground invasion ships, those amphibious delivery systems off the coast with tens of thousands of troops,
[01:55:39.105 --> 01:55:51.393]  Having Hillary say, and Obama say, you will submit to us, you will allow an international aid force in, which means the military, or else, they're basically gearing up for an invasion, a ground invasion.
[01:55:51.393 --> 01:55:52.234]  Do you disagree with that?
[01:55:53.396 --> 01:56:02.098]  Well, obviously, if they've got these troops ships off the coast with Marines, that's a real contingency that they're considering.
[01:56:02.098 --> 01:56:08.500]  And it seems like even Secretary of Defense Gates may have been overruled on this, believe that or not.
[01:56:08.500 --> 01:56:11.401]  I mean, he's a holdover from the Bush administration, but he was
[01:56:11.921 --> 01:56:14.943]  Never too keen on this operation.
[01:56:14.943 --> 01:56:20.346]  I think he of all people know how thin US forces are spread right now.
[01:56:20.346 --> 01:56:21.847]  We're in Afghanistan.
[01:56:21.847 --> 01:56:22.627]  We're in Iraq.
[01:56:22.627 --> 01:56:25.048]  We've got this covert war in Pakistan.
[01:56:25.048 --> 01:56:28.110]  We've been involved with Yemen and now Libya.
[01:56:28.110 --> 01:56:34.294]  And I would also note that the very interesting interview was given by General Wesley Clark.
[01:56:34.294 --> 01:56:34.974]  Now I'm certainly not
[01:56:35.014 --> 01:56:39.658]  No big fan of his, especially after what he did to Yugoslavia, former Yugoslavia.
[01:56:39.658 --> 01:56:46.924]  But he said that after 9-11, he met a colleague in the Pentagon who said, listen, we're going to invade Iraq.
[01:56:46.924 --> 01:56:49.205]  He said, what do you mean Iraq?
[01:56:49.205 --> 01:56:49.826]  What's going on?
[01:56:49.826 --> 01:56:52.928]  He said, well, there's a plan that we're going to go into Iraq.
[01:56:52.928 --> 01:56:54.309]  We're going to go into Syria.
[01:56:54.309 --> 01:56:56.151]  We're going to go into Libya.
[01:56:56.151 --> 01:56:57.752]  And there was a couple other countries.
[01:56:57.752 --> 01:56:59.574]  And eventually we're going to go into Iran.
[01:57:00.334 --> 01:57:06.357]  So it seems like whoever this guy was who told Clark this was on the money also.
[01:57:06.357 --> 01:57:15.982]  And we see Obama just carrying out this same plan that was hatched by the neocons under George W. Bush.
[01:57:15.982 --> 01:57:18.183]  You're absolutely on target again, Wayne.
[01:57:18.183 --> 01:57:23.566]  And under this new precedent, if people rebel, then the West invades.
[01:57:23.566 --> 01:57:25.047]  That's pointed right at Iran.
[01:57:26.542 --> 01:57:41.682]  Oh, I think Iran is, and I think what's happening now in Bahrain, where you have a majority Shia population, you had the king of Bahrain now try to justify his bloody crackdown on the opposition by saying, well, Iran was involved.
[01:57:41.682 --> 01:57:43.625]  He didn't say, he said, outside
[01:57:44.585 --> 01:57:46.746]  Well, we know he's talking about.
[01:57:46.746 --> 01:57:52.128]  And they had the Saudi troops come across the Causeway Bridge into Bahrain.
[01:57:52.128 --> 01:57:56.090]  And there's videos of them just shooting people at point-blank range.
[01:57:56.090 --> 01:58:06.173]  Just like that infamous photo of that South Vietnamese police officer, high-ranking officer, shooting that suspected Viet Cong in the head.
[01:58:06.173 --> 01:58:08.114]  We have videos coming out of Bahrain.
[01:58:08.114 --> 01:58:09.955]  Where's the no-fly zone over Bahrain?
[01:58:09.955 --> 01:58:10.975]  We don't hear Hillary Clinton.
[01:58:11.055 --> 01:58:13.637]  Clinton talking about that, or Barack Obama.
[01:58:13.637 --> 01:58:18.059]  Barack Obama was in Brazil as this military action was launched.
[01:58:18.059 --> 01:58:26.604]  Brazil voted against, well, they basically abstained in the Security Council on this resolution.
[01:58:26.604 --> 01:58:27.825]  All right, Wayne, we got a break.
[01:58:27.825 --> 01:58:28.325]  Stay there.
[01:58:28.325 --> 01:58:30.167]  When we come back, we're going to start taking calls.
[01:58:30.167 --> 01:58:34.589]  But then later, in the next 20 minutes, I'm going to bring up the biggest issue yet.
[01:58:34.589 --> 01:58:37.731]  They're saying Gaddafi's probably going to launch terror attacks.
[01:58:37.731 --> 01:58:40.433]  Will the globalists launch a false flag to legitimize the war?
[01:58:42.739 --> 01:58:51.286]  If you are listening to GCN, visit GCNlive.com today.
[01:58:51.286 --> 01:58:52.948]  Hello friends, this is Alex Jones.
[01:58:52.948 --> 01:58:56.311]  You've heard me talk about Calvin 5 Star Soaps for years.
[01:58:56.311 --> 01:59:01.535]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[01:59:01.535 --> 01:59:04.978]  You can buy factory direct, shipped via UPS right to your door.
[01:59:04.978 --> 01:59:07.321]  Check them out on the web at 5starsoap.com.
[01:59:07.941 --> 01:59:11.485]  Or call 800-340-7091.
[01:59:11.485 --> 01:59:12.606]  Take my word for it.
[01:59:12.606 --> 01:59:15.269]  Once you've used pure soap, you won't buy anything else.
[01:59:15.269 --> 01:59:21.795]  Since 1947, Calbin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:59:21.795 --> 01:59:23.297]  Buy American and stay clean.
[01:59:23.297 --> 01:59:26.600]  As well as support InfoWars, visit 5starsoap.com today.
[01:59:26.600 --> 01:59:26.980]  Or call 1-800-340-7091.
[01:59:26.980 --> 01:59:28.322]  Well, Marty, what do you have to say?
[01:59:31.610 --> 01:59:39.516]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[01:59:39.516 --> 01:59:49.584]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[01:59:49.584 --> 01:59:54.228]  Thank you.
[01:59:54.228 --> 01:59:56.609]  Waging war on corruption.
[01:59:56.609 --> 01:59:59.392]  Alex Jones on the GCM Radio Network.
[02:00:05.919 --> 02:00:10.761]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:10.761 --> 02:00:12.342]  You want answers?
[02:00:12.342 --> 02:00:13.883]  Well, so does he.
[02:00:13.883 --> 02:00:18.085]  He's Alex Jones on the GCN Radio Network.
[02:00:18.085 --> 02:00:23.147]  And now, live from Austin, Texas, Alex Jones.
[02:00:23.147 --> 02:00:24.248]  It is Monday.
[02:00:24.248 --> 02:00:25.188]  Thank you for joining us.
[02:00:25.188 --> 02:00:33.933]  More on the ongoing, unfolding crisis in Fukushima that's still intensifying, but the media is trying to make everybody forget about it.
[02:00:34.955 --> 02:00:35.276]  I think?
[02:00:52.016 --> 02:00:52.397]  I think?
[02:01:17.797 --> 02:01:19.118]  Hello Alex and Wayne.
