[00:00:00.049 --> 00:00:01.415]  War on Corruption.
[02:02:14.834 --> 02:02:17.756]  I do intend to take some of your calls in this hour.
[02:02:18.601 --> 02:02:20.543]  So feel free to call in with some comments.
[02:02:20.583 --> 02:02:21.444]  Hopefully we get that working.
[02:02:21.464 --> 02:02:22.605]  I'm not ignoring your calls.
[02:02:22.986 --> 02:02:23.947]  That's my message to you.
[02:02:23.967 --> 02:02:25.328]  I'm trying to get that up and running.
[02:02:26.069 --> 02:02:40.764]  But in the last segment, we talked to Dr. Lanthi who, you know, I think we could talk to him for hours about the real hardcore information about heavy metals poisoning and the toxicity that is infecting the minds of the American people.
[02:02:41.789 --> 02:03:03.654]  And I've got a working theory on this, that part of the insanity that has infected America today, the reason why you have presidential debates where people make no sense, why you have leadership at the executive level that is saying, we need to spend a few trillion more dollars to get us out of the trillions in debt we're already in.
[02:03:04.154 --> 02:03:05.934]  Yeah, that's kind of insane.
[02:03:06.434 --> 02:03:09.795]  That's pure clinical insanity, if you think about it.
[02:03:10.895 --> 02:03:16.080]  As Gerald Cilenti, I'm sure, would have a few comments about the insanity going on at MF Global today.
[02:03:17.000 --> 02:03:19.122]  These days, it's pretty much insane.
[02:03:19.522 --> 02:03:21.024]  But why is it so insane?
[02:03:21.304 --> 02:03:26.288]  So I asked Dr. Lonke, do you think members of Congress are suffering from heavy metals toxicity?
[02:03:26.308 --> 02:03:28.430]  And he said yes, and he thinks everybody is.
[02:03:29.010 --> 02:03:34.295]  But I bet you, if you were to go into Congress and have them subject themselves to blood tests,
[02:03:35.507 --> 02:03:36.628]  Wouldn't that be interesting?
[02:03:37.108 --> 02:03:41.652]  You might find some non-human DNA in the mix there, according to David Icke, right?
[02:03:43.133 --> 02:03:46.535]  But you would definitely find some heavy metals in that mix.
[02:03:47.076 --> 02:03:50.178]  Probably a lot of lead, a lot of arsenic, a lot of mercury.
[02:03:50.578 --> 02:03:54.401]  Everybody who voted for the Patriot Act is probably suffering from lead poisoning.
[02:03:55.598 --> 02:03:56.638]  No, I don't mean from bullets.
[02:03:57.099 --> 02:03:57.799]  I know what you're thinking.
[02:03:57.859 --> 02:04:01.920]  No, I mean from their food, from the lead in their pipes, from that thing.
[02:04:02.641 --> 02:04:03.601]  Other sources of lead.
[02:04:03.621 --> 02:04:05.382]  Or mercury poisoning.
[02:04:06.022 --> 02:04:21.928]  Because their moms, let's say, yes, they do have mothers, their moms were eating tuna fish when they were pregnant and the mercury went through the blood and got into the developing minds of the little infant fetuses that were going to be born and someday become senators.
[02:04:22.884 --> 02:04:23.826]  So now they're insane.
[02:04:24.267 --> 02:04:25.108]  But they're in charge!
[02:04:25.729 --> 02:04:26.330]  That's scary.
[02:04:27.031 --> 02:04:28.374]  That's kind of disturbing, actually.
[02:04:28.694 --> 02:04:30.437]  Let's not, uh, let's not let that happen.
[02:04:30.758 --> 02:04:31.579]  Let's get healthy.
[02:04:31.619 --> 02:04:32.341]  Let's detox.
[02:04:32.461 --> 02:04:33.282]  And along those lines...
[02:04:34.389 --> 02:04:38.531]  Just from my own experience, I'm not, I'm, oh man, we got a break coming up.
[02:04:38.591 --> 02:04:41.213]  Very quickly, avoid exposure to heavy metals.
[02:04:41.873 --> 02:04:43.854]  Eat lots of fibrous foods.
[02:04:43.974 --> 02:04:45.195]  Apples contain pectin.
[02:04:45.295 --> 02:04:46.555]  Juice, a lot of vegetables.
[02:04:46.915 --> 02:04:51.338]  Chlorella and cilantro bind to heavy metals and help carry them out of your body.
[02:04:51.778 --> 02:04:55.740]  So does grapefruit pectin and other natural fibers.
[02:04:56.140 --> 02:04:57.201]  Detox yourself!
[02:04:57.984 --> 02:05:01.347]  Get those heavy metals out of your body and out of your brain, and you will make better decisions as a result.
[02:05:01.387 --> 02:05:05.410]  We'll talk more about that on the other side of this break, as we are joined by Robert Scott Bell.
[02:05:05.430 --> 02:05:12.155]  Hey folks, this is Crazy Melvin for eFoods Direct, and I'm slashing prices to get you the best deals on your food supply!
[02:05:12.355 --> 02:05:20.282]  Call now and save, save, save on a 25-year food supply that can save your life when disaster strikes, because it will strike and it will smack you right upside the head, so keep-
[02:05:21.155 --> 02:05:22.176]  Wait a minute, Melvin.
[02:05:22.316 --> 02:05:24.960]  I know eFoodsDirect and they're not full of hype like you.
[02:05:25.200 --> 02:05:30.046]  eFoodsDirect goes to great lengths to ensure you get the best ingredients full of nutrition and flavor.
[02:05:30.226 --> 02:05:31.167]  They are the real deal.
[02:05:31.328 --> 02:05:32.910]  Melvin, you're right about one thing, though.
[02:05:33.010 --> 02:05:39.498]  For Black Friday weekend, eFoods will save you 30% off anything on their website at eFoodsDirect.com slash Alex.
[02:05:39.778 --> 02:05:41.338]  Now that's a deal with no hype.
[02:05:41.398 --> 02:05:48.860]  Call 800-409-5633 or go to efoodsdirect.com slash alex and save 30% off your entire order.
[02:05:48.960 --> 02:05:52.081]  This deal only lasts through Monday, November 28th, so call now.
[02:05:52.161 --> 02:05:57.362]  Call 800-409-5633 or go to efoodsdirect.com slash alex.
[02:05:57.562 --> 02:06:00.002]  Remember, 30% off this Black Friday weekend.
[02:06:00.082 --> 02:06:04.063]  Leave the hype to Crazy Melvin because you can bet your life on efoods direct.
[02:06:06.380 --> 02:06:14.204]  A very wealthy US citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[02:06:14.484 --> 02:06:16.765]  He says it will change everything about our lives.
[02:06:17.026 --> 02:06:22.228]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[02:06:22.408 --> 02:06:25.190]  Now this man has made some outrageous predictions over the years.
[02:06:25.450 --> 02:06:27.511]  The crazy part is, he's usually right.
[02:06:27.771 --> 02:06:33.695]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[02:06:34.015 --> 02:06:37.217]  In fact, Barron's called his work a dire prophecy.
[02:06:37.397 --> 02:06:42.920]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[02:06:43.180 --> 02:06:44.481]  And it's a real eye-opener.
[02:06:44.821 --> 02:06:45.982]  I can't stress this enough.
[02:06:46.102 --> 02:06:48.664]  You should at least watch this free video online today.
[02:06:48.784 --> 02:06:52.846]  He explains everything you need to know, including simple steps you can take to protect yourself.
[02:06:53.006 --> 02:06:55.048]  You can find the video at www.
[02:06:56.048 --> 02:07:08.695]  Hi folks, this is Alex Jones.
[02:07:08.915 --> 02:07:13.937]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[02:07:14.217 --> 02:07:15.578]  Saving means to make money.
[02:07:15.758 --> 02:07:24.523]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[02:07:25.263 --> 02:07:32.368]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[02:07:32.808 --> 02:07:40.413]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[02:07:40.813 --> 02:07:48.197]  If you want something better, if you want something you've never had before, you had to do something you've never done before, getting a free catalog is easy by calling 800-340-7091.
[02:07:50.979 --> 02:07:53.900]  Or see Calvin on the web at 5starsoap.com.
[02:07:54.180 --> 02:07:56.481]  Take charge of your health now by calling 800-340-7091.
[02:07:57.181 --> 02:08:02.183]  Or see Calvin on the web at 5starsoap.com.
[02:08:06.644 --> 02:08:11.566]  Genesis Communications Radio Network proudly presents the Alex Jones Show.
[02:08:11.906 --> 02:08:14.187]  Because there's a war on for your mind.
[02:08:18.342 --> 02:08:23.186]  Welcome back, patriots and heroes of the free world.
[02:08:23.366 --> 02:08:27.829]  We are engaged in our worldwide transmission here on the Alex Jones Show.
[02:08:27.909 --> 02:08:30.631]  I'm the filled-in host today, Mike Adams, the health ranger.
[02:08:31.212 --> 02:08:34.935]  Yeah, editor of naturalnews.com and an occasional host here.
[02:08:35.735 --> 02:08:46.122]  And we've been having a great time with you today, talking about all kinds of heavy metals, poisoning, and ways you can avoid that and get that out of your body because it affects the minds of men and women.
[02:08:46.983 --> 02:08:56.470]  And shortly, we're going to be joined by Robert Scott Bell, and we're going to talk about our list of things that you can be thankful for, the things that we're thankful for, this Thanksgiving.
[02:08:57.293 --> 02:09:00.754]  It is actually a holiday of giving thanks, so let's do that.
[02:09:00.954 --> 02:09:03.715]  Let's give some gratitude out there where it is due.
[02:09:03.996 --> 02:09:10.858]  And we'd like to take your calls during this hour, so please call us at 800-259-9231.
[02:09:10.878 --> 02:09:11.358]  1-800-259-9231.
[02:09:12.419 --> 02:09:16.620]  We'll get you on the board and we'll get your calls in.
[02:09:17.120 --> 02:09:21.122]  And just before we get to Robert Scott Bell here finishing up that last segment, I do believe
[02:09:22.321 --> 02:09:27.883]  I do believe that the insanity that we are witnessing today with the Federal Reserve, with the presidential debates.
[02:09:27.923 --> 02:09:30.143]  Remember when Rick Perry couldn't remember the third thing?
[02:09:30.163 --> 02:09:32.904]  The third Department of Government that he was going to cut?
[02:09:33.404 --> 02:09:35.605]  I think that could be a Mercury side effect.
[02:09:35.865 --> 02:09:38.166]  I mean, he was the one pushing the vaccines, Gardasil.
[02:09:38.806 --> 02:09:40.187]  Did he take some Gardasil himself?
[02:09:40.408 --> 02:09:48.155]  I don't know, but I bet he took some other vaccines and might be suffering from some metals poisoning himself.
[02:09:49.276 --> 02:10:00.747]  Look, I don't have his medical records, so I don't know for sure, but it is a possibility that these people who can't think rationally and can't speak without a teleprompter, that they may be suffering from heavy metals poisoning.
[02:10:00.767 --> 02:10:02.949]  I can only imagine a US Senator
[02:10:03.650 --> 02:10:20.040]  Suffering from high levels of lead and cadmium and arsenic and mercury, thinking to himself, let's pass a Patriot Act Version 2, and let's catch criminals by reaching down their pants, and then we'll take some time off from the Senate.
[02:10:20.761 --> 02:10:28.225]  Pickler's fortnight, and I'll go take a long walk off a short pier, and at my feet I will discover Patriot Act Version 3, and we'll enact that!
[02:10:29.166 --> 02:10:31.287]  That's the level of insanity that I'm talking about.
[02:10:31.888 --> 02:10:32.468]  Just complete
[02:10:33.769 --> 02:10:36.230]  Cats and dogs living together, quote Bill Murray.
[02:10:37.751 --> 02:10:39.912]  Total insanity out there.
[02:10:40.312 --> 02:10:47.855]  But let's move on to something a little more sane and a little more, let's say, humbling this holiday season.
[02:10:47.895 --> 02:10:48.936]  Things to be thankful for.
[02:10:49.056 --> 02:10:50.697]  And for that segment, we are joined
[02:10:51.357 --> 02:11:01.283]  By none other than Robert Scott Bell, who also is a radio host on the Genesis Communications Network, and he just did a fantastic interview with Governor Jesse Ventura that aired a couple of days ago.
[02:11:01.763 --> 02:11:03.364]  Robert is joining us by Skype.
[02:11:03.865 --> 02:11:04.505]  Robert, are you with us?
[02:11:06.566 --> 02:11:07.047]  Are you there?
[02:11:08.287 --> 02:11:08.788]  Hello!
[02:11:11.709 --> 02:11:12.090]  Are you on?
[02:11:12.150 --> 02:11:13.130]  Okay, Robert, can you hear me?
[02:11:13.831 --> 02:11:14.311]  Mike, you there?
[02:11:14.511 --> 02:11:15.972]  Yes, I can hear you.
[02:11:16.012 --> 02:11:17.133]  Good to hear your voice, man.
[02:11:17.153 --> 02:11:17.533]  How you doing?
[02:11:18.774 --> 02:11:20.435]  I apologize, I'm not hearing any audio.
[02:11:21.414 --> 02:11:22.794]  Okay, we'll get that hooked up here.
[02:11:23.474 --> 02:11:24.094]  I got you, Mike.
[02:11:24.154 --> 02:11:24.775]  Now I can hear you.
[02:11:25.035 --> 02:11:25.655]  All right, great.
[02:11:25.935 --> 02:11:30.876]  I thought maybe a little bit of mercury was affecting me there for a moment, but now I realize I'm totally sane.
[02:11:31.236 --> 02:11:31.936]  So go ahead.
