[00:00:00.009 --> 00:00:00.749]  Radio Network.
[02:36:25.458 --> 02:36:31.002]  And they're not just spraying stuff out of airplanes, they've got these big antenna farms doing it from the U.S.
[02:36:31.022 --> 02:36:31.703]  to the Middle East.
[02:36:31.763 --> 02:36:32.463]  It's crazy.
[02:36:32.923 --> 02:36:34.825]  Let me get Max Keiser's take on that.
[02:36:36.314 --> 02:36:43.521]  Well, what about the earthquakes that our industry is putting together on purpose?
[02:36:43.621 --> 02:36:50.768]  I'm referring to shale fracking, where they're going in and they're fracking the crust of the Earth to get a little natural gas.
[02:36:50.848 --> 02:36:53.330]  I'm sure that disturbs the Earth's crust.
[02:36:53.450 --> 02:36:55.232]  And of course, it's a politically correct term.
[02:36:55.412 --> 02:36:58.435]  They don't call it cracking, they call it fracking.
[02:36:58.455 --> 02:36:59.356]  I mean, what a joke.
[02:36:59.946 --> 02:37:00.626]  Yeah, exactly.
[02:37:00.706 --> 02:37:11.308]  Now, this is just industry cracking and cracking the Earth's crust to get a little extra cubic feet of gas to power this industrial monstrosity for a few more months.
[02:37:11.628 --> 02:37:13.468]  Just leave the Earth's crust alone.
[02:37:13.628 --> 02:37:16.349]  You know, stop, stop, stop cracking.
[02:37:16.689 --> 02:37:26.331]  Well, we saw that with the Deepwater Horizon, a record deep well, and I was studying in many areas of the Gulf of Mexico, as deep as they were going is how thick the crust is.
[02:37:26.611 --> 02:37:27.851]  They're going into the mantle.
[02:37:29.007 --> 02:37:32.830]  Yeah, well that's going to disturb the way, you know, that's the point.
[02:37:32.850 --> 02:37:35.913]  Do you know how many drilled pits there are in the Gulf of Mexico?
[02:37:35.933 --> 02:37:37.254]  I was amazed during the BP crisis.
[02:37:37.294 --> 02:37:40.577]  There are thousands of these things going in there and screwing around.
[02:37:40.597 --> 02:37:43.319]  Yeah, I think there's 15,000 plus in the Gulf.
[02:37:43.419 --> 02:37:47.262]  I mean, if you go out there fishing now, when I was a kid, you go out fishing, you hardly saw rigs.
[02:37:47.542 --> 02:37:49.704]  It's now just rigs everywhere.
[02:37:50.264 --> 02:37:53.147]  And when it's night time, you see even more because now the lights stand out.
[02:37:53.647 --> 02:38:03.013]  They're just all over the place and you think about the butterfly effect or the lensing effect, the megaphone effect.
[02:38:03.033 --> 02:38:04.694]  What's the proper term?
[02:38:04.994 --> 02:38:05.734]  Amplification.
[02:38:05.894 --> 02:38:07.295]  Yes, the amplification effect.
[02:38:07.315 --> 02:38:07.756]  There you go.
[02:38:07.796 --> 02:38:08.396]  Thank you, Max.
[02:38:09.277 --> 02:38:12.038]  Of all of this, it's probably untold what it's doing.
[02:38:12.058 --> 02:38:13.239]  Lucretia?
[02:38:13.279 --> 02:38:15.200]  Well, that's what I was saying at the beginning of the show.
[02:38:15.220 --> 02:38:19.783]  This is a year when Mother Nature finally says, go to hell.
[02:38:20.950 --> 02:38:31.342]  How do we know the globalists aren't launching a lot of these weather attacks themselves and then saying, oh, look at the weather, let us have our carbon taxes, buy Al Gore and other beachfront property, because the water's rising?
[02:38:32.603 --> 02:38:33.264]  Well, because...
[02:38:34.935 --> 02:38:42.557]  You have to have some sensitivity as an Earth-bound human being to what's happening with Mother Earth.
[02:38:42.797 --> 02:38:53.519]  You know, just listen to your own body and your own soul cry as you watch Earth crumble because it's being fracked to death and polluted to death.
[02:38:53.539 --> 02:38:54.319]  Well, I'll say this.
[02:38:54.399 --> 02:38:55.079]  I'll say this.
[02:38:55.219 --> 02:38:58.580]  I mean, I don't doubt that the global, who are the global?
[02:38:58.640 --> 02:38:59.420]  They're corporations.
[02:38:59.440 --> 02:39:00.521]  We're talking about the same thing.
[02:39:00.741 --> 02:39:01.941]  They're just destroying
[02:39:02.721 --> 02:39:04.122]  Yeah, the last Lorax gets cut down, yeah.
[02:39:04.142 --> 02:39:05.002]  Dr. Al-Qaeda-Seuss?
[02:39:31.158 --> 02:39:32.498]  He criticizes the government.
[02:39:32.518 --> 02:39:33.139]  I don't like him.
[02:39:34.479 --> 02:39:35.639]  Lucretia, great job.
[02:39:35.799 --> 02:39:37.560]  Thanks for helping us get on that station.
[02:39:37.880 --> 02:39:39.781]  That's how we're getting on all these great stations.
[02:39:40.461 --> 02:39:43.562]  And the stations are having big success with it and reaching more people, and we love it.
[02:39:44.462 --> 02:39:47.403]  Rashid in New York, thanks for holding for eons.
[02:39:47.443 --> 02:39:50.204]  You're on the air with the one, the only, Max Keiser.
[02:39:51.004 --> 02:39:51.784]  How you doing, Alex?
[02:39:51.824 --> 02:39:52.544]  First time caller.
[02:39:52.584 --> 02:39:53.245]  How you doing, Max?
[02:39:55.639 --> 02:40:04.562]  I just wanted to know what you actually think about the call-out group purchasing a major supplement company called MBTY for 3.2 billion dollars?
[02:40:05.823 --> 02:40:06.723]  Well, I've got a comment.
[02:40:06.763 --> 02:40:08.864]  That's an inside operation.
[02:40:09.244 --> 02:40:21.289]  They know that supplements, they know that agriculture, metals, commodities, energy is going to be the future as paper currencies and other forms of paper are exposed as being
[02:40:22.449 --> 02:40:48.331]  uh... fraud ridden uh... instruments but but also this is all about inside baseball just like the obama crime syndicate has given over five hundred waivers to select campaign contributors companies will mcdonald's and others where they don't have to get insurance for their employees or if you gave the democrats you get to keep your chevy dealership this is big city chicago mafia merged with the uh... fewer precept unitary executive of bushy
[02:40:49.331 --> 02:40:52.434]  What a monster amalgamation that is.
[02:40:52.834 --> 02:41:07.366]  And so you're going to only have select insiders who are allowed in the future, under Codex Alimentarius, that by the way is in the House and Senate bill, the Food Safety Act, admits they selectively get to shut down who they want.
[02:41:07.607 --> 02:41:09.888]  That's the essence of insider baseball.
[02:41:10.169 --> 02:41:13.752]  Comments on that, on what Rasheed's asking there, Max?
[02:41:14.462 --> 02:41:26.765]  Well, we're talking about a food supplement company and it goes, it's part and parcel with this idea of unnatural synthetic food and replacing natural food.
[02:41:27.065 --> 02:41:31.546]  You know, as you talk about on your show all the time, they're cracking down on people growing their own food.
[02:41:31.806 --> 02:41:36.967]  People are not allowed to, the price of natural organic food is beyond the reach of most people.
[02:41:37.347 --> 02:41:40.548]  So a company like this that produces food supplements
[02:41:41.649 --> 02:41:48.353]  The price is going to continue to go up as people are going to be shut out from access to wholesome, whole food.
[02:41:48.593 --> 02:41:51.115]  So this is part of that prison mentality.
[02:41:51.375 --> 02:41:53.096]  You know, it's basically prison gruel.
[02:41:53.417 --> 02:41:56.899]  And this is what they're going to be serving the poor prisoners in the casino goop.
[02:41:57.039 --> 02:41:58.720]  And you're talking about a general spectrum.
[02:41:58.820 --> 02:42:03.461]  I don't know about Carlisle, very wicked company, buying the company you mentioned.
[02:42:03.481 --> 02:42:04.181]  I've never heard of it.
[02:42:04.422 --> 02:42:07.583]  They may just be angel cakes and so they got bought because they have a good product.
[02:42:07.963 --> 02:42:08.483]  I don't know.
[02:42:08.923 --> 02:42:13.125]  I'm just generally looking at who financed the food safety bill.
[02:42:13.445 --> 02:42:17.346]  It has nothing to do with food safety and is Codex Alimentarius.
[02:42:17.666 --> 02:42:19.107]  And for years we'd fight this.
[02:42:19.407 --> 02:42:25.149]  We'd have the official UN documents, Europe trying to pass it, basically where you can't get raw vitamins over the counter.
[02:42:25.409 --> 02:42:25.969]  You've got to get them
[02:42:26.469 --> 02:42:30.112]  All adulterated and patented and reformulated by big pharma.
[02:42:30.612 --> 02:42:38.137]  And it's big pharma, big genetic engineering mixed with the military industrial complex and the big banks.
[02:42:38.458 --> 02:42:44.422]  And it's all just a predatory, weaponized, cancerous, takeover paradigm.
[02:42:44.662 --> 02:42:46.043]  Rashid, anything else from New York?
[02:42:47.517 --> 02:42:49.279]  Uh, just a prediction for 2011.
[02:42:49.319 --> 02:42:52.304]  A lot of the colleges are probably going to close down in a sense.
[02:42:52.344 --> 02:42:59.555]  They're going to close their doors because I guess a lot of people are realizing that there are no jobs here and degrees are basically worthless.
[02:43:00.814 --> 02:43:09.784]  Well, I mean, unless it's something like being a doctor or an engineer where you've really got to have the technicals, I feel so sorry for folks that go and get, you know, philosophy degrees and things.
[02:43:10.344 --> 02:43:10.925]  I mean, I don't know.
[02:43:11.225 --> 02:43:16.871]  I know so many engineers that are literally working at Walmart now.
[02:43:17.632 --> 02:43:18.013]  I don't know.
[02:43:32.809 --> 02:43:35.872]  They were literally teaching me nothing.
[02:43:36.212 --> 02:43:39.194]  It was like 50-year-old baloney about the media system.
[02:43:39.495 --> 02:43:43.838]  I just went out and found a crack in the media and jammed myself into it, and here we are.
[02:43:44.218 --> 02:43:48.782]  Look, shoe leather, ladies and gentlemen, and brains and action and taking action.
[02:43:48.822 --> 02:43:49.783]  That's how you get things done.
[02:43:49.823 --> 02:43:50.964]  I appreciate your call, Rasheed.
[02:43:51.304 --> 02:43:54.847]  And yes, the big education bubble, we've been talking about that for years.
[02:43:54.887 --> 02:43:56.048]  Max Keiser, your take on that.
[02:43:56.618 --> 02:44:05.326]  Well, yeah, I think it's an interesting reflection of what's going on in the rest of the economy, because education is becoming a have-nots and have-yots.
[02:44:05.786 --> 02:44:15.875]  So, okay, the price of an Ivy League education is going up, and of course the people who can afford to go to those schools are financed by the children of the bankers on Wall Street.
[02:44:16.015 --> 02:44:31.396]  And that's really, and Max, as you know, that's really only about getting in with the in crowd so that even if you're not from the elite family, maybe you can be a secretary making a million a year, and they do on Wall Street, because you, you know, dated the captain of the football team at Harvard or Yale.
[02:44:31.636 --> 02:44:33.619]  I mean, it's all about being part of the White Shoe Boys.
[02:44:34.471 --> 02:44:44.674]  Well, and they teach you, in economics, they teach you the neoliberal school of economics, the Chicago school, the Obama, he's a graduate of that school of economics, the Milton Friedman school.
[02:44:45.234 --> 02:44:49.136]  And this school, Ben Bernanke is also a graduate of this school.
[02:44:49.576 --> 02:44:53.397]  It teaches you to look at the economy and only see deflation.
[02:44:54.077 --> 02:45:05.266]  And your response is always to pump more money, which of course makes the asset prices of the people who weathered your education by endowing the colleges that you went to in the Ivy League rich because their asset prices go up.
[02:45:05.687 --> 02:45:17.877]  But the people who are now deprived of education are getting bankrupted because the food and energy that they have to spend 20 or 30 or 40 percent of their after-tax income on to survive is going up along with those asset prices, so they're bankrupted.
[02:45:18.337 --> 02:45:34.698]  So it's an education system that bankrupts the lower classes and enriches the higher classes by making the cost of Ivy League schools that much higher and by making the access to all education totally indebted and privatized like the prison industry.
[02:45:34.718 --> 02:45:44.669]  That creates a race to the bottom, and they're already prepositioning for that in armored government and corporate redoubts, where the rest of us are basically just hunted down by their hunter-killer drones.
[02:45:44.969 --> 02:45:46.351]  That's not the Terminator movie.
[02:45:46.671 --> 02:45:50.055]  That's their actual plan, with a drone-operated Skynet.
[02:45:50.956 --> 02:45:52.958]  I mean, these people are completely out of control.
