[00:00:00.669 --> 00:00:01.770]  Government cover-ups.
[02:02:47.028 --> 02:02:50.348]  That's why we released Truth Rising today on the 4th of July.
[02:02:50.608 --> 02:02:53.309]  I'm sure you haven't gotten a chance to see that yet, Bob, but we hope you do.
[02:02:53.689 --> 02:02:54.229]  Give it a look.
[02:02:54.989 --> 02:03:00.410]  And I hope we're motivated, because we have to be, because this is not going to be an easy task, is it?
[02:03:01.770 --> 02:03:06.051]  No, it certainly isn't, and it hasn't been for a long time, but I'll say this.
[02:03:06.724 --> 02:03:10.326]  That we've made great strides in informing people of what's going on.
[02:03:10.366 --> 02:03:15.369]  I remember in the early 60s, we were banging our heads against the wall.
[02:03:15.969 --> 02:03:28.016]  And guys like G. Edward Griffith and Gary Allen, who was my partner, and Alan Stang, you know, we did the best we could.
[02:03:28.036 --> 02:03:33.259]  But now, today, fortunately, we have a proliferation, but certainly not enough.
[02:03:33.737 --> 02:03:37.798]  Programs like this, telling people really the truth about what's going on.
[02:03:38.398 --> 02:03:47.620]  And the internet has revolutionized our ability to reach people and tell them the truth about what is going on behind the scenes.
[02:03:47.640 --> 02:03:49.380]  So, we are making strides.
[02:03:49.600 --> 02:04:02.363]  And I think that the opposition, which is the Illuminati, which you know in more nominal terms is the Council on Foreign Relations, the Trilateral Commission, the Bilderberger Group,
[02:04:05.157 --> 02:04:05.957]  They're on the run.
[02:04:06.117 --> 02:04:10.120]  I mean, you may not think so, but they've got some serious problems.
[02:04:10.581 --> 02:04:24.211]  I mean, everything they've done in the Middle East has gone upside down for them, and now they were not able to stop the financial and economic carnage that they began some five years ago, and now they're in a real pickle.
[02:04:25.496 --> 02:04:26.056]  Absolutely.
[02:04:26.136 --> 02:04:32.560]  And there are no easy solutions, although I do want to discuss solutions for the regular people out there, for the viewers.
[02:04:33.061 --> 02:04:39.064]  And I also want to discuss the fact that Mexico's currency isn't that far behind us anymore.
[02:04:39.104 --> 02:04:40.025]  We're really close.
[02:04:40.065 --> 02:04:41.105]  I think it's something like 5 to 1.
[02:04:41.185 --> 02:04:42.366]  It's the Alex Jones Show.
[02:04:42.646 --> 02:04:43.587]  We'll be back after this.
[02:04:48.208 --> 02:04:50.728]  Terror Storm, a history of government-sponsored terror.
[02:04:51.049 --> 02:04:52.329]  Loose Change, Final Cut.
[02:04:52.609 --> 02:04:54.609]  Endgame, Blueprint for Global Enslavement.
[02:04:54.769 --> 02:04:56.510]  The True Story of the Bilderberg Group.
[02:04:56.670 --> 02:04:57.910]  The Late Great USA.
[02:04:58.150 --> 02:04:59.570]  America, Freedom to Fascism.
[02:04:59.930 --> 02:05:06.752]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[02:05:06.952 --> 02:05:10.872]  When you visit prisonplanet.com, you can connect to our amazing online store.
[02:05:11.032 --> 02:05:14.413]  Whether you're looking for survival and wellness products like Berkey water filters,
[02:05:14.813 --> 02:05:17.374]  Or you would like a book on the history of the Federal Reserve.
[02:05:17.574 --> 02:05:20.395]  We've got the most well-researched and documented titles.
[02:05:20.655 --> 02:05:22.756]  All available at PrisonPlanet.com.
[02:05:23.016 --> 02:05:28.058]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[02:05:28.698 --> 02:05:33.660]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[02:05:34.720 --> 02:05:45.005]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[02:05:45.325 --> 02:05:46.866]  Join the info war today.
[02:05:49.147 --> 02:05:49.588]  Warning!
[02:05:49.748 --> 02:05:56.511]  The EPA states indoor air pollution is the number one health problem today, causing 50% of all illnesses.
[02:05:56.671 --> 02:05:59.172]  Go to germfree33.com.
[02:05:59.213 --> 02:06:04.075]  Technology developed for NASA is now available to protect your family and health.
[02:06:04.215 --> 02:06:12.464]  Laboratory proven to eliminate 99.9% of deadly MRSA, black mold, E. coli, bird flu, and more from all surfaces.
[02:06:12.624 --> 02:06:14.806]  Germfree33.com.
[02:06:14.906 --> 02:06:18.770]  Remove pollen, mold, pet dander, dust mites, and more from the air.
[02:06:18.870 --> 02:06:20.812]  Germfree33.com.
[02:06:20.912 --> 02:06:22.514]  World's best air purifiers.
[02:06:22.714 --> 02:06:23.735]  Nothing else compares.
[02:06:23.855 --> 02:06:25.756]  Germfree33.com.
[02:06:25.876 --> 02:06:27.477]  No expensive filters to replace.
[02:06:27.557 --> 02:06:29.298]  Covers 3,000 square feet.
[02:06:29.458 --> 02:06:32.320]  See the proof at Germfree33.com.
[02:06:32.440 --> 02:06:33.881]  Order from our secure website.
[02:06:33.961 --> 02:06:35.042]  Credit cards accepted.
[02:06:35.242 --> 02:06:36.002]  Order by phone.
[02:06:36.022 --> 02:06:36.062]  800-492-1073.
[02:06:36.102 --> 02:06:36.903]  Payment plans available.
[02:06:36.923 --> 02:06:36.963]  800-492-1073.
[02:06:36.983 --> 02:06:37.423]  Germfree33.com.
[02:06:37.483 --> 02:06:38.464]  The world's best air purifiers.
[02:06:47.665 --> 02:06:51.947]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[02:06:52.187 --> 02:06:57.049]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[02:06:57.289 --> 02:06:58.630]  Hi folks, Alex Jones here.
[02:06:58.810 --> 02:07:02.292]  Why not go back to basics and be safe with Calbin Pure Soaps?
[02:07:02.412 --> 02:07:07.574]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[02:07:07.814 --> 02:07:13.597]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[02:07:13.937 --> 02:07:16.359]  Now, Calvin Soaps are available to you and me.
[02:07:16.439 --> 02:07:18.760]  Triple concentrated for all your cleaning needs.
[02:07:18.980 --> 02:07:21.122]  From bathing and laundry to dishes, hair and more.
[02:07:21.382 --> 02:07:22.382]  No harsh chemicals.
[02:07:22.602 --> 02:07:23.503]  No animal testing.
[02:07:23.783 --> 02:07:25.104]  I use them and love them.
[02:07:25.124 --> 02:07:26.725]  Knowing they're all natural and safe.
[02:07:27.005 --> 02:07:28.046]  And I say it big time.
[02:07:28.406 --> 02:07:29.647]  Call Calvin Pure Soap at 1-800-340-7091.
[02:07:29.667 --> 02:07:29.887]  That's 1-800-340-7091.
[02:07:29.907 --> 02:07:31.588]  Or log on to 5starsoap.com now for a free catalog.
[02:07:39.893 --> 02:07:46.421]  Again, that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[02:07:48.124 --> 02:07:53.691]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[02:07:56.326 --> 02:07:57.508]  All right, folks, we are back.
[02:07:57.548 --> 02:07:58.709]  It's the Alex Jones Show.
[02:07:58.809 --> 02:07:59.750]  I am Jason Bermas.
[02:08:00.291 --> 02:08:03.955]  With me is Bob Chapman of TheInternationalForecaster.com.
[02:08:03.995 --> 02:08:06.498]  I want to remind everybody, Truth Rising has dropped.
[02:08:06.558 --> 02:08:11.784]  It's over at PrisonPlanet.tv in the highest of qualities, almost DVD quality, folks.
[02:08:11.864 --> 02:08:12.405]  It's really
[02:08:13.065 --> 02:08:14.966]  Just about as close to a DVD as you're gonna get.
[02:08:14.986 --> 02:08:16.646]  You can get it, you can burn it to disk.
[02:08:17.107 --> 02:08:20.168]  And if you got the DivX DVD player, you can watch it on your big screen.
[02:08:20.188 --> 02:08:21.308]  It's very exciting times.
[02:08:21.688 --> 02:08:24.149]  So go to PrisonPlanet.tv and grab a membership.
[02:08:24.469 --> 02:08:25.970]  It's 15 cents a day.
[02:08:26.330 --> 02:08:30.952]  Now before we left, Mr. Chabon, I was discussing how the dollar has just plunged.
[02:08:31.012 --> 02:08:34.353]  We now have Canadian currency, which is actually above the dollar.
[02:08:34.373 --> 02:08:37.394]  I was actually in the mall a week ago and I had some Canadian
[02:08:37.754 --> 02:08:40.355]  Well, first of all, we have seen the Canadian dollar go to $1.15 several months ago.
[02:09:04.128 --> 02:09:06.069]  And it's backed off.
[02:09:06.269 --> 02:09:13.473]  It closed here on Thursday at $98.20.
[02:09:14.054 --> 02:09:20.177]  So right now it's worth a little bit less than the dollar, a tenth of a cent less.
[02:09:21.718 --> 02:09:29.862]  And that is in part because, as you know, Canada is a natural resource producer, a big one.
[02:09:31.023 --> 02:09:32.284]  That's because it
[02:09:33.570 --> 02:09:40.273]  Is the Bank of Canada and the Canadian government don't want that currency going higher.
[02:09:41.013 --> 02:09:55.000]  And the reason why is they find it difficult to compete under free trade and World Trade Organization rules, especially for manufacturing in Ontario and Quebec.
[02:09:56.240 --> 02:10:00.182]  And so I don't expect the Canadian dollar to run away against the U.S.
[02:10:00.202 --> 02:10:01.643]  dollar because the manipulation
[02:10:02.133 --> 02:10:06.455]  By their central bank and the policies of the present Canadian government.
[02:10:07.896 --> 02:10:15.780]  As far as the Mexican peso is concerned, the peso recently hit a high of 10.27.
[02:10:17.081 --> 02:10:19.562]  And you're probably wondering how I know all these things.
[02:10:20.402 --> 02:10:22.823]  I watch him like a hawk and have for years and years.
[02:10:22.904 --> 02:10:26.445]  In fact, to my subscribers, I predicted the
[02:10:30.416 --> 02:10:43.026]  Mexican peso used to be pegged to the dollar one for one and I predicted it would go to $3.25 to a dollar and most people thought I was mad and of course that happened and look where it is today.
[02:10:44.087 --> 02:10:46.389]  But anyway, back to the price of the peso.
[02:10:46.849 --> 02:10:56.057]  It wasn't too long ago, several months ago, that the peso was $11.3 to the dollar which means it was much weaker than it is now and presently
[02:10:57.588 --> 02:11:09.774]  The peso yesterday morning was $10.34, $10.37, and I'm sure that in part is because the Mexican government stepped in and made it a little cheaper.
[02:11:12.736 --> 02:11:20.100]  The Bank of Mexico raised interest rates not too long ago because of inflation, which they say is running close to 5%.
[02:11:21.600 --> 02:11:24.462]  And that's probably so, and it's probably even higher than that.
[02:11:25.185 --> 02:11:35.171]  But the appreciation of the Mexican peso against the dollar over the past, let's say, four months has been about 10%.
[02:11:36.212 --> 02:11:37.093]  Highly unusual.
[02:11:38.013 --> 02:11:39.414]  That's because the U.S.
[02:11:39.494 --> 02:11:45.278]  problem with their balance of payments deficit is greater than that of Mexico.
[02:11:46.078 --> 02:11:53.623]  Mexico, in the last 10 years in particular, have really cleaned up their financial act, so to speak.
[02:11:54.232 --> 02:11:58.435]  And they're in much better condition than they were previously, historically.
[02:11:58.955 --> 02:12:09.683]  But Mexico's main problem is not a diminuting tax coming, a revenue coming from diminishing oil production.
[02:12:09.823 --> 02:12:14.706]  It's from the wealthy in Mexico who control 85% of the wealth.
[02:12:15.446 --> 02:12:20.930]  And they hold most of their wealth offshore, off from the country of Mexico.
[02:12:21.350 --> 02:12:23.512]  And they do that so they don't have to pay taxes on it.
[02:12:24.321 --> 02:12:35.831]  And unless that money starts to get retrieved so that it can be invested in Mexico, their problems are never going to get solved because you need a strong educational process.
[02:12:36.651 --> 02:12:39.554]  And education is not free in Mexico.
[02:12:40.374 --> 02:12:42.857]  And it's expensive for poor people.
[02:12:42.917 --> 02:12:50.263]  It costs $200 a year for a little boy or a little girl to go to the 6th, 7th, 8th, 9th, 10th grade into high school.
[02:12:50.976 --> 02:13:01.125]  And when you've got a daddy who's a policeman who's making $500 a month, that $200 is a lot of money.
[02:13:02.426 --> 02:13:04.148]  And so that has to stop.
[02:13:04.168 --> 02:13:06.470]  There has to be real free education in Mexico.
[02:13:07.210 --> 02:13:18.020]  And those jobs have got to be created so the people who have illegally gone to America will want to go home so that they can be with their own people and their own culture and make a decent living.
[02:13:19.361 --> 02:13:30.126]  Absolutely, but you know, that's what is so worrisome to me is that, you know, our country is going to be merging with Mexico and Canada through the SPP, through NAFTA, through CAFTA.
[02:13:30.586 --> 02:13:42.731]  You know, I don't know exactly when this is going to happen or how long it's going to take, but I would hate to see the standard of living be dropped to that of, oh my God, we need to pay such and such so our kids get a middle school or a high school education.
[02:13:42.771 --> 02:13:44.912]  It sounds like insanity to me.
[02:13:46.033 --> 02:13:48.714]  Well, I can guarantee you, Jason, it will happen.
[02:13:49.830 --> 02:13:52.511]  If we have an amalgamation of those three countries.
[02:13:53.351 --> 02:14:00.213]  And that is another method of bringing those countries financially and economically to their knees.
[02:14:00.353 --> 02:14:01.933]  Particularly the United States and Canada.
[02:14:02.473 --> 02:14:05.574]  So that they can't argue about the implantation of world government.
[02:14:06.134 --> 02:14:11.736]  And I think that the North American Union is a long ways away.
