[00:00:06.092 --> 00:00:06.392]  He's here.
[02:22:04.787 --> 02:22:07.788]  And everybody can choose their combat role in the Info War.
[02:22:08.368 --> 02:22:09.148]  A, we're peaceful.
[02:22:09.649 --> 02:22:13.510]  A, the enemy tries to infiltrate even mainline peace groups and says, let's go kill cops.
[02:22:13.790 --> 02:22:15.971]  And it always turns out that's a cop, but it comes out in the news.
[02:22:16.391 --> 02:22:20.432]  Anybody that does that as a Fed or a provocateur, never allow anything violent.
[02:22:21.312 --> 02:22:25.294]  Understand that the big foundations, the left and the right foundations, are funding the anarchists.
[02:22:25.634 --> 02:22:27.374]  Not all of them, but the main groups to do that.
[02:22:28.375 --> 02:22:29.035]  And the other key
[02:22:30.191 --> 02:22:30.611]  Is again.
[02:22:30.951 --> 02:22:31.411]  Don't wait.
[02:22:32.312 --> 02:22:36.113]  Do a one-page newsletter and print up a hundred copies every week and put it on a hundred doors.
[02:22:36.193 --> 02:22:37.573]  I mean, that will bring down the tyranny.
[02:22:37.813 --> 02:22:38.973]  Get my film in-game.
[02:22:39.213 --> 02:22:39.994]  Make copies of it.
[02:22:40.034 --> 02:22:40.754]  Get it out to people.
[02:22:41.094 --> 02:22:46.475]  Spread the word about films like Terror Storm, the history of government-sponsored terror, or Naomi Wolf's film.
[02:22:46.495 --> 02:22:47.095]  Have parties.
[02:22:47.435 --> 02:22:47.996]  Have people over.
[02:22:48.036 --> 02:22:48.376]  Show it.
[02:22:48.396 --> 02:22:51.136]  Because don't imagine you've got to fix it all yourself.
[02:22:51.176 --> 02:22:53.137]  It's every person moving with purpose
[02:22:53.977 --> 02:23:01.860]  Once you really take action, it's like Willie Nelson said first hour, it's almost the subconscious will just kick in with that rightness of purpose.
[02:23:01.880 --> 02:23:04.061]  And we don't want a cookie cutter.
[02:23:04.101 --> 02:23:05.281]  We don't want a single head.
[02:23:06.142 --> 02:23:09.003]  We don't want Alex Jones and Amy Wolfe to be the leader.
[02:23:09.043 --> 02:23:09.783]  We need lots
[02:23:10.103 --> 02:23:21.371]  Thousands of leaders with tens of thousands and millions of other sub-leaders coordinating with different things, not a cookie cutter, hitting them at every angle, talking to cops when you see them on the street, going up to police.
[02:23:21.431 --> 02:23:22.631]  I do it every time I have time.
[02:23:22.691 --> 02:23:25.313]  I say, hey guys, you've been trained for urban warfare.
[02:23:25.333 --> 02:23:26.134]  You don't know about this stuff.
[02:23:26.154 --> 02:23:27.195]  You know that happens in history.
[02:23:27.535 --> 02:23:28.736]  It's going to destroy your future.
[02:23:29.036 --> 02:23:30.457]  Your dollars aren't buying as much.
[02:23:30.477 --> 02:23:31.477]  They're going to take your pensions.
[02:23:33.979 --> 02:23:55.226]  The point is, is that it's really starting to work, and so I want people to understand, be positive, move forward, take action, and I think the covert operations, you can call it investigative reporting, I wouldn't call it spying when you do it, or they'll try to set you up for that, that's now been happening, but as an investigative reporter of the First Amendment,
[02:23:55.826 --> 02:23:57.407]  Surveilling corrupt judges.
[02:23:57.767 --> 02:23:58.868]  These people are all so evil.
[02:23:58.908 --> 02:23:59.508]  You just follow them.
[02:23:59.528 --> 02:24:00.728]  You'll catch them cheating on their wives.
[02:24:00.748 --> 02:24:02.169]  You'll catch them buying drugs.
[02:24:02.189 --> 02:24:03.610]  You'll catch them... I mean, most of them.
[02:24:03.630 --> 02:24:06.011]  These are criminals running government now in most areas.
[02:24:06.391 --> 02:24:07.852]  I mean, if they go along with this, they're crooks.
[02:24:08.312 --> 02:24:10.853]  You'll catch the Homeland Security Deputy Director's pedophiles.
[02:24:10.873 --> 02:24:12.234]  That's a pedophile guild up there.
[02:24:12.694 --> 02:24:13.715]  Especially in the Republicans.
[02:24:14.295 --> 02:24:14.835]  Follow them.
[02:24:14.935 --> 02:24:15.496]  Bust them.
[02:24:15.736 --> 02:24:22.339]  I mean, we gotta get... All of you are agents of liberty, literally sabotaging the enemy operation.
[02:24:22.999 --> 02:24:25.641]  Start seeing yourself targets of opportunity.
[02:24:25.881 --> 02:24:26.981]  Don't dress up in camo.
[02:24:27.021 --> 02:24:29.402]  Dress up in a nice business outfit.
[02:24:29.643 --> 02:24:31.103]  That's your real urban camo.
[02:24:31.163 --> 02:24:36.966]  You are there in the police department, in the military, in government, spying on the enemy operations, giving us the data.
[02:24:37.206 --> 02:24:38.007]  We are going to win.
[02:24:38.047 --> 02:24:39.748]  We have friends all over the place.
[02:24:40.088 --> 02:24:41.028]  Our numbers are growing.
[02:24:41.068 --> 02:24:42.129]  Their numbers are dwindling.
[02:24:42.289 --> 02:24:43.309]  Here we go back live.
[02:24:49.132 --> 02:24:52.274]  I swear on the eternal altar of liberty.
[02:24:55.267 --> 02:25:00.390]  Resistance for eternity against tyrants, thugs, control freaks, scum, liars.
[02:25:01.331 --> 02:25:04.453]  I commit myself to truth and justice.
[02:25:04.493 --> 02:25:06.495]  All those things they told you were sappy.
[02:25:08.476 --> 02:25:12.479]  Because if you don't have liberty, you have nothing.
[02:25:14.060 --> 02:25:18.082]  Our economy can fully implode, but if we have liberty, it'll come back.
[02:25:19.663 --> 02:25:21.785]  The enemy tells us that the terrorist attacked.
[02:25:23.291 --> 02:25:24.832]  Because they hate our freedom, and it's true.
[02:25:24.852 --> 02:25:30.397]  The military-industrial complex carried out the 9-11 attacks and many others because they hate your liberty.
[02:25:31.538 --> 02:25:32.939]  They've committed a million crimes.
[02:25:33.860 --> 02:25:35.181]  They've got to go for broke.
[02:25:36.162 --> 02:25:44.929]  Because they've done so many illegal things that if they don't bring in total tyranny, they know that a free people can get control of a government again and bring them to justice.
[02:25:44.969 --> 02:25:49.893]  Naomi Wolf, I want you to comment on the points I just made with your own unique perspective, and then we're going to go to the phone calls.
[02:25:50.680 --> 02:26:20.455]  Well, I love the shift in energy from, you know, analyzing the threat, you know, the sort of, you know, here it comes, here are the 10 steps, you know, which certainly makes us feel afraid, especially I, a mother of two beautiful children, feel afraid when I think about that, and sometimes feel powerless or overwhelmed, and then shifting into, you know, the message of, well, you know, we do have power, there are millions of us, our numbers are growing, people are waking up, here's what you can do, you can go talk to military,
[02:26:21.216 --> 02:26:22.457]  Talk to police officers.
[02:26:22.897 --> 02:26:23.878]  Educate your neighbors.
[02:26:24.618 --> 02:26:26.959]  Write those op-eds.
[02:26:27.279 --> 02:26:28.520]  We teach people in Give Me Liberty.
[02:26:28.760 --> 02:26:30.301]  Here's how you frame the debate.
[02:26:30.321 --> 02:26:31.682]  Here's how you leak to a reporter.
[02:26:31.722 --> 02:26:33.383]  Here's how you document government abuses.
[02:26:34.683 --> 02:26:36.064]  So much that we can do.
[02:26:36.444 --> 02:26:41.827]  I love Willie Nelson's point because artists have a lot of wisdom at a time like this.
[02:26:41.867 --> 02:26:43.108]  The subconscious is powerful.
[02:26:43.607 --> 02:27:06.550]  And so if we shift from a fear state of, oh my God, here they come, to a kind of state of joy in finding one another and creative problem solving, and again, drawing on that wisdom of the founding generation men, to have this group of absolutely ordinary people, farmers and artisans and working men and women, washerwomen, enslaved African Americans, not just the well-known founders, all of whom took extraordinary risks
[02:27:07.094 --> 02:27:10.316]  And, you know, broke up the power of the biggest empire of the day, right?
[02:27:10.356 --> 02:27:10.897]  That's what they did.
[02:27:10.937 --> 02:27:11.797]  We've got to do that again.
[02:27:11.817 --> 02:27:20.563]  But, you know, my study of history absolutely shows that when millions of people make that psychological shift, it is overwhelming for the would-be tyrants.
[02:27:20.939 --> 02:27:24.183]  They can strike and strike and strike, but they're facing a Hydra.
[02:27:24.403 --> 02:27:31.110]  You know, when the people really are energized and knowledgeable and standing up for one another and standing up for the Constitution.
[02:27:31.351 --> 02:27:31.671]  That's right.
[02:27:31.711 --> 02:27:33.193]  The enemy is a Hydra.
[02:27:33.293 --> 02:27:35.175]  We have to have a Hydra-like approach.
[02:27:35.595 --> 02:27:37.978]  You know, they've got a thousand heads, we've got a million heads.
[02:27:38.379 --> 02:27:41.042]  Except we have 300 million, we can be a Hydra for liberty.
[02:27:42.208 --> 02:27:43.209]  Absolutely, we've got to do it.
[02:27:43.270 --> 02:27:44.091]  Wow, Naomi Wolf.
[02:27:45.152 --> 02:27:46.273]  I haven't read the new book.
[02:27:46.374 --> 02:27:49.578]  I did purchase the original book when I was going to have you on.
[02:27:49.598 --> 02:27:50.339]  You sent me one.
[02:27:50.559 --> 02:27:52.101]  It's an easy read, but well done.
[02:27:52.121 --> 02:27:54.685]  You know, The End of America, and I have the new one.
[02:27:55.085 --> 02:27:57.348]  Just two weeks ago, Rick Linklater's been out of the country.
[02:27:58.266 --> 02:28:00.888]  Making a movie about, I think it's H.G.
[02:28:00.908 --> 02:28:01.208]  Wells?
[02:28:01.929 --> 02:28:03.210]  The point is he's been in England for a year.
[02:28:03.670 --> 02:28:13.297]  He was back about six months ago for a birthday party and I was out of his house, out of his ranch, but it came in the mail, your book, The End of America, a little nice note from him.
[02:28:13.617 --> 02:28:23.264]  Of course, Rick's a patriot and knows 9-11's an inside job, but the point is that your book and your material is really getting out to people because he bought that book in England and then mailed it to me.
[02:28:23.284 --> 02:28:26.146]  I think he's in the Isle of Man finishing up the movie.
[02:28:26.946 --> 02:28:28.027]  Hey, what's going on, Alex?
[02:28:28.047 --> 02:28:29.707]  Hey, I just want to say I'm a Prison Planet subscriber.
[02:28:29.747 --> 02:28:31.108]  I've been listening to you for about six months.
[02:28:31.168 --> 02:28:33.249]  And before I started listening to you, I used to like
[02:28:52.216 --> 02:28:53.137]  You used to hate my country.
[02:28:53.157 --> 02:28:56.159]  You know, we do all this crappy stuff, but I mean, you totally turned it around.
[02:28:56.939 --> 02:29:02.744]  Now you know it's a criminal military industrial complex that has subdued us through high-tech propaganda.
[02:29:03.064 --> 02:29:06.586]  Now their propaganda isn't working, so they're moving in with physical control.
[02:29:06.907 --> 02:29:11.850]  See, and then we don't get the guilt of the wars and the evil, because we don't deserve all that guilt.
[02:29:11.870 --> 02:29:19.916]  I mean, we deserve the fact that we were slovenly and let this happen, but we... I mean, people need to see the evil so they have a choice to really sign on to it or not.
