[00:00:01.291 --> 00:00:02.873]  You want answers?
[02:34:11.187 --> 02:34:24.653]  Evidence you present, no matter how authoritative that evidence is, no matter who it comes from, as far as, you know, credible scientific or medical establishments, it will just be written off by propaganda.
[02:34:24.653 --> 02:34:26.314]  You know, it really isn't in full war.
[02:34:26.314 --> 02:34:39.000]  You can present any kind of factual evidence you want to support your theory, but again, you know, corporate media, the Republican or Democratic Party, they'll just write it off with propaganda.
[02:34:39.000 --> 02:34:40.701]  But that is starting... I'm sorry, go ahead.
[02:34:41.903 --> 02:34:54.910]  I'm sorry, but that is what we are seeing right now, which is another by this NIST report trying to come out and explain why something that's never happened before did happen, namely three steel buildings collapsing because of fire in one day.
[02:34:54.910 --> 02:34:57.852]  They do have to stretch the realms of reality.
[02:34:57.852 --> 02:35:06.877]  You know, they do have to contradict science and offer an alternative view, which is completely bogus, which is why I'm glad to see that people with
[02:35:08.314 --> 02:35:09.374]  People who are experts.
[02:35:09.374 --> 02:35:19.018]  People, you know, whose backgrounds are in this field are coming forward and saying, look, you guys are just straining any credibility you have here to the breaking point.
[02:35:19.018 --> 02:35:20.378]  We can't accept this.
[02:35:20.378 --> 02:35:26.980]  The only thing is, you know, these are things that's coming out in scientific journals and academic papers.
[02:35:26.980 --> 02:35:27.861]  They're peer-reviewed.
[02:35:27.861 --> 02:35:32.022]  These are not things that appear on the evening news or are going to be on a front page headline.
[02:35:32.022 --> 02:35:33.723]  You know, that's a great point.
[02:35:33.723 --> 02:35:34.623]  First, they said
[02:35:35.905 --> 02:35:38.707]  Like, three or four years ago, oh, let's see some studies.
[02:35:38.707 --> 02:35:39.587]  And then they did studies.
[02:35:39.587 --> 02:35:40.668]  Let's see them be peer-reviewed.
[02:35:40.668 --> 02:35:50.134]  Then a couple of them get peer-reviewed by major, major peer-reviewed, I mean, not just side journals, big marquee, you know, Super Bowl-level journals.
[02:35:50.134 --> 02:35:51.214]  We're talking the big ones.
[02:35:51.214 --> 02:35:53.035]  You know, the most prestigious.
[02:35:53.035 --> 02:35:54.877]  And then they try to write that off.
[02:35:54.877 --> 02:36:00.380]  I mean, we keep clearing every hurdle, Mark, and the other side is just looking stupider and stupider.
[02:36:01.494 --> 02:36:06.696]  And I believe that NIST itself is part of the executive branch, correct?
[02:36:06.696 --> 02:36:08.016]  Yes, yes.
[02:36:08.016 --> 02:36:27.403]  So there we see another example, you know, just like the Office of National Drug Control Policy is part of the executive branch, and they are the ones who constantly spew forth misinformation about the drug war, we have NIST, which is also an executive branch administration, you know, leading the charge about the lies regarding 9-11.
[02:36:29.375 --> 02:36:33.678]  Well, like you said, though, more and more people are tuning out of mainstream media.
[02:36:33.678 --> 02:36:45.385]  It's exponential, and instead of them reporting some of the truth or trying to act more credible, it seems like they're getting more shrill, more cartoonish, more ridiculous, piling lie on top of lie.
[02:36:45.385 --> 02:36:48.307]  I don't know what the tactic is there, but it doesn't seem to be working, Mark.
[02:36:49.241 --> 02:36:56.104]  Well, it reminds me of the old quote about, and I can't remember who said it, but it's just the old quote about truth coming out, you know.
[02:36:56.104 --> 02:37:07.189]  First, when you are a truth teller, you know, in this age of universal deceit that we live in, where those of us are trying to commit a revolutionary act by telling the truth,
[02:37:07.958 --> 02:37:13.061]  You know, it becomes evident that we will be attacked.
[02:37:13.061 --> 02:37:16.123]  That's the first method.
[02:37:16.123 --> 02:37:21.726]  Actually, the first method is to be written off and ridiculed, and that was the case early on after September 11th.
[02:37:21.726 --> 02:37:26.689]  We were all pigeonholed as conspiracy terrorists, and we were out of our minds, so that was the ridicule.
[02:37:26.689 --> 02:37:30.432]  Then you had the vicious attacks, and now it's becoming obvious that
[02:37:31.354 --> 02:37:36.196]  You know, the 9-11 truth movement is based on truth and facts and evidence.
[02:37:36.196 --> 02:37:40.038]  We are being maliciously attacked.
[02:37:40.038 --> 02:37:49.202]  Yes, and that's... You know, I just want to follow up by, again, with that famous quotation, the third stage of the truth being accepted is that people will accept it.
[02:37:49.202 --> 02:37:51.203]  So I think now we are in the second stage.
[02:37:51.203 --> 02:37:54.504]  You know, those first few years we were attacked and vilified.
[02:37:54.504 --> 02:37:56.685]  I'm sorry, we were ridiculed.
[02:37:56.685 --> 02:37:58.566]  Now we are being attacked and vilified.
[02:37:59.426 --> 02:38:15.380]  Hopefully we are coming close to that third stage where there will be mass acceptance of this truth and people won't be afraid to put aside their cognitive dissonance and step out and accept this new paradigm of reality that we all have to see around us.
[02:38:15.860 --> 02:38:16.900]  Oh, beautifully put.
[02:38:16.900 --> 02:38:18.001]  And that's really it.
[02:38:18.001 --> 02:38:33.147]  I don't blame a lot of people who don't want to look at the facts, because every night when I go to bed, I look at how innocent my children are, I look at how good my wife is, and I just think, God, there are really evil people in this world, and they really are in control, and I've really gotten their face, and man, I've been threatened, and this is dangerous.
[02:38:33.647 --> 02:38:36.710]  Then I realize, you know, I just can't let the world go on like this.
[02:38:36.710 --> 02:38:39.573]  I've got to do my job, whether it has an effect or not.
[02:38:39.573 --> 02:38:44.978]  But the truth is, when good people do get involved, I believe as Thomas Jefferson said, you know, that we can't overturn evil.
[02:38:44.978 --> 02:38:48.782]  It's evil only wins when good men and women do nothing.
[02:38:49.542 --> 02:39:02.287]  And you're right, first they ignore you, then they attack you, then you win, and that's basically what's happening now, and there's another quote I'm butchering, but paraphrasing, but you know, truth goes through three stages.
[02:39:02.287 --> 02:39:08.970]  First it's laughed at, then it's ridiculed, then it's accepted as universally true.
[02:39:08.970 --> 02:39:13.932]  And people who said the world was round were laughed at, and now we know it's round, Mark.
[02:39:13.932 --> 02:39:15.893]  Well yeah, and just for me personally,
[02:39:17.102 --> 02:39:19.663]  You know, again, I think we should all just do what we can.
[02:39:19.663 --> 02:39:26.567]  You know, different people have different amounts of time, different resources, be they financial or whatever.
[02:39:26.567 --> 02:39:31.370]  But I just felt personally, as an American citizen, it was my duty to speak out.
[02:39:31.370 --> 02:39:37.573]  You know, I was asked to do a newspaper article for my hometown.
[02:39:38.465 --> 02:39:41.547]  And it was just one of those deals, uh, where are they now?
[02:39:41.547 --> 02:39:43.988]  What are they doing now that they're retired?
[02:39:43.988 --> 02:39:50.752]  And I just, again, I felt compelled to at least let people in Erie, Pennsylvania, my hometown, who read the paper
[02:39:51.696 --> 02:40:02.566]  No, that somebody who came from there doesn't believe in the official story of 9-11 and wholeheartedly believes that they too should seek out the truth for themselves.
[02:40:02.566 --> 02:40:11.674]  What type of response, I mean I know overwhelmingly it was positive, but what type of negative responses did you get and then what was it like with your moral courage to go through that and not recant?
[02:40:13.834 --> 02:40:17.176]  Well, you know, the reaction overwhelmingly was positive.
[02:40:17.176 --> 02:40:24.900]  I mean, I don't spend a lot of time in my hometown anymore, and I know that there were people who wrote in letters saying, you know, what's wrong with this guy?
[02:40:24.900 --> 02:40:26.541]  He's way out in that field.
[02:40:27.222 --> 02:40:40.246]  But like we discussed earlier, and now that we are, you know, coming up on eight years after the fact, people are coming, I'm sorry, seven years after the fact, people are becoming aware of what actually happened that day.
[02:40:40.246 --> 02:40:44.527]  You know, the initial shock value of that psychological operation is wearing off.
[02:40:44.527 --> 02:40:48.248]  People are getting a chance to see what really went on behind the scenes.
[02:40:48.248 --> 02:40:52.909]  So I didn't really suffer much fallout at all.
[02:40:52.909 --> 02:40:53.930]  You know, it was just, again,
[02:40:55.487 --> 02:41:01.051]  Regardless of how many people might write in, there's always going to be a few, you know, who will just personally attack you.
[02:41:01.051 --> 02:41:04.294]  I experienced the same thing when I spoke out against marijuana laws.
[02:41:04.294 --> 02:41:11.980]  You know, you have people saying that you're not a good role model, you know, that you're a proponent of drug use and everything else.
[02:41:11.980 --> 02:41:22.788]  Yeah, but you go to a football game and there's liquor ads everywhere, which no doubt is bad for you, but then, you know, these guys with a whiskey bottle, how dare you be with that marijuana?
[02:41:23.759 --> 02:41:31.482]  Yeah, again, people have blinders on with certain respect to the war on drugs, just like they do with 9-11.
[02:41:31.482 --> 02:41:46.068]  So I just wanted to, again, for people in my hometown who might know who I am or what I stand for, at least they might know enough about me to know that I'm not just some guy spouting off, that I might be a guy who actually does have educated opinions.
[02:41:46.750 --> 02:41:51.016]  And it might be worthwhile to follow up on what I said, because they might learn something.
[02:41:51.016 --> 02:41:51.577]  Absolutely.
[02:41:51.577 --> 02:41:53.760]  Let's take some calls from Mark Stepnoski.
[02:41:53.760 --> 02:41:58.367]  Mark, before we do that in the last 15 or 16 minutes, any other points you wanted to add?
[02:41:58.367 --> 02:41:59.789]  Anything else you wanted to point out?
[02:42:00.794 --> 02:42:07.661]  Well, I would just like to tell people that they should make a personal commitment in their life to continue to educate themselves on these issues.
[02:42:07.661 --> 02:42:15.648]  You know, the easiest thing in the world is just to pigeonhole something and write it off, put a label on it, and say, I don't have to look into it any further.
[02:42:15.648 --> 02:42:20.593]  You know, they'll just categorize it as something they don't want to know, and then just move on.
[02:42:20.593 --> 02:42:22.014]  That's the easiest thing to do.
[02:42:22.014 --> 02:42:24.697]  And I say, intellectually, that's a lazy thing to do.
[02:42:25.377 --> 02:42:28.579]  I think people should take it upon themselves to have the initiative.
[02:42:28.579 --> 02:42:35.223]  If you're going to disprove something, if you're going to write it off, at least look into it and have an educated opinion about it.
[02:42:35.223 --> 02:42:41.507]  So I just, I know there's a lot of nonsense out there regarding any topic, including 9-11.
[02:42:43.788 --> 02:42:44.269]  Go ahead.
[02:42:44.269 --> 02:42:48.270]  I would just, you know, tell people to look into anything they can.
[02:42:48.270 --> 02:42:58.895]  Like some of the things I mentioned earlier, scholars from 9-11 Truth, any 9-11 Truth chapter, you know, cities all over North America have their own separate 9-11 Truth factor.
[02:42:58.895 --> 02:43:07.479]  We have a great one here in Toronto, British, or Vancouver, British Columbia, as well as Toronto and Ottawa, across Canada, just like in the States.
[02:43:08.039 --> 02:43:10.041]  I need to send you Truth Rising.
[02:43:10.041 --> 02:43:14.847]  We've got Canadian, U.S., 9-11, Truth, We Are Change just exploding.
[02:43:14.847 --> 02:43:16.769]  That new film just came out.
[02:43:16.769 --> 02:43:17.970]  I know you've seen Terror Storm.
[02:43:17.970 --> 02:43:18.811]  What did you think of that film?
[02:43:19.793 --> 02:43:21.573]  I thought it was outstanding.
[02:43:21.573 --> 02:43:23.714]  There are a lot of great movies out right now.
