[00:00:00.169 --> 00:00:01.729]  Wait and feel great!
[02:33:26.421 --> 02:33:33.762]  I said at 1.30 we were going to play Willie Nelson on the bus with Jesse Ventura and Alex Jones and I keep my promises so that's coming up
[02:33:34.529 --> 02:33:41.613]  Momentarily in the long segment right now, but first I've got to thank our great sponsor, New Vitality.
[02:33:42.073 --> 02:33:43.814]  Aloe-Ease colon and body cleanse.
[02:33:43.914 --> 02:33:47.556]  Aloe-Ease is an herbal dietary supplement developed to support healthy bowel function.
[02:33:47.836 --> 02:33:53.119]  Aloe-Ease's all-natural ingredients nutritionally support regularity and assist your body in removing accumulated waste.
[02:33:53.499 --> 02:33:58.422]  Aloe-Ease contains 30 synergetically balanced natural herbs and enzymes that work together to improve your overall health.
[02:33:58.842 --> 02:34:01.563]  You know, like Alex will say, no magic pills, just good stuff.
[02:34:01.603 --> 02:34:02.144]  It really works.
[02:34:02.224 --> 02:34:02.784]  It helps you out.
[02:34:03.658 --> 02:34:07.842]  You can get this at 1-800-569-4056.
[02:34:08.082 --> 02:34:09.323]  That's 1-800-569-4056.
[02:34:09.483 --> 02:34:15.488]  Or you can click on the big banners over at InfoWars.com and PrisonPlanet.com.
[02:34:15.528 --> 02:34:23.515]  So without further ado, folks, let's jump into Willie Nelson on the world famous tour bus with Willie Nelson.
[02:34:23.555 --> 02:34:24.415]  How cool is that?
[02:34:24.836 --> 02:34:25.737]  Alright, let's play it.
[02:34:26.597 --> 02:34:28.839]  Willie, thanks for coming on the radio this week.
[02:34:31.562 --> 02:34:31.862]  How you doing?
[02:34:31.882 --> 02:34:32.363]  You feeling good?
[02:34:32.383 --> 02:34:33.103]  Pretty good.
[02:34:33.123 --> 02:34:34.364]  You know, I've been working every day.
[02:34:34.384 --> 02:34:36.366]  We played Billy Bob's last night.
[02:34:36.406 --> 02:34:39.268]  How many days a year do you work?
[02:34:39.288 --> 02:34:39.969]  Do you perform?
[02:34:41.670 --> 02:34:42.450]  Roughly.
[02:34:42.651 --> 02:34:44.732]  Well, concerts, probably a couple hundred.
[02:34:44.972 --> 02:34:45.213]  Wow.
[02:34:45.233 --> 02:34:45.553]  A year?
[02:34:45.613 --> 02:34:46.253]  Yeah, a year.
[02:34:46.273 --> 02:34:46.514]  A year.
[02:34:46.634 --> 02:34:46.954]  A year.
[02:34:47.394 --> 02:34:49.156]  Like you said, it's just working two hours a day.
[02:34:49.416 --> 02:34:51.117]  And, uh, yeah.
[02:34:51.257 --> 02:34:57.402]  And then the other 22, you do other... That's a gloss on the paper, and Jesus, I'll tell you, you're a...
[02:34:58.214 --> 02:34:59.956]  You're supposed to be retiring, Willie.
[02:35:00.076 --> 02:35:01.697]  By the way, he does one song after another.
[02:35:01.737 --> 02:35:02.638]  Willie doesn't give up.
[02:35:03.038 --> 02:35:04.400]  He does one song after another, too.
[02:35:04.420 --> 02:35:05.220]  It's just been a long time.
[02:35:05.260 --> 02:35:06.561]  Oh, no, I just saw him this summer.
[02:35:06.842 --> 02:35:10.025]  Like I said, I was at Hinkley at the casino when Willie played up there.
[02:35:10.045 --> 02:35:10.645]  It was great.
[02:35:11.085 --> 02:35:13.528]  I gotta tell you, though, Willie, you need a new guitar.
[02:35:14.228 --> 02:35:15.469]  Well, it's getting kind of holey.
[02:35:15.489 --> 02:35:22.994]  Yeah, the guitarist... I'm looking at that guitar and I'm going, my God, that's got to be Willie's first guitar he's out there with.
[02:35:23.034 --> 02:35:24.815]  Look at that son of a gun, it's wore out.
[02:35:24.855 --> 02:35:25.896]  It's got a nice sound, though.
[02:35:25.996 --> 02:35:27.937]  Yeah, it's got the best sound.
[02:35:28.037 --> 02:35:29.658]  That's why you can't play in a chair.
[02:35:29.779 --> 02:35:31.019]  No, I had to laugh.
[02:35:31.039 --> 02:35:32.200]  He's the expert tributary.
[02:35:32.300 --> 02:35:36.823]  I looked at that guitar and I said, I'll bet you that I'd like to have that guy do an interview with that guitar.
[02:35:36.843 --> 02:35:38.664]  Let me tell you, I'm going to have to shoot it.
[02:35:38.925 --> 02:35:43.708]  If there's one state in America that embarrasses me and I hate to say it, it's Texas.
[02:35:45.569 --> 02:35:46.549]  Are there voting turnouts?
[02:35:46.850 --> 02:35:51.632]  I mean, the last government election, 26% of Texans voted for their governor.
[02:35:52.853 --> 02:35:53.533]  That's horrible.
[02:35:54.254 --> 02:35:55.914]  It's embarrassing.
[02:35:55.934 --> 02:35:58.696]  I think this year there's more reason to vote.
[02:35:59.036 --> 02:36:04.499]  People will get up and vote against something more than they will for something.
[02:36:04.539 --> 02:36:06.100]  This year they're voting against
[02:36:07.242 --> 02:36:19.054]  Well, specifically, you were talking about, you were starting to allude to, they went too far with 9-11, but in your own words, because it has backfired with 84% in major polls believing they're being lied to about it.
[02:36:19.334 --> 02:36:21.897]  In some polls, about 60% believing it's an inside job.
[02:36:22.277 --> 02:36:24.980]  In polls five years ago, 36% saying inside job.
[02:36:25.220 --> 02:36:27.362]  Wait a minute, Alex, I've got to interject.
[02:36:27.422 --> 02:36:28.583]  Where are all these people?
[02:36:28.603 --> 02:36:30.045]  I'm running into the opposite.
[02:36:30.665 --> 02:36:33.527]  Nobody wants me, everyone I run into does not believe me.
[02:36:33.547 --> 02:36:34.588]  But you're trying to talk to the government.
[02:36:34.968 --> 02:36:35.528]  No, no, no, no.
[02:36:35.628 --> 02:36:36.829]  Even people on the street.
[02:36:37.109 --> 02:36:39.851]  I got chewed out yesterday watching a football game.
[02:36:40.351 --> 02:36:43.253]  When they asked me what I was doing, I said I'm investigating 9-11.
[02:36:43.693 --> 02:36:44.934]  Oh, you're one of them crazies?
[02:36:44.954 --> 02:36:46.995]  These were regular people.
[02:36:49.096 --> 02:36:51.318]  These were not people up in high-end government.
[02:36:51.338 --> 02:36:53.059]  Well, Jesse, you're asking me a question, let me tell you.
[02:36:53.659 --> 02:36:57.925]  Angus and Reed poll, Wall Street Journal poll, 84% believe they've been lied to about the official story.
[02:36:58.305 --> 02:36:59.427]  I can show you hundreds of polls.
[02:36:59.767 --> 02:37:05.935]  All I know is I've done several thousand radio interviews where the talk show host is attacking me and almost every caller agrees with me.
[02:37:06.215 --> 02:37:06.896]  Let's ask Willie.
[02:37:07.076 --> 02:37:09.619]  Willie, what response did you get for going public for 9-11 Truth?
[02:37:11.022 --> 02:37:15.926]  Well, I had a lot of people that agreed with me, and, uh, I had a lot of people that didn't.
[02:37:16.787 --> 02:37:25.915]  Uh, I'd go on people's shows, like Amy Goodman, and she's, uh, you know, she wanted to hear my views, and her and a lot of her listeners, uh, agreed that there is something there.
[02:37:26.235 --> 02:37:27.616]  There is things to be answered.
[02:37:27.656 --> 02:37:28.297]  There are questions.
[02:37:28.897 --> 02:37:30.799]  Uh, it's not a cut-and-dried situation.
[02:37:31.139 --> 02:37:32.200]  Never was, to me.
[02:37:32.360 --> 02:37:34.402]  So, is there a reason to investigate?
[02:37:34.662 --> 02:37:35.323]  Well, hell yeah.
[02:37:36.123 --> 02:37:39.264]  Are there anything, is there anything that they're trying to hide?
[02:37:39.604 --> 02:37:41.085]  Evidently, everybody talked to Jesse.
[02:37:41.365 --> 02:37:48.187]  Well, this is a paradox, because, because every, I mean, most people I run into, you know, privately will say, you know, I know something's going on, or even publicly.
[02:37:48.447 --> 02:37:56.270]  Now, I do run into kind of the neo-con, 30%, you know, pro-war people, and you're watching a football game, aren't you?
[02:37:57.110 --> 02:38:03.092]  And, you know, with that kind of, and I'm not saying football, but, you know, that particular group, that's your Sean Hannity, Rush Limbaugh.
[02:38:03.112 --> 02:38:03.552]  No, it isn't.
[02:38:04.531 --> 02:38:05.792]  These are people I grew up with.
[02:38:06.413 --> 02:38:08.915]  These are not Sean Hannity and Rush Limbaugh people.
[02:38:09.915 --> 02:38:17.701]  I was at a football, I was at the Gopher game watching it yesterday with some friends that I've known since I was in 5th grade.
[02:38:19.143 --> 02:38:23.726]  And a few of them there when they asked me what I was doing now and I said I was investigating 9-11.
[02:38:25.129 --> 02:38:30.091]  They said, you're not one of them crazies that thinks that there was da-da-da-da-da-da to it.
[02:38:30.472 --> 02:38:35.574]  There's a certain percentage of people who will not believe that their government will do anything wrong.
[02:38:35.594 --> 02:38:36.154]  Exactly.
[02:38:36.695 --> 02:38:42.718]  You have to admit that there are that certain percentage.
[02:38:43.058 --> 02:38:47.080]  But they will not believe that their government is capable of doing what we say.
[02:38:47.520 --> 02:38:49.902]  It may or may not have happened.
[02:39:17.800 --> 02:39:18.601]  I can't believe it.
[02:39:18.621 --> 02:39:19.481]  It's that myth.
[02:39:19.541 --> 02:39:21.922]  And you're not going to change them.
[02:39:22.122 --> 02:39:23.223]  I've pleaded with them.
[02:39:23.263 --> 02:39:25.684]  There's a lot of them that are not going to change their mind.
[02:39:25.704 --> 02:39:27.125]  They will not change their mind.
[02:39:27.385 --> 02:39:30.527]  There's a lot of them that still love what's going on out there.
[02:39:30.567 --> 02:39:31.888]  They love the Iraq War.
[02:39:33.308 --> 02:39:34.129]  They don't know why.
[02:39:34.149 --> 02:39:36.650]  Mainly because they don't have any kids over there.
[02:39:36.790 --> 02:39:38.151]  It's your kids and my kids.
[02:39:38.171 --> 02:39:39.632]  Well, that's what I was going to say.
[02:39:41.047 --> 02:39:48.669]  There is over 30% of the public still believes that WMDs were found and around 30% of the public believes Saddam Hussein carried out 9-11.
[02:39:48.729 --> 02:39:53.230]  I would say it would be higher than that.
[02:39:53.930 --> 02:39:55.631]  It was half.
[02:39:55.711 --> 02:39:59.712]  It was 55% four years ago, but now it's about 35% now, 30% depending on the poll.
[02:39:59.752 --> 02:40:06.214]  But that's what I'm saying, is that you've got 30% that think WMDs were found, they think Saddam carried out the attacks.
[02:40:06.234 --> 02:40:07.474]  So I'm not saying, Governor,
[02:40:08.149 --> 02:40:11.111]  That I don't understand that there's people out there.
[02:40:11.331 --> 02:40:15.213]  But they're complete zombies, living in total denial, and we know who they are.
[02:40:15.233 --> 02:40:16.194]  I don't care.
[02:40:16.214 --> 02:40:18.955]  If they say WMDs were found, I'm not going to agree with them.
[02:40:19.175 --> 02:40:21.377]  Because we know they're... I mean, it's delusional.
[02:40:22.117 --> 02:40:27.700]  So yes, you've got 30% that, if they were told the moon was made out of cheese by George Bush, they'd believe it.
[02:40:27.720 --> 02:40:28.141]  That's right.
[02:40:28.161 --> 02:40:28.541]  And you got it.
[02:40:28.961 --> 02:40:32.043]  Because he's government, and as long as the President says it, it's okay.
[02:40:32.643 --> 02:40:33.584]  It's right, it's true.
[02:40:33.924 --> 02:40:35.365]  And you're not going to change those folks.
[02:40:36.178 --> 02:40:39.159]  I can't believe it, I'm actually ranting on Willie Nelson's bus.
[02:40:40.320 --> 02:40:53.284]  I agree with Willie, because I love my mother and father-in-law dearly, and I respect them, they're terrific people, but they just will not accept that our government would be evil.
[02:40:53.824 --> 02:40:55.585]  How do you get past that denial, Willie?
[02:40:56.343 --> 02:40:57.564]  I mean, I didn't get folks to break out.
[02:40:57.584 --> 02:40:58.765]  Well, some people break out of it.
[02:40:58.845 --> 02:41:00.406]  I don't worry about them.
[02:41:00.426 --> 02:41:04.989]  I go on with my thinking and my job and let them live with their thoughts.
[02:41:05.009 --> 02:41:07.410]  I don't have to be responsible for them.
[02:41:07.770 --> 02:41:11.933]  Do you think the truth of 9-11 will ever officially come out like other things have?
[02:41:12.273 --> 02:41:12.654]  I don't know.
[02:41:12.714 --> 02:41:14.715]  The truth about John Kennedy didn't come out.
[02:41:14.795 --> 02:41:15.736]  Exactly.
[02:41:15.856 --> 02:41:17.217]  I wanted to get you to talk about Kennedy.
[02:41:17.237 --> 02:41:18.397]  Give us your view on that.
[02:41:19.398 --> 02:41:20.359]  I don't know about that.
[02:41:21.099 --> 02:41:22.780]  I don't know what happened at 9-11.
[02:41:23.140 --> 02:41:29.124]  I do know that a lot of investigations went on Kennedy that were stifled, just like what you're doing now.
[02:41:29.184 --> 02:41:30.544]  They tried to hold that back.
[02:41:30.624 --> 02:41:33.406]  And, you know, we know he was killed.
[02:41:33.426 --> 02:41:34.306]  We don't know who done it.
[02:41:35.967 --> 02:41:38.889]  The other argument of 9-11, we know those buildings fell.
[02:41:38.949 --> 02:41:42.111]  Now, a lot of people think it was done this way.
[02:41:42.151 --> 02:41:44.192]  We think it was blown up intentionally.
