[00:00:27.172 --> 00:00:28.052]  News.
[02:09:53.217 --> 02:09:57.780]  Michael Moore saying it could be an inside job and that firefighters have told him there were bombs in the buildings.
[02:09:59.773 --> 02:10:12.136]  We've got to expand the description that's up on the Infowars.com shopping cart because it mainly gets into how we confront Schwarzenegger and how we confront Lynne Cheney and how just all these people get confronted, hundreds of people.
[02:10:12.136 --> 02:10:16.417]  Barack Obama, I mean, the list goes on and on.
[02:10:16.417 --> 02:10:20.798]  Both presidential candidates, Barack Obama and, of course, John McCain.
[02:10:22.076 --> 02:10:25.018]  With We Are Change and 9-11 Truth and everybody.
[02:10:25.018 --> 02:10:29.341]  The video of, of course, We Are Change L.A.
[02:10:29.341 --> 02:10:34.784]  basically taking over Bill Maher's show.
[02:10:34.784 --> 02:10:49.894]  So, it's a story of people standing up, taking action, having a great effect, confronting Bill Clinton, Hillary, Bill Clinton blowing up, admitting Bohemian Grove, admitting Bilderberg, meltdowns, the media saying kill us, arrest us, but
[02:10:50.840 --> 02:10:56.102]  Woven through this is the firefighters, police and military and EMTs dying of the dust.
[02:10:56.102 --> 02:11:01.725]  The government documents where they knew it was going to kill them and decided not to give them health care.
[02:11:01.725 --> 02:11:06.487]  All of that is in the film.
[02:11:06.487 --> 02:11:11.009]  And it just completely devastates their official story.
[02:11:11.009 --> 02:11:13.470]  Truth Rising will ship July 5th.
[02:11:13.470 --> 02:11:16.071]  So the official release date is July 4th.
[02:11:16.071 --> 02:11:19.513]  It will be on PrisonPlanet.tv midnight.
[02:11:20.317 --> 02:11:40.552]  Uh, the day July 4 starts, so as July 3rd ends, that Thursday, on that Friday morning, throughout Friday, it will be posted in a bunch of different formats, DivX formats, you can burn it to disk, get it out to people in higher quality, Flash, a bunch of other systems, super high quality, for PrisonPlanet.tv members, get it out to people, folks.
[02:11:40.552 --> 02:11:44.375]  Uh, and yes, you can order the DVD now, the DVD is being mass replicated right now,
[02:11:45.215 --> 02:11:57.844]  I'm supposed to get them middle of next week, and so we will have them before it even ships, and then we'll be packaging them up later next week, and they will all ship out on that Saturday and then that next Monday after July 4th.
[02:11:57.844 --> 02:12:03.087]  So get your 9-11 Chronicles Truth Rising today at Infowars.com.
[02:12:03.087 --> 02:12:06.670]  Okay.
[02:12:06.670 --> 02:12:10.692]  I'm really excited about having Jordan Maxwell on the show.
[02:12:10.692 --> 02:12:12.974]  I kind of woke up to the New World Order on my own.
[02:12:14.034 --> 02:12:18.577]  Or kind of on the John Birch Society route.
[02:12:18.577 --> 02:12:31.444]  Wasn't part of the John Birch Society, but read stuff like None Dare Call a Conspiracy, The Private Federal Reserve, and then I learned about Ron Paul 15 years ago and got a radio show and was kind of a mainline conservative Republican who was anti-New World Order.
[02:12:31.444 --> 02:12:33.486]  Then I found out that that party was controlled.
[02:12:33.486 --> 02:12:34.786]  I mean, even as late as 1998-99,
[02:12:40.171 --> 02:12:41.932]  I wouldn't get into the occult on air.
[02:12:41.932 --> 02:12:43.013]  I wouldn't talk about it.
[02:12:43.013 --> 02:12:43.733]  I didn't believe it.
[02:12:43.733 --> 02:12:45.554]  I thought, hey, the Federal Reserve is private.
[02:12:45.554 --> 02:12:48.216]  They do want a world government for their administrative convenience.
[02:12:48.954 --> 02:13:15.548]  It is bad, but there's no occult, and you know, that's a bunch of, there's dumb conspiracy theorists, there's no black helicopters, there's no FEMA camp plans, and then Delta Force invaded Texas, they bribed police chiefs, I interviewed them, I found out they had martial law plans with the San Antonio police chief and the emergency managers, and I, and then I found out about Bohemian Grove, and I found out it was real, and I infiltrated it, and so, so really, you know, I am a Johnny Come Lately.
[02:13:15.548 --> 02:13:17.149]  Doesn't matter, we're all Johnny Come Latelys.
[02:13:19.076 --> 02:13:23.780]  You know, in this short life we have, the point is we can all move forward, take action.
[02:13:23.780 --> 02:13:30.605]  And then I remember Chris Athanas, in about 98, 99, putting Jordan Maxwell videos on, local access.
[02:13:30.605 --> 02:13:33.087]  And I remember watching those and looking into it.
[02:13:33.087 --> 02:13:36.310]  And I already knew a lot of Egyptian history and other history.
[02:13:36.310 --> 02:13:42.195]  And so I knew it was accurate because I'd already independently learned it, but never put it into thought of what was happening today.
[02:13:42.195 --> 02:13:45.838]  So he really helped wake me up to a larger world and larger view.
[02:13:45.838 --> 02:13:48.500]  And Jordan Maxwell continues as a preeminent researcher,
[02:13:49.238 --> 02:13:52.439]  An independent scholar in the field of occult religious philosophy.
[02:13:52.439 --> 02:13:55.380]  His interest in these subjects began far back as 59.
[02:13:55.380 --> 02:14:03.822]  He served for three and a half years as the regional editor of Truth Seeker Magazine, America's oldest free thought journal since 1873.
[02:14:03.822 --> 02:14:10.724]  His work exploring the hidden foundations of Western religions and secret societies creates enthusiastic responses from audiences around the world.
[02:14:11.531 --> 02:14:31.838]  He has conducted dozens of intense seminars, hosted his own radio talk show, guested on more than 600 radio shows, and written, produced, and appeared in numerous television shows and documentaries, including the two-hour special for CBS TV Network, as well as the internationally acclaimed five-part Ancient Mysteries series, all devoted to understanding ancient religions and their pervasive influence on world affairs today.
[02:14:31.838 --> 02:14:39.621]  His works on the subject of secret societies, both ancient and modern, and their symbols has fascinated audiences around the world for decades,
[02:14:40.101 --> 02:14:53.464]  Considering the rapidly moving events of today and the very real part these hidden religious agendas play in our modern war-torn world, he feels that controversial subjects are not only interesting to explore, but too important to ignore.
[02:14:53.464 --> 02:14:58.005]  His extraordinary presentations include documents and photographs seldom seen elsewhere.
[02:14:58.005 --> 02:15:03.546]  Now, we can argue about our interpretation of what Jordan says, but I agree with the info he brings out.
[02:15:03.546 --> 02:15:05.346]  I may even disagree with some of his interpretations.
[02:15:06.337 --> 02:15:06.397]  I'm
[02:15:36.818 --> 02:15:41.683]  We may even hold him over a little bit into overdrive today, but I wanted to properly introduce him.
[02:15:41.683 --> 02:15:44.846]  Jordan doesn't like to talk about himself, but he does have cancer.
[02:15:44.846 --> 02:15:47.189]  He is not doing well financially.
[02:15:47.189 --> 02:15:48.831]  I've heard him on a lot of shows over the years.
[02:15:48.831 --> 02:15:51.493]  He never seems to plug his great books and videos.
[02:15:51.493 --> 02:15:53.355]  Go to his website jordanmaxwell.com.
[02:15:54.480 --> 02:15:55.461]  Thank you, Alex, for having me on.
[02:15:55.461 --> 02:15:57.242]  I can't tell you how much I appreciate your support.
[02:16:22.930 --> 02:16:26.471]  Things you've said, and I thank you for it.
[02:16:26.471 --> 02:16:36.752]  And yeah, it's true that I was interested in these subjects as far back as when I was a teenager, and even earlier.
[02:16:36.752 --> 02:16:52.115]  When I was a kid, I used to ask my parents and ask the adults around me questions, and they just would look at me with glassy eyes, and they had no idea in the world what I was talking about, and consequently, I just never
[02:16:52.811 --> 02:16:53.332]  I don't know.
[02:17:20.220 --> 02:17:29.125]  Somehow or another, I lived through all of it, but I was fascinated with how much people don't know, and how much people don't care to know.
[02:17:29.125 --> 02:17:39.110]  And I hear people today say, why doesn't the government tell us the truth, and why doesn't the educational institutes really tell us the truth?
[02:17:39.110 --> 02:17:46.874]  I think it's because they, the Illuminati, know that we, generally speaking, don't want the truth.
[02:17:46.874 --> 02:17:48.555]  We don't want to hear the truth.
[02:17:48.937 --> 02:17:57.083]  Oh, I've had Jordan Alitas come up to me, I mean, high-level members of government and others, and say, Alex, and they always say, this is off-record, right?
[02:17:57.083 --> 02:17:59.404]  And I'm a journalist, so it has to be off-record.
[02:17:59.404 --> 02:18:01.846]  And they say, look, the slaves don't want to know.
[02:18:01.846 --> 02:18:03.107]  You're basically one of us.
[02:18:03.107 --> 02:18:04.468]  You want to be enlightened.
[02:18:04.468 --> 02:18:05.288]  You can't help them.
[02:18:05.288 --> 02:18:07.150]  You might as well just take care of yourself.
[02:18:07.150 --> 02:18:08.351]  Well, that's what I'm saying.
[02:18:08.351 --> 02:18:12.734]  I mean, I have to say that that is pretty much true.
[02:18:12.734 --> 02:18:14.635]  And then I also want to ask the question.
[02:18:15.120 --> 02:18:19.061]  How important is it to tell the people the real truth?
[02:18:19.061 --> 02:18:28.205]  I mean, like the movie with, uh, you know, when the, when the military guy was asked by the, uh, the kid, you know, well, what do you want?
[02:18:28.205 --> 02:18:29.605]  He said, I want to know the truth.
[02:18:29.605 --> 02:18:32.306]  And he said, you can't handle the truth.
[02:18:32.306 --> 02:18:36.548]  Um, how important is it to tell people the real truth?
[02:18:36.548 --> 02:18:43.310]  Because what you're doing, uh, and I've learned this the hard way, what you're doing is you're putting your life on the line.
[02:18:44.181 --> 02:18:57.450]  For people who will be entertained for a while hearing you, but they will go on with their regular lives as they always have, watching basketball and doing what they normally do, and life will go on.
[02:18:57.450 --> 02:19:09.698]  Of course, you had the big mouth and was telling people something that they weren't supposed to know, so you end up in trouble, maybe even end up dead or in prison.
[02:19:09.698 --> 02:19:11.780]  The Internal Revenue finds a bad
[02:19:12.304 --> 02:19:12.664]  Call me.
[02:19:24.795 --> 02:19:26.976]  Because they were just entertained by you.
[02:19:26.976 --> 02:19:28.096]  You got that right, boy.
[02:19:28.096 --> 02:19:28.817]  That's exactly right.
[02:19:47.023 --> 02:19:51.384]  But I want to do this interview a little bit different than other interviews, because you don't like talking about yourself.
[02:19:51.384 --> 02:20:13.531]  I want to make you talk about your history, your awakening, because I found talking about people's awakenings tends to wake others up, your journey, and then I want to get into the basics of the New World Order, their greatest secrets, kind of Jordan Maxwell's greatest hits, because I want to understand your life, your awakening, and then where you see the New World Order going, and we'll take calls.
[02:20:14.190 --> 02:20:15.751]  Jordan Maxwell is our guest.
[02:20:15.751 --> 02:20:16.812]  He isn't feeling well today.
[02:20:16.812 --> 02:20:20.734]  He'll be with us for the next hour and 40 minutes, maybe longer.
[02:20:20.734 --> 02:20:21.434]  We'll see.
[02:20:21.434 --> 02:20:25.717]  Stay with us.
[02:20:25.717 --> 02:20:28.678]  Are you concerned about cholesterol, blood pressure?
[02:20:28.678 --> 02:20:30.719]  Are you experiencing chest pain?
[02:20:30.719 --> 02:20:35.222]  Are you looking for a more natural method to help improve your health issues?
[02:20:35.222 --> 02:20:38.844]  My husband has had lots of blood pressure problems today.
[02:20:38.844 --> 02:20:40.585]  It would just be really high.
[02:20:41.078 --> 02:20:44.979]  The doctor had worked with him, and he'd give him some medication for a little while.
[02:20:44.979 --> 02:20:48.199]  It would maybe work, and then it wouldn't.
[02:20:48.199 --> 02:20:53.441]  And he was going back and forth, and my husband's not the type that he wants to go to the doctor anyway.
[02:20:53.441 --> 02:20:55.561]  He'll wait until he is in major problems.
[02:20:55.561 --> 02:21:05.483]  So a friend gave us a bottle of Cardivite, and he started on it, and within a very short time, I'm going to say two weeks at the most, it was just leveling out.
[02:21:05.990 --> 02:21:09.394]  And as long as he's been on these, it has literally saved his life.
[02:21:09.394 --> 02:21:12.537]  To learn more, call 1-877-928-8822 or visit our website at heartdrop.com.
[02:21:12.537 --> 02:21:14.239]  That's H-E-A-R-T-D-R-O-P dot com.
[02:21:14.239 --> 02:21:14.399]  Call 1-877-928-8822.
[02:21:25.273 --> 02:21:29.396]  The United States seems to be celebrating over its triumph of reducing government debt.
[02:21:29.396 --> 02:21:42.105]  But the truth be told, public and private debt increased to a record high in 1999, reaching a peak of $14.8 trillion, marking 10.57% annual increase, outpacing its previous 10 years.
[02:21:42.105 --> 02:21:42.546]  The U.S.
[02:21:42.546 --> 02:21:48.090]  economy receives its currency by taking on debt through a private banking institution called the Federal Reserve System.
[02:21:48.510 --> 02:21:52.593]  In the year 2000, debt growth collapsed to only 4.5 percent.
[02:21:52.593 --> 02:21:53.693]  It's bad enough that the U.S.
[02:21:53.693 --> 02:21:56.655]  citizens is bound by debt in order to have commerce.
