[00:14:10.250 --> 00:14:11.692]  You, Alex, are fearless.
[02:42:56.862 --> 02:42:59.043]  Yeah, Alec, I just have to say something, man.
[02:42:59.063 --> 02:43:02.105]  It seems like every time I turn on your broadcast, you're bragging.
[02:43:02.925 --> 02:43:04.026]  It just gets old, man.
[02:43:04.366 --> 02:43:06.067]  I'm gonna shut you down right now, okay?
[02:43:06.767 --> 02:43:08.868]  We're taking calls about your nomination.
[02:43:09.088 --> 02:43:13.090]  Do you understand they're having congressional hearings trying to shut us down?
[02:43:13.110 --> 02:43:15.532]  Do you understand I'm ringing the alarm?
[02:43:16.412 --> 02:43:18.734]  If that was happening to anybody else, I'd be freaked out.
[02:43:19.094 --> 02:43:20.154]  I mean, what's it gonna take?
[02:43:20.455 --> 02:43:21.335]  Us being shut down?
[02:43:21.575 --> 02:43:22.616]  Is that what you want, Frank?
[02:43:23.056 --> 02:43:24.077]  You know what, Alex?
[02:43:24.117 --> 02:43:25.198]  Put him on pause again.
[02:43:25.218 --> 02:43:26.058]  Hey, Frank!
[02:43:26.318 --> 02:43:31.682]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[02:43:31.982 --> 02:43:36.264]  As much bagging as I do, we can barely pay the bills and grow in the face of this.
[02:43:36.505 --> 02:43:39.366]  I'm not gonna just stop growth and let them start pushing us backwards.
[02:43:39.646 --> 02:43:40.027]  You understand?
[02:43:40.107 --> 02:43:41.368]  I need your help, Frank!
[02:43:41.748 --> 02:43:42.868]  I need your help, Frank!
[02:43:43.869 --> 02:43:48.751]  Go to Infowarsstore.com right now and help fund the InfoWars.
[02:43:49.491 --> 02:43:50.171]  Do you understand?
[02:43:50.191 --> 02:43:51.432]  I need your help, Frank!
[02:43:51.812 --> 02:43:53.332]  Free Press needs your help, Frank!
[02:43:55.773 --> 02:43:59.995]  We've gotten over a hundred new TV affiliates in just the last six months.
[02:44:00.075 --> 02:44:01.215]  We're on more satellites.
[02:44:02.315 --> 02:44:03.676]  We're reaching so many new people.
[02:44:03.716 --> 02:44:07.137]  They are blocking us more and more on the web, but thank God you're getting the information out.
[02:44:07.157 --> 02:44:12.139]  We're having congressional hearings about conservatives, populists, nationalists, Christians being
[02:44:13.254 --> 02:44:13.714]  Censored?
[02:44:14.374 --> 02:44:16.735]  Christian churches being persecuted by the IRS?
[02:44:17.115 --> 02:44:18.735]  I mean, this is real tyranny we're facing.
[02:44:18.835 --> 02:44:24.957]  You, the audience, are the engine, the brains, the guts, the blood, the sweat, the tears, the soul of this operation.
[02:44:25.017 --> 02:44:36.319]  And if you go to Infowarstore.com and look at the water filtration, the air filtration, the non-GMO heirloom seeds, the books, the videos, the Patriot apparel, all of it, hundreds of t-shirts, dozens of ball caps,
[02:44:36.459 --> 02:44:39.201]  When you buy those products, you support the information war.
[02:44:39.221 --> 02:44:40.862]  But plus, you're wearing an InfoWars shirt.
[02:44:40.902 --> 02:44:42.203]  You wear it in a deep blue state area.
[02:44:42.223 --> 02:44:44.264]  You might get hit in the head with a tire iron or something.
[02:44:44.284 --> 02:44:45.145]  But you wear it everywhere else.
[02:44:45.165 --> 02:44:46.366]  You eat your lunch bought for it.
[02:44:46.386 --> 02:44:47.787]  You might meet your wife, your husband, whatever.
[02:44:47.867 --> 02:44:50.769]  This is how we just do these little things that move mountains.
[02:44:50.789 --> 02:44:53.490]  Well, you do it by wearing t-shirts, by wearing ball caps.
[02:44:53.510 --> 02:44:54.731]  You do it by having a bumper sticker.
[02:44:54.831 --> 02:44:57.813]  All the orders that come in to InfoWars have five bumper stickers.
[02:44:57.913 --> 02:45:00.175]  I'm doubling it to ten in every order.
[02:45:00.255 --> 02:45:02.977]  InfoWarsStore.com, InfoWarsLife.com.
[02:45:03.017 --> 02:45:04.318]  Text your right to the supplement page or 888-253-3139.
[02:45:06.559 --> 02:45:10.860]  Supermale Vitality is just well-known, concentrated, organic herbs that are cold-pressed.
[02:45:10.880 --> 02:45:11.421]  That's the key.
[02:45:11.481 --> 02:45:13.621]  For stamina, libido, energy, you name it.
[02:45:13.661 --> 02:45:14.181]  People love it.
[02:45:14.201 --> 02:45:16.062]  You also, that's 50% off right now.
[02:45:16.102 --> 02:45:17.583]  You can also get the Real Red Pill.
[02:45:17.723 --> 02:45:18.223]  Read about it.
[02:45:18.243 --> 02:45:19.103]  I don't have time to get to it.
[02:45:19.123 --> 02:45:19.723]  It's amazing.
[02:45:19.763 --> 02:45:22.744]  That goes with the Supermale and Superfemale Vitality like a horse and carriage.
[02:45:22.864 --> 02:45:24.005]  It is 50% off.
[02:45:24.045 --> 02:45:28.686]  Get the two together and get free shipping on the Real Red Pill and Supermale Vitality.
[02:45:28.706 --> 02:45:30.307]  They both have thousands of five-star reviews.
[02:45:30.347 --> 02:45:31.527]  The combo doesn't have any reviews.
[02:45:31.527 --> 02:45:31.907]  We're good to go.
[02:46:00.930 --> 02:46:01.430]  Oh, yeah.
[02:46:01.450 --> 02:46:01.950]  Scam.
[02:46:02.191 --> 02:46:02.651]  Uh, no.
[02:46:02.751 --> 02:46:04.211]  The water table's full of poison.
[02:46:04.331 --> 02:46:05.152]  Everybody knows that.
[02:46:05.232 --> 02:46:05.772]  It's admitted.
[02:46:05.832 --> 02:46:07.653]  You need to filter your water, ladies and gentlemen.
[02:46:07.673 --> 02:46:08.954]  We have the best gravity-filled systems.
[02:46:09.214 --> 02:46:14.416]  So, yes, I do a report on how the water's bad, and then I sell a water filter I use when I'm on the road or in my own home.
[02:46:14.616 --> 02:46:15.636]  Yeah, exactly.
[02:46:15.676 --> 02:46:23.660]  Like, if I was gonna open a franchise of a restaurant, if I was a franchisee, I would find a restaurant that I love, that was successful, and had really good food that I would want to franchise.
[02:46:23.880 --> 02:46:25.802]  I'd say, can I franchise your great restaurant?
[02:46:25.842 --> 02:46:29.624]  A lot of people have gone in famously to good restaurants, and they've said, I want to franchise this.
[02:46:30.005 --> 02:46:30.645]  Exactly!
[02:46:30.865 --> 02:46:33.928]  I sell what I use, and I like, and I believe in.
[02:46:34.368 --> 02:46:36.510]  But it shows Hogg, and the media thinks it's like a scam.
[02:46:37.030 --> 02:46:41.373]  He had a water filter ad after he talked about atrazine in the water causing sterility.
[02:46:42.234 --> 02:46:42.754]  Dun-dun-dun.
[02:46:42.874 --> 02:46:43.975]  Like, oh my god, it's hidden!
[02:46:43.995 --> 02:46:45.396]  They always go, Jones said this on air.
[02:46:45.456 --> 02:46:46.037]  We caught it.
[02:46:46.117 --> 02:46:46.517]  Here it is.
[02:46:46.797 --> 02:46:47.978]  It was a big secret.
[02:46:48.338 --> 02:46:49.279]  Millions were watching it.
[02:46:49.760 --> 02:46:51.261]  So, InfoWarsTore.com.
[02:46:56.941 --> 02:46:59.540]  You're listening to The Alex Jones Show.
[02:47:22.757 --> 02:47:26.304]  Resistance to tyrants is obedience to God.
[02:47:26.825 --> 02:47:28.649]  It's Alex Jones.
[02:47:28.789 --> 02:47:29.991]  Welcome back!
[02:47:36.952 --> 02:47:39.634]  These are great, great days to be alive.
[02:47:39.654 --> 02:47:50.058]  We're on the Alex Jones Show, and I'm Roger Stone, pinch-hitting for the great Alex Jones, who had a few personal matters to take care of today.
[02:47:50.098 --> 02:47:58.042]  And then, of course, we were hit at our Austin bunker with a power outage throughout the entire region.
[02:47:58.602 --> 02:48:02.784]  But we soldiered on using the techniques of radio
[02:48:03.464 --> 02:48:06.126]  Because the circle cannot be broken.
[02:48:06.786 --> 02:48:10.088]  The chain of information cannot be stopped.
[02:48:10.208 --> 02:48:16.833]  We are here to present the truth 365 days a year.
[02:48:18.214 --> 02:48:19.034]  It's a challenge.
[02:48:20.035 --> 02:48:30.101]  Because Soros, the globalists, the Obamas, the Clintons, the Bush crime family, they want to shut us down, folks.
[02:48:30.602 --> 02:48:31.783]  And they have a strategy.
[02:48:32.625 --> 02:48:40.932]  Let's tangle Alex Jones and his entire InfoWars crew up with a series of expensive but frivolous lawsuits.
[02:48:41.452 --> 02:48:44.835]  Then those lawsuits will generate terrible headlines.
[02:48:45.315 --> 02:48:49.338]  Then we take the headline and we go to YouTube and you see, Ah!
[02:48:49.838 --> 02:48:51.320]  Alex Jones is a pervert!
[02:48:51.700 --> 02:48:53.241]  Alex Jones is a racist!
[02:48:53.701 --> 02:48:55.523]  Alex Jones is a misogynist!
[02:48:55.883 --> 02:48:58.085]  The people at InfoWars are Nazis!
[02:48:58.365 --> 02:48:59.806]  They're white supremacists!
[02:49:00.146 --> 02:49:01.788]  Let's take them off the internet!
[02:49:03.055 --> 02:49:04.497]  It's a scam, folks.
[02:49:05.137 --> 02:49:08.581]  But unfortunately, it's an expensive scam.
[02:49:09.442 --> 02:49:18.091]  You see, we just don't have a deep-pockets billionaire like Soros hiding in the wings, writing giant checks.
[02:49:19.048 --> 02:49:26.894]  We have to depend on the rank-and-file, freedom-loving listeners and viewers right here at the InfoWars.
[02:49:27.735 --> 02:49:31.058]  You are the ones fueling the revolution.
[02:49:31.738 --> 02:49:35.041]  You are the ones who elected Donald Trump.
[02:49:35.701 --> 02:49:47.290]  You are the ones who depend on our exposure of the corruption of the deep state and the globalist agenda to enslave us every day.
[02:49:48.311 --> 02:50:13.558]  So if you like what we do here at InfoWars, if you're digging the real news with David Knight every morning, if you like the iconic Alex Jones Show, one of the most influential programs in America, folks, a program that literally moves millions to civic action and helped elect this reformist president,
[02:50:14.258 --> 02:50:22.344]  If you like what Owen Schroyer and I are doing on The War Room every day, well then we need your support.
[02:50:22.964 --> 02:50:24.005]  We need your help.
[02:50:25.786 --> 02:50:27.427]  We've got two things going on.
[02:50:28.088 --> 02:50:31.250]  Alex Jones is trying to expand InfoWars.
[02:50:31.810 --> 02:50:36.954]  New studios, new technology, new correspondents, new people.
[02:50:38.015 --> 02:50:44.898]  But unfortunately, we still have to fight this rearguard action against these frivolous lawsuits.
[02:50:45.378 --> 02:50:50.821]  So please go to the InfoWars store now and look at some of these extraordinary specials.
[02:50:51.881 --> 02:50:55.543]  I myself like the Mind and Body Challenge.
[02:50:56.223 --> 02:50:59.725]  This is where you stack the real red pill.
[02:51:00.545 --> 02:51:06.448]  One of the very best vitamin and supplement, uh, vitamin and mineral supplements that I have found
[02:51:07.338 --> 02:51:09.621]  With Brain Force Plus.
[02:51:10.662 --> 02:51:13.446]  This stuff, folks, really works.
[02:51:14.707 --> 02:51:18.850]  Now I put in long hard hours in the fight for freedom.
[02:51:19.590 --> 02:51:36.823]  Today I'll not only be here on the Alex Jones Show, but tonight I'm joining Tucker Carlson on Fox and I believe Anderson Cooper on CNN to respond to the smear that I am now the focus of the Mueller probe.
[02:51:37.836 --> 02:51:40.177]  I wouldn't be able to do it without Brain Force Plus.
[02:51:41.038 --> 02:51:46.821]  This terrific product gives you mental energy and clarity just when you need it.
[02:51:47.281 --> 02:51:50.823]  Just at that four o'clock point when I get my dip.
[02:51:51.786 --> 02:51:53.888]  But you're not jacked.
[02:51:54.528 --> 02:51:55.709]  You're not wired.
[02:51:56.370 --> 02:51:59.192]  You're able to sleep and get a restful night's sleep.
[02:51:59.933 --> 02:52:00.974]  Brain Force Plus.
[02:52:01.694 --> 02:52:02.775]  A terrific product.
[02:52:03.416 --> 02:52:10.302]  And when you stack it with the real Red Pill, well, that's the mind-body challenge we speak of.
[02:52:11.215 --> 02:52:13.756]  Or you might want to try Alpha Power.
[02:52:14.436 --> 02:52:29.700]  When stacked with the super male vitality, what we call the Michael Zimmerman package, it gives you a rise in your libido, a rise in your energy, a rise in your manhood.
[02:52:30.697 --> 02:52:32.938]  These terrific products are all natural.
[02:52:33.498 --> 02:52:35.879]  They're the very best ingredients.
[02:52:36.379 --> 02:52:39.500]  You won't find any fillers like you do at Whole Foods.
[02:52:39.900 --> 02:52:44.961]  You won't find exorbitant prices where they make 300% profit.
[02:52:45.561 --> 02:52:57.105]  You won't find any half-empty bottles, because almost in every case, you're getting 20% more in volume by going to the InfoWars store.
[02:52:57.645 --> 02:52:59.806]  Please stop by if you don't
[02:53:00.740 --> 02:53:02.623]  Like our nutraceuticals.
[02:53:03.003 --> 02:53:03.984]  Look at the t-shirts.
[02:53:04.425 --> 02:53:05.266]  Look at the books.
[02:53:05.887 --> 02:53:08.270]  Look at the donation page.
[02:53:08.651 --> 02:53:14.939]  If you're not in the market for any product, but you want to support the fight for a free press and the First Amendment,
