[00:00:09.844 --> 00:00:11.406]  Dragon Energy activates!
[02:28:35.019 --> 02:28:39.401]  It's all 50% off at InfoWarsStore.com, and I'm telling you,
[02:28:40.939 --> 02:28:45.402]  Nothing angers the left more than you shopping at Infowarsstore.com.
[02:28:45.422 --> 02:28:47.024]  They cannot stop you from doing it.
[02:28:47.404 --> 02:28:49.345]  They cannot stop us from getting the funding.
[02:28:49.726 --> 02:28:52.368]  That is what angers them more than anything else.
[02:28:52.408 --> 02:28:59.893]  So when you go to Infowarsstore.com and you buy a tube of super blue fluoride free toothpaste, you have just made CNN that much angrier.
[02:29:00.033 --> 02:29:00.714]  We'll be right back.
[02:29:02.295 --> 02:29:06.318]  Any student of military history, in all of recorded time,
[02:29:07.244 --> 02:29:13.209]  We'll tell you that stealth and sneak attack is absolutely critical in any offensive war.
[02:29:14.490 --> 02:29:31.524]  The Democrats, the Chai Koms funding them, Hollywood, the whole EU unelected bureaucracy is in a combine against nation states and against free market capitalism in a global corporate takeover backed up by paramilitary UN force.
[02:29:32.285 --> 02:29:33.206]  NATO is their army.
[02:29:33.726 --> 02:29:34.107]  Right now!
[02:29:34.807 --> 02:29:37.008]  The Democrats are making their move.
[02:29:38.008 --> 02:29:46.771]  For the last year and a half, in policy papers, they said we're going to overthrow the president using the military, or using 25th Amendment, and we're going to build the case through made-up Russia collusion.
[02:29:47.291 --> 02:29:55.194]  When I would point out the white papers, they'd say, oh, that's crazy, it doesn't exist, because they wanted to build up their forces and get geared up and get ready to make their move.
[02:29:55.474 --> 02:30:00.156]  Now that President Trump's been in a little over a year and a half, and we enter the summer of rage,
[02:30:01.056 --> 02:30:13.883]  Congressmen, Senators, former CIA Deputy Directors, FBI Deputy Directors, you name it, former CIA Directors, they're all over the news saying, we're making our move, Trump is a Russian agent, we're going to remove him from office.
[02:30:14.303 --> 02:30:15.564]  This is insane.
[02:30:15.664 --> 02:30:25.349]  And they've got a bunch of cowardly Republicans who want to sit on the fence, in case this coup is successful, going, oh yeah, maybe it is bad he met with Putin, maybe he is selling us out.
[02:30:26.189 --> 02:30:29.151]  Trump has been crushing Russia with our energy deals.
[02:30:29.571 --> 02:30:34.915]  Trump has been crushing Russia shipping heavy anti-tank weapons into Ukraine against the Russians.
[02:30:35.355 --> 02:30:37.176]  Trump has been putting massive sanctions on them.
[02:30:37.496 --> 02:30:41.839]  But his rhetoric is friendly to make Russia capitulate and make a deal.
[02:30:42.239 --> 02:30:45.541]  And quite frankly, it's offensive and probably not right what the president's doing.
[02:30:45.842 --> 02:30:49.304]  But you could see it in America's interest, but kind of in an imperial way.
[02:30:49.804 --> 02:30:52.007]  Trump is so pro-America, it's insane.
[02:30:52.047 --> 02:30:53.690]  The country's coming back from the dead.
[02:30:53.890 --> 02:30:55.132]  The economy's turning around.
[02:30:55.492 --> 02:31:01.641]  The traitors of globalism in the Democratic Party and the blue-blood Republicans are the ones that are anti-nation-state.
[02:31:02.002 --> 02:31:04.826]  They're the ones transferring power to the UN and the TPP.
[02:31:05.306 --> 02:31:06.427]  All the things Trump's killed.
[02:31:06.647 --> 02:31:14.312]  America was basically wearing a ball and chain, and Trump has removed it, and he's returning power back to the states, back to the people.
[02:31:14.532 --> 02:31:16.093]  He's acting as our real president.
[02:31:16.434 --> 02:31:19.015]  Even if you don't agree with some of what he says or does, it doesn't matter.
[02:31:19.296 --> 02:31:20.556]  He really is the president now.
[02:31:20.937 --> 02:31:28.061]  And the bureaucracy, and the lobbyists, and the globalists, and the chi-coms that own our debt and control Hollywood, thought they had this country.
[02:31:28.402 --> 02:31:33.625]  The communist Chinese newspapers admit they're at war with us right now, economically and building up militarily.
[02:31:33.905 --> 02:31:34.706]  They're the big threat.
[02:31:35.266 --> 02:31:37.590]  Russia can't even keep its own country together.
[02:31:37.890 --> 02:31:40.213]  It's being targeted by Soros just like we are.
[02:31:40.694 --> 02:31:45.501]  And that's the only truth in the Russian collusion, is that Russia has the same enemies that America has.
[02:31:45.961 --> 02:31:48.104]  And Russia is being targeted just like we are.
[02:31:48.385 --> 02:31:51.669]  And they're making their move against the President right now.
[02:31:52.270 --> 02:31:59.279]  They've been hyping it and, you know, pushing that they're going to remove him so long to get you punch drunk for when they finally make their move.
[02:31:59.639 --> 02:32:05.207]  But all of us, as Americans, need to understand they've tried to create race wars, class wars, sex wars.
[02:32:05.267 --> 02:32:06.909]  They've tried to divide us every way they can.
[02:32:07.189 --> 02:32:08.190]  They admit they're doing it.
[02:32:08.551 --> 02:32:09.452]  They are the globalists.
[02:32:09.512 --> 02:32:10.133]  They are the enemy.
[02:32:10.333 --> 02:32:25.197]  And it's up to us to call Congress, to call talk radio, to get involved more now than ever against all the internet censorship that they're trying to bring in ahead of a coup against the president and a coup against the electorate in this country that elected him.
[02:32:25.637 --> 02:32:34.080]  This is a war against America trying to have its own self-determination, just like Theresa May is trying to say they're not going to follow the vote for Brexit right now in England.
[02:32:34.540 --> 02:32:34.840]  Thank you.
[02:33:06.209 --> 02:33:20.497]  You're listening to the Alex Jones Show.
[02:33:22.237 --> 02:33:28.841]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[02:33:29.261 --> 02:33:32.743]  And now, your host, Owen Troyer.
[02:33:33.823 --> 02:33:34.484]  It is an honor.
[02:33:35.717 --> 02:33:40.899]  To be here with fellow patriots changing the world.
[02:33:41.819 --> 02:33:50.442]  Just like in 1776, when it was the United States of America that changed the entire status quo of being a human.
[02:33:51.613 --> 02:33:58.438]  Where we said, the individual human is independent and can be self-relying.
[02:33:58.899 --> 02:34:00.880]  We don't need a king or queen.
[02:34:01.220 --> 02:34:04.103]  We don't need an establishment.
[02:34:04.123 --> 02:34:05.304]  We don't need a government.
[02:34:05.384 --> 02:34:07.285]  We just need freedom.
[02:34:07.525 --> 02:34:09.127]  We just need me.
[02:34:09.227 --> 02:34:10.908]  We just need independence.
[02:34:12.129 --> 02:34:12.789]  Change the world!
[02:34:15.111 --> 02:34:16.012]  Change the world for good.
[02:34:16.052 --> 02:34:18.534]  Created the most wealth and prosperity the world's ever seen.
[02:34:21.158 --> 02:34:22.098]  And now here you are.
[02:34:23.979 --> 02:34:34.022]  You know, but the incredible thing about it is you would expect this perhaps from brainwashed sheeple that don't understand history because they were never taught it.
[02:34:35.222 --> 02:34:40.064]  So they don't even understand how good they have it because they have no perspective.
[02:34:40.324 --> 02:34:45.905]  But for people on television, people in the Democrat Party to go down that same thought pattern is alarming.
[02:34:46.746 --> 02:34:47.586]  Look at this clip.
[02:34:48.635 --> 02:34:51.536]  Again, this is why I stand with Rand Paul.
[02:34:51.576 --> 02:34:54.918]  This is why I'm so proud to be a patriot right now.
[02:34:55.458 --> 02:34:57.900]  Because I know what history is going to say about these times.
[02:34:58.560 --> 02:35:02.362]  We are the people that will once again change the world for the good.
[02:35:02.802 --> 02:35:07.064]  Once again say the average individual human can be self-reliant.
[02:35:07.204 --> 02:35:08.405]  We don't need a king!
[02:35:08.845 --> 02:35:10.046]  We don't need a government!
[02:35:11.166 --> 02:35:12.287]  You can do everything!
[02:35:12.687 --> 02:35:13.868]  That is America!
[02:35:14.388 --> 02:35:15.148]  You're free!
[02:35:15.448 --> 02:35:16.369]  You're independent!
[02:35:17.233 --> 02:35:18.314]  You're self-relying!
[02:35:19.375 --> 02:35:21.117]  And now they try to wash it all away.
[02:35:22.058 --> 02:35:27.804]  Look at how CBS News treats Rand Paul talking about Trump-Putin summit.
[02:35:28.645 --> 02:35:34.030]  Listen, you've heard the avalanche of criticism and negativity, appalling, shameful, disgraceful, shocking.
[02:35:34.471 --> 02:35:39.115]  It's coming from all sides and I'm wondering, you're here this morning, are you doing a cleanup on aisle three?
[02:35:40.748 --> 02:35:48.415]  Well, you know, I think we ought to take a step back and look at the bigger picture and decide whether or not we want to have conversations with even our adversaries.
[02:35:48.735 --> 02:35:58.844]  During the height of the Cold War, during the Cuban Missile Crisis, Kennedy had a direct line to Khrushchev, and I think the world is a safer and a much better place because we had that line of communication.
[02:35:59.324 --> 02:36:01.946]  Senator Paul, let me finish my question.
[02:36:01.966 --> 02:36:03.847]  If you're going to ask questions, let me finish.
[02:36:04.307 --> 02:36:11.192]  It was also a good idea that we continue to have ambassadors and diplomatic relations with Russia, even though they are our adversaries.
[02:36:11.592 --> 02:36:15.715]  Senator Paul, I don't think anybody would object to trying to have a good relationship with Russia.
[02:36:15.735 --> 02:36:21.578]  I think the problem is that he seemed to throw the American... Is she serious?
[02:36:23.991 --> 02:36:25.552]  They're all demonizing Trump.
[02:36:25.912 --> 02:36:26.853]  They're all demonizing Putin.
[02:36:26.873 --> 02:36:27.914]  They're all demonizing Russia.
[02:36:27.934 --> 02:36:29.015]  They're saying Russia's the enemy.
[02:36:29.935 --> 02:36:33.538]  And then she's like, well, I don't think anybody wants to not have a good relationship with Russia.
[02:36:34.679 --> 02:36:36.400]  That's exactly what you're trying to do.
[02:36:37.120 --> 02:36:39.022]  This is... Okay.
[02:36:39.042 --> 02:36:39.142]  Go on.
[02:36:41.518 --> 02:36:47.601]  I think that's incorrect.
[02:36:47.641 --> 02:36:51.083]  I think what you just said that no one would object to him meeting with Putin.
[02:36:51.483 --> 02:36:54.444]  Every Democrat on Capitol Hill objected to him meeting with Putin.
[02:36:54.464 --> 02:36:54.604]  Exactly!
[02:36:54.624 --> 02:36:54.804]  Bingo!
[02:36:54.825 --> 02:36:58.566]  Every neoconservative and warmonger on the right also objected to it.
[02:36:58.906 --> 02:37:04.549]  So yes, the vast majority of the foreign policy community, the bipartisan consensus said you shouldn't meet with Putin.
[02:37:04.809 --> 02:37:06.250]  They also said he shouldn't meet with Kim.
[02:37:06.730 --> 02:37:15.640]  This is an extraordinary thing about President Trump that should be lauded and not belittled is that he is willing to meet with adversaries to try to prevent us from having World War III.
[02:37:21.587 --> 02:37:21.947]  I think so.
[02:37:38.180 --> 02:37:42.563]  What the president didn't do, and is getting criticized for, is he did not make that moral case.
[02:37:42.623 --> 02:37:46.726]  He basically said, in the relationship between the two, both sides are at fault.
[02:37:47.086 --> 02:37:49.347]  That's the distinction here, not the whether to have the meeting.
[02:37:49.387 --> 02:37:51.168]  So what about that moral case?
[02:37:51.469 --> 02:37:53.170]  But I don't think you're being fair to the president.
[02:37:53.530 --> 02:38:02.595]  When President Reagan met with Gorbachev, do you think he listed the litany of Soviet abuses from Stalin on in a one-to-one meeting?
[02:38:03.035 --> 02:38:05.877]  No, they were listed and recounted by other people in the administration.
[02:38:06.217 --> 02:38:11.420]  There have also been people within the Trump administration who have listed and recounted the human rights violations in Russia.
[02:38:11.780 --> 02:38:16.782]  But we also have to understand that we have to deal with the world as it is, not as we wish it to be.
[02:38:16.802 --> 02:38:19.584]  And if we're only going to talk to people who have perfect
[02:38:20.084 --> 02:38:20.644]  No, Senator.
[02:38:20.664 --> 02:38:20.844]  No, no.
[02:38:20.864 --> 02:38:21.424]  Don't say that.
[02:38:21.444 --> 02:38:21.585]  Senator.
[02:38:37.369 --> 02:38:39.950]  President Reagan called the Soviet Union the evil empire.
[02:38:40.390 --> 02:38:45.072]  Many of his most famous comments are calling out the Soviet Union on its moral shortcomings.
[02:38:45.092 --> 02:38:49.673]  So I think that comparison between President Reagan and President Trump is off a bit.
