[00:00:00.209 --> 00:00:00.750]  We've got it.
[02:26:50.251 --> 02:26:54.614]  And then they go do this for, I guess, they want to commit suicide and go out with a bang.
[02:26:56.095 --> 02:26:56.495]  Exactly.
[02:26:56.795 --> 02:27:03.159]  And I don't know the mindset and I don't understand the mindset of somebody that can do that.
[02:27:03.968 --> 02:27:05.529]  Especially to just kids.
[02:27:05.649 --> 02:27:06.229]  It was 18 to 23.
[02:27:06.429 --> 02:27:10.171]  He knew that it was young kids.
[02:27:10.852 --> 02:27:13.493]  Every one day he just knew.
[02:27:13.573 --> 02:27:14.974]  It's a selfish thing.
[02:27:15.154 --> 02:27:15.754]  It's a selfish thing.
[02:27:15.794 --> 02:27:22.538]  It's like the fairy tale where Sleeping Beauty the witch isn't invited to the party so she puts the princess into a trance.
[02:27:22.598 --> 02:27:23.758]  I mean it's these people.
[02:27:24.759 --> 02:27:25.419]  It's just scary.
[02:27:25.439 --> 02:27:26.560]  Well I appreciate you both.
[02:27:26.640 --> 02:27:30.082]  I'm glad you're both alive obviously.
[02:27:30.102 --> 02:27:31.723]  Did you lose any friends or get any friends wounded?
[02:27:33.744 --> 02:27:34.264]  Um, yeah.
[02:27:35.004 --> 02:27:37.565]  Um, people that we knew at the bar.
[02:27:37.865 --> 02:27:39.526]  But, um, yeah.
[02:27:40.366 --> 02:27:41.406]  We love stepping in, too.
[02:27:41.646 --> 02:27:47.448]  Well, if the bar reopens, I hope they have, like, an extra dollar cover charge and put some armed bodyguards in.
[02:27:47.488 --> 02:27:48.308]  I mean, it's real simple.
[02:27:48.328 --> 02:27:48.889]  You've got a place for them.
[02:27:49.129 --> 02:27:50.209]  It's a pretty big place, right?
[02:27:50.249 --> 02:27:51.409]  Like, 500, 1,000 people come.
[02:27:51.749 --> 02:27:53.250]  You better have some armed people there, dude.
[02:27:54.870 --> 02:27:58.152]  Yeah, it's actually... The maximum capacity is about 300 people.
[02:27:58.452 --> 02:28:01.093]  Yeah, it's not as big as you think.
[02:28:02.434 --> 02:28:03.795]  It's a large group of people.
[02:28:03.815 --> 02:28:05.376]  Yeah, like there was a lot of people there.
[02:28:05.676 --> 02:28:12.860]  Yeah, if you charge each person an extra dollar cover charge, you could easily, with no cost to the place or no loss, have two armed off-duty police there.
[02:28:13.942 --> 02:28:16.164]  Yeah, no, it's like five dollars to get in on these nights.
[02:28:16.344 --> 02:28:18.085]  Yeah, it's super cheap to get in.
[02:28:18.165 --> 02:28:18.526]  One extra dollar.
[02:28:18.566 --> 02:28:23.850]  Yeah, well, they dropped the ball there because you want cops there anyways because that way there's any problems with bouncers and stuff.
[02:28:24.170 --> 02:28:24.951]  It all gets cleared up.
[02:28:25.031 --> 02:28:25.591]  Very stupid.
[02:28:25.751 --> 02:28:29.114]  Any venue of that size or bigger must have off duty police at it.
[02:28:29.414 --> 02:28:30.715]  It's just, it's a no-brainer.
[02:28:31.496 --> 02:28:34.457]  That way, if there's a police incident, you know, the police already know the cops are there.
[02:28:34.777 --> 02:28:35.697]  Just an absolute no-brainer.
[02:28:35.957 --> 02:28:37.078]  I'm glad you guys are alive.
[02:28:37.758 --> 02:28:38.698]  Obviously, God bless you.
[02:28:38.738 --> 02:28:40.819]  Thanks for coming on and talking about the Second Amendment.
[02:28:41.219 --> 02:28:44.800]  And any new developments, contact the producer and let me get back on, okay?
[02:28:45.861 --> 02:28:46.241]  Absolutely.
[02:28:46.281 --> 02:28:46.861]  Thank you, Alex.
[02:28:47.281 --> 02:28:47.921]  Thank you, guys.
[02:28:47.981 --> 02:28:48.322]  Amazing.
[02:28:48.782 --> 02:28:51.242]  Alright, speaking of amazing, we've got another amazing guest coming up straight ahead.
[02:28:51.322 --> 02:28:55.564]  This is The Info War, the number one band broadcast in the world, for a reason.
[02:28:58.757 --> 02:29:05.499]  Whether you're looking to boost the benefits of our fish oil formula or just want an alternative, InfoWars Lite has the formula for you.
[02:29:06.219 --> 02:29:14.881]  Ultimate Krill Oil is a powerhouse formula that takes advantages of the EPA, DHA, and Omega-3s found in our high-quality, ultra-pure krill oil concentrate.
[02:29:15.482 --> 02:29:24.524]  Containing powerful antioxidants such as astaxanthin and Omega-3s, Ultimate Krill Oil can help you experience the benefits of fish oil with less required DHA and EPA.
[02:29:25.496 --> 02:29:36.281]  This incredible formula can help your body in many ways, including supporting heart health, joint health and cognitive health, aiding and regulating fat metabolism, helping to maintain cognitive function and more.
[02:29:36.941 --> 02:29:40.423]  And while other krill oil formulas may chemically modify their formulas,
[02:29:40.643 --> 02:29:46.065]  We're giving you the benefits of a simple formula that contains unmodified, high-quality krill oil concentrate.
[02:29:46.505 --> 02:29:48.826]  Paired with our Ultimate Fish Oil or used separately.
[02:29:49.246 --> 02:29:52.607]  It's time to see what krill oil can do for you with Ultimate Krill Oil.
[02:29:52.907 --> 02:29:55.508]  Now available at InfoWarsStore.com.
[02:29:58.750 --> 02:29:59.250]  Look at that.
[02:29:59.270 --> 02:30:01.991]  Everybody else is just like yellow or clear.
[02:30:02.011 --> 02:30:03.371]  That's because it's been denatured.
[02:30:03.411 --> 02:30:04.292]  It's been watered down.
[02:30:04.352 --> 02:30:05.372]  We didn't do that.
[02:30:07.023 --> 02:30:11.124]  You think I would metaphysically tell you something, but this is the very best I can get?
[02:30:11.544 --> 02:30:13.205]  I'd rather go to hell than do that.
[02:30:13.785 --> 02:30:22.307]  I will only give you the maximum best info, the maximum truth, the maximum product, because I want that good will!
[02:30:22.787 --> 02:30:24.488]  What I do to you, I do to myself.
[02:30:24.508 --> 02:30:25.648]  Don't you get the big secret?
[02:30:26.288 --> 02:30:28.829]  You ever seen fish oil look like that?
[02:30:28.889 --> 02:30:29.969]  No, you've never seen that, have you?
[02:30:30.749 --> 02:30:33.670]  And this little jewel right here is solid.
[02:30:41.232 --> 02:30:41.592]  Look it up.
[02:30:42.713 --> 02:30:43.213]  Find out.
[02:30:45.275 --> 02:30:48.717]  How even the FDA and the government admits fish oil is incredible.
[02:30:48.757 --> 02:30:53.620]  The number one thing anybody can do for themselves is take the fish oil or krill oil.
[02:30:54.081 --> 02:30:57.183]  Just like our information is dynamite, so are our products in forestore.com.
[02:30:58.547 --> 02:31:00.487]  We all know the importance of fish oils.
[02:31:00.907 --> 02:31:07.149]  While we are sure to provide them for ourselves, it's just as important to make sure your kids get their EPA and DHA, too.
[02:31:07.509 --> 02:31:11.469]  Honor Roll is a powerful DHA fish oil formula for your child.
[02:31:11.990 --> 02:31:24.452]  Built from the ground up to support your child's development, this formula uses wild anchovy fish oil, ultra-purified krill oil, and wild salmon fish oil with vitamins to boost your child's mind and body.
[02:31:24.952 --> 02:31:36.463]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA, which has been shown to be essential for your child's brain growth spurts.
[02:31:36.944 --> 02:31:46.193]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s, this formula is highly refined to eliminate nearly all heavy metals.
[02:31:46.773 --> 02:31:50.540]  If you're looking for a formula to help your child grow, look no further.
[02:31:51.120 --> 02:31:55.648]  Try Honor Roll from InfoWars Life at InfoWarsStore.com
[02:31:58.371 --> 02:32:00.713]  Stress is a natural part of life.
[02:32:01.093 --> 02:32:07.138]  Work, family, friends, and everyday accidents can put a lot of strain on the body and your mood.
[02:32:07.438 --> 02:32:09.159]  Don't let life weigh you down.
[02:32:09.179 --> 02:32:15.804]  Happies is a powerful mood and stress support formula that has your back against life's daily inconveniences.
[02:32:16.045 --> 02:32:21.909]  Made with ancient ingredients used for thousands of years, Happies can help you take back the day.
[02:32:22.229 --> 02:32:27.994]  With our powerhouse formula, Happies can be an important part of your daily supplement routine.
[02:32:28.334 --> 02:32:36.237]  With poor diet and the constant on and off of your work life, it's more important than ever to support your body in the fight against stress.
[02:32:36.577 --> 02:32:47.221]  With powerful ingredients combined to help support the mind and body, Happies helps support during stress, promotes overall well-being, and helps support your mood.
[02:32:47.461 --> 02:32:49.341]  Don't live your life bogged down.
[02:32:49.582 --> 02:32:56.304]  Help your body overcome the effects of daily stress and pressure today with Happies from InfoWarsStore.com.
[02:33:01.974 --> 02:33:16.198]  You're listening to The Alex Jones Show.
[02:33:19.939 --> 02:33:25.120]  He aligns himself with the truth, and it's time for you to choose a side.
[02:33:25.580 --> 02:33:27.961]  You're listening to Alex Jones.
[02:33:33.403 --> 02:33:37.426]  If you're watching us live at Infowars.com, Ford's launch show.
[02:33:38.127 --> 02:33:39.368]  Put that back up, that's incredible.
[02:33:40.368 --> 02:33:46.193]  That is Los Angeles and other areas with a red sun under smoke.
[02:33:47.213 --> 02:33:49.155]  And the fires just get worse and worse.
[02:33:49.195 --> 02:33:50.776]  The fires get more insane.
[02:33:51.717 --> 02:33:54.879]  You know, one way Hollywood gets you to sell out is you don't know you're selling out.
[02:33:56.460 --> 02:34:00.023]  And so, I was in a few movies without even trying to be in them.
[02:34:01.212 --> 02:34:06.573]  And then they wanted me to do all these TV shows, and then they wanted me to, you know, engage in all this activity.
[02:34:07.333 --> 02:34:13.074]  But then it got down to the wire, and it was like, no, you're going to have your own TV show, since you turned down the big national radio show.
[02:34:14.894 --> 02:34:15.795]  Which I did anyways.
[02:34:17.835 --> 02:34:21.036]  But you're not going to talk about the New World Order anymore, and we're going to tell you what to say.
[02:34:21.936 --> 02:34:28.097]  And I'm sitting there with butlers outdoors at a big estate in the middle of the Hollywood Hills.
[02:34:28.956 --> 02:34:32.879]  Famous estate with top Hollywood producers and lawyers.
[02:34:32.919 --> 02:34:33.979]  Like, the top of Hollywood.
[02:34:34.520 --> 02:34:36.321]  Steven Spielberg wasn't there, but that was about it.
[02:34:37.382 --> 02:34:39.163]  And there's ashes raining down on me.
[02:34:39.863 --> 02:34:42.125]  And I'd been there about a year before, and the same crap was happening.
[02:34:42.145 --> 02:34:45.687]  And I'm looking out over the hills, and about two miles away, there's giant fires.
[02:34:46.147 --> 02:34:47.908]  And ashes are falling in my food.
[02:34:49.129 --> 02:34:50.230]  And I made a decision right there.
[02:34:50.250 --> 02:34:51.411]  I said, this is a waste of time.
[02:34:51.431 --> 02:34:52.952]  I'm not going to do what they want anyways.
[02:34:53.292 --> 02:34:54.072]  Now they've been clear.
[02:34:54.273 --> 02:34:55.193]  I'm never coming back here.
[02:34:55.894 --> 02:34:57.755]  And I've been back once to be on Joe Rogan's show.
[02:34:59.079 --> 02:35:01.903]  Then once I went to Southern California to do a speech, then I drove up to L.A.
[02:35:01.943 --> 02:35:04.447]  and about two years ago and regretted that as well.
[02:35:04.667 --> 02:35:09.475]  It turned into a fiasco, but it's like hell on earth, ladies and gentlemen.
[02:35:10.839 --> 02:35:12.800]  And that's what wants to run America and run the world.
[02:35:12.920 --> 02:35:16.140]  And the whole thing is collapsing into the rest of the U.S.
[02:35:16.180 --> 02:35:18.541]  and we accept the poison when it gets there.
[02:35:18.561 --> 02:35:23.703]  I'm going to put t-shirts out that say, don't California my Texas, or don't California my America.
[02:35:24.383 --> 02:35:25.523]  Because it's got to be done.
[02:35:25.543 --> 02:35:28.884]  A lot of Californians are great people, but the ones leaving seem to be the worst.
[02:35:28.904 --> 02:35:30.604]  So I'm going to stop right there.
[02:35:31.265 --> 02:35:32.965]  Just briefly, because we won't be here if we don't plug.
[02:35:35.006 --> 02:35:39.987]  We had the biggest sale we've ever had because they're trying to take our payment processors and shut us down, as you see on the news.
[02:35:41.598 --> 02:35:44.019]  They took five of our six processors, we were down to one.
[02:35:44.699 --> 02:35:47.520]  I got some backups and got contracts now, but you never know.
[02:35:50.140 --> 02:35:54.481]  And the harassment is just intensifying by Soros, it's in the news, and we just covered it last hour.
[02:35:55.942 --> 02:36:00.703]  So I needed to sell out all the Christmas stock, the Black Friday stock.
[02:36:02.244 --> 02:36:03.784]  Three sales stock, I wanted to sell it out.
[02:36:04.364 --> 02:36:07.265]  And the sale was so good, we sold a lot of the stock.
[02:36:08.695 --> 02:36:09.755]  Then I said, well, get rid of the sale.
[02:36:09.895 --> 02:36:10.616]  Get rid of the sale.
[02:36:10.696 --> 02:36:16.398]  And I mean, sales went to where, you know, we will not be here in six months, a year at the current sales rate.
[02:36:16.438 --> 02:36:18.198]  So it's a catch 22.
[02:36:18.258 --> 02:36:23.360]  I sold a ton of stock, but didn't make a ton of money off of it to fund the operation and to try to expand.
[02:36:23.380 --> 02:36:25.001]  If you're not expanding, you're contracting.
[02:36:25.041 --> 02:36:29.402]  So when I talk about this, folks, who's under attack like us?
[02:36:29.462 --> 02:36:29.702]  Trump.
[02:36:29.822 --> 02:36:30.223]  And that's it.
[02:36:31.043 --> 02:36:36.525]  And it's because this audience and this, this show built the launch pad and launched
[02:36:37.915 --> 02:36:40.237]  The new renaissance, the 1776 option.
[02:36:40.958 --> 02:36:43.320]  And it was all because I believed in the people.
[02:36:44.561 --> 02:36:58.872]  And I believed that if you're going to have this worldwide tyranny based on austerity and based on the end of the family and the end of human-based systems, that if we promoted the greatest expression of human will and goodness, the renaissance,
[02:37:00.165 --> 02:37:05.286]  And if we relaunch that, people would choose that over the tyranny of the New World Order.
[02:37:05.986 --> 02:37:17.908]  It was not a really hard equation, but we worked hard, we did it, we got probably 8-9 billion views total on YouTube, billions on Facebook, hundreds of radio stations across the country.
[02:37:18.588 --> 02:37:20.789]  UKIP helped get launched in its modern form by us.
