[00:00:13.002 --> 00:00:16.625]  It's funny.
[02:19:37.186 --> 02:19:38.727]  The books, the films, the t-shirts, you name it.
[02:19:39.068 --> 02:19:41.729]  Because it takes selling a lot of stuff to be able to fund this.
[02:19:41.749 --> 02:19:44.791]  We're not like, it's just selling t-shirts, selling books, selling films.
[02:19:45.412 --> 02:19:48.554]  And you know, just hustling to be able to get high quality products out.
[02:19:48.574 --> 02:19:51.696]  So you have a great response and reorder, reorder, reorder, reorder.
[02:19:52.016 --> 02:19:53.337]  It's called reap what you sow.
[02:19:55.290 --> 02:19:57.551]  That's available at Infowarsstore.com or 888-253-3139.
[02:19:57.571 --> 02:19:59.092]  You're listening to the Alex Jones Show.
[02:20:31.638 --> 02:20:37.634]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[02:20:39.904 --> 02:20:42.827]  I just talked to one of the top lawyers.
[02:20:46.211 --> 02:20:49.655]  I just talked to one of the top defamation lawyers in the country.
[02:20:49.695 --> 02:20:52.918]  He's the guy that represents the big Republicans.
[02:20:52.938 --> 02:20:53.919]  Represented Breitbart.
[02:20:53.979 --> 02:20:57.023]  I'm not going to get into all of it.
[02:20:57.063 --> 02:20:58.244]  The point is he's one of the top lawyers.
[02:20:58.484 --> 02:21:00.046]  He represents me in some of these other cases.
[02:21:00.506 --> 02:21:01.487]  We've already gotten shut down.
[02:21:02.606 --> 02:21:11.033]  He's watching and listening right now, and reading the complaint, and I'm not going to get into all that, but he said exactly what I thought before I said more stuff.
[02:21:11.373 --> 02:21:13.855]  He said, this is highly unusual, Georgetown doing this.
[02:21:14.236 --> 02:21:17.438]  We've got to look into taxpayer money being used, if it is, at this clinic.
[02:21:18.079 --> 02:21:20.681]  Most of these universities have a pro-free speech clinic.
[02:21:20.721 --> 02:21:27.666]  This is an anti-free speech clinic, and he said it's highly unusual, and we'll talk more later today when I get off air, but he said,
[02:21:29.397 --> 02:21:31.098]  He's cross-referencing the complaint.
[02:21:31.118 --> 02:21:32.439]  It's exactly as I thought.
[02:21:33.199 --> 02:21:34.159]  It is horse manure.
[02:21:34.840 --> 02:21:50.668]  We talked to our other trademark lawyers, who are really, you know, top 20 group in the country, and they checked with another group in Los Angeles, who is in the top 5, and they said, absolutely, Mr. Fury, the creator of
[02:21:51.860 --> 02:21:56.624]  The comic book that never really went anywhere, but that's fine until the public picked it up, uh, Pepe the Frog.
[02:21:57.225 --> 02:22:00.187]  He gave Daily Dot interviews and others and said, everyone use it.
[02:22:00.548 --> 02:22:00.988]  I love it.
[02:22:01.048 --> 02:22:01.849]  Good people use it.
[02:22:02.169 --> 02:22:05.672]  White supremacists use it, it's okay, they're idiots, but you know, Pepe's a happy guy.
[02:22:05.993 --> 02:22:07.694]  Everyone has total rights to use my frog.
[02:22:09.536 --> 02:22:14.040]  There's the headline, Pepe the Frog creator invited people to profit off Pepe, close quote, 2015 interview.
[02:22:15.111 --> 02:22:22.734]  Then we sell a poster that a third party made where 5% of the image is Pepe, totally transformative, Supreme Court rulings.
[02:22:24.154 --> 02:22:38.260]  I talked to, again, both of the trademark groups, because I wanted to be sure, so I talked to our regular trademark folks that did trademarks for us and check tags, and then they got me in touch with other folks who I talked to yesterday, and they said, Mr. Jones, we don't hardly ever say sue someone.
[02:22:39.485 --> 02:22:42.366]  They said, we think we'll just do this for court costs.
[02:22:42.486 --> 02:22:44.386]  We want to sue Mr. Fury.
[02:22:44.947 --> 02:22:50.048]  But they said, because this is so outrageous against the First Amendment, they said, we want you to send him the letter.
[02:22:50.108 --> 02:22:50.968]  We're writing a letter today.
[02:22:51.008 --> 02:22:51.709]  They're writing a letter.
[02:22:52.629 --> 02:22:58.591]  And then he's got a chance to apologize and tell us who funded him, or we're going to sue him with a slapback.
[02:22:58.651 --> 02:23:00.731]  I'm not a lawyer, but slapback provision, all of it.
[02:23:01.031 --> 02:23:02.592]  It is insane.
[02:23:02.612 --> 02:23:06.673]  They said they've never seen it except McDonald's.
[02:23:08.433 --> 02:23:32.640]  In the 90s, early 90s, sued the McDonald's family in Scotland, who are royal, because they keep their castle going by a bed-and-breakfast hotel and they have a pub restaurant called McDonald's that has been there for, wait for it, as a place where they sell food, what was it, 400 years, but they never got a trademark.
[02:23:33.612 --> 02:23:34.813]  McDonald's still sued them.
[02:23:35.073 --> 02:23:39.275]  This is that level of cockamamie balderdash.
[02:23:40.596 --> 02:23:42.337]  This is lunatic level.
[02:23:45.279 --> 02:23:47.320]  And by lunatic level, I'm not saying he's a lunatic.
[02:23:47.380 --> 02:23:50.942]  I'm saying it's crazy that this is what they're doing.
[02:23:51.762 --> 02:23:53.003]  And again, I don't want to make it about me.
[02:23:53.604 --> 02:23:55.705]  They're coming for the First Amendment.
[02:23:55.745 --> 02:23:57.106]  Now, let's go back to Tillerson.
[02:23:59.707 --> 02:24:00.748]  I was told last week
[02:24:01.764 --> 02:24:05.846]  By my State Department source, that I called a CIA source, and they said that's absolutely it.
[02:24:05.966 --> 02:24:12.628]  Tillerson was not told, and this letter came out a day later, about the Kim Jong Un meeting.
[02:24:14.189 --> 02:24:17.951]  He got angry, and Trump said, I keep telling you, I'm the only person that matters.
[02:24:17.971 --> 02:24:25.614]  He doesn't mean he's the only person that matters, he means, they asked, well what about all your other people, you know, they have this background, or this guy's a neocon, this guy's a liberal.
[02:24:26.431 --> 02:24:27.212]  This guy's a globalist.
[02:24:27.472 --> 02:24:28.692]  Trump goes, I'm the only one that matters.
[02:24:28.993 --> 02:24:29.573]  I listen to them.
[02:24:29.593 --> 02:24:30.534]  I make the decision.
[02:24:31.014 --> 02:24:37.078]  Well, John Oliver and Bill Maher all made the same kind of jokes.
[02:24:37.178 --> 02:24:44.423]  I think Bill Maher said that he was like Violet in the Charlie and the Chocolate Factory that says, Daddy, I want that Oompa Loompa.
[02:24:45.783 --> 02:24:47.925]  No, he's saying he makes the decisions.
[02:24:48.625 --> 02:24:49.526]  He then delegates.
[02:24:51.235 --> 02:25:07.204]  I know for a fact from folks that were in the room, Trump, the day after he got inaugurated, it was the night of, went to the CIA, called in all the senior people, it was a room of hundreds of people, and he said, give me all your reports and all the targets you weren't allowed to hit, and I'm delegating to all of you, and it all starts in one week.
[02:25:07.224 --> 02:25:16.410]  And they gave them all, just so people know I have the sources, American flags carved into wood, about two by three.
[02:25:18.882 --> 02:25:19.462]  That he paid for.
[02:25:20.263 --> 02:25:24.384]  Now, we broke that, and then later, the news found out and had to spin it.
[02:25:24.764 --> 02:25:28.206]  Did taxpayers pay for the flags?
[02:25:28.246 --> 02:25:29.266]  No, Trump paid for the flags.
[02:25:29.926 --> 02:25:31.407]  And then they tried to say, well, is that a payoff?
[02:25:31.427 --> 02:25:32.247]  They said, oh, give me a break.
[02:25:32.267 --> 02:25:34.488]  The president can give people American flags.
[02:25:34.548 --> 02:25:35.028]  Come on, man.
[02:25:35.789 --> 02:25:38.450]  But, and then it happened.
[02:25:38.490 --> 02:25:39.990]  So, it's not like he's even a control freak.
[02:25:40.591 --> 02:25:43.952]  If he's got confidence, he looks at the info, he thinks it's a good idea, he goes, green light.
[02:25:46.863 --> 02:25:57.510]  Obama would sit there in the room sometimes at night with SportsCenter on one TV and Predator drones on the other, and he liked to sit there and watch the drones blow people up.
[02:25:57.550 --> 02:25:58.351]  Trump's never done that.
[02:25:59.792 --> 02:26:01.553]  And Obama said, I'm really good at killing people.
[02:26:01.573 --> 02:26:02.133]  Can you imagine?
[02:26:02.374 --> 02:26:03.234]  Like it's a video game.
[02:26:04.015 --> 02:26:09.879]  And he would sit there in, I guess it's the East Wing or wherever the quarters are on the second floor.
[02:26:11.673 --> 02:26:18.456]  He would sit there in his jogging suit and give the order on the phone of when the CIA could drop the bombs.
[02:26:18.557 --> 02:26:20.037]  I mean, give me a break, man.
[02:26:20.057 --> 02:26:29.002]  And then he said, I'm really good at killing people, because he liked to be on the sat phone or the con command down in the bunker.
[02:26:29.022 --> 02:26:30.443]  He'd do it both ways.
[02:26:30.463 --> 02:26:33.164]  This would come out in the news.
[02:26:33.184 --> 02:26:37.046]  And he would tell them, execute.
[02:26:38.826 --> 02:26:40.307]  Like it's a video game!
[02:26:40.707 --> 02:26:46.791]  He would sit there, and there it is, Obama brag in new book, I'm really good at killing people.
[02:26:47.111 --> 02:26:49.833]  And again, he would select, he would target, and he would give the orders.
[02:26:51.554 --> 02:27:02.821]  Because he's, imagine, he's never been in the military, he's a leftist, and so he wanted to not just say, here are the targets they're signed off on, he would sit there and give the order in real time.
[02:27:03.702 --> 02:27:05.183]  Because he got off on it, imagine,
[02:27:07.011 --> 02:27:09.353]  You know, of your, this, Bathhouse Barry, you know?
[02:27:09.673 --> 02:27:11.815]  Nothing against the fact that he's bisexual.
[02:27:12.175 --> 02:27:14.657]  I'm just saying, Bathhouse Barry, it's kind of a thrill, you know?
[02:27:14.677 --> 02:27:21.842]  It's like a Skull and Bones, it's a thrill for, you know, the bushes and everybody to piss in each other's faces and wall around a human excrement.
[02:27:23.203 --> 02:27:25.805]  By the way, I'm only saying all this because it's true.
[02:27:28.167 --> 02:27:33.912]  You know, it was, uh... It was Charlotte Izzerbeast,
[02:27:35.879 --> 02:27:45.486]  Father, who was a good guy by the way, who, uh, she was the one who gave Anthony Sutton, the congressional investigator in the 80s, all the Skull and Bones documents.
[02:27:45.526 --> 02:27:45.927]  You know that.
[02:27:47.228 --> 02:27:59.137]  And if you think I'm joking about that, go watch, again, The Good Shepherd with Matt Damon, produced and directed by, you know, the good fella, Robert De Niro.
[02:27:59.918 --> 02:28:05.102]  And that shows a guy in a devil outfit with a crown on and a sword and guys walling around.
[02:28:06.107 --> 02:28:07.828]  Two feet of excrement pissing on each other.
[02:28:08.428 --> 02:28:09.969]  And I'm not trying to be gross here on air.
[02:28:10.349 --> 02:28:12.930]  They're mad and want you to be all goody-two-shoe.
[02:28:13.190 --> 02:28:15.712]  When you didn't hire Trump to be a puritan, you hired him to fix the country.
[02:28:16.072 --> 02:28:17.333]  He never said he didn't like women.
[02:28:18.153 --> 02:28:21.915]  And he's bad because he's with some big old jumbo, you know, tart.
[02:28:24.332 --> 02:28:27.653]  I mean, me personally, see, I'm not like these globalists that are into little kids and stuff.
[02:28:27.713 --> 02:28:32.575]  I like big, you know, full-on, the whole nine yards, Marilyn Monroe type woman.
[02:28:32.835 --> 02:28:33.515]  I'm married happily.
[02:28:33.535 --> 02:28:38.157]  The point is, and I tell you, I make the joke, my wife's not, if she was a car, she wouldn't be street legal.
[02:28:38.617 --> 02:28:39.437]  People say, what does that mean?
[02:28:39.737 --> 02:28:41.378]  You know, it means she's got so much horsepower.
[02:28:42.895 --> 02:28:45.477]  Speaking of horsepower, he drives a black Hellcat like I do.
[02:28:45.497 --> 02:28:46.297]  Let's crank this up.
[02:28:46.758 --> 02:28:48.159]  This is the Motor City Madman.
[02:28:48.179 --> 02:28:49.600]  We got the full interview coming later in the week.
[02:28:49.620 --> 02:28:51.461]  I did it with him last week or a week and a half ago.
[02:28:51.481 --> 02:28:55.103]  Ted Nugent, he got you in a stranglehold, you globalist.
