[00:00:29.647 --> 00:00:50.156]  I'm watching the midterms, then you would think our country is Mad Max Thunderdome.
[02:18:18.774 --> 02:18:19.695]  But here's the bottom line.
[02:18:20.296 --> 02:18:23.639]  The globalists are pumping our environment full of bad halogens.
[02:18:23.799 --> 02:18:26.221]  Fluoride is just part of that.
[02:18:26.962 --> 02:18:31.726]  Iodine is the good halogen that the human body absolutely has to have to operate.
[02:18:33.121 --> 02:18:36.042]  And they have done everything they can to take that out of the environment.
[02:18:36.482 --> 02:18:42.885]  So our quest to bring people the very best supplements, the very best nutraceuticals, it was clear that iodine was critical.
[02:18:43.845 --> 02:18:47.867]  And we've gone through several permutations, and our research just gets better and better and better.
[02:18:48.147 --> 02:18:50.348]  And every time you reformulate, you give it a new name.
[02:18:50.988 --> 02:18:53.169]  Well, X3 is a quantum leap.
[02:18:54.594 --> 02:18:56.274]  From X1 and X2.
[02:18:56.935 --> 02:18:58.195]  And it's simply incredible.
[02:18:58.775 --> 02:19:01.116]  It's exclusively available at InfoWarsLive.com.
[02:19:01.576 --> 02:19:06.637]  I want you to go research it, look at the facts for yourself, but it is amazing.
[02:19:07.398 --> 02:19:14.300]  And what it's done for my stamina, my focus, my libido, everything is just incredible.
[02:19:14.320 --> 02:19:15.360]  And then I realized why.
[02:19:16.020 --> 02:19:22.362]  The globalists have wanted to get it out of the food and out of the water and out of the food chain for 50, 60 years because
[02:19:22.944 --> 02:19:25.120]  Iodine, for me, is like oxygen.
[02:19:27.395 --> 02:19:28.215]  It energizes.
[02:19:28.956 --> 02:19:29.836]  It gives life.
[02:19:30.356 --> 02:19:30.876]  It's everything.
[02:19:31.497 --> 02:19:39.240]  In your quest to have a better life for you, your family, your children, your wife, your husband, your co-workers, the military, police, you need to take care of yourselves.
[02:19:39.360 --> 02:19:41.620]  And iodine is the missing link.
[02:19:41.941 --> 02:19:42.221]  It's X3.
[02:19:42.241 --> 02:19:44.522]  It's available at InfoWarsLife.com today.
[02:19:45.122 --> 02:19:53.605]  In 2-ounce and 1-ounce, it's 50% off out of the gates and free shipping as our newest special at InfoWarsLife.com and InfoWarsTour.com.
[02:19:53.845 --> 02:19:55.566]  I want you to experience.
[02:19:56.326 --> 02:20:01.270]  This critical element that you're supposed to have for yourself.
[02:20:05.314 --> 02:20:07.936]  You're listening to the Alex Jones Show.
[02:20:28.684 --> 02:20:30.205]  The Alex Jones Show.
[02:20:30.686 --> 02:20:32.187]  Because there is a war on.
[02:20:32.567 --> 02:20:33.568]  Or you're mine.
[02:20:33.668 --> 02:20:41.735]  This is live, continual coverage, but I've been trying to get Brandon Darby on for like a month, and I was glad he wanted to come on a few weeks ago, right before the election, because this is one of the biggest issues.
[02:20:41.755 --> 02:20:43.396]  And I think Trump's right to make it a big issue.
[02:20:43.977 --> 02:20:46.739]  You've got Latin America, 800 million people wanting to come up here.
[02:20:47.259 --> 02:20:53.264]  It's been turned into a huge business by cartels, the different aid agencies, once they get here and make money out of them, Roger.
[02:20:53.644 --> 02:20:56.286]  But I gotta ask you a question, Brandon Darby.
[02:20:56.567 --> 02:20:57.347]  I wanna ask you, how...
[02:20:58.487 --> 02:21:03.930]  How long do you think this problem is going to be allowed to continue to go on, and can it even be fixed?
[02:21:05.750 --> 02:21:07.791]  Well, yeah, can it be fixed?
[02:21:07.831 --> 02:21:10.132]  Let's talk about the ways to fight back.
[02:21:10.212 --> 02:21:11.233]  So here's what we do.
[02:21:12.213 --> 02:21:19.937]  What we do is I spend about 10 days a month, I have for the last five or six years, on the border traveling all nine sectors.
[02:21:20.017 --> 02:21:21.057]  I go into Mexico.
[02:21:21.097 --> 02:21:24.979]  Sometimes I have to sneak into Mexico because some areas are that controlled.
[02:21:25.559 --> 02:21:34.344]  Some areas, you know, when you hear about journalists being murdered, there's been I think 17 journalists this year, just in 2018, murdered in Mexico for reporting on cartels.
[02:21:34.924 --> 02:21:35.784]  It's very dangerous.
[02:21:37.445 --> 02:21:54.781]  But what we do is we go and we allow journalists there and cops there and others there who care, we allow them to write under a pseudonym and to share photos and to write about the corruption, to write about who's doing what, and we publish that in English and Spanish.
[02:21:54.821 --> 02:21:56.583]  That's our Cartel Chronicles project.
[02:21:57.003 --> 02:22:02.527]  So we focus on one cartel boss at a time, and we write about them so much that it makes the U.S.
[02:22:02.547 --> 02:22:12.674]  State Department embarrassed, and it makes the Mexican government embarrassed, and then they go after that cartel boss, and we effectively take them out by bringing attention and shining a spotlight on them.
[02:22:12.794 --> 02:22:17.718]  That is the responsible way to change this, and that's the responsible way to go about it.
[02:22:17.738 --> 02:22:20.900]  I see a lot of people talking about going down there with guns to stop it.
[02:22:21.400 --> 02:22:25.984]  That's just going to make the work of Border Patrol agents a lot more complicated.
[02:22:26.004 --> 02:22:26.184]  I agree.
[02:22:26.724 --> 02:22:29.425]  I strongly suggest people don't do that.
[02:22:30.005 --> 02:22:45.211]  And what I do suggest people do is share our stories, talk about our stories, get to know these cartel bosses by name, pressure the State Department, pressure your politicians to bring it up, pressure people with platforms like you to bring it up, and people like me to bring it up.
[02:22:45.731 --> 02:22:49.253]  Because the more we write about them, they have to go after them.
[02:22:49.293 --> 02:22:52.414]  They did it with Toro and Reynosa in McAllen, Texas.
[02:22:53.194 --> 02:22:54.935]  We did it in Michoacán.
[02:22:55.256 --> 02:22:57.337]  There was a cartel there.
[02:22:57.397 --> 02:22:59.898]  The Mexican military was in there to look for the cartel boss.
[02:23:00.239 --> 02:23:01.279]  They never could find him.
[02:23:01.359 --> 02:23:06.883]  And then we published photos showing the military commander hanging out with the cartel boss fraternizing with him.
[02:23:07.323 --> 02:23:12.466]  As soon as we did that, a week later, they caught that cartel boss.
[02:23:12.726 --> 02:23:18.790]  That's how we can effectively challenge that system, like the same way that the United States and Americans
[02:23:19.370 --> 02:23:19.751]  We're good.
[02:23:38.551 --> 02:23:40.832]  Focus on these cartel bosses and take them out.
[02:23:41.192 --> 02:23:42.992]  And that's what we're doing with our Cartel Chronicles.
[02:23:43.092 --> 02:23:45.273]  I strongly suggest everybody checks it out.
[02:23:46.393 --> 02:23:51.835]  These are stories written by people in Mexico under a pseudonym and they're really good.
[02:23:52.075 --> 02:23:54.896]  Some of the images are hard to take, they're hard to stomach.
[02:23:54.936 --> 02:23:58.197]  Don't look at them when you're eating because they're gross, like violent images.
[02:23:58.597 --> 02:24:00.818]  But it's the reality of what's occurring on our border.
[02:24:01.528 --> 02:24:03.509]  And again, it's the spotlight they fear.
[02:24:03.730 --> 02:24:06.291]  Our mainstream media won't do this because they're afraid.
[02:24:06.311 --> 02:24:14.997]  And that's why when I said Brandon Darby, who I really respect in the last six, seven years, watching the actual work he did, then I saw what the leftist media had said about him for no reason.
[02:24:15.077 --> 02:24:20.701]  It made me really angry because nobody, nobody else consistently is doing what Brandon Darby does.
[02:24:21.221 --> 02:24:33.450]  With his team down there and what Breitbart does, when you see Breitbart being censored and attacked and lied about, when it's doing some of the best journalistic work in the world, just like Project Veritas, it makes me physically sick and angry.
[02:24:33.951 --> 02:24:39.675]  And exactly, it's like an authoritarian regime down there in these sectors that are under cartel control.
[02:24:40.356 --> 02:24:46.961]  And so this is America giving a voice to these dissident journalists and is really bringing sunshine to the situation, Roger.
[02:24:47.501 --> 02:25:03.491]  Look, Alex, I think we all understand, had Donald Trump not been elected, the master plan was to have the next Democratic president, Hillary Clinton, wave a wand, legalize all of the illegals, and have a permanent Democratic majority that could never be thwarted.
[02:25:04.091 --> 02:25:06.212]  Unfortunately for them, Donald Trump won.
[02:25:06.813 --> 02:25:10.114]  Now they are flooding us with illegal voters.
[02:25:10.655 --> 02:25:13.676]  The caravan is knocking on our door.
[02:25:14.197 --> 02:25:18.959]  I think the president has been very effective in the use of this issue.
[02:25:19.680 --> 02:25:24.022]  But the question really boils down to whether we can thwart their master plan.
[02:25:24.362 --> 02:25:26.684]  We need to build the wall.
[02:25:27.324 --> 02:25:28.425]  Let me ask Brandon Darby that.
[02:25:29.706 --> 02:25:33.390]  From your view, how has Trump made the fight different in the last two years?
[02:25:33.670 --> 02:25:34.531]  Better or worse?
[02:25:34.551 --> 02:25:35.492]  I know you'll be honest about it.
[02:25:36.834 --> 02:25:38.816]  Well, I think there's a couple of things.
[02:25:39.056 --> 02:25:45.122]  First off, a lot of this really doesn't have to do with Trump or anyone in the White House.
[02:25:45.783 --> 02:25:47.244]  What it has to do with is our policy.
[02:25:48.920 --> 02:25:52.402]  If we have a wall and it's built 40 yards into the U.S.
[02:25:52.442 --> 02:26:12.151]  territory, okay, which is where it is, 40 to 100 yards, most of it, and most of the existing fencing and the ones that Trump has authorized, if the policy is all they have to do is set foot on our soil and claim and ask for asylum, the wall doesn't do anything because they're already on our soil.
[02:26:13.030 --> 02:26:19.316]  You've got to get rid of birthright citizenship, you've got to get rid of anchor babies, and you've got to get rid of just, you get here, you get asylum.
[02:26:20.462 --> 02:26:22.703]  But a lot of it, yes, it's about policy.
[02:26:22.803 --> 02:26:25.704]  And not only is it about policy, but there's another thing.
[02:26:25.744 --> 02:26:26.984]  It's about our tone, right?
[02:26:27.324 --> 02:26:37.247]  The simple fact is the majority of people in Mexico and the majority of people along the border who are from Mexico, who are living in this country, they are natural conservatives.
[02:26:37.347 --> 02:26:38.347]  It's the weirdest thing.
[02:26:38.387 --> 02:26:41.789]  They will vote Democrats because of the way the Democrats pander to them.
[02:26:42.549 --> 02:26:43.709]  They believe in family.
[02:26:44.509 --> 02:26:46.930]  They believe that the man is the head of the family.
[02:26:47.170 --> 02:26:49.671]  They respect their fathers and their mothers.
[02:26:50.336 --> 02:26:53.278]  They don't like abortion.
[02:26:53.298 --> 02:26:55.219]  That's why they didn't vote for Wendy Davis.
