[00:00:05.615 --> 00:00:07.376]  All right, my friends.
[01:51:16.397 --> 01:51:35.613]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy lighting, backup battery power for your Berkey LEDs, free long-term solar power for communications devices such as radios, walkie-talkies, and cell phones, as well as power for small applications.
[01:51:35.813 --> 01:51:39.436]  Get the one-stop solution for your emergency and everyday needs.
[01:51:39.596 --> 01:51:40.817]  The Berkey Security Pack.
[01:51:41.017 --> 01:51:42.258]  A retail value of $518 for only $399.
[01:51:45.080 --> 01:51:49.262]  By calling New Millennium at 888-803-44448.
[01:51:49.422 --> 01:51:50.843]  Not yet available in Iowa.
[01:51:53.664 --> 01:51:59.607]  Herbal Healer Academy is the global supplier of the finest natural medicine that you may need in these troubled times.
[01:51:59.847 --> 01:52:02.108]  We specialize in keeping you alive and healthy.
[01:52:02.288 --> 01:52:08.651]  We provide outstanding products like ECAC, colloidal silver 500 parts per million, olive leaf extract,
[01:52:08.971 --> 01:52:09.632]  We're good to go.
[01:52:24.522 --> 01:52:31.225]  For a limited time, you can sign up on the website and receive our 104-page catalog and a current Herbal Healer newsletter free.
[01:52:31.605 --> 01:52:33.686]  Simply log on to HerbalHealer.com.
[01:52:33.846 --> 01:52:38.288]  Check out our online member testimonials and our hundreds of exceptional products.
[01:52:38.508 --> 01:52:41.589]  We have been working hard since 1988 to save the remnant.
[01:52:41.749 --> 01:52:47.612]  That's HerbalHealer.com, your website for safe, effective natural alternatives in education.
[01:52:55.784 --> 01:53:01.806]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:53:02.426 --> 01:53:05.367]  It's Alex Jones and the GCN Radio Network.
[01:53:07.287 --> 01:53:08.708]  It's real simple, my friends.
[01:53:08.728 --> 01:53:15.030]  If we accept the globalists that own and run our government, use it as its engine of control,
[01:53:17.023 --> 01:53:21.105]  We accept them murdering Iraqi children and torturing people to death and the rest of it.
[01:53:21.645 --> 01:53:23.006]  It's all going to come back on us.
[01:53:24.146 --> 01:53:28.628]  The establishment that's getting away with it over there is also getting away with it over here.
[01:53:30.569 --> 01:53:31.289]  And it's wrong.
[01:53:31.349 --> 01:53:32.410]  It's very, very dangerous.
[01:53:35.011 --> 01:53:41.274]  Before I go to Larry and Ruth and John and Sheila and Jerry and everybody else, there's so much news coming up the next hour.
[01:53:41.294 --> 01:53:46.236]  Just briefly, PrisonPlanet.tv, all eleven of my films,
[01:53:47.040 --> 01:53:49.441]  Dozens of other films have been authorized to post.
[01:53:49.881 --> 01:54:02.506]  The latest that's going up, we just got authorized by the wonderful producer of Mohammed Adda and the Flying Circus on 9-11, Daniel Hopsinger, to post it.
[01:54:02.526 --> 01:54:06.648]  That's going to be going up on PrisonPlanet.tv here in the next day or two.
[01:54:07.248 --> 01:54:09.129]  This PrisonPlanet.tv is wonderful.
[01:54:09.169 --> 01:54:10.309]  I hope you go sign up for it.
[01:54:10.329 --> 01:54:14.891]  15 cents a day if you sign up for a year, 19 cents a day if you sign up for a month.
[01:54:16.295 --> 01:54:21.660]  And of course, if you want a hard copy of any of my films, I've still got these incredible discounts going.
[01:54:21.680 --> 01:54:23.321]  1-888-253-3139.
[01:54:24.342 --> 01:54:26.884]  Order any of my films.
[01:54:28.185 --> 01:54:34.850]  Road to Tyranny, Masters of Terror, Police State, Three Total Enslavement, American Dictators, Matrix of Evil.
[01:54:34.870 --> 01:54:35.231]  1-888-253-3139.
[01:54:35.491 --> 01:54:39.014]  Or order hard copies of any of my films online at Infowars.com.
[01:54:44.702 --> 01:54:47.044]  Alright, Larry in Louisiana, thanks for holding, go ahead.
[01:54:47.624 --> 01:54:52.067]  Hey, Alex, have you ever read Scott Fitzgerald's books?
[01:54:54.729 --> 01:54:55.850]  Refresh my memory.
[01:54:57.191 --> 01:55:04.656]  He wrote some time back, I can't remember the exact dates, about the rich global elite that take in charge of government through the use of money.
[01:55:04.676 --> 01:55:07.218]  Yeah, I don't think I've read his books.
[01:55:07.738 --> 01:55:08.179]  Okay, good.
[01:55:09.240 --> 01:55:11.701]  What I called you about was a news story, mainstream news story.
[01:55:13.140 --> 01:55:18.262]  The day of the earthquake, they said that the Earth was actually rocked on its rotation axis.
[01:55:18.962 --> 01:55:21.663]  And the Earth sped up, too.
[01:55:21.743 --> 01:55:23.383]  The spinning has sped up.
[01:55:23.923 --> 01:55:25.064]  Okay, well, that's what they said.
[01:55:25.124 --> 01:55:26.784]  The day was incrementally shorter.
[01:55:27.185 --> 01:55:29.785]  Could you get a hold of somebody from Fort Collins, Colorado?
[01:55:29.825 --> 01:55:35.527]  Because every eight years or so, they have to adjust the atomic clock in nanoseconds, which in nanoseconds... Well, they said what it was.
[01:55:35.627 --> 01:55:37.888]  It was the Earth
[01:55:39.341 --> 01:55:49.486]  Got smaller by 8 millimeters, 8 millimeters, and it spun up some tiny percentage of a second, I forget.
[01:55:49.986 --> 01:55:51.727]  It's still spinning faster now.
[01:55:52.647 --> 01:55:54.108]  Okay, that's what I was wondering.
[01:55:54.188 --> 01:55:56.429]  It's still in a different rotation state.
[01:55:56.469 --> 01:56:00.711]  A nanosecond is the time it takes the electron to move one pass around the hydrogen element.
[01:56:00.731 --> 01:56:03.052]  That's the way... It was a percentage of a second.
[01:56:03.092 --> 01:56:04.593]  It was a lot bigger than a nanosecond.
[01:56:05.009 --> 01:56:08.690]  It's even bigger than nanoseconds and it's still in an accelerated rate of rotation.
[01:56:08.730 --> 01:56:10.490]  Yeah, but the Earth speeds up and slows down.
[01:56:10.530 --> 01:56:11.691]  I mean, that happens.
[01:56:12.351 --> 01:56:13.631]  That's been measured before?
[01:56:13.791 --> 01:56:14.091]  Yes.
[01:56:14.731 --> 01:56:16.692]  You have news stories that that's been reported before?
[01:56:17.052 --> 01:56:17.232]  Yes.
[01:56:17.252 --> 01:56:17.772]  Yes, I saw that.
[01:56:18.852 --> 01:56:24.414]  And it is confirmed that Diego Garcia was warned, and they then warned the British base there.
[01:56:24.914 --> 01:56:27.534]  Well, sure, they have submarine sensors in every ocean.
[01:56:27.795 --> 01:56:29.715]  The whole thing was known, they just didn't warn the people.
[01:56:30.754 --> 01:56:31.735]  The animals knew, didn't they?
[01:56:31.875 --> 01:56:35.297]  Well, it's admitted now that they had like two hours warning, but didn't warn anybody.
[01:56:35.337 --> 01:56:35.978]  I wonder why?
[01:56:35.998 --> 01:56:41.042]  Well, I think you have to have a big debt to go save somebody, don't you?
[01:56:42.002 --> 01:56:43.283]  It makes a great diversion.
[01:56:43.343 --> 01:56:45.065]  I mean, they certainly knew and did nothing.
[01:56:45.085 --> 01:56:48.087]  You know, the stories of did the government cause it?
[01:56:48.127 --> 01:56:51.970]  I mean, I don't go there because I can't prove it, but now everybody's starting to say that.
[01:56:52.845 --> 01:56:53.845]  Okay.
[01:56:53.885 --> 01:56:54.966]  Let me ask you another question.
[01:56:55.006 --> 01:57:01.108]  Have you ever listened to a release in 1964 by Robert Zimmerman called Ballad of a Thin Man?
[01:57:03.129 --> 01:57:03.689]  I think so.
[01:57:04.549 --> 01:57:05.389]  Yeah, what do you make of that?
[01:57:05.429 --> 01:57:05.710]  Anything?
[01:57:06.130 --> 01:57:09.651]  It reminds me of you walking through the Bohemian Grove, I'll tell you.
[01:57:10.171 --> 01:57:11.412]  Well, send me a copy of it.
[01:57:12.112 --> 01:57:12.512]  Okay.
[01:57:13.232 --> 01:57:14.173]  Alright, good to hear from you.
[01:57:14.193 --> 01:57:15.533]  I appreciate an interesting call.
[01:57:15.913 --> 01:57:17.354]  We'll start the third hour.
[01:57:17.434 --> 01:57:20.915]  Paul Watson for his once a week jaunt with us.
[01:57:21.798 --> 01:57:22.698]  Uh, we'll be joining us.
[01:57:22.718 --> 01:57:25.340]  We'll go to your calls as well, very early in this hour.
[01:57:25.820 --> 01:57:28.441]  In fact, by the second segment, we'll go right to your calls in the second segment.
[01:57:29.141 --> 01:57:31.682]  Uh, Ruth and John and Sheila and Jerry and everybody else.
[01:57:32.202 --> 01:57:33.843]  And there's just so much news!
[01:57:34.763 --> 01:57:42.007]  Just so much that we haven't even gotten to yet, about the drugging of the public, about tasering 85-year-old veterans, you name it.
[01:57:49.570 --> 01:57:50.150]  Big Brother.
[01:57:50.708 --> 01:57:52.849]  It has been a jam-packed radio broadcast so far.
[01:58:23.812 --> 01:58:30.694]  We've covered about 40 different articles, and I've got about another 40 or so I want to cover before this hour ends.
[01:58:31.494 --> 01:58:33.195]  And we've got loaded phone lines, of course.
[01:58:35.075 --> 01:58:44.638]  We're joined for this hour, because I always love his insight, at least once a week, by Paul Watson, my webmaster for PrisonPlanet.com and PrisonPlanet.tv.
[01:58:45.739 --> 01:58:49.100]  Paul, there's a lot to talk about in this hour.
[01:58:49.140 --> 01:58:50.520]  What's some of the news you want to go over?
[01:58:52.003 --> 01:58:58.926]  Well, maybe we could start off with this, um, I believe you may have talked about it already, this, um, political paranoia bill.
[01:58:59.807 --> 01:59:14.173]  There's a story that's been circulating for the last few days which centers around Senator Bill Frist and a proposed plan to introduce a bill that would define political paranoia as a mental disorder.
[01:59:15.534 --> 01:59:16.834]  Um, so what does that mean?
[01:59:17.394 --> 01:59:20.736]  It means if you think raping Iraqi children is wrong then you're insane.
[01:59:21.679 --> 01:59:26.843]  Um, if you think making Iraqis jump off a bridge for breaking a curfew is wrong, then you're insane.
[01:59:27.623 --> 01:59:34.108]  Um, if you think pregnant women being beaten and arrested for talking too loudly on a cell phone is wrong, then you're insane.
[01:59:35.049 --> 01:59:39.692]  And things like, you know, if you think people in wheelchairs being tasered is wrong, then you're insane.
[01:59:40.853 --> 01:59:44.876]  But there's a, there's a caution that needs to be... Well, then I'd say we've all gone quite mad, Paul!
[01:59:45.897 --> 01:59:46.057]  Yeah.
[01:59:47.105 --> 02:00:04.132]  The thing about it is the story, the only source I can find on it at the moment, although it's circulating around the internet, the source is a left-wing website called the SWIFT Report, which, from what I can tell, carries some serious stories and some which look like satire.
[02:00:04.872 --> 02:00:15.636]  You know, when I saw that, I thought it may not be true, but what we know is the American Psychological Association has added hundreds of new mental illnesses and designations
[02:00:16.735 --> 02:00:22.381]  Well, I can tell you what is real, and that is a similar thing that's going on in the UK.
[02:00:38.131 --> 02:00:47.298]  called the Mental Capacity Bill, which defines mental illness as the inability to make a decision, even if that's temporary.
[02:00:48.018 --> 02:00:57.645]  So if you've had one too many whiskeys, they can basically burst into your home, call you mentally incapacitated, grab you, and imprison you indefinitely.
[02:00:57.685 --> 02:01:01.548]  The terms in the legislation are so broad that it allows them to do that.
[02:01:02.889 --> 02:01:03.789]  With this first thing,
[02:01:05.462 --> 02:01:09.743]  I called the office from the number which was on his website in Tennessee.
[02:01:10.904 --> 02:01:12.624]  And it's just an automated system.
[02:01:12.684 --> 02:01:13.964]  All you do is leave a message.
[02:01:13.984 --> 02:01:16.105]  There's no way to actually get any comment on it.
[02:01:16.765 --> 02:01:20.286]  So if anyone can confirm that with any other source, then I'd appreciate it.
[02:01:21.106 --> 02:01:25.708]  But as you've said, we've seen moves in the past which are all geared towards this.
[02:01:25.768 --> 02:01:29.849]  And in fact, we had top Soviet defectors just a couple of months ago.
[02:01:30.900 --> 02:01:39.845]  went on record to warn about it that they want to define basic political activism or opposition to authority as mental instability.
[02:01:40.706 --> 02:01:43.027]  And obviously that's what the Soviets did in the past.
