[00:00:27.375 --> 00:00:28.155]  Blast off!
[02:35:58.648 --> 02:36:04.630]  That's what a global caliphate is, is an Islamic state worldwide forcing you into it.
[02:36:05.010 --> 02:36:08.531]  So they're going to create a clash of civilizations and then make us join a forum
[02:36:09.963 --> 02:36:10.203]  I don't
[02:36:34.942 --> 02:36:42.727]  All these pigs are all over television saying that the President, the articles up on InfoWars.com, that it's a form of violence.
[02:36:43.507 --> 02:36:46.289]  That's their talking point when he fires people not doing their job.
[02:36:46.309 --> 02:36:48.731]  When he tries to defend the country just a little bit.
[02:36:49.111 --> 02:36:50.912]  When he tries to stand up to the Chinese or anything.
[02:36:50.972 --> 02:36:52.253]  It's all workplace violence.
[02:36:52.753 --> 02:36:55.895]  When he fires people that aren't doing good deals for our nation.
[02:36:55.935 --> 02:37:04.160]  These people are the enemy and they've got this incredible job of trying to convince us that loving our country, loving being successful, loving free market is bad.
[02:37:05.758 --> 02:37:20.676]  So that said, we're going to go to this Bon Iver piece because we need to look back on the level of crime, the level of violence, the level of terrorism, the level of terror plots in Europe and here, and the fact that the Somalis are per capita the most violent
[02:37:21.176 --> 02:37:21.657]  We're good.
[02:37:40.214 --> 02:37:40.755]  This country.
[02:37:41.435 --> 02:37:53.685]  Just like they had Brian Stelter calling me a disease and a virus, and they had Stelter this weekend again with his guest saying, oh, the virus of right-wing media, the virus of Tucker Carlson spreading with disease, of nationalism.
[02:37:53.805 --> 02:37:53.985]  No.
[02:37:54.545 --> 02:37:55.726]  Globalism is the disease.
[02:37:55.746 --> 02:38:01.911]  Free market, capitalism, and nationalism, and the family, and Christianity is the cure.
[02:38:01.991 --> 02:38:04.433]  And everybody knows Christianity creates incredible wealth.
[02:38:05.626 --> 02:38:06.828]  It creates incredible success.
[02:38:07.068 --> 02:38:09.631]  That said, it takes wealth to fight this operation.
[02:38:09.672 --> 02:38:14.338]  I've been so busy the last two weeks that I never got rid of the big mega-sales store when I had free shipping.
[02:38:14.718 --> 02:38:21.808]  But seven of our nutraceuticals sold out, so I've changed the name of the sale to the Mega
[02:38:23.041 --> 02:38:23.662]  I think so.
[02:38:38.217 --> 02:38:38.397]  Yes, sir.
[02:38:54.312 --> 02:38:57.073]  We still have X2, the amazing deep-earth crystal iodine.
[02:38:57.113 --> 02:38:59.533]  We still have Super Blue at 50 to 60% off.
[02:38:59.853 --> 02:39:01.314]  We still have Super Wound Gel.
[02:39:01.334 --> 02:39:04.554]  We still have amazing DNA Force at 60% off.
[02:39:04.574 --> 02:39:05.435]  That's unprecedented.
[02:39:05.815 --> 02:39:08.115]  Colloidal Silver, Silver Bullets, 60% off.
[02:39:08.435 --> 02:39:10.016]  Real Red Pill Plus, 60% off.
[02:39:10.056 --> 02:39:12.256]  Brain Force Plus, 55% off.
[02:39:12.676 --> 02:39:16.017]  But these specials, I promise you, when I get back,
[02:39:16.617 --> 02:39:21.721]  This is just the original sale, but now more limited items, because again, seven items have sold out.
[02:39:22.161 --> 02:39:27.405]  So this is an unprecedented sale, but whatever you do, go to InfoWarsTore.com and get a t-shirt.
[02:39:27.425 --> 02:39:31.789]  We've got hundreds of great t-shirts that spread the word, that help you meet like-minded people.
[02:39:32.109 --> 02:39:34.091]  And I want to thank everybody again for their support.
[02:39:34.171 --> 02:39:35.592]  We're under globalist attack.
[02:39:36.052 --> 02:39:44.038]  George Norrie said last night with me that he's never seen someone under this much attack on any scale.
[02:39:44.098 --> 02:39:45.099]  He said now even
[02:39:45.976 --> 02:39:46.737]  Rivaling Trump.
[02:39:47.517 --> 02:39:54.603]  And he was a naval officer, three-time Emmy Award winner for his TV news production.
[02:39:54.623 --> 02:39:55.744]  So he's a journalist.
[02:39:56.344 --> 02:39:59.407]  And he was asking me privately, and on air, what do you think is going on?
[02:39:59.887 --> 02:40:03.530]  And I said, well, it's like the amount of propaganda they put out before they invade a country, but more.
[02:40:03.891 --> 02:40:04.611]  He said, you're right.
[02:40:04.711 --> 02:40:05.292]  Then what is it?
[02:40:05.912 --> 02:40:11.477]  And I said, they've chosen us to steal our identity of populists and people that support America.
[02:40:12.615 --> 02:40:19.401]  That image of victory, with Trump getting elected, and turn into something evil, turn into a strong man, and then use that as a weapon against everybody.
[02:40:19.421 --> 02:40:27.888]  So that's why keeping Infowars on air, standing strong, fighting hard, and boldly, is so critical, because the enemy wants to capture us.
[02:40:28.777 --> 02:40:31.158]  Politically, and then use us as an enemy against the people.
[02:40:31.198 --> 02:40:37.021]  Doesn't mean I'll literally do that, but it's a captured, fraudulent persona.
[02:40:37.461 --> 02:40:42.483]  First they kill your identity, first they kill your name, then they put you in prison or kill you physically.
[02:40:43.003 --> 02:40:45.925]  So, I'm fighting for my life here, but I'm fighting for all our lives.
[02:40:45.965 --> 02:40:47.845]  I think people understand that, and they know that.
[02:40:48.206 --> 02:40:50.266]  So, here's the piece they wanted to make fun of.
[02:40:50.286 --> 02:40:51.387]  They put my voice to music.
[02:40:52.688 --> 02:40:53.808]  We love our Somalis.
[02:40:53.848 --> 02:40:55.009]  We love our Muslims, too.
[02:40:55.409 --> 02:40:56.329]  Oh, they're so good.
[02:40:56.750 --> 02:40:57.690]  Oh, they're so sweet.
[02:40:58.230 --> 02:41:05.274]  I talked two years ago about how they're keeping babies alive and selling their organs, and boy, it was all a big funny joke, but it's not a joke now.
[02:41:05.574 --> 02:41:10.137]  So here is this piece, and back to Owen Schroer, Caitlin Bennett, and so much more.
[02:41:10.377 --> 02:41:16.000]  God bless you all, and whatever you do, spread the word today, because only you can override the censors.
[02:41:16.440 --> 02:41:18.262]  Only you can get around what they're doing.
[02:41:18.382 --> 02:41:21.386]  Only you can spread the signal because you are the resistance.
[02:41:21.666 --> 02:41:22.226]  I salute you.
[02:41:22.307 --> 02:41:22.827]  I thank you.
[02:41:22.867 --> 02:41:23.548]  God bless you all.
[02:41:32.305 --> 02:41:40.447]  They're a bunch of Christian murderous scum that run giant death factories, keeping babies alive, and selling their body parts.
[02:41:40.687 --> 02:41:43.528]  What more do you need to know about these people?
[02:41:43.888 --> 02:41:47.069]  Apple-eyed and face-to-face scum.
[02:41:47.409 --> 02:41:49.829]  They literally crawl out from under rocks.
[02:41:50.209 --> 02:41:57.031]  They have green-looking skin, and they run around screaming, we love Satan, we want to eat babies.
[02:41:59.016 --> 02:42:00.816]  I have them on video.
[02:42:00.836 --> 02:42:03.417]  I f***ing love Satan, so f*** you!
[02:42:03.517 --> 02:42:04.357]  I kill my kids!
[02:42:04.937 --> 02:42:08.278]  Hillary's in the creepy weird sick stuff, man.
[02:42:08.778 --> 02:42:11.359]  We came, we saw, we died.
[02:42:12.399 --> 02:42:18.601]  She sleeps in the same room with that creepy weirdo woman whose mother wears a full overhead.
[02:42:18.941 --> 02:42:20.101]  What the hell?
[02:42:20.141 --> 02:42:23.202]  That woman number one is ugly.
[02:42:24.022 --> 02:42:26.583]  Imagine how bad she smells, man.
[02:42:28.304 --> 02:42:41.178]  There's a guy on the radio who apparently trumps on his show frequently.
[02:42:41.238 --> 02:42:43.000]  He says me and Hillary are demons.
[02:42:43.360 --> 02:42:45.082]  Said we smell like sulfur.
[02:42:45.383 --> 02:42:46.123]  Ain't that something?
[02:42:46.924 --> 02:42:50.289]  I had never seen or smelled any woman like that, ever.
[02:42:50.589 --> 02:42:51.690]  People are telling me she smells.
[02:42:51.710 --> 02:42:53.893]  Who could not notice someone who smelled that bad?
[02:43:05.547 --> 02:43:08.888]  Just please remember, if you want to keep hearing this show on air, pray for us.
[02:43:09.348 --> 02:43:10.069]  We're praying for you.
[02:43:10.229 --> 02:43:11.609]  And please don't forget, store-wide free shipping.
[02:43:11.889 --> 02:43:14.630]  And the biggest sell ever, 50 to 60% off on all the supplements.
[02:43:14.690 --> 02:43:15.750]  But it's got to end.
[02:43:15.770 --> 02:43:25.774]  There's a bunch of things like the fish oil, and even X2, and even X3, and bodies, and the bone broth, and Turbo Force, and Brain Force, and Super Silver Wound Gel are all very close to selling out.
[02:43:25.854 --> 02:43:27.054]  So those will be pulled soon.
[02:43:27.074 --> 02:43:28.195]  50 to 60% off all the items.
[02:43:28.275 --> 02:43:29.595]  But infowarestore.com.
[02:43:29.715 --> 02:43:32.356]  Let's make no mistake, we're not up here puffing our importance.
[02:43:32.856 --> 02:43:34.898]  We're just folks ready to resist these people.
[02:43:35.378 --> 02:43:36.499]  And of course, it's paying off.
[02:43:36.539 --> 02:43:37.240]  Folks want freedom.
[02:43:37.640 --> 02:43:39.842]  But this, we're in the center of a war now.
[02:43:40.062 --> 02:43:57.216]  For a pro-human future, or an anti-human future, but whatever you do, however you're listening, on satellite, on TV, on radio, at infowars.com.com.org.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.com.
[02:44:07.847 --> 02:44:13.409]  Ladies and gentlemen, we are running a special right now that we've never run before.
[02:44:13.709 --> 02:44:18.411]  And even though, DNA Force, overall, is our most profitable product.
[02:44:18.511 --> 02:44:23.593]  And that's because people that know, in the market, what it is, understand it's an incredibly good deal.
[02:44:23.673 --> 02:44:32.977]  The problem is, only athletes and folks that are really into health understand BioPQQ, CoQ10, and other things like this, that come from organically produced sources.
[02:44:33.177 --> 02:44:36.338]  The average person isn't into vitamins or minerals or supplements.
[02:44:36.698 --> 02:44:40.141]  And only folks that are really into it know about how special it is.
[02:44:40.401 --> 02:44:49.828]  And so when they see us selling DNA Force Plus and the dosages of real PQQ and CoQ10, they go, it's $150 normally?
[02:44:49.968 --> 02:44:55.332]  When the lowest price leading competitors like $300 and people get it through medical clinics.
[02:44:55.492 --> 02:45:02.197]  Because it is a great nootropic, it's a great thing for the whole body, for all the cells, for the bones, for the DNA, for the telomeres, for the nerves.
[02:45:02.998 --> 02:45:07.740]  But people aren't ready to pay that, so they have synthetic PQQ and CoQ10 at the store.
[02:45:07.820 --> 02:45:12.143]  It's still $50-$60 for a little big bottle, and the word is, the synthetic doesn't even get absorbed.
[02:45:12.303 --> 02:45:18.806]  So I set out to give you the best, and back when it was costing us $50-$60 a bottle, we were selling it for $110-$120 a bottle.
[02:45:18.886 --> 02:45:20.907]  We gotta get our money back and fund things.
[02:45:21.007 --> 02:45:28.591]  But I made a big enough deal to sign a contract out a few years to get a super discount on this, but now I gotta move a lot of it.
[02:45:28.691 --> 02:45:29.631]  So, it's normally $100 now.
[02:45:31.413 --> 02:45:32.274]  $110 or so.
[02:45:32.494 --> 02:45:37.722]  It's right now at Infowarsstore.com selling for only $60.
[02:45:37.822 --> 02:45:40.827]  It's selling for $59.80 right now.
[02:45:40.847 --> 02:45:47.116]  97% reviews for DNA Plus, the new formula of DNA Force, because we made it even stronger, by the way, and I made a better deal.
[02:45:47.216 --> 02:45:49.419]  So, it's a great deal at $110 or so.
[02:45:49.639 --> 02:45:52.743]  It is unbelievably insane at $59.
