[00:00:00.236 --> 00:00:01.857]  Come on man!
[02:31:07.151 --> 02:31:09.453]  In the last two years, it's been a bestseller.
[02:31:09.453 --> 02:31:21.023]  We convinced them to let us come out with a skin cream that basically mimics the top skin creams that are already out there at a lower price with their patented Silver Sol technology in it.
[02:31:21.463 --> 02:31:31.113]  It's got the hyaluronic acid, it's got the stearic acid, it's got the grapefruit essential oil, it's got the nano silver coconut oil and so much more.
[02:31:31.113 --> 02:31:36.378]  It's in two sizes, super silver skin cream in 3.4 ounce and in the smaller one.
[02:31:36.618 --> 02:31:44.541]  You're not going to find a product this good anywhere, and you're certainly not going to find it at this price, and it funds the InfoWar at InfoWarsLife.com.
[02:31:44.541 --> 02:31:47.561]  Get your Super Silver Skin Cream today.
[02:31:47.561 --> 02:31:51.843]  We can only run this special for another week or so, as of taping this September 10th.
[02:31:54.002 --> 02:32:02.565]  I was among the first 12 years ago to warn that Jeffrey Epstein was running a giant governmental blackmail ring using pedophilia.
[02:32:02.565 --> 02:32:07.207]  I was the first to warn of human-animal hybrids and organ harvesting.
[02:32:07.207 --> 02:32:14.109]  I was the first to begin to warn that babies were being kept alive after they were born for their organs to be harvested.
[02:32:14.589 --> 02:32:24.293]  I was the first to warn you, along with Paul Watson and Infowars.com, 15 years ago, that Google was using microphones and hidden cameras to record everything you do.
[02:32:24.293 --> 02:32:40.639]  And hundreds and hundreds of other giant issues, like the Federal Reserve being private, run for profit, trying to control our economy, that our government in Hollywood have been taken over by the Communist Chinese, on every one of these issues and many others, we've been dead on.
[02:32:40.639 --> 02:32:42.540]  And we've raised the alarm on a planetary scale.
[02:32:43.160 --> 02:32:45.281]  That's why the globalists are trying to shut us down.
[02:32:45.281 --> 02:32:49.762]  And that's why you are more critical than ever to support the Infowar.
[02:32:49.762 --> 02:32:57.844]  Please support the Infowar however you can.
[02:32:57.844 --> 02:33:00.444]  You're listening to the Alex Jones Show.
[02:33:17.397 --> 02:33:20.046]  Waging war on corruption.
[02:33:20.046 --> 02:33:21.450]  It's Alex Jones.
[02:33:32.775 --> 02:33:43.479]  The CIA charged with getting us off the air in congressional hearings three plus years ago, two years ago, last year, this year.
[02:33:43.479 --> 02:33:45.019]  We're putting together a compilation of that.
[02:33:45.019 --> 02:33:46.700]  We're going to be airing the next few days.
[02:33:46.700 --> 02:33:49.020]  It's more clips than I thought of them saying in Congress.
[02:33:49.020 --> 02:33:50.961]  They want me taken completely off the air.
[02:33:50.961 --> 02:33:52.341]  Talk about an American.
[02:33:52.341 --> 02:33:53.602]  Don't forget what Anna Navarro said.
[02:33:55.236 --> 02:33:57.637]  Ladies and gentlemen, I think that's good.
[02:33:57.637 --> 02:33:57.957]  Thank you.
[02:34:18.564 --> 02:34:19.584]  That's what we're dealing with.
[02:34:19.584 --> 02:34:21.745]  I want to cover the waterfront here, Barnes.
[02:34:21.745 --> 02:34:23.786]  We haven't done this before.
[02:34:23.786 --> 02:34:29.749]  With just a ton of different angles and different issues and different areas in my stack.
[02:34:29.749 --> 02:34:34.631]  And just kind of not like one word responses or ten word responses, but maybe one minute responses.
[02:34:34.631 --> 02:34:38.653]  Because you're a smart guy and I want to get your take on a whole bunch of things here.
[02:34:38.653 --> 02:34:41.094]  But first off, the Supreme Court ruling
[02:34:43.334 --> 02:34:47.656]  That Trump, of course, that's in the Constitution, he can control who can come in from what country.
[02:34:47.656 --> 02:34:53.978]  Just like his other so-called Muslim bans was seven countries that don't have working State Departments, that don't have real passports.
[02:34:53.978 --> 02:34:55.278]  The Imam issues it.
[02:34:55.278 --> 02:34:58.019]  And literal Al-Qaeda and ISIS was coming in.
[02:34:58.019 --> 02:35:01.661]  So Supreme Court allows broad enforcement of Trump's asylum rule.
[02:35:01.661 --> 02:35:02.541]  They didn't allow it.
[02:35:02.541 --> 02:35:03.641]  It's on its face.
[02:35:03.641 --> 02:35:08.363]  But what's scary is, thank God he's gotten 150 better judges.
[02:35:08.363 --> 02:35:09.343]  And I know you've been studying him.
[02:35:09.343 --> 02:35:10.024]  Are they really better?
[02:35:10.024 --> 02:35:10.704]  I think some of them are.
[02:35:12.006 --> 02:35:15.809]  On to the bench, because that's blocking this leftist takeover that we see.
[02:35:15.809 --> 02:35:16.930]  I mean, is Gorsuch perfect?
[02:35:16.930 --> 02:35:17.411]  No.
[02:35:17.411 --> 02:35:18.471]  Is Kavanaugh perfect?
[02:35:18.471 --> 02:35:18.612]  No.
[02:35:18.612 --> 02:35:29.100]  But compared to who Hillary would have put in, we see now courts that have been federal courts this week that have been overruled by the Supreme Court are issuing new rulings and ignoring it.
[02:35:29.100 --> 02:35:33.184]  I mean, this just seems like beyond judicial tyranny, it's judicial mutiny.
[02:35:34.039 --> 02:35:43.767]  I mean, what you're seeing is federal judges asserting, particularly Obama appointees, asserting their power through the judicial branch as if they were elected President of the United States.
[02:35:43.767 --> 02:35:44.908]  And that's the problem.
[02:35:44.908 --> 02:35:47.190]  And that's what the Supreme Court keeps overturning.
[02:35:47.190 --> 02:35:57.137]  So, for example, one of the things that's not supposed to happen is a district court judge in the federal system should never be issuing, for the most part, nationwide injunctions.
[02:35:57.137 --> 02:36:01.301]  They should be limited to the parties before them and limited to their jurisdiction.
[02:36:01.641 --> 02:36:08.123]  So if you're a judge in the Northern District of California, your injunction should only apply in that district to the parties before you.
[02:36:08.123 --> 02:36:09.844]  It should not apply to Texas.
[02:36:09.844 --> 02:36:11.324]  It should not apply to New York.
[02:36:11.324 --> 02:36:12.665]  It should not apply to Florida.
[02:36:12.665 --> 02:36:14.605]  It should not apply to Tennessee.
[02:36:14.605 --> 02:36:18.006]  And yet you have these judges... And this has been repeatedly issued.
[02:36:18.006 --> 02:36:25.849]  The Supreme Court overturned a nationwide injunction on the gag rule going back to the Clinton administration concerning gays in the military.
[02:36:25.849 --> 02:36:26.869]  That's got to scare the left.
[02:36:26.869 --> 02:36:28.190]  Sorry to interrupt you because you're on fire.
[02:36:29.471 --> 02:36:35.434]  The Supreme Court's been overturning everything they do because I'm not even a lawyer and I can read the Constitution.
[02:36:35.434 --> 02:36:39.357]  Of course he can bar people from Somalia with their fake passports.
[02:36:39.357 --> 02:36:40.177]  He better!
[02:36:40.177 --> 02:36:42.318]  Oh absolutely, it's his duty, it's his obligation.
[02:36:42.318 --> 02:36:47.061]  In immigration and borders and anything outside the borders of the United States and controlling the borders of the United States.
[02:36:47.401 --> 02:36:51.825]  Has constitutionally been delegated almost exclusively to the president.
[02:36:51.825 --> 02:37:00.652]  And then Congress has reinforced that by putting in its immigration laws, giving him broad discretionary power to do as he sees fit and needs to do.
[02:37:00.652 --> 02:37:04.215]  Because the executive's over the military and the military's job's the damn border.
[02:37:04.215 --> 02:37:10.460]  Also, some of these judges issuing these nationwide junctions were often the same judges who either promised in their confirmation proceedings
[02:37:10.760 --> 02:37:25.253]  Or later, as a judge, denied the power of Arizona, the state of Arizona, to try to impose any immigration rules of its own, saying that, hey, that's preempted by the president, and you can't try to do anything to undermine what the great Obama has tried.
[02:37:25.253 --> 02:37:31.238]  Then, of course, Trump does it, and all of a sudden, they completely reverse the same legal principles they applied to protect Obama.
[02:37:31.238 --> 02:37:36.663]  Suddenly, they say, don't apply to protect the president, when in fact, they're more specific, and particular, and relevant, and applicable.
[02:37:36.943 --> 02:37:40.346]  So there's been hypocrisy and inconsistency in the court system.
[02:37:40.346 --> 02:37:55.298]  And what's most dangerous is this is an ideology on the left that say results are all that matters, the ends justify the means, that say we can contort and distort the rule of law solely to serve the principle of power and the objective of the leftist agenda.
[02:37:55.578 --> 02:38:03.441]  And that is a direct threat, not just to the principles that President Trump got elected on, but is a direct threat to the rule of law in the United States.
[02:38:03.441 --> 02:38:09.183]  And that makes it, as a lawyer, a particularly pernicious threat, what these unjustified precedents are doing.
[02:38:11.752 --> 02:38:20.218]  When you pull back from this, and you see how Trump's gotten 150 to the federal judiciary, hundreds more about to happen.
[02:38:20.218 --> 02:38:28.744]  You've got Ruth Bader Ginsburg, who has pancreatic cancer that kills 93% of people within a year, with 98% of people within five years.
[02:38:28.744 --> 02:38:29.365]  It's almost incurable.
[02:38:33.942 --> 02:38:34.883]  And she's already so sick.
[02:38:34.883 --> 02:38:36.964]  She'll be gone in a year.
[02:38:36.964 --> 02:38:38.245]  She'll be gone before the election.
[02:38:38.245 --> 02:38:40.406]  Trump will get his nominee.
[02:38:40.406 --> 02:38:41.687]  That's why they want revolution.
[02:38:41.687 --> 02:38:42.747]  That's why they want race war.
[02:38:42.747 --> 02:38:45.049]  That's why they want to crash the economy.
[02:38:45.049 --> 02:38:51.533]  And you have the private Federal Reserve of Democrats openly saying, let's crash it.
[02:38:51.533 --> 02:38:52.853]  And literally bankrupt people.
[02:38:52.853 --> 02:38:53.994]  That's financial terrorism.
[02:38:53.994 --> 02:38:56.816]  It's because they know they're losing.
[02:38:56.816 --> 02:38:58.377]  And that's why we can just hold the line.
[02:38:59.332 --> 02:39:04.835]  And if Trump can just do something about the censorship and if we can win this election, Trump is overall doing a great job.
[02:39:04.835 --> 02:39:08.477]  And if you're on the fence about that, look how he just got rid of that neocon lunatic.
[02:39:08.477 --> 02:39:11.678]  Talk about keep your friends close, enemies closer.
[02:39:11.678 --> 02:39:13.940]  I just, my gut level, I'm very pleased with Trump.
[02:39:13.940 --> 02:39:19.342]  And when I pull back from all the pessimism, all of it that's left is generated out there to be mad at Trump.
[02:39:19.342 --> 02:39:25.085]  And again, we've got to keep his feet to the fire or he'll go sideways just because of his personality.
[02:39:25.085 --> 02:39:26.986]  And I'm kind of all over the map here.
[02:39:26.986 --> 02:39:28.247]  How would you quantify what I'm trying to say?
[02:39:28.587 --> 02:39:40.610]  Essentially what it is, is Trump is doing all that he can, but he is facing an internal war with a deeply entrenched deep state that has extraordinary administrative influence within almost every bureaucratic aspect of government.
[02:39:40.610 --> 02:39:45.071]  But not only that, it has completely infiltrated large parts of our judicial branch.
[02:39:45.071 --> 02:39:48.032]  Sure, but they are trying...
[02:39:49.042 --> 02:39:52.964]  ...to overthrow the whole system now because they realize, I think, fundamentally, they're losing.
[02:39:52.964 --> 02:39:53.484]  Oh, no doubt.
[02:39:53.484 --> 02:39:56.886]  What it is, is the more he succeeds, the more threatened they feel.
[02:39:56.886 --> 02:40:07.250]  Just like media gatekeepers, as they lose their gatekeeper control and their gatekeeper monopoly, they're going to be more desperate and that desperation is going to produce more extreme actions on their behalf.
[02:40:07.250 --> 02:40:09.271]  And that's when people have to be the most vigilant.
[02:40:09.271 --> 02:40:10.372]  So we're winning the fight.
[02:40:11.172 --> 02:40:15.634]  But we're gonna get kicked and hit and bit pretty hard in this, but we gotta go through it.
[02:40:15.634 --> 02:40:23.257]  So people better just realize, whether it's keeping this broadcast on air, because I mean, we're central to the talking points of reality we put out and the guests we have.
[02:40:23.257 --> 02:40:24.878]  I mean, we rewrote the whole deal.
[02:40:24.878 --> 02:40:26.019]  We rebooted America.
[02:40:26.019 --> 02:40:26.459]  You did!
[02:40:27.304 --> 02:40:28.604]  So again, spreading the word.
