[00:00:18.674 --> 00:00:24.037]  Ladies and gentlemen,
[02:35:40.246 --> 02:35:41.227]  Well, thank you very much.
[02:35:41.247 --> 02:35:42.748]  I appreciate everything that you do.
[02:35:42.768 --> 02:35:43.268]  God bless you.
[02:35:43.308 --> 02:35:43.588]  Thank you.
[02:35:43.608 --> 02:35:44.569]  What do you think Trump should do?
[02:35:44.909 --> 02:35:45.709]  You had a comment on that.
[02:35:45.749 --> 02:35:46.410]  What Trump should do?
[02:35:47.188 --> 02:35:52.977]  Well, I think that he should stop listening to Kushner and do what you're telling him to do and other people have told him to do.
[02:35:53.590 --> 02:35:56.211]  Instead of listening to what he's telling them, if that's what he's doing.
[02:35:56.751 --> 02:35:57.431]  Well, I know this.
[02:35:57.751 --> 02:35:58.151]  I know this.
[02:35:58.271 --> 02:35:58.931]  I've been threatened.
[02:35:58.991 --> 02:35:59.711]  I've been harassed.
[02:35:59.831 --> 02:36:04.593]  Most people I know that get threatened and get harassed kind of roll over to the globalists, at least partially.
[02:36:05.033 --> 02:36:09.454]  And so if somebody isn't really tough, they shouldn't be in Trump's immediate circle.
[02:36:09.574 --> 02:36:15.775]  I don't know if Kushner has been blackmailed or something, but his dad went to prison for stuff.
[02:36:16.095 --> 02:36:18.256]  And, you know, the whole thing, the whole thing.
[02:36:19.136 --> 02:36:24.378]  The whole thing smells, but there's a lot of stuff stinking up in D.C., so I'm not exactly sure what it is, but thank you.
[02:36:24.418 --> 02:36:25.139]  I think it should be looked at.
[02:36:25.179 --> 02:36:25.719]  Thank you, Pam.
[02:36:26.339 --> 02:36:28.240]  Okay, up next, let's go ahead.
[02:36:28.260 --> 02:36:30.341]  We're going to go to Judy and then Brandon.
[02:36:30.681 --> 02:36:32.161]  Judy in Florida, thanks for calling today.
[02:36:32.181 --> 02:36:32.542]  Go ahead.
[02:36:34.022 --> 02:36:34.562]  Hey, Alex.
[02:36:35.003 --> 02:36:35.223]  Hi.
[02:36:35.803 --> 02:36:40.125]  I was sort of coming at it from a different angle about this censorship.
[02:36:40.985 --> 02:36:45.727]  And this is just my thought process on something that may be happening.
[02:36:45.767 --> 02:36:47.988]  It could be a form of blackmail.
[02:36:48.522 --> 02:36:51.444]  And I'm going to tie this into Hurricane Dorian.
[02:36:52.365 --> 02:37:06.915]  And this is just, it could be something real, it could be something that, even though I saw it on satellite imagery, being microwave imagery, it could or could not be reason for censorship.
[02:37:06.955 --> 02:37:15.821]  But long story short, there is imagery of a directed energy that is coming from the West going
[02:37:16.654 --> 02:37:21.598]  Southeast, underneath Dorian, as it's approaching the Bahamas.
[02:37:22.319 --> 02:37:30.545]  And CNN, probably one of the only true things they said, is that it was going to sit over the Bahamas for about 36 hours.
[02:37:31.246 --> 02:37:42.455]  And what my point is, is that they could have blackmailed the President, saying, well, if you don't like play ball with us, we could take out, you know, several thousand people off the eastern seaboard.
[02:37:42.775 --> 02:37:43.916]  We can take Fort Pierce.
[02:37:44.600 --> 02:37:48.022]  And Palm Beach, where the second White House is, while we're at it.
[02:37:48.182 --> 02:37:48.823]  What do you think?
[02:38:01.724 --> 02:38:04.726]  And I said, well, weather weapons are admitted and they're declassified.
[02:38:04.746 --> 02:38:10.769]  And I quoted former Secretary of Defense William Cohen about it in 1997 in Army Times and showed some articles.
[02:38:10.789 --> 02:38:12.250]  But I said, but we don't know if this was.
[02:38:12.310 --> 02:38:13.091]  Probably wasn't.
[02:38:13.571 --> 02:38:14.852]  You know, it was the springtime.
[02:38:14.892 --> 02:38:15.832]  It is Hurricane Alley.
[02:38:16.633 --> 02:38:22.176]  Hurricane Alley runs all the way, you know, up from basically from Michigan right down to San Antonio, Texas.
[02:38:23.757 --> 02:38:27.639]  That said, Trump was rumored as saying, why don't we just blow up this hurricane?
[02:38:27.659 --> 02:38:28.880]  Then he denied he said it.
[02:38:29.738 --> 02:38:32.299]  You can type in, Bill Gates looks to control hurricanes.
[02:38:32.799 --> 02:38:37.500]  They have the technology to kill hurricanes, to strengthen hurricanes, to steer hurricanes.
[02:38:37.941 --> 02:38:39.481]  Weather manipulation is real.
[02:38:40.361 --> 02:38:41.582]  It's been real for 50 years.
[02:38:41.682 --> 02:38:43.362]  It's really 60, 70 years.
[02:38:43.682 --> 02:38:44.623]  It's a science now.
[02:38:45.623 --> 02:38:50.885]  And so, this is a very unusual Category 5, now down to whatever, 4 or 3.
[02:38:52.065 --> 02:38:56.567]  And it is weird how it sat over the Bahamas, and how strong the eye wall was.
[02:38:58.732 --> 02:39:06.375]  The Stanford Research Institute and the Navy certified in 1967 that they could create hurricanes, kill hurricanes, steer hurricanes, weaken hurricanes.
[02:39:07.175 --> 02:39:09.316]  I mean, I've had the father of weather weapons on, Ben Livingston.
[02:39:09.336 --> 02:39:11.756]  He was like 90-something when I had him on, to see if he's still alive.
[02:39:13.257 --> 02:39:19.339]  He was the guy that first flew into typhoons at the end of World War II, first weather planes.
[02:39:20.459 --> 02:39:24.981]  And that was all classified until 2002, and I got him on the show.
[02:39:25.913 --> 02:39:26.934]  So there is weather underground.
[02:39:26.954 --> 02:39:28.214]  Bill Gates takes on hurricanes.
[02:39:28.735 --> 02:39:31.896]  So it's very legitimate to say that, very legitimate to question that.
[02:39:32.357 --> 02:39:33.277]  And so I appreciate your call.
[02:39:33.337 --> 02:39:36.279]  Really powerful subject you just brought up.
[02:39:36.999 --> 02:39:39.440]  Let's talk to a caller in Portland and then to Brandon.
[02:39:39.781 --> 02:39:41.021]  Alex in Portland, you're on the air.
[02:39:43.383 --> 02:39:43.643]  Hello?
[02:39:43.963 --> 02:39:44.283]  Yes, sir.
[02:39:44.323 --> 02:39:44.623]  Thank you.
[02:39:46.084 --> 02:39:47.145]  Thank you for taking my call, sir.
[02:39:47.525 --> 02:39:47.825]  Yes, sir.
[02:39:48.105 --> 02:39:54.729]  So I wanted to talk about some things that you've said and some things that we've seen about how everybody's kind of on the back pedal.
[02:39:55.441 --> 02:39:57.762]  You know, the apology tours and things like that.
[02:39:58.862 --> 02:40:05.544]  And I think it's, I think it's happening as, you know, normal people just as well, not necessarily just figureheads.
[02:40:06.564 --> 02:40:10.665]  I try and wake people up and show people the links and all that sort of stuff.
[02:40:10.925 --> 02:40:14.086]  And when I say, hey, the government's putting fluoride in the water to make you stupid.
[02:40:15.006 --> 02:40:19.147]  And the top response that I've gotten to that is, oh, uh, doesn't surprise me.
[02:40:21.088 --> 02:40:22.388]  Okay, well, it doesn't surprise you.
[02:40:22.408 --> 02:40:23.108]  Does it bother you?
[02:40:23.128 --> 02:40:24.849]  Do you have issue with it?
[02:40:25.931 --> 02:40:37.809]  I've been thinking about it, and it's almost as if, you know, somebody's in a really, really bad domestic violence situation, and they're so far down the rabbit hole, they apologize to the abuser.
[02:40:37.889 --> 02:40:40.033]  Oh yeah, I call it Madden-Stockholm Syndrome.
[02:40:42.927 --> 02:40:44.848]  We're trying to fight that every day, and it's tough.
[02:40:44.948 --> 02:40:46.149]  It's tough to do it to one person.
[02:40:46.249 --> 02:40:46.809]  But you're right!
[02:40:46.849 --> 02:40:52.033]  We went from them denying that fluoride's there to dumb us down, or that cell phones kill us, to like, okay, so what?
[02:40:52.533 --> 02:40:56.095]  So, again, there's the helplessness, but just let them be helpless and move on.
[02:40:56.755 --> 02:40:57.836]  The people that care.
[02:40:58.076 --> 02:41:02.439]  It was 3% won the Revolutionary War, 1% started it, when the Brits started it.
[02:41:02.899 --> 02:41:03.940]  We're gonna do that again, brother.
[02:41:05.200 --> 02:41:05.761]  God bless you.
[02:41:05.801 --> 02:41:06.101]  Great.
[02:41:06.701 --> 02:41:07.342]  Thank you so much.
[02:41:07.722 --> 02:41:08.703]  It's time for political action.
[02:41:08.743 --> 02:41:09.663]  I'm sorry I got so many calls.
[02:41:09.683 --> 02:41:10.424]  I'm gonna go to everybody.
[02:41:10.764 --> 02:41:12.225]  Brandon in California, you're on the air.
[02:41:12.265 --> 02:41:12.525]  Welcome.
[02:41:14.872 --> 02:41:15.112]  Hello?
[02:41:15.572 --> 02:41:15.892]  Yes, sir.
[02:41:15.912 --> 02:41:16.172]  Go ahead.
[02:41:17.273 --> 02:41:17.933]  Hey, Alex.
[02:41:18.893 --> 02:41:20.454]  I've been listening to you for like 10 years.
[02:41:20.514 --> 02:41:21.634]  I'm a huge fan, man.
[02:41:22.194 --> 02:41:22.974]  Love your products.
[02:41:23.454 --> 02:41:24.735]  I'm a fan of you, brother.
[02:41:24.755 --> 02:41:26.475]  We wouldn't be here without you and all the other people.
[02:41:27.655 --> 02:41:28.356]  Thanks.
[02:41:28.676 --> 02:41:31.376]  Well, basically, I wanted to call and talk about big tech censorship.
[02:41:31.717 --> 02:41:36.338]  And, you know, Tulsi Gabbard right now, she's suing Google for like 50 million.
[02:41:36.378 --> 02:41:40.499]  Why can't we like line her up with that, help out with the lawsuit and then somehow
[02:41:41.178 --> 02:41:42.759]  Get her connected with Trump.
[02:41:42.799 --> 02:41:52.908]  They agree on what's most important for all of us, and it's like ending TPP, checking Silicon Valley, and ending the foreign wars, and the rest of it can be pillow talk between them two in the White House.
[02:41:52.928 --> 02:41:53.568]  You know what I mean?
[02:41:53.608 --> 02:41:55.009]  Well, that would be a powerful ticket.
[02:41:55.230 --> 02:41:57.631]  You know, Trump would definitely win with that ticket.
[02:41:57.672 --> 02:42:00.134]  I'm not trying to say get rid of Pence, but it's definitely an issue.
[02:42:01.895 --> 02:42:06.339]  You're absolutely right about that, and it's just up to us.
[02:42:06.599 --> 02:42:07.700]  It's up to us, because
[02:42:09.500 --> 02:42:12.405]  Look, we can sit there and sue big tech all day, and that's important.
[02:42:13.127 --> 02:42:15.250]  It's being run by the NSA.
[02:42:15.330 --> 02:42:16.012]  They set it up.
[02:42:16.072 --> 02:42:17.234]  That's why we can't get rid of it.
[02:42:17.574 --> 02:42:22.042]  That's why Trump isn't moving against it, because the intelligence agencies are ignoring what Trump says.
[02:42:23.740 --> 02:42:24.000]  Right.
[02:42:24.401 --> 02:42:27.383]  And the establishment, they're just moving in on both of them.
[02:42:27.443 --> 02:42:33.187]  Like, I read an NBC article about a month ago saying that Russian propagandists are putting Tulsi Gabbard up.
[02:42:33.287 --> 02:42:38.111]  And immediately my first thought when I saw that was, the enemy of my enemy is my friend.
[02:42:38.151 --> 02:42:40.172]  Yeah, but what's really going on is the Russians have nothing to do with it.
[02:42:40.512 --> 02:42:42.354]  When you hear Russian, that means the American people.
[02:42:42.654 --> 02:42:43.314]  That means you.
[02:42:43.334 --> 02:42:45.016]  I mean, she obviously won those debates.
[02:42:45.056 --> 02:42:45.596]  She's good looking.
[02:42:45.636 --> 02:42:46.116]  She's smart.
[02:42:46.437 --> 02:42:47.277]  She's not controlled.
[02:42:47.317 --> 02:42:48.138]  She's a breath of fresh air.
[02:42:48.558 --> 02:42:50.760]  And so they're telling you she's a Russian.
[02:42:50.780 --> 02:42:51.661]  That's all it is, okay?
[02:42:52.401 --> 02:42:53.942]  And these are the globalists that hate our country.
[02:42:54.302 --> 02:42:54.983]  Now, get ready.
[02:42:55.023 --> 02:42:56.363]  You wanna know what the globalists are all about?
[02:42:56.764 --> 02:42:58.865]  We go to the bottom of the rabbit hole on the other side.
[02:42:58.885 --> 02:43:00.506]  Okay, hold on.
[02:43:00.586 --> 02:43:03.728]  There's more.
[02:43:22.657 --> 02:43:23.652]  Hold on, hold on, there's more.
[02:43:26.827 --> 02:43:27.167]  Wow.
[02:43:27.868 --> 02:43:37.075]  Well look, apparently Beto needs four different nonstick pans to cook his miniature burgers or whatever that was he put on an English muffin with two pieces of broccoli.
[02:43:37.095 --> 02:43:39.457]  I've never seen anything quite like it, but it is kind of weird.
[02:43:39.477 --> 02:43:43.180]  It's like an alien trying to convince you that they're human, everything that Beto's been up to.
[02:43:43.320 --> 02:43:51.787]  But you know, I think that the problem that Beto is having now is he's eating all these burgers and it's causing indigestion and flatulation.
[02:43:52.007 --> 02:43:52.548]  And so I
[02:43:52.948 --> 02:43:54.950]  I'm just here to offer Beto a solution.
[02:43:55.071 --> 02:44:02.779]  Apparently he's been flatulating more than the average cow that's causing global warming because he hasn't been taking his carnivore from Infowarsstore.com.
[02:44:02.819 --> 02:44:07.203]  So you may not know this, but when you eat red meat, sometimes it doesn't always digest properly.
[02:44:07.223 --> 02:44:08.565]  This can lead to indigestion.
[02:44:08.585 --> 02:44:10.587]  This can lead to flatulation.
[02:44:10.607 --> 02:44:13.290]  This can lead to other issues with digestion.
[02:44:13.510 --> 02:44:15.412]  And so we offer the probiotic carnivore.
[02:44:15.592 --> 02:44:16.513]  And I'm not even kidding you.
[02:44:16.553 --> 02:44:18.755]  I mean, I eat cheeseburgers a lot, probably too much.
[02:44:18.815 --> 02:44:20.917]  In fact, I'm trying to consciously cut back.
[02:44:21.177 --> 02:44:30.766]  But when I do, I do take the carnivore before I do with the digestive enzymes in there to help you properly digest red meat and high-protein foods.
[02:44:30.806 --> 02:44:32.767]  But Beto, he didn't get the memo.
[02:44:33.028 --> 02:44:37.972]  And so he's walking around campaigning after he eats a cheeseburger on an English muffin with a piece of broccoli.
