[00:00:16.055 --> 00:00:18.077]  Hello, stupid Americans.
[01:51:47.999 --> 01:51:49.160]  They've said that everywhere.
[01:51:49.500 --> 01:51:52.923]  The Democrats have said they intend to threaten them with prison.
[01:51:53.624 --> 01:51:55.767]  So that they accept Pelosi as the president.
[01:51:56.147 --> 01:51:59.151]  So they're not even saying, oh, we'll find something criminal on Pence.
[01:51:59.391 --> 01:52:02.374]  They're saying, we'll terrorize them all through criminal action.
[01:52:02.635 --> 01:52:03.796]  We have the Justice Department.
[01:52:03.836 --> 01:52:05.017]  We have the media, they believe.
[01:52:05.757 --> 01:52:06.838]  And we're going to remove them all.
[01:52:06.858 --> 01:52:09.079]  So I think your answer is they're going to remove Pence.
[01:52:09.099 --> 01:52:10.019]  They're going to remove everybody.
[01:52:10.099 --> 01:52:10.999]  It's going to be a reign of terror.
[01:52:11.199 --> 01:52:12.960]  They're going to blow up federal buildings and blame it on us.
[01:52:13.420 --> 01:52:15.121]  And they're going to start coming and trying to hunt us down.
[01:52:15.341 --> 01:52:16.442]  I mean, it's on.
[01:52:17.162 --> 01:52:20.224]  I mean, it's Chinese communist model system.
[01:52:20.244 --> 01:52:20.544]  It's here.
[01:52:20.584 --> 01:52:22.985]  This is the cultural revolution.
[01:52:23.305 --> 01:52:24.545]  This is the great leap forward.
[01:52:24.585 --> 01:52:27.287]  This is the takedown of America.
[01:52:28.647 --> 01:52:34.550]  To get there, they're going to have to get the conservatives and they're going to get the neocons anyways in the Senate.
[01:52:35.197 --> 01:52:40.041]  That's not going to happen.
[01:52:41.022 --> 01:52:45.125]  They're going to get rid of Pence.
[01:52:45.465 --> 01:52:46.606]  But let me just say this right now.
[01:52:47.447 --> 01:52:49.308]  Everybody better get this through their heads.
[01:52:49.408 --> 01:52:51.090]  Have you ever listened to one thing I said?
[01:52:52.090 --> 01:52:53.852]  Especially all the little politico types.
[01:52:54.977 --> 01:52:57.979]  To think, oh well, Trump leaves or stays, doesn't matter.
[01:52:58.359 --> 01:52:59.459]  We'll just play both sides.
[01:52:59.780 --> 01:53:02.241]  The globalists are going to cut everybody out of the equation.
[01:53:02.461 --> 01:53:04.322]  They're going to a pure authoritarian model.
[01:53:05.102 --> 01:53:09.425]  And everyone is going to wish they would have stopped us, including liberals and Democrats.
[01:53:10.025 --> 01:53:12.046]  The road we're going is the end of America.
[01:53:12.406 --> 01:53:13.507]  Nightmare scenario.
[01:53:13.847 --> 01:53:15.168]  Venezuela on steroids.
[01:53:15.528 --> 01:53:16.368]  I appreciate your call, sir.
[01:53:17.749 --> 01:53:20.391]  Okay, let's go to... Hmm...
[01:53:22.432 --> 01:53:26.015]  Let's go to Justin and then Kevin and then Forrest.
[01:53:26.275 --> 01:53:27.676]  Justin, thanks for holding from Kentucky.
[01:53:27.696 --> 01:53:28.077]  Go ahead.
[01:53:28.097 --> 01:53:33.882]  All right, Justin may not be there.
[01:53:34.622 --> 01:53:35.203]  Let's go ahead.
[01:53:35.363 --> 01:53:36.004]  Go ahead, Justin.
[01:53:36.044 --> 01:53:36.304]  Hello?
[01:53:36.564 --> 01:53:37.104]  Yes, welcome.
[01:53:38.163 --> 01:53:41.324]  Oh, Alex, it's so great to get to talk to you.
[01:53:41.564 --> 01:53:43.545]  I'm a longtime listener, 13 years.
[01:53:44.905 --> 01:53:46.225]  Thanks so much for having me on the show.
[01:53:46.265 --> 01:53:46.786]  Thank you, sir.
[01:53:46.826 --> 01:53:47.446]  We appreciate it.
[01:53:47.686 --> 01:53:51.147]  But you know, they're coming for our children and our families and already Kim trailing us.
[01:53:51.167 --> 01:53:52.147]  So we're all in this together.
[01:53:52.167 --> 01:53:53.468]  I mean, I'm just trying to survive.
[01:53:53.488 --> 01:53:55.148]  But I thank you for trying to survive as well.
[01:53:56.068 --> 01:53:56.609]  Absolutely.
[01:53:58.029 --> 01:54:01.430]  You know, I think this whole thing has been blown out of proportion with
[01:54:02.017 --> 01:54:09.282]  You know, Biden, this is all just the liberal media trying to take advantage of all the events of the world.
[01:54:09.322 --> 01:54:15.346]  You know, I think they plan most of it, but then the few things they don't, they still, they say, oh, this is great.
[01:54:15.746 --> 01:54:16.347]  Oh, this is great.
[01:54:16.367 --> 01:54:16.967]  Oh, they admit that.
[01:54:17.007 --> 01:54:17.788]  They rig a lot of it.
[01:54:17.868 --> 01:54:20.350]  They also, they call it crisis governing.
[01:54:20.390 --> 01:54:23.552]  They create crises to make money out of the crises they're prepositioned for.
[01:54:23.572 --> 01:54:23.932]  But you're right.
[01:54:24.192 --> 01:54:26.514]  When new stuff pops up, they don't let a good crisis go to waste.
[01:54:27.461 --> 01:54:27.641]  No.
[01:54:28.001 --> 01:54:34.603]  No, they just use it so that they can mischaracterize the president and move forward with whatever dark plans they have for us.
[01:54:35.784 --> 01:54:37.064]  We know what those dark plans are.
[01:54:37.124 --> 01:54:39.945]  It's just absolute evil on steroids.
[01:54:40.125 --> 01:54:46.547]  It's just people deciding they want to be evil because it gives them power on this planet.
[01:54:48.308 --> 01:54:48.888]  Absolutely.
[01:54:49.168 --> 01:54:50.829]  How do you think the Democrats are setting Trump up?
[01:54:55.515 --> 01:55:04.202]  I think that they're taking every little thing that he says in every interview, anything he says, and they're just doing the classic thing, you know?
[01:55:04.483 --> 01:55:10.468]  They'll take what you say and they'll cut three words out and splice it all together, and they just twist and make it.
[01:55:10.508 --> 01:55:10.948]  That's right.
[01:55:11.569 --> 01:55:12.730]  But they're still there.
[01:55:12.790 --> 01:55:13.951]  The media's still there.
[01:55:15.752 --> 01:55:16.852]  The indictments haven't happened.
[01:55:16.872 --> 01:55:23.274]  So I'm going to say it again, as much as I like Trump and know that he's being persecuted and crucified, we're all getting hung up with him here.
[01:55:23.874 --> 01:55:36.877]  And so, why there's paralyzation from Trump on the censorship and the indictments, which I know he's pissed at people that are in those meetings, but then he's just got to keep firing people until he gets people in there that will take action.
[01:55:37.517 --> 01:55:37.997]  Because again,
[01:55:38.937 --> 01:55:40.940]  This is about public safety, ladies and gentlemen.
[01:55:41.661 --> 01:55:47.309]  The left are a bunch of degenerate scum funded by multinational special interests and the Chi-Coms.
[01:55:47.329 --> 01:55:50.894]  Alright, we're going right back to your amazing calls.
[01:55:52.995 --> 01:55:54.216]  And then I'm going to get into the news.
[01:55:54.276 --> 01:55:55.097]  Boy, there's a lot of it.
[01:55:55.157 --> 01:55:58.919]  I mean, there are so many articles now where U.S.
[01:55:58.979 --> 01:56:06.945]  companies are bowing to China and then picking up official communist propaganda so that they don't cause any problems.
[01:56:06.965 --> 01:56:08.686]  I'll tell you what, you just tell us what to say.
[01:56:08.706 --> 01:56:11.949]  And China's like, ah, well done, now you get it.
[01:56:11.969 --> 01:56:15.932]  Do not let anyone talk about free expression.
[01:56:15.992 --> 01:56:16.592]  That's a quote.
[01:56:17.653 --> 01:56:18.333]  Yes, master.
[01:56:18.574 --> 01:56:19.074]  Wow.
[01:56:19.114 --> 01:56:20.215]  See how fast that happened?
[01:56:21.641 --> 01:56:22.501]  See how fast?
[01:56:22.541 --> 01:56:23.322]  See how that works?
[01:56:25.142 --> 01:56:31.805]  You know, they had big international video game tournaments where one superstar, who's as big as sports now, said, you know, I'm supporting Hong Kong freedom.
[01:56:33.886 --> 01:56:34.746]  Don't hold it beside it.
[01:56:34.886 --> 01:56:35.987]  At a game in the U.S.
[01:56:36.007 --> 01:56:36.947]  Senate, they'll throw you out.
[01:56:37.647 --> 01:56:41.649]  Well, now Google Blast lists Hong Kong protest game.
[01:56:41.669 --> 01:56:43.830]  Because China doesn't like it.
[01:56:44.350 --> 01:56:48.872]  And Apple just deleted an app that let you follow the protest.
[01:56:50.151 --> 01:56:52.573]  Because China said no.
[01:56:53.113 --> 01:56:56.296]  Remember, you can move to China and get 0% corporate taxes, just like Ireland.
[01:56:57.437 --> 01:57:02.821]  The difference is, in Ireland, if a corporation gets mad at you, they don't get to kill you.
[01:57:03.362 --> 01:57:07.445]  Oh, in China, if you're in with the Communist Party, you just make a phone call.
[01:57:07.485 --> 01:57:10.548]  Whoever that employee that smarted off, they're dead.
[01:57:14.259 --> 01:57:16.961]  Or they're in a forced labor camp.
[01:57:18.082 --> 01:57:20.283]  Oh, but we shouldn't be threatened by this at all.
[01:57:20.323 --> 01:57:23.185]  The Democrats are just everywhere saying, arrest conservatives.
[01:57:23.565 --> 01:57:28.808]  And I saw two articles this week where people making the image of a gun finger got arrested.
[01:57:28.888 --> 01:57:29.648]  Somebody claimed.
[01:57:30.469 --> 01:57:32.910]  They claimed they pointed their finger at them and they were threatened by it.
[01:57:32.930 --> 01:57:33.591]  It looked like a gun.
[01:57:35.072 --> 01:57:36.733]  One was a kid in school, another was an adult.
[01:57:37.253 --> 01:57:38.274]  Like, well, that's not the law.
[01:57:38.574 --> 01:57:39.674]  People don't care now.
[01:57:39.714 --> 01:57:40.035]  There it is.
[01:57:41.147 --> 01:57:44.410]  Child charged with felony for pointing finger gun in school.
[01:57:44.430 --> 01:57:52.316]  We'll all be much safer now, right?
[01:57:52.336 --> 01:57:53.517]  Going back to the calls here.
[01:57:54.178 --> 01:57:56.019]  Laura in Alabama, you're on the air.
[01:57:56.039 --> 01:57:56.800]  Thanks for holding, Laura.
[01:57:58.522 --> 01:57:59.442]  Hello, Alex.
[01:57:59.522 --> 01:58:00.743]  I hope everything's well with you.
[01:58:00.763 --> 01:58:07.149]  Oh, well, I mean, I'm sitting here watching absolute insanity unfold.
[01:58:08.945 --> 01:58:11.547]  I know, but you know us Southerners, we're just polite to a fault.
[01:58:11.887 --> 01:58:12.307]  Sure.
[01:58:13.308 --> 01:58:19.612]  I wanted to let you know specifically that, and I know a lot of other people have said this, but I want you to know how many people are praying for you.
[01:58:20.173 --> 01:58:23.815]  You know, there's a lot, a lot, hundreds and thousands of people praying for you.
[01:58:23.875 --> 01:58:28.539]  Well, I can feel it and I need it because I think the bad guys are saying some naughty prayers.
[01:58:30.880 --> 01:58:31.981]  Well, it doesn't work that way.
[01:58:32.241 --> 01:58:32.562]  I know.
[01:58:33.262 --> 01:58:36.024]  I'm saying they're praying to their gods.
[01:58:36.044 --> 01:58:36.744]  As far as I know.
[01:58:36.985 --> 01:58:37.405]  Absolutely.
[01:58:38.822 --> 01:58:42.066]  But I wanted to tell people, too, to pray specifically.
[01:58:42.086 --> 01:58:44.789]  I've learned that specific prayer is even better than general.
[01:58:44.809 --> 01:58:48.533]  Pray for you, pray for InfoWars, pray for the host specifically, which I do every day.
[01:58:48.553 --> 01:58:49.094]  Thank you.
[01:58:49.214 --> 01:58:52.778]  And pray for health and safety and expanding your reach and your influence.
[01:58:53.268 --> 01:58:58.911]  And increasing your sales, and increasing your territory, and increasing the amount of money that Infowars brings in, so you can do that.
[01:58:59.231 --> 01:59:02.113]  Well, it definitely works, because God's real, and thank you.
[01:59:02.733 --> 01:59:04.874]  Just please pray for my discernment.
[01:59:05.675 --> 01:59:07.816]  I really need, I want the brain boost.
[01:59:07.836 --> 01:59:09.196]  Believe me, I've already got it a few times.
[01:59:09.677 --> 01:59:11.277]  But I can handle it now, I think.
[01:59:11.678 --> 01:59:15.960]  And I would ask you humbly to please pray for my discernment, and all of our discernment to be increased.
[01:59:17.634 --> 01:59:18.054]  I do.
[01:59:18.174 --> 01:59:19.774]  And I consider you very prophetic.
[01:59:19.834 --> 01:59:24.375]  I think you speak a lot of things that you can see coming that a lot of other people can't.
[01:59:24.415 --> 01:59:27.676]  So I pray for discernment and for you to be able to have these prophetic moments.
[01:59:27.796 --> 01:59:29.096]  But I have faith in you.
[01:59:29.136 --> 01:59:30.557]  I know it will continue.
[01:59:30.777 --> 01:59:33.537]  And I use all of your products.
[01:59:33.857 --> 01:59:35.417]  There's a lot of synergy in your products.
[01:59:35.477 --> 01:59:37.538]  And I use many, many of them.
[01:59:37.958 --> 01:59:41.799]  And I want to just comment, I got the super silver, the grapefruit scented.
[01:59:43.661 --> 01:59:48.784]  I read all the ingredients when I got it, and I have made my own skin cream in the past when I have time.
[01:59:49.284 --> 01:59:51.486]  And really, it's the same ingredients I would have used.
[01:59:51.526 --> 01:59:52.446]  Very high quality.
[01:59:53.127 --> 01:59:55.908]  Not that many ingredients, really, but very good quality.
