[00:00:12.792 --> 00:00:13.237]  Let's go!
[02:32:46.332 --> 02:32:47.713]  I hate free speech, too!
[02:32:47.773 --> 02:32:50.574]  We hate free speech!
[02:32:50.594 --> 02:32:52.375]  We hate free speech!
[02:32:52.395 --> 02:32:55.197]  We hate free speech!
[02:32:55.217 --> 02:32:56.937]  We hate free speech!
[02:33:06.187 --> 02:33:08.948]  You're listening to The Alex Jones Show.
[02:33:09.389 --> 02:33:21.255]  Well, I gotta say it.
[02:33:31.559 --> 02:33:37.104]  The demonized, the attacked, the hated by the gloveless, the left, the islamicist, the censors.
[02:33:37.144 --> 02:33:38.665]  Laura Loomer is on fire.
[02:33:39.746 --> 02:33:49.375]  And she exclusively, a little birdie, told us about this event where she got a van of illegal aliens from the Home Depot to literally go to the vineyard.
[02:33:50.350 --> 02:33:51.591]  She did all this like in the last two days.
[02:33:51.611 --> 02:33:54.653]  She went to the border first, drove up from like 2 a.m.
[02:33:54.673 --> 02:33:57.416]  in the night to the Martha's Vineyard.
[02:33:58.697 --> 02:34:01.799]  That's in the East Coast, to the vineyard area there.
[02:34:03.280 --> 02:34:08.925]  And she's now at her house, at her compound, setting up a big white
[02:34:09.833 --> 02:34:12.576]  We're about 20 minutes into this and there's no police have shown up yet.
[02:34:32.492 --> 02:34:46.856]  And if they're smart, like they did when she chained herself to Twitter after she got banned for saying sexual mutilation of women under Islam is wrong, and that's what she was banned for, because a female congresswoman was defending it, they didn't arrest her, but it became a big national story.
[02:34:46.896 --> 02:34:54.199]  Well, this is incredibly illustrative, because Pelosi has a four-foot wall up front and a ten-foot wall that's even got spikes on the top.
[02:34:54.219 --> 02:34:56.799]  We have articles at Infowars.com showing all of that.
[02:34:57.139 --> 02:35:00.440]  So, I want to go back to the economy of Peter Schiff, Europec.com.
[02:35:00.460 --> 02:35:01.681]  You're a big, I'd say, libertarian.
[02:35:02.561 --> 02:35:19.004]  Some of your latest predictions, what you say is coming next, but overall this attack by the left on free speech, we can say these are their own companies, but even, you know, Major Libertarian talk show host on Fox and others have pointed out, it's concerted against a group of people, taking them off of complete platforms.
[02:35:19.044 --> 02:35:28.025]  And now the universities are doing it, and now they're bringing in NewsGuard that's going to, in live time, watch what's on your phone or computer and give you messages.
[02:35:28.045 --> 02:35:29.866]  So now there's a surveillance component to this.
[02:35:30.206 --> 02:35:31.006]  To me, this is beyond 1984.
[02:35:34.693 --> 02:35:36.994]  Believe in free speech anymore.
[02:35:37.034 --> 02:35:39.396]  They want to direct speech.
[02:35:39.456 --> 02:35:46.259]  They want to control speech because you're not allowed to say something that somebody else may be offended by.
[02:35:46.519 --> 02:35:48.100]  But that's the whole purpose of free speech.
[02:35:48.160 --> 02:35:51.062]  I mean, tolerating speech that's not offensive is easy.
[02:35:51.122 --> 02:35:52.262]  Anybody can tolerate that.
[02:35:52.542 --> 02:35:56.945]  The whole purpose of free speech in the First Amendment is your right to be offensive.
[02:35:57.265 --> 02:35:59.006]  You have a right to say things that other people
[02:35:59.952 --> 02:36:00.873]  We'll be offended by it.
[02:36:01.213 --> 02:36:02.613]  And the left is trying to change that.
[02:36:02.653 --> 02:36:07.716]  They want to whitewash everything and they want to make sure that you can't say anything that somebody may be offended by.
[02:36:07.736 --> 02:36:11.578]  And you know, and that is a very dangerous direction that we're headed in.
[02:36:11.598 --> 02:36:14.179]  You're absolutely right.
[02:36:14.199 --> 02:36:19.182]  And you know, they've admitted with me they're trying to have the opposite of New York versus Sullivan.
[02:36:20.134 --> 02:36:40.536]  Where the left and these big universities are saying we're going to end free speech with Jones and these Sandy Hook suits, so they twist and lie about what I really said, edit it, then make my whole identity Sandy Hook when it's less than one-tenth of one percent of what I've covered and I wasn't the first person to question some of the PR coming out, and then they brand that I made all my money on that when I literally lost money
[02:36:41.076 --> 02:36:41.416]  Yeah, I know.
[02:37:03.922 --> 02:37:13.268]  Then you have people like, you know, the Congresswoman from New York, Ocasio-Cortez, you know, the stuff that she says, oh, everybody, the left loves that.
[02:37:13.869 --> 02:37:14.609]  But, you know, look at this.
[02:37:14.629 --> 02:37:18.072]  She's, you know, she's a socialist waitress that's now the face of the Democratic Party.
[02:37:18.872 --> 02:37:23.955]  And, you know, I mean, I believe in her right to say all the idiotic things that she's saying.
[02:37:23.995 --> 02:37:26.897]  It's just unfortunate that we now are in a democracy.
[02:37:26.937 --> 02:37:32.181]  That shows you why the founding fathers were so afraid of democracy, because that's the type of people that democracies elect.
[02:37:32.968 --> 02:37:35.690]  And, you know, we're in a lot of trouble as a result of that.
[02:37:38.032 --> 02:37:41.175]  How does that tie in to the financial tyranny we're seeing?
[02:37:41.295 --> 02:37:42.696]  I mean, there's a lot of that going on.
[02:37:42.736 --> 02:37:44.998]  And big picture, what does that signify?
[02:37:45.558 --> 02:37:49.561]  These attacks on basic liberties and authoritarianism arising on so many fronts.
[02:37:49.601 --> 02:37:51.082]  What does that do to the markets?
[02:37:52.363 --> 02:37:57.848]  Well, the markets are going to go down for other reasons, but because the decline in the market and this next
[02:37:58.948 --> 02:38:03.270]  Recession, which will be worse than the one that we call the Great Recession.
[02:38:03.730 --> 02:38:26.660]  Since it's going to be unfairly blamed on the free markets, on capitalism, on Trump, on tax cuts, and it's going to propel the socialists into power in 2021, they're going to be able to move forward with that type of agenda because they're going to be in a position of power, because they're going to play off of everybody's fears and everybody's anxieties.
[02:38:28.044 --> 02:38:34.866]  And they were going to hold themselves off as some type of panacea because they promised all sorts of free things, all kinds of something for nothing.
[02:38:35.626 --> 02:38:36.707]  And it's unfortunate.
[02:38:36.747 --> 02:38:44.029]  That's why I said from the beginning that when Trump decided to embrace this bubble and pretend that the economy was booming,
[02:38:45.075 --> 02:38:46.316]  And it was his fault.
[02:38:46.696 --> 02:38:50.497]  I knew that that would ultimately be used against him and the rest of the country.
[02:38:50.877 --> 02:39:00.881]  He needed to level with the public about just how bad things were and how the only real way to make America great again was to deflate the bubbles and to allow the economy to restructure.
[02:39:01.201 --> 02:39:06.363]  And that would mean a more substantial recession immediately in order to fix the problems.
[02:39:06.804 --> 02:39:11.845]  But now we're just going to have an inflationary depression because we didn't fix the problems.
[02:39:12.226 --> 02:39:13.046]  We made the problem.
[02:39:13.962 --> 02:39:19.693]  ...problems bigger, yet link them to the free market, enabling the socialists to claim to be the solution.
[02:39:21.316 --> 02:39:23.220]  Which is why they have all the idiot followers.
[02:39:23.260 --> 02:39:24.241]  Look at the rest of the world.
[02:39:25.370 --> 02:39:27.071]  You were talking about this probably a year ago.
[02:39:27.131 --> 02:39:33.074]  I saw you saying, look, a year and a half ago, you said, I like Trump on a lot of issues, but this is not going to work long term.
[02:39:33.094 --> 02:39:37.896]  The socialists are going to shoot at the head of the party long before Cortez was even nominated for the Democrats in New York.
[02:39:38.256 --> 02:39:39.277]  Now it's manifested.
[02:39:39.557 --> 02:39:44.740]  They admit the whole party's being pulled, not the socialists, but basically communist insane field.
[02:39:45.820 --> 02:39:52.444]  And I'm just worried if they ever get in power, they won't leave power because once they get in power, they always abolish any real elections.
[02:39:52.484 --> 02:39:53.104]  That's my concern.
[02:39:54.997 --> 02:39:56.298]  Yeah, and it's always difficult.
[02:39:57.098 --> 02:39:59.700]  Look how hard it is to get rid of Obamacare.
[02:39:59.720 --> 02:40:01.661]  We couldn't even get rid of that, and that just happened.
[02:40:01.701 --> 02:40:11.546]  I mean, when government expands, even if you have some conservatives or Republicans who oppose it initially, once it becomes entrenched, they defend it.
[02:40:11.726 --> 02:40:14.188]  Look, I mean, all the Republicans now are defending Social Security.
[02:40:15.248 --> 02:40:16.269]  They're defending Medicare.
[02:40:16.289 --> 02:40:23.993]  They all rightly opposed it when these socialist programs were first enacted, you know, during the New Deal and then during the Great Society.
[02:40:24.534 --> 02:40:29.797]  But once people are hooked on what they think is something for nothing, no politician is willing to take it away.
[02:40:30.317 --> 02:40:36.461]  And yeah, if we get the socialists in power and they manage to, you know, retain power, they'll probably never surrender it.
[02:40:37.938 --> 02:40:39.499]  Less is through a violent revolution.
[02:40:39.539 --> 02:40:43.882]  So there's a lot that we have to be worried about with respect to what's happening right now.
[02:40:44.202 --> 02:40:56.290]  But the bigger issue is that, you know, we pretended that we solved all the problems by simply cutting taxes, but allowing government to continue to expand unchecked.
[02:40:56.730 --> 02:41:01.653]  And we replaced taxes with debt and just made a bigger bubble.
[02:41:02.153 --> 02:41:04.015]  And now when that pops, right, we
[02:41:05.679 --> 02:41:07.741]  What do the Republicans have left to offer?
[02:41:08.981 --> 02:41:15.826]  And so the public is just going to grasp for whatever alternative the Democrats present, and that's socialism.
[02:41:16.146 --> 02:41:17.147]  That's where they're going.
[02:41:17.487 --> 02:41:18.508]  I mean, that's obvious.
[02:41:18.568 --> 02:41:24.552]  I mean, a mainstream Democrat is not going to win the Democratic nomination.
[02:41:24.612 --> 02:41:26.353]  It's going to be somebody from the far left.
[02:41:26.957 --> 02:41:33.820]  And because the country is going to be in shambles in 2020, when people go to the polls, that's who they're going to vote for.
[02:41:33.840 --> 02:41:36.461]  They're going to vote for whoever the Democrats put on the ticket.
[02:41:38.462 --> 02:41:40.903]  Pitter Schiff continuing looking at this.
[02:41:41.143 --> 02:41:43.564]  We'll come back from break, but a little bit now, we have a minute or so now.
[02:41:44.105 --> 02:41:46.286]  What does Trump need to do in your views?
[02:41:46.546 --> 02:41:49.407]  None of us tonight, he's a good guy, he's trying hard, surrounded by the swamp.
[02:41:50.187 --> 02:41:55.109]  What should he do now on the economy, but in your view, also the fake FBI investigation?
[02:41:55.129 --> 02:41:56.170]  I mean, all these canards.
[02:41:57.329 --> 02:41:59.450]  Look, you know, he's got to come clean.
[02:41:59.550 --> 02:42:05.253]  I mean, that's, you know, I mean, I always believe that the sooner you can start telling the truth, the better.
[02:42:05.293 --> 02:42:07.154]  And that's something that politicians never do.
[02:42:07.734 --> 02:42:11.235]  And, you know, unfortunately, Trump became a politician once he became president.
[02:42:11.275 --> 02:42:21.000]  But, you know, if he could think about, you know, the country and posterity and not about the polls or reelection, because I don't think he's going to get reelected anyway, so he might as well.
[02:42:22.153 --> 02:42:23.474]  I'll, you know, go down swinging.
[02:42:23.514 --> 02:42:24.994]  Well, you think go down swinging.
[02:42:25.014 --> 02:42:25.934]  Let's come back with that.
[02:42:26.034 --> 02:42:27.175]  Trump needs to go down swinging.
[02:42:27.235 --> 02:42:28.695]  Peter Schiff, smart guy.
[02:42:28.755 --> 02:42:29.456]  I hope he's wrong.
[02:42:29.916 --> 02:42:35.298]  Probably 70% chance he's right, which really makes me think America dropped the ball and all of us dropped the ball.
[02:42:35.398 --> 02:42:36.398]  And it just makes me sick.
[02:42:36.478 --> 02:42:38.339]  Europacific, europac.com.
[02:42:38.559 --> 02:42:40.099]  We'll be back as we go out to break in 20 seconds.
[02:42:40.139 --> 02:42:44.521]  Let's check on Will Johnson at Nancy Pelosi's house where illegal aliens have taken over.
[02:42:45.621 --> 02:42:46.962]  Open the government back up.
[02:42:48.163 --> 02:42:51.445]  The blood on these victims, they're on your hands.
[02:42:51.725 --> 02:42:52.806]  Not on President Trump.
[02:42:53.166 --> 02:43:00.111]  Every single time a legal kills someone in this country, an American citizen, that you supposedly took an oath to protect.
[02:43:00.131 --> 02:43:01.832]  We'll be right back with Will Johnson from InfoWars.
[02:43:01.872 --> 02:43:02.333]  Stay with us.
[02:43:07.476 --> 02:43:23.288]  And the entire time I refused to take sponsors to fund our operation from the cryptocurrency market, not because I thought every company was bad or that the whole thing's a scam, but at a gut level I knew it was a giant bubble and I didn't want to be associated with that.
[02:43:23.788 --> 02:43:24.989]  Gut level, just couldn't do it.
[02:43:25.569 --> 02:43:27.871]  There have been many other sponsors I've refused.
