[00:00:04.182 --> 00:00:05.923]  Firm suspicions at Veritas.
[02:30:38.331 --> 02:30:39.233]  No, I didn't send them.
[02:30:39.313 --> 02:30:43.519]  People threatening us for covering Sandy Hook said we're going to get you because you cover Sandy Hook.
[02:30:43.859 --> 02:30:46.263]  Sent us links that we didn't open.
[02:30:47.244 --> 02:30:50.389]  That's like if somebody comes and puts child porn in your mailbox.
[02:30:50.749 --> 02:30:51.570]  It's not your fault.
[02:30:52.734 --> 02:30:54.775]  This is crazy, but they think just that term.
[02:30:54.815 --> 02:31:00.357]  They think you're so dumb that they're just gonna say the word, the term child porn.
[02:31:00.597 --> 02:31:01.817]  Well, only a little bit of runaway from you.
[02:31:02.118 --> 02:31:03.018]  Folks, nobody's buying it.
[02:31:03.038 --> 02:31:05.279]  We're seeing our support surge, but that's good.
[02:31:06.493 --> 02:31:08.895]  Because we gotta fight these people on every front, that's why.
[02:31:08.936 --> 02:31:15.702]  When you get a t-shirt, when you get a book, when you get a film, when you get great supplements, you are literally funding the second American Revolution against evil.
[02:31:16.403 --> 02:31:19.566]  It's never been clearer, the fight between good and evil, and everybody I think's getting it.
[02:31:19.907 --> 02:31:22.910]  Well, and I just want the audience to understand how dire it is.
[02:31:22.930 --> 02:31:25.573]  I mean, we were just talking, how many cards did they have left?
[02:31:25.993 --> 02:31:32.876]  To try and play against us before they literally try to put a bullet in your head or just blow this place up with, like, I mean, who knows what these Antifa people around here do.
[02:31:32.916 --> 02:31:34.137]  I hope they wouldn't get that violent.
[02:31:34.197 --> 02:31:38.959]  Or maybe, you know, some spook CIA, FBI wants to come through here and try to mess with us.
[02:31:38.999 --> 02:31:40.300]  I know that you've dealt with that before.
[02:31:40.320 --> 02:31:42.041]  And we're not bitching and complaining.
[02:31:42.061 --> 02:31:43.241]  We want a strong finish.
[02:31:44.062 --> 02:31:45.963]  I think we're going to continue on, but whatever.
[02:31:46.003 --> 02:31:47.864]  We're going on into the frickin' night.
[02:31:48.564 --> 02:31:50.085]  We're pedal to the metal.
[02:31:50.225 --> 02:31:57.451]  It's that old saying of John Paul Jones, when the ship was sinking, fighting the British, they said, surrender, and he said, I've only begun to fight.
[02:31:57.872 --> 02:31:59.113]  We don't know how to give up.
[02:31:59.673 --> 02:32:05.298]  And I feel good at a spiritual level, because the fact that the enemy has to play one of their ace of spades.
[02:32:06.158 --> 02:32:08.640]  I agree, kill us, whatever, that's the next one that makes the smartest.
[02:32:08.941 --> 02:32:09.701]  It's not going to work.
[02:32:09.821 --> 02:32:11.102]  They're losing, Owen.
[02:32:11.343 --> 02:32:14.926]  Well, imagine, for me, it's like, as a news reporter, as a show host,
[02:32:15.686 --> 02:32:18.368]  I wanted to play for the best team, and that was InfoWars.
[02:32:18.409 --> 02:32:23.573]  So that's like, let's say a young kid grows up trying to play baseball, and he wants to play for the New York Yankees.
[02:32:24.053 --> 02:32:27.156]  But he finds out, uh-oh, someone's trying to destroy the Yankees.
[02:32:27.216 --> 02:32:31.099]  The Mets are trying to destroy the Yankees, and they're lying about them, and the Yankees are in dire straits.
[02:32:31.460 --> 02:32:33.161]  But that kid just wants to play for the Yankees.
[02:32:33.201 --> 02:32:36.664]  He just got drafted, and he's just saying, fans, please support the Yankees.
[02:32:36.724 --> 02:32:40.307]  Make sure that the Yankees are still here so you can go to the stadium and root for them and I can play for them.
[02:32:40.668 --> 02:32:41.909]  That's where we're at right now.
[02:32:42.029 --> 02:32:43.410]  I want to play for InfoWars forever.
[02:32:43.590 --> 02:32:43.970]  Exactly.
[02:32:44.010 --> 02:32:46.491]  They're saying we're putting cyanide in the peanuts and hot dogs.
[02:32:47.672 --> 02:32:48.552]  None of it's true, folks.
[02:32:48.612 --> 02:32:49.753]  We're not the pedophiles.
[02:32:50.333 --> 02:32:52.714]  We're the Patriots, and we're winning thanks to your support.
[02:32:53.094 --> 02:32:57.596]  We have Save & For Special, 50% off, double Patriot points, storewide free shipping.
[02:32:57.916 --> 02:33:01.317]  Double down, take action, and show these bastards we're not backing down.
[02:33:01.337 --> 02:33:02.158]  God bless you all.
[02:33:06.680 --> 02:33:09.281]  You're listening to the Alex Jones Show.
[02:33:16.617 --> 02:33:21.400]  Waging war on corruption.
[02:33:22.181 --> 02:33:24.762]  Crashing the lies and disinformation.
[02:33:24.782 --> 02:33:29.265]  Live from the Infowars.com studios, it's Alex Jones.
[02:33:30.359 --> 02:33:33.542]  Okay, Gerald Cilente's got a particularly powerful program lined up today.
[02:33:33.562 --> 02:33:34.743]  4 in the 4th hour in the War Room.
[02:33:34.783 --> 02:33:35.764]  Owen Schroer's coming up.
[02:33:35.784 --> 02:33:38.806]  Don't forget, Wednesday and Thursday night, I'll be here.
[02:33:38.826 --> 02:33:40.008]  Owen Schroer and many others.
[02:33:40.888 --> 02:33:41.949]  It's Clown World!
[02:33:42.290 --> 02:33:43.130]  Two nights only!
[02:33:43.190 --> 02:33:44.331]  The greatest show on Earth!
[02:33:44.732 --> 02:33:46.093]  The Democrat debates.
[02:33:46.193 --> 02:33:49.816]  So many of them, it takes two nights to look at all these cockroaches.
[02:33:51.157 --> 02:33:53.279]  Infowars.com forward slash show.
[02:33:53.900 --> 02:33:55.001]  Spread the word!
[02:34:00.171 --> 02:34:00.531]  All right.
[02:34:02.133 --> 02:34:10.723]  I want to hit this Ilhan Omar because I mentioned a few days ago and she's teaming up with AOC to bitch about America.
[02:34:10.743 --> 02:34:19.894]  And imagine she gets there 10 years ago, married her brother, reportedly has three children with him, gets elected to Congress by the guilt-ridden Minnesotans.
[02:34:22.885 --> 02:34:27.889]  And then says, oh, I will call people being stopped trying to get into the U.S.
[02:34:28.230 --> 02:34:32.994]  from their collapsed countries, concentration camps, or just figuring out who's adults and who are children.
[02:34:33.274 --> 02:34:39.559]  And then the media reruns the photos of Obama with kids in cages, which again, all it was was chain link fence.
[02:34:43.136 --> 02:34:46.478]  What do you do when 30% aren't even with their parents?
[02:34:46.538 --> 02:34:54.182]  There's kids unattended, thousands pouring across the day, and you're just like, oh, just hand them over to Democrats and child sex slavery, which the Senate report admits!
[02:34:55.759 --> 02:34:57.280]  But she sits there all with her fake love.
[02:34:57.901 --> 02:34:59.842]  Oh, I'm pulling up next to your ship.
[02:34:59.882 --> 02:35:00.783]  I'm climbing on.
[02:35:01.143 --> 02:35:08.970]  Women are sex slaves in Somalia and have no rights, but I'm gonna come here and tell you how good Islam is and how America sucks and shake my finger at you, wear my little get-up.
[02:35:09.650 --> 02:35:10.471]  Damn, she's so ugly.
[02:35:10.491 --> 02:35:11.912]  I'm glad she wears that hood over her head.
[02:35:12.553 --> 02:35:13.534]  Like an ugly donkey.
[02:35:14.515 --> 02:35:17.197]  She got this donkey literally pissing in our face all day.
[02:35:18.302 --> 02:35:19.083]  Give me a break.
[02:35:19.103 --> 02:35:20.243]  I mean, my God!
[02:35:20.744 --> 02:35:26.488]  You come here, you get elected to Congress in 10 years, you sucked off welfare the whole time, you pig!
[02:35:27.048 --> 02:35:28.529]  You America-hating pig!
[02:35:28.549 --> 02:35:31.891]  And then you get here and tell us how much we suck all day.
[02:35:31.931 --> 02:35:32.532]  Here she is.
[02:35:33.513 --> 02:35:34.613]  Could I get a moment of your time?
[02:35:34.733 --> 02:35:41.118]  Could you tell me, do you agree with AOC that ICE is running concentration camps on the border?
[02:35:43.480 --> 02:35:44.881]  Look at that airhead.
[02:35:44.901 --> 02:35:45.741]  Sorry, back it up again.
[02:35:45.781 --> 02:35:46.602]  Just look at her.
[02:35:47.728 --> 02:35:48.168]  Back her up.
[02:35:48.208 --> 02:35:50.029]  We're talking 75 IQ.
[02:35:50.109 --> 02:35:54.131]  Okay, inbred like the day is long.
[02:35:54.812 --> 02:35:58.654]  But she's got a will to dominate you and you will bow to her!
[02:35:59.434 --> 02:36:00.335]  She's the pirate!
[02:36:00.535 --> 02:36:01.315]  She's the king!
[02:36:01.616 --> 02:36:02.896]  She comes from the failed state!
[02:36:03.216 --> 02:36:04.177]  You're gonna bow!
[02:36:04.657 --> 02:36:06.418]  Like a rattlesnake biting you on the neck!
[02:36:06.858 --> 02:36:09.220]  Your carotid arteries belong to her fangs!
[02:36:09.660 --> 02:36:10.340]  Let's see her again.
[02:36:10.520 --> 02:36:15.023]  Here she comes, toddling up like a Day of the Dead zombie to suck our soul!
[02:36:16.127 --> 02:36:17.208]  Hi, could I get a moment of your time?
[02:36:17.228 --> 02:36:23.795]  Could you tell me, do you agree with AOC that ICE is running concentration camps on the border?
[02:36:26.041 --> 02:36:28.383]  There are camps and people are being concentrated.
[02:36:28.403 --> 02:36:29.624]  This is very simple.
[02:36:29.704 --> 02:36:33.327]  I don't even know why this is a controversial thing for her to say.
[02:36:33.467 --> 02:36:47.399]  We have to really truthfully speak about what's taking place and this is why it's really important for us to abolish ICE and make sure that we have an agency that is accountable to the people, that is dealing with the situation in a humane way.
[02:36:47.719 --> 02:36:48.360]  There's no
[02:36:50.185 --> 02:36:57.008]  There's no way that we can allow for kids to be caged in this country.
[02:36:57.028 --> 02:36:57.628]  Kids to be caged?
[02:36:57.688 --> 02:37:03.470]  To be separated from their families and people being terrorized in their communities.
[02:37:04.210 --> 02:37:08.652]  Is it fair to... We have to make sure that we are calling it out and I am 100% with Alex.
[02:37:09.573 --> 02:37:10.093]  What a demon.
[02:37:10.113 --> 02:37:11.793]  What an arrogant, inbred demon.
[02:37:12.174 --> 02:37:13.294]  But inbreeding causes that.
[02:37:13.734 --> 02:37:15.115]  Now, she's sitting there.
[02:37:15.135 --> 02:37:16.755]  She has no freedom in her country.
[02:37:16.775 --> 02:37:17.316]  She's a slave.
[02:37:19.039 --> 02:37:21.021]  You're kidnapped in five minutes, women have no rights.
[02:37:21.801 --> 02:37:28.146]  But she's here telling us that collapsing borders, like when you fly on an airplane, they check your ID.
[02:37:28.847 --> 02:37:30.828]  She's saying just let everybody in, don't even check them.
[02:37:30.848 --> 02:37:36.173]  But again, the Senate report, Washington Post admits a third of the kids aren't even with their parents, many sex slaves.
[02:37:36.473 --> 02:37:37.834]  But she just says let them all in.
[02:37:38.715 --> 02:37:40.156]  What a monstrous pig.
[02:37:41.157 --> 02:37:42.338]  What a monstrous creature.
[02:37:43.539 --> 02:37:46.241]  There's Biden, he says it's time for that physical revolution.
[02:37:47.694 --> 02:37:50.636]  Or let's start a real physical revolution if you're talking about it.
[02:37:50.997 --> 02:37:54.900]  Because we have to be able to change what we're doing within our system.
[02:37:55.761 --> 02:38:04.008]  And then you've got the City Councilwoman a few weeks ago that just got elected in Denver, another AOC prototype, saying, by any means necessary, which means violence.
[02:38:05.200 --> 02:38:05.540]  Here it is.
[02:38:06.721 --> 02:38:09.602]  I don't believe that our current economic system actually works.
[02:38:10.062 --> 02:38:10.922]  Hit pause again.
[02:38:11.583 --> 02:38:12.263]  Oh, I get it.
[02:38:12.283 --> 02:38:13.764]  A crony capital system is bad enough.
[02:38:13.804 --> 02:38:17.645]  You want communism where a bunch of elites run everything and everybody starves to death.
[02:38:18.385 --> 02:38:19.586]  Like Venezuela or Cuba.
[02:38:20.166 --> 02:38:21.767]  I think our system sucks.
[02:38:21.807 --> 02:38:22.927]  We need to do good.
[02:38:23.087 --> 02:38:24.148]  Here, let's go back to her.
[02:38:25.088 --> 02:38:28.490]  I don't believe that our current economic system actually works.
[02:38:28.910 --> 02:38:33.492]  Capitalism by design is extractive and in order to generate... Hit pause.
[02:38:33.512 --> 02:38:33.992]  Start over again.
[02:38:36.124 --> 02:38:38.025]  Capitalism is extractive.
[02:38:39.905 --> 02:38:42.466]  Any political or economic system is extractive.
[02:38:47.028 --> 02:38:47.548]  Think about that.
[02:38:50.169 --> 02:38:52.510]  Like, communist countries have the worst environmental standards of anybody.
[02:38:52.530 --> 02:38:58.512]  But notice the communist protesters, the green protesters, they don't want coal plants shut down in China.
