[00:00:19.714 --> 00:00:21.275]  Hello, welcome.
[02:13:40.217 --> 02:13:42.918]  So all the others are just fine.
[02:13:42.918 --> 02:13:51.281]  All the others serve and suit their purposes across the board in terms of, in their perception, having a chance to beat Donald Trump.
[02:13:51.281 --> 02:13:57.883]  Also, and even though people like Elizabeth Warren is talking about breaking up big tech, they really don't take her seriously in that capacity.
[02:13:58.283 --> 02:14:01.205]  Warren is someone who talks a lot, does little.
[02:14:01.205 --> 02:14:13.355]  And so the, so Gabbard is the only one that really scares them because she raises issues and topics that challenge the deep state's establishment power related to the military industrial complex and permanent war.
[02:14:13.355 --> 02:14:14.796]  And in fact, buttresses Trump.
[02:14:14.796 --> 02:14:16.277]  It's not a coincidence.
[02:14:16.277 --> 02:14:19.580]  Like the deep state in particular, and that's the important thing about Google.
[02:14:19.580 --> 02:14:21.882]  Google's in bed with China and deep state operators.
[02:14:22.262 --> 02:14:33.905]  So it's not so much that they're partisan, it's that they see particular threats to deep state right now from the right, from the independent right, from the Alex Jones part of the right, and from the Tulsi Gabbard part of the left.
[02:14:33.905 --> 02:14:35.885]  So that's who they're going to suppress and censor.
[02:14:35.885 --> 02:14:49.268]  So it has a partisan coloration currently, but not necessarily, because it's about whatever advances deep state politics, deep state policies, and the rising power of China, who Google has gotten to bed with.
[02:14:49.588 --> 02:15:00.654]  So that's sort of their overarching theme, and that's where you can see Tim Pool, who has a big YouTube network, they're trying to suppress and censor him as much as Steven Crowder.
[02:15:00.654 --> 02:15:11.880]  And it's because both of them have anti-establishment populist politics and policies on a wide range of topics, even though they are on different sides of the ideological spectrum in general, and different sides of the partisan spectrum in general.
[02:15:11.880 --> 02:15:13.181]  Yeah, exactly, exactly.
[02:15:13.621 --> 02:15:16.966]  Yes, so we're coming to a hard break, but yeah, you're absolutely right.
[02:15:16.966 --> 02:15:26.519]  You know, the reason why I stopped getting Tim Poole's feed or his videos popping up on my YouTube channel, I just went and looked at it.
[02:15:26.519 --> 02:15:27.621]  They unsubscribed me!
[02:15:28.888 --> 02:15:31.290]  They unsubscribe me from Tim Pool.
[02:15:31.290 --> 02:15:32.911]  I mean, I just literally look at it.
[02:15:32.911 --> 02:15:34.492]  They unsubscribe me from Tim Pool.
[02:15:34.492 --> 02:15:36.053]  So how many other people?
[02:15:36.053 --> 02:15:37.794]  And they've done me that way with Mark Dice.
[02:15:37.794 --> 02:15:40.756]  I had to go back in and subscribe to Mark Dice.
[02:15:40.756 --> 02:15:42.837]  They constantly do it because they don't want us seeing it.
[02:15:42.837 --> 02:15:45.979]  And now I'm getting all this stuff from China to show up on my feed.
[02:15:45.979 --> 02:15:48.100]  What in the world is that about?
[02:15:48.100 --> 02:15:50.922]  I can't even, I can't even read it.
[02:15:50.922 --> 02:15:52.083]  Infowars.com.
[02:15:52.083 --> 02:15:52.984]  We'll be back after this.
[02:15:55.785 --> 02:16:06.831]  When you have a pain in the neck, a real pain in the neck, back, shoulder, or legs, you now have two convenient choices to get fast relief without taking another pill.
[02:16:06.831 --> 02:16:12.634]  Because now, Sunny Bay heating wraps and pillows are available at both Amazon and Walmart.
[02:16:12.634 --> 02:16:13.274]  Yes!
[02:16:13.274 --> 02:16:19.157]  See Sunny Bay's four and a half to five star customer reviews on Amazon.com or Walmart.com.
[02:16:19.517 --> 02:16:27.943]  Our microwavable heat wraps, heatable neck pillows and extra large body wraps are designed better for perfect support where and when you need it.
[02:16:27.943 --> 02:16:36.989]  Even while driving, Sunny Bay wraps will not burn and stay balanced to provide soothing, hot or cold therapy to help treat temporary or chronic pain.
[02:16:36.989 --> 02:16:40.211]  And the best part, Sunny Bay quality products start at under $20.
[02:16:41.232 --> 02:16:49.241]  Join thousands of happy customers and see why Sunny Bay products have a lifetime 100% positive rating on both Amazon and Etsy.
[02:16:49.241 --> 02:16:50.021]  It's easy.
[02:16:50.021 --> 02:16:53.906]  Click Amazon or Walmart and search today for Sunny Bay.
[02:16:55.222 --> 02:17:00.306]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[02:17:00.306 --> 02:17:05.650]  Like you, I was a prisoner of the Alt-Left Sanctuary State until one day I chose to leave my family to freedom.
[02:17:05.650 --> 02:17:13.696]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[02:17:13.696 --> 02:17:19.161]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[02:17:19.161 --> 02:17:21.142]  Go to BlackRifleRealEstate.com.
[02:17:21.142 --> 02:17:22.763]  That's BlackRifleRealEstate.com.
[02:17:24.545 --> 02:17:27.126]  Hunters, anglers, campers and survivalists.
[02:17:27.126 --> 02:17:28.227]  Get back to nature.
[02:17:28.227 --> 02:17:35.369]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[02:17:35.369 --> 02:17:38.991]  Slingbow products are compact and models start from just $17.98.
[02:17:38.991 --> 02:17:42.212]  They're perfect for your bug out bag or storing in your vehicle.
[02:17:42.212 --> 02:17:46.294]  Give yourself and your loved ones the excitement and tradition of slingbow.
[02:17:46.294 --> 02:17:50.796]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:17:50.796 --> 02:17:53.417]  Feel the thrill only at slingbow.com.
[02:17:56.289 --> 02:18:07.497]  As we witness the most disastrous geological activity in recorded history, the globalists are backed into a corner, and the leftists are pushing for civil war.
[02:18:07.497 --> 02:18:11.640]  Borders are being broken and sovereignty is being challenged.
[02:18:11.640 --> 02:18:21.007]  The world is going to change, and how it changes will likely be decided by those who are prepared to stay strong when the system fails.
[02:18:21.727 --> 02:18:23.748]  The system is vulnerable.
[02:18:23.748 --> 02:18:26.430]  Electricity could be gone in an instant.
[02:18:26.430 --> 02:18:30.072]  And grocery stores could be empty in three days.
[02:18:30.072 --> 02:18:36.977]  Having storable foods and the ability to purify water will give you a fighting chance in the next level.
[02:18:36.977 --> 02:18:42.941]  And being without puts you at the mercy of others or makes you a slave to a dying system.
[02:18:42.941 --> 02:18:47.444]  Buy storable foods and an Alexa Pure Gravity Water Filter today.
[02:18:48.144 --> 02:18:56.129]  Support mankind by being prepared and support freedom by buying from Infowarsstore.com.
[02:18:56.129 --> 02:18:57.830]  I love watching David Knight in the morning.
[02:18:57.830 --> 02:18:59.952]  I love tuning in to Owen Schroer.
[02:18:59.952 --> 02:19:01.713]  I love all the other shows we do here.
[02:19:01.713 --> 02:19:03.414]  But I'll be honest with you.
[02:19:03.414 --> 02:19:08.777]  We run during the breaks a lot of news reports because I'm sick of hearing the ads.
[02:19:08.777 --> 02:19:10.658]  So you think you don't want to hear an ad?
[02:19:10.658 --> 02:19:11.939]  I don't want to hear an ad.
[02:19:11.939 --> 02:19:12.680]  But here's the bottom line.
[02:19:13.706 --> 02:19:15.187]  We're barely paying the bills here.
[02:19:15.187 --> 02:19:17.889]  And I want to expand in the face of the globalist not contract.
[02:19:17.889 --> 02:19:19.030]  I don't want them to win.
[02:19:19.030 --> 02:19:20.991]  So listen, you've got this guarantee from me.
[02:19:21.943 --> 02:19:25.064]  We sell enough product, we'll have less ads and less plugs.
[02:19:25.064 --> 02:19:28.224]  And we'll expand and really give the globalists a run for their money.
[02:19:28.224 --> 02:19:32.005]  But we've got products you already really need, like DNA Force Plus, X2.
[02:19:32.005 --> 02:19:33.585]  These will change your life.
[02:19:33.585 --> 02:19:34.986]  Go check out the turmeric products.
[02:19:34.986 --> 02:19:37.006]  Check out the water filtration, air filtration.
[02:19:37.006 --> 02:19:37.686]  Check it all out.
[02:19:37.686 --> 02:19:39.627]  Whatever you do, take action and know.
[02:19:39.627 --> 02:19:41.427]  Be part of the second American revolution.
[02:19:41.427 --> 02:19:42.747]  Be part of crushing the globalists.
[02:19:42.747 --> 02:19:44.388]  You can get great products at the same time.
[02:19:44.388 --> 02:19:46.848]  Infowarsstore.com is the umbrella site.
[02:19:46.848 --> 02:19:49.028]  Infowarslife.com is the supplements.
[02:19:49.028 --> 02:19:51.869]  Take action now and fund the Infowar for your own future.
[02:19:59.196 --> 02:20:01.819]  You're listening to the Alex Jones Show!
[02:20:26.195 --> 02:20:32.518]  Welcome back, InfoWars.com, Wars Last Show.
[02:20:32.518 --> 02:20:35.639]  We're talking with Mr. Burns.
[02:20:35.639 --> 02:20:37.359]  Beautiful, awesome information.
[02:20:37.359 --> 02:20:48.424]  Like I said in the beginning, it's amazing that someone's walking around with so much knowledge and so much information, and just on point about everything he's been talking about.
[02:20:49.564 --> 02:20:54.048]  I guess one thing I would like to know is what do the American people do?
[02:20:54.048 --> 02:20:54.869]  What can we do?
[02:20:54.869 --> 02:20:57.031]  I mean, so think about it.
[02:20:57.031 --> 02:21:00.955]  Us as the American citizens, we're the ones that's being affected by the tech companies.
[02:21:00.955 --> 02:21:05.859]  And a lot of us, we depend on President Trump to fix it.
[02:21:05.859 --> 02:21:10.163]  And I've had conversation with people in the past and they said, well, you know, President Trump,
[02:21:11.209 --> 02:21:13.030]  He hasn't done anything.
[02:21:13.030 --> 02:21:23.599]  And on the surface, just looking at it, it doesn't look like he's done anything to stop these tech companies, these socialist tech companies, from censoring conservatives.
[02:21:23.599 --> 02:21:28.163]  Because I can put a video on YouTube right now, and they will suppress it.
[02:21:28.163 --> 02:21:29.804]  They demonetize it.
[02:21:29.804 --> 02:21:32.046]  I timed it like a week ago.
[02:21:33.271 --> 02:21:39.115]  I put a video on YouTube, and about 14 minutes later, it was already demonetized.
[02:21:39.115 --> 02:21:47.660]  It didn't have anything, no violence in it, no nudity, no cursing, no bullying.
[02:21:47.660 --> 02:22:00.549]  Zero went against their community standards, except for the community standards that's hidden to the rest of us, which is, if you're pro-American, if you're pro-Trump, then that goes against their community standards.
