[00:00:01.488 --> 00:00:02.088]  You got it.
[02:37:17.743 --> 02:37:23.368]  And so the police, let me guess, they tricked you into getting upset and claiming you did something to them?
[02:37:23.368 --> 02:37:24.289]  What did they charge you with?
[02:37:25.624 --> 02:37:28.206]  He originally said, I said, what are you arresting me for?
[02:37:28.206 --> 02:37:28.866]  He said, assault.
[02:37:28.866 --> 02:37:30.108]  I said, you're lying.
[02:37:30.108 --> 02:37:31.409]  I said, I never touched anybody.
[02:37:31.409 --> 02:37:34.391]  And I swear to you on my kid's life, I didn't touch anybody.
[02:37:34.391 --> 02:37:35.312]  Sure, of course.
[02:37:35.312 --> 02:37:40.437]  So they put, you know, they bring me over to the car in handcuffs.
[02:37:40.437 --> 02:37:47.343]  I said, officer, just let me get my thing and let me just get my husband and my kids and get in the car and go home.
[02:37:48.027 --> 02:37:49.769]  And, you know, and he wouldn't let me.
[02:37:49.769 --> 02:37:54.813]  Oh, he's going to get a promotion for teaching a dirty American to lay down and take it.
[02:37:54.813 --> 02:37:55.373]  So what happened?
[02:37:55.373 --> 02:37:57.836]  He claimed you bumped him or something?
[02:37:57.836 --> 02:37:59.317]  These are two particular officers.
[02:37:59.317 --> 02:38:03.200]  And then they wanted, you know, they were treating me like crap and they wanted my name.
[02:38:03.200 --> 02:38:04.641]  And I said, do I have to give you my name?
[02:38:04.641 --> 02:38:05.782]  You know, I was like combative.
[02:38:05.782 --> 02:38:06.443]  So how did it end?
[02:38:06.443 --> 02:38:07.984]  What did they charge you with?
[02:38:07.984 --> 02:38:14.190]  Well, they ended up charging me with disorderly conduct and failure to disclose my name.
[02:38:14.190 --> 02:38:15.311]  So being a dirty American.
[02:38:15.998 --> 02:38:16.558]  Well, don't worry.
[02:38:16.558 --> 02:38:19.539]  If you go for a jury trial, you don't plea bargain.
[02:38:19.539 --> 02:38:21.560]  I want your full info.
[02:38:21.560 --> 02:38:22.900]  I'm sure it's a true story.
[02:38:22.900 --> 02:38:24.461]  You'll go fund me.
[02:38:24.461 --> 02:38:26.602]  You need to raise a million bucks.
[02:38:26.602 --> 02:38:28.502]  And then we'll have a whole film crew out there.
[02:38:28.502 --> 02:38:29.943]  I'll give you my word.
[02:38:29.943 --> 02:38:35.945]  Next 4th of July, our listeners will fund a film crew there to show the Jihadi 4th, okay?
[02:38:35.945 --> 02:38:37.105]  It's just sad.
[02:38:37.105 --> 02:38:38.966]  Yeah, it's sad.
[02:38:38.966 --> 02:38:42.647]  Let me guess, were the Islamists celebrating when you were taken away in cuffs?
[02:38:43.695 --> 02:38:46.736]  Oh my God, thank you for saying that, because that was my next point.
[02:38:46.736 --> 02:38:52.779]  It was disgusting to watch them laughing at me as they took me away from my kids and put me in a cop car.
[02:38:52.779 --> 02:38:56.000]  That's the last thing I remember.
[02:38:56.000 --> 02:38:58.361]  Oh, they celebrate our openness and weakness.
[02:38:58.361 --> 02:38:59.481]  Oh, yeah.
[02:38:59.481 --> 02:39:04.283]  Believe me, I've experienced, I've seen it, yeah.
[02:39:04.283 --> 02:39:08.705]  And Ilhan Omar looked kind of like, just wait.
[02:39:12.964 --> 02:39:14.705]  How are they laughing?
[02:39:14.705 --> 02:39:16.987]  Tell us about it.
[02:39:16.987 --> 02:39:24.674]  I just remember looking at one particular gentleman with the beard and the whole thing and just him with these big huge teeth laughing at me.
[02:39:24.674 --> 02:39:29.938]  And that's like the last thing I remember seeing before, you know.
[02:39:29.938 --> 02:39:31.799]  Let me just say this, Mia.
[02:39:31.799 --> 02:39:35.883]  Your husband's lucky to have you and we need more women like you to get their men in freaking gear.
[02:39:37.116 --> 02:39:43.259]  So, you need to tell your husband, don't try to take me to some America desecration, piss in America's face event like that again.
[02:39:43.259 --> 02:39:46.200]  And I'm not telling you to get a new husband, but, uh, you know.
[02:39:46.200 --> 02:39:48.261]  I mean, what does he think about this now?
[02:39:48.261 --> 02:39:50.662]  Is he pissed off he got arrested?
[02:39:50.662 --> 02:39:52.763]  Well, he was for just a little bit.
[02:39:52.763 --> 02:39:55.704]  Oh, what a... Okay, yeah, that's wonderful.
[02:39:55.704 --> 02:40:01.987]  I mean, just that night, you know, because, well, first of all... Like most American men should be begging for a woman like you.
[02:40:01.987 --> 02:40:03.328]  No, I'm serious.
[02:40:03.328 --> 02:40:05.329]  That has instincts and is concerned, you know?
[02:40:06.494 --> 02:40:07.294]  It is concern.
[02:40:07.294 --> 02:40:14.678]  It just so saddens me and it's so close to me that I, you know, I watched Tommy Robinson and it just reminded me.
[02:40:14.678 --> 02:40:15.798]  I felt like him for a minute.
[02:40:15.798 --> 02:40:16.598]  It was scary.
[02:40:16.598 --> 02:40:22.081]  Let me tell you, don't please all bargain these bastards and you make them get it in front of a jury.
[02:40:22.081 --> 02:40:24.162]  Okay.
[02:40:24.162 --> 02:40:24.422]  Yeah.
[02:40:24.422 --> 02:40:26.723]  Well, I already got an attorney and he's working on it, but.
[02:40:27.995 --> 02:40:29.617]  I don't know what to do.
[02:40:29.617 --> 02:40:31.239]  Listen, we're going to get your full info.
[02:40:31.239 --> 02:40:32.721]  I want to do a story on you.
[02:40:32.721 --> 02:40:34.283]  God bless you.
[02:40:34.283 --> 02:40:37.167]  See, I'll take a lot of calls and at one call I could talk to her for hours.
[02:40:37.167 --> 02:40:44.837]  Folks, let me tell you, you don't think it's upsetting until... I can't go to Barton Creek Mall now at night.
[02:40:46.014 --> 02:40:50.096]  And I've been coming to Barton Creek Mall since I was a little kid, even before I lived here in high school.
[02:40:50.096 --> 02:40:51.137]  I go to Barton Creek Mall.
[02:40:51.137 --> 02:40:54.719]  You go there on a lot of nights, it'll be like hundreds of Muslims.
[02:40:54.719 --> 02:40:59.561]  And my daughters are like, well, I'm 15 now and 11.
[02:40:59.561 --> 02:41:03.604]  About two years ago, we went up there, we ate at the Cheesecake Factory.
[02:41:03.604 --> 02:41:05.925]  We walk out, there's like about 60, 70 Muslims.
[02:41:05.925 --> 02:41:06.225]  They look
[02:41:08.325 --> 02:41:11.866]  They look like they're from really rough areas in the Middle East, okay?
[02:41:11.866 --> 02:41:13.867]  I mean, it looks like an al-Qaeda function.
[02:41:13.867 --> 02:41:15.868]  There's women in full burkas.
[02:41:15.868 --> 02:41:17.868]  I'm like, okay, let's just get out of here.
[02:41:17.868 --> 02:41:20.750]  One of my girls runs over wanting to buy a toy dinosaur.
[02:41:20.750 --> 02:41:22.590]  They had toy helicopters and toy dogs.
[02:41:22.590 --> 02:41:24.331]  I said, come on, to my middle daughter.
[02:41:24.331 --> 02:41:25.891]  I got three daughters.
[02:41:25.891 --> 02:41:32.134]  And they started running their frickin' mouths, man, and like, blah-blah-blah-blah-blah, like, because they see it, like, blah-blah.
[02:41:32.134 --> 02:41:32.814]  Women are property.
[02:41:33.527 --> 02:41:33.787]  I don't
[02:41:48.735 --> 02:41:52.218]  You go to the mall, man, it's like the gap is like women in hijabs.
[02:41:52.218 --> 02:41:53.600]  I'll never go to the gap again.
[02:41:53.600 --> 02:41:54.761]  It's just bombarding.
[02:41:54.761 --> 02:41:56.703]  So it's just it's just everywhere.
[02:41:56.703 --> 02:42:03.930]  Ladies and gentlemen, you don't know the nauseating feeling of it when they're like laughing at you because they know you're weak and they know your government's working for them.
[02:42:03.930 --> 02:42:08.655]  They know the borders open and they know they've already taken over half the world and they know they're going to get you.
[02:42:09.255 --> 02:42:20.199]  And they point right at your daughter, and they go, and we watch all the videos out of Turkey and out of Israel where the Muslims are going, they are weak in America and Europe.
[02:42:20.199 --> 02:42:24.181]  We will have sex with their daughters and piss on Jesus.
[02:42:24.181 --> 02:42:27.382]  We will take control of all their lands.
[02:42:27.382 --> 02:42:29.483]  Their women will be ours forever.
[02:42:29.483 --> 02:42:31.324]  We have them now.
[02:42:31.324 --> 02:42:31.904]  And I'm just like,
[02:42:33.069 --> 02:42:34.749]  I'm just like, when does it end?
[02:42:34.749 --> 02:42:35.490]  How does it stop?
[02:42:35.490 --> 02:42:44.872]  More loaded calls here, the phone lines are loaded up, with Andrew and Ben and Lyle and Joe and Jim and Michael and Gavin and everybody.
[02:42:44.872 --> 02:42:52.613]  But let me tell you, when you're at a mall with a hundred Muslim men around, you look at your daughters going, oh, nice girls, ah, she serve Islam well.
[02:42:57.020 --> 02:43:01.622]  It's never been easy to figure out the essentials of a new supplement routine.
[02:43:01.622 --> 02:43:09.365]  That's why we created the 8-Pack Power Stack, your go-to option for the building blocks of a successful approach to supplementation.
[02:43:09.365 --> 02:43:17.008]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old InfoWarriors alike.
[02:43:17.008 --> 02:43:23.531]  With the 8-Pack Power Stack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[02:43:24.784 --> 02:43:38.229]  Just take the Wake Up and Work or Rest and Recover Packs each day for quick, easy-to-use, and conveniently accessible formulas to help you reach your peak without the deep supplement knowledge, stacks of bottles, and complicated routine.
[02:43:38.229 --> 02:43:42.691]  Featuring eight different formulas for a total take on your health and wellness.
[02:43:42.691 --> 02:43:47.773]  You can find what you like and get even more powerful versions in the store.
[02:43:47.773 --> 02:43:53.835]  Head to InfoWarsStore.com and check out 8-Pack Power Stack today and jumpstart your supplement routine.
[02:43:55.335 --> 02:43:59.035]  InfoWars, the most banned network in the world.
[02:43:59.554 --> 02:44:09.940]  So the InfoWars model is a self-fulfilling, self-supporting structure that is promoting free press and free speech by people getting together and supporting one another and sustaining one another.
[02:44:09.940 --> 02:44:14.783]  It is the only independent press of this size and scale, of this public reach.
[02:44:14.783 --> 02:44:29.292]  It is the one model that says, here's a way to have a self-supporting, self-sustaining, self-structured, little-d democratic structure that because the audience determines what content goes up, the audience determines what audience is ultimately reached by their choices in supporting InfoWars.
[02:44:29.392 --> 02:44:47.156]  And it's all because the audience spends their whatever it is, whether it's $5 or $50 a month on products that they like and that they want that actually compete with the corporate driven model and the ability to do that and at the same time support press, support speech, support letting the audience choose what news they want to see and what views they want to hold.
[02:44:47.156 --> 02:44:53.858]  And it's the ultimate American democratic expression and experiment and it is the celebration of free press and free speech with free markets.
[02:44:56.514 --> 02:45:04.601]  Our powerful line of fluoride free products is the perfect gift for yourself or others who are exploring a healthier, happier lifestyle.
[02:45:04.601 --> 02:45:10.206]  With options ranging from toothpaste to oral spray, it's easy to find the perfect option for you.
[02:45:10.206 --> 02:45:11.527]  Super Blue Toothpaste is
[02:45:11.567 --> 02:45:16.373]  It's the fan-favorite fluoride-free toothpaste that every InfoWarrior loves.
[02:45:16.373 --> 02:45:23.721]  Powered by iodine and nano-silver, it's designed to deliver a powerful clean while supporting good oral health and fresh breath.
[02:45:23.721 --> 02:45:25.864]  Available in two refreshing flavors.
[02:45:25.864 --> 02:45:30.409]  Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum flavor.
[02:45:30.709 --> 02:45:36.355]  Super Blue Immune Gargle is the only option for on-the-go immune system support like no other.
[02:45:36.355 --> 02:45:43.081]  With a scientifically proven, patented ingredient, Silversol, in three different sizes, you can take it wherever you go.
[02:45:43.081 --> 02:45:47.065]  Support good oral health with our one-of-a-kind Super Blue products.
[02:45:47.065 --> 02:45:50.228]  Don't miss out on revolutionizing your morning routine.
[02:45:50.228 --> 02:45:54.853]  Head to Infowarsstore.com and get our line of Super Blue products today.
[02:45:57.410 --> 02:46:01.511]  InfoWars, the most banned network in the world.
[02:46:01.511 --> 02:46:04.672]  Viewers and listeners, I wouldn't be here if it wasn't for you.
[02:46:04.672 --> 02:46:07.832]  And we're under unprecedented evil attacks as you've seen.
[02:46:07.832 --> 02:46:20.035]  But I wanted to take just a minute out here from the bottom of my heart to tell you how much it means to me that when you saw those lies against us last week, the worst things you can say about people that you knew they were liars, you went and looked it up and found out the truth.
[02:46:20.035 --> 02:46:25.196]  And so I feel very strong and I feel God's hand on my shoulder and I feel your love in my heart.
[02:46:25.196 --> 02:46:26.416]  And I want you to know that love is right back
[02:46:26.516 --> 02:46:28.117]  InfoWars, the most banned network in the world.
[02:46:59.076 --> 02:47:13.686]  You're listening to the Alex Jones Show.
[02:47:13.686 --> 02:47:16.347]  Yeah, George Strait ain't trying to get into Somalia, folks.
[02:47:16.347 --> 02:47:17.308]  Sorry.
